mass_1	mass_2	chirp_mass	ra	dec	geocent_time	phase	iota	psi	luminosity_distance	total_mass	mass_ratio	chi_eff	chi_p	tilt_1	tilt_2	phi_12	theta_jn	phi_jl	mass_1_source	mass_2_source	total_mass_source	chirp_mass_source	a_1	a_2	phi_1	phi_2	redshift
6.942404200000000003e+01	8.922176400000001451e+00	1.978722138403345454e+01	4.479191000000000145e+00	-7.332063800000000464e-01	1.128678900445068836e+09	1.140801033199583481e+00	1.170647214255836399e+00	1.891738344886144896e+00	7.226600599999999304e+02	7.834621839999998372e+01	1.285170978664710861e-01	5.168169348275071240e-01	1.774368224976335950e-01	2.919665697097769130e-01	2.242531003263045442e+00	6.525017335386639195e-01	1.060084377808093059e+00	3.860911676761781486e+00	6.048713122906268325e+01	7.773630563827530260e+00	6.826076179289019308e+01	1.724002553055823128e+01	6.164508465141577132e-01	8.909137327711434684e-02	5.916127605100368392e+00	2.854440314594466344e-01	1.477489606358342311e-01
6.942404200000000003e+01	8.922176400000001451e+00	1.978722138403345454e+01	4.396737500000000409e+00	-8.091483400000000215e-01	1.128678900445068836e+09	2.096110087157894597e+00	7.330651318981381559e-01	1.198564498674035583e+00	1.516329400000000305e+03	7.834621839999998372e+01	1.285170978664710861e-01	5.168169348275071240e-01	1.774368224976335950e-01	2.919665697097769130e-01	2.242531003263045442e+00	6.525017335386639195e-01	5.734793501730625076e-01	4.912870868139211034e+00	5.396148452979211640e+01	6.934973388335361477e+00	6.089645791812746722e+01	1.538008750055338325e+01	6.164508465141577132e-01	8.909137327711434684e-02	5.916127605100368392e+00	2.854440314594466344e-01	2.865480370850621572e-01
6.801994300000001203e+01	1.684943200000000019e+01	2.816973208582398058e+01	4.199601499999999987e+00	-5.778543299999999716e-01	1.128678900445068836e+09	3.757920959094092073e+00	8.156390134749547105e-01	6.793247281147095640e-01	2.064174899999999980e+03	8.486937499999997669e+01	2.477131155490676917e-01	7.956523835296761549e-01	1.847197070221389126e-01	2.052948766333823338e-01	8.520902896546819205e-01	1.999750853586950816e+00	7.347815822448592327e-01	4.160599778338315957e+00	4.951191555652944487e+01	1.226475085931026143e+01	6.177666641583968499e+01	2.050483041838736753e+01	9.061290322089171623e-01	6.477414480521799245e-01	3.435765940407565111e+00	5.435516793994516149e+00	3.738095615052363097e-01
6.522127500000001987e+01	1.340093299999999665e+01	2.431115235371202488e+01	4.029577299999999696e+00	-1.481964699999999968e-01	1.128678900445068836e+09	7.818203274652030244e-01	5.198743171187063944e-02	2.623961994414213628e+00	1.696671599999999671e+03	7.862220800000000054e+01	2.054687370033780880e-01	6.588713203208361735e-01	2.800543293697624336e-01	3.398632346151991279e-01	1.521251229147048356e+00	2.798325276948410600e+00	1.338753596809487412e-01	1.828122939553824766e+00	4.956409242347590549e+01	1.018387147097029199e+01	5.974796389444618683e+01	1.847495624979098139e+01	8.401004355303767213e-01	2.163823153526473198e-01	6.519597676985711132e-02	2.863521253718268156e+00	3.158976955080514126e-01
6.429922500000000696e+01	7.302981400000000178e+00	1.706232769770425151e+01	9.802165299999999748e-01	6.277912399999999726e-01	1.128678900445068836e+09	4.147120390250263355e+00	2.202536411730632082e+00	1.874925084737363523e+00	7.749962500000000318e+02	7.160220640000000003e+01	1.135780625660729043e-01	3.532892738367366392e-01	1.519127422106852088e-01	3.547604110874575944e-01	2.097441138337004407e+00	7.547282164273927396e-02	2.380479659106055745e+00	1.640991396343168374e+00	5.555022943236325261e+01	6.309287434028658659e+00	6.185951686639190683e+01	1.474070983371319521e+01	4.373279796467621217e-01	2.921832406986331621e-01	6.236661797039859678e-01	6.991390013467251308e-01	1.574970194909698085e-01
6.345134399999998465e+01	8.584401099999999118e+00	1.862862866417066243e+01	4.689477100000000398e+00	-9.343441799999999686e-01	1.128678900445068836e+09	4.799555599561093899e+00	1.414873643421582727e+00	1.045881492682857683e+00	1.306541099999999915e+03	7.203574509999998554e+01	1.352910838263725324e-01	3.558520965102854872e-01	3.560076368736521113e-01	7.751754030878851287e-01	6.572352746699717807e-01	3.900752174634036784e+00	1.781061444119216519e+00	1.734264287565349116e+00	5.069962418534456106e+01	6.859207105625036327e+00	5.755883129096959294e+01	1.488486157774357110e+01	5.086976120040127558e-01	3.793735549053651179e-01	8.292316361805962543e-02	3.983675338252096854e+00	2.515150756944167787e-01
6.163150000000000261e+01	7.015777599999999836e+00	1.637579779108078526e+01	1.009386200000000011e+00	7.591254600000000297e-01	1.128678900445068836e+09	4.258618154866294248e+00	2.371664516784601329e+00	1.508809553301010631e+00	9.066873500000000377e+02	6.864727759999999535e+01	1.138342827937012802e-01	2.991041445995502590e-01	4.921959155899655047e-01	8.859133549748307024e-01	2.883149293484823517e+00	5.184610842402073594e+00	2.172394706410036846e+00	5.697802349112551568e+00	5.215950045193566353e+01	5.937539324823832843e+00	5.809703977675948749e+01	1.385904013831701675e+01	6.355071811491669331e-01	6.256779573435168329e-01	5.009647799381980349e+00	3.911073334604468155e+00	1.815968225537871183e-01
6.041309399999998675e+01	1.306309000000000076e+01	2.317804916532740123e+01	1.005085400000000018e+00	4.720428799999999980e-01	1.128678900445068836e+09	1.705880516380030798e+00	7.666524452984025961e-01	3.327249915638441080e-01	1.577502700000000004e+03	7.347618400000000349e+01	2.162294485364381624e-01	6.161536304372281503e-01	2.460519744657456986e-01	4.128585114610622830e-01	4.414871237209089250e-01	2.754293899933435874e+00	6.921726802449847948e-01	3.562769163809781148e+00	4.659423360938246361e+01	1.007504543833474564e+01	5.666927904771722524e+01	1.787631398946422934e+01	6.132452858195625023e-01	9.599402269678226629e-01	5.119883361075864059e+00	1.590991953829713701e+00	2.965787678034666475e-01
5.988181700000001229e+01	1.170405799999999985e+01	2.169768467478769836e+01	4.728003700000000364e+00	-9.828978000000000437e-01	1.128678900445068836e+09	5.547006701301942400e+00	2.598810071371746133e+00	1.027614314485244762e+00	1.824634000000000015e+03	7.158587500000000148e+01	1.954526196157340689e-01	5.467232193451394551e-01	2.047405221213921545e-01	2.657212557728828028e-01	2.263184261118083906e+00	3.437603379118606917e+00	2.714620589702144926e+00	1.268370365588832982e+00	4.481048766040418485e+01	8.758327199484522652e+00	5.356881485988869684e+01	1.623671224570414751e+01	7.796512061318883191e-01	7.910908190920659111e-01	5.244615870005286951e+00	2.399033941944308523e+00	3.363348654853691722e-01
5.988181700000001229e+01	1.170405799999999985e+01	2.169768467478769836e+01	1.195144999999999902e+00	7.454573500000000186e-01	1.128678900445068836e+09	5.974082039783449538e+00	2.568381153876424072e+00	7.528428810041276620e-01	1.716358400000000074e+03	7.158587500000000148e+01	1.954526196157340689e-01	5.467232193451394551e-01	2.047405221213921545e-01	2.657212557728828028e-01	2.263184261118083906e+00	3.437603379118606917e+00	2.685983710017105341e+00	1.800698958980462061e+00	4.539726919808798300e+01	8.873015188166970546e+00	5.427028438625494289e+01	1.644932771757017775e+01	7.796512061318883191e-01	7.910908190920659111e-01	5.244615870005286951e+00	2.399033941944308523e+00	3.190620946539682867e-01
