#Frequency	Median Mag	Phase (Rad)	-1 Sigma Mag	-1 Sigma Phase	+1 Sigma Mag	+1 Sigma Phase
5.000000000000000000e+00	1.043859799999999893e+00	-7.360272999999999642e-03	9.941524299999999759e-01	-9.601653500000000008e-02	1.096964100000000109e+00	8.065582400000000096e-02
5.279491000000000156e+00	1.043488799999999994e+00	-1.164178299999999930e-02	9.927475799999999628e-01	-8.616904100000000177e-02	1.096739499999999978e+00	6.235509300000000033e-02
5.574605000000000032e+00	1.042041900000000076e+00	-1.547327599999999935e-02	9.924677600000000322e-01	-7.615930399999999711e-02	1.093637900000000052e+00	4.599686900000000273e-02
5.886215299999999928e+00	1.040206799999999987e+00	-1.830602099999999871e-02	9.937319900000000095e-01	-6.793817900000000132e-02	1.088160999999999934e+00	3.201200700000000204e-02
6.215244099999999605e+00	1.037713300000000061e+00	-2.006695699999999985e-02	9.950861899999999816e-01	-6.005401900000000015e-02	1.081361100000000075e+00	2.069766400000000103e-02
6.562665100000000251e+00	1.035204999999999931e+00	-2.100785499999999889e-02	9.972275000000000444e-01	-5.333950300000000339e-02	1.074074999999999891e+00	1.213029499999999927e-02
6.929506199999999616e+00	1.033080400000000010e+00	-2.130410699999999921e-02	9.994319900000000478e-01	-4.817512999999999657e-02	1.067585599999999912e+00	5.652730299999999576e-03
7.316853100000000332e+00	1.031085999999999947e+00	-2.174529399999999835e-02	1.000549700000000097e+00	-4.407546400000000170e-02	1.062166100000000002e+00	5.375151999999999795e-04
7.725851999999999720e+00	1.028445899999999913e+00	-2.202085499999999890e-02	1.000236600000000031e+00	-4.034026400000000068e-02	1.059151900000000035e+00	-3.346411999999999998e-03
8.157713100000000495e+00	1.026492100000000018e+00	-2.228249399999999991e-02	9.985646900000000326e-01	-3.746311799999999664e-02	1.057640499999999983e+00	-6.588802599999999711e-03
8.613714599999999777e+00	1.024323600000000001e+00	-2.267989800000000042e-02	9.964292200000000044e-01	-3.572764900000000021e-02	1.057305399999999951e+00	-8.965733800000000309e-03
9.095205699999999283e+00	1.022557600000000066e+00	-2.312027800000000105e-02	9.946697700000000086e-01	-3.678206600000000215e-02	1.056236500000000023e+00	-9.245006300000000593e-03
9.603611199999999570e+00	1.020834999999999937e+00	-2.338679100000000052e-02	9.931960300000000075e-01	-4.062268899999999655e-02	1.054909499999999944e+00	-6.753069399999999702e-03
1.014043599999999934e+01	1.019347199999999898e+00	-2.363690300000000077e-02	9.923756799999999823e-01	-4.551943900000000182e-02	1.052312399999999926e+00	-3.272584800000000096e-03
1.070726799999999912e+01	1.017989400000000044e+00	-2.387118499999999963e-02	9.924810400000000365e-01	-5.095154799999999928e-02	1.048727100000000023e+00	5.288278599999999760e-04
1.130578500000000020e+01	1.016614300000000082e+00	-2.440992300000000004e-02	9.930916400000000532e-01	-5.635008700000000009e-02	1.044375599999999960e+00	4.343652299999999598e-03
1.193775800000000054e+01	1.015055500000000110e+00	-2.474813999999999833e-02	9.939540500000000334e-01	-6.116207700000000219e-02	1.039153299999999946e+00	7.859697599999999895e-03
1.260505700000000040e+01	1.013443199999999988e+00	-2.504543899999999920e-02	9.946195799999999476e-01	-6.546042600000000211e-02	1.033689899999999939e+00	1.076053000000000079e-02
1.330965699999999963e+01	1.011405499999999957e+00	-2.509794200000000156e-02	9.946969100000000452e-01	-6.844852899999999407e-02	1.028690799999999905e+00	1.279249499999999921e-02
1.405364299999999922e+01	1.008814700000000064e+00	-2.535315499999999875e-02	9.933683700000000005e-01	-7.021837799999999796e-02	1.024491000000000041e+00	1.368617800000000023e-02
1.483921600000000041e+01	1.005784699999999976e+00	-2.525024899999999892e-02	9.898257000000000305e-01	-7.032361400000000651e-02	1.021726300000000087e+00	1.417723799999999999e-02
1.566870100000000043e+01	1.002366300000000043e+00	-2.491972699999999916e-02	9.846081199999999756e-01	-6.892960600000000437e-02	1.020637299999999970e+00	1.367001999999999974e-02
1.654455300000000051e+01	9.991635599999999506e-01	-2.405603900000000128e-02	9.784030400000000016e-01	-6.599295500000000592e-02	1.020784200000000030e+00	1.249654300000000058e-02
1.746936399999999878e+01	9.962445300000000170e-01	-2.270509299999999911e-02	9.722238800000000403e-01	-6.141039599999999904e-02	1.021235200000000010e+00	1.087743600000000074e-02
1.844586999999999932e+01	9.936507399999999768e-01	-2.089311599999999977e-02	9.668219300000000516e-01	-5.491560799999999770e-02	1.021045699999999945e+00	8.924178600000000697e-03
1.947696099999999930e+01	9.915785499999999475e-01	-1.870648999999999923e-02	9.625672499999999854e-01	-4.780224699999999910e-02	1.020724399999999976e+00	7.033607600000000085e-03
2.056568800000000152e+01	9.899964300000000383e-01	-1.607253000000000154e-02	9.600698300000000129e-01	-4.050942500000000168e-02	1.019708899999999918e+00	5.744519099999999615e-03
2.171527199999999880e+01	9.889629699999999968e-01	-1.335336300000000004e-02	9.593676599999999555e-01	-3.366107200000000022e-02	1.018027800000000038e+00	4.827337000000000121e-03
2.292911700000000152e+01	9.885518800000000494e-01	-1.059775900000000000e-02	9.602316499999999921e-01	-2.722739600000000093e-02	1.016106100000000012e+00	4.871166100000000158e-03
2.421081300000000169e+01	9.884621900000000183e-01	-7.769461600000000280e-03	9.621155000000000124e-01	-2.252301300000000145e-02	1.014441900000000008e+00	5.815769600000000351e-03
2.556415399999999849e+01	9.890290800000000049e-01	-5.183175600000000140e-03	9.648925900000000500e-01	-1.878597699999999884e-02	1.012661000000000033e+00	7.678361800000000140e-03
2.699314400000000091e+01	9.897852700000000503e-01	-2.875081499999999988e-03	9.680345900000000281e-01	-1.626940400000000120e-02	1.011076499999999934e+00	1.015658399999999975e-02
2.850201200000000057e+01	9.906154600000000032e-01	-6.739217499999999991e-04	9.715913900000000547e-01	-1.429115100000000020e-02	1.009694799999999892e+00	1.258015200000000069e-02
3.009522300000000072e+01	9.919837799999999817e-01	1.126641600000000045e-03	9.750500699999999910e-01	-1.270699500000000044e-02	1.008816099999999993e+00	1.494880699999999972e-02
3.177749100000000126e+01	9.935068400000000022e-01	2.755474899999999817e-03	9.782180600000000004e-01	-1.147747699999999982e-02	1.008626999999999940e+00	1.695736800000000044e-02
3.355379599999999840e+01	9.951869199999999749e-01	4.096216700000000419e-03	9.812195200000000117e-01	-1.055968000000000011e-02	1.009340399999999915e+00	1.846732300000000077e-02
3.542939200000000000e+01	9.969414500000000068e-01	5.130208800000000090e-03	9.832593600000000267e-01	-9.602508100000000518e-03	1.011107200000000095e+00	1.936602399999999904e-02
3.740983200000000153e+01	9.987800399999999801e-01	5.780900400000000411e-03	9.847396299999999769e-01	-8.941410599999999667e-03	1.013407399999999958e+00	1.985237700000000091e-02
3.950097399999999936e+01	1.000696800000000053e+00	6.040954099999999889e-03	9.857019799999999776e-01	-8.299019799999999766e-03	1.016071200000000063e+00	1.979067500000000063e-02
4.170900699999999972e+01	1.002587399999999906e+00	5.920705600000000270e-03	9.865448799999999574e-01	-7.953435700000000691e-03	1.018979599999999985e+00	1.924279099999999867e-02
4.404046499999999753e+01	1.004315499999999917e+00	5.402111700000000044e-03	9.872795699999999952e-01	-7.868692999999999521e-03	1.021985300000000096e+00	1.851354200000000089e-02
4.650224699999999700e+01	1.005812399999999940e+00	4.634377599999999625e-03	9.880274599999999685e-01	-8.288110200000000510e-03	1.023924000000000056e+00	1.740047800000000047e-02
4.910163899999999870e+01	1.006974500000000106e+00	3.618286699999999877e-03	9.888436499999999629e-01	-8.882813499999999557e-03	1.025773800000000069e+00	1.608995699999999848e-02
5.184633199999999675e+01	1.007892900000000092e+00	2.382516400000000024e-03	9.895650999999999753e-01	-9.766434699999999858e-03	1.026780999999999944e+00	1.480339800000000060e-02
5.474444799999999844e+01	1.008372800000000069e+00	1.058752299999999929e-03	9.902451599999999576e-01	-1.125015600000000074e-02	1.027207200000000098e+00	1.363000800000000075e-02
5.780456399999999917e+01	1.008613600000000110e+00	-1.558500399999999963e-04	9.911688899999999691e-01	-1.261989999999999987e-02	1.026990499999999917e+00	1.276002099999999986e-02
6.103573500000000251e+01	1.008360700000000110e+00	-1.215316300000000025e-03	9.917107499999999742e-01	-1.434662899999999963e-02	1.026012399999999936e+00	1.196564900000000008e-02
6.444752200000000641e+01	1.008022600000000102e+00	-2.173373200000000213e-03	9.921702900000000103e-01	-1.604569900000000007e-02	1.024531599999999987e+00	1.158770100000000060e-02
6.805002199999999846e+01	1.007547699999999935e+00	-2.901257799999999807e-03	9.926970099999999908e-01	-1.761809099999999892e-02	1.022448599999999930e+00	1.143442000000000069e-02
7.185389600000000598e+01	1.006624500000000033e+00	-3.445215100000000204e-03	9.932383399999999973e-01	-1.879274599999999906e-02	1.019978100000000110e+00	1.133020900000000081e-02
