mass_1	mass_2	chirp_mass	ra	dec	geocent_time	phase	iota	psi	luminosity_distance	total_mass	mass_ratio	chi_eff	chi_p	mass_1_source	mass_2_source	total_mass_source	chirp_mass_source	theta_jn	phi_jl	tilt_1	tilt_2	phi_12	a_1	a_2	phi_1	phi_2	redshift
9.984771000000000640e+01	5.057036599999999993e+01	6.116183650944888228e+01	4.456877000000000422e+00	5.553327200000000019e-01	1.245035079326171875e+09	4.653341799999999751e+00	2.467182600000000114e+00	1.214845500000000023e+00	3.527612000000000080e+03	1.504180760000000134e+02	5.064749707329291306e-01	2.199123991241868636e-01	7.269465281149067870e-01	6.295546727500179429e+01	3.188536844558441175e+01	9.484083572058621314e+01	3.856344824382671277e+01	2.615363226151060427e+00	3.049854949979112773e-01	1.133937207103510092e+00	2.507758436967572724e+00	2.871672457176329463e+00	8.022939454207811405e-01	1.998182428231942698e-02	5.466577056443433058e+00	2.055064206440176733e+00	5.860053831996142604e-01
9.984771000000000640e+01	5.057036599999999993e+01	6.116183650944888228e+01	2.775874500000000022e+00	1.202914500000000109e+00	1.245035079326171875e+09	3.734912299999999963e+00	2.831196199999999941e+00	1.998971099999999890e+00	3.153776400000000194e+03	1.504180760000000134e+02	5.064749707329291306e-01	2.199123991241868636e-01	7.269465281149067870e-01	6.508790716070478766e+01	3.296539587428556928e+01	9.805330303499036404e+01	3.986967689599704556e+01	2.666857936639092319e+00	5.422314374133350157e+00	1.133937207103510092e+00	2.507758436967572724e+00	2.871672457176329463e+00	8.022939454207811405e-01	1.998182428231942698e-02	5.466577056443433058e+00	2.055064206440176733e+00	5.340439469573324827e-01
9.981350700000000131e+01	5.240409100000000109e+01	6.232176313481923557e+01	1.536047200000000057e+00	-1.346477700000000111e+00	1.245035079326171875e+09	2.995425999999999922e-01	1.414368899999999929e+00	1.626158800000000015e+00	1.390206200000000081e+03	1.522175980000000095e+02	5.250200356150195313e-01	5.322114879906314489e-01	4.093096789037763417e-01	7.886601288283863198e+01	4.140623689256252504e+01	1.202722497754011641e+02	4.924252360226027747e+01	1.331313329930735812e+00	5.633949745259275943e+00	4.867714041128131108e-01	1.105796860626175215e+00	4.136042642005072878e+00	8.750144896343752254e-01	1.624835741941337286e-01	2.257743008904741444e+00	1.106003437302272019e-01	2.656086361089464720e-01
9.981029499999999643e+01	5.003540399999999977e+01	6.080549013919330292e+01	4.136580799999999947e+00	7.567752199999999707e-01	1.245035079326171875e+09	2.005603499999999983e-01	7.767544899999999641e-01	4.021044200000000401e+00	2.880249400000000151e+03	1.498456989999999962e+02	5.013050407275121412e-01	3.071060342471242377e-01	6.878989187538558925e-01	6.675566261838892501e+01	3.346495016770352038e+01	1.002206127860924596e+02	4.066825756879852349e+01	5.713482472432235282e-01	4.891148861903568346e+00	1.158890075840705247e+00	1.172969663012617847e+00	3.044123097020096314e+00	7.506868900492046359e-01	8.264989574960285301e-01	1.470390314213204874e+00	4.514513411233300744e+00	4.951584792224897891e-01
9.979379299999999375e+01	5.652390299999999712e+01	6.486340964101962925e+01	4.077561300000000166e+00	1.053808300000000031e+00	1.245035079326171875e+09	5.648448199999999808e+00	2.441676199999999852e+00	6.456328199999999962e-01	2.999917199999999866e+03	1.563176959999999838e+02	5.664070008843135051e-01	5.038829499797791156e-01	6.216414638971345941e-01	6.598952482677667319e+01	3.737692884691552564e+01	1.033664536736921917e+02	4.289150108619932666e+01	2.508501903259347188e+00	2.973230230693102882e+00	8.540240863471963983e-01	6.318274947216716564e-01	1.374854038653657406e+00	8.245345654285849424e-01	5.417297732180315073e-01	4.082054403448687196e-02	1.415674582688144056e+00	5.122671857686496022e-01
9.979379299999999375e+01	5.652390299999999712e+01	6.486340964101962925e+01	7.127021900000000132e-01	-4.304548699999999894e-01	1.245035079326171875e+09	1.500882400000000116e-01	1.392228900000000102e+00	1.570809700000000086e+00	2.278345800000000054e+03	1.563176959999999838e+02	5.664070008843135051e-01	5.038829499797791156e-01	6.216414638971345941e-01	7.095015489157324851e+01	4.018666444441350905e+01	1.111368193359867433e+02	4.611578358211024664e+01	1.321690735395860461e+00	3.442487619686785294e+00	8.540240863471963983e-01	6.318274947216716564e-01	1.374854038653657406e+00	8.245345654285849424e-01	5.417297732180315073e-01	4.082054403448687196e-02	1.415674582688144056e+00	4.065338286083504116e-01
9.978709399999999619e+01	6.596830699999999581e+01	7.033189039418704169e+01	4.497538200000000153e+00	-7.190242299999999309e-02	1.245035079326171875e+09	3.543086100000000238e-01	2.341274199999999972e+00	9.760651900000000269e-01	3.302255099999999857e+03	1.657554010000000062e+02	6.610905714921410103e-01	4.986137122841700631e-01	8.503325804139452160e-01	6.417849809968627994e+01	4.242779998622888371e+01	1.066062980859151708e+02	4.523425738814156460e+01	2.585932445512848954e+00	1.454095134892541941e+00	1.028467981778615092e+00	1.021620244319241255e+00	1.866163704964244996e+00	9.927885297187026836e-01	9.152479629259282490e-01	3.862389792061402538e+00	5.728553497025647978e+00	5.548368527571977404e-01
9.972065000000000623e+01	4.643865999999999872e+01	5.840278687025723769e+01	6.019446399999999642e+00	-9.535585600000000550e-01	1.245035079326171875e+09	2.308728200000000008e+00	2.526543199999999878e+00	2.292563200000000023e+00	2.289428199999999833e+03	1.461593100000000049e+02	4.656874980257348362e-01	2.295354265111194114e-01	5.257244333536160719e-01	7.081383422459202848e+01	3.297711728565941058e+01	1.037909515102514320e+02	4.147310780349481263e+01	2.733091312663362693e+00	6.507573709973111242e-01	9.756215365739100420e-01	1.657758955014127622e+00	5.948862327405600503e+00	6.348941568117301149e-01	4.828225136094937975e-01	1.878765570232102888e+00	1.544442590458116271e+00	4.082085950003440100e-01
9.972065000000000623e+01	4.643865999999999872e+01	5.840278687025723769e+01	4.339724000000000359e+00	6.184947899999999610e-01	1.245035079326171875e+09	1.894461399999999962e+00	2.468824399999999919e+00	5.703968000000000371e-01	4.327943800000000010e+03	1.461593100000000049e+02	4.656874980257348362e-01	2.295354265111194114e-01	5.257244333536160719e-01	5.888859397262717010e+01	2.742368198936611634e+01	8.631227596199327934e+01	3.448892484026587368e+01	2.577869587730249101e+00	2.125316653171810399e-01	9.756215365739100420e-01	1.657758955014127622e+00	5.948862327405600503e+00	6.348941568117301149e-01	4.828225136094937975e-01	1.878765570232102888e+00	1.544442590458116271e+00	6.933780087592609220e-01
9.969946299999999439e+01	4.895281599999999855e+01	6.006866566390161921e+01	4.498330700000000348e+00	-1.373889299999999924e-01	1.245035079326171875e+09	1.496993199999999913e+00	9.626369700000000362e-01	1.989867999999999970e+00	2.047971600000000080e+03	1.486522789999999929e+02	4.910038081147939937e-01	3.549171991720650454e-01	2.566383493922352321e-01	7.270408182451630807e+01	3.569798104132708261e+01	1.084020628658433907e+02	4.380401912012120391e+01	9.847858451453822548e-01	2.893356856419119438e+00	3.986160565175776438e-01	2.302686260190057510e+00	4.774795300369886419e+00	6.611948910631928467e-01	2.443377752366769351e-01	4.774429119363908569e+00	3.266039112554208756e+00	3.713048909776708872e-01
9.969880700000000218e+01	4.584544400000000053e+01	5.799528349366511293e+01	4.499617100000000036e+00	-1.632583800000000085e-01	1.245035079326171875e+09	5.905069100000000404e+00	5.334289599999999520e-01	9.261956399999999867e-01	2.029403999999999996e+03	1.455442510000000027e+02	4.598394442172211716e-01	3.022417260478169054e-01	4.370287505580745524e-01	7.285636817851144542e+01	3.350223185089193834e+01	1.063586000294033767e+02	4.238090558928767138e+01	5.560844803984817952e-01	2.869789018989155949e+00	6.048468865800474825e-01	2.617404026708553211e+00	2.407093273641032649e+00	7.685560674467163400e-01	4.797361681867639005e-01	2.965714304572282245e-01	2.703664704098262206e+00	3.684295483370744195e-01
9.968134299999999826e+01	4.865027200000000107e+01	5.986496692936437114e+01	3.850584599999999913e+00	-3.142158700000000082e-02	1.245035079326171875e+09	6.822556899999999980e-02	7.254443400000000208e-01	1.669499600000000084e-01	2.935381800000000112e+03	1.483316149999999993e+02	4.880579508243583775e-01	4.657669982099920114e-01	3.671172259327298293e-01	6.631894543408854759e+01	3.236748860939369621e+01	9.868643404348225090e+01	3.982873179389277851e+01	7.181648638090849524e-01	3.147607286656157299e+00	5.164248741918157082e-01	1.317548148888348036e+00	2.935894312584596211e+00	7.434918077424712557e-01	3.807174642848455970e-01	6.279838603438262723e+00	2.932547608843272258e+00	5.030598322626955721e-01
9.967545300000000452e+01	4.734695099999999712e+01	5.899992194828119096e+01	6.929826900000000123e-01	6.241859300000000138e-02	1.245035079326171875e+09	4.493623999999999619e+00	9.739759500000000347e-01	5.702468399999999882e+00	3.258445900000000165e+03	1.470224039999999945e+02	4.750111444188770959e-01	6.025288077998016689e-01	4.017106927558219964e-01	6.435973501473500846e+01	3.057159138384495023e+01	9.493132639857995514e+01	3.809583230568739509e+01	9.423575282886025306e-01	3.323458751386324739e+00	5.071869768177574844e-01	8.337951411852457806e-01	4.291444121191451799e+00	8.270412398757265304e-01	5.193824552563982566e-01	2.279499081479105627e+00	2.877578954909703057e-01	5.487237941110160167e-01
9.966156800000000260e+01	5.692938199999999682e+01	6.506765859188691081e+01	5.118720100000000439e-01	-4.112810199999999972e-01	1.245035079326171875e+09	5.415735500000000258e+00	4.743089300000000175e-01	1.866437600000000030e+00	4.584757899999999609e+03	1.565909499999999923e+02	5.712270350793596796e-01	3.909029459460863221e-01	5.192570740496821324e-01	5.771194414050722088e+01	3.296662274004756910e+01	9.067856688055478287e+01	3.767932968913926572e+01	4.416761044902748901e-01	3.158960811477685482e+00	5.752735517188842795e-01	2.907713030000528498e+00	4.062566679469750142e+00	9.544038135138498413e-01	3.357879914780886321e-01	1.267895377926128830e+00	5.330462057395878972e+00	7.268794091802033286e-01
9.961693599999999549e+01	5.716090400000000216e+01	6.519321902325836504e+01	4.482784800000000125e+00	2.270122800000000107e-01	1.245035079326171875e+09	1.631688599999999933e+00	2.249126099999999795e+00	4.339127399999999746e+00	2.764657700000000204e+03	1.567778399999999976e+02	5.738070883850513448e-01	4.951681437578642209e-01	3.192799127330547271e-01	6.737782224484021754e+01	3.866187200403731339e+01	1.060396942488775238e+02	4.409468208215155727e+01	2.229682902573663750e+00	6.003146659379440031e+00	4.638184910166047725e-01	7.823423564066440683e-01	4.291690872785030919e+00	4.832631342119972917e-01	8.528469509102378776e-01	2.217890225172128638e+00	2.263957907775733247e-01	4.784825730639973296e-01
9.957651500000000055e+01	5.737266499999999780e+01	6.530784563815653598e+01	4.380293499999999618e+00	3.275617299999999954e-01	1.245035079326171875e+09	7.795276399999999661e-01	6.316535100000000291e-01	8.299377000000000004e-01	3.871138300000000072e+03	1.569491800000000126e+02	5.761666292498788255e-01	5.031156938531488043e-01	5.241139297094449256e-01	6.098935422682261986e+01	3.514003064499523532e+01	9.612938487181786229e+01	4.000022828089716853e+01	8.692138356533788413e-01	1.872546372697456718e+00	7.584196807585531497e-01	1.115939800969941942e+00	5.544717754907083851e+00	7.620425917968063345e-01	9.473788008421989426e-01	4.581303154738432859e+00	3.842835602465930478e+00	6.326868231735935932e-01
9.957508900000000551e+01	4.489178100000000171e+01	5.731085275820014857e+01	4.462299299999999747e+00	-1.639821800000000052e-01	1.245035079326171875e+09	4.815095300000000300e+00	9.530504300000000040e-01	5.114477800000000407e+00	1.748712199999999939e+03	1.444668700000000001e+02	4.508334509246584854e-01	2.300952351362443860e-01	8.627542390290509067e-01	7.519377783375658453e+01	3.389987034885457007e+01	1.090936481826111617e+02	4.327808865692540508e+01	8.702477777839682238e-01	3.224040979777209603e+00	1.068507240988554541e+00	2.038059917979422764e+00	1.766274090967011823e+00	9.843367398382657507e-01	6.897059367686562137e-01	1.686292755975467905e+00	3.452566846942479728e+00	3.242463920372140040e-01
9.957029699999999650e+01	5.252756899999999973e+01	6.232835121094590392e+01	5.954474199999999939e+00	-9.107825600000000188e-01	1.245035079326171875e+09	4.605893699999999980e-01	1.379058700000000082e+00	6.238472500000000309e+00	2.029398400000000038e+03	1.520978660000000104e+02	5.275425561902260529e-01	5.327127736584766904e-01	5.197777284521855057e-01	7.276250372094801833e+01	3.838531720774975753e+01	1.111478209286977972e+02	4.554738735897319657e+01	1.197623778007490980e+00	4.921847859812837456e+00	6.462237412193186925e-01	1.602989399212685351e-01	6.003507350998884107e+00	8.631659722763305176e-01	2.392976687957738546e-01	1.314279365756593876e+00	1.034601409575890862e+00	3.684286810946298951e-01
9.954536400000000640e+01	3.340905399999999759e+01	4.879671382977632277e+01	4.220816000000000123e+00	4.794091200000000219e-01	1.245035079326171875e+09	3.434851899999999958e+00	2.758055600000000052e-01	8.456008200000000308e-01	3.415025200000000041e+03	1.329544180000000040e+02	3.356163728528833712e-01	2.604547647795318888e-01	2.226088234991661641e-01	6.338487781780084873e+01	2.127300278693350677e+01	8.465788060473435905e+01	3.107099737975306297e+01	3.228399384395246874e-01	5.667448415435581976e-01	3.931691927716385315e-01	2.990652529233392976e+00	6.203166533977828578e+00	5.810454963776806592e-01	5.691486949627284631e-01	6.178583841704682555e+00	6.098565068502924014e+00	5.704907452238384691e-01
9.953530100000000402e+01	5.504971700000000112e+01	6.388602317871295355e+01	9.063342500000000079e-01	-5.195588899999999954e-01	1.245035079326171875e+09	6.016859599999999642e-01	1.931273800000000040e+00	1.534918900000000086e+00	3.630498500000000149e+03	1.545850179999999909e+02	5.530672680640208450e-01	6.973028624692180211e-01	3.277967120359593922e-01	6.220615207157285198e+01	3.440418658299982724e+01	9.661033865457267211e+01	3.992657512637698147e+01	1.907638598827219756e+00	6.013432075758295525e+00	5.090304596806811688e-01	1.722512352570198801e-01	3.615001240062628796e+00	6.726368905416081345e-01	9.095536705286673129e-01	2.379406972812258658e+00	5.994408212874887454e+00	6.000877354618745496e-01
9.952819800000000328e+01	6.810272999999999399e+01	7.141600756093197333e+01	6.824944299999999853e-01	-1.207148000000000110e+00	1.245035079326171875e+09	5.202914899999999676e+00	1.260209399999999924e+00	2.148063000000000056e+00	2.938643000000000029e+03	1.676309279999999831e+02	6.842556317557361156e-01	6.876150827114582142e-01	4.043081355193476334e-01	6.619651827386526577e+01	4.529534043151380729e+01	1.114918587053790588e+02	4.749901178311028360e+01	1.276934200584195045e+00	2.977440053077565985e+00	6.183384949493720972e-01	4.944905581093042568e-01	4.482983079999570464e+00	6.974652802210811187e-01	9.792558204502219699e-01	1.489793646123506399e+00	5.972776726123076863e+00	5.035261762293360421e-01
9.952597799999999495e+01	2.221705599999999947e+01	3.887630261328903458e+01	4.409430799999999984e+00	1.218321500000000002e-01	1.245035079326171875e+09	1.165663799999999917e+00	5.791684099999999669e-01	5.535531899999999617e+00	2.275059400000000096e+03	1.217430339999999944e+02	2.232287132109367633e-01	1.505338977936390155e-01	4.561492076935302342e-01	7.078475790609797969e+01	1.580119042232593429e+01	8.658594832842391043e+01	2.764956169298701738e+01	1.893854468674280034e-01	4.693360025011717340e+00	1.237441856313435506e+00	8.822466868631207992e-01	3.325095083617828795e+00	4.827230997871157503e-01	1.845928871414007078e-01	4.014733014570310843e-01	3.726568385074860323e+00	4.060368495153957591e-01
9.952597799999999495e+01	2.221705599999999947e+01	3.887630261328903458e+01	6.869603100000000184e-01	-4.303954199999999730e-01	1.245035079326171875e+09	9.727112900000000062e-01	5.709928800000000360e-01	6.261442699999999917e+00	2.109186799999999948e+03	1.217430339999999944e+02	2.232287132109367633e-01	1.505338977936390155e-01	4.561492076935302342e-01	7.208133535402460268e+01	1.609062373760491482e+01	8.817195909162951750e+01	2.815602380710119945e+01	2.025482790446627712e-01	4.150913647653820426e+00	1.237441856313435506e+00	8.822466868631207992e-01	3.325095083617828795e+00	4.827230997871157503e-01	1.845928871414007078e-01	4.014733014570310843e-01	3.726568385074860323e+00	3.807454802437013064e-01
9.948546600000000240e+01	4.394485099999999989e+01	5.663336790422695799e+01	4.434544100000000100e+00	1.499057099999999976e-01	1.245035079326171875e+09	6.235014099999999893e+00	2.825920100000000046e-01	4.810256100000000146e+00	3.023586200000000190e+03	1.434303170000000023e+02	4.417213163579090107e-01	4.284643356528435310e-01	3.145921861871767145e-01	6.563954676759512097e+01	2.899438700331864638e+01	9.463393377091377090e+01	3.736614754516931924e+01	3.086078224706800821e-01	4.300227440777220633e-01	5.788015876445256058e-01	9.726767260255341219e-01	1.270415122817691866e-01	5.751006255508941400e-01	5.479811849704979698e-01	3.020966586641929297e+00	3.148008098923698483e+00	5.156330428703371771e-01
9.948546600000000240e+01	4.394485099999999989e+01	5.663336790422695799e+01	4.366122200000000397e+00	-9.226145800000000452e-02	1.245035079326171875e+09	5.506422800000000173e+00	8.845426600000000361e-01	2.140703799999999823e+00	1.907762099999999919e+03	1.434303170000000023e+02	4.417213163579090107e-01	4.284643356528435310e-01	3.145921861871767145e-01	7.372291539763511992e+01	3.256498323518614058e+01	1.062878986328212676e+02	4.196770803371889969e+01	7.584723587246358090e-01	5.524368032662347439e+00	5.788015876445256058e-01	9.726767260255341219e-01	1.270415122817691866e-01	5.751006255508941400e-01	5.479811849704979698e-01	3.020966586641929297e+00	3.148008098923698483e+00	3.494510555288116715e-01
9.948546600000000240e+01	4.394485099999999989e+01	5.663336790422695799e+01	1.007875199999999971e+00	4.041107399999999822e-02	1.245035079326171875e+09	5.639138599999999890e+00	5.776927200000000484e-01	5.755578200000000422e+00	2.817853000000000065e+03	1.434303170000000023e+02	4.417213163579090107e-01	4.284643356528435310e-01	3.145921861871767145e-01	6.694058680193002431e+01	2.956908411991939900e+01	9.650967092184941976e+01	3.810678114608763423e+01	4.770241879525129458e-01	5.790041071819040930e+00	5.788015876445256058e-01	9.726767260255341219e-01	1.270415122817691866e-01	5.751006255508941400e-01	5.479811849704979698e-01	3.020966586641929297e+00	3.148008098923698483e+00	4.861755887256675734e-01
9.944853999999999417e+01	3.833005099999999743e+01	5.258311832830202803e+01	4.399938500000000197e+00	7.358209399999999789e-01	1.245035079326171875e+09	3.243971399999999949e+00	2.599340199999999879e+00	1.863323099999999899e+00	2.979417600000000220e+03	1.377785910000000058e+02	3.854259801099141347e-01	2.519545777004827958e-01	3.900599962748537153e-01	6.588844156159234444e+01	2.539511716679152897e+01	9.128355872838388052e+01	3.483831657157183059e+01	2.772611808549863888e+00	5.631465123135764861e-01	9.432220682023031433e-01	1.308574185546784063e+00	5.591551848337007469e-01	4.818802296955110864e-01	6.617015005437644204e-01	7.295544955537627274e-01	1.288709680387463585e+00	5.093472791739315220e-01
9.944853999999999417e+01	3.833005099999999743e+01	5.258311832830202803e+01	1.143050399999999911e+00	-1.519423900000000001e-02	1.245035079326171875e+09	4.445422999999999902e+00	2.287415499999999824e+00	6.059688999999999659e+00	1.942595700000000079e+03	1.377785910000000058e+02	3.854259801099141347e-01	2.519545777004827958e-01	3.900599962748537153e-01	7.339856246061707168e+01	2.828971287504208476e+01	1.016882753356591564e+02	3.880927055333235387e+01	2.486562619180272105e+00	2.301133933236420681e+00	9.432220682023031433e-01	1.308574185546784063e+00	5.591551848337007469e-01	4.818802296955110864e-01	6.617015005437644204e-01	7.295544955537627274e-01	1.288709680387463585e+00	3.549112770888444568e-01
9.944032300000000646e+01	6.116502400000000250e+01	6.749745625039204810e+01	1.153646399999999961e+00	1.466290299999999935e-01	1.245035079326171875e+09	3.760228099999999962e+00	1.496832200000000057e+00	4.493990400000000385e+00	1.292575399999999945e+03	1.606053469999999948e+02	6.150927727779001986e-01	2.858575429090574049e-01	4.913853652064396060e-01	7.960664658952930495e+01	4.896547298230394318e+01	1.285721195718332410e+02	5.403488226217019275e+01	1.435787183857712312e+00	3.491153489459254633e+00	7.777248560733788230e-01	1.884942267978247266e+00	1.489705496433517240e+00	7.003181687677186851e-01	1.962392776514269854e-01	2.748984296851102016e+00	4.238689793284619256e+00	2.491459854192557555e-01
9.943834699999999316e+01	6.552027900000000216e+01	6.996531189454957200e+01	4.370722500000000288e+00	5.778988800000000037e-01	1.245035079326171875e+09	4.444166199999999733e+00	2.063561099999999815e+00	9.380075100000000443e-01	3.123591199999999844e+03	1.649586259999999811e+02	6.589035415079859126e-01	5.857385581535599073e-01	2.300723467859011606e-01	6.500128243898032565e+01	4.282957520160499598e+01	1.078308576405853216e+02	4.573522324731491295e+01	2.087477580655677567e+00	3.507575692519994126e-01	2.558879485290539990e-01	1.068504666893023369e+00	4.413493417349528158e+00	8.658534830126640713e-01	4.224942132307870080e-01	6.095280545831261776e+00	4.225588656001203702e+00	5.297905405689079528e-01
