mass_1	mass_2	chirp_mass	ra	dec	geocent_time	phase	iota	psi	luminosity_distance	total_mass	mass_ratio	chi_eff	chi_p	tilt_1	tilt_2	phi_12	theta_jn	phi_jl	mass_1_source	mass_2_source	total_mass_source	chirp_mass_source	a_1	a_2	phi_1	phi_2	redshift
9.999228700000000458e+01	8.897148900000000538e+01	8.208328042391737256e+01	2.567141599999999801e+00	3.861577000000001036e-01	1.246487219344726801e+09	2.671922010238212408e+00	1.021510476444283499e+00	1.392381662416282806e+00	4.802743299999999181e+03	1.889637759999999957e+02	8.897835190028205998e-01	1.267734884255912742e-01	6.168071945378269527e-01	1.399921393177099516e+00	1.155408514384017149e+00	7.669947493639061031e-01	8.612924060327459275e-01	5.581605695380281951e+00	5.697573377587512056e+01	5.069606889686603779e+01	1.076718026727411512e+02	4.677115878831352092e+01	6.259229064296902845e-01	3.707927702025684558e-01	5.702940721165703941e+00	1.867501633500232572e-01	7.549977924521107386e-01
9.998371100000002798e+01	6.609668000000000632e+01	7.046957736738870892e+01	5.966965199999999747e+00	-7.414256999999998543e-01	1.246487219344726801e+09	7.240840420720563442e-01	3.025818785396565125e-01	1.329576261795499148e+00	5.269244899999999689e+03	1.660803910000000201e+02	6.610744824224418226e-01	1.034399115758253690e-01	3.148180616878668014e-01	2.020280922551649372e+00	9.608456615923880451e-01	2.974045982461033688e+00	2.856394211618872858e-01	3.562155441349285745e+00	5.510941686407127804e+01	3.643142923001849454e+01	9.154084609408975837e+01	3.884170007826920568e+01	1.413085229770487949e-01	6.158744288186637217e-01	3.333830594363437871e+00	2.469126964488577158e-02	8.142763376831276823e-01
9.998371100000002798e+01	6.609668000000000632e+01	7.046957736738870892e+01	5.784419100000000036e+00	-4.996837199999999979e-01	1.246487219344726801e+09	1.076774218686811890e+00	8.505675159429966214e-01	1.022485004795378849e+00	4.220029000000000451e+03	1.660803910000000201e+02	6.610744824224418226e-01	1.034399115758253690e-01	3.148180616878668014e-01	2.020280922551649372e+00	9.608456615923880451e-01	2.974045982461033688e+00	8.222603263988752520e-01	4.002021877282267326e+00	5.954344436789668293e+01	3.936265166715674724e+01	9.890609603505342307e+01	4.196684957617046052e+01	1.413085229770487949e-01	6.158744288186637217e-01	3.333830594363437871e+00	2.469126964488577158e-02	6.791724439425783633e-01
9.993988799999999628e+01	5.533695999999999771e+01	6.418464624320215250e+01	4.810691099999999665e+00	6.848385099999999559e-01	1.246487219344726801e+09	5.485511543482850527e+00	2.483244231234575938e+00	7.274721482872117395e-01	1.399729399999999941e+03	1.552768480000000011e+02	5.537024416117016790e-01	1.570747071648363469e-01	3.237003760003391850e-01	2.089197878248283846e+00	6.356555260921689099e-01	3.133238041032984977e+00	2.524872273915064191e+00	2.506148858368266286e+00	7.886656052943592954e+01	4.366860712666572653e+01	1.225351676561016632e+02	5.065067001075621533e+01	3.726638144683757647e-01	9.621699848921578813e-01	8.158745106227005550e-02	3.214825492095255033e+00	2.672023139984496809e-01
9.992887100000000089e+01	6.393071400000000182e+01	6.923822906630255147e+01	3.060976199999999814e+00	1.043299900000000058e+00	1.246487219344726801e+09	3.807101470690725242e-01	7.123751909867134247e-01	9.254435774424347727e-01	4.623001100000000406e+03	1.638595850000000098e+02	6.397621964527148153e-01	6.624142929362750350e-03	4.977587298559351114e-01	1.056144528950721195e+00	2.468890203098757397e+00	1.431051756452219825e+00	5.258068519276486441e-01	5.201920867538801119e+00	5.770121720833128620e+01	3.691505745919721448e+01	9.461627466752850069e+01	3.997973813268559695e+01	5.718313818151086192e-01	5.408077784217265593e-01	1.301207007559169959e+00	2.732258764011390895e+00	7.318329809093108151e-01
9.992825299999999800e+01	7.552835100000000068e+01	7.548228433685480354e+01	2.199212699999999909e+00	8.274326499999999640e-02	1.246487219344726801e+09	2.186872553501211236e+00	2.870923990845014373e+00	1.694145474020962716e+00	4.991291100000000370e+03	1.754566039999999987e+02	7.558257923312238225e-01	5.134518603656715863e-01	2.748243687149568015e-01	3.551269670391680733e-01	6.235266136759077815e-01	3.670857075769234257e+00	2.895361950172906429e+00	9.319233584980499696e-01	5.616792314272723274e+01	4.245316501295109646e+01	9.862108815567833631e+01	4.242727174736002382e+01	5.374793829385776656e-01	6.479653561161524689e-01	3.518664696475050313e+00	9.063364650646983378e-01	7.790982363024929747e-01
9.992825299999999800e+01	7.552835100000000068e+01	7.548228433685480354e+01	1.388640099999999933e+00	-1.046638399999999969e+00	1.246487219344726801e+09	1.133543199106685551e+00	6.108787796465611208e-01	6.390479731700622335e-01	3.131887000000000171e+03	1.754566039999999987e+02	7.558257923312238225e-01	5.134518603656715863e-01	2.748243687149568015e-01	3.551269670391680733e-01	6.235266136759077815e-01	3.670857075769234257e+00	6.098079791459524168e-01	6.268418482982429651e+00	6.527161161097690467e+01	4.933396756260253113e+01	1.146055791735794429e+02	4.930387752044971705e+01	5.374793829385776656e-01	6.479653561161524689e-01	3.518664696475050313e+00	9.063364650646983378e-01	5.309604058128509774e-01
9.989978000000000691e+01	5.906806199999999762e+01	6.641841334027019172e+01	2.585048099999999849e+00	4.929796900000000259e-01	1.246487219344726801e+09	1.796783353425583485e+00	2.353084398389405418e+00	1.921189551672900730e+00	4.695106200000000172e+03	1.589678420000000187e+02	5.912731939950217619e-01	7.408866903810366888e-02	5.075829148055669426e-01	1.265372572509723570e+00	1.629629602311224890e+00	4.815284746655969172e+00	2.555275060112577545e+00	8.919570240545126039e-01	5.737579087491000962e+01	3.392476712859846089e+01	9.130055800350848472e+01	3.814632018263378654e+01	4.990740228318830685e-01	9.254582586246050679e-01	2.966659458616774714e+00	1.498758898093155878e+00	7.411486356292723565e-01
9.989978000000000691e+01	5.906806199999999762e+01	6.641841334027019172e+01	2.491147400000000012e+00	5.417906500000000403e-01	1.246487219344726801e+09	1.870513797619441254e+00	2.425117690079669597e+00	1.562493754605316365e+00	4.096805100000000493e+03	1.589678420000000187e+02	5.912731939950217619e-01	7.408866903810366888e-02	5.075829148055669426e-01	1.265372572509723570e+00	1.629629602311224890e+00	4.815284746655969172e+00	2.636351962631068080e+00	9.574365062892056244e-01	6.007729441291437666e+01	3.552209375410315317e+01	9.559938816701753694e+01	3.994241601615190262e+01	4.990740228318830685e-01	9.254582586246050679e-01	2.966659458616774714e+00	1.498758898093155878e+00	6.628541777095289245e-01
9.988568100000000527e+01	8.769325999999998089e+01	8.144132939197780274e+01	2.713606600000000313e+00	6.717124199999999767e-01	1.246487219344726801e+09	6.125107334963505679e+00	1.908118601830242289e+00	2.950644627019493704e+00	4.390888799999999719e+03	1.875789409999999862e+02	8.779362479392815999e-01	3.227985672135922912e-01	5.964402483798387777e-01	7.839691154773762438e-01	1.456966203719769037e+00	2.634603795700125151e+00	2.044678300904533508e+00	1.771436698589448300e+00	5.870006160822302377e+01	5.153491184212798260e+01	1.102349734503510064e+02	4.786082454365687511e+01	8.447018699590557178e-01	8.070361522256315479e-02	5.004250785262366996e+00	1.355669273782906359e+00	7.016282140666011413e-01
9.984881600000002777e+01	7.603056300000000078e+01	7.571042616525600977e+01	2.475507900000000205e+00	4.585578599999999838e-01	1.246487219344726801e+09	2.394506447315696729e+00	2.536779248825156152e+00	2.079290088591622343e+00	4.627496000000000095e+03	1.758793790000000001e+02	7.614568308952206488e-01	2.716376218969059342e-01	2.297510918113412903e-01	8.861264770659309509e-01	6.633504890995761683e-01	3.725254923803675844e+00	2.501689668101279018e+00	4.859185013325595826e+00	5.763563484952924654e+01	4.388704785915666662e+01	1.015226827086858918e+02	4.370225558571409152e+01	2.733736695482980594e-01	5.093387023078715936e-01	3.616764861820440657e-01	4.086931409985719910e+00	7.324146122564235695e-01
