mass_1	mass_2	chirp_mass	ra	dec	geocent_time	phase	iota	psi	luminosity_distance	total_mass	mass_ratio	chi_eff	chi_p	tilt_1	tilt_2	phi_12	theta_jn	phi_jl	mass_1_source	mass_2_source	total_mass_source	chirp_mass_source	a_1	a_2	phi_1	phi_2	redshift
9.975790399999999636e+01	4.757960099999999670e+01	5.917771672245515191e+01	5.154905699999999591e+00	-1.120437999999999823e+00	1.261020955117284536e+09	4.320742129469257620e+00	2.567995155193262047e+00	2.004604796367465358e+00	3.475797499999999673e+03	1.473375049999999931e+02	4.769506885389251938e-01	2.841184682101203229e-01	6.815027625074325801e-01	1.193335625403922684e+00	6.025495701439573804e-01	4.696199555103261147e+00	2.651876004015290000e+00	3.190114384529693758e+00	6.318273784917852254e+01	3.013505032094010616e+01	9.331778817011863225e+01	3.748084123928497746e+01	7.331112125150878178e-01	3.802779190529029241e-01	1.510245313919125643e+00	6.206444869022386790e+00	5.788790957132766701e-01
9.953120400000000245e+01	3.501285599999999931e+01	5.006557073699659810e+01	3.619285899999999945e+00	-5.350716899999999887e-01	1.261020955117284536e+09	3.297264888432715590e+00	1.102081810208118906e+00	4.432531657360647137e-01	3.557960100000000239e+03	1.345440600000000018e+02	3.517776796912855386e-01	6.593712431646311933e-02	6.266751731104392986e-01	1.440129236463089102e+00	1.530510992844261953e+00	2.666346744882330366e+00	6.842905106783843117e-01	4.839995266174324406e+00	6.259160662675801490e+01	2.201833014731062832e+01	8.460993677406864322e+01	3.148444290008004387e+01	6.320633899981865644e-01	4.783623798993012488e-01	4.599900690457014107e+00	9.830621281597586858e-01	5.901685443787640928e-01
9.953120400000000245e+01	3.501285599999999931e+01	5.006557073699659810e+01	3.517838999999999938e+00	-5.384530800000000283e-01	1.261020955117284536e+09	1.763734076934042605e-01	2.283008899135594572e+00	7.478164220374570181e-01	4.277999600000000100e+03	1.345440600000000018e+02	3.517776796912855386e-01	6.593712431646311933e-02	6.266751731104392986e-01	1.440129236463089102e+00	1.530510992844261953e+00	2.666346744882330366e+00	2.698694734922668648e+00	1.767698242275586251e+00	5.900546791290299353e+01	2.075680659149961826e+01	7.976227450440261180e+01	2.968056558085068275e+01	6.320633899981865644e-01	4.783623798993012488e-01	4.599900690457014107e+00	9.830621281597586858e-01	6.868132313926632593e-01
9.953120400000000245e+01	3.501285599999999931e+01	5.006557073699659810e+01	5.945955099999999938e-01	4.735490800000000111e-01	1.261020955117284536e+09	5.904123552699668681e-02	2.084257186089102376e+00	2.800139922670843440e+00	3.154286200000000008e+03	1.345440600000000018e+02	3.517776796912855386e-01	6.593712431646311933e-02	6.266751731104392986e-01	1.440129236463089102e+00	1.530510992844261953e+00	2.666346744882330366e+00	2.504384885825522211e+00	1.561514922414754869e+00	6.487855113687062669e+01	2.282282618066076552e+01	8.770137731753139576e+01	3.263480758513528457e+01	6.320633899981865644e-01	4.783623798993012488e-01	4.599900690457014107e+00	9.830621281597586858e-01	5.341157016596228546e-01
9.940923300000000040e+01	3.164993700000000132e+01	4.733542285207492739e+01	2.734549900000000200e+00	8.731306899999999871e-01	1.261020955117284536e+09	4.073263267148616862e+00	4.341405950193443775e-01	9.729221250556115974e-01	1.672601599999999962e+03	1.310591699999999946e+02	3.183802554839146870e-01	8.686405308484262955e-02	4.374752684599848007e-01	1.156083844230834323e+00	2.839109787262664941e+00	4.548368349430923274e+00	1.102759374704728318e-01	5.178235575118224077e+00	7.576816403112817966e+01	2.412308742177774334e+01	9.989125145290590524e+01	3.607831963796387242e+01	4.779937432358791205e-01	2.568938061184413146e-01	3.916055192165241561e+00	2.181238234416579047e+00	3.120185010575056705e-01
9.937588499999999669e+01	4.185364200000000068e+01	5.513450220509040633e+01	3.664579499999999879e+00	-8.146004100000000525e-01	1.261020955117284536e+09	5.337962852663875601e+00	2.912684525541941127e+00	2.855936692698101798e+00	4.515958700000000135e+03	1.412295269999999903e+02	4.211649737760824741e-01	1.753593671289446210e-01	6.630699380095897988e-01	9.697524849121156310e-01	2.382120083787045761e+00	2.725282385909139293e+00	3.025162589632448107e+00	5.291822222785519614e+00	5.784577596776449582e+01	2.436261471852068539e+01	8.220839068628517055e+01	3.209327959846473277e+01	8.039688881226044748e-01	6.726050721107518227e-01	5.317048428382173064e+00	1.759145507111725237e+00	7.179454046113726839e-01
9.875555400000000361e+01	4.799789400000000228e+01	5.917694818402735280e+01	4.295706599999999931e+00	-1.211982499999999963e+00	1.261020955117284536e+09	3.713639184994466991e+00	5.281329793352814717e-01	1.020920470322637108e+00	3.535014000000000578e+03	1.467534479999999917e+02	4.860272871336431266e-01	-4.919168193026857150e-02	6.017115880364486413e-01	1.687752185892547718e+00	1.837177740014836802e+00	3.627522583861806371e+00	3.338638587580822770e-01	3.297325011303397613e+00	6.222697854848981791e+01	3.024400957044591465e+01	9.247098811893572190e+01	3.728805658072217000e+01	6.058504822361056030e-01	1.878844121227671998e-02	3.446032413761634938e+00	7.903696904438550774e-01	5.870215186978042787e-01
9.840794400000000053e+01	3.879247300000000109e+01	5.267390166729500578e+01	3.955050799999999978e+00	-9.309584600000000432e-01	1.261020955117284536e+09	5.660236244177078824e+00	2.253223635178335016e+00	5.052414716428477170e-01	4.413636899999999514e+03	1.372004169999999874e+02	3.942006246975345296e-01	1.975654853424549384e-01	7.680167972765722384e-01	1.262978226708854734e+00	1.347970844561400705e+00	4.941125701455774788e+00	2.493931110489147507e+00	2.813221490554585369e+00	5.773069588494206528e+01	2.275747638206755141e+01	8.048817226700961669e+01	3.090097074102016705e+01	8.058964192919070291e-01	3.590217321182814225e-01	6.230130713168162693e+00	4.888071107444352137e+00	7.046034608023459267e-01
9.704134399999999516e+01	5.004502899999999954e+01	6.001725952809406550e+01	1.512758199999999942e+00	9.231478500000002141e-01	1.261020955117284536e+09	3.230000373810411940e+00	2.873115255036724491e+00	1.644103006782544618e+00	4.156091199999999844e+03	1.470863729999999805e+02	5.157083253092620279e-01	2.248801008664480794e-01	9.415794215011955570e-01	1.337835193570271697e+00	5.690556781213288451e-01	4.958209743893674748e+00	2.963503862251285703e+00	4.891495905205377248e+00	5.808359899889411793e+01	2.995419556765441627e+01	8.803779456654852709e+01	3.592302303070300695e+01	9.677203989575821064e-01	2.703378573877430191e-01	1.402624857448643958e+00	7.764929416273247398e-02	6.707185104326542913e-01
9.673078900000000147e+01	4.759072100000000205e+01	5.834262910606964425e+01	3.694443500000000213e+00	-6.516072499999999712e-01	1.261020955117284536e+09	5.184370460321726881e+00	4.866359454720460276e-01	2.737718402504838444e+00	4.521395500000000538e+03	1.443215099999999893e+02	4.919914485552268069e-01	2.336219339411619023e-01	9.488438263759230162e-01	1.306449448623158371e+00	1.165029437033276327e+00	3.863463600733223036e+00	3.870303183572137429e-01	2.509526948271252889e-01	5.628292532639044055e+01	2.769071796025649590e+01	8.397364328664693289e+01	3.394672855735944950e+01	9.829895880210482995e-01	4.723338003475845981e-01	3.646792136615409241e+00	1.227070430169045601e+00	7.186524765556919769e-01
