#Frequency	Median Mag	Phase (Rad)	-1 Sigma Mag	-1 Sigma Phase	+1 Sigma Mag	+1 Sigma Phase
5.000000000000000000e+00	1.198505900000000013e+00	5.081497399999999887e-02	9.953186800000000112e-01	-2.370024400000000087e-01	1.415266600000000041e+00	3.332625599999999855e-01
5.279491000000000156e+00	1.191899000000000042e+00	3.172435700000000164e-02	1.003857800000000022e+00	-2.098404500000000117e-01	1.392694000000000099e+00	2.662541800000000070e-01
5.574605000000000032e+00	1.181431899999999979e+00	1.358705200000000050e-02	1.012215000000000087e+00	-1.820217699999999994e-01	1.358983100000000110e+00	2.065548000000000106e-01
5.886215299999999928e+00	1.168147700000000011e+00	-2.269081899999999923e-03	1.020447700000000069e+00	-1.545101200000000008e-01	1.321139199999999958e+00	1.497921700000000023e-01
6.215244099999999605e+00	1.151987600000000000e+00	-1.375859999999999930e-02	1.028921600000000103e+00	-1.299694499999999864e-01	1.279390800000000050e+00	1.007980099999999934e-01
6.562665100000000251e+00	1.135548800000000025e+00	-2.247186500000000059e-02	1.035507799999999978e+00	-1.082241599999999998e-01	1.238378900000000060e+00	6.079115599999999897e-02
6.929506199999999616e+00	1.117978399999999928e+00	-2.918330400000000019e-02	1.038577800000000106e+00	-9.220934199999999969e-02	1.200428599999999957e+00	3.147387100000000049e-02
7.316853100000000332e+00	1.100851900000000105e+00	-3.462314500000000100e-02	1.036056400000000099e+00	-8.087786499999999323e-02	1.168361900000000064e+00	1.111940099999999924e-02
7.725851999999999720e+00	1.085603199999999990e+00	-3.809388799999999936e-02	1.028071100000000015e+00	-7.535139700000000051e-02	1.144673700000000016e+00	-1.998438700000000189e-03
8.157713100000000495e+00	1.070951900000000068e+00	-4.034154300000000054e-02	1.016426899999999911e+00	-7.238066199999999839e-02	1.127002000000000059e+00	-8.578128799999999374e-03
8.613714599999999777e+00	1.058216599999999952e+00	-4.184356499999999923e-02	1.005524000000000084e+00	-7.324983599999999873e-02	1.114092400000000094e+00	-1.111557999999999991e-02
9.095205699999999283e+00	1.048034300000000085e+00	-4.255198799999999892e-02	9.957682599999999606e-01	-7.432397899999999835e-02	1.103353100000000087e+00	-1.025566500000000061e-02
9.603611199999999570e+00	1.038699500000000109e+00	-4.245542399999999855e-02	9.883977900000000538e-01	-7.536525400000000652e-02	1.093315899999999896e+00	-8.379502400000000614e-03
1.014043599999999934e+01	1.031558799999999998e+00	-4.158377500000000337e-02	9.834781000000000217e-01	-7.650784300000000593e-02	1.083921300000000087e+00	-5.455238500000000011e-03
1.070726799999999912e+01	1.025739500000000026e+00	-3.948780799999999924e-02	9.809044599999999781e-01	-7.633590099999999767e-02	1.073214399999999902e+00	-2.016263600000000114e-03
1.130578500000000020e+01	1.020227599999999901e+00	-3.684132600000000063e-02	9.796910699999999972e-01	-7.602531299999999714e-02	1.063074800000000097e+00	8.990715699999999840e-04
1.193775800000000054e+01	1.016473299999999913e+00	-3.456646499999999761e-02	9.801422100000000137e-01	-7.486496500000000553e-02	1.054102600000000001e+00	3.629407399999999995e-03
1.260505700000000040e+01	1.012923500000000088e+00	-3.231627499999999847e-02	9.798844399999999677e-01	-7.381940300000000565e-02	1.045913000000000093e+00	5.801772600000000384e-03
1.330965699999999963e+01	1.009438300000000011e+00	-2.991262500000000171e-02	9.791521100000000200e-01	-7.159243699999999488e-02	1.038986100000000024e+00	7.176003700000000048e-03
1.405364299999999922e+01	1.006417799999999918e+00	-2.810963500000000087e-02	9.775385199999999664e-01	-6.887937399999999322e-02	1.034019100000000080e+00	7.914892700000000433e-03
1.483921600000000041e+01	1.002795399999999892e+00	-2.662241900000000133e-02	9.748141999999999641e-01	-6.480782899999999735e-02	1.030663099999999943e+00	7.107575999999999998e-03
1.566870100000000043e+01	1.000054900000000080e+00	-2.519599599999999828e-02	9.717237899999999762e-01	-5.960401399999999683e-02	1.028131099999999964e+00	5.395164200000000104e-03
1.654455300000000051e+01	9.975464600000000237e-01	-2.341041400000000092e-02	9.684601000000000459e-01	-5.336890799999999963e-02	1.026144399999999957e+00	3.170678699999999930e-03
1.746936399999999878e+01	9.952470900000000009e-01	-2.143291799999999872e-02	9.654768000000000239e-01	-4.646460599999999858e-02	1.024729000000000001e+00	1.387923500000000062e-03
1.844586999999999932e+01	9.932347799999999838e-01	-1.917468400000000087e-02	9.630633600000000349e-01	-3.958658200000000210e-02	1.022475299999999976e+00	-1.861777300000000000e-04
1.947696099999999930e+01	9.914719100000000118e-01	-1.646654700000000152e-02	9.619226800000000299e-01	-3.312386900000000023e-02	1.020261099999999921e+00	-4.703382100000000235e-04
2.056568800000000152e+01	9.895579599999999587e-01	-1.349766999999999981e-02	9.615565799999999941e-01	-2.793361000000000108e-02	1.017674900000000049e+00	1.104089400000000075e-03
2.171527199999999880e+01	9.884024799999999722e-01	-1.018266200000000031e-02	9.619598900000000397e-01	-2.426649000000000167e-02	1.015527000000000069e+00	4.531264000000000125e-03
