luminosity_distance	iota	total_mass	phi_jl	phi_2	dec	tilt_1	chi_eff	chirp_mass	mass_1_source	a_2	psi	tilt_2	mass_2_source	mass_ratio	theta_jn	total_mass_source	mass_1	a_1	chirp_mass_source	phi_1	mass_2	geocent_time	chi_p	ra	phi_12	phase	redshift
1.085585299999999961e+03	6.910615746365201817e-01	7.604401100000001179e+01	5.242757323448225648e+00	3.864872469813061873e+00	1.610208300000000037e-01	4.669059112706330228e-01	1.847850224716714729e-01	3.302034181750630637e+01	3.331870807808057577e+01	6.637764293127075277e-01	5.578244223866251073e-01	1.557053849875726037e+00	2.934943687795241729e+01	8.808695946185429726e-01	6.113789665209653501e-01	6.266814495603300372e+01	4.043024100000000232e+01	3.802180832399071897e-01	2.721218331733242124e+01	8.799721699124836150e-01	3.561377000000000237e+01	1.264316116433213711e+09	5.741600712679757468e-01	5.528886400000000201e+00	2.984900299900577370e+00	4.539165066179268848e+00	2.134396359322796310e-01
8.624756300000000238e+02	1.011757761199619576e+00	7.160276000000000352e+01	4.520548240729335809e+00	3.725490677700527886e+00	5.302509799999999968e-02	1.436024614181686365e+00	4.266220943091196538e-02	3.115299436354630558e+01	3.133850429182567510e+01	7.229518777990318057e-02	9.338650418211440485e-01	1.712296504783239692e+00	2.967416996231143855e+01	9.468917114226044207e-01	8.321953712300570460e-01	6.101267425413711720e+01	3.677798800000000057e+01	6.900124928954279868e-01	2.654545016342973796e+01	2.588443852080413166e+00	3.482477199999999584e+01	1.264316116433213711e+09	6.837554807616276209e-01	5.566342500000000193e+00	1.137046825620114276e+00	5.016717388135988998e+00	1.735718992049392895e-01
9.372983500000000276e+02	7.975287943962362514e-01	7.274733399999998085e+01	5.655266589928285015e+00	1.671691062445654907e+00	2.203452499999999925e-02	2.012982998066053408e+00	7.859147153837021949e-02	3.162835766081746414e+01	3.198785800143236457e+01	4.783589782136908330e-01	2.124036664959170206e+00	5.473775275867389656e-01	2.929289052201047383e+01	9.157502987758288082e-01	7.009899694813529480e-01	6.128074852344281709e+01	3.797328600000000165e+01	5.222795064849270474e-01	2.664303041018742846e+01	4.173856426962991861e-01	3.477404800000000051e+01	1.264316116433213711e+09	4.720456771335932999e-01	5.568249999999999922e+00	1.254305419749355499e+00	1.616877484450473190e+00	1.871156236313047394e-01
9.908040700000000243e+02	6.289248347646253512e-01	7.773450400000000116e+01	5.549071829478049445e+00	4.735409423632869874e+00	1.066284499999999996e-01	1.208293619109206851e+00	1.438595596452791614e-01	3.248537143414080219e+01	4.079981450497172801e+01	1.225448470897599618e-01	2.575869948362631945e+00	2.474513799708309758e+00	2.415806924098929187e+01	5.921122322270723215e-01	4.004589524176649373e-01	6.495788374596101278e+01	4.882476400000000183e+01	8.066380648442867951e-01	2.714600174284615264e+01	6.069177881086085691e+00	2.890973999999999933e+01	1.264316116433213711e+09	7.542164752952269513e-01	5.583861699999999928e+00	4.949416849726369527e+00	2.333145788001373067e+00	1.966908328480360679e-01
7.202905500000000529e+02	1.057698301222261605e+00	7.222318599999999833e+01	4.394997186600316574e+00	5.051004986005106723e+00	3.756902300000000000e-02	1.115422663986873841e+00	5.690484543472347501e-02	3.140879267698989352e+01	3.269143443170879948e+01	3.904133128829621185e-02	1.015713648898081134e+00	1.970975529252065650e+00	3.025884720113792525e+01	9.255894618006912378e-01	9.868079519493180296e-01	6.295028163284671763e+01	3.750705300000000619e+01	2.811596943629920409e-01	2.737614406492961194e+01	5.013369259136515765e+00	3.471613299999999924e+01	1.264316116433213711e+09	2.525086090741396894e-01	5.554425199999999840e+00	3.763572686859028432e-02	2.533032732263876596e+00	1.473052085967918035e-01
1.259833699999999908e+03	5.709068843255710179e-01	7.566175499999999943e+01	5.221133896124786844e+00	4.436872485733052152e+00	-4.549457800000000218e-01	2.098350890621639486e+00	1.668292582237934363e-01	3.293357091393016134e+01	3.049633948519968740e+01	4.816665240033646267e-01	1.034158030348638846e+00	5.716234472115880871e-01	3.034590437495638682e+01	9.950671092733504031e-01	5.354793677115953221e-01	6.084224386015607422e+01	3.792441600000000079e+01	1.395631912071262359e-01	2.648302768989540468e+01	1.879805059602691841e+00	3.773733899999999863e+01	1.264316116433213711e+09	2.591121551912707877e-01	6.027887500000000287e+00	2.557067426130359866e+00	4.294860088753694072e+00	2.435727251267407467e-01
6.449676799999999730e+02	9.587163469519287551e-01	7.660144400000000076e+01	4.836101514885201347e+00	2.723321018610400657e+00	5.198704000000000658e-01	1.199000634337528348e+00	1.500713305438984568e-01	3.333580542063516816e+01	3.443030059097978324e+01	5.203066370558349085e-01	1.014991941095764405e+00	1.310023673901885122e+00	3.317394612529982112e+01	9.635102092019172115e-01	7.614102691203470386e-01	6.760424671627960436e+01	3.901250100000000032e+01	4.553192457396494364e-01	2.942035941440622082e+01	1.914082088971429840e+00	3.758894300000000044e+01	1.264316116433213711e+09	4.818065718835449762e-01	5.390037600000000317e+00	8.092389296389699282e-01	5.619070204372012434e+00	1.330862737289224274e-01
8.757277599999999893e+02	7.584498740848282239e-01	7.423708000000000595e+01	5.733106175424278916e+00	5.182708000915709157e+00	1.025533700000000048e-01	7.626128273383933065e-01	9.754648332234819308e-02	3.191489914806401273e+01	3.608060447132623949e+01	4.008450127210094749e-01	1.381032893381439974e+00	1.409742432636926335e+00	2.704701652242410503e+01	7.496275885266484584e-01	7.159102872297761211e-01	6.312762099375034808e+01	4.243021800000000354e+01	1.694039924041967349e-01	2.713888608593913787e+01	5.698229272042896199e-01	3.180686199999999886e+01	1.264316116433213711e+09	2.847122281170417213e-01	5.555841799999999608e+00	4.612885073711420425e+00	3.116464281245217016e+00	1.759841228192250695e-01
6.367034400000000005e+02	1.306730569390813557e+00	7.398266599999999471e+01	8.119510007155245068e-01	6.260110537515011231e+00	-4.693434899999999743e-01	1.480608691229752027e+00	1.279069823526942373e-01	3.219756124814640685e+01	3.323155054332457325e+01	4.431116259284649805e-01	1.981552174662269405e-01	9.451140342288866236e-01	3.215231551086889539e+01	9.675237834283821892e-01	1.365013699717561702e+00	6.538386605419346154e+01	3.760191700000000026e+01	6.432672438310535826e-03	2.845532806185295982e+01	2.892148427317080106e+00	3.638074900000000156e+01	1.264316116433213711e+09	3.458707246272780811e-01	6.074030500000000110e+00	3.367962110197931569e+00	3.958850655237305727e+00	1.315125651744026847e-01
6.588375599999999395e+02	1.137902132523299414e+00	7.146775099999997849e+01	5.235240162231235672e+00	4.191529196982836325e+00	5.079747300000000271e-02	1.808694465507238780e+00	5.851038700851637214e-02	3.109970095713607208e+01	3.213280690485186142e+01	2.722627659072857087e-01	1.470649918983273130e+00	1.039335442607073112e+00	3.079438606933609179e+01	9.583472169275796260e-01	1.077108750357364197e+00	6.292719297418793190e+01	3.649391200000000168e+01	7.489584794754761132e-02	2.738321629246790678e+01	3.494734259382120900e+00	3.497383899999999812e+01	1.264316116433213711e+09	2.235698706610967368e-01	5.575823799999999331e+00	6.967949376007158691e-01	4.338594368890836606e+00	1.357212617018415945e-01
6.938004499999999553e+02	1.051310354842226458e+00	7.380338299999998242e+01	5.699334047440287598e+00	5.652522526036641182e+00	6.031964199999999970e-02	1.938011259966690325e+00	1.054268525301880616e-01	3.212458550736952390e+01	3.240867517103807671e+01	3.545522206342273663e-01	1.100411623971225161e+00	6.759260707997345463e-01	3.219910082946827146e+01	9.935333875740439691e-01	1.003213660189988365e+00	6.460777600050631975e+01	3.702139300000000333e+01	1.800344169934834926e-01	2.812199035062176833e+01	4.777182634150258345e+00	3.678199000000000041e+01	1.264316116433213711e+09	2.201764287177158108e-01	5.583273300000000106e+00	8.753398918863829481e-01	3.522534749035497015e+00	1.423297251312533873e-01
7.820985299999999825e+02	9.000335614610435186e-01	7.386075199999997665e+01	4.776195713768940365e+00	4.802047736199938299e+00	1.072390200000000043e-01	7.093948365787966504e-01	1.274573734934443259e-01	3.212867492220377130e+01	3.292268433509419623e+01	3.037540173231389473e-01	9.914779824336139580e-01	6.756671700149807780e-01	3.081564569594983638e+01	9.360003996728072373e-01	8.526037244270564530e-01	6.373833003104401485e+01	3.815120699999999943e+01	3.283042130915321544e-02	2.772552445243925945e+01	4.588321233549849332e+00	3.570954499999999854e+01	1.264316116433213711e+09	1.761434551921682856e-01	5.547794200000000231e+00	2.137265026500887455e-01	3.137472971960613588e+00	1.588121615992418301e-01
9.614730299999999943e+02	8.615099691696206374e-01	7.443442199999998365e+01	4.845757145324453674e+00	1.450674330692098835e+00	5.073165600000000344e-03	3.166814497786544780e-01	1.418315967234335395e-01	3.238087117647897628e+01	3.220277651471003111e+01	3.387705442511369514e-01	1.277478867296289122e+00	6.159349141712464615e-01	3.027088145784736994e+01	9.400084320064704402e-01	8.172420709448499077e-01	6.247365797255739039e+01	3.836809199999999720e+01	1.602399632780136113e-02	2.717763390078840402e+01	1.807021929779853764e+00	3.606633000000000067e+01	1.264316116433213711e+09	1.823555924000584139e-01	5.563395500000000382e+00	5.926837708091829526e+00	2.384638298346639929e-01	1.914529165667962773e-01
1.187880400000000009e+03	3.909478752041288807e-01	7.609762899999998353e+01	5.013734634371095567e+00	2.789362621206350923e+00	7.661968299999999399e-02	3.056197222016186488e-01	1.756781395496487541e-01	3.288428729282802010e+01	3.428886182606621702e+01	4.908222107702560622e-01	7.219966016335517267e-01	2.827322790279058307e+00	2.751740114452089259e+01	8.025171930204546555e-01	3.448089824490592759e-01	6.180626297058709895e+01	4.221742199999999912e+01	7.248533761259778885e-01	2.670851818551225776e+01	5.002470129633618257e-01	3.388020699999999863e+01	1.264316116433213711e+09	2.180969554766190865e-01	5.571959900000000410e+00	2.289115608242988653e+00	8.907534471680773613e-01	2.312284442146904095e-01
6.428256900000000087e+02	9.892533423019668204e-01	7.454082499999999811e+01	5.874544860854184591e+00	3.654360424915628958e+00	2.267523700000000086e-01	1.608339654169093302e+00	1.151495992422921222e-01	3.244318680971336732e+01	3.328432731740061001e+01	4.155922934695668869e-01	1.666814942369098773e+00	9.216210055451113936e-01	3.252500427511547798e+01	9.771867691648326026e-01	9.513336456100367489e-01	6.580933159251608799e+01	3.770044699999999693e+01	4.751378892807863741e-01	2.864288715181742617e+01	1.395089722796205578e+00	3.684037800000000118e+01	1.264316116433213711e+09	4.748030748430721038e-01	5.529168699999999603e+00	2.259270702119423824e+00	5.543316418824619785e-01	1.326786520420588922e-01
9.879309299999999894e+02	9.082438613796770532e-01	7.659357800000000793e+01	4.336783141212639414e+00	5.130533388852310139e+00	5.137516900000001219e-02	8.495114700798050977e-01	1.563696174298865593e-01	3.332805475778192772e+01	3.277469472570909659e+01	3.278132779654532869e-01	2.072750017750373264e-01	1.750154396376077282e+00	3.125717927138465413e+01	9.536985632658212531e-01	7.844328530699401503e-01	6.403187399709375427e+01	3.920439900000000222e+01	5.470924640119518845e-01	2.786209834483164371e+01	3.702831626932758358e+00	3.738917899999999861e+01	1.264316116433213711e+09	4.108434045914945432e-01	5.547701100000000274e+00	1.427701761919551560e+00	3.245890586930759270e+00	1.961789218206606289e-01
8.278665899999999738e+02	8.041451474105641983e-01	7.251970299999997849e+01	2.870348632535829392e+00	2.613960589503051324e+00	-1.290683200000000003e-02	6.232960670373102197e-01	7.164012087143532825e-02	3.155944535711834220e+01	3.164388123329321445e+01	1.602761854205135839e-01	5.345895979932944186e-01	9.375095203614900452e-01	3.048511333895133646e+01	9.633809808032424149e-01	8.096646330527746960e-01	6.212899457224452959e+01	3.693613400000000269e+01	6.069170743781484439e-02	2.703757086947052102e+01	5.635607895134617351e+00	3.558356899999999712e+01	1.264316116433213711e+09	1.238039626305397489e-01	5.567721400000000820e+00	3.261538001548020205e+00	3.367760749516877539e+00	1.672441104076290708e-01
1.276590999999999894e+03	7.000637328807310933e-01	7.576588499999998305e+01	4.376302715504903240e+00	3.646642345681694763e+00	-4.441649899999999818e-01	2.786009766586392544e+00	1.843348672742703143e-01	3.297729112803580165e+01	3.067703361753342151e+01	8.739414883045035776e-01	5.585351706518665305e-01	4.991736080871225223e-01	3.010935324121621903e+01	9.814949390676176444e-01	5.990739614976857697e-01	6.078638685874962988e+01	3.823672899999999686e+01	4.137253418591348431e-01	2.645742706050878468e+01	2.235390354111448374e+00	3.752915600000000040e+01	1.264316116433213711e+09	4.095200487177959037e-01	6.034526500000000127e+00	1.411251991570246611e+00	4.236781286789499390e+00	2.464285001189241708e-01
4.323979100000000244e+02	1.215429314366251123e+00	7.199830199999999536e+01	4.523731749880865571e+00	5.992572300609933400e+00	1.183480400000000016e-01	5.408741801763585766e-01	5.974510800274260985e-02	3.133234123188548992e+01	3.360039634179779711e+01	1.080910408218362512e-01	1.004741464891749203e+00	1.946477634698080772e+00	3.235179661863462286e+01	9.628397322917896517e-01	1.177258441206668005e+00	6.595219296043241286e+01	3.668068300000000193e+01	1.813403348445618846e-01	2.870118540889234637e+01	4.789697887949490251e+00	3.531761900000000054e+01	1.264316116433213711e+09	9.629370523841215834e-02	5.571817700000000428e+00	1.202874412660442704e+00	2.277587942833220858e+00	9.167411678327226643e-02
8.884426099999999451e+02	6.753690725596785960e-01	7.416677099999998291e+01	6.192066657214782666e+00	1.163736709634789257e+00	1.114980799999999994e-01	1.769065617406897939e+00	1.644700717042570648e-01	3.217651203111796576e+01	3.380396020841373428e+01	4.540825227815049603e-01	3.639511255059053041e-01	3.957979930526305257e-01	2.914028927198516428e+01	8.620377344052193580e-01	6.662393467441563022e-01	6.294424948039888079e+01	3.983097100000000523e+01	2.788432224790768910e-01	2.730773327985043153e+01	5.461505478457720386e+00	3.433579999999999899e+01	1.264316116433213711e+09	2.733803906090261360e-01	5.554513899999999893e+00	1.985416538356655547e+00	3.292501169004764083e+00	1.782930388755503415e-01
8.516433099999999286e+02	2.610561299701079085e-01	7.539611299999999972e+01	8.907310365514271577e-01	5.678116474077465448e+00	3.439426500000000025e-02	1.519365836984895690e+00	9.326168410007613929e-02	3.127069740424716926e+01	4.112511593796833864e+01	6.165102901298425975e-01	1.226139868094369145e+00	1.241874809663253476e+00	2.322823553167376076e+01	5.648187245650664323e-01	4.129652683613591058e-01	6.435335146964209230e+01	4.818201100000000281e+01	6.507926239207758590e-01	2.669068869314712344e+01	3.956889283016149950e+00	2.721410200000000046e+01	1.264316116433213711e+09	6.499321093748667844e-01	5.557788700000000581e+00	1.721227191061316386e+00	5.391327279008329754e+00	1.715957487554816696e-01
8.012776599999998552e+02	9.606048262650137559e-01	7.405244499999999164e+01	4.933151407609425831e+00	2.556913033690939585e+00	6.668456400000000173e-02	1.118712491704791256e+00	1.126860053786422761e-01	3.219394496489785240e+01	3.328931624296325253e+01	6.065668269145689517e-02	9.756363828436291907e-01	1.269039979239654059e+00	3.041968155950272390e+01	9.137971275073240029e-01	8.608425059479976049e-01	6.370899780246597288e+01	3.869398900000000197e+01	4.559670997869607056e-01	2.769718095089754328e+01	4.560193764779609360e+00	3.535845599999999678e+01	1.264316116433213711e+09	4.101600756810048209e-01	5.556204700000000329e+00	4.279904576090915569e+00	3.609981821848662342e+00	1.623545739897614970e-01
5.992630599999999959e+02	4.518666491925060757e-01	7.103315400000001034e+01	1.779023481274967899e+00	2.387481218376658276e+00	4.476312299999999911e-01	2.026848422438703778e+00	5.361440149835663277e-02	3.072776917140918940e+01	3.479225071667197966e+01	5.349782596217395048e-01	1.037716330666833997e+00	9.808593925459340168e-01	2.838494290327261282e+01	8.158409507457052845e-01	5.127315181264131549e-01	6.317719361994459604e+01	3.911859900000000323e+01	3.302618223583992374e-01	2.732941046727395218e+01	6.243696610596042973e+00	3.191455500000000001e+01	1.264316116433213711e+09	3.523260380773848843e-01	5.432406499999999916e+00	2.426969914960201535e+00	3.775563993875613811e+00	1.243480428604435417e-01
1.163928599999999960e+03	2.605329602775280917e-01	7.514969599999999161e+01	1.597645967405036282e+00	4.167340111231204958e+00	5.180744900000001235e-02	2.366788719263288154e+00	2.061528717263748645e-01	3.266720539865018225e+01	3.206405599425851705e+01	5.953447574712685819e-01	3.285947335351824816e-01	3.508985175815096946e-01	2.917819690291898738e+01	9.099970667511220190e-01	3.315316913567656898e-01	6.124225289717750087e+01	3.934545099999999707e+01	1.609356936400885285e-01	2.662170788379738795e+01	4.409058226444053652e+00	3.580424500000000165e+01	1.264316116433213711e+09	1.837357121828540052e-01	5.556264399999999881e+00	6.041467191966737538e+00	4.826056961266489975e-01	2.270890185273286566e-01
9.082405099999999720e+02	5.451641907173833124e-01	7.413519699999999091e+01	5.917795851182614975e+00	2.290560931833613978e+00	1.064864900000000031e-01	1.791588416240468717e+00	1.431736768855315367e-01	3.222980019368405635e+01	3.277817686426315191e+01	6.821787114224547866e-01	1.470500761236264442e-01	8.582097210083378114e-01	2.994845313759619998e+01	9.136704967336943817e-01	5.280760965912095761e-01	6.272663000185934123e+01	3.873979200000000134e+01	6.096424687620196625e-01	2.726999905029017057e+01	5.348103100778684116e+00	3.539540499999999668e+01	1.264316116433213711e+09	5.948429624418608563e-01	5.534310900000000366e+00	3.225643138234516094e+00	3.858506882614245015e+00	1.818775693481776423e-01
4.840732300000000237e+02	1.131705756901328241e+00	7.365337300000000198e+01	6.186004429546340333e+00	3.164597750146017852e+00	7.606158699999999995e-02	2.232965649754884208e+00	1.036939688811323590e-01	3.199373481777952577e+01	3.537356625546026834e+01	4.566972751281435650e-01	1.286769034362983399e+00	2.206700779495954778e-01	3.146686180203921523e+01	8.895586488168122363e-01	1.126449162572344509e+00	6.684042805749948002e+01	3.897914099999999848e+01	3.260609849179332831e-01	2.903431089813780375e+01	6.215489244577621974e+00	3.467423200000000350e+01	1.264316116433213711e+09	2.571513624135802756e-01	5.522592799999999968e+00	3.232293812747982109e+00	3.129452015428324074e+00	1.019285055541487711e-01
1.149221800000000030e+03	2.959311099830210234e-01	7.578265400000000795e+01	5.940533516993109941e+00	5.480412066999424958e+00	7.005123099999999159e-02	1.830537365782677117e+00	1.591205067081559454e-01	3.291974857512037289e+01	3.273726950815828474e+01	6.796516504139643589e-01	2.461775611632754490e+00	9.917504159003898145e-01	2.914937756020403725e+01	8.904034453129902049e-01	2.124939565287884136e-01	6.188664706836232909e+01	4.008808499999999952e+01	1.182079797558458073e-01	2.688336649766446484e+01	5.107243694346177421e+00	3.569456900000000132e+01	1.264316116433213711e+09	4.981922666618430751e-01	5.551468200000000408e+00	3.731683726532469270e-01	3.197458438663003832e+00	2.245396638839977366e-01
8.823343700000000354e+02	7.463750199504264327e-01	7.537638100000000918e+01	4.667981141439542014e+00	3.307191992669735736e+00	1.122284100000000007e-01	1.710713762567507734e+00	1.438744212647347365e-01	3.271840950246019020e+01	3.419205316881493673e+01	5.050318695459757867e-01	1.104910331647966260e+00	6.658698202682497014e-01	2.983901504971014518e+01	8.726886011315926339e-01	6.619616933892449318e-01	6.403106821852509256e+01	4.025035499999999900e+01	5.532251497853283295e-01	2.779378212458446029e+01	1.461144095818394106e-01	3.512602600000000308e+01	1.264316116433213711e+09	5.478187648133951981e-01	5.549978499999999926e+00	3.161077583087896326e+00	1.399402441084899529e+00	1.771844996050301602e-01
1.009323800000000006e+03	8.383003358994380871e-01	7.586881299999997452e+01	5.396882387043263840e+00	3.319655209150124797e+00	-4.633641199999999905e-01	6.875082169100065199e-01	1.933802757381555548e-01	3.291489699260816337e+01	3.395495497317884315e+01	3.174060009937387239e-01	7.467236218272598203e-01	1.672124277806691151e+00	2.926987354763046767e+01	8.620206850738237891e-01	8.037182974959357074e-01	6.322482852080928950e+01	4.074541899999999828e+01	5.017341265927769411e-01	2.742943557239722807e+01	7.084412958994645848e-01	3.512339399999999756e+01	1.264316116433213711e+09	3.184072151801564110e-01	6.037239099999999858e+00	2.611213913250660212e+00	7.243306782530192223e-01	1.999844803854097242e-01
6.863795400000000200e+02	1.212687366100096975e+00	7.291207099999998320e+01	4.653215274888119701e+00	5.712732176374552218e+00	-4.640492800000000084e-01	7.511610201598043490e-01	1.025314993940587005e-01	3.173548912257619037e+01	3.222023408153118851e+01	2.545031751737229508e-01	1.151153733415239078e+00	1.022460464281828019e+00	3.168552955952377204e+01	9.834046977854231653e-01	1.147197328468200217e+00	6.390576364105494633e+01	3.676106599999999958e+01	9.973875492982965663e-02	2.781543082078446005e+01	6.278251509348796944e+00	3.615100499999999784e+01	1.264316116433213711e+09	2.130769253368086091e-01	6.033542200000000300e+00	5.717665974205341506e+00	1.948138597042813114e+00	1.409310654596280243e-01
6.381233300000000099e+02	1.141874424896666351e+00	6.948105300000000284e+01	4.315024368423400425e+00	5.179504510499985948e+00	7.005257299999999299e-02	1.013250444285663798e+00	-6.124613768886448539e-02	3.023307203512940688e+01	3.142711589891606394e+01	6.651428235362724095e-01	5.290323725714947134e-01	2.038598893550056967e+00	2.996366681806217258e+01	9.534335544642084104e-01	1.053707883189779038e+00	6.139078271697824363e+01	3.556868000000000052e+01	3.143481230612792943e-01	2.671277817530169685e+01	1.424200056179115492e+00	3.391237299999999522e+01	1.264316116433213711e+09	5.621930139447034458e-01	5.572866900000000179e+00	3.755304454320871343e+00	1.849961911806804693e+00	1.317831427613370410e-01
9.473621799999999666e+02	1.217906679314975094e+00	7.622042799999999829e+01	4.848542006970021134e+00	5.825572389027679598e+00	-4.754165899999999723e-01	1.802309086084234346e+00	1.603106286852009343e-01	3.303305737718606139e+01	3.477693833832827863e+01	8.849706468830116357e-01	2.614512543088379215e-01	1.129486893906789247e+00	2.933183762707250253e+01	8.434278297220132448e-01	1.034098146454123235e+00	6.410877596540078116e+01	4.134711800000000181e+01	1.014944825399688028e-01	2.778400660314123272e+01	5.710763212481727358e+00	3.487330999999999648e+01	1.264316116433213711e+09	6.587162224537234101e-01	6.061966899999999825e+00	1.148091765459519492e-01	2.169996489114857319e+00	1.889234641000760162e-01
7.056696200000000090e+02	1.324430604291209512e+00	7.617487700000000928e+01	5.520854559575217202e+00	5.209918619673141293e+00	-4.581711399999999768e-01	1.414201955770612695e+00	1.865241305799268667e-01	3.303684636745925474e+01	3.586184685359466329e+01	7.347722120646537070e-01	1.033082181120446030e-01	1.145713406971441195e+00	3.069186816418071828e+01	8.558362398199877985e-01	1.285553439063176873e+00	6.655371501777538867e+01	4.104612000000000194e+01	5.567305658695020920e-01	2.886417339703628571e+01	2.449789421981975579e+00	3.512875700000000023e+01	1.264316116433213711e+09	5.603050353454698262e-01	6.013945800000000119e+00	2.760129197691164826e+00	5.110223471597409528e+00	1.445623580840674216e-01
6.912335900000000493e+02	1.058785267243330663e+00	7.453034600000000864e+01	4.493062591069108436e+00	8.596181720422597650e-01	6.308439600000000091e-02	1.273669179506993432e+00	1.065776631080255221e-01	3.240614458115623364e+01	3.402098619433477467e+01	2.267389901892955251e-01	1.253875085191241689e+00	8.325089090544595116e-01	3.125080570448446693e+01	9.185743624824256326e-01	9.800048166003484384e-01	6.527179189881924515e+01	3.884673300000000040e+01	2.196310964363200890e-01	2.838048176167434633e+01	6.126258583223640919e+00	3.568361300000000114e+01	1.264316116433213711e+09	2.100071981899038764e-01	5.564389599999999270e+00	1.016544895998205300e+00	1.118808759643146855e+00	1.418461763012858479e-01
5.633263299999999845e+02	9.567742174344220363e-01	7.331497200000001158e+01	3.765253480772545736e+00	1.920735613369746630e+00	4.603380799999999828e-01	2.062875394952289998e+00	8.769855154926400886e-02	3.188604965943190450e+01	3.401766695713757116e+01	4.972776415212066259e-01	2.054990874836050696e-01	7.436558008752661708e-01	3.159350095115032886e+01	9.287380287119132438e-01	8.957913957115061221e-01	6.561116790828791068e+01	3.801188700000000154e+01	3.614417793094409914e-01	2.853552147761842050e+01	3.695496779454391145e+00	3.530308499999999583e+01	1.264316116433213711e+09	3.185576118464276130e-01	5.424252000000000073e+00	4.508424141094941717e+00	4.101807496704157785e+00	1.174160487812160730e-01
5.016805699999999888e+02	1.049195594565942802e+00	7.340044399999999314e+01	4.134296497480416943e-01	4.632021457559112321e-01	9.380266600000000676e-02	2.397208131337296155e+00	8.203559192710682679e-02	3.179864652273275993e+01	3.614298513207105401e+01	5.069927193648533503e-01	1.084586916894338726e+00	6.049636235574854665e-02	3.025909113188871302e+01	8.372050903188587023e-01	1.079723194388285901e+00	6.640207626395975637e+01	3.995223200000000219e+01	3.711248526010857418e-01	2.876680352905221838e+01	1.067282814853971473e-01	3.344821199999999806e+01	1.264316116433213711e+09	2.514442324682070740e-01	5.572695200000000071e+00	3.564738642705141958e-01	3.379861366701037984e+00	1.053938088956814373e-01
9.402829400000000533e+02	6.360469278498240842e-01	7.212574800000000153e+01	5.655660195100171705e+00	3.379682051894327355e+00	8.405979599999999219e-02	7.320503816836940736e-01	5.697303366636839034e-02	3.138661289673768806e+01	3.098833063881056660e+01	2.492870681383433928e-01	1.151710894385670869e+00	1.551449083897737946e+00	2.974136277815743767e+01	9.597600827489753961e-01	5.860503430166114081e-01	6.072969341696800427e+01	3.680335600000000085e+01	1.438881890025164312e-01	2.642744694468796141e+01	2.848529263232821407e+00	3.532239200000000068e+01	1.264316116433213711e+09	2.378117502289371910e-01	5.573644800000000288e+00	5.311527886615055039e-01	5.482591155472664290e+00	1.876521013334791210e-01
1.044952999999999975e+03	7.248101200796427390e-01	7.519627399999997408e+01	4.561976675735479603e+00	2.914164334378924082e+00	4.839009300000000208e-02	1.291934849511501060e+00	1.373072844395630820e-01	3.269228933038342433e+01	3.255329970057850630e+01	1.825330111340494887e-01	6.709216393199257666e-02	6.882109221938205179e-01	2.978341141043576457e+01	9.149122111853528194e-01	5.857762070911689545e-01	6.233671111101425311e+01	3.926878399999999658e+01	4.865996193541485271e-01	2.710147308024604840e+01	2.206802611516099688e+00	3.592748999999999882e+01	1.264316116433213711e+09	4.678020096696628993e-01	5.556010700000000746e+00	7.073617228628230613e-01	5.405975078585424143e+00	2.062919692071076561e-01
5.675325400000000400e+02	7.485663401034602371e-01	7.414160499999999843e+01	3.529844829568669518e+00	1.178424888930367231e+00	4.518266899999999753e-01	1.410371725280022748e+00	1.473987596308934667e-01	3.215549481702480250e+01	3.572134348371090340e+01	6.419621827382199220e-01	1.421237064125642657e+00	1.168057792018119212e+00	3.058128491436911034e+01	8.561067958800125943e-01	7.406609578773302172e-01	6.630262839808001729e+01	3.994468700000000183e+01	3.642395312233875360e-01	2.875570098340308789e+01	4.294731107480783905e+00	3.419691799999999660e+01	1.264316116433213711e+09	4.945396314877754107e-01	5.427876599999999385e+00	3.166879088629168670e+00	5.390183411255981660e+00	1.182302540836674687e-01
7.422885999999997466e+02	8.417594492903426318e-01	7.301496900000000778e+01	2.295549269189635089e-01	2.736954869399497170e-01	1.187030899999999972e-01	2.163901807292300639e+00	8.509535911836560440e-02	3.170208565936930611e+01	3.375329312399249204e+01	4.998259935573584611e-01	6.284758841139610475e-01	9.604832018391563642e-01	2.965985886918004510e+01	8.787248924193785671e-01	8.550471107482759958e-01	6.341315199317254780e+01	3.886410899999999913e+01	1.643306859265836473e-01	2.753311004512186244e+01	4.210723419398467726e+00	3.415085999999999444e+01	1.264316116433213711e+09	3.533409723300330318e-01	5.530754499999999574e+00	2.346157374721067779e+00	3.454913617877975351e+00	1.514168071610957622e-01
4.236505000000000223e+02	1.387281861767837521e+00	7.562983700000000908e+01	5.074766218788971273e+00	6.175359646134188196e+00	1.815441600000000100e-01	1.371670699626801104e+00	1.465998061830630361e-01	3.291789670449514915e+01	3.503540382683583942e+01	3.020342226046509038e-01	1.339734233440672329e+00	9.243306045103424351e-01	3.435450686480934479e+01	9.805654598590656246e-01	1.306390157523211526e+00	6.938991069164519843e+01	3.818598200000000276e+01	5.659419661807854052e-01	3.020196794132611728e+01	3.475712709035357229e+00	3.744385499999999922e+01	1.264316116433213711e+09	5.547589043941045794e-01	5.518242200000000430e+00	2.699646937098830968e+00	4.454065209114408397e+00	8.992555612420080613e-02
