luminosity_distance	iota	total_mass	phi_jl	phi_2	dec	tilt_1	chi_eff	chirp_mass	mass_1_source	a_2	psi	tilt_2	mass_2_source	mass_ratio	theta_jn	total_mass_source	mass_1	a_1	chirp_mass_source	phi_1	mass_2	geocent_time	chi_p	ra	phi_12	phase	redshift
1.053095911087221339e+03	3.685074684601608030e-01	7.424988666378206403e+01	9.443151360862362953e-01	4.589978240727843328e+00	4.252522979108075418e-02	1.571134720417151076e+00	1.141436699278939038e-01	3.227251806288219882e+01	3.224638014841102063e+01	8.654019209226885279e-01	1.339528022059154333e+00	1.289503894643203807e+00	2.923258811042595440e+01	9.065385936618509666e-01	5.073683995147332260e-01	6.147896825883697147e+01	3.894486422179987528e+01	4.774271861971863262e-01	2.672167194820085001e+01	1.243386736868554721e-01	3.530502244198219586e+01	1.264316116410259008e+09	7.432037729885880850e-01	5.561985447197379528e+00	4.465639567040987856e+00	4.808408311796919854e+00	2.077282486455749311e-01
8.724926104045022157e+02	5.771759554117450453e-01	7.383125033265400816e+01	1.212194089999246494e+00	6.070107751285388709e+00	7.036867158848170156e-02	9.429174275757664647e-01	2.501012966801706427e-02	3.110379340186815966e+01	3.863761528871497575e+01	8.772879069966416088e-01	1.108764178795433653e+00	1.922181483547239500e+00	2.417633331614955239e+01	6.257201210658261958e-01	7.636259529540041502e-01	6.281394860486452814e+01	4.541449009331942221e+01	3.908600672716660562e-01	2.646240001839935729e+01	4.901364733343374525e+00	2.841676023933459305e+01	1.264316116409967422e+09	4.825726257625388982e-01	5.574951912445989421e+00	1.168743017942013296e+00	5.042490211044744264e+00	1.753957834603676602e-01
9.055382286078061043e+02	4.632430144727672783e-01	7.311131216460859150e+01	3.036205303829764723e+00	3.042324825381042430e+00	8.986265369333379383e-02	1.627401393660808493e+00	-7.771212698573395916e-02	2.917961550630921153e+01	4.229513399155067788e+01	2.270418325465807519e-01	1.710825077418401285e+00	2.256449020938883887e+00	1.959075502905649913e+01	4.631917003258614884e-01	1.579312735359899023e-01	6.188588902060717345e+01	4.996700852549004424e+01	8.328832755511053065e-01	2.469941235388724365e+01	3.765368067295666865e+00	2.314430363911855082e+01	1.264316116410496712e+09	8.315492971533499089e-01	5.545767828344118300e+00	5.560142065264961353e+00	3.760036528168584802e+00	1.813890585019066193e-01
9.932939265443995964e+02	8.687897671208816286e-02	7.754245912855941469e+01	1.646116029622253008e+00	2.079863001272185485e+00	8.913011028547890291e-02	1.381962177808215841e+00	4.296262555814540918e-02	3.073625296368796000e+01	4.469576331257249535e+01	8.237968392914911675e-01	2.949035606234076567e+00	1.833481747309256171e+00	2.007763973619073283e+01	4.492067759483387435e-01	5.638773181183269756e-01	6.477340304876322818e+01	5.350682898775215790e+01	8.436014361976517106e-01	2.567485895856047762e+01	2.229656694500341985e+00	2.403563014080726035e+01	1.264316116411586285e+09	8.286053653468353764e-01	5.557202675185557439e+00	6.133391613951430621e+00	2.988933484662660511e+00	1.971342476816184963e-01
1.242337318733269512e+03	2.168591933431933405e-01	7.875357855604408996e+01	1.543062166300630311e+00	2.725929520928609406e+00	3.402222659358056234e-02	1.094565411206386729e+00	1.653633871823266266e-01	3.349782809576485931e+01	3.790463120114510076e+01	4.790778340510318256e-01	8.157062729004533885e-01	1.972451249059799627e+00	2.557645321281222195e+01	6.747580019203446300e-01	5.215083567120640806e-01	6.348108441395731916e+01	4.702385566496298708e+01	8.797805736294371792e-01	2.700167398130608021e+01	1.881058967194197962e+00	3.172972289108110289e+01	1.264316116410644054e+09	7.818866000686066631e-01	5.592070846085711366e+00	8.448705537344122218e-01	2.604459201480981534e+00	2.405833845322412901e-01
9.887164123162248188e+02	6.219526661896379593e-01	7.823471594046850441e+01	2.737553308459089507e+00	3.651424805052485567e-01	7.543223405773735735e-02	1.609917177727417714e+00	2.435961640221663560e-01	3.321764553371914985e+01	3.928494356789254738e+01	7.992003132682314881e-01	3.064563528120718416e+00	6.370115477950378802e-01	2.611126155582815045e+01	6.646633336943061909e-01	6.835027566798509424e-01	6.539620512372069072e+01	4.699732033314268875e+01	5.500541943116753485e-01	2.776654756058839979e+01	6.051600921321562687e+00	3.123739560732581921e+01	1.264316116410901546e+09	5.496333352513179671e-01	5.552161207723123937e+00	5.967268663632723236e-01	6.271010939635854875e+00	1.963188963711135493e-01
1.050279489149307210e+03	1.524391189891146081e-01	7.627061139659826949e+01	1.687466628546500091e+00	9.531805973049278791e-01	1.544785337719591922e-01	1.550728455577455867e+00	1.429389506318254066e-01	3.243388538364303031e+01	3.775505278794695840e+01	3.567591207116013186e-01	9.526847630875813211e-01	4.145827530275868478e-01	2.542305296058282238e+01	6.733682271184364687e-01	1.828512234108802259e-01	6.317810574852978789e+01	4.557909619685879221e+01	9.623228651168919123e-01	2.686633033460756792e+01	2.413457608702724855e+00	3.069151519973947373e+01	1.264316116412614822e+09	9.621290985498370807e-01	5.542153273274756486e+00	4.822908295781790144e+00	5.367390040385078720e+00	2.072316903609153771e-01
8.629906377467146967e+02	4.067583329885586796e-01	8.082064129946503783e+01	1.742223834556744233e+00	4.220286405939902785e+00	7.185951099967224920e-02	1.316362354510077326e+00	2.968569403024551995e-02	3.094731992848846858e+01	4.953110675855526779e+01	5.191242791842440862e-01	2.585810031285392441e+00	2.933439520554449675e+00	1.933061212189845790e+01	3.902721620198719710e-01	9.085742689986484044e-02	6.886171888045372214e+01	5.813296382346021574e+01	9.515292879553974847e-01	2.636808630511500695e+01	1.154898419415981259e+00	2.268767747600482210e+01	1.264316116410727739e+09	9.208956765661484578e-01	5.560950996159967019e+00	3.065387986523921970e+00	3.753908455407778955e-01	1.736657552764898360e-01
7.519063623792508224e+02	8.078634922942812269e-01	7.518094180580692409e+01	2.268907792093580955e+00	1.035909694768246680e-01	5.079483894873448868e-02	1.691228214069879998e+00	1.241943528425234616e-01	3.247338177834540573e+01	3.627735949593785136e+01	4.871705996860804522e-01	1.065503006088942106e+00	6.759088788092941780e-01	2.891546860293821197e+01	7.970665176492796045e-01	9.884493754266611143e-01	6.519282809887606334e+01	4.183536951328333231e+01	6.637875552059652184e-01	2.815915237578639108e+01	4.665759241165163829e-01	3.334557229252358468e+01	1.264316116410085678e+09	6.589796364570577047e-01	5.551234861459683145e+00	5.920200352539894517e+00	5.164559419972833076e+00	1.532087807539530555e-01
9.802289078954374872e+02	6.045925923658297396e-01	7.493172334290598258e+01	1.092967440449063909e+00	3.704375033513025439e+00	6.248526708014434661e-02	1.367464670549386696e+00	1.010225448240234386e-01	3.260636325492873056e+01	3.205046319604561234e+01	6.343501540195266297e-02	6.311457112800233915e-01	1.367754497679785297e+00	3.066412103665343025e+01	9.567450195364656240e-01	8.018891297173479371e-01	6.271458423269904614e+01	3.829406621444044845e+01	9.183075043912241053e-01	2.729010389251653734e+01	4.688952284510441437e+00	3.663765712846553413e+01	1.264316116410323620e+09	8.993896735558107869e-01	5.575213874765189814e+00	5.298608056182170678e+00	5.737028604696948086e+00	1.948053911172545616e-01
9.280455854115145939e+02	6.031105467264210596e-01	7.718171204037579969e+01	3.225895351447164661e+00	3.936508664806932067e+00	1.492402095043905419e-01	1.526011886283420438e+00	3.234176788492239274e-02	2.986510192043077794e+01	4.629274606751685184e+01	8.805502853075801439e-02	1.145816101739668857e+00	1.246820429731555269e+00	1.881474109796221583e+01	4.064295747442022710e-01	3.900978748690675513e-01	6.510748716547907122e+01	5.487776524780019827e+01	7.615385941747192522e-01	2.519303716614866318e+01	2.677351021923140451e+00	2.230394679257559787e+01	1.264316116411176205e+09	7.607750333466747339e-01	5.548926105237491413e+00	1.259157642883791395e+00	4.427877249006119342e+00	1.854506355652849048e-01
6.134413600230689099e+02	8.368890211167410165e-01	7.585099559590751994e+01	3.391579873247591692e+00	2.578855254836451394e+00	4.074269292537473497e-01	3.468597689131661665e-01	1.449435694331565327e-01	3.269966503871147978e+01	3.789554775363104966e+01	1.697849880845254955e-01	1.540065852339436603e+00	1.221688129646817167e+00	2.940384939643345419e+01	7.759183107101561561e-01	8.292601657710991780e-01	6.729939715006450740e+01	4.271085845473159281e+01	2.257923015252695509e-01	2.901303703168608905e+01	6.088423822826278808e-01	3.314013714117592713e+01	1.264316116415036440e+09	1.194087181862491659e-01	5.437075780794124569e+00	1.970012872553823735e+00	4.798359828288718099e+00	1.270679799222364514e-01
9.558530789934656013e+02	5.015454632076480346e-01	7.674466001671250126e+01	1.994681068709414973e+00	5.069717498789281684e+00	8.131237811868530230e-02	1.974907173779083314e+00	2.127974875083014916e-01	3.297659226043588632e+01	3.693630496924171780e+01	9.605673140865451654e-01	3.116165813978247545e+00	9.942359708698902954e-03	2.753083038447165620e+01	7.453596240175524024e-01	7.247335407236562554e-01	6.446713535371337400e+01	4.397068601831063717e+01	8.762038446150198778e-01	2.770103400412202532e+01	5.220804021295734287e+00	3.277397399840186409e+01	1.264316116411308050e+09	8.056277074669105920e-01	5.551799198323728035e+00	6.132098784673131853e+00	9.559462949497925244e-02	1.904462575486832732e-01
7.725275631950942170e+02	8.224422371382213992e-01	7.427498720091600148e+01	1.780455404792692820e+00	3.739403665920181918e+00	1.756446888381990590e-01	9.825058520545296714e-01	1.320315910307250651e-01	3.228933470018773022e+01	3.356747544754281165e+01	5.078344840174343622e-01	8.191120811338803431e-01	1.540404075968140107e+00	3.062652123088265554e+01	9.123867917545332995e-01	9.246097372032069384e-01	6.419399667842547785e+01	3.883889363865134214e+01	4.296244253478473940e-01	2.790685697306800250e+01	1.679669822620724062e+00	3.543609356226465223e+01	1.264316116411801577e+09	4.571047721420506971e-01	5.545313248071046530e+00	2.059733843299458300e+00	2.093419479378889392e+00	1.570394592034893289e-01
8.338939509171533473e+02	2.263876791390937449e-01	7.239257081404875294e+01	2.054197190905412640e+00	2.892090581502863245e+00	8.665330779938651418e-02	1.832923694188775654e+00	-4.723771517310357271e-02	2.881426268777972410e+01	4.251086908399767594e+01	8.838664959677254851e-01	1.849223592018915951e+00	1.227388472553089471e+00	1.945055328502156655e+01	4.575430637889104091e-01	4.698319359118351968e-01	6.196142236901923894e+01	4.966753477997618660e+01	7.911449008833096874e-01	2.466237461348610438e+01	3.369484354829501260e+00	2.272503603407256989e+01	1.264316116411265850e+09	7.641200927928687436e-01	5.551507010366925954e+00	5.805791533852946884e+00	3.356041750906157084e+00	1.683490798985450010e-01
6.481038680525751943e+02	9.169156999078792447e-01	7.335302197779755318e+01	1.640103731765335526e+00	5.489886935067446849e+00	8.739611617529008392e-02	2.502117791498823074e+00	1.054724625672936733e-01	3.191629126487404378e+01	3.317686523015130717e+01	9.302427702470322801e-01	1.122868587579832766e+00	6.218720030789016695e-01	3.152644033999288098e+01	9.502537422173776838e-01	1.027533616385688298e+00	6.470330557014418105e+01	3.761204011043068363e+01	6.390512227434699266e-01	2.815275350212468553e+01	1.318791702679213529e+00	3.574098186736686955e+01	1.264316116410149813e+09	5.112222611338766987e-01	5.562554879276298436e+00	4.171095232388234209e+00	4.740228539500021654e+00	1.336827590404373323e-01
9.140387591524651043e+02	1.034483566749261479e-01	6.891525532086428996e+01	1.922106430785773812e+00	2.931854929530201659e+00	1.475257146653317086e-01	1.891556889252576923e+00	-6.332205207447486051e-02	2.954124075866493015e+01	3.375327237264509961e+01	3.339575699193831348e-01	2.024499043342454119e+00	8.103649495209571674e-01	2.450507707778221089e+01	7.260059649102951207e-01	2.936684313741086960e-01	5.825834945042731050e+01	3.992758815549399998e+01	8.766659132305208990e-01	2.497304724918377872e+01	5.927207759278771526e+00	2.898766716537029353e+01	1.264316116411649704e+09	8.319523538574010724e-01	5.534158716125979538e+00	3.287832477431015921e+00	1.156076209417569306e-01	1.829249536069513793e-01
8.207281656823670346e+02	1.768767095279354939e-01	7.907283215873761151e+01	9.258393240923779022e-01	5.124918216129423776e+00	4.762063724824607824e-01	1.124817270835641869e+00	1.896899326126967045e-01	3.379855128335167080e+01	3.976701839212940115e+01	1.563024564684520612e-01	1.086748735841092328e+00	2.309032324832577920e+00	2.805229564034381795e+01	7.054161155289395690e-01	1.555347964103377945e-01	6.781931403247321555e+01	4.636571182758699194e+01	9.220129609785759905e-01	2.898839589717399789e+01	5.933323919312821104e+00	3.270712033115062667e+01	1.264316116417917728e+09	8.318297581012752406e-01	5.409162191312510970e+00	5.474779603996188904e+00	2.526078172156914992e+00	1.659338241150005999e-01
9.918626286700952051e+02	4.245210064511509840e-01	7.378083230346331334e+01	1.399080895494034360e+00	5.896243039472493841e+00	7.459708389849217802e-02	1.425351785952143846e+00	9.822537253996006801e-02	3.206592664298884898e+01	3.237678855634811015e+01	4.991534223253746294e-01	7.942739959290762153e-01	1.313878406741996185e+00	2.926754594618740057e+01	9.039669235647189716e-01	6.346469213007968069e-01	6.164433450253550717e+01	3.875111032145795065e+01	4.992878972171937435e-01	2.679127689945269708e+01	5.095956829470259741e+00	3.502972198200536980e+01	1.264316116410748482e+09	4.940162035591227352e-01	5.568674107717392019e+00	8.002862100022343217e-01	5.298296962833813240e+00	1.968793709733149266e-01
1.214458723690273700e+03	2.766754440382723224e-01	7.691069086043430048e+01	2.299044663504924646e+00	3.847681925946142556e-01	6.482450959493846199e-03	1.482831762037787104e+00	1.916173096295375744e-01	3.230915723375497350e+01	3.857800087793601307e+01	3.729228195593973227e-01	2.875024385439862940e+00	9.390671742472479766e-02	2.365734999827276397e+01	6.132342127609612392e-01	4.226303518937335468e-01	6.223535087620876993e+01	4.767484488740534943e+01	9.270471152898905887e-01	2.614424229534199640e+01	3.463949901857916736e+00	2.923584597302895816e+01	1.264316116410704136e+09	9.234627912055650700e-01	5.580688062635466906e+00	3.204003597916283752e+00	2.855529498042074454e+00	2.358039245800347683e-01
8.558808539109212461e+02	4.576254443639037328e-01	7.557336271870769906e+01	2.522292447321089703e+00	1.238233992851002441e+00	1.157592607363953086e-01	1.618203280872263283e+00	-6.950456138220039402e-03	2.945572618609251236e+01	4.544648089484465459e+01	8.219872353229391582e-01	1.017844192396663017e+00	1.483737444671382466e+00	1.901559933075096609e+01	4.184174210264992033e-01	5.277985381851183488e-01	6.446208022559561357e+01	5.328005818203767063e+01	8.390800034331030721e-01	2.512495562197661769e+01	2.433755078261601312e+00	2.229330453667002843e+01	1.264316116411433220e+09	8.381372977126924084e-01	5.536109492847039348e+00	5.087664221768990025e+00	4.379308783219475032e+00	1.723692821303054734e-01
1.082107921267586789e+03	2.925751595454428311e-01	7.178292209867382212e+01	1.618383731089101163e+00	5.693850059330340052e+00	1.447677621364218403e-02	1.498858319362518898e+00	7.594045970033611037e-02	3.115835719960467998e+01	3.160788772222333876e+01	7.170500632945109309e-01	1.611473062483995022e+00	1.443006838462015828e+00	2.757842400263406191e+01	8.725171465109899938e-01	4.741891775208604831e-01	5.918631172485739711e+01	3.833498787043151168e+01	8.690972628113310394e-01	2.569062651859261237e+01	1.678433786416225537e+00	3.344793422824231754e+01	1.264316116410046339e+09	8.668494098730946673e-01	5.573957776754845383e+00	4.015416272914114515e+00	3.783745618229180430e+00	2.128297913270043307e-01
6.366136207439093369e+02	8.620970915884549335e-01	7.491986020701358484e+01	2.219704693825580666e+00	1.661615804074881630e+00	1.105208030370492533e-01	1.752296494643427183e+00	1.727255934138718085e-01	3.250249215321546359e+01	3.556791957150279870e+01	5.472243051954267523e-01	7.131094323252094025e-01	2.637390103000415986e-01	3.064521497347489642e+01	8.615970611344949681e-01	1.013184058096553208e+00	6.621313454497770579e+01	4.024493902099087705e+01	7.403567725572838265e-01	2.872525229013268344e+01	1.161253986301513663e-02	3.467492118602270068e+01	1.264316116411510468e+09	7.281956806566588503e-01	5.551699735110027234e+00	1.650003264211866050e+00	5.296670523556311849e+00	1.314954460602001385e-01
8.491983636137139229e+02	2.341439314418896078e-01	7.423050685236162849e+01	2.059709474787790207e+00	2.805744635910986773e+00	8.035859832680203318e-02	1.591732864283506466e+00	-3.111568129284718320e-02	2.913917497783274868e+01	4.429562573355343602e+01	6.503523198508380787e-01	1.437458591402410280e+00	1.668778715614983144e+00	1.908699790210389224e+01	4.309002883696866903e-01	4.155763039339293030e-01	6.338262363565733182e+01	5.187678516504951176e+01	8.172464581182723453e-01	2.488083995367165357e+01	3.101938892519958912e+00	2.235372168731212028e+01	1.264316116411255121e+09	8.170673493259649200e-01	5.550575559015136662e+00	5.986991050570615869e+00	3.833022660679174187e+00	1.711491666716297433e-01
8.131913173203632823e+02	3.600880071999304488e-01	7.844773759131487623e+01	2.610338518787288287e+00	5.522259769297799714e+00	4.479765969893161337e-01	1.362078692589921536e+00	8.185679049649523253e-02	3.234412382394744867e+01	4.358248291083472736e+01	1.472146088274155218e-01	6.618010025853779954e-01	2.828084371939859842e+00	2.378073892979410786e+01	5.456490163363811874e-01	3.339188033945781897e-01	6.736322184062883878e+01	5.075391422126212859e+01	9.793850763282734295e-01	2.777396079596514156e+01	1.071090261264318499e+00	2.769382337005274763e+01	1.264316116417067528e+09	9.581299054331310350e-01	5.443014680781210757e+00	4.451169508033481215e+00	5.866004120283060175e+00	1.645484798353369083e-01
8.655074753347059868e+02	5.860103548439516974e-01	7.657080219420123512e+01	1.507173533757066641e+00	1.400857745199833637e+00	1.215929293012432133e-01	1.401914936583610105e+00	9.954491955862604380e-02	3.279280776910464823e+01	3.793449626213511294e+01	4.081462025877757166e-02	1.145964094567390179e-01	8.412811624867994054e-01	2.728074757918979287e+01	7.191540752426039962e-01	8.696147661030727560e-01	6.521524384132489160e+01	4.453981367748885845e+01	9.017724934069915044e-01	2.792958795808215200e+01	4.425702707763362831e+00	3.203098851671238378e+01	1.264316116411110640e+09	8.889433362001032402e-01	5.536515953377978860e+00	3.258340344616057038e+00	2.008300544434263868e-01	1.741242949348703606e-01
6.873162817696985485e+02	3.565130444861540626e-01	7.524252267178542297e+01	1.151157635762878773e+00	4.147517474329184495e+00	5.014381302891945946e-01	1.794931390160832363e+00	1.431777556493146197e-01	3.270143275969385144e+01	3.462798439198181200e+01	8.177051891056417166e-01	6.858368376429883062e-01	9.787842144719879345e-01	3.131015669289668324e+01	9.041865197371009577e-01	5.776869937271095212e-01	6.593814108487849523e+01	3.951426075748802447e+01	6.296507681742842255e-01	2.865762085612426446e+01	5.236261810617651946e+00	3.572826191429739850e+01	1.264316116418123960e+09	6.139011342367647339e-01	5.377682828157425377e+00	5.194440970891118781e+00	5.581803756850455933e+00	1.411077326994994996e-01
9.218267435618215586e+02	2.518204839018765573e-01	7.157348460263439449e+01	2.173948686744673342e+00	2.394039873043734445e+00	9.515528756960556223e-02	1.716054184498637003e+00	-6.404609423838220073e-02	2.881704583698521205e+01	4.076583016692607941e+01	9.105259410495873951e-01	1.540168448632068587e+00	1.522743261264259740e+00	1.966790165248622912e+01	4.824604717222976125e-01	3.495709226275737769e-01	6.043373181941231564e+01	4.828019766320077366e+01	8.017201206239195077e-01	2.433193842117303518e+01	3.648457952870687304e+00	2.329328693943361728e+01	1.264316116411303282e+09	7.932768969627107536e-01	5.565353410247929844e+00	5.028767227352633817e+00	3.541359089724794185e+00	1.843300495906793068e-01
1.016242466409272083e+03	5.213151345153632654e-01	7.341509728253492995e+01	7.213295539434643189e-01	3.738612586183132969e+00	6.768080510398033489e-02	3.302291526819609579e-01	5.055001184472700942e-02	3.192006909263171011e+01	3.187727509794660108e+01	8.086208344472424203e-01	4.504726063671547487e-01	2.334381483755568532e+00	2.924023041055873406e+01	9.172750908198633590e-01	6.068432876961856737e-01	6.111750550850533870e+01	3.829137385347307543e+01	6.446672551537451223e-01	2.657321274250892529e+01	5.222679954505982103e+00	3.512372342906185452e+01	1.264316116410222769e+09	5.292308548824431469e-01	5.570156139345648683e+00	4.799117938856737986e+00	5.833965508849319193e+00	2.012122659737514141e-01
1.116176720900363307e+03	2.833006290835680119e-01	7.521570865676241624e+01	3.011955652154302054e+00	6.205816758367534547e+00	8.393841155969394840e-02	1.342694599605398276e+00	9.706518723034737728e-02	3.214664848392079222e+01	3.620122533382848928e+01	1.351122662108081296e-01	1.214190165563817647e+00	2.049338944426735143e+00	2.551221316630405411e+01	7.047334152654768369e-01	9.576290847889096236e-02	6.171343850013254695e+01	4.412168376781018964e+01	9.256532367506067338e-01	2.637587612517242874e+01	2.583006771291165293e+00	3.109402488895222660e+01	1.264316116411104441e+09	9.016764149287718189e-01	5.543288999974187448e+00	3.622809987076370142e+00	4.957379677884190983e+00	2.187897884931638837e-01
9.198040698221948333e+02	6.440751938516834363e-01	7.630334673882646257e+01	1.865993702923581576e+00	4.871534715825896811e+00	1.468646438157872325e-02	1.826796843603423648e+00	2.211418432099869769e-01	3.300626478025096588e+01	3.550202629037929825e+01	8.465900759447815282e-01	7.666958730259367805e-01	5.085740870875977704e-01	2.894525637844709820e+01	8.153127976892682316e-01	8.625047327838795130e-01	6.444728266882638934e+01	4.203316741663135758e+01	7.955252029954584803e-01	2.787772970713707110e+01	1.407621596695722843e-01	3.427017932219510499e+01	1.264316116410510540e+09	7.695993831825999054e-01	5.580126308234333976e+00	4.730772556156326303e+00	5.288410644198946464e+00	1.839653058907778360e-01
8.101934436076907105e+02	7.634009341389040859e-01	7.367662518785260772e+01	2.348513652448018352e+00	1.617417995779938167e+00	2.774463591990072864e-02	1.719062668492591150e+00	1.595904908329430771e-01	3.200343829752019786e+01	3.350346375768851459e+01	4.527056896147340637e-01	1.185772637767326998e+00	5.892781948777083834e-01	2.979277503636548019e+01	8.892446241331841694e-01	8.321083603137221507e-01	6.329623879405398412e+01	3.899792766204463135e+01	2.245045677687020624e-01	2.749443622784987085e+01	7.226412371799852963e-01	3.467869752580798348e+01	1.264316116409992695e+09	2.220414532957384057e-01	5.575273498109176273e+00	8.947767585999527595e-01	4.417243593761231324e+00	1.639968913093418357e-01
1.052130199674538062e+03	2.006386836504591709e-01	7.171554520841516478e+01	1.535626227942601396e+00	2.544478033784887572e+00	5.557179692385161296e-02	1.453906691457122813e+00	3.589005022910782272e-02	3.121524301620375041e+01	2.988374526756343741e+01	1.447383304090641976e-01	1.448800578019907026e-01	1.823681574571133224e+00	2.950515742795260721e+01	9.873313121825543215e-01	4.538774559647161255e-01	5.938890269551604462e+01	3.608635599348290413e+01	9.181668388282259174e-01	2.584989104828948925e+01	2.163715399480308221e+00	3.562918921493226065e+01	1.264316116410591841e+09	9.119014349474562353e-01	5.572604304902064598e+00	3.807626343045802386e-01	2.422401750746022042e+00	2.075580108980493999e-01
1.030152308889769301e+03	1.459197745183668793e-01	7.421259373527415448e+01	2.066021449989404069e+00	2.115465694541482478e+00	7.477999118105316256e-02	1.560779798995733048e+00	5.757633604047929926e-02	3.122041491574960403e+01	3.807192066101605121e+01	1.632289780258944778e-01	2.109444633577560957e+00	5.644430337135770692e-01	2.358301896233919237e+01	6.194333921925602171e-01	2.853823845636482281e-01	6.165493962335524003e+01	4.582627114709379867e+01	7.802224208206792744e-01	2.593754913772426107e+01	2.881855151819442185e+00	2.838632258818035936e+01	1.264316116410598755e+09	7.801832809667237356e-01	5.540643823087897601e+00	5.516795849901625637e+00	3.832603036557657106e+00	2.036763670296742879e-01
8.136685706678684937e+02	7.557615368345929063e-01	7.295213562537639973e+01	2.125209176053753257e+00	4.682741951338898367e+00	6.124335001325476036e-02	1.691708820935255764e+00	5.958859745952030385e-02	3.165504051532711927e+01	3.357870813215080830e+01	7.598193118668178370e-01	9.603926842663803587e-01	1.226105208814841863e+00	2.906070830042000352e+01	8.654504570589799384e-01	8.928539638660795141e-01	6.263941643257080472e+01	3.910698102397788745e+01	9.206136157850411950e-01	2.718019490494176438e+01	8.856140719730696276e-01	3.384515460139851939e+01	1.264316116409994125e+09	9.138922027518355806e-01	5.564404336483143254e+00	3.797127879365829628e+00	5.056047325237411627e+00	1.646362590862718855e-01
1.034872913129883500e+03	3.028894854337493836e-01	7.644639808446947882e+01	1.578566275584121881e+00	3.254331648768970631e+00	1.056652857068154372e-01	1.512081639241468212e+00	9.544498879842143457e-02	3.282886425889111592e+01	3.646759945286661520e+01	6.617283448162710746e-01	3.052746448516454159e+00	1.302500394242466664e+00	2.699913398577536938e+01	7.403595079152665015e-01	5.475855954103021617e-01	6.346673343864198102e+01	4.392563590268927953e+01	6.175283925847568911e-01	2.725492409348304790e+01	4.653865757140431825e+00	3.252076218178019928e+01	1.264316116410486937e+09	6.164642601682253087e-01	5.550966330129462278e+00	4.883651198808125038e+00	5.434973707483266026e-01	2.045113076187528023e-01
9.205784486245570406e+02	4.418700670838009437e-01	7.325674927671585124e+01	2.706146065228424380e+00	2.451370107718137348e+00	1.290334351250399525e-01	1.642135236618468497e+00	6.476748009882793422e-03	2.967041775243423984e+01	4.133838879166096802e+01	3.888529776999573584e-01	1.644094756872749974e+00	1.176292363505594629e+00	2.052838105225364984e+01	4.965936421884628582e-01	3.759510246073544670e-01	6.186676984391461787e+01	4.894899137055854510e+01	9.052631124428834886e-01	2.505725307751383468e+01	3.539916305333602686e+00	2.430775790615730614e+01	1.264316116412018061e+09	9.029605385746909407e-01	5.559144705397933706e+00	5.194639109564122670e+00	3.504743206411784495e+00	1.841049639659113335e-01
4.478745381763665705e+02	1.023176452627310162e+00	7.230467730611992749e+01	9.148051319535825954e-01	4.186648594315871108e+00	4.911728305019500418e-01	1.657500503831677685e+00	7.179887123859350628e-02	3.143423478884974642e+01	3.450817105856780387e+01	7.871020196129275837e-01	4.853642112505020534e-01	1.317746652308191990e+00	3.153805348971920708e+01	9.139300206954560357e-01	1.163329524899263889e+00	6.604622454828701450e+01	3.777811964088786567e+01	4.928463779394886002e-01	2.871339181251309824e+01	6.038284284996756845e+00	3.452655766523206182e+01	1.264316116417517185e+09	6.875558413469288199e-01	5.417436188059959079e+00	4.431549616498701383e+00	5.337589805427969125e+00	9.475867546762353766e-02
6.398405313450462017e+02	1.084940935348943869e+00	7.757624298438079791e+01	1.538359085335456289e+00	1.246921462053283136e-01	7.645039700413569506e-02	1.059111020007044157e+00	2.289644308820244500e-01	3.371783977362178319e+01	3.594943714363996889e+01	8.543808545850798408e-01	1.321764727411885998e+00	1.379714778228686267e+00	3.257413786404924849e+01	9.061098156807201320e-01	1.133135024226077148e+00	6.852357500768920318e+01	4.069872698109807629e+01	5.910409508836924619e-01	2.978317631713884595e+01	3.402581991538037975e+00	3.687751600328272872e+01	1.264316116410140991e+09	7.494504619363210329e-01	5.554862737337693090e+00	3.005295461846876570e+00	4.928978311920237942e+00	1.321102697236063439e-01
3.899074759691310987e+02	1.005893443939021914e+00	7.532826420157368830e+01	1.088078559982862403e+00	3.331750307847129555e+00	5.465823835264955743e-01	1.418017324489386333e+00	1.251820051602619832e-01	3.232761612612492996e+01	4.008293153082501448e+01	1.373442109156995383e-01	2.205159531934910155e-01	4.658738389224843512e-01	2.946294757160580602e+01	7.350497193287345299e-01	1.235752214701835605e+00	6.954587910243081694e+01	4.341562282763695180e+01	8.345152717806335607e-01	2.984606782868506514e+01	4.655586437399011679e+00	3.191264137393674005e+01	1.264316116418951035e+09	8.247948141038325964e-01	5.368403878589028011e+00	4.959349177627704108e+00	5.833080809776113540e+00	8.314489907628128118e-02
6.422079886185832720e+02	9.616291643872492134e-01	8.037567055498253410e+01	1.840030027498687160e+00	1.984813095165876007e+00	1.230484397373337035e-01	1.761385052845936938e+00	3.340884522350418551e-01	3.493058320516133364e+01	3.729921681873802441e+01	9.142143718606741132e-01	1.227616462061845493e+00	2.364027228738602993e-01	3.366885079421761873e+01	9.026691085187446006e-01	1.137997210646817248e+00	7.096806761295563604e+01	4.224364089116691190e+01	8.795583923677383620e-01	3.084211893408819805e+01	5.932668308861536843e+00	3.813202966381562220e+01	1.264316116411559343e+09	8.636321219473799271e-01	5.544310823783611397e+00	2.335330093483924951e+00	5.193864249440235170e+00	1.325610694845732185e-01
