chirp_mass	mass_1_source	luminosity_distance	mass_ratio	chi_p	total_mass	mass_1	chi_eff	ra	total_mass_source	chirp_mass_source	mass_2_source	phase	a_2	geocent_time	tilt_2	theta_jn	phi_1	psi	iota	phi_2	phi_12	dec	mass_2	a_1	phi_jl	tilt_1	redshift
1.185038771912527551e+02	4.919095966984296098e+01	1.448290903719329799e+04	9.429153097199268752e-01	8.127270901763805622e-01	2.723915255050237647e+02	1.401973231372031705e+02	3.158002239422387780e-01	3.144394612088689200e+00	9.557386864235336077e+01	4.157939191128573242e+01	4.638290897251040690e+01	3.430309461636967150e+00	8.196710322505719182e-01	1.238303737195840359e+09	8.029299538709177009e-01	6.466752444063976757e-01	6.089618192498502225e+00	5.461982954810101765e-01	5.213464346841401031e-01	1.503530409004874002e-01	3.439201555815711298e-01	3.572504104770917177e-01	1.321942023678205942e+02	8.163410133267079427e-01	6.353165435722915033e-01	1.476666124044453632e+00	1.850062777351193732e+00
7.980289356080425023e+01	5.043671140246885187e+01	1.333852361174442558e+04	4.567210683095037638e-01	6.089857640328025790e-01	2.005763356235670472e+02	1.376902826402668438e+02	3.251826981154684604e-01	4.204134784300293859e+00	7.347222011622255877e+01	2.923224089912016410e+01	2.303550871375370335e+01	3.423412618343667280e+00	4.350626048334557683e-01	1.238303737206795931e+09	7.085517389344463401e-01	2.533158679589115447e+00	1.532073481131273063e+00	1.994434684811337677e+00	2.311440872289919568e+00	3.597536461532158558e+00	2.065462980400885051e+00	6.972221154865561044e-01	6.288605298330019622e+01	6.892601422381734455e-01	2.005618103091544757e+00	1.083357763899221338e+00	1.729961546095707181e+00
8.237801524434863154e+01	7.479511528808689036e+01	1.334512674533686913e+04	2.363165939037492613e-01	2.279192050305897110e-01	2.525052610292413817e+02	2.042399675571285229e+02	6.345520237959662024e-01	3.044867172396806154e+00	9.247044217360581797e+01	3.016781299517878168e+01	1.767532688551893827e+01	3.090687009057705992e-01	7.145517002970240839e-01	1.238303737201412439e+09	1.703484694581646419e+00	2.531424349496463222e+00	1.921510751819287321e+00	7.799514052710697642e-01	2.615449614964140412e+00	4.777191436945458669e+00	2.855680685126172236e+00	5.217857367815703640e-01	4.826529347211286591e+01	8.384209948445160432e-01	5.327289593927911682e+00	2.753080399285420254e-01	1.730659171664639340e+00
7.910670028061186088e+01	9.285171645080595226e+01	5.567486366546062527e+03	2.992461728157639889e-01	3.042536667510809534e-01	2.233705132337285022e+02	1.719231642989053057e+02	5.362499736964727592e-01	4.714287772591880810e+00	1.206372372380841398e+02	4.272369540060305582e+01	2.778552078727819463e+01	5.768648311830290254e+00	4.774155863853156712e-01	1.238303737191028833e+09	1.890943793698449227e+00	2.605981244722243240e+00	4.793317484125036998e+00	1.687881624894608024e+00	2.453663868347732091e+00	4.991988815043802319e+00	1.986713309187650156e-01	2.788544168075095531e-01	5.144734893482320359e+01	8.016615924632228829e-01	1.051484721675613354e+00	3.892869430420117238e-01	8.515884344474389245e-01
1.128268452053632700e+02	6.124383520951375459e+01	1.034937381837324574e+04	7.750560872626222064e-01	3.736651481626439564e-01	2.617381703248703388e+02	1.474534648245995356e+02	8.600736501393806410e-01	2.956547621997486885e+00	1.087112424959562986e+02	4.686189451828875718e+01	4.746740728644255114e+01	5.579755255186137575e+00	9.093302253957940007e-01	1.238303737202140808e+09	4.856748680302598320e-01	9.609634879364120641e-01	2.026082431536536888e+00	1.641766822636621326e+00	1.022511446466492613e+00	4.163103420427024304e+00	2.137020988890487860e+00	-1.188875062155525519e-02	1.142847055002708174e+02	9.776264527355406075e-01	5.223727906490291950e+00	3.921939377146475003e-01	1.407645836028469155e+00
5.263384528423983255e+01	1.025787091773737103e+02	4.376331534587551687e+03	1.419943507859599552e-01	4.688348934668538637e-01	1.991128122543043730e+02	1.743553390761242099e+02	6.386835546710870615e-01	4.092039926599426281e+00	1.171443063914766753e+02	3.096614039413870501e+01	1.456559721410297392e+01	2.095327656764767621e+00	1.414823509048121486e-01	1.238303737215652227e+09	9.815053137557894214e-01	2.338035031974524891e+00	1.606377361350773469e+00	1.829233038251312893e+00	2.195887902675013326e+00	4.684303523826977234e+00	3.077926162476204208e+00	8.199937562200592112e-01	2.475747317818017379e+01	8.576878778301517681e-01	3.038336708521440777e-01	5.783302212065363213e-01	6.997224908985558711e-01
8.240404533064464943e+01	7.466079242180559561e+01	1.271774980048984617e+04	2.478715857382394749e-01	1.426348194104319345e-01	2.482083344251076937e+02	1.989053499269060694e+02	8.384839327449916668e-01	5.700985345413748462e+00	9.316708143187207725e+01	3.093104999643896491e+01	1.850628901006648519e+01	5.914924658125126911e+00	4.278536528194344934e-01	1.238303737161281347e+09	7.687180421786714568e-01	6.537705523974151056e-01	2.543418360653330268e+00	6.009462323073035961e-01	7.083190231337044285e-01	3.737793089616400000e+00	1.194374728963070620e+00	-8.538285535136913573e-01	4.930298449820162432e+01	9.805192044237264204e-01	5.492630862074225462e+00	1.459866596089744450e-01	1.664120530668428133e+00
8.136899756432235620e+01	7.613150027780676510e+01	1.195078925100684864e+04	2.474954955085765795e-01	2.089747796338696784e-01	2.452253537021658758e+02	1.965741396141818313e+02	9.106587714080730533e-01	3.057954658270062964e+00	9.497370366287388777e+01	3.151352397030227692e+01	1.884220338506711911e+01	3.773446974203884086e+00	8.031804874532864069e-01	1.238303737204374075e+09	4.498714754902899404e-01	8.208107263492436800e-01	4.989349944749493559e+00	2.739721245405899452e+00	8.786593478452640049e-01	5.789663168736725929e+00	8.003132239872319253e-01	4.854397375529733161e-01	4.865121408798404445e+01	9.795873071282931166e-01	5.772155824503171218e+00	2.149815543559792375e-01	1.582034228891789018e+00
5.605730263106593725e+01	9.329472256389514939e+01	6.160763866015836356e+03	1.505540235700951190e-01	2.431893187035948367e-01	2.065880494649130981e+02	1.795552796589973923e+02	6.292873183441797247e-01	3.984663687104074370e+00	1.073406184237452976e+02	2.912668737214457337e+01	1.404589585985015532e+01	6.071144985699679530e+00	7.232103389994564147e-01	1.238303737210465193e+09	2.477837101807009557e+00	2.694301476735879497e+00	5.236944337689341644e+00	1.941222190312053453e+00	2.535108897357121638e+00	5.780404963797640683e+00	5.434606261082993717e-01	6.926045788109476131e-01	2.703276980591571288e+01	8.455218075813327738e-01	2.016477784702530140e+00	2.917413178216198277e-01	9.246027505577777417e-01
6.079258156424806003e+01	8.516104572460292843e+01	7.853974584353471073e+03	1.710142375074843457e-01	1.062091332899154639e-01	2.119853436878216257e+02	1.810271275087436891e+02	7.001289593287169932e-01	3.735108096570655789e+00	9.972479702453588857e+01	2.859880665155846557e+01	1.456375129993297968e+01	1.132853931620891652e+00	6.698145302229924214e-01	1.238303737215928555e+09	2.024344627305266542e+00	2.324343616933000900e-01	1.138544017102268491e+00	2.916954864183653129e+00	2.839662799114173741e-01	1.371666619168199652e+00	2.331226020659312725e-01	9.366181236893986739e-01	3.095821617907794732e+01	8.765096309467690361e-01	5.663958532658425860e+00	1.214713116285259381e-01	1.125703435983586020e+00
1.013025413948885074e+02	6.470994391919465727e+01	6.791586390027639936e+03	8.096994698916994970e-01	6.606618342371779473e-01	2.342900142379793920e+02	1.294634927709849705e+02	3.483373970208651360e-01	2.978849482529511761e+00	1.171055512072881726e+02	5.063421071244482619e+01	5.239560728809351531e+01	5.351672234214459589e-01	1.544556126046081265e-02	1.238303737205948591e+09	1.782956408606459764e+00	9.057470344598660406e-01	4.063229237618245726e+00	2.767375145138526893e+00	7.432424314950224487e-01	5.131727360092047441e+00	1.068498122473801715e+00	3.577202839966044934e-01	1.048265214669944072e+02	9.149796233368289178e-01	1.484019742878163184e+00	8.067621241347505689e-01	1.000673852115373963e+00
6.752624731261492741e+01	1.115615850255008610e+02	6.199859817411647782e+03	1.518344861017446312e-01	3.739041653393433973e-01	2.479239333103727745e+02	2.152426727119828342e+02	7.605829388903836419e-01	1.007290163140339700e-01	1.285004809565438677e+02	3.499926425416431641e+01	1.693889593104301383e+01	1.130607754633737638e+00	4.120524961032713263e-01	1.238303737170084953e+09	1.280367199126720701e+00	2.038362381591894701e-01	1.150103493950908273e+00	2.757963344789747140e+00	3.247688335279912963e-01	5.610475374469550580e+00	4.460371880518642307e+00	-1.228258376996962387e+00	3.268126059838992603e+01	9.360690150261381515e-01	6.233363802301349565e+00	4.109068006522963445e-01	9.293619095030108967e-01
8.116767401975653229e+01	7.336936794298070197e+01	9.711721755936754562e+03	3.150310385032410454e-01	3.898386707844270771e-01	2.254728727042542573e+02	1.714582136105972552e+02	6.112042963398548467e-01	3.270608792994352143e+00	9.648299612038431405e+01	3.473278307772687157e+01	2.311362817740361209e+01	3.720293971071210848e+00	3.696396218063847938e-02	1.238303737212031364e+09	9.143362236226896256e-01	2.802828223475127167e+00	9.045029244677476044e-01	1.333690295381100510e+00	2.623579777173235428e+00	2.630448389851931523e+00	1.725945465384183253e+00	5.740559685566288817e-01	5.401465909365699503e+01	8.869151122623735173e-01	1.451114064182972729e+00	4.550915109142094073e-01	1.336918231922710643e+00
7.413086303306818081e+01	8.678459943372038765e+01	5.005109365566388078e+03	3.226195218824519095e-01	3.879376510304516357e-01	2.044120927916327730e+02	1.545509418314785250e+02	3.253862552378065653e-01	5.556494110677697051e+00	1.147830054097873784e+02	4.162651600671431140e+01	2.799840597606698012e+01	5.713153574538392121e+00	9.652607899707912886e-02	1.238303737175965071e+09	1.339211920719153737e+00	1.296482796532264503e+00	1.593368287896257840e+00	8.443546201591086708e-01	1.474774804981577869e+00	8.611681572055829292e-01	5.550985176488910433e+00	-4.348289175690256414e-01	4.986115096015424086e+01	5.741134847636089056e-01	4.126698354235770694e+00	7.419355240491781744e-01	7.808567745883647770e-01
5.718519158453471363e+01	1.027262551900756051e+02	5.221369287756091580e+03	1.469216089879155362e-01	6.033236348265791360e-01	2.130456432211229867e+02	1.857543196950679487e+02	5.519037594426958737e-01	4.082316117859335236e+00	1.178189618879047202e+02	3.162467819563848792e+01	1.509270669782911689e+01	5.877922557845208118e+00	7.584363317568073581e-01	1.238303737220443487e+09	2.046241518314032781e+00	2.682083135278120700e+00	3.741659626715775122e+00	7.584911884851934516e-02	2.883867433867308261e+00	3.949041797059078540e+00	2.073821703433040842e-01	7.521620849842537426e-01	2.729132352605503087e+01	9.120580741056002472e-01	5.310735687641153113e+00	7.228130810511163018e-01	8.082458019263385474e-01
4.369483709892441681e+01	1.074491638683663268e+02	3.000207612102059102e+03	1.162052719356747033e-01	2.038883393475283690e-01	1.813792112773143685e+02	1.624962861560171916e+02	6.633479052350265137e-01	3.209943579738791186e+00	1.199353231749506961e+02	2.889280624626785254e+01	1.248615930658438167e+01	4.572204255647455362e+00	6.008664693283199965e-01	1.238303737224452972e+09	1.174967602733279159e+00	2.403471290091407031e+00	4.958689242434747513e+00	1.743895882854554324e+00	2.406839392409446443e+00	3.328010268468791555e+00	4.652506333213631606e+00	5.828255495521471596e-01	1.888292512129719114e+01	7.420696171578563538e-01	6.172616743178171106e+00	2.783362905841855195e-01	5.123085215915492707e-01
1.157949727585641710e+02	5.052176628301646133e+01	1.684986552949234101e+04	7.277785949648718500e-01	3.858680339429109707e-01	2.700696895318429256e+02	1.563103573101817574e+02	7.520827660283357918e-01	5.841917506978454355e+00	8.729042636361381824e+01	3.742660851863696791e+01	3.676866008059735691e+01	4.002129959121548453e+00	8.180220046239624621e-01	1.238303737166486025e+09	3.829603203147036172e-01	5.846766408109514979e-01	3.099121955681923168e+00	1.086203547412771808e+00	6.887106622417172863e-01	3.747580021875776879e+00	6.484580661938537105e-01	-1.027202809238264791e+00	1.137593322216611682e+02	8.409694090822898982e-01	4.047988030631164413e+00	4.766860429624675821e-01	2.093921072247378667e+00
9.764027839306045564e+01	6.367585484726571821e+01	1.158163534554524995e+04	4.920367007934805526e-01	3.406260550374530238e-01	2.415271281522632307e+02	1.618774712604700596e+02	7.505565217538229250e-01	3.005304619280394718e+00	9.500671238651891315e+01	3.840761871180393427e+01	3.133085753925318429e+01	3.012815532169235588e+00	8.861909568733092879e-01	1.238303737210611820e+09	1.031419342971450881e+00	5.890828861453500931e-01	3.909241541970812861e+00	3.832662078351350976e-01	5.889338322785480084e-01	1.934459669286027861e+00	4.308403434494801232e+00	3.782980107306397333e-01	7.964965689179315689e+01	9.584763879686690746e-01	3.062732080178594440e+00	3.633236057667805219e-01	1.542211198400914141e+00
8.771133724585664027e+01	7.454868128465470534e+01	5.425654167403464271e+03	5.526143201794824211e-01	4.248840873591314127e-01	2.122651790540626848e+02	1.367146858657884820e+02	4.095601812859931412e-01	4.876789934604850885e+00	1.157453501130510745e+02	4.782781369816607508e+01	4.119666882839636912e+01	2.989973247190108374e+00	9.050249894984191412e-01	1.238303737188521624e+09	1.967104374378123133e+00	1.744381913171082710e+00	3.646198431561664677e-02	1.515445192456071455e+00	1.817172641507976083e+00	4.073637131541821610e+00	4.037175147226205851e+00	-5.661272913471848689e-02	7.555049318827420279e+01	9.214198025421765914e-01	5.466921053138459996e+00	4.518505749668931259e-01	8.338981120774057176e-01
9.965855132521184601e+01	4.822447174908782586e+01	1.014182367569896269e+04	9.909140607967444891e-01	7.252439578217230176e-01	2.289580891074083979e+02	1.150014928398173026e+02	5.861686390440662420e-01	4.725006612118697547e+00	9.601077887975432645e+01	4.179059657627077939e+01	4.778630713066650060e+01	2.129578576422096248e+00	7.554407288175137847e-01	1.238303737198560476e+09	5.984791493371258708e-01	2.699660825469138103e+00	3.633091349972691120e+00	2.709795963424710408e-02	2.658289431798765090e+00	3.958291296607121534e+00	3.251999466344301926e-01	3.442600134209685692e-01	1.139565962675910953e+02	9.093279281445325601e-01	3.152321293238806721e+00	9.232401905192149094e-01	1.384712339373475265e+00
5.867757944795706493e+01	9.675060850700576509e+01	7.486272212764942196e+03	1.333723440925924097e-01	6.245930287498284439e-02	2.283914558381853794e+02	2.015149364007479562e+02	7.988531826055558227e-01	3.045986863416800361e+00	1.096544639559698311e+02	2.817206316666336363e+01	1.290385544896407133e+01	1.320929012203679642e+00	8.160004373641200903e-01	1.238303737212242603e+09	7.387459128593976132e-01	1.467399722453302247e-01	3.040346866227853440e+00	1.303496021803685734e+00	1.099546748364211290e-01	7.155391289661920950e-01	3.958377569917926220e+00	3.064103961035207213e-01	2.687651943743743033e+01	8.272983506954788568e-01	1.218182180756377742e+00	7.556982460114984590e-02	1.082828619999389064e+00
8.969742405943500785e+01	8.632682486045601422e+01	8.753294629476109549e+03	3.063581030871538324e-01	4.804848425947360058e-01	2.513720808234134267e+02	1.924220320824565817e+02	6.372878184154058268e-01	3.326627217462117869e+00	1.127737471702422596e+02	4.024120176578712460e+01	2.644692230978625602e+01	5.929787319062454820e+00	9.730339270317948930e-02	1.238303737207044601e+09	1.581644993580755276e+00	2.214295079624680085e+00	3.337016818319538558e+00	3.043627751056174446e+00	2.268382946355356200e+00	2.935129082723326732e-01	3.239681397132380791e+00	6.863214161481054898e-01	5.895004874095685210e+01	9.615112919507264877e-01	5.952361936143884868e+00	5.232735922471467571e-01	1.228994665256128771e+00
9.109716235122166950e+01	6.079311462443887137e+01	1.697007515489000070e+04	3.260064124840402200e-01	3.092353964470033190e-01	2.503939968955752136e+02	1.888331719501310886e+02	7.830418059501565997e-01	6.264110825038180508e+00	8.061205982688322536e+01	2.932789920110798576e+01	1.981894520244435753e+01	4.431960647805560427e+00	9.348215408741392674e-01	1.238303737169744730e+09	9.506036185832626995e-01	2.734603626146546951e+00	4.764450856978586835e+00	3.521440823495657346e-01	2.798933222235537421e+00	5.009151771750676829e+00	2.447009147720900224e-01	-1.029791581439902792e+00	6.156082494544413208e+01	9.150325044863194535e-01	5.701255372116849074e+00	3.447380772267704674e-01	2.106160510391418939e+00
9.513111925811929837e+01	6.518334331052224684e+01	1.105414625505153890e+04	4.681402382106275017e-01	7.917062191144074168e-01	2.378034075902267830e+02	1.619759484830019289e+02	2.912880752271667650e-01	3.306612480959046252e+00	9.569828917527523515e+01	3.828324182813453547e+01	3.051494586475299542e+01	7.982222333444373152e-01	4.172075811418551883e-01	1.238303737212631226e+09	2.513237160111718271e+00	2.825236966818090778e+00	3.287237506078385163e+00	2.681551496279779734e+00	2.603643570404882368e+00	4.856198992649514601e+00	1.568961486571129216e+00	6.161439617192231433e-01	7.582745910722485405e+01	9.847811795931782353e-01	5.081202517109659755e-01	9.338930478676652491e-01	1.484928514810545552e+00
7.279165393321868294e+01	9.044855286354723489e+01	5.516395491762326856e+03	2.717598500710535769e-01	2.829083432504313489e-01	2.122543222469224986e+02	1.668981154225491537e+02	6.793727885415459244e-01	4.045493525921955325e+00	1.150288380288886003e+02	3.944861655348705654e+01	2.458028516534136187e+01	4.144855284081052638e+00	6.885094293905311691e-01	1.238303737209376335e+09	1.281641768271460924e+00	2.541225440609487851e+00	6.264037648659961377e+00	1.972091692141227481e+00	2.421497849771558464e+00	5.698100894664687388e+00	5.717248553184314019e+00	6.734037374683701227e-01	4.535620682437335205e+01	8.585945620577536408e-01	7.637245322198784603e-01	3.357757226989599442e-01	8.452270394456778968e-01
8.299009332661070459e+01	7.681443519268395903e+01	1.069150154957152881e+04	2.781556287849916709e-01	2.074585730377731807e-01	2.400789182711419016e+02	1.878323052877056227e+02	8.018983033709029540e-01	6.023351706709028974e+00	9.818080271346896382e+01	3.393898155968056329e+01	2.136636752078499768e+01	5.064497073150570294e+00	4.859724508645932861e-01	1.238303737170619488e+09	6.420289155442563400e-01	2.435366641720625724e-01	1.738622514769323502e-01	9.012001663791957551e-01	1.436347621395661633e-01	2.139744654518116462e-01	4.011221397487889362e-02	-1.297668307862389181e+00	5.224661298343627180e+01	9.398728745687187081e-01	1.875528386841630590e+00	2.225633408356822440e-01	1.445273532462233668e+00
9.830338463038251007e+01	5.660278868637687566e+01	1.603725060070550899e+04	4.526864475321394909e-01	2.269128072084499737e-01	2.475689856360295380e+02	1.704214877591829804e+02	8.638812240525829411e-01	3.235068582714774266e+00	8.222610401722521090e+01	3.264990688997988144e+01	2.562331533084832813e+01	4.614738340175175146e+00	9.348497046531041299e-01	1.238303737208661556e+09	5.262246334709989037e-01	2.619825096955049837e+00	5.989428588094640737e+00	1.547440510517362533e+00	2.577439580600877633e+00	2.748675861211928861e+00	3.042432580296874356e+00	6.248821831576261143e-01	7.714749787684654336e+01	9.175108567393729375e-01	1.227749938051589940e+00	2.499066236556957699e-01	2.010832005176450110e+00
9.648873256926030706e+01	5.975341599804121273e+01	9.405795960472743900e+03	6.546903749777541748e-01	1.261244713589739774e-01	2.276748802974029502e+02	1.375936451557977023e+02	5.123368109699579787e-01	5.806065347772339180e+00	9.887340232400055129e+01	4.190259927925036720e+01	3.911998632595933856e+01	1.667564786965121559e+00	2.764328304240427636e-01	1.238303737172148943e+09	7.652474615409157188e-01	3.932284517891052600e-01	2.490627228784363822e+00	4.882258509246628075e-01	3.509325336399483630e-01	1.952297698719551278e+00	5.744855777114773687e+00	-1.129409491120795472e+00	9.008123514160524792e+01	7.282404791394713195e-01	9.003054815868256622e-01	1.740683994609887042e-01	1.302690864741660848e+00
7.934958176452698808e+01	9.472857940263330079e+01	7.586545014381572400e+03	2.327613723772873067e-01	4.915905185459849558e-01	2.445980090492467127e+02	1.984147252907169729e+02	5.809384653594992232e-01	3.911473384654271968e+00	1.167777335477410503e+02	3.788364571093863731e+01	2.204915414510775662e+01	5.410569938564914416e+00	1.165606372303405608e-01	1.238303737205012083e+09	1.816825839417012256e+00	2.940549660827708855e+00	5.350307396349175626e+00	9.547590278859103829e-01	2.675555498857799641e+00	1.239611279182835979e+00	2.172489190013246585e+00	7.516693672914261937e-01	4.618328375852973977e+01	8.741009245462876276e-01	1.046481973537021437e+00	5.972801580964458568e-01	1.094560337988150778e+00
7.791659104162367555e+01	6.123223633514258069e+01	1.628583255846685461e+04	2.530216898887026056e-01	1.441359438453257980e-01	2.329622748994451911e+02	1.859203849217786910e+02	7.705518651811099629e-01	3.322303275042685300e+00	7.672532024832477759e+01	2.566156002256898816e+01	1.549308391318219336e+01	2.119443376254845468e+00	2.827980433861218001e-01	1.238303737204515696e+09	3.528201136047873776e-01	3.088525090013631846e+00	3.433451565880710099e+00	1.604806996491101811e+00	3.077891484449206683e+00	1.465060588558776189e+00	4.314794329857652322e+00	5.528278331367466603e-01	4.704188997766650715e+01	9.098609621416096083e-01	3.675597330227132087e+00	1.590855308021906778e-01	2.036315445089741605e+00
7.362289325434683462e+01	7.563753187873913930e+01	1.350749755059224844e+04	1.878169993737369148e-01	9.993047504911478640e-02	2.468717441900195411e+02	2.078365138065711051e+02	8.013604569059542548e-01	5.845614039498279624e+00	8.984354615623929874e+01	2.679343409653845498e+01	1.420601427750015588e+01	6.249208387477025894e+00	7.960972287955390969e-02	1.238303737160367489e+09	1.535208652873391033e+00	2.718482287398065189e-01	5.706128746909975291e+00	2.727462604474777397e+00	2.338114563887956632e-01	3.911327370101681300e+00	4.488383930371290909e+00	-8.261270793539985391e-01	3.903523038344842888e+01	9.565716306529973290e-01	2.336191853279192099e+00	1.046582756839640610e-01	1.747796082767100412e+00
3.947799611660288122e+01	1.038116986760562952e+02	3.139369463075909152e+03	1.012443689031332500e-01	2.934185940892730105e-01	1.751430927038026084e+02	1.590410790279449884e+02	6.071236424764508977e-01	1.549605116004130423e+00	1.143220485932758379e+02	2.576867474893825261e+01	1.051034991721955336e+01	5.382884613165802579e-01	5.778843074860454815e-02	1.238303737196408510e+09	1.304156661633493641e+00	2.747271206122688714e+00	4.771448758205503182e+00	6.577082855876035250e-01	2.560549310997897621e+00	2.556230252969008632e+00	4.067966801943092570e+00	-1.325939366532744135e+00	1.610201367585763066e+01	7.287317750716759690e-01	2.501023708249837885e+00	4.144021855863876391e-01	5.320149949981225479e-01
3.590390383117117779e+01	8.837841376878627386e+01	4.170157193291178373e+03	9.753336314866992152e-02	3.466125778382797007e-01	1.622374192189434154e+02	1.478200341477610493e+02	5.473765753983561577e-01	3.559009497770347252e+00	9.699825769340070281e+01	2.146617058371190012e+01	8.619843924614441377e+00	1.105073685183990823e-01	8.974493689867349966e-01	1.238303737231820822e+09	2.000951593871391765e+00	4.974982221818727846e-01	1.919118877786567978e+00	3.612738207780281652e-01	7.544536768753640210e-01	3.419343154109560246e+00	1.500224276322992267e+00	7.216890524124930373e-01	1.441738507118236612e+01	7.254293652966891104e-01	5.438740498672249402e+00	4.981524524164872014e-01	6.725807563652893561e-01
8.132595291502613577e+01	8.058023669179446813e+01	1.036254919003744180e+04	2.528583617013884788e-01	1.989110879757947370e-01	2.432120788521782231e+02	1.941257577767169948e+02	6.876514789320672394e-01	3.699828376422118481e+00	1.009556233271917307e+02	3.375783105823642671e+01	2.037538663539726258e+01	2.093406771827898805e+00	6.209276512827665018e-01	1.238303737204886198e+09	1.801092900972161015e+00	5.692981931215336244e-01	3.087227921699859934e+00	6.262811818323534840e-01	4.583388181348969082e-01	3.106855683105347765e+00	1.962776140548597517e-02	8.908431071478810637e-01	4.908632107546123535e+01	9.191502566575375788e-01	1.952814236014700722e+00	2.181333507916461967e-01	1.409098877671637995e+00
6.124275289447463422e+01	1.035474484577466967e+02	6.934940389672913625e+03	1.349164317382585687e-01	3.167203717712775424e-01	2.371223318049625846e+02	2.089337374750859055e+02	8.085544754683774427e-01	2.960859756301687185e+00	1.175177007192671397e+02	3.035187555340275978e+01	1.397025226152043054e+01	1.775003800324097769e+00	6.053170605586731812e-01	1.238303737209670544e+09	1.259932236665231242e+00	4.317416685916818930e-01	4.500795569858796696e+00	1.662673000236702503e+00	3.685388136399287418e-01	3.469847898333271452e+00	5.252237635654060988e+00	2.563357699277120094e-01	2.818859432987666480e+01	9.471831640083854253e-01	2.606807834587218764e+00	3.409487028304011846e-01	1.017758434292496128e+00
7.118606679436155105e+01	9.770071858897529182e+01	7.667714106898871250e+03	1.804789618879086288e-01	2.722972894008569011e-01	2.426660098819309042e+02	2.055657218099351837e+02	7.421324554050108269e-01	3.111377312288567509e+00	1.153336428556162474e+02	3.383312070755844303e+01	1.763292426664095913e+01	4.461439732423064797e+00	1.682488993240676967e-01	1.238303737205513716e+09	2.282180009930782738e+00	2.917633011935841569e+00	4.497125074712498005e-01	4.189509803142548172e-01	2.760100877852916135e+00	4.365154109175578334e+00	3.915441601704328978e+00	5.294929734286806244e-01	3.710028807199572043e+01	9.363636330533858798e-01	1.889449820468693808e+00	2.950659299991639783e-01	1.104034901470331231e+00
7.867731800793202979e+01	7.442778893735486179e+01	1.087214634019494406e+04	2.636460718615373233e-01	7.084847095552709861e-01	2.318394330189806283e+02	1.834686453600468212e+02	6.836475767364981193e-01	4.033262747132283721e+00	9.405038312802805933e+01	3.191705485893723448e+01	1.962259419067319399e+01	4.053684424008795695e+00	9.488858050394943788e-01	1.238303737212066174e+09	7.532199295494781399e-01	2.205996439574784862e+00	5.859130481828145776e+00	2.697982840559602025e+00	2.090933577948333788e+00	3.613250981292865927e+00	4.037305806644306827e+00	6.790708168123019695e-01	4.837078765893380705e+01	9.829779370307930586e-01	2.147892847632435209e-01	8.048885909330748545e-01	1.465055700021810070e+00
5.993718337419573317e+01	8.851292523499013498e+01	9.341774883319369110e+03	1.364160617927274999e-01	5.193829020219340453e-01	2.308988987744493215e+02	2.031816572622178398e+02	7.400521155006991592e-01	3.253773632353585299e+00	1.005875099133016164e+02	2.611070065222171621e+01	1.207458467831148319e+01	2.820913130811394609e+00	9.645801693679398880e-01	1.238303737220221996e+09	1.279489464111858377e+00	2.631976673098922692e+00	1.468045277135606064e+00	4.995198187989692284e-01	2.311145773910653123e+00	2.597620454431652348e+00	1.129575177296047617e+00	5.908399710859721932e-01	2.771724151223148880e+01	9.565112814301774957e-01	9.510729945547451436e-01	5.740021742113585734e-01	1.295502681928061506e+00
1.043446921445554239e+02	6.324327175013243618e+01	1.302904918331056797e+04	5.051637497218008921e-01	4.787163943077979433e-01	2.567506521633933971e+02	1.705798802361859714e+02	7.082785240803641802e-01	2.956018734908610668e+00	9.519148005210418262e+01	3.868627244810392085e+01	3.194820830197174288e+01	1.529160441214116040e-01	7.723795379956396312e-01	1.238303737207274914e+09	6.990155195155484114e-01	3.782863908831631816e-01	2.800306648843120527e-01	1.989506962859594719e+00	4.381419452449453189e-01	7.028371370368695636e-01	4.228064721525569003e-01	1.647079563578963679e-01	8.617077192720742573e+01	9.044760726333848089e-01	3.222511231055106062e+00	5.577456050306550672e-01	1.697202018740100460e+00
7.777012532881546747e+01	8.342101921664482234e+01	8.918484153133689688e+03	2.483694330739295575e-01	5.525123569108494337e-01	2.340807297447987310e+02	1.875091808106905660e+02	4.811529236512426810e-01	6.047176777027736705e+00	1.041402504659322830e+02	3.459917584561335246e+01	2.071923124928745708e+01	6.139411893321925717e+00	3.179965106044650436e-01	1.238303737175459385e+09	2.829414705287531362e+00	2.977453557838242393e+00	4.341172545186268827e+00	1.278715929646209171e+00	2.927683318369226573e+00	1.960081955997647896e+00	3.902094717990964856e+00	-1.145149013348866873e+00	4.657154893410816499e+01	8.729274646995378584e-01	5.417872839451107758e+00	6.853472459144996920e-01	1.247745023634010630e+00
7.524911085998482463e+01	8.977701201411393583e+01	4.593451119245797599e+03	3.292455784608457336e-01	4.470309617746028863e-01	2.062128246309977726e+02	1.551352345815397200e+02	4.073372209864036808e-01	4.766862903356916092e+00	1.193356962671871742e+02	4.354678257296511390e+01	2.955868425307323832e+01	4.541982826957376318e+00	1.996954582168027348e-01	1.238303737193319321e+09	3.301365949041156211e-01	2.846810143838315099e+00	1.304312619861251576e+00	5.499952900184388316e-01	2.827392053149877960e+00	1.199733389165631436e-01	5.098846026234897799e+00	2.744945862487695454e-01	5.107759004945804548e+01	6.553777841572788754e-01	3.435090440936153566e+00	7.506259202088149118e-01	7.280062134074005709e-01
