chirp_mass	mass_1_source	luminosity_distance	mass_ratio	chi_p	total_mass	mass_1	chi_eff	ra	total_mass_source	chirp_mass_source	mass_2_source	phase	a_2	geocent_time	tilt_2	theta_jn	phi_1	psi	iota	phi_2	phi_12	dec	mass_2	a_1	phi_jl	tilt_1	redshift
6.816094488290455899e+01	8.447147382120017767e+01	8.293228710696201233e+03	2.035278027208411444e-01	3.936206887122437048e-01	2.212629552581435064e+02	1.838453210286705541e+02	5.150347471064309346e-01	3.243351310480392158e+00	1.016637672806201067e+02	3.131793313579429494e+01	1.719229345941992904e+01	4.925499196263619872e+00	9.444647915873731758e-01	1.238303737212485313e+09	2.705490372620088735e+00	3.057946798112185949e+00	3.634406989946903366e-02	2.166993409297297557e+00	2.849047484945315567e+00	3.867471902747423584e-01	3.504031203752723811e-01	4.958901181206090136e-01	3.741763422947296647e+01	8.862954685095986163e-01	2.687024546411728831e+00	4.601907663811155014e-01	1.176419005282349550e+00
7.748330618779075962e+01	6.630666028575112136e+01	9.350721043710558661e+03	3.592573908805831717e-01	8.396668004727606549e-01	2.069792269262964624e+02	1.522737550039781240e+02	2.014447597742037299e-01	6.141685444125862148e+00	9.012781805801525081e+01	3.373962414650153363e+01	2.382115777226412945e+01	2.911704328473541104e+00	5.457616227271581133e-01	1.238303737176288843e+09	2.079210961636856148e+00	2.925250922818882771e+00	2.126940191436316852e+00	1.885546788311406541e+00	2.910994961563762917e+00	3.944299651635530424e+00	1.817359460199213794e+00	-1.012856255532611272e+00	5.470547192231832412e+01	9.172750223020877947e-01	4.286475855451145733e+00	1.156482183758295035e+00	1.296507686373412405e+00
4.998504875598744235e+01	6.290140013636907668e+01	5.387223974046703916e+03	2.698747443826004511e-01	6.158187356825418901e-02	1.461018909009905542e+02	1.150522061701634584e+02	7.799800276845167968e-01	4.805190116777332321e+00	7.987689941947934358e+01	2.732785104516885255e+01	1.697549928311027401e+01	5.618040100592962549e-01	4.831270953834001514e-01	1.238303737208813667e+09	4.640341051820638940e-01	2.784910660650618208e+00	5.929003772016800511e+00	3.083358030033403807e+00	2.784663587529420337e+00	3.873827101632787429e+00	4.228008636795573594e+00	1.681458541031994880e-01	3.104968473082711000e+01	8.760477988139623307e-01	3.166033037721758703e+00	7.035312862976986215e-02	8.290881589397437468e-01
8.068491159531572521e+01	9.031904818654952294e+01	7.894278553593669130e+03	2.532853857777700446e-01	1.548976421055581476e-01	2.411494183321955234e+02	1.924138117852079120e+02	8.299648746670152955e-01	4.022351356175676074e+00	1.131955431495607058e+02	3.787349957205638162e+01	2.287649496301119711e+01	3.892249847622308856e+00	9.714808270412081947e-01	1.238303737200835705e+09	8.429929851217086156e-01	2.629023368830225138e+00	5.635172538716477497e+00	1.928295481220702046e+00	2.629899852617504141e+00	5.540501778515277920e+00	6.188514546978387543e+00	7.155320426939134615e-01	4.873560654698762562e+01	8.895679106392148094e-01	6.185286673887242515e+00	1.716516506966658251e-01	1.130379091105862210e+00
4.267379027215173437e+01	7.747954453691197330e+01	5.454669466327605733e+03	1.402495597539104855e-01	1.394408884904692614e-01	1.623380071683272377e+02	1.423705940332598345e+02	6.028776301750424782e-01	3.168628811592242300e+00	8.834601654814737515e+01	2.322351645999040315e+01	1.086647201123540363e+01	3.540458944639212735e+00	4.621508929152346457e-01	1.238303737226813316e+09	8.934561752722929295e-01	2.560505638510602200e+00	5.289383124084690024e+00	6.657714318868137582e-01	2.631427655721855441e+00	4.125773839983579272e+00	5.119576023078475480e+00	4.347137894111876566e-01	1.996741313506740667e+01	6.616688461910329444e-01	5.506434866753155077e+00	2.123331290939229343e-01	8.375249220190390531e-01
5.375664213312562367e+01	1.094647334422293881e+02	5.694046715233566829e+03	1.118379029131734426e-01	6.264495609696801859e-01	2.272628738689917895e+02	2.044028839757402807e+02	7.410687506235352773e-01	4.026747417974291920e+00	1.217070396733578548e+02	2.878851994353619403e+01	1.224230623112846139e+01	1.699999240685651447e+00	6.225266398275622892e-01	1.238303737220414400e+09	1.745285450625384260e-01	2.838379522199276028e+00	3.661438630229646662e+00	9.131420816589317369e-01	2.884683356684512034e+00	2.423730399307157057e+00	5.045477076257095739e+00	6.080895106153459961e-01	2.285998989325149822e+01	9.813480069322368937e-01	4.173743461513124586e+00	6.923608151285515211e-01	8.672944020241462049e-01
5.453613600512149873e+01	7.715493731224096052e+01	8.762134656082527727e+03	1.545853728763335044e-01	6.450123057260070958e-01	1.986527524461315295e+02	1.720554903196482996e+02	7.288827275326081878e-01	4.059764864675997842e+00	8.908196206590386623e+01	2.445566919666314476e+01	1.192702475366290571e+01	8.216176765049332253e-01	8.242527062995994580e-01	1.238303737223754644e+09	1.229700689221158577e-01	2.958916815084187135e+00	3.688569112656027382e+00	3.008736637355582388e+00	2.557825301460082024e+00	3.482641261428442547e+00	6.077257455952000953e+00	5.958985423908412793e-01	2.659726212648322274e+01	9.630222605108308409e-01	9.127291772480736753e-01	7.339114350365036898e-01	1.229999742250467154e+00
5.780879117510036025e+01	9.594867560856371824e+01	5.510160262278517621e+03	1.629287778368027628e-01	4.979585213833302992e-01	2.058064348053969184e+02	1.769725186337063292e+02	5.552109954715670481e-01	3.951162568995385982e+00	1.115814760605268532e+02	3.134202414366543721e+01	1.563280045196313317e+01	1.648726274354720411e+00	3.466183863374179275e-01	1.238303737214357376e+09	8.209222704096444945e-01	2.413531352563242027e+00	3.946959496689456337e+00	2.547844548710335832e+00	2.229210812448329637e+00	6.213973561113777855e+00	2.267014064424321074e+00	6.962155854589706649e-01	2.883391617169057497e+01	7.852589287276156016e-01	2.755753777712413477e+00	6.868865946515321230e-01	8.444498322800297885e-01
5.680409515857417801e+01	1.092033042022473097e+02	4.961991513388569729e+03	1.348139397578732301e-01	1.031866975994247954e-01	2.200130087796175360e+02	1.938758426130719386e+02	7.070543257302480677e-01	4.068289486549218736e+00	1.239254318763297817e+02	3.199570818070004208e+01	1.472212767408247203e+01	6.150406415690338413e+00	5.074055090166726956e-01	1.238303737203598976e+09	8.347173685028240753e-01	2.988351915339024334e+00	5.088433423285978030e+00	9.723964633364080568e-01	2.913231406060296624e+00	3.488644868755411466e+00	4.683396752649018779e+00	7.900011008533823764e-01	2.613716616654559033e+01	7.634540195213886937e-01	1.835041715081363378e+00	1.355726321061322404e-01	7.753660846562749898e-01
5.889306888808494733e+01	1.005754207178345752e+02	6.237446357436310791e+03	1.427361727912707656e-01	5.691492590821508601e-01	2.222690161279464292e+02	1.945059773377328156e+02	6.416036654859829103e-01	4.001106701168936297e+00	1.149311713479701638e+02	3.045250979870272090e+01	1.435575063013559038e+01	2.512360316481881295e+00	8.058020981122809845e-02	1.238303737215640068e+09	1.883040291499247898e+00	2.614802274252084668e+00	2.029699002379878436e+00	2.345882357035254717e+00	2.222891748934765932e+00	1.417505325031008567e+00	5.670991629830715475e+00	6.600330488488462821e-01	2.776303879021362775e+01	9.309579975251633943e-01	1.296961531618861629e+00	6.577763698220415733e-01	9.339315306810541673e-01
4.036101724738753660e+01	1.249457985707894352e+02	2.246168988747567710e+03	8.912964408506955649e-02	3.061806185559299842e-01	1.907411052522282944e+02	1.751316808684071873e+02	5.715004321724365122e-01	1.027228210059291769e+00	1.360821731273287014e+02	2.879513007639933519e+01	1.113637455653925556e+01	5.943477142860245976e+00	1.703103025409880011e-01	1.238303737187460899e+09	3.421505938066619068e-01	2.491471091965586027e+00	5.798948962915672745e+00	1.120391994055842000e+00	2.298256000186089665e+00	4.584940716450782716e+00	5.069177060714697980e+00	-1.207956070144239114e+00	1.560942438382111774e+01	6.808661433348961456e-01	2.562532963946164699e+00	4.664213974221169123e-01	4.016612232798238979e-01
3.988193933037619132e+01	7.031709307709201084e+01	6.204001762427225913e+03	1.355336408684280902e-01	3.007861255419379543e-01	1.540948099206661652e+02	1.357025493342656546e+02	5.651875848661339630e-01	2.974746296251140620e+00	7.984742471711443557e+01	2.066565479975752595e+01	9.530331640022421169e+00	5.599012501560748589e+00	3.806889544089204214e-01	1.238303737232182503e+09	1.408078717813774139e+00	2.561195228266123447e+00	4.377659263778603815e+00	6.852793131355338074e-01	2.473939191616928213e+00	3.010320953936654220e+00	4.915846997337635749e+00	4.764616547159339355e-01	1.839226058640050709e+01	7.012182350280395937e-01	2.265114061731915429e-01	4.433278199127047015e-01	9.298657466611769395e-01
1.209669019925479745e+02	5.440115998032885614e+01	1.264069250604382432e+04	9.251942326782088832e-01	3.822182927215025949e-01	2.781610202541988315e+02	1.444846527860405843e+02	2.228569895176428228e-01	3.761263347030507020e+00	1.047327994451337076e+02	4.554628924752597641e+01	5.033163946480484441e+01	5.372254038455130498e+00	3.460906993456071001e-01	1.238303737192446709e+09	2.833889736405328375e+00	7.579035711591119995e-01	5.433809649104550665e+00	2.464821987379653301e+00	6.813974292999168680e-01	3.351738318804736494e+00	4.201113976879773837e+00	8.520470823635148960e-01	1.336763674681582472e+02	8.277364138405199911e-01	1.190746361940692610e+00	4.799820947942800564e-01	1.655911249655069417e+00
5.432505458650679486e+01	9.780613850556562738e+01	4.986936638728635444e+03	1.506358828135093697e-01	2.430439090536309910e-01	2.001559963161308815e+02	1.739525068753408448e+02	5.572152063245520148e-01	3.988316118254914500e+00	1.125392525239318928e+02	3.054468089395211194e+01	1.473311401836625123e+01	2.209620544530396913e+00	5.629179870946009467e-01	1.238303737210520506e+09	2.088333698131858984e+00	2.953041500826463661e+00	2.007462993945969387e+00	1.625021963879731635e+00	2.819946660861786025e+00	8.075830345276555633e-01	5.083305347761271520e+00	8.274534525050836198e-01	2.620348944079002607e+01	7.250524526255817115e-01	5.295792716853822135e-01	3.418267652110089094e-01	7.785438576070776717e-01
7.179937665472019148e+01	8.346689888832008819e+01	7.490581630557851895e+03	2.463946123465082794e-01	2.899836976438229241e-01	2.167347878817142544e+02	1.738893812078354415e+02	6.001787985733675335e-01	4.063725560819619886e+00	1.040326930836729247e+02	3.446369910489912058e+01	2.056579419535282938e+01	5.713277946750119796e+00	4.460217230056658377e-01	1.238303737207238674e+09	2.280566505216817141e+00	2.723893783980979144e+00	3.248001117577850039e+00	2.967457652391122469e+00	2.822636936908264893e+00	1.529897968928148444e+00	4.565082158529884637e+00	8.415917484148213168e-01	4.284540667387881285e+01	8.694585048493216339e-01	5.440303378109820009e+00	3.400372207443736472e-01	1.083333435455676064e+00
7.934800149591268337e+01	8.588126173325080970e+01	1.010219468130279529e+04	2.207377506724283456e-01	2.052693372892846202e-01	2.495495984133651177e+02	2.044252324267876588e+02	8.091205543286164037e-01	7.883588591695911418e-02	1.048384982731586916e+02	3.333495774266214795e+01	1.895723653990787838e+01	3.622580444412553113e+00	6.238541810565807477e-01	1.238303737166578054e+09	9.573520636183769916e-01	3.826302521348220465e-01	5.362813345950512733e+00	3.740442999033720683e-01	4.284066178373075462e-01	4.618140694659513379e+00	5.538512655888586877e+00	-1.268905611593012850e+00	4.512436598657746600e+01	9.313494437927762881e-01	6.031743507671675886e+00	2.222244474564132044e-01	1.380324046259790105e+00
9.912949544276051483e+01	5.863749161845641567e+01	1.285424919969304574e+04	5.357490060426571832e-01	4.866154033174532323e-01	2.412183612961165409e+02	1.570688702040523594e+02	6.210565673911333517e-01	3.995698809605272572e+00	9.005246946987908530e+01	3.700736467140333730e+01	3.141497785142266608e+01	3.236270025768994141e-01	6.615503378906084642e-01	1.238303737204937220e+09	1.229009045711769055e+00	2.560961376635740638e+00	4.462299069622445380e+00	2.900417447235608126e+00	2.443781944047540122e+00	3.266505438861679878e-01	2.147536781443309284e+00	7.127510223393924704e-01	8.414949109206418143e+01	9.664415636318961500e-01	2.094900399496200549e+00	5.276594269589335306e-01	1.678642381670607309e+00
8.646015420356766867e+01	5.975700379891108582e+01	1.267570708027285400e+04	4.061472012844018487e-01	4.437217545959843412e-01	2.234821655250457866e+02	1.589322691969325092e+02	6.201876690490927269e-01	3.013903522379877131e+00	8.402714364898018573e+01	3.250818596691092921e+01	2.427013985006911057e+01	3.314711058272917121e+00	8.557435573973517506e-01	1.238303737218871593e+09	1.078802694994508204e+00	2.521301519481509712e-01	4.067920525494940875e+00	1.460849573345436525e+00	3.743030232262559154e-01	2.966215384916168318e+00	5.181480166600814563e+00	4.120295080572309310e-01	6.454989632811329159e+01	8.354660135219085237e-01	3.510644934764974856e+00	5.599063948464563234e-01	1.659642537161955866e+00
1.008615303222381954e+02	6.526324256983453154e+01	7.364236008329793549e+03	7.399016771842651385e-01	5.076044506069153917e-01	2.348825722156229858e+02	1.349976123913740196e+02	5.147858970437646509e-01	4.787849206803905133e+00	1.135516252057386311e+02	4.876049585455897528e+01	4.828838263590409952e+01	6.271056853451815627e+00	2.397693695132053493e-01	1.238303737189408302e+09	1.114944148600871543e+00	2.624035584724283776e+00	2.561277413617922605e+00	1.216349056139311435e-01	2.732773915652167318e+00	1.419466705764500070e+00	5.141374599326163697e+00	3.140028895140780651e-01	9.988495982424896624e+01	9.623387903853621861e-01	5.318519161511143345e+00	5.556193601148158301e-01	1.068509119002486685e+00
9.918792813877477954e+01	8.823011347807556604e+01	8.864113373615700766e+03	3.498728960496672036e-01	2.455939963271555893e-01	2.669710020179769003e+02	1.977749185121455753e+02	8.462796759669417579e-01	3.989915751811821565e+00	1.190994387994406480e+02	4.424910004350159198e+01	3.086932532136507490e+01	2.087779311098768353e+00	9.578100877040509609e-01	1.238303737195622444e+09	9.994444537147851859e-01	2.702016946628666982e+00	7.761140294939394835e-01	3.927680313398292933e-01	2.707138271403125351e+00	1.887995249708122714e+00	1.111881220214183008e+00	7.083923993445906397e-01	6.919608350583131084e+01	9.823213326328704698e-01	6.121136817822717902e+00	2.079830567543624886e-01	1.241580688449312131e+00
9.376233404248638692e+01	8.400337116700589490e+01	5.397446913915183359e+03	5.022275797012112353e-01	4.289256985964979840e-01	2.309781784528965431e+02	1.537571148166760793e+02	5.560805495578502455e-01	5.917655405383804634e+00	1.261921809549537699e+02	5.122593616202225775e+01	4.218880978794788206e+01	5.000732053843743863e+00	9.474396460354900240e-01	1.238303737174064398e+09	1.436584282169898641e+00	1.871571426543858330e+00	5.223413758995957501e+00	1.221455969256079133e+00	1.759720519217793600e+00	5.620744414968241287e+00	3.973306559722835085e-01	-9.888907831150546279e-01	7.722106363622047809e+01	7.868602319227381292e-01	1.024109462789861702e+00	1.966880243847691501e-01	8.303683849900950209e-01
6.760907954728098446e+01	9.544846597998737536e+01	6.893302588206985092e+03	1.856567868828587209e-01	3.448556545726871314e-01	2.277871995293056671e+02	1.921190027749663898e+02	7.127919291137518876e-01	6.250920863333696786e+00	1.131691214867296793e+02	3.358950877267293578e+01	1.772065550674230749e+01	5.757240745126229520e+00	5.112913858076572060e-01	1.238303737174564123e+09	1.346802270899885468e+00	8.241097697470456396e-02	1.777738862414235399e+00	5.810666000518261987e-01	1.417108746860711588e-01	3.407223069381370983e+00	1.629484206967136029e+00	-1.268191414272824780e+00	3.566819675433927728e+01	8.932914457922503937e-01	2.044573224983388560e+00	3.963463875003715442e-01	1.012803462082332961e+00
6.698454031970958056e+01	8.813784509793852351e+01	8.625370077024563216e+03	1.776604367044404276e-01	1.440314687725534615e-01	2.298498626129158993e+02	1.951749888585258930e+02	7.956693299772972239e-01	5.573596065528356291e+00	1.037964531482266182e+02	3.024912706891275249e+01	1.565860805028808400e+01	4.639670345858673883e+00	7.306452237084271051e-01	1.238303737169550419e+09	9.606735501811731748e-01	4.060785093285966263e-01	1.244929674799912789e+00	1.343441530772500725e+00	3.702066214547598544e-01	4.402836065885209038e+00	3.157906391085296693e+00	-7.666461369642254553e-01	3.467487375439000630e+01	8.745945047201505451e-01	2.574131673650628116e+00	1.654373355991482220e-01	1.214428871521058495e+00
7.567310434717450107e+01	9.314362113892440220e+01	9.714648605134641912e+03	1.816799585530304573e-01	8.383589974534437494e-02	2.572510648008083081e+02	2.176994396315333802e+02	8.061912894307057265e-01	3.664841708621423777e+00	1.100659503669233459e+02	3.237705606247484980e+01	1.692232922799895789e+01	5.643941617466508909e+00	4.044509491147909447e-02	1.238303737194688797e+09	1.537287248717014609e+00	3.724049054714560492e-01	4.078559842371394240e+00	2.222748293308017598e+00	3.555218931130580962e-01	3.035720704313300544e+00	5.240346169121490760e+00	8.297812434426559136e-01	3.955162516927494210e+01	9.560966016244911714e-01	4.070414727609948380e-01	8.779835157430557202e-02	1.337244751380591845e+00
7.589470277409419907e+01	9.572758975866445041e+01	5.203405715540147867e+03	2.749588538257309867e-01	6.132657475033351790e-01	2.204175862827665924e+02	1.728821174278417914e+02	3.079597965768641199e-01	3.929927606655581940e+00	1.220487381182066002e+02	4.202410914504588391e+01	2.632114835954216048e+01	5.755874989256538621e-01	5.626262012207248198e-01	1.238303737210213423e+09	2.626475706428019308e+00	2.945484530678335044e+00	4.661162556721544448e+00	2.418968112114753488e+00	2.771398709200004529e+00	6.106914786569817011e+00	1.445752229848272563e+00	7.293193089013174646e-01	4.753546885492480811e+01	8.087636478728325029e-01	3.324576888875073077e+00	8.606639916688372249e-01	8.059800509308651106e-01
1.009476715962796476e+02	5.617847041181015300e+01	1.393557571760913197e+04	5.556144221396139837e-01	7.538597588174435205e-02	2.440700853795945022e+02	1.568962603495903920e+02	7.961116776486245605e-01	3.207722560578730508e+00	8.739203878635547085e+01	3.614544903286173394e+01	3.121356837454530364e+01	5.277672008858903752e+00	7.296199128046007010e-01	1.238303737208274841e+09	1.819420099309178585e-01	2.578377981156479315e+00	1.620303552105792022e+00	2.735320058857756642e+00	2.597103498799705701e+00	1.448197721646268477e+00	6.111079476720062686e+00	4.730585383759251528e-01	8.717382503000409599e+01	8.431237147848807956e-01	3.742492155548786670e+00	8.953227723478517086e-02	1.792818302091164773e+00
4.100030880635192432e+01	1.040258057326336711e+02	3.218723312661754335e+03	1.063371953431700295e-01	3.276013600187095975e-01	1.775992074173092306e+02	1.605290034221623330e+02	5.776228349252379157e-01	3.930085250565497290e+00	1.150876181575553971e+02	2.656896927000248709e+01	1.106181242492172423e+01	4.020172997758929334e+00	1.619263538810759573e-01	1.238303737222991705e+09	6.711777946841820386e-01	3.077602613494347938e+00	6.042653645985485156e-01	1.580951561555885121e+00	2.913866725253497769e+00	1.184348312884471177e+00	5.800829482859222175e-01	7.373970226521442406e-01	1.707020399514688691e+01	7.061516652965341700e-01	5.020677620809355979e+00	4.824206528787424175e-01	5.431652010920516860e-01
6.776316062489216563e+01	9.652862540789266177e+01	7.993452621919476769e+03	1.638876282600039147e-01	2.878112449307337894e-01	2.406352322594180464e+02	2.067512588128154789e+02	8.172517501539646734e-01	5.627433445740273044e+00	1.123484728851905459e+02	3.163746032780927564e+01	1.581984747729788054e+01	2.790439913040996256e+00	1.552968488602518571e-01	1.238303737167590141e+09	8.835986283974280875e-01	5.209947996224476574e-01	4.522556065386163837e+00	2.130832561578858364e+00	6.661421232544255666e-01	4.404937990980238638e+00	6.165567232773661921e+00	-9.406083231101196596e-01	3.388397344660256039e+01	9.783362797813859313e-01	4.016924794424383549e+00	2.986020156691291394e-01	1.141864736384306411e+00
6.160744201647655416e+01	8.029925533474431631e+01	8.204794342449573378e+03	1.877576143661732200e-01	2.612379424076894940e-01	2.066084262819055652e+02	1.739483071149652460e+02	6.939501756422058465e-01	5.830259658970128100e+00	9.537605195177613382e+01	2.843966577801722195e+01	1.507679661703180329e+01	5.170006210305007066e+00	8.625174974750354773e-01	1.238303737178799152e+09	1.423805014260108193e+00	3.588569008010217831e-01	1.239934424015765480e+00	3.056625872588787818e+00	3.637296132671370974e-01	2.909111946512059177e+00	1.669177522496293919e+00	-8.024523484279759700e-01	3.266011916694031214e+01	8.420729671701929764e-01	2.959290196363904002e+00	3.154370155850618751e-01	1.166250563468181012e+00
9.085415241825823784e+01	6.329860008618550893e+01	1.321827499293298933e+04	3.847314202941475303e-01	7.198877334467546074e-01	2.381709800532377415e+02	1.719979604439429579e+02	4.492731667582620103e-01	5.859178642392173231e+00	8.765156039997491177e+01	3.343609799353987455e+01	2.435296031378939929e+01	3.597194406064573080e+00	3.660133723497455138e-01	1.238303737171705484e+09	1.117488417928871769e+00	2.643032374263957429e+00	9.122357460773233839e-01	2.070283084493182546e+00	2.354680795852452935e+00	3.950616934652572798e+00	3.038381188575249858e+00	-9.499557730806857947e-01	6.617301960929478355e+01	9.123299957047227293e-01	1.278991373202308379e+00	9.092855892137459151e-01	1.717247462183296713e+00
6.278952610755980146e+01	1.119811428529128392e+02	5.771583742868415356e+03	1.394464299239925598e-01	3.528831545846344842e-01	2.394834244963049343e+02	2.101752379111669313e+02	7.609929658747222048e-01	3.999060297482827764e+00	1.275965134425601519e+02	3.345419261849102099e+01	1.561537058964731095e+01	9.815453007130168217e-01	2.770421102312633360e-02	1.238303737204399109e+09	8.631647410653235930e-01	2.865080911406996833e+00	2.672419437427977940e+00	1.046262042616445065e+00	2.839404938109215681e+00	1.666640041167429587e+00	5.277405910919037879e+00	7.541502840288178966e-01	2.930818658513800301e+01	9.338408621480119853e-01	5.967778094440326697e+00	3.875093443645798441e-01	8.768806296898751240e-01
4.121496072604720950e+01	9.495628486957582481e+01	5.213455114636635699e+03	9.566393574308101888e-02	3.759901591892347295e-01	1.880263796406737811e+02	1.716095360144842061e+02	6.053729052967448121e-01	5.651330427665918421e+00	1.040401768037406356e+02	2.280537342202592299e+01	9.083891934164798343e+00	8.634671843939597524e-01	3.748164293178560258e-01	1.238303737185082197e+09	1.338042088628598192e+00	4.678834606163934651e-01	1.932652940899844296e+00	2.019036913550555035e+00	4.680916541045125334e-01	4.231377402133682963e+00	2.298724461233839556e+00	-8.394549884452073840e-01	1.641684362618956428e+01	7.552567962057876727e-01	3.376350063244006883e-01	5.210959029899171480e-01	8.072477903931584153e-01
4.602024336489979817e+01	1.485591599853545119e+02	3.174283654175479569e+03	7.088827627265578690e-02	6.496203772791023789e-01	2.445103561298105035e+02	2.283248043211899301e+02	3.740027097882450691e-01	5.839565611450773019e+00	1.590902627612299796e+02	2.994299597425126791e+01	1.053110277587548183e+01	3.293541758567799960e+00	1.041047150293486628e-01	1.238303737175631762e+09	2.313613058899308239e+00	6.071873476655432755e-01	3.572576049883443350e+00	1.529055895164336265e+00	5.415386639806584190e-01	5.549348845722965606e+00	1.976772795839522034e+00	-8.535694388633525698e-01	1.618555180862058407e+01	7.657951456692281278e-01	2.424851754347115307e+00	1.012757521500345037e+00	5.369284825230500324e-01
6.264711180709517890e+01	1.021582391007444954e+02	4.971107927611680680e+03	1.794684783034618536e-01	6.270034766886489752e-01	2.140581421864156084e+02	1.814869546105336724e+02	5.323208636855176756e-01	4.109324512591882694e+00	1.204924228183163279e+02	3.526379425283962377e+01	1.833418371757183252e+01	5.314556857345737129e+00	1.018124600338267405e-01	1.238303737214717388e+09	2.434466347463390967e+00	2.769585568806152587e+00	1.747622543455387145e-01	2.178364710633001522e+00	2.594552573308745114e+00	4.728252465182036346e+00	4.553490210836499408e+00	7.730377860597509310e-01	3.257118757588192892e+01	8.972024462286105617e-01	3.158357510387031386e+00	7.737783875128800837e-01	7.765278278882457030e-01
7.359572710177036470e+01	9.614253964137616038e+01	7.541985347189270215e+03	1.993055506589666570e-01	3.308153130154527499e-01	2.409110810203118263e+02	2.008754823889054535e+02	6.697419268803823655e-01	5.971341002353248939e+00	1.153042814463521779e+02	3.522420967541957992e+01	1.916174180497600688e+01	1.237346716694638138e+00	1.785580652679244207e-01	1.238303737168753624e+09	1.052100729121423717e+00	6.422375924368607658e-02	2.752402885716680458e-01	6.084781637305431978e-01	1.407009268539262947e-01	8.255444644901386297e-01	5.503041759184712500e-01	-1.171021441065642321e+00	4.003559863140635855e+01	8.523960346090311280e-01	1.677202888532678848e+00	3.985696266875042859e-01	1.089350698849816279e+00
7.232674188390937786e+01	8.273451744089003057e+01	6.351369346491728720e+03	2.861280987686712907e-01	2.745313203768428023e-01	2.072543565189278922e+02	1.611459672775608851e+02	7.669626283348225382e-01	4.087476472708402753e+00	1.064071876187953620e+02	3.713352675795005808e+01	2.367267017790533856e+01	2.194970887311323171e+00	6.548715300314773557e-01	1.238303737209529161e+09	1.061090251851985189e-01	2.420188428116368140e+00	5.534322813625113469e+00	2.105789404211436455e+00	2.547357765201874180e+00	3.177339915073951637e+00	3.926202408628424845e+00	7.589751466244542000e-01	4.610838924136701422e+01	8.458780638453574641e-01	4.594224027502106011e+00	3.305379292405748459e-01	9.477477147635774424e-01
7.256787920343212761e+01	8.895216979526696832e+01	7.464458638904994586e+03	2.248026893788448721e-01	6.819906063915451844e-01	2.266433010601774924e+02	1.850447447785397799e+02	4.415578787230430846e-01	3.632311896162462972e+00	1.089488567913266337e+02	3.488383482768720967e+01	1.999668699605966538e+01	4.888753712344302116e+00	1.814338711184667330e-01	1.238303737215196609e+09	2.054781118706665133e+00	6.117612331494091116e-01	6.139435793947294329e-01	2.396030149477575755e+00	2.362006066847086305e-01	2.013391642456225483e+00	1.399448063061496050e+00	9.734282109816615458e-01	4.159855628163770547e+01	8.823191008214117392e-01	1.868019697206586782e+00	8.834813214142147597e-01	1.080272411616717942e+00
7.311384502610582103e+01	8.119421269494232263e+01	7.228200005318009971e+03	2.746539827296083369e-01	3.627130361450706109e-01	2.124216862190235418e+02	1.666504707137328580e+02	5.604635994971735036e-01	3.632271049860463563e+00	1.034945265862031505e+02	3.562198809622380935e+01	2.230031389126083141e+01	2.663517037665733778e+00	9.411720028566604099e-03	1.238303737212875366e+09	1.652205188737024155e+00	5.424959969576456098e-01	6.115776010219651226e-01	1.159269371300518658e+00	4.873469132904317269e-01	4.460547807083903749e+00	3.848970206061939514e+00	8.867743054276927550e-01	4.577121550529068372e+01	8.013890654630392296e-01	4.530332845299824274e-01	4.696850034508432414e-01	1.052491984125288882e+00
1.012814598513035094e+02	8.801250208210697679e+01	7.160237947914100914e+03	4.325601093252096629e-01	5.259899099482908680e-01	2.577730423186537791e+02	1.799387269271895775e+02	5.165190300731220541e-01	1.277665324308799200e+00	1.260831996047284349e+02	4.953927844364854849e+01	3.807069752262144391e+01	5.885811354412485485e+00	6.926584852287056560e-01	1.238303737172511101e+09	1.013267604264679767e+00	2.300525478846769278e+00	3.309348758699740323e+00	6.688576969003913186e-01	2.331361402807345495e+00	4.714764788197579826e+00	1.405416029497839947e+00	-1.322355592938012414e+00	7.783431539146417322e+01	7.840375720366542511e-01	6.043550335805746521e+00	7.353858576390996937e-01	1.044467804804873001e+00
5.135180836913414026e+01	1.109611904094449670e+02	4.103647814028525318e+03	1.232088987733251928e-01	5.857815697901168350e-02	2.073591190507039812e+02	1.846131376604692775e+02	5.888259143187685174e-01	4.031572322735627267e+00	1.246325964863699340e+02	3.086485533221578947e+01	1.367140607692496701e+01	1.341802692483711201e+00	4.550271116038346331e-01	1.238303737208718777e+09	2.792893345203885769e+00	2.971985495883493922e+00	2.691097655652193055e+00	1.585156922000497071e+00	2.937546973288402086e+00	4.912333934233525490e+00	2.221236278581332435e+00	7.724122952930564390e-01	2.274598139023470722e+01	7.164625825266988102e-01	7.622482577018627747e-01	8.185161205168817178e-02	6.637631317693134525e-01
9.348334787777461941e+01	6.224629496088024894e+01	1.364105932490300984e+04	4.058265366387631690e-01	6.808515430363716314e-01	2.416840980906873710e+02	1.719160165154783613e+02	1.339681164766959587e-01	2.850318780143169306e+00	8.750749326344917733e+01	3.384787621231689059e+01	2.526119830256892840e+01	2.317687462118099173e+00	8.561572531796530772e-01	1.238303737194409609e+09	1.958705551591620964e+00	1.159103821810688828e+00	1.304046753102912071e+00	2.952743066784336845e-01	1.037387303577945508e+00	4.902170450016896552e+00	3.598123696913984926e+00	-7.166922944241704840e-04	6.976808157520899556e+01	7.522006007347070700e-01	5.092466052147439637e-01	1.131723600712418065e+00	1.761867459316605711e+00
