mass_1	mass_2	chirp_mass	ra	dec	geocent_time	phase	iota	psi	luminosity_distance	total_mass	mass_ratio	chi_eff	chi_p	tilt_1	tilt_2	phi_12	theta_jn	phi_jl	mass_1_source	mass_2_source	total_mass_source	chirp_mass_source	a_1	a_2	phi_1	phi_2	redshift
9.772394599999999798e+01	3.912757100000000321e+01	5.275217939976736403e+01	3.588477099999999975e+00	8.242445900000000547e-01	1.238303737229980469e+09	3.226287323955661979e+00	6.947151155203390438e-01	8.601923485746066911e-01	5.324828000000000429e+03	1.368515170000000012e+02	4.003887747226253513e-01	5.395377389675108937e-01	4.664119320084332831e-01	5.523248034278542828e-01	1.601559474413120299e+00	5.994969182812512898e-01	8.614904099113321889e-01	1.851323442223228755e+00	5.365723374707050652e+01	2.148375407499506196e+01	7.514098782206556848e+01	2.896461038035360502e+01	8.889662405589892069e-01	9.911723908887236367e-02	1.801787723382556550e+00	2.401284641663808728e+00	8.212632142135986024e-01
9.707318900000002770e+01	8.255596199999999385e+01	7.788131579913549274e+01	5.270664299999999969e+00	7.458654700000000304e-02	1.238303737229980469e+09	3.114527735588116020e+00	4.830791876559811793e-01	7.866618750386233927e-02	8.260233500000000276e+03	1.796291509999999789e+02	8.504507047769903627e-01	-1.523226703896114753e-01	5.042754067778971727e-01	2.002217136314166090e+00	2.001441769639002999e+00	3.018487364379551785e+00	5.332491936295867818e-01	6.286593156302532348e-01	4.468008784620712248e+01	3.799821219830467811e+01	8.267830004451178638e+01	3.584660262354800864e+01	1.071078452280904703e-01	6.677723601526399655e-01	3.810677010311981139e+00	5.459790675119471359e-01	1.172627532294356012e+00
9.643619499999999789e+01	8.645846600000000137e+01	7.946728026936635558e+01	3.684447500000000097e+00	7.527712300000000134e-01	1.238303737229980469e+09	1.176187946975983944e+00	1.271604205569808910e+00	1.970422857151028495e-01	5.746498000000000502e+03	1.828946610000000135e+02	8.965354346467111490e-01	3.040024054331190717e-01	2.664903836453237362e-01	3.205956439792135293e-01	2.530239484194223287e+00	1.404005979967592355e+00	1.278492280861128316e+00	3.031565026536869656e+00	5.146606626101165460e+01	4.614115208487253028e+01	9.760721834588419199e+01	4.241009624991522742e+01	8.456470900709702754e-01	3.078511337417794702e-01	4.568166334375064253e+00	5.972172314342657273e+00	8.737821249232652354e-01
9.539745299999999872e+01	2.339151599999999931e+01	3.928274852558911334e+01	3.594207700000001005e+00	7.482180899999998358e-01	1.238303737229980469e+09	1.238595105685982301e+00	2.616584923892540937e-01	1.168540262718611666e+00	5.650773199999999633e+03	1.187889689999999945e+02	2.452006344446114594e-01	3.855117768026444791e-01	9.937185810828128019e-02	2.161744501556842613e-01	2.816060712633511876e-01	1.140632861745257909e+00	2.059216594319256688e-01	5.066345655658624381e+00	5.123572045980485967e+01	1.256303116297091016e+01	6.379875162277576806e+01	2.109783709162439891e+01	4.632835323605878353e-01	1.169167197458146068e-01	5.920003516870533389e-01	1.732633213432311692e+00	8.619324983405013407e-01
9.539745299999999872e+01	2.339151599999999931e+01	3.928274852558911334e+01	6.110569999999999613e-01	-1.225912399999999902e+00	1.238303737229980469e+09	2.900022456486868183e-01	1.711827508615603843e+00	1.206290618202037201e+00	4.920043699999999262e+03	1.187889689999999945e+02	2.452006344446114594e-01	3.855117768026444791e-01	9.937185810828128019e-02	2.161744501556842613e-01	2.816060712633511876e-01	1.140632861745257909e+00	1.665858191808281097e+00	4.045625803208016791e+00	5.389642143727718349e+01	1.321543673071452041e+01	6.711185816799169856e+01	2.219346013095055881e+01	4.632835323605878353e-01	1.169167197458146068e-01	5.920003516870533389e-01	1.732633213432311692e+00	7.700146031220330700e-01
9.403453100000000120e+01	3.098046700000000087e+01	4.562814048926137644e+01	3.954783500000000007e+00	7.345435900000000240e-01	1.238303737229980469e+09	1.525816078810449117e+00	2.430793368318911796e+00	2.837349659486584130e+00	4.281787999999999556e+03	1.250149980000000056e+02	3.294584092730786229e-01	4.718929979567711985e-01	7.112847580366497002e-01	9.624975226411548457e-01	1.147309180110531068e+00	5.896028046985627213e+00	2.221329520804256052e+00	3.905774628795451786e+00	5.573038279748358548e+01	1.836084326463868877e+01	7.409122606212227424e+01	2.704191437721847535e+01	8.667636083882832576e-01	9.752006161071928858e-01	5.296642609736878171e+00	4.909485349542919153e+00	6.873117728566179307e-01
9.403453100000000120e+01	3.098046700000000087e+01	4.562814048926137644e+01	3.583330000000000126e+00	7.759530599999997502e-01	1.238303737229980469e+09	4.483290316301028255e+00	7.673142944108114483e-01	1.025144754317430351e+00	3.271399699999999939e+03	1.250149980000000056e+02	3.294584092730786229e-01	4.718929979567711985e-01	7.112847580366497002e-01	9.624975226411548457e-01	1.147309180110531068e+00	5.896028046985627213e+00	9.230434630887556224e-01	5.932482448309845946e-01	6.064657582476041142e+01	1.998052439908471101e+01	8.062710022384511888e+01	2.942738643450894287e+01	8.667636083882832576e-01	9.752006161071928858e-01	5.296642609736878171e+00	4.909485349542919153e+00	5.505332283180308650e-01
8.368323499999998205e+01	2.407903299999999902e+01	3.767672601046677983e+01	5.690168199999999565e+00	-9.070390799999999976e-01	1.238303737229980469e+09	1.415059273214791302e+00	1.769302727312148216e+00	2.119127389328199496e-01	3.995822899999999663e+03	1.077622680000000059e+02	2.877402265818236882e-01	4.589658632683942252e-01	5.729881939755581133e-01	8.641499961992598067e-01	7.021543525687352627e-01	3.089030679234411991e+00	1.921823366889193307e+00	2.559862374897783788e+00	5.073552731373100499e+01	1.459865212500126752e+01	6.533417943873229206e+01	2.284267047749763790e+01	7.533929181613258086e-01	4.636861241282912993e-01	4.222714443584611566e+00	1.028559815639438213e+00	6.494011086655649967e-01
8.368323499999998205e+01	2.407903299999999902e+01	3.767672601046677983e+01	8.651454800000000223e-01	-1.281568800000000063e+00	1.238303737229980469e+09	1.245341246119055167e+00	2.103727904907202184e+00	2.143082821218388112e+00	3.588844500000000153e+03	1.077622680000000059e+02	2.877402265818236882e-01	4.589658632683942252e-01	5.729881939755581133e-01	8.641499961992598067e-01	7.021543525687352627e-01	3.089030679234411991e+00	2.283335987906122355e+00	2.469549678992068120e+00	5.248581361756936303e+01	1.510227990265077835e+01	6.758809352022015560e+01	2.363070236356885090e+01	7.533929181613258086e-01	4.636861241282912993e-01	4.222714443584611566e+00	1.028559815639438213e+00	5.943972138785220682e-01
7.461736299999998323e+01	2.875466899999999981e+01	3.945012204380063281e+01	5.844129399999999919e+00	-1.090256899999999973e+00	1.238303737229980469e+09	5.244806749054600203e+00	9.892571277222141912e-01	6.405090824074939349e-01	4.910634799999999814e+03	1.033720320000000044e+02	3.853616349320733714e-01	-8.633585331953802511e-02	5.378878125714973146e-01	1.809665456969556718e+00	1.251908366600273936e+00	3.927902849360815907e+00	8.310340980432926461e-01	3.679913251200860991e+00	4.218499406479628533e+01	1.625647828240970938e+01	5.844147234720600892e+01	2.230316239228688602e+01	5.536068339937614269e-01	9.418714443821306348e-02	1.765310460518733748e+00	5.693213309879549655e+00	7.688129310955331697e-01
