mass_1	phi_12	tilt_2	chi_eff	mass_1_source	mass_ratio	ra	chirp_mass_source	total_mass_source	phi_2	phi_1	chirp_mass	psi	theta_jn	geocent_time	dec	phi_jl	iota	luminosity_distance	total_mass	tilt_1	chi_p	a_1	a_2	mass_2_source	mass_2	phase	redshift
1.768675800000000038e+02	3.010423274054068621e+00	1.712045884941047591e+00	1.527060460469818054e-02	9.994927799387996004e+01	4.898627492952636886e-01	3.026175299999999790e+00	6.014438082340499392e+01	1.489107061020385743e+02	2.019295224915671483e+00	5.292057258041188206e+00	1.064298942458134150e+02	1.580701103080714098e+00	1.200762759502988830e+00	1.266214786697265148e+09	-3.317936400000000285e-02	2.330884405235384094e+00	1.194570224840197481e+00	4.916588399999999638e+03	2.635084190000000035e+02	1.090543251368697897e+00	1.792971457998575047e-01	1.101052619983285963e-01	4.077245610636000550e-01	4.896142810815863555e+01	8.664083899999999971e+01	5.022033032137126263e+00	7.695733631095350580e-01
1.879790800000000104e+02	2.623870291451722458e+00	2.296654618464355924e+00	8.463759349149004019e-02	1.068220321113575011e+02	5.522210237437058522e-01	4.121700599999999604e+00	6.850746306275192410e+01	1.658114040422743756e+02	3.560253364023667100e+00	9.363830725719441972e-01	1.205553725681359936e+02	1.388443377807096812e+00	1.798860923808702106e+00	1.266214786697265148e+09	4.564577300000000060e-01	2.752085645187131835e+00	1.688788414143484795e+00	4.839725999999999658e+03	2.917850799999999936e+02	1.007370490215270253e+00	6.799606961826935025e-01	8.042775700317749132e-01	8.134640482932554706e-01	5.898937193091686737e+01	1.038059999999999974e+02	4.737989545903889876e+00	7.597407228130587109e-01
1.844462699999999984e+02	1.806288445172876900e+00	1.002602254241884205e+00	1.852724407872987922e-01	9.816797398797108087e+01	5.365161626743657486e-01	3.355539999999999967e+00	6.200291205853257281e+01	1.508366786895142866e+02	3.523640493925653594e+00	1.717352048752776028e+00	1.164963011229678642e+02	3.050500447215304778e+00	6.905563818133502174e-01	1.266214786697265148e+09	-3.187041999999999931e-01	2.304186368715240185e+00	4.478633666029581128e-01	5.787818099999999504e+03	2.834046749999999975e+02	1.498355703849365783e+00	9.103351993811481524e-01	9.127289906312144874e-01	7.572198815503833336e-01	5.266870470154321993e+01	9.895840500000002748e+01	4.187116614458735064e+00	8.788843500284618804e-01
1.578970300000000009e+02	1.063352472658010583e+00	1.133651110933313833e+00	8.194962938665963093e-02	1.000305390026125281e+02	8.576369675857741237e-01	3.182796900000000040e+00	8.059767900661495332e+01	1.858204271387836570e+02	5.649672023947457156e+00	4.586319551289446572e+00	1.272224889211631620e+02	1.501423462670984366e+00	2.087641502295772167e+00	1.266214786697265148e+09	2.148855699999999980e-01	5.137810432495252044e+00	2.267110220966902290e+00	3.472960599999999886e+03	2.933153599999999983e+02	2.251353382163173489e+00	5.248859658576653375e-01	1.565024807076131619e-01	6.904946632908782744e-01	8.578988813617111475e+01	1.354183299999999974e+02	2.892908364079992189e+00	5.784882454334885349e-01
1.862385299999999972e+02	1.420196050316316627e-01	1.652070595784800311e+00	3.271279499861704521e-01	1.048187126312145665e+02	6.860675393002726441e-01	2.420059499999999808e+00	7.531542843152173816e+01	1.767314288787343344e+02	6.016833039946745565e+00	5.874813434915114208e+00	1.338180399787675015e+02	1.168014397109518709e+00	1.997519112726602319e+00	1.266214786697265148e+09	-5.451604700000000081e-01	1.855413241217380715e+00	1.696350471173895036e+00	4.972992700000000696e+03	3.140107399999999984e+02	7.844883898466830097e-01	5.793133635062760467e-01	8.200191865586492490e-01	5.172259982040819937e-01	7.191271624751978209e+01	1.277722100000000012e+02	5.339453915807011342e+00	7.767679579813783208e-01
1.962412600000000111e+02	4.047955991386900543e+00	1.113564792325197672e+00	6.017941086608365187e-02	1.055447480798988238e+02	6.300912968047596152e-01	2.775060600000000210e+00	7.254981852679387089e+01	1.720475752684939437e+02	5.148784909672016852e+00	1.100828918285115421e+00	1.348931904190208115e+02	1.386257386008116210e+00	1.385453887387965155e+00	1.266214786697265148e+09	1.308594399999999935e-01	1.265784823899619660e+00	1.283678917628120031e+00	5.629698499999999513e+03	3.198911700000000451e+02	2.051770916877087014e+00	3.680057629063309688e-01	2.055480081431468042e-01	6.945311734593643260e-01	6.650282718859511988e+01	1.236499100000000055e+02	4.718365388562369311e+00	8.593180955952698374e-01
2.245397299999999916e+02	4.758370838602530739e+00	2.599760353861702900e+00	3.864679893481151041e-01	1.154198852348931013e+02	4.350208936298266549e-01	3.028002600000000211e+00	6.516509954091529266e+01	1.656299468524283327e+02	2.399442284409754933e+00	3.924256752986810426e+00	1.267732490511672268e+02	1.810299102232510338e+00	1.042249030828312772e+00	1.266214786697265148e+09	-1.181956599999999941e-01	5.206756652437993793e+00	1.281473653535532220e+00	6.332116200000000390e+03	3.222192039999999906e+02	5.918621446013557774e-01	5.229087679918539289e-01	9.372680452056992850e-01	5.989956517827081939e-01	5.021006161753524566e+01	9.767947400000002744e+01	4.482098080146215580e+00	9.454163339621687312e-01
1.647322800000000029e+02	1.600144191221335666e+00	1.770909571382299541e+00	7.552588994027184532e-02	9.262213411228282212e+01	6.901699533327650959e-01	2.491801700000000341e+00	6.675784932548897643e+01	1.565471480901381653e+02	4.079898662147928512e+00	2.479754470926591736e+00	1.187315843311572223e+02	2.953996948549872936e+00	1.946181478058740311e+00	1.266214786697265148e+09	-1.796116199999999996e-01	5.882663294288683176e+00	2.041711644113195945e+00	4.986915600000000268e+03	2.784255499999999870e+02	1.282559760992185938e+00	6.143197783628707720e-01	6.407529900442161530e-01	3.971809174210119142e-01	6.392501397785534323e+01	1.136932699999999983e+02	8.752894127239561894e-02	7.785411832586408565e-01
1.569026599999999974e+02	5.228570177379464390e+00	1.329371486524580037e+00	-1.483608140143404808e-01	1.036015897854489793e+02	7.562996701266886390e-01	3.184376900000000177e+00	7.828220362100923069e+01	1.819554379647845508e+02	4.253842963809479905e+00	5.308458093609600859e+00	1.185569256633463766e+02	1.584884307103787693e+00	1.027379994007494357e+00	1.266214786697265148e+09	1.596851200000000137e-01	6.048189443032836898e+00	1.173219703972691708e+00	3.015481700000000274e+03	2.755680899999999838e+02	1.898350377939261646e+00	8.518024971986759564e-01	8.996341508308988155e-01	1.596691518037072488e-01	7.835384817933558566e+01	1.186654300000000006e+02	3.757764236263308799e+00	5.144811998052684077e-01
1.617665299999999888e+02	2.466267225858151502e+00	1.130254340938715574e+00	1.907191828965952018e-01	8.372185075038265722e+01	8.695555873022682292e-01	3.038108400000000042e+00	6.793124181135472384e+01	1.565226538496645503e+02	8.843145878133844562e-01	4.701232669134819631e+00	1.312560719563827831e+02	1.224486661570338253e+00	6.970785358265281229e-01	1.266214786697265148e+09	-3.741110599999999953e-01	6.215273391118932622e+00	7.295462830170753588e-01	6.223116899999999987e+03	3.024315200000000345e+02	1.284073652577968350e+00	6.822668605371402517e-01	1.005395939096345864e-01	8.849045560962371937e-01	7.280080309928185045e+01	1.406649899999999889e+02	2.090154390388206274e+00	9.321900859825487107e-01
1.862066800000000057e+02	5.909156045274073676e+00	5.985954986877517481e-01	1.209844239356139550e-01	1.160263799343272950e+02	3.975537343773060117e-01	2.725538999999999934e+00	6.239079817924390881e+01	1.621531005634992653e+02	2.572458235115849590e+00	2.946487497021362145e+00	1.001288103453954363e+02	1.156240741768063574e+00	3.289250250875795367e-01	1.266214786697265148e+09	-7.811500300000000507e-01	1.579381407989491670e+00	2.406751147935918544e-01	3.665549599999999828e+03	2.602338410000000408e+02	8.507359731668074909e-01	9.250539134356315640e-02	1.230507894355012538e-01	2.677550468066640099e-01	4.612672062917192761e+01	7.402716099999999244e+01	1.853347837339603954e+00	6.048650324641329235e-01
1.509008499999999913e+02	3.693236560537104918e+00	1.057546030155144701e+00	1.956890651528284120e-01	7.806563799538216131e+01	9.509240670281180474e-01	3.106573399999999818e+00	6.626731030727499672e+01	1.523001319730957732e+02	4.730184825036601204e+00	1.036948264499495842e+00	1.280946868476637235e+02	1.596763796290885828e+00	9.018607137115509653e-01	1.266214786697265148e+09	1.319160799999999911e-01	2.329440733417315057e-01	8.749661216348512127e-01	6.229777399999999034e+03	2.943960999999999899e+02	1.133633487570528731e+00	6.011684245661165216e-01	9.564097724304726489e-02	7.309323346981538849e-01	7.423449397771359770e+01	1.434952499999999986e+02	4.709386280823606441e+00	9.329996381881392464e-01
1.839122800000000097e+02	2.614697488352698551e-01	1.812883256527381137e+00	-4.324901028197696007e-02	1.021496635517784739e+02	3.435381150187469257e-01	2.831119199999999836e+00	5.071914213448788189e+01	1.372419664181556413e+02	1.018204013973699418e+00	7.567342651384301178e-01	9.131574931590003530e+01	2.042203196886302585e+00	2.876211103105867917e-01	1.266214786697265148e+09	-6.652657699999999785e-01	6.249707595870265919e+00	4.516163264916204234e-01	5.159378499999999804e+03	2.470931579999999883e+02	1.547644027793643184e+00	2.761838865859204128e-01	2.762579244010715529e-01	7.832098529207439652e-01	3.509230286637717455e+01	6.318087799999999987e+01	1.457323047047978770e+00	8.004198311116023090e-01
1.827170299999999941e+02	4.997573618679112428e+00	1.142303911680193629e+00	2.729414042076824254e-01	9.500725626242135036e+01	5.819139573361060691e-01	2.903377900000000178e+00	6.263765190590198273e+01	1.502933047297325118e+02	3.341315820921118451e+00	4.626927509421591367e+00	1.204641221382911169e+02	1.441064938261826578e+00	4.645975795217501259e-01	1.266214786697265148e+09	-4.308536000000000032e-01	6.002748182324629589e+00	5.565266551381722326e-01	6.149170199999999568e+03	2.890426199999999994e+02	8.382932435477657984e-01	4.232526618647676764e-01	5.692683866170427098e-01	2.112675995426281927e-01	5.528604846731115430e+01	1.063255900000000054e+02	4.320411332224614043e+00	9.231902613345005504e-01
1.584707600000000127e+02	5.595627518240005926e+00	1.524948461091512941e+00	-7.515029676414441973e-02	7.074012693625842019e+01	6.692222590464006471e-01	3.437610900000000136e+00	5.017706191316748487e+01	1.180809944897704042e+02	1.870055309573118052e+00	2.557613098512698357e+00	1.124057515914782925e+02	4.757925435208077980e-01	2.838508633482459409e+00	1.266214786697265148e+09	4.251907799999999904e-01	4.671181184464122005e+00	3.117378208102983272e+00	8.851785400000000664e+03	2.645229199999999992e+02	1.799749708445840701e+00	5.387031897415683890e-01	5.531376104311018782e-01	3.151008870259427736e-03	4.734086755351199827e+01	1.060521600000000007e+02	4.765362681153344937e+00	1.240182013566257568e+00
1.894752200000000073e+02	1.752122205937792998e+00	1.985946200095509928e+00	-3.601365564936429009e-02	7.883052982032454281e+01	5.203207997330732137e-01	2.986503599999999814e+00	4.898578931420197335e+01	1.198476941398177047e+02	3.674522336800548405e+00	1.922400130862754963e+00	1.177410988907121947e+02	6.805883189380630416e-01	5.865613243063697579e-01	1.266214786697265148e+09	3.394711699999999888e-01	1.890982845135746881e+00	2.096375208968046522e-01	1.031249299999999857e+04	2.880631180000000313e+02	1.595983487791919897e+00	7.181872518435357122e-01	7.184151185863023592e-01	1.746854030254325063e-01	4.101716431949314057e+01	9.858789799999999559e+01	3.722150471289308982e+00	1.403576640063992409e+00
1.444795399999999859e+02	5.971725614227742618e+00	1.189451787482741940e+00	7.421384409377233815e-02	9.129713001500246605e+01	9.784914182312596242e-01	2.856164500000000217e+00	7.861845482350400971e+01	1.806305882438259687e+02	1.258894977854047248e+00	1.570354670805890862e+00	1.244152821292860125e+02	1.339800032938855301e+00	8.248113144183322198e-01	1.266214786697265148e+09	-5.796136499999999803e-01	6.811748169756998150e-01	7.049743367705134656e-01	3.502249400000000151e+03	2.858515300000000252e+02	2.028960266841117743e+00	5.337869907182819507e-01	1.534433787051354969e-01	5.895690602023455629e-01	8.933345822882345999e+01	1.413719899999999825e+02	2.312451901602441406e+00	5.825200636236679275e-01
2.465562700000000120e+02	1.238321975605900738e+00	6.435462869305252909e-01	6.929034677138138365e-01	8.817451084179798215e+01	4.818280224631886210e-01	2.777368500000000129e+00	5.259188426281620110e+01	1.306594610323604684e+02	1.324484944635093697e-01	5.177311826037193754e+00	1.470590388573484688e+02	3.106280122782613784e+00	1.293387385609054974e-01	1.266214786697265148e+09	-3.202236099999999919e-01	4.562967522337795789e-01	2.631916865062572386e-01	1.396810800000000017e+04	3.653539900000000102e+02	7.025730432585240992e-01	6.403209853361793158e-01	9.909274393358326050e-01	7.017931897317081225e-01	4.248495019056250044e+01	1.187977199999999982e+02	3.001276906085439844e+00	1.796230652669787542e+00
1.599160500000000127e+02	8.296753086507746566e-01	2.140737049073420106e+00	-1.787361966435261629e-01	1.098457433723438470e+02	8.122615584864685268e-01	2.324885899999999950e+00	8.609077088156787738e+01	1.990692180770684843e+02	5.759815893767005868e+00	4.930140585116230767e+00	1.253329951454594351e+02	1.680349003895768911e+00	1.529219621292923659e+00	1.266214786697265148e+09	-6.782121999999999318e-01	5.587901529358489050e+00	1.674779430788859491e+00	2.609293999999999869e+03	2.898097099999999955e+02	1.918479682872670455e+00	3.707382479931122243e-01	2.323839283139090273e-01	5.584049044745890145e-01	8.922347470472466568e+01	1.298936600000000112e+02	3.313757283964050337e+00	4.558238224847090958e-01
1.156150099999999981e+02	3.351587303741564661e+00	2.447546220492988311e+00	-5.546957076782718099e-01	7.087234977241459433e+01	9.871153408195008083e-01	3.415816899999999823e+00	6.129893900902955295e+01	1.408315334726904950e+02	3.726996076887670206e+00	3.754087731461055455e-01	9.999777726117980592e+01	1.816375802840697551e+00	2.263177188345124158e+00	1.266214786697265148e+09	2.140582699999999949e-01	4.070039738203177215e+00	2.400928699603294803e+00	3.860931299999999737e+03	2.297403600000000097e+02	2.448724732498523071e+00	6.237301654709329624e-01	9.764910332477695354e-01	4.624851537624266595e-01	6.995918370027590072e+01	1.141253499999999974e+02	6.170279239328004817e-01	6.313133453492528746e-01
1.592630800000000022e+02	5.167670565678522010e+00	1.625622288195348819e+00	2.205776317148356799e-02	1.048461876736270568e+02	6.483254624989043258e-01	2.978088399999999858e+00	7.315093764772477414e+01	1.728206407883782276e+02	1.455942652277417260e+00	2.571457393778480593e+00	1.111174749713393624e+02	3.961768593977907926e-01	1.163653169570481927e+00	1.266214786697265148e+09	-3.530288100000000262e-01	1.944163628876330430e+00	1.117551905815302726e+00	3.047419800000000123e+03	2.625173899999999776e+02	1.150639671777689443e+00	8.563153303732078114e-02	9.378880996436979312e-02	5.343530377860782055e-02	6.797445311475118501e+01	1.032543100000000038e+02	2.730570174774854308e+00	5.190164137943276135e-01
1.452048199999999838e+02	3.197974650278795572e+00	1.426769963960933252e+00	-4.811204630011923222e-01	9.308599333259370212e+01	7.152922334120863646e-01	3.347320400000000085e+00	6.834501119812813386e+01	1.596696814028472602e+02	1.151759871963621507e+00	4.236970528864412167e+00	1.066113675498300779e+02	1.645969436961453924e+00	1.794456870324379505e+00	1.266214786697265148e+09	4.341714199999999746e-01	4.920941639579144322e+00	1.934186697992662740e+00	3.338636300000000119e+03	2.490687000000000069e+02	2.717955510931203023e+00	3.906480028818398731e-01	9.502995986947269103e-01	3.996561223963341902e-01	6.658368807025354386e+01	1.038638799999999947e+02	3.895108245418135162e+00	5.598997744073818117e-01
1.655321399999999983e+02	5.838775171626540583e+00	5.543194576543941654e-01	-1.748124356386693279e-02	8.510313945864699292e+01	5.537943326293008894e-01	2.504843600000000059e+00	5.466079943254700879e+01	1.322327757798067296e+02	2.214503274512026110e+00	2.658913410065071758e+00	1.063194514531032127e+02	1.618887691212580693e+00	2.485902093795846035e+00	1.266214786697265148e+09	-3.238514299999999957e-01	4.653346368883355844e+00	2.928032744595719716e+00	6.329313000000000102e+03	2.572029009999999971e+02	2.010107901627079752e+00	6.323348544134590465e-01	6.986780553565788976e-01	5.734022055212183444e-01	4.712963632115972956e+01	9.167076099999999883e+01	5.080018519967243407e+00	9.450767745229277095e-01
1.662961099999999988e+02	3.523957964255081787e+00	1.549728447946689291e+00	-4.441098469619728789e-02	8.928789025328178752e+01	8.397900588293978341e-01	2.905656500000000086e+00	7.117727306106098695e+01	1.642709728618381178e+02	4.938860768985251504e+00	1.414902804730170160e+00	1.325656099263380554e+02	6.163762082499761874e-01	7.602696692843957660e-01	1.266214786697265148e+09	-5.514925999999999995e-01	1.333835890862566265e+00	5.866311214695348886e-01	5.655116399999999885e+03	3.059499299999999948e+02	1.690654752084632895e+00	7.583107023857238449e-01	7.637904604279110998e-01	5.438155737339320783e-01	7.498308260855631602e+01	1.396538199999999961e+02	3.342393213001418228e+00	8.624710420222719831e-01
1.618327800000000138e+02	5.517672417827536258e+00	1.293022726978726222e+00	-3.455869415884328666e-02	9.770705724334139575e+01	8.353524545521618938e-01	3.246769500000000086e+00	7.767904716989964697e+01	1.793268873386352027e+02	7.149143046292536496e-01	1.480427193981303624e+00	1.286602678038662475e+02	1.407176693882192797e+00	1.141710142032875464e+00	1.266214786697265148e+09	4.687713600000000258e-01	1.370642607460457407e+00	7.224903482769154950e-01	4.047583399999999983e+03	2.970201900000000137e+02	1.743087419330567656e+00	8.777537386998589541e-01	8.909445576627932351e-01	3.899136807084945811e-01	8.161983009529382116e+01	1.351874100000000283e+02	3.123424065572320885e+00	6.563059472454708665e-01
1.636328000000000031e+02	1.525202001481797298e+00	1.673390777508066529e+00	-1.162877020562488734e-01	8.505808655729768475e+01	7.717728963875213344e-01	2.805764499999999995e+00	6.494230687956144266e+01	1.507036123808038042e+02	1.403686781279400719e-01	4.898351983825728340e+00	1.249345234918192347e+02	3.041534187134442568e+00	6.116468731527767710e-01	1.266214786697265148e+09	-6.646254700000000515e-01	3.878885358256745519e+00	8.056553933362321507e-01	6.153986499999999069e+03	2.899201600000000099e+02	2.605402374006166255e+00	6.714913550177824542e-01	1.562351571763963554e-01	9.074568194715511016e-01	6.564552582350611942e+01	1.262873600000000067e+02	9.464202224902872329e-01	9.237771107133009307e-01
1.676978000000000009e+02	7.952027501140613852e-01	1.829081299018044060e+00	5.429408228472589956e-03	7.745150548401456092e+01	6.655895306915177168e-01	2.500983600000000084e+00	5.478228673435424412e+01	1.290024166704713195e+02	1.656164690187299726e+00	8.609619400732384520e-01	1.186144660056542932e+02	2.010664957413319076e+00	2.891300139170133399e+00	1.266214786697265148e+09	-2.478189000000000086e-01	9.372455562863696299e-01	2.687233744574584637e+00	8.195645599999999831e+03	2.793156999999999925e+02	1.465678052334227210e+00	3.977287433952321760e-01	3.999363280235935791e-01	1.936398010475920417e-01	5.155091118645675863e+01	1.116179000000000059e+02	3.381573588471667779e+00	1.165197421948262368e+00
1.781162300000000016e+02	8.174975568160841588e-01	2.552953333817467918e+00	-2.959280028947264274e-01	9.556368973568405067e+01	4.872896591175324144e-01	2.575930500000000123e+00	5.734375327440619685e+01	1.421308875309991890e+02	3.566543175385577413e+00	2.749045618569493143e+00	1.068800626633137796e+02	1.680762336934809253e+00	2.342367174003658903e+00	1.266214786697265148e+09	-1.482330000000000036e-01	5.381759611915220454e+00	2.663251525177924961e+00	5.666227699999999459e+03	2.649104270000000270e+02	1.908249383433560764e+00	6.289592245139499216e-01	6.665521106255521966e-01	5.414695807274373385e-01	4.656719779531510284e+01	8.679419699999998272e+01	5.538927637027279971e-02	8.638483977820954340e-01
1.468155399999999986e+02	5.430369908645633181e+00	6.255422090375499788e-01	-6.011023427597352725e-02	6.719504576406332319e+01	8.859654774964557111e-01	2.939412400000000147e+00	5.504027384665096889e+01	1.267275365698179002e+02	4.665033493707673173e-01	1.319318747904720368e+00	1.202583826628722363e+02	2.991260351345779167e-01	3.824698571697984217e-01	1.266214786697265148e+09	-6.099997499999999517e-01	4.251790117908382349e+00	5.346840130183617701e-01	8.367265199999999822e+03	2.768890400000000227e+02	2.049006958151900815e+00	3.769717573048733117e-01	4.246039108526622474e-01	1.142198753859815508e-01	5.953249080575455565e+01	1.300734999999999957e+02	1.567428176177431895e-02	1.184916139733007245e+00
1.768365900000000011e+02	5.954749444862126317e+00	1.327847895862658278e+00	3.152009583812000471e-01	8.201776758265869205e+01	8.152188413042797954e-01	2.851818700000000373e+00	6.440011919017523212e+01	1.488801970377574264e+02	5.180632038911524795e+00	5.509067901228984709e+00	1.388515904399233989e+02	1.248472491882040680e+00	7.753510509699100828e-01	1.266214786697265148e+09	-5.872352800000000261e-01	4.108125085787424524e+00	1.075616619880781499e+00	8.116493099999998776e+03	3.209971100000000206e+02	9.940145007197136451e-01	7.196646254998072534e-01	8.585609384258351406e-01	5.301028758035156718e-01	6.686242945509873437e+01	1.441605199999999911e+02	1.981256478172680024e+00	1.156076606471658996e+00
1.440022899999999879e+02	1.728555360714155498e+00	1.681065306388402236e+00	-1.858064811453103218e-02	9.052058024073943443e+01	8.371179374994660582e-01	2.477851400000000037e+00	7.204302008213861086e+01	1.662969816731221329e+02	3.277012176082692907e+00	1.548456815368536965e+00	1.146077482353001216e+02	1.909270359213777635e+00	2.089089494984744722e+00	1.266214786697265148e+09	-6.001429600000000031e-01	5.892395341945636744e+00	2.170498715074782314e+00	3.562741700000000492e+03	2.645491899999999532e+02	6.339248426441806972e-01	7.801342337468853971e-01	6.758798420183993738e-02	9.616798281749009414e-01	7.577640143238272685e+01	1.205468999999999937e+02	5.974169504507505835e+00	5.908237620331859841e-01
1.678538100000000099e+02	4.278965741899366293e+00	1.308922303892593009e+00	2.017673476860044612e-01	7.172840891893906701e+01	8.047487274789889566e-01	3.146451599999999793e+00	5.595050718776830934e+01	1.294517547205478252e+02	2.323027884258793918e+00	4.327247449539013857e+00	1.309314669660764991e+02	4.546995957598055083e-01	6.680624664920792322e-01	1.266214786697265148e+09	2.923017000000000531e-01	3.917960946196240801e+00	8.595296388664486198e-01	9.740520300000000134e+03	3.029339499999999816e+02	1.224758121079011941e+00	7.552164024982620516e-01	8.028035223586923452e-01	4.408593843870619033e-01	5.772334580160877238e+01	1.350801400000000001e+02	3.276885394753944691e+00	1.340130117617597927e+00
1.368986400000000003e+02	4.302981689215778616e+00	1.903081995840011587e+00	-1.829501712812175995e-01	7.154289588178372128e+01	8.422999673334956583e-01	2.482329399999999797e+00	5.711820052293393957e+01	1.318034747459538494e+02	2.601886763866399832e+00	4.582090381830208337e+00	1.092967215606927169e+02	2.022712762167321099e+00	2.794692503221793523e+00	1.266214786697265148e+09	-5.754930999999999797e-01	4.934262566175487974e-01	2.622650760156276739e+00	6.069903599999999642e+03	2.522083599999999990e+02	1.814297837747982367e+00	5.825069717408775105e-01	6.002134462942672055e-01	7.000102089393845928e-01	6.026057886417011389e+01	1.153097199999999987e+02	3.099038743567896770e-01	9.135182929442640098e-01
2.042394099999999924e+02	3.468528679100487011e+00	1.750998400529450105e+00	2.052041611610435634e-01	1.190492380575313689e+02	6.537775936583444247e-01	2.670674700000000179e+00	8.342365603328715906e+01	1.968809624416436463e+02	4.666728474029861573e+00	1.198199794929374562e+00	1.431205992267467195e+02	2.264661132858666992e+00	2.170522619756821481e+00	1.266214786697265148e+09	-2.334645800000000049e-01	4.163722492898529026e+00	2.456841595341245021e+00	4.497840199999999641e+03	3.377665600000000268e+02	1.188800761487513569e+00	9.077738864220792347e-01	9.782862226648654236e-01	2.160570125330000535e-01	7.783172438411224903e+01	1.335271500000000060e+02	5.942544651972756498e+00	7.155877125504985781e-01
1.574355799999999874e+02	4.314989274127563945e+00	8.900708935397002586e-01	7.931818933197357091e-02	6.840895413236948741e+01	7.642544969821941647e-01	3.070943300000000153e+00	5.196889778040670649e+01	1.206908049618815397e+02	1.083662617808442974e+00	3.051858650860465261e+00	1.196006234532919308e+02	5.227851674026067208e-01	4.152425955657391143e-01	1.266214786697265148e+09	3.865826299999999827e-01	4.609073162305724836e+00	4.454154161914494758e-01	9.394190499999998792e+03	2.777564300000000230e+02	7.023384543084029152e-01	9.274603319597427009e-02	8.109504702619795002e-02	1.622384659008462848e-01	5.228185082951203810e+01	1.203208499999999930e+02	5.937928970695087294e+00	1.301388495069905504e+00
1.634449299999999994e+02	2.379248092577142870e+00	6.573032991682411508e-01	-5.456726072443449961e-03	7.390824506909325464e+01	6.236280929607299628e-01	3.289380099999999807e+00	5.053019582476847660e+01	1.199995029956061359e+02	4.724064005130115262e-01	4.376343615115455776e+00	1.117453717341647632e+02	1.831439087365162477e+00	2.963643219277573237e+00	1.266214786697265148e+09	3.568104899999999802e-01	1.060267548231795878e-02	2.744034830520204693e+00	8.599315699999999197e+03	2.653737799999999538e+02	1.716298966508585933e+00	7.032442009862857057e-01	7.107546363090929686e-01	1.907924739121526492e-01	4.609125792651290254e+01	1.019288499999999971e+02	6.097753749238865595e+00	1.211457325866731383e+00
1.682076299999999947e+02	2.698608170731271905e+00	6.924890124639505595e-01	-7.083335203294609077e-03	1.097636658899724154e+02	6.822393252910108341e-01	2.558856899999999879e+00	7.863992605500551747e+01	1.846487552482151386e+02	4.006177798119221478e+00	1.307569627387950462e+00	1.205119697655448903e+02	2.475123503528535274e+00	1.705376003428979104e+00	1.266214786697265148e+09	-3.238804100000000075e-01	4.744362096402112705e+00	1.936493970320064317e+00	3.142476500000000215e+03	2.829654899999999884e+02	2.096457482897324365e+00	6.102857458136539126e-01	7.055388755191924766e-01	6.515297869861094160e-01	7.488508935824272328e+01	1.147578599999999938e+02	1.087896152061431643e-01	5.324527350299331774e-01
1.792728400000000022e+02	3.323029880582157425e+00	1.458807348111253788e+00	2.226296026273376014e-02	1.017700501098089489e+02	5.798407053739985662e-01	2.660544400000000032e+00	6.697034688592505347e+01	1.607804677514277500e+02	6.223105567615395017e+00	2.900075687033236704e+00	1.179714883609727707e+02	1.411973019686153963e+00	3.050702104284836125e+00	1.266214786697265148e+09	-4.789122800000000235e-01	3.735762520602449399e+00	2.836513731842405406e+00	4.853835000000000036e+03	2.832225300000000061e+02	1.588983085323655953e+00	8.776404445149444955e-01	8.777856079013016677e-01	7.891208349393862287e-01	5.901041764161880820e+01	1.039496900000000039e+02	2.142187681218568063e+00	7.615481156446938238e-01
1.567000899999999604e+02	3.013508102600682470e+00	2.364719802231988854e+00	-2.970224513977915981e-01	1.019828858224058337e+02	6.239402925677961509e-01	2.589613799999999966e+00	6.974275595026831809e+01	1.656141174393459039e+02	5.852720382678726629e+00	2.839212280078044159e+00	1.071620600468831270e+02	1.259648374680073291e+00	1.447079545873867223e+00	1.266214786697265148e+09	-3.659646799999999867e-01	5.705060865411641480e+00	1.508952328420996469e+00	3.171471700000000055e+03	2.544715899999999920e+02	1.721398736320040035e+00	4.251414952154036198e-01	4.300088185358603154e-01	9.390774274017296142e-01	6.363123161694007024e+01	9.777150000000000318e+01	5.809482692740260745e+00	5.365332010007962671e-01
1.723798100000000204e+02	5.731089135345399654e-01	1.774969233866821483e+00	2.910732478621500530e-01	8.977528028797433990e+01	7.352939419065378512e-01	3.203260200000000779e+00	6.685882690982431598e+01	1.557865000166832488e+02	3.592077643729541858e+00	3.018968730195002337e+00	1.283773422101164670e+02	1.159576506516290406e+00	1.126336204396258367e+00	1.266214786697265148e+09	2.220762000000000569e-01	4.880349870757873632e+00	1.200930785155797098e+00	6.124030600000000959e+03	2.991296399999999949e+02	1.724089496418184375e-01	1.506627486233103608e-01	5.457749735508059530e-01	2.185705896201803611e-01	6.601121972870893728e+01	1.267498300000000029e+02	4.679973972397097448e+00	9.201255562450278980e-01
1.335991699999999867e+02	4.084674507603158311e+00	1.002933098867784478e+00	-1.282666134577280515e-01	7.726315551223487432e+01	8.164678717689639598e-01	2.778799700000000428e+00	6.071421118969124819e+01	1.403460396594637700e+02	3.429877201306666734e+00	5.628388000883094655e+00	1.049836518890689234e+02	2.254334464374238234e+00	2.539887303578414190e+00	1.266214786697265148e+09	-4.962384400000000029e-01	5.117810980196220605e+00	2.715594394459740712e+00	4.602237600000000384e+03	2.426785999999999888e+02	2.266812312102356675e+00	5.419563852317520469e-01	7.062216448065241625e-01	5.005727541220453825e-01	6.308288414722889570e+01	1.090794300000000021e+02	3.339976774302288121e+00	7.291446241649310878e-01
