mass_1	phi_12	tilt_2	chi_eff	mass_1_source	mass_ratio	ra	chirp_mass_source	total_mass_source	phi_2	phi_1	chirp_mass	psi	theta_jn	geocent_time	dec	phi_jl	iota	luminosity_distance	total_mass	tilt_1	chi_p	a_1	a_2	mass_2_source	mass_2	phase	redshift
1.918644451682297927e+02	5.722596027971176724e+00	1.777452104698765245e+00	2.175921096592271439e-02	9.865219389608908784e+01	4.485974082452299783e-01	2.576710029686296366e+00	5.662800518413835249e+01	1.429073123955805613e+02	2.438166305838523229e+00	2.998755585046932737e+00	1.101333925435293111e+02	1.299161894926774918e+00	2.869441442839462564e+00	1.266214786642465830e+09	-2.454404610805767106e-01	1.768780701322109961e+00	2.361256503458914136e+00	6.327501751240853991e+03	2.779343380051067243e+02	1.491896905858496325e+00	8.215259861301262845e-01	8.240896837918165740e-01	3.632111457011095723e-01	4.425511849949145926e+01	8.606989283687691739e+01	1.831949708565181689e+00	9.448573578639487547e-01
1.705605502945624323e+02	1.965116656539735551e+00	2.260435212480488065e+00	-2.181304467266221292e-01	7.866514012544500645e+01	5.654011646350602938e-01	2.477027446139913991e+00	5.108239010014074921e+01	1.231425019685518265e+02	2.440021453912848415e+00	4.749047973731128636e-01	1.107560547397197865e+02	1.415703848486185912e+00	2.516597110296748152e+00	1.266214786639806747e+09	3.464874959613051253e-02	4.243603348854394497e+00	2.646568736772501484e+00	8.221601209342856237e+03	2.669956840719048046e+02	2.042279882281165193e+00	2.734955818141324158e-01	3.069895456044259840e-01	5.615823393269372410e-01	4.447736184310681296e+01	9.643513377734237224e+01	6.263019538652126350e+00	1.168184662514736516e+00
1.625838812090219392e+02	3.909798152559889495e+00	1.643116764592241541e+00	-4.372031231115638093e-03	7.961394574743241037e+01	4.695097288567847138e-01	2.921452478664946284e+00	4.683186065753371707e+01	1.169934678285281677e+02	3.417282001064680497e+00	5.790669155684376790e+00	9.563783830155772137e+01	2.873362386366678400e+00	2.029711267489628379e-01	1.266214786650021791e+09	-2.167806828235838701e-01	2.642466867578793011e+00	1.789936828499480437e-01	7.140658436729864661e+03	2.389185951919535285e+02	1.568454939106141754e+00	2.248227505951080896e-01	2.248233668465013657e-01	2.048939218051270550e-01	3.737952208109576446e+01	7.633471398293158927e+01	7.625154491801761081e-01	1.042153289636010172e+00
1.441730544160800775e+02	5.136639421061815369e+00	1.443829700127794879e+00	6.919450206450517005e-02	7.447759677627573183e+01	9.927962593144619152e-01	2.869747115669383675e+00	6.460247459177632834e+01	1.484186762584931216e+02	9.545971756350386528e-01	2.101143061752809515e+00	1.250568827121511362e+02	1.797030811297407604e+00	1.165528832765762995e-01	1.266214786630548954e+09	-6.154309319177855286e-01	3.039055113807965114e+00	1.269658772355344023e-01	6.252753485786523925e+03	2.873075235343047780e+02	8.809868188810328071e-01	1.492295618146982084e-01	1.934611050651957598e-01	1.175193749235858981e-01	7.394107948221737558e+01	1.431344691182246720e+02	5.090467621355323047e+00	9.357909043327952148e-01
1.682334448745126281e+02	6.204762616071226589e+00	1.539226427590159929e+00	2.065147208257029632e-01	7.714919967359931263e+01	8.180130134754474147e-01	3.034482291505923968e+00	6.068315542357009917e+01	1.402582489858193071e+02	9.370500480313861402e-01	1.015472739139745784e+00	1.323271832495262004e+02	1.782851657387133359e+00	2.437823876964854364e+00	1.266214786646869183e+09	2.909774464468917188e-01	4.206652089381997861e+00	2.686125449640944574e+00	8.329857236988829754e+03	3.058505920836682890e+02	1.163566043155005447e+00	8.593443560443232432e-01	9.358793137242409355e-01	1.849297309596920069e-01	6.310904931221997316e+01	1.376171472091556325e+02	6.055084446079022520e+00	1.180624628463678105e+00
1.576383916729128316e+02	5.873286168106876204e+00	1.199789039088901443e+00	8.555392901928694782e-02	6.082255811721536531e+01	9.377044435612332807e-01	5.106342985391528089e+00	5.126804530567994078e+01	1.178561411324895687e+02	2.848100419103751335e+00	3.257999558176460475e+00	1.328752432711954441e+02	1.617491834939024153e+00	2.346440524979729769e+00	1.266214786607922792e+09	-9.835922610878373717e-01	1.614691325961064905e+00	2.001881594820387189e+00	1.204138208443568510e+04	3.054566120204493131e+02	1.492579070482204839e+00	9.762957622748147379e-01	9.792898532188477612e-01	2.625503591400916159e-01	5.703358301527421048e+01	1.478182203475364815e+02	1.561808082217699845e+00	1.591775100434233092e+00
1.557603056663152188e+02	2.843155003452064733e-01	1.219154807960509679e+00	3.059916296795183593e-02	1.016135251385701395e+02	9.176940126260286767e-01	2.550440979866039015e+00	8.472554955402895871e+01	1.948636487600604141e+02	3.811717495892372298e+00	3.527401995547165825e+00	1.298732376254591543e+02	2.966857491873554409e+00	1.630365898754916776e+00	1.266214786638591290e+09	-5.960083667739319857e-01	2.329920583693784852e+00	1.316398876516916561e+00	3.145437508227488252e+03	2.987006055810927592e+02	1.884958193508464941e+00	7.906032056051734980e-01	7.603513272684160329e-01	9.289862586342770845e-01	9.325012362149027467e+01	1.429402999147775688e+02	1.831091258059786675e+00	5.328698168270928903e-01
1.503336888571947156e+02	2.946741358619453965e+00	5.990755156884884913e-01	-1.823825793252743799e-01	9.930300047078695513e+01	6.754878691396347667e-01	2.783226714359557263e+00	7.077903642478388235e+01	1.663809726579709718e+02	3.209326670557901551e+00	2.625853119384480294e-01	1.071515824199666156e+02	1.192909239422606626e+00	1.145887193642333601e+00	1.266214786639848232e+09	-6.329464814957699303e-01	1.146632438972981172e+00	9.781302218319449793e-01	3.011314577055224163e+03	2.518822720032420079e+02	2.465229350093158356e+00	5.126355394199555437e-01	8.189575341221778659e-01	5.970849454529039146e-01	6.707797218718403087e+01	1.015485831460473065e+02	3.898730840313587631e+00	5.138886855832719425e-01
1.320018579864264439e+02	4.875178412232494374e+00	1.931313177623139588e+00	-1.886406537202416425e-02	6.313360477333434773e+01	8.417859312452573572e-01	3.198985573383765768e+00	5.038876971409223415e+01	1.162785850603256392e+02	2.782762945519920095e+00	4.190769840467011065e+00	1.053545294584492922e+02	9.678526498797014321e-01	2.089152956409718431e+00	1.266214786655053854e+09	3.859607627597159141e-01	9.597499761757494197e-02	2.080388982283963184e+00	7.554663268962893198e+03	2.431191649376346504e+02	1.660250196420674618e+00	2.105140448691402988e-01	2.113591284364675360e-01	5.341661243392836073e-02	5.314498028699127730e+01	1.111173069512081923e+02	5.532296865596771696e+00	1.090833534063936350e+00
1.672840177054523565e+02	4.780277079238747895e+00	6.821618867802702324e-01	2.253086208078238506e-01	1.121701195516100427e+02	5.139278282273253007e-01	2.614915290599242326e+00	6.924643650771153602e+01	1.698174654847684337e+02	4.749697343294157825e+00	6.252605571234996162e+00	1.032701236042253043e+02	2.757992264156133189e+00	1.293505165764741172e+00	1.266214786645897865e+09	-6.412773832020501885e-01	2.532191937915021285e+00	1.245207592305782596e+00	2.853703148663422326e+03	2.532559296219569092e+02	2.063189167153482995e+00	2.741064663676254232e-01	6.094892425069967784e-02	9.272956695265848204e-01	5.764734593315839106e+01	8.597191191650456688e+01	6.192571768104518926e-01	4.913420648400407265e-01
1.494951029270741287e+02	5.541233156225081835e+00	1.468962171178812337e+00	-1.466010858474189188e-02	6.793379187190596724e+01	8.112036257339609868e-01	3.204518464880607098e+00	5.320719086342718640e+01	1.230419301482523764e+02	4.416063851687349384e+00	5.158016002641854669e+00	1.170877446321083681e+02	8.857426001250408021e-01	3.351875179110064829e-01	1.266214786642341375e+09	1.446342808822860260e-01	3.826767676992561817e+00	5.008635054220337279e-01	8.504245509919328470e+03	2.707660724509883607e+02	2.242697329238777737e+00	6.150517175937042502e-01	1.466778085774796958e-01	7.851863881368025266e-01	5.510813827634640916e+01	1.212709695239142178e+02	2.749943674857134646e+00	1.200600007857030471e+00
1.680772307486086561e+02	5.857455864369303988e+00	7.112879250827291999e-01	3.747393534120083691e-01	5.479409432662164647e+01	8.147744195996364791e-01	2.996447594908318024e+00	4.301219980450856184e+01	9.943892072908252544e+01	2.713164915599827864e+00	3.138894358410110996e+00	1.319370549032920792e+02	1.079911229667643413e+00	2.553532564558154583e+00	1.266214786649784565e+09	1.201691571410521409e-01	9.058195598879111854e-01	2.268928428304708422e+00	1.659015742750563368e+04	3.050222588797204253e+02	1.299244119413732301e+00	8.591646451467498391e-01	8.918456947465970286e-01	7.142636985765367097e-01	4.464482640246089318e+01	1.369450281311117976e+02	1.221826483790921403e+00	2.067433321312302841e+00
1.470674180935396294e+02	2.140095745293708607e+00	2.439415516419305874e+00	-2.764160261344185132e-01	8.203750615792210965e+01	8.547451875051141901e-01	2.867070343926684473e+00	6.598688051018332601e+01	1.521586697413272020e+02	5.121659871445653600e+00	2.981564126151944549e+00	1.182937000303054305e+02	2.963993038323380347e+00	4.354653218236264611e-01	1.266214786632123947e+09	-5.177273239099680069e-01	3.395118100510525316e+00	4.921177149508443316e-01	5.098265660272221794e+03	2.727725859477951644e+02	1.850757658214936763e+00	4.230015099310179827e-01	4.976955932449080543e-03	7.835570271795232467e-01	7.012116358340509237e+01	1.257051678542555493e+02	1.699654387755638707e+00	7.926851385564427366e-01
1.658360813979255397e+02	5.478952315359596703e+00	1.488895918962386045e+00	1.788607927121359242e-01	1.053239118049008027e+02	7.283434903434536922e-01	2.685754045574071824e+00	7.805535709209965489e+01	1.820358973455083458e+02	4.737416158276390732e-01	1.277974607647627714e+00	1.229008145486224777e+02	2.860922902186265659e+00	1.303534411870482357e+00	1.266214786632126570e+09	-7.675166675911841985e-01	3.792404355641934899e+00	1.473872603022698513e+00	3.444288450954300060e+03	2.866217117481717196e+02	9.327382633577175897e-01	6.455425616087356877e-01	4.259473793592715163e-01	9.301507100648865878e-01	7.671198554060754304e+01	1.207856303502461799e+02	6.173931293529077990e+00	5.745340118501851556e-01
1.871918441773597124e+02	5.487217062727961725e+00	4.106657033106190235e-01	2.573647396489429084e-01	1.041124094355765806e+02	5.366920903641563267e-01	2.943606848056447234e+00	6.576884923425356533e+01	1.599887160884050843e+02	6.070557345991100640e+00	5.833402832631389145e-01	1.182509582126306356e+02	1.670192452268350669e+00	6.396040632603591236e-01	1.266214786638248444e+09	-4.838455142856252778e-01	5.370985811442770874e+00	7.218522470644361810e-01	5.140070277804818943e+03	2.876562263280283105e+02	1.399107681362838029e+00	1.485934744332574053e-01	1.375958771096120192e-01	7.559562217830977371e-01	5.587630665282850373e+01	1.004643821506686123e+02	1.879533285010454469e+00	7.979782159704182920e-01
3.109179686884396006e+02	1.496120367026891662e+00	2.483648085560381080e+00	-7.833958569735646749e-02	1.474486020439543097e+02	2.590949778489065602e-01	2.886246879722534686e+00	6.261874481794491487e+01	1.856517943243848947e+02	1.342680066773302094e+00	6.129745006925996442e+00	1.320412175546527465e+02	1.836772011592116671e+00	1.236735583096881141e+00	1.266214786627067566e+09	3.118858895540870257e-01	3.622714291992326086e-01	1.098296102004325814e+00	7.707340118148747933e+03	3.914752528985978870e+02	1.447842495558365306e+00	5.155983339849105063e-01	5.195203512966585224e-01	7.919315294808619843e-01	3.820319228043058501e+01	8.055728421015828644e+01	3.358295421154623206e+00	1.108653214601215353e+00
1.405801958567510610e+02	9.584187983761628671e-02	2.338384004667273697e+00	-4.963807259934722993e-02	8.866000148459930585e+01	9.797577544654259007e-01	3.032419073350979488e+00	7.639704302379867329e+01	1.755253254500516675e+02	3.181814153056573335e+00	3.085972273218956730e+00	1.211359247837124258e+02	1.301889519242947824e+00	1.298012429901980846e+00	1.266214786647753716e+09	2.971118452821224221e-01	4.841994374656009015e-01	1.159062843300926238e+00	3.524733654986008332e+03	2.783147328716712536e+02	9.562864009635848594e-01	5.888766535206710895e-01	7.207297670284973368e-01	7.552254983285155987e-01	8.686532396545234747e+01	1.377345370149201926e+02	3.868531097762712978e-01	5.856101229726525803e-01
1.770857445850511738e+02	2.802850039846046748e+00	1.699630824963568099e+00	2.553861248618877200e-01	7.988293600293629027e+01	6.248995728086238488e-01	2.928519227490255616e+00	5.467324488283357198e+01	1.298017485858698024e+02	9.390635839315972788e-01	4.419398851265136763e+00	1.212005061832171720e+02	1.986870103359968054e+00	7.798028535202731204e-01	1.266214786651934862e+09	-3.792665025142172297e-02	3.300176551150804549e+00	8.230860128797401476e-01	8.646308047229034855e+03	2.877465507267467046e+02	9.505145789230932118e-01	6.375831181197262332e-01	7.835462518723507186e-01	5.040820028230416083e-01	4.991881258293352630e+01	1.106608061416955593e+02	2.049023721461353809e+00	1.216815673606963522e+00
1.538599579266297894e+02	2.320839573292252211e+00	8.827277098428439883e-01	1.832672439150965504e-01	9.371753527906214742e+01	8.057983223228964986e-01	2.905484232679668821e+00	7.315143072190159046e+01	1.692349679791673225e+02	1.948556148279205757e+00	5.910901882166538890e+00	1.200957325609383588e+02	1.366875032148162417e+00	1.004735312784064138e+00	1.266214786639980555e+09	-4.588158832292159595e-01	3.311057305476035051e+00	1.028804161059369449e+00	3.938575538668684203e+03	2.778400538965795477e+02	1.931365352200203667e+00	5.661348664168074363e-01	4.223172843794071318e-01	9.378970443528813483e-01	7.551743270010514664e+01	1.239800959699497298e+02	5.538765775737099162e+00	6.417414037669888494e-01
1.721478271316023836e+02	2.929431155882783244e+00	1.613476992451960301e+00	-8.725446471354909861e-02	9.941516564894806152e+01	2.915751360103467915e-01	2.961394238212164964e+00	4.508987148077295615e+01	1.284021560945312501e+02	4.167957264094557246e-01	3.770549877706258712e+00	7.807786015734919260e+01	7.028317925098087615e-01	2.779603207280400556e-01	1.266214786643772364e+09	-3.434874743245797113e-01	2.878219873021122588e+00	2.733452260017416591e-01	4.621241817706012625e+03	2.223418532413850244e+02	2.543866441355442820e+00	1.687615867239530831e-01	1.261320812327449137e-01	6.778262113444271098e-01	2.898699044558318860e+01	5.019402610978263368e+01	1.629825432147716358e+00	7.316052938993813370e-01
1.708044680136856357e+02	9.551111414933840527e-01	1.677406404238348747e+00	-8.830895004606163778e-02	9.312713023884425922e+01	6.272594814553720255e-01	2.936781308838476434e+00	6.386357098569535395e+01	1.515420056618885951e+02	4.445187476435882523e+00	3.490076334942498804e+00	1.171321744768640229e+02	1.466546276895835277e+00	8.371822506661837915e-01	1.266214786633948565e+09	-6.026458897518192082e-01	7.605799969082412959e-01	6.068017514902107612e-01	5.427268320392009628e+03	2.779431900502107737e+02	1.696789849357893454e+00	6.682727176001785896e-01	6.736122326818745343e-01	8.847801760228254375e-01	5.841487542304433589e+01	1.071387220365251238e+02	5.957478313680248050e+00	8.340999832768539735e-01
1.699132875083961949e+02	5.348778459151057874e+00	1.762665280736575690e+00	2.858485074197717468e-01	6.920463965088814007e+01	7.818878168904704884e-01	2.439765681329959079e+00	5.319193724964132741e+01	1.233149042662127499e+02	1.069705674168510257e+00	2.004112522197038615e+00	1.305984247966658813e+02	2.923170259899008805e+00	2.928868287884122346e+00	1.266214786644472837e+09	-1.735066185829425844e-01	1.998225206682064270e+00	2.674492320661709499e+00	1.078235253649583683e+04	3.027664169390189386e+02	6.258370877395161846e-01	6.147447595813694265e-01	7.810502875689560032e-01	8.294381331811782054e-01	5.411026461532460985e+01	1.328531294306227437e+02	3.392330493685804083e+00	1.455229712423126598e+00
1.613733181388118396e+02	2.781499833590666881e+00	2.037968336571786221e+00	-1.774619250795636816e-01	8.676768312764521340e+01	6.792626334538759414e-01	3.232296863046144608e+00	6.202359154281902676e+01	1.457057280676209245e+02	4.010350085786312135e+00	1.228850252195645254e+00	1.153534635173643750e+02	1.268827157261615435e+00	1.917413767632182742e+00	1.266214786643353701e+09	3.645468567453251652e-01	4.664891498347062182e+00	2.111793956988826437e+00	5.633840216614806195e+03	2.709881831869712983e+02	1.866947569590883704e+00	5.614875128423856276e-01	5.870433924971359962e-01	4.141078841205824701e-01	5.893804493997572536e+01	1.096148650481594586e+02	1.413369208171228741e-01	8.598320517722386480e-01
1.883866272417878918e+02	3.059979011022338824e+00	6.171987871606422482e-01	9.892528578901710334e-02	9.381413765849923436e+01	5.794504298676127485e-01	3.265197799853126526e+00	6.171302920549804583e+01	1.481747800523760077e+02	2.422071012059813455e+00	5.645277308217059975e+00	1.239249191973408557e+02	2.665207303484570023e+00	2.371349781359761266e+00	1.266214786639619827e+09	3.347903164940626564e-01	3.292438038141258794e+00	2.382308176618836981e+00	6.853686609045910700e+03	2.975473393783515803e+02	1.170263097127956620e+00	3.140891515129811684e-01	3.410849273862018860e-01	4.921315883199843533e-02	5.436064239387678043e+01	1.091607121365637170e+02	6.348909366728285875e-01	1.008083556953323301e+00
1.468875562302443996e+02	2.232843076878470168e+00	5.925867654170706711e-01	7.073373034905988677e-02	7.144818358550202220e+01	8.030718980647494343e-01	2.566267361208815601e+00	5.567256623898724399e+01	1.288262119907898011e+02	3.647152815962074079e+00	1.414309739083604356e+00	1.144550749022906189e+02	2.343619912228535274e+00	2.754624561934137628e+00	1.266214786642873764e+09	-3.686145594432437278e-01	1.934724599939957601e+00	2.607826112557427134e+00	7.256774805390963593e+03	2.648488248141593999e+02	1.343780781498997934e+00	4.549140667022186224e-01	4.668934093872396662e-01	3.370726691331205060e-02	5.737802840528778603e+01	1.179612685839149862e+02	3.543869596644273479e+00	1.055861308978752522e+00
1.650347766274521462e+02	6.082000567036325300e+00	1.347228057366606002e+00	3.470707879663058326e-02	8.814971183422650824e+01	7.491973705486574264e-01	2.923136277472735856e+00	6.628433146781941332e+01	1.541912441550508959e+02	4.089430288535794489e+00	4.290615028679056309e+00	1.240981917021324392e+02	2.940992077610343536e+00	6.465867772903010069e-01	1.266214786631668568e+09	-6.333098186217096526e-01	5.603268660891615127e+00	7.562108428955021111e-01	5.733779124882642463e+03	2.886783973258243350e+02	1.571806411431169614e+00	2.572125665447383969e-01	2.163753965223911002e-01	3.668048449547035572e-01	6.604153232082437341e+01	1.236436206983721746e+02	4.411720731072012569e+00	8.722100525730013265e-01
1.590851891426830207e+02	4.303925706233330040e+00	1.015383343275875649e+00	4.506647364542813033e-02	7.820062859525621946e+01	8.216216348231781819e-01	3.099779585280998617e+00	6.164838853989037659e+01	1.424519569058907962e+02	1.443918593323282984e+00	3.423178194269538732e+00	1.254126178699924594e+02	8.181411043318743692e-01	8.712181517232537864e-01	1.266214786645544767e+09	3.375198726026285012e-01	3.572681449413751320e+00	9.587863404002175960e-01	7.074480966697380609e+03	2.897930223222487598e+02	1.547634452696663665e+00	5.568583582709859536e-01	5.570077612401083123e-01	1.597139091787105336e-01	6.425132831063459093e+01	1.307078331795657391e+02	3.576372391265188799e+00	1.034321104579118522e+00
3.211736170620533812e+02	1.998571631927737791e+00	2.749140009396005002e+00	-1.307420830212630003e-01	2.188798608292204904e+02	3.326700988240385848e-01	3.176942181809067733e+00	1.067749885474350435e+02	2.916946457618690829e+02	5.631713146302820938e+00	3.633141514375083592e+00	1.566764029985205298e+02	1.336148308469524482e+00	8.526559455474593818e-01	1.266214786617400408e+09	4.306395116561643199e-01	4.213817349017412006e+00	1.439895788185634462e+00	2.688085741846396104e+03	4.280184759897605886e+02	1.680334645886804701e+00	6.935956650580190619e-01	6.977776737344885127e-01	3.186802004866886029e-01	7.281478493264859253e+01	1.068448589277072216e+02	3.831319254288351850e+00	4.673511571384215690e-01
1.817253656698193254e+02	4.796243880958134476e+00	1.265404014333045613e+00	1.316339078218912717e-01	8.510944978477368750e+01	4.558386045924949226e-01	3.410339168403083931e+00	4.927672066369263604e+01	1.239056226122999647e+02	3.226280406983510041e+00	4.713221833204962685e+00	1.052154620228919555e+02	2.514447848543112762e+00	2.651367999857726865e+00	1.266214786642270803e+09	3.832215311848410355e-01	5.531897303206093852e+00	2.729447807240202639e+00	7.935842646002312904e+03	2.645628027758106668e+02	9.942170329900421599e-01	3.764836955999588675e-01	1.092513181586320381e-01	9.636830220399894564e-01	3.879617282752626295e+01	8.283743710599132726e+01	5.230282772921743373e+00	1.135196104890463742e+00
1.726781985671047437e+02	5.621847042786958681e+00	1.159421199116491996e+00	1.626225732244572231e-01	7.514283691720332570e+01	7.825956049827715866e-01	2.972563434362314183e+00	5.778291721004911352e+01	1.339492908345438025e+02	3.084777015970942671e+00	3.746115280363569333e+00	1.327851124755590604e+02	2.543415286707671363e+00	6.003855178658801250e-01	1.266214786639201403e+09	-4.342477213218338683e-01	5.141441794946785215e+00	9.189221484695289099e-01	9.364003217550742193e+03	3.078153978420632484e+02	1.600218608848997581e+00	6.747620296518344052e-01	5.073681248549748446e-01	9.740505540424811981e-01	5.880645391734047678e+01	1.351371992749585047e+02	4.751586407595547179e+00	1.297999458782365112e+00
1.725444741489468754e+02	1.551796842085767736e+00	4.195290546839843815e-01	3.006467478022030737e-01	6.470401170248999279e+01	8.122605337373037804e-01	4.818498388604346871e+00	5.071124732701281346e+01	1.172605267828992481e+02	1.713640618619871603e+00	1.618437765341038670e-01	1.352303400244948364e+02	2.182275836494956156e+00	2.706051925370401179e+00	1.266214786610142231e+09	-8.498043187392854136e-01	2.164979388404133509e+00	2.548859537101161532e+00	1.274172945442470700e+04	3.126955408145928459e+02	9.844247805931893858e-01	5.781969953878499657e-01	6.941524267981196150e-01	2.166912110440206152e-01	5.255651508040926245e+01	1.401510666656459989e+02	4.886917294662397993e+00	1.666673512336591001e+00
1.410599833453723591e+02	2.947225865641354137e+00	2.026971587843307443e+00	-9.826846652333900978e-02	6.563929229925817310e+01	8.559523663082904132e-01	4.757273283279936038e+00	5.283482617962933858e+01	1.218233998656097299e+02	1.865999281007823640e+00	5.201958722546055292e+00	1.135429624526647672e+02	3.085537831368798667e+00	6.923642188649727913e-01	1.266214786611162663e+09	-8.154813813252115295e-01	4.484977016589583698e+00	7.725117507643293191e-01	8.055332711706752889e+03	2.618006098812518303e+02	1.886838325161560803e+00	3.456240131497525514e-01	3.636336861618703620e-01	1.839529189176849766e-01	5.618410756635157099e+01	1.207406265358794997e+02	2.341694613856201368e+00	1.149017431544833379e+00
1.697134922053849380e+02	1.932014645636620287e+00	5.532196107279778730e-01	2.623638386260128130e-01	1.030595837001454669e+02	7.182526886420858014e-01	2.510815739019676585e+00	7.582935005986036003e+01	1.770824067831090645e+02	3.804353861000572046e+00	1.872339215363952647e+00	1.248720725261900384e+02	1.839364700805045105e+00	2.168701173820266614e+00	1.266214786636144638e+09	-4.526062027391790643e-01	2.936354810264370840e+00	2.148991050506271705e+00	3.975997342950074199e+03	2.916106642807403659e+02	2.546466604690687863e+00	3.278048674652037642e-01	1.273771466798811480e-01	9.102779660730208056e-01	7.402282308296356916e+01	1.218971720753553996e+02	2.511115935817213263e+00	6.467511910311100065e-01
3.272529815223430205e+02	2.407859451345154334e+00	1.382668268133112166e+00	1.412820534531877281e-01	1.758552876814551666e+02	3.924222199835146752e-01	2.659814932382801089e+00	9.389736316767030644e+01	2.448648100692514333e+02	4.802209884794923056e+00	2.394350433449769611e+00	1.747356730573122547e+02	1.321047651748274543e+00	2.204006772515461066e+00	1.266214786614920378e+09	-6.483825528091347046e-02	3.160288248146149392e+00	2.191957373082203731e+00	5.642625996798716187e+03	4.556743230275649807e+02	1.228646534546841362e+00	3.720475622613592104e-01	3.949400407148201397e-01	8.749955628495489357e-01	6.900952238779625247e+01	1.284213415052219602e+02	3.442398764776349651e+00	8.609220446935330617e-01
1.366482337079423530e+02	5.265955803832073068e-01	2.202891001235904866e+00	-6.272601306961196957e-03	8.916142787517080137e+01	9.427922186037414054e-01	4.297443596575611480e+00	7.536007767774344757e+01	1.732221282754805713e+02	1.355738664678849403e-01	5.892163593264263532e+00	1.154963727271651095e+02	2.508119831285887003e+00	1.178129622661202802e+00	1.266214786619497061e+09	-1.201979621787098829e+00	5.840708782628341034e-01	1.174464440018331279e+00	3.143476471342426976e+03	2.654791251337359199e+02	1.776540219157904499e+00	1.398918085711368595e-02	9.080671882263868094e-03	1.854678824786096594e-02	8.406070040030975576e+01	1.288308914257935385e+02	3.797537902047819269e+00	5.325935997711338521e-01
1.768743398098104933e+02	6.187242059709653574e+00	1.279565387300514612e+00	1.053195573845950583e-01	8.541606791761658712e+01	6.710724356858250861e-01	2.538725491015725311e+00	6.067393475837078398e+01	1.427364366617974270e+02	1.192716780524172293e+00	1.288660027994104063e+00	1.256398522629370689e+02	1.303246356266603900e+00	2.553838926195796777e+00	1.266214786640094519e+09	3.481554488184546159e-03	3.800628163801869963e+00	2.682870448897615834e+00	7.383209657144842822e+03	2.955698338363023367e+02	1.427534552716904326e+00	5.812499006965285986e-01	5.872661064092495886e-01	4.782458863014931727e-01	5.732036874418082562e+01	1.186954940264918292e+02	5.161212957808824164e+00	1.070738493609949327e+00
1.592627505747912267e+02	2.591009241772206817e+00	1.554776635238906080e+00	-7.398548263118610857e-02	8.727278116549000231e+01	7.981723161081347717e-01	3.226764832877165645e+00	6.779076752249005722e+01	1.569314990415475677e+02	6.187449508918332342e+00	3.596440267146125080e+00	1.237103247430051596e+02	1.381229110404421201e+00	1.922750073897810053e+00	1.266214786642695904e+09	4.728952721102299694e-01	3.012248258107263599e+00	1.906391768092523087e+00	5.353685413695247917e+03	2.863818690708245072e+02	2.477634971603988046e+00	4.495554317954654211e-01	1.783684037816792300e-01	5.816621068133617234e-01	6.965871787605755117e+01	1.271191184960332805e+02	1.321601507319012103e-01	8.248845567645091137e-01
2.415072177082128064e+02	1.385968178201671508e+00	1.410324660071272884e+00	4.078458597078908343e-01	1.025865729607320702e+02	3.193467418364224764e-01	2.930972690052954022e+00	4.893011380277700084e+01	1.353472607919063080e+02	4.004062934501259718e+00	2.618094756299587544e+00	1.151902759358008410e+02	3.021116308002736339e+00	7.072881213793752453e-01	1.266214786652248621e+09	2.141444017215026197e-01	5.126855625664576976e+00	1.105924825068188566e+00	9.866671619430720966e+03	3.186317608133101089e+02	9.453135637318265116e-01	6.772116321106390613e-01	8.353618726487138657e-01	9.601915632664351774e-01	3.276068783117422356e+01	7.712454310509731670e+01	5.397088969503443856e+00	1.354179603998045156e+00
1.963100075354487046e+02	5.640688156539206410e+00	5.848612367272540968e-01	5.984594966391797444e-01	7.980601113031200100e+01	8.394068714478765125e-01	2.881642607061735362e+00	6.360387209221960347e+01	1.467957252559415906e+02	5.520430419042719805e+00	6.162927569683100515e+00	1.564553400535122307e+02	6.258348764749769311e-01	8.568764370723208623e-02	1.266214786632521868e+09	-5.366200256245634570e-01	4.979416869577335980e+00	2.949739369418702406e-01	1.082446572876554637e+04	3.610939767946887287e+02	7.332857138498001248e-01	5.803127394739785450e-01	8.670255515596030360e-01	6.524308831697804845e-01	6.698971412562960381e+01	1.647839692592400525e+02	1.960522124612682271e+00	1.459839863627591550e+00
1.751094362860666536e+02	1.557767841638443285e+00	1.117631929587076911e+00	4.138083398484496689e-01	8.038315801381507697e+01	8.451979702998574373e-01	2.513127104436648551e+00	6.428824023277590527e+01	1.483228400133843081e+02	1.395393640211182174e-01	4.864956829562260943e+00	1.400477137891229518e+02	2.345217091877027649e+00	2.252270589371051290e+00	1.266214786638808489e+09	-2.035403003698508240e-01	2.389934191689133236e+00	2.145554476689570222e+00	8.310777808039578304e+03	3.231115764154023964e+02	5.127120057207045223e-01	5.084679521811342751e-01	5.851911620748699860e-01	6.853682037033115293e-01	6.793968199956923115e+01	1.480021401293357428e+02	5.889147755887656821e+00	1.178434396120284333e+00
1.361635479020305866e+02	3.477247346024964880e+00	1.790869811811580226e+00	-1.331296447640386293e-01	9.564967037448762710e+01	9.151377134834806082e-01	2.852202384113411426e+00	7.964075123230102804e+01	1.831822910164448501e+02	4.607166686367791364e+00	1.129919340342826928e+00	1.133738067566363128e+02	9.390293698197770267e-01	1.212328233745852968e+00	1.266214786632727146e+09	-7.604282659916909992e-01	9.369984125284981369e-01	1.184518462127999827e+00	2.391587678839477121e+03	2.607719457888932197e+02	2.354203200337088298e+00	2.215652532909913597e-01	3.127184934038155228e-01	1.715773453949333005e-01	8.753262064195722303e+01	1.246083978868626474e+02	3.418579853406933378e+00	4.235652602766220576e-01
