mass_1	mass_2	chirp_mass	ra	dec	geocent_time	phase	iota	psi	luminosity_distance	total_mass	mass_ratio	chi_eff	chi_p	tilt_1	tilt_2	phi_12	theta_jn	phi_jl	mass_1_source	mass_2_source	total_mass_source	chirp_mass_source	a_1	a_2	phi_1	phi_2	redshift
4.278978000000000037e+01	8.755650499999998004e+00	1.591252314747787189e+01	3.451250799999999952e+00	4.114870400000000261e-01	1.239082262172363043e+09	3.578710964925968074e+00	2.900374411329685653e+00	6.727955925754193212e-01	1.169276399999999967e+03	5.154543050000000193e+01	2.046201335926476073e-01	3.984955585459029614e-01	4.066197668052223269e-01	7.208794274958894022e-01	1.314719068825541015e+00	4.113394607610728393e+00	2.769018491288222528e+00	5.428227708786532268e+00	3.484468399823329321e+01	7.129923894712083765e+00	4.197460789294537875e+01	1.295792688554227290e+01	6.160480152844198809e-01	3.327320969943732831e-01	5.870685081092466895e+00	3.700894381523610388e+00	2.280145804212070915e-01
4.278978000000000037e+01	8.755650499999998004e+00	1.591252314747787189e+01	3.438292800000000149e+00	3.967411299999999974e-01	1.239082262172363043e+09	3.727644150969015246e+00	2.997847424023847296e+00	9.786170013024664271e-01	1.163891100000000051e+03	5.154543050000000193e+01	2.046201335926476073e-01	3.984955585459029614e-01	4.066197668052223269e-01	7.208794274958894022e-01	1.314719068825541015e+00	4.113394607610728393e+00	2.841674979136850077e+00	5.212741670822339302e+00	3.487115092855103882e+01	7.135339561529489671e+00	4.200649049008053026e+01	1.296776932084630829e+01	6.160480152844198809e-01	3.327320969943732831e-01	5.870685081092466895e+00	3.700894381523610388e+00	2.270825269769204957e-01
4.278978000000000037e+01	8.755650499999998004e+00	1.591252314747787189e+01	3.408758999999999872e+00	3.668294000000000277e-01	1.239082262172363043e+09	4.214805739714654109e+00	2.691413586453072160e+00	1.282625852716896997e+00	9.780984799999999950e+02	5.154543050000000193e+01	2.046201335926476073e-01	3.984955585459029614e-01	4.066197668052223269e-01	7.208794274958894022e-01	1.314719068825541015e+00	4.113394607610728393e+00	2.783017596143325001e+00	6.262999039487588959e+00	3.582458081095475677e+01	7.330430511438160934e+00	4.315501132239292303e+01	1.332232770075025385e+01	6.160480152844198809e-01	3.327320969943732831e-01	5.870685081092466895e+00	3.700894381523610388e+00	1.944251413798918082e-01
4.258416700000000077e+01	8.334655800000000170e+00	1.544208093840642881e+01	3.432733900000000116e+00	3.784023000000000247e-01	1.239082262172363043e+09	3.283712506912378704e+00	1.862267275670356437e+00	1.361777489118932261e+00	9.176393500000000358e+02	5.091882279999998673e+01	1.957219405043193194e-01	3.668496833479634733e-01	5.770164826221469978e-01	8.713513223982572997e-01	2.224289760653772596e+00	5.815674284640257596e+00	1.717877947380432646e+00	5.889287156392216005e+00	3.597927794412829172e+01	7.041934097169047391e+00	4.302121204129732490e+01	1.304698345088329070e+01	7.540731555520902019e-01	3.934461260428610552e-01	5.844664910083110065e+00	5.377153887543780542e+00	1.835748084252372125e-01
4.257267000000000223e+01	8.368758200000000258e+00	1.547607841683727337e+01	3.304904099999999900e+00	2.323987600000000098e-01	1.239082262172363043e+09	5.319855323126953195e+00	7.927419942848397127e-01	2.539293587635899740e+00	9.439225800000000390e+02	5.094142819999999716e+01	1.965758360939071914e-01	3.381965034404734727e-01	5.067255862999995308e-01	8.388403983004338871e-01	2.468657792937316131e+00	2.567610651902589754e-03	7.195024251762022205e-01	3.132278362800480220e+00	3.582635450085358286e+01	7.042595590202007649e+00	4.286895009105558074e+01	1.302364807386102363e+01	6.812030604725050065e-01	3.290877968909447504e-01	1.352598574195050141e+00	1.355166184846952504e+00	1.883059438544239517e-01
4.225222800000000234e+01	8.227097500000001062e+00	1.527689334583652503e+01	3.262921899999999820e+00	9.931199699999999908e-02	1.239082262172363043e+09	3.187299045347721016e+00	1.440947512531274566e-01	2.716677648499830067e+00	7.715653499999998530e+02	5.047932550000000163e+01	1.947139331918780469e-01	3.301515142786369261e-01	2.954570085096532850e-01	6.199194476980836033e-01	1.738488577557927073e+00	2.945389883390765906e+00	1.294959074101563468e-01	8.465068306439349488e-01	3.652316550135069662e+01	7.111569207385906033e+00	4.363473470873660176e+01	1.320546940190871155e+01	5.085584668883925685e-01	5.997675989944979413e-01	5.289048903039998528e+00	1.951253479251178646e+00	1.568610611924487752e-01
4.210590400000000244e+01	8.437664999999999083e+00	1.547412082892252094e+01	3.443766200000000222e+00	3.779961299999999857e-01	1.239082262172363043e+09	3.682242306831440715e+00	2.614588507686631758e+00	2.200427728688923779e+00	8.156421799999999394e+02	5.054356900000001218e+01	2.003914937914644812e-01	3.696587555656202229e-01	3.844802237823848889e-01	7.179447248489603250e-01	1.473680398582922102e+00	4.186120806900761604e-01	2.888877787738071579e+00	1.117620685483599052e+00	3.614243204007096466e+01	7.242635945766306982e+00	4.338506798583728141e+01	1.328251640053088067e+01	5.844602438319056459e-01	1.823679622756143037e-01	8.031573996950447381e-01	1.221769480385121120e+00	1.649991885802637448e-01
4.210590400000000244e+01	8.437664999999999083e+00	1.547412082892252094e+01	3.431889599999999874e+00	3.141004299999999860e-01	1.239082262172363043e+09	3.691080690763711036e+00	2.341502807399649111e+00	2.202434159385462831e+00	7.410219599999998081e+02	5.054356900000001218e+01	2.003914937914644812e-01	3.696587555656202229e-01	3.844802237823848889e-01	7.179447248489603250e-01	1.473680398582922102e+00	4.186120806900761604e-01	2.620762977167176988e+00	1.264676580969677167e+00	3.657628153005158822e+01	7.329575693144188442e+00	4.390585722319578110e+01	1.344195816027855095e+01	5.844602438319056459e-01	1.823679622756143037e-01	8.031573996950447381e-01	1.221769480385121120e+00	1.511805530424190080e-01
4.190324400000000082e+01	8.730148300000001527e+00	1.574251642887772817e+01	3.782004800000000166e+00	6.751300399999999868e-01	1.239082262172363043e+09	3.695473376851791336e+00	7.932636927998403253e-01	1.259759512705899143e-02	8.287361799999998766e+02	5.063339229999999702e+01	2.083406310976782527e-01	3.686872202171406765e-01	2.885649216618212942e-01	5.711483110623430948e-01	1.625546252305857253e+00	1.381165825674935954e+00	6.364096373617182945e-01	3.891678530203189545e+00	3.589439315540151654e+01	7.478260522864536242e+00	4.337265367826604745e+01	1.348506750344924754e+01	5.337879121871956789e-01	3.127593410431171450e-01	3.456571030498489794e+00	4.837736856173425970e+00	1.674036058663454229e-01
4.180952099999999660e+01	8.870114300000000895e+00	1.586923343806182451e+01	3.387824499999999794e+00	3.538411499999999932e-01	1.239082262172363043e+09	3.878767760113969398e+00	2.976138404538036575e+00	9.760289788471145922e-01	1.243900599999999940e+03	5.067963530000000105e+01	2.121553676733105576e-01	3.787727018696381287e-01	4.195143101454800183e-01	7.779552583467619353e-01	1.042986814660386452e+00	2.341560731063221379e+00	2.859114893700696491e+00	5.301798418132692703e+00	3.369423706150108444e+01	7.148413252254452566e+00	4.084265031375554145e+01	1.278899400560831801e+01	5.977483265862815198e-01	3.118874785599968780e-01	5.870824383133035340e+00	1.929199807016670931e+00	2.408507996096281856e-01
