mass_1	mass_2	chirp_mass	ra	dec	geocent_time	phase	iota	psi	luminosity_distance	total_mass	mass_ratio	chi_eff	chi_p	mass_1_source	mass_2_source	total_mass_source	chirp_mass_source	theta_jn	phi_jl	tilt_1	tilt_2	phi_12	a_1	a_2	phi_1	phi_2	redshift
9.998236799999999391e+01	5.214875399999999672e+01	6.220951265628062998e+01	6.117361700000000013e+00	-3.336334300000000086e-01	1.249074715353515625e+09	3.252452400000000132e+00	8.594845599999999530e-01	4.049861199999999606e+00	8.607127899999999499e+03	1.521311220000000048e+02	5.215795048983036253e-01	1.058854629688174009e-01	4.337739657537857396e-01	4.519286548129439751e+01	2.357167240266916863e+01	6.876453788396356970e+01	2.811921935207787726e+01	6.756294423298039309e-01	3.884495937796099252e+00	9.086072526285251527e-01	2.074450938005973910e+00	5.689909737828823921e+00	5.500221466887810218e-01	7.033936856272720028e-01	4.110086930544577299e+00	3.516811361193814545e+00	1.212348496498486305e+00
9.998236799999999391e+01	5.214875399999999672e+01	6.220951265628062998e+01	5.998659299999999917e+00	1.984134600000000137e-01	1.249074715353515625e+09	3.229881699999999967e+00	1.426822000000000035e+00	7.059001799999999882e-01	3.027154399999999896e+03	1.521311220000000048e+02	5.215795048983036253e-01	1.058854629688174009e-01	4.337739657537857396e-01	6.594534220744819208e+01	3.439573893891003564e+01	1.003410811463582348e+02	4.103151068273363222e+01	1.236300163278366337e+00	3.997305298865630352e+00	9.086072526285251527e-01	2.074450938005973910e+00	5.689909737828823921e+00	5.500221466887810218e-01	7.033936856272720028e-01	4.110086930544577299e+00	3.516811361193814545e+00	5.161399524697211083e-01
9.994551099999999622e+01	5.682340599999999853e+01	6.509120944344999771e+01	6.174128699999999803e+00	-4.102542299999999975e-01	1.249074715353515625e+09	5.435697299999999732e-01	2.047254800000000152e+00	6.730175400000000252e-01	6.166737100000000282e+03	1.567689169999999876e+02	5.685438538605300796e-01	4.296903741541021615e-01	3.579920033683937075e-01	5.191083974257753653e+01	2.951358888438139871e+01	8.142442862695892813e+01	3.380781496098892092e+01	2.112632840713825733e+00	3.642173068324170981e-01	8.164162291832596230e-01	6.601111534421327809e-01	9.928300517625086030e-01	4.912774292604088489e-01	7.515883457798558931e-01	2.770280180073669385e+00	3.763110231836177100e+00	9.253302681217113745e-01
9.992745999999999640e+01	5.186395600000000172e+01	6.201272998450775020e+01	6.062516300000000413e+00	1.134456100000000023e-01	1.249074715353515625e+09	3.197025700000000192e+00	7.274364399999999620e-01	5.021956900000000168e+00	4.683797899999999572e+03	1.517914159999999981e+02	5.190160542457499249e-01	3.949081213355892239e-01	1.070929496111213547e-01	5.743981791106079982e+01	2.981218764879312744e+01	8.725200555985392725e+01	3.564585668922141792e+01	6.740736762628788403e-01	4.243296473926085000e+00	1.918682949046151276e-01	1.128715196365571938e+00	5.225280162665089101e-01	5.615980453278499596e-01	2.187798590750683891e-01	4.046950884797441361e+00	4.569478901063949827e+00	7.396897071422930958e-01
9.992745999999999640e+01	5.186395600000000172e+01	6.201272998450775020e+01	6.059310599999999880e+00	-2.954580600000000223e-01	1.249074715353515625e+09	4.909229800000000310e+00	1.285863699999999943e+00	3.323759799999999931e+00	4.278046500000000378e+03	1.517914159999999981e+02	5.190160542457499249e-01	3.949081213355892239e-01	1.070929496111213547e-01	5.924016514680071310e+01	3.074659676735910097e+01	8.998676191415981407e+01	3.676311161602826161e+01	1.268985304706817141e+00	6.003545826211368563e+00	1.918682949046151276e-01	1.128715196365571938e+00	5.225280162665089101e-01	5.615980453278499596e-01	2.187798590750683891e-01	4.046950884797441361e+00	4.569478901063949827e+00	6.868194028894704095e-01
9.992515600000000120e+01	6.394093300000000113e+01	6.924277502804272899e+01	5.992202200000000367e+00	-1.287935799999999908e-01	1.249074715353515625e+09	6.221926800000000313e+00	8.436992399999999614e-01	3.064152899999999846e+00	5.858546000000000276e+03	1.638660889999999881e+02	6.398882479603034135e-01	5.694436142774449428e-01	2.719491325415124283e-01	5.293766510454535279e+01	3.387418977485681637e+01	8.681185487940216206e+01	3.668296335052908574e+01	9.210936960866258350e-01	2.198400504600990235e+00	4.369498503992969574e-01	5.386664061153425553e-01	4.983751780509981799e+00	4.958834063289930261e-01	8.821256344979517827e-01	6.052391426607618641e+00	4.752957899938014208e+00	8.876003654989346181e-01
9.989884200000000192e+01	7.275387600000000532e+01	7.403128194591457145e+01	3.353896299999999941e-01	-6.890892899999999655e-01	1.249074715353515625e+09	1.248248900000000106e+00	2.260126300000000032e+00	2.771333199999999941e+00	6.480032500000000255e+03	1.726527179999999930e+02	7.282754688988287706e-01	1.342154070620190931e-01	4.639669033646441898e-01	5.088335767885426009e+01	3.705710117271440396e+01	8.794045885156866404e+01	3.770774638887282748e+01	2.409047867791277664e+00	1.820044770830229641e+00	5.890129141781326183e-01	2.923482572100300825e+00	4.886415377543167793e+00	8.351629954730904748e-01	6.504278335874117412e-01	3.832543763957065419e+00	2.435773834320647424e+00	9.632910750603873584e-01
9.989373000000000502e+01	4.466960100000000011e+01	5.724249469303068594e+01	5.179121300000000261e-01	-7.842593900000000007e-01	1.249074715353515625e+09	3.831085299999999805e+00	2.066230000000000011e+00	7.822537400000000307e-01	5.932154499999999643e+03	1.445633310000000051e+02	4.471712188542764088e-01	3.244625640892581653e-01	4.136462385940178899e-01	5.266855918180102236e+01	2.355186380462455276e+01	7.622042298642557512e+01	3.018087040551811739e+01	2.092507607462521957e+00	1.143602661013839589e-01	6.203880174338191056e-01	2.107282532950388809e+00	4.247171595432679858e+00	7.115259085996107347e-01	4.785761320871408375e-01	5.991597294053941702e+00	3.955583582307034884e+00	8.966482385665310861e-01
9.984681700000000149e+01	5.002065300000000292e+01	6.080631343448396109e+01	6.155643699999999718e+00	-2.440167599999999992e-01	1.249074715353515625e+09	2.947957999999999856e+00	7.612197299999999833e-01	6.096212000000000408e+00	4.961954300000000330e+03	1.498674699999999973e+02	5.009739369057704117e-01	2.209556556074206146e-01	7.766911334886289486e-01	5.624027878524367452e+01	2.817491387572160022e+01	8.441519266096526053e+01	3.425010553374260525e+01	5.180732658528778289e-01	3.672717327095609718e+00	1.555262941588336778e+00	2.183242323216113279e-01	1.072118923665441592e-01	7.767848452801567882e-01	6.534349212281914676e-01	4.233879315570281854e+00	4.341091207936825569e+00	7.753613452250135429e-01
9.984681700000000149e+01	5.002065300000000292e+01	6.080631343448396109e+01	6.104592199999999913e+00	-5.781849199999999911e-02	1.249074715353515625e+09	4.773948700000000045e+00	5.386898799999999543e-01	1.156721099999999947e+00	4.444099599999999555e+03	1.498674699999999973e+02	5.009739369057704117e-01	2.209556556074206146e-01	7.766911334886289486e-01	5.843839363873012616e+01	2.927611212764375992e+01	8.771450576637387542e+01	3.558874871498785808e+01	5.040775756766120441e-01	2.322791956984485984e-01	1.555262941588336778e+00	2.183242323216113279e-01	1.072118923665441592e-01	7.767848452801567882e-01	6.534349212281914676e-01	4.233879315570281854e+00	4.341091207936825569e+00	7.085825051465203250e-01
