#Frequency	Median Mag	Phase (Rad)	-1 Sigma Mag	-1 Sigma Phase	+1 Sigma Mag	+1 Sigma Phase
5.000000000000000000e+00	1.079935400000000101e+00	-7.207209600000000216e-02	7.851125399999999699e-01	-3.517387399999999942e-01	1.387222900000000037e+00	1.753431699999999926e-01
5.279491000000000156e+00	1.090510899999999950e+00	-7.284654599999999813e-02	8.220387500000000403e-01	-3.270349000000000173e-01	1.368397199999999980e+00	1.579965200000000014e-01
5.574605000000000032e+00	1.098795399999999978e+00	-7.235818900000000331e-02	8.569647000000000236e-01	-3.031853500000000201e-01	1.348121600000000031e+00	1.378717799999999993e-01
5.886215299999999928e+00	1.103637600000000107e+00	-7.148115100000000666e-02	8.880584500000000547e-01	-2.794188100000000174e-01	1.326019400000000070e+00	1.198382999999999948e-01
6.215244099999999605e+00	1.107562099999999994e+00	-7.088693000000000077e-02	9.156385099999999611e-01	-2.578011100000000000e-01	1.300635100000000044e+00	1.032198800000000000e-01
6.562665100000000251e+00	1.107378500000000043e+00	-6.931982600000000105e-02	9.363328199999999546e-01	-2.377197799999999916e-01	1.282299400000000089e+00	8.637385999999999675e-02
6.929506199999999616e+00	1.104023800000000000e+00	-6.700970700000000169e-02	9.522168800000000433e-01	-2.146592200000000117e-01	1.260141500000000025e+00	7.178225800000000156e-02
7.316853100000000332e+00	1.098414800000000024e+00	-6.294573600000000213e-02	9.622422200000000370e-01	-1.932863900000000024e-01	1.238343100000000030e+00	6.036020400000000063e-02
7.725851999999999720e+00	1.090177600000000080e+00	-5.728190799999999944e-02	9.659656300000000195e-01	-1.724510800000000066e-01	1.215039500000000050e+00	4.999270900000000323e-02
8.157713100000000495e+00	1.079840899999999992e+00	-5.309998700000000127e-02	9.671150200000000474e-01	-1.538705499999999948e-01	1.193891599999999942e+00	4.171275399999999772e-02
8.613714599999999777e+00	1.068621499999999891e+00	-4.588757699999999884e-02	9.663586800000000254e-01	-1.341986500000000027e-01	1.172682299999999955e+00	3.562116800000000166e-02
9.095205699999999283e+00	1.057691699999999901e+00	-3.924770699999999973e-02	9.639387000000000372e-01	-1.147808300000000004e-01	1.152525100000000080e+00	3.215896599999999717e-02
9.603611199999999570e+00	1.046825200000000011e+00	-3.308389099999999722e-02	9.618801700000000343e-01	-9.713085500000000205e-02	1.132992100000000057e+00	2.849508200000000144e-02
1.014043599999999934e+01	1.037077800000000050e+00	-2.688539800000000132e-02	9.599906999999999746e-01	-8.062730999999999371e-02	1.115697500000000009e+00	2.573759000000000116e-02
1.070726799999999912e+01	1.027561500000000017e+00	-2.075981699999999985e-02	9.584831099999999715e-01	-6.572403500000000010e-02	1.097141099999999980e+00	2.292729900000000168e-02
1.130578500000000020e+01	1.019979600000000097e+00	-1.560876899999999977e-02	9.580041200000000146e-01	-5.239386399999999833e-02	1.080918499999999893e+00	2.002984799999999940e-02
1.193775800000000054e+01	1.012101700000000104e+00	-1.136133999999999929e-02	9.583823299999999490e-01	-4.071835199999999932e-02	1.065994099999999944e+00	1.729359899999999978e-02
1.260505700000000040e+01	1.006099800000000100e+00	-7.684185799999999900e-03	9.597362699999999469e-01	-3.042282199999999867e-02	1.052414699999999925e+00	1.530162900000000062e-02
1.330965699999999963e+01	1.001416599999999990e+00	-4.827683999999999621e-03	9.620144000000000473e-01	-2.236558500000000033e-02	1.040912499999999907e+00	1.326768000000000045e-02
1.405364299999999922e+01	9.979459999999999997e-01	-2.685665199999999909e-03	9.651570099999999819e-01	-1.628612200000000010e-02	1.030783599999999911e+00	1.098232199999999922e-02
1.483921600000000041e+01	9.959623300000000068e-01	-1.240271000000000038e-03	9.675485499999999517e-01	-1.216107899999999999e-02	1.024505599999999905e+00	9.504023099999999932e-03
1.566870100000000043e+01	9.947124899999999492e-01	-6.163483100000000233e-04	9.694884099999999671e-01	-9.943773600000000573e-03	1.020694500000000060e+00	8.518890799999999722e-03
1.654455300000000051e+01	9.943972800000000500e-01	-4.150104300000000157e-04	9.686149499999999746e-01	-9.204564800000000421e-03	1.020748699999999953e+00	8.140149699999999974e-03
1.746936399999999878e+01	9.945437700000000492e-01	-6.416478200000000484e-04	9.662194400000000405e-01	-9.592700699999999817e-03	1.023164200000000079e+00	8.197043799999999616e-03
1.844586999999999932e+01	9.948460799999999660e-01	-8.149294900000000376e-04	9.623374900000000176e-01	-1.061032200000000016e-02	1.027132200000000051e+00	8.719375999999999169e-03
1.947696099999999930e+01	9.954278600000000532e-01	-9.732960200000000421e-04	9.589468300000000278e-01	-1.170419800000000073e-02	1.032041399999999998e+00	9.407367999999999286e-03
2.056568800000000152e+01	9.958988199999999624e-01	-9.921269800000000628e-04	9.551327099999999959e-01	-1.279628300000000031e-02	1.036837199999999903e+00	1.079805200000000069e-02
2.171527199999999880e+01	9.961240199999999989e-01	-7.010025299999999909e-04	9.520998000000000516e-01	-1.403034600000000083e-02	1.041530700000000031e+00	1.282234800000000077e-02
2.292911700000000152e+01	9.963448799999999883e-01	-7.829047700000000241e-05	9.494571899999999509e-01	-1.587855499999999906e-02	1.045706900000000106e+00	1.562904999999999850e-02
2.421081300000000169e+01	9.974073300000000364e-01	2.710252100000000160e-04	9.468058999999999781e-01	-1.810167500000000110e-02	1.048956599999999906e+00	1.917468699999999929e-02
2.556415399999999849e+01	9.985742800000000363e-01	7.610697700000000274e-04	9.460460000000000536e-01	-2.091674899999999837e-02	1.051006799999999908e+00	2.352992599999999962e-02
2.699314400000000091e+01	1.000159500000000090e+00	1.117525199999999923e-03	9.466990100000000075e-01	-2.462597600000000081e-02	1.052357699999999952e+00	2.930445400000000061e-02
2.850201200000000057e+01	1.001680700000000090e+00	7.654020400000000448e-04	9.483634100000000178e-01	-2.970918200000000065e-02	1.053887599999999924e+00	3.526945799999999659e-02
3.009522300000000072e+01	1.002923100000000067e+00	6.319995800000000183e-04	9.511529699999999865e-01	-3.549731999999999887e-02	1.054270299999999994e+00	4.154522100000000023e-02
3.177749100000000126e+01	1.003972400000000098e+00	-1.876038200000000161e-05	9.558157900000000540e-01	-4.370939799999999653e-02	1.054008000000000056e+00	4.811909699999999956e-02
3.355379599999999840e+01	1.004800099999999974e+00	-1.611597800000000042e-03	9.597917400000000043e-01	-5.402872799999999809e-02	1.052349600000000107e+00	5.515212800000000165e-02
