mass_1	mass_2	chirp_mass	ra	dec	geocent_time	phase	iota	psi	luminosity_distance	total_mass	mass_ratio	chi_eff	chi_p	tilt_1	tilt_2	phi_12	theta_jn	phi_jl	mass_1_source	mass_2_source	total_mass_source	chirp_mass_source	a_1	a_2	phi_1	phi_2	redshift
6.933830999999999278e+01	2.650015600000000049e+01	3.649430009317943302e+01	4.030346399999999996e+00	1.206322300000000070e+00	1.262879936103514910e+09	5.457737445489743600e+00	2.412008015177966147e+00	1.183023992077478770e+00	1.347788800000000037e+03	9.583846599999999682e+01	3.821863555659201772e-01	2.455404639752825080e-01	7.213111915961626375e-01	1.165540330269416502e+00	1.128608804457278847e+00	7.312388056597337593e-01	2.750119464661006319e+00	2.362336013455471839e+00	5.509668213182131780e+01	2.105720014773474702e+01	7.615388227955605771e+01	2.899861349169318459e+01	7.848857612276349816e-01	1.830593075517604196e-01	5.935439149403235248e+00	3.834926478833828867e-01	2.584843100734257049e-01
6.915854600000000119e+01	2.971238699999999966e+01	3.878433164036039216e+01	5.582108399999999859e-01	-2.733480400000000143e-01	1.262879936103514910e+09	5.633741731247554618e+00	7.198805175671624257e-01	1.659222853074444837e+00	1.257656199999999899e+03	9.887093299999999374e+01	4.296271208477980275e-01	2.608380285996871328e-01	8.739768899280251357e-01	1.167508001548948737e+00	1.804881146819077298e+00	5.647595778610083883e+00	4.971598016495648031e-01	6.021676076616508055e+00	5.562941128443521421e+01	2.389990380458990415e+01	7.952931508902510416e+01	3.119715004149367132e+01	9.502067696486407034e-01	2.766054659616848645e-05	2.993963152978803777e+00	2.358373624409177083e+00	2.432011125623787517e-01
6.219147900000000107e+01	2.755449700000000135e+01	3.546100392043058491e+01	1.531931600000000060e+00	2.259951400000000110e-01	1.262879936103514910e+09	2.933154321710712331e+00	2.098901535482869729e+00	6.153025450614033609e-01	1.113956300000000056e+03	8.974597599999999886e+01	4.430590402907125247e-01	1.558784162753356628e-01	7.584559441275078306e-01	1.119082686877617139e+00	2.153686018445669426e+00	1.867640820040892713e+00	2.144139582933119126e+00	3.126784200350284593e+00	5.104346626462662329e+01	2.261526917631683276e+01	7.365873544094345959e+01	2.910451056039833162e+01	8.430094493799773492e-01	5.865195712670464578e-01	2.989720704713549893e+00	4.857361524754442605e+00	2.184023451224550993e-01
6.081693299999999880e+01	2.856619999999999848e+01	3.578286234861317183e+01	1.153782899999999945e+00	-5.985786899999999688e-01	1.262879936103514910e+09	2.270142685051499853e+00	2.782966434988618509e+00	3.120278497588211852e+00	1.475231500000000096e+03	8.938313300000000083e+01	4.697080005662239155e-01	1.923144417513419913e-01	5.743502968268349163e-01	1.131170992336631542e+00	2.340506335891062439e-01	1.205126595728256644e+00	2.747285010838676822e+00	3.616552589568895915e+00	4.752199510109727498e+01	2.232146130185428845e+01	6.984345640295157409e+01	2.796051897641785899e+01	6.347035008849511994e-01	2.739316307454388311e-02	3.779523915140884149e+00	4.984650510869141016e+00	2.797638834526907092e-01
5.879256800000000283e+01	3.061074800000000096e+01	3.654660992713801448e+01	5.866259600000000018e-01	-7.724713100000000221e-01	1.262879936103514910e+09	4.245050871703948125e+00	7.517464520367157510e-01	3.119518545757285377e+00	1.263947500000000218e+03	8.940331600000000378e+01	5.206567605619811800e-01	2.218678684257808786e-01	6.252907239848182197e-01	1.161790337363759251e+00	9.105209502676046007e-01	3.694704505171551912e+00	6.269826446451625124e-01	5.911654142754974472e+00	4.725048220361075124e+01	2.460128299912351935e+01	7.185176520273427059e+01	2.937182369656890657e+01	6.815034515363180834e-01	2.077827423230156623e-01	4.576825703341527607e+00	1.988344901333492842e+00	2.442744551611631398e-01
5.869933300000000287e+01	3.225352500000000333e+01	3.754593649223235019e+01	6.465912400000000115e-01	-5.511276099999999900e-01	1.262879936103514910e+09	3.241490921106778611e+00	3.568867624938408811e-01	3.599581558244797641e-01	1.440320099999999911e+03	9.095285800000000620e+01	5.494700425301255464e-01	1.842059650022932760e-01	7.075733384543143600e-01	1.338840215475597173e+00	8.355935907946444585e-01	4.298160451932901083e+00	3.336938618094659748e-01	3.417979369526047972e-01	4.607585689735331869e+01	2.531730304900070649e+01	7.139315994635401807e+01	2.947156481136188333e+01	7.270446236459002787e-01	3.209532538085274611e-01	5.791990719824351430e+00	3.806965864577666725e+00	2.739715971157946073e-01
5.729173299999998648e+01	3.332106799999999680e+01	3.776144563667415355e+01	1.118984400000000212e+00	-4.998178500000000080e-01	1.262879936103514910e+09	4.707019928980814782e+00	2.514222784587123893e+00	7.533619766827173159e-01	1.651038500000000113e+03	9.061280100000000459e+01	5.816034226089825676e-01	2.496994202950191533e-01	6.228932805827280816e-01	9.588557840200323534e-01	2.004865354157631785e+00	2.254013341357170574e+00	2.395380264154428840e+00	3.812604466371729561e+00	4.378315689052300286e+01	2.546443390015424768e+01	6.924759079067726475e+01	2.885783362013957998e+01	7.609857021040464797e-01	1.726394686707815596e-01	1.944262352357872814e+00	4.198275693715042500e+00	3.085336250022882032e-01
5.714894100000000066e+01	2.687311599999999956e+01	3.364473147186167523e+01	6.828047900000000503e-01	-8.065770399999997453e-01	1.262879936103514910e+09	1.384606234869961261e+00	2.575290111764554357e+00	1.273165463905683970e+00	1.037035399999999981e+03	8.402205700000000377e+01	4.702294658443452180e-01	8.431685019097155676e-02	6.652584882591381366e-01	1.561475388135507902e+00	1.199883581165989810e+00	1.717519867922848498e+00	2.544532974297491812e+00	3.491487365542160770e+00	4.743069643331050145e+01	2.230331104846088763e+01	6.973400748177138553e+01	2.792340535272769486e+01	6.652873880999430334e-01	6.909323207240233300e-01	4.506549857354340993e+00	6.224069725277189491e+00	2.048935667717581843e-01
5.698435200000000123e+01	3.056015000000000015e+01	3.598329108644679764e+01	4.883480699999999786e+00	-2.034371000000000096e-01	1.262879936103514910e+09	4.459694212519040413e+00	4.004824017618112131e-01	7.032909380678935563e-01	1.243286299999999983e+03	8.754450199999999427e+01	5.362902082311999941e-01	2.150554529843959894e-01	7.916273195629228709e-01	1.308396560738833925e+00	9.532602042619690019e-01	2.735956688000729109e+00	3.625928233566553249e-01	2.644075078385837996e-01	4.592750215078959997e+01	2.463046969198584080e+01	7.055797184277543010e+01	2.900134196077676663e+01	8.196849188521019292e-01	3.792332585022182290e-01	4.416960998874037259e+00	8.697323796951810237e-01	2.407457260120189069e-01
5.691424200000000155e+01	2.851553699999999836e+01	3.466248142551868483e+01	7.026033200000000312e-01	-7.506514399999998366e-01	1.262879936103514910e+09	1.249982065390479624e+00	2.373845754109075834e+00	4.731312312296345746e-01	1.465253200000000106e+03	8.542977900000001057e+01	5.010263863305075560e-01	1.084425777419564807e-01	5.074161564091023147e-01	9.503994830239683722e-01	2.864462723167687130e+00	2.256248803999400643e+00	2.437795610607229602e+00	2.970242722107408806e+00	4.452996364282222430e+01	2.231068676739210233e+01	6.684065041021433728e+01	2.712008424268125140e+01	6.236311935920660909e-01	4.145547151129089225e-01	4.580679466120758825e+00	5.537429629405732356e-01	2.781111266228037948e-01
