phi_2	total_mass_source	luminosity_distance	chirp_mass	phi_jl	mass_1	psi	mass_2	tilt_2	a_1	chirp_mass_source	mass_2_source	a_2	iota	mass_1_source	mass_ratio	chi_eff	phase	theta_jn	phi_1	chi_p	dec	phi_12	total_mass	geocent_time	ra	tilt_1	redshift
2.755988629481116448e+00	6.098674844722216903e+01	1.572142997331216748e+03	3.426226123231268161e+01	6.171415671274262493e+00	4.268612837009586514e+01	2.144864540843305356e+00	3.633458978450377685e+01	1.633540962823809783e+00	3.716118943592623958e-01	2.644298806447176275e+01	2.804237342901894436e+01	9.957289361181870246e-02	2.570917031619493365e+00	3.294437501820321756e+01	8.512036854098552485e-01	5.671158879588027862e-02	1.920884662124003217e+00	2.567639720163504613e+00	1.065523821668264759e+00	3.548654332587108939e-01	-5.948661398568799719e-01	1.690464807812852355e+00	7.902071815459964910e+01	1.262879936066074848e+09	1.091759936177176371e+00	1.269442787840093789e+00	2.957030857774626820e-01
3.414245886738538349e+00	6.634218984762242144e+01	1.121056438598041268e+03	3.281661219637884130e+01	3.610653904477072018e+00	5.394252659469768219e+01	1.028788248466860011e+00	2.697111305538275872e+01	1.071065246964047812e+00	2.743061505226198071e-01	2.690678513416497708e+01	2.211398115892456673e+01	6.051494701892243810e-01	8.400050942002329490e-01	4.422820868869785471e+01	4.999972147769938258e-01	1.158121483967836374e-01	3.964675205813352754e+00	7.421521073326813323e-01	2.724239474033918640e+00	2.727976585097252049e-01	7.199075620427360933e-01	6.900064127046193763e-01	8.091363965008044090e+01	1.262879936103990316e+09	3.808506193831625808e+00	1.465873988695555852e+00	2.196407721229334253e-01
5.587001784657500636e+00	6.088896715987258546e+01	1.759834489237746538e+03	3.470884379209687864e+01	3.573421635827807030e+00	4.615898398924366575e+01	4.981727470197841456e-01	3.458124852808311545e+01	2.049772568883130752e+00	4.859522064263695484e-01	2.617512464260743599e+01	2.607890069578362713e+01	5.725738069403749630e-01	4.455060299689964642e-01	3.481006646408896898e+01	7.491769865675881324e-01	1.035472572395082086e-01	2.734971305059916702e+00	4.286873583446127456e-01	2.839049564863142194e+00	3.654034983769247069e-01	4.192347484379896905e-01	2.747952219794357998e+00	8.074023251732677409e+01	1.262879936106364489e+09	4.979172046418888442e+00	6.768716398303638027e-01	3.260240119582236695e-01
3.533044810539389680e+00	6.561090308827864703e+01	9.915698728385848426e+02	3.413098729495276018e+01	5.107575712081952268e+00	4.118053575174629088e+01	2.031145692578051332e+00	3.734437989288354487e+01	2.032796454428617672e+00	2.630688766985340710e-01	2.851788991217542701e+01	3.120281594611822484e+01	9.513800599501325006e-02	9.423830527760425069e-01	3.440808714216043285e+01	9.068454115801524162e-01	8.003667949390683156e-02	4.229239744798758416e+00	8.820944375755491729e-01	4.176582711511505508e+00	1.808202941921580598e-01	5.225825426375370064e-01	5.639647406207470404e+00	7.852491564462982865e+01	1.262879936107150793e+09	4.914796355550414830e+00	7.578337125342157199e-01	1.968272337141212525e-01
8.539568626899836090e-01	6.115593574607948568e+01	1.457384641126192946e+03	3.362360917460134857e+01	4.037460191521616615e+00	4.425280394764690328e+01	2.336301148755475676e+00	3.383147711908216593e+01	1.170285451761210016e+00	1.609584775227516085e-01	2.633415143408896242e+01	2.649695447821861194e+01	5.587620886076516413e-01	3.888858322202082274e-01	3.465898126786088085e+01	7.645047115908486512e-01	8.182545195689530648e-02	5.594574009153535643e-01	2.750340946302869960e-01	6.224681452062957199e+00	3.786509277136261842e-01	2.102343592807327521e-01	9.124607178066126423e-01	7.808428106672906210e+01	1.262879936104702234e+09	5.114809672747277602e+00	1.708972088041122106e+00	2.768062513332533170e-01
1.292313067484540667e+00	6.448775216723333870e+01	1.447793606002976958e+03	3.536408517996198242e+01	2.834235388678508993e+00	4.693140296315601034e+01	8.246258794581856622e-01	3.530427226206744251e+01	3.880483344758232089e-01	4.715221763556480261e-01	2.773188588116345699e+01	2.768498165602007433e+01	9.529233586787689836e-01	5.534516426005625656e-01	3.680277051121326792e+01	7.522526503156837796e-01	1.995693103670768964e-01	3.152350981515205319e+00	5.741875169794468103e-01	3.572318664012211098e+00	3.519005409560859166e-01	-5.263185892826460766e-01	4.003179710651916245e+00	8.223567522522344575e+01	1.262879936068491220e+09	7.849875609233905038e-01	2.299095566922910283e+00	2.752138578495521570e-01
4.720974989355973150e+00	6.517989221401332145e+01	9.220229174844454292e+02	3.302357556760922108e+01	2.372263330123775660e+00	4.511667519107449920e+01	3.059146402689183475e+00	3.208013503017635060e+01	1.023527797445397347e+00	1.452452408695908137e-01	2.788292793250098711e+01	2.708634900179178473e+01	2.445776186932935650e-02	1.054305957462610133e+00	3.809354321222154738e+01	7.110482963186705030e-01	4.608315641240391669e-02	2.810237273377430345e+00	1.083846596848442978e+00	2.645197397275083517e+00	1.273733771053902342e-01	6.358244946486466542e-01	2.075777592080889633e+00	7.719681022125084269e+01	1.262879936107441187e+09	4.862732012318510044e+00	1.069486567043035130e+00	1.843654169875098836e-01
7.251421085083471496e-01	6.118126086133307950e+01	1.381247664270576706e+03	3.190345036693449288e+01	5.582656712062674664e-01	4.998610595912936816e+01	3.931716459011819764e-01	2.735358567415106279e+01	1.237776198208991874e+00	9.013068615323147070e-02	2.523792477129664036e+01	2.163865442544531348e+01	2.084845101535194312e-01	2.688316417817795401e-01	3.954260643588776247e+01	5.472237764733353105e-01	-2.289057566668661805e-03	1.921248127011335738e+00	2.912697560747516401e-01	2.246437403725243698e+00	9.916649392653233142e-02	9.241293548165513405e-01	4.761890011962688796e+00	7.733969163328043805e+01	1.262879936105585575e+09	4.435651000668066501e+00	2.041018459261942031e+00	2.641075150211488198e-01
3.288416929376705156e-01	6.167345252972129543e+01	1.510489528955956530e+03	3.433897158245811454e+01	2.195240474230995442e+00	4.325858533606789535e+01	7.947832479926072446e-01	3.602795878697084220e+01	5.959716476814305164e-01	5.129893810878620730e-01	2.671074842817871087e+01	2.802453594828017458e+01	2.581912048578670071e-01	2.904023769633772845e-01	3.364891658144112085e+01	8.328510631375560802e-01	6.992418400842424775e-02	4.955324128705059117e+00	4.168765917313864144e-01	8.073784410165592007e-01	5.105661279938712438e-01	6.962940418101578599e-01	5.804648559100696659e+00	7.928654412303873755e+01	1.262879936104663849e+09	3.884226488108460273e+00	1.668033271863728961e+00	2.855862753075067983e-01
3.452351722180181159e+00	6.543611540270296700e+01	9.441659802635853111e+02	3.299309758028854134e+01	2.342842142021527962e+00	4.682136019287600703e+01	5.558710131614917893e-01	3.093962491039412299e+01	1.527241827171763822e+00	5.382380579458261732e-02	2.776379617476849404e+01	2.603579241523462784e+01	4.095625059143775393e-01	2.844441208617684569e-01	3.940032298746834272e+01	6.608014970718785186e-01	-1.691220617805177899e-03	2.345462308485587677e+00	3.407810977490212112e-01	2.978465775141883043e+00	2.550523220002920977e-01	-2.556077976610080515e-01	4.738859470382986161e-01	7.776098510327013003e+01	1.262879936096775293e+09	5.240008941559416655e+00	1.845351084943875231e+00	1.883496540819728227e-01
3.039084396535493227e+00	6.394264106563061034e+01	1.527894334860101026e+03	3.566213527473902900e+01	4.897558936452097278e+00	4.514995604895436543e+01	1.620630587707931669e+00	3.723697047424662543e+01	1.122324024397745701e+00	5.685638083684365629e-01	2.767831270977728764e+01	2.890058335573077031e+01	3.461699355898897323e-01	2.900422330738611887e+00	3.504205770989982938e+01	8.247399052586453783e-01	1.216552976390562202e-01	3.114510420536937829e+00	2.774044819136431528e+00	5.374973163383095276e+00	5.600193535948357892e-01	7.055916797649550709e-01	3.947296540331984627e+00	8.238692652320099796e+01	1.262879936102072001e+09	3.643599716195957683e+00	1.397211020164416118e+00	2.884504792136942108e-01
5.171100058914381847e+00	5.926045252121288343e+01	1.507734943087320516e+03	3.307485595913802001e+01	4.305889239311660455e-01	4.041044830192708304e+01	1.292797425344592854e+00	3.574707759815042607e+01	1.803527480008266126e+00	1.957849813054530486e-01	2.573653631794857333e+01	2.781587203288007970e+01	6.709147128731935972e-01	1.802882606698492096e-01	3.144458048833281083e+01	8.845998770185811155e-01	-4.532843775769321987e-03	4.296310135502137584e+00	1.943402028010748073e-01	2.801760743399153597e+00	5.674749218394923300e-01	6.973154561915673177e-01	2.369339315515229138e+00	7.615752590007750200e+01	1.262879936106280327e+09	4.071015801999955386e+00	8.559471031453885770e-01	2.851323717586554674e-01
4.177531435038463137e+00	6.472911880769972015e+01	1.464458789201932632e+03	3.510525777459083940e+01	1.006844229356059550e+00	4.977620892344173598e+01	2.024577334843341347e+00	3.294627474296738256e+01	1.934536892941490116e+00	4.124480222519238404e-01	2.746934449441747716e+01	2.577997223473869681e+01	4.581250827285018867e-01	2.314065910756860356e-01	3.894914657296102689e+01	6.618879873644128997e-01	1.080070715959385030e-01	4.112697234727984430e+00	2.790490916857216730e-01	5.143736010199013720e-01	2.958523199968128292e-01	9.705937746424685431e-01	3.663157834018561321e+00	8.272248366640911854e+01	1.262879936104052544e+09	3.977728935379481356e+00	7.999311645067516130e-01	2.779794502094941056e-01
5.838425236948079800e+00	6.141338462356624461e+01	1.470875287411379077e+03	3.400345863803047308e+01	1.738838864745727575e+00	4.302714375370477029e+01	2.547552412695159862e+00	3.552319231804450084e+01	2.159292209291191700e+00	4.745785461169005348e-01	2.658508656107379409e+01	2.777326720654981074e+01	7.639109500304626099e-01	2.729313064674570910e+00	3.364011741701643388e+01	8.255995917689945562e-01	1.221783947339011127e-02	5.347834510588196366e+00	2.942816302517113680e+00	5.570642164238125638e+00	5.104630779041924304e-01	-4.026816517924931560e-01	2.677830727099542729e-01	7.855033607174927113e+01	1.262879936067516804e+09	9.518182240197248234e-01	6.685749250606672911e-01	2.790426151110881881e-01
1.447720487317107896e-01	6.612987801754620421e+01	1.224933085172579013e+03	3.529883875088079037e+01	1.087675213483423997e+00	4.596077900921122250e+01	2.723430196190651742e+00	3.588169005277199375e+01	1.878920423620253022e+00	3.892725677823560271e-01	2.852196332186528238e+01	2.899291545635235678e+01	4.757848879520465979e-01	7.285715645960959552e-01	3.713696256119384032e+01	7.807023907401736684e-01	1.403299224274005830e-01	3.687833306627303021e+00	7.706836586801862898e-01	2.870750142641874447e+00	3.417138240063529175e-01	3.542891107439505305e-01	3.557207213269423463e+00	8.184246906198322336e+01	1.262879936107530355e+09	4.696746788954250462e+00	3.727923281445907899e-01	2.376019964873971879e-01
2.988833600107600574e+00	6.270120125436127267e+01	1.059010938170169311e+03	3.297813223097771385e+01	3.575446463160995236e+00	3.882751764320332200e+01	2.396283968025584521e+00	3.696383456460463179e+01	1.132511622699957643e+00	3.151183036378048530e-01	2.728238045335272233e+01	3.057970022507957708e+01	5.790100266655991978e-01	5.575762695182477913e-01	3.212150102928168849e+01	9.520009727192816351e-01	-3.212274692381193036e-02	3.727788287020161295e+00	5.048692748707284128e-01	5.502127286657153782e+00	4.956231608181516091e-01	9.870287488513040941e-03	3.769891620630032580e+00	7.579135220780796089e+01	1.262879936101734638e+09	5.151452349439558986e+00	2.797375040140891667e+00	2.087703375943884276e-01
1.868979949903806670e+00	6.563186826279863340e+01	1.181685647692197790e+03	3.512714366364929219e+01	2.956013361306861320e+00	4.147942410589132578e+01	1.610002340063595661e+00	3.925823041760144605e+01	1.302883017938028409e+00	4.041779618532657103e-01	2.855495467372286811e+01	3.191312680812252722e+01	1.728677604278118229e-01	7.903438441996540886e-01	3.371874145467610617e+01	9.464507105349516669e-01	1.245637728552106693e-01	5.560547090400087988e+00	8.035488895463147596e-01	2.154857542389256864e-01	3.517109677424314906e-01	-5.954188959846256068e-01	1.653494195664880317e+00	8.073765452349277894e+01	1.262879936068468332e+09	7.421590496440231277e-01	1.055584528353344709e+00	2.301593213865035792e-01
1.395913775061540463e+00	6.565487830038671291e+01	1.837069485097782263e+03	3.809571799465596342e+01	4.927870797157712701e+00	4.748611612911222579e+01	2.391950297609187093e+00	4.038012265989496541e+01	1.052658190784852010e+00	7.259911075257624580e-01	2.846565146268565627e+01	3.017259046852217708e+01	2.279680503357543186e-01	2.931684397481902904e-01	3.548228783186453938e+01	8.503563978596092587e-01	2.775720946028113478e-01	1.646753460845323813e+00	1.336644090095664705e-01	6.067281365182244812e+00	5.938641501000911926e-01	5.303747720063918258e-01	1.611817717058882327e+00	8.786623878900718410e+01	1.262879936107091188e+09	4.942583590846687969e+00	9.579336313648793011e-01	3.383048002464981163e-01
1.775437339965517225e+00	6.833605772756484953e+01	8.863332899519892862e+02	3.340889271468497412e+01	2.157622177258933682e+00	5.135957086464690491e+01	1.431018506817102409e+00	2.913418046435232256e+01	1.583655345288445426e+00	6.869077301550896575e-01	2.836284784185766483e+01	2.473378374328557427e+01	9.513220322913065186e-01	2.696397843125477145e+00	4.360227398427928591e+01	5.672590322285322451e-01	1.723421305821250249e-02	1.938108547654012970e+00	3.000877171881524585e+00	3.380861901440402217e+00	6.860682576884343797e-01	-4.415304936632025168e-01	4.677760745704701684e+00	8.049375132899922392e+01	1.262879936095866680e+09	5.125396671281841066e+00	1.521352364844121841e+00	1.779103741966417684e-01
1.624874828897038270e-01	6.498812726154565667e+01	1.251906061405685932e+03	3.510334383984588413e+01	6.239263178513377639e+00	4.203731032153645231e+01	1.138037043477033272e+00	3.869219025441789483e+01	1.590293323542018022e+00	2.853739739434583700e-01	2.825857413329762124e+01	3.114763458639569293e+01	8.097590399461161992e-01	6.899853922863815603e-01	3.384049267514996018e+01	9.204249738736306474e-01	5.919554831815029838e-02	2.422831105296994192e+00	6.710545931540704556e-01	2.547082140233049685e+00	7.364105798985546292e-01	8.970075948387679077e-01	3.898590649836239930e+00	8.072950057595434714e+01	1.262879936106077909e+09	4.560310993546217162e+00	1.104843270794330090e+00	2.422192172280533129e-01
5.747948984079375379e+00	6.525877881894818699e+01	9.816301905785352346e+02	3.362429679615979694e+01	5.434854359737761875e+00	4.388823718623547876e+01	2.864075187260230582e+00	3.409962030820972245e+01	1.489602069944311324e+00	3.818958287461369228e-01	2.813618193985584526e+01	2.853392375424690286e+01	7.601359984909668022e-01	2.680399657965824023e+00	3.672485506470128769e+01	7.769649112018623960e-01	2.163477036887384922e-02	3.929499490772240922e+00	2.601499204293697076e+00	3.437417375023882560e+00	5.679152647242045049e-01	6.861590562554018558e-01	2.310531609055493263e+00	7.798785749444519411e+01	1.262879936100352764e+09	3.503270302970840078e+00	1.595560447132117865e+00	1.950554225173619927e-01
3.376741445759403604e+00	6.168272680755617188e+01	1.615238048234836924e+03	3.447156194433219412e+01	5.633994120520102733e-01	4.639735464415509369e+01	2.781561287622799306e+00	3.395841445975590034e+01	8.095530588987972509e-01	1.727999340741279422e-01	2.646107381901100197e+01	2.606717134684160087e+01	5.077486946553565472e-01	2.698304002759616682e-01	3.561555546071456746e+01	7.319041079001216143e-01	1.063042706525991893e-01	3.926383808928766150e-01	3.120199505084172986e-01	2.471970284854585032e+00	2.574054750100015498e-01	6.191338829604681182e-01	9.047711609048182391e-01	8.035576910391100114e+01	1.262879936106832266e+09	4.842202449150853738e+00	2.002133376889050798e+00	3.027272506063620194e-01
4.434818612847168495e+00	6.605240604765815249e+01	1.221489033482142531e+03	3.498530448807118631e+01	4.804687575013226186e-01	4.757058513448218662e+01	1.934732671706615781e+00	3.413697347904906110e+01	1.431707493632764283e+00	3.615722097355493769e-01	2.828212685532795589e+01	2.759633590499757361e+01	7.625012211589184963e-01	2.714664083068174527e+00	3.845607014266057888e+01	7.176067601973726839e-01	7.568773605423222139e-02	4.879072214260873785e+00	2.804044516966277101e+00	5.614429655882346992e-02	5.170208397306985670e-01	-8.171071018649329609e-01	4.378674316288345025e+00	8.170755861353124772e+01	1.262879936069484472e+09	6.349807245704042202e-01	1.420493767917235806e+00	2.370110871446164669e-01
1.495768125899909151e+00	6.645257892334485916e+01	1.174058187916815086e+03	3.516914941140089468e+01	4.575768782803455004e+00	4.623658911636763946e+01	1.954562330858212960e+00	3.542309951440982729e+01	1.280553723884312323e+00	5.793455760904564489e-01	2.861975983639964127e+01	2.882641797514292747e+01	5.760475324414583431e-01	6.886091137513471461e-01	3.762616094820193524e+01	7.661270044219187225e-01	1.451974315744639921e-01	4.536554869210258190e+00	5.584180135412556423e-01	3.808283232245280647e+00	5.645403370728864223e-01	1.713546511077415069e-01	3.970670200834214736e+00	8.165968863077746676e+01	1.262879936104225397e+09	5.116177067792513355e+00	1.344236399851001851e+00	2.288415281064484219e-01
5.554892608796394349e+00	6.305611231684365947e+01	1.249259339808101004e+03	3.339379839510194614e+01	3.101477316673752593e+00	4.631089899816146982e+01	2.587421824387107439e+00	3.199009941614654551e+01	2.089923081344867928e+00	3.124055942676904896e-01	2.689216159346965185e+01	2.576175709967616356e+01	3.186757786102576567e-02	7.880568486748390500e-01	3.729435521716749946e+01	6.907682663948403468e-01	4.773115345492817685e-02	3.457454717078917383e+00	7.869058913163967661e-01	2.867963221359639547e+00	2.986676874051804043e-01	4.887814627287880853e-01	2.686929387436754801e+00	7.830099841430801177e+01	1.262879936106528759e+09	4.962487842282634176e+00	1.273136405664329951e+00	2.417669839977131530e-01
1.720729174835192055e+00	6.448410738043085644e+01	1.271644511137188374e+03	3.454398994772527942e+01	2.478740326133737071e+00	4.581497116533475378e+01	2.908711539182367467e+00	3.450554676842124024e+01	2.194099627675684339e+00	3.807728690097216817e-01	2.773311744546759172e+01	2.770225392309425061e+01	5.900102325359806166e-01	2.876586157265979438e+00	3.678185345733660228e+01	7.531500269616969723e-01	3.784690069975725490e-02	4.318916156714865728e+00	2.895956671695254059e+00	5.087894710549666577e+00	3.465763887215419503e-01	7.595937942094491691e-01	2.916019771465112598e+00	8.032051793375599402e+01	1.262879936101912022e+09	3.650582547036528069e+00	5.443528251434749388e-01	2.455862567794657447e-01
5.326190060693372530e+00	6.735009866433431114e+01	1.492506424923140685e+03	3.711014479441612224e+01	2.949937082915476405e-01	4.954986912490953443e+01	1.245452349839824668e+00	3.683471546309203859e+01	8.407959312291508613e-01	5.451473846146670521e-01	2.893307787809643017e+01	2.871833826074223239e+01	6.201165293303826376e-01	2.588178534545334308e+00	3.863176040359207519e+01	7.433867356992598374e-01	2.235966254454587743e-01	5.940243342917417735e+00	2.663420814931753977e+00	3.593605014121310059e+00	5.388843437596011476e-01	9.047978081619976187e-01	1.732585046572062915e+00	8.638458458800157302e+01	1.262879936104580641e+09	3.990694060745944682e+00	1.419067771509216147e+00	2.826200154291250710e-01
1.501774110114538097e+00	6.535681815810235662e+01	1.463705858425730639e+03	3.633216332909400847e+01	4.809127068415272710e+00	4.303865223458101497e+01	4.138454664324180410e-01	4.047786067320834036e+01	1.360450117588557273e+00	4.715701107390045665e-01	2.843215681923669180e+01	3.167642047470041788e+01	5.490903647820108424e-02	5.041208567859054579e-01	3.368039768340194939e+01	9.405001916088090441e-01	2.108344275333706441e-01	3.082696487963425103e+00	4.531670221248708663e-01	4.818674794805488659e+00	2.523934063627791269e-01	1.695070933675730807e-01	2.966284622488636114e+00	8.351651290778934822e+01	1.262879936104110479e+09	5.092781127676779818e+00	5.647672948377566726e-01	2.778546334027081621e-01
1.111563334704585237e+00	5.984446925171888410e+01	1.074200958059100685e+03	3.155326589379359703e+01	5.670579845790570950e+00	3.673205755456939414e+01	2.039112128478326014e+00	3.576603520455100949e+01	1.731249242064642591e+00	4.404324788777448374e-01	2.604604312621577122e+01	2.952352693147754437e+01	1.700791165539546346e-01	4.207849832714381511e-01	3.032094232024135039e+01	9.737008375154793116e-01	-1.009261740443488375e-01	4.166533507444811213e-01	3.271526138840016862e-01	2.122060848536312605e+00	4.051440214233067993e-01	3.074525507557002157e-02	5.272687793347859753e+00	7.249809275912039652e+01	1.262879936102787733e+09	5.115976780571863003e+00	1.973824075682003576e+00	2.114418201985819035e-01
1.145186236220636644e+00	6.269596278320524618e+01	1.262006481109415517e+03	3.213210430398714834e+01	5.499936926848999486e-01	5.053112380421849537e+01	3.122349613196014229e+00	2.745910572757778922e+01	2.559413407126094331e+00	1.064011622062972229e-01	2.583084096152740017e+01	2.207424033871366120e+01	5.745423818067896260e-02	2.855882389150610212e-01	4.062172244449158143e+01	5.434097573995656516e-01	2.321288271946694154e-02	2.118360355937602968e+00	3.061673535177777405e-01	1.477571723171783091e+00	8.653888081559579781e-02	9.740665579286509335e-01	5.950799820228441561e+00	7.799022953179628814e+01	1.262879936104886055e+09	4.185564200916623179e+00	9.498469386339756237e-01	2.439434067146666607e-01
1.420634754908338238e+00	6.209889500108133831e+01	1.240730555002049186e+03	3.343021885278857752e+01	5.107678270670503728e+00	4.116259517503731757e+01	5.943025590541157754e-01	3.585919030221577231e+01	4.479652801957488828e-01	1.055315161917115968e-01	2.695314887260810721e+01	2.891150964110977384e+01	7.946485545374018175e-03	4.532264804647026524e-01	3.318738535997156447e+01	8.711596086138478912e-01	4.032806903287963068e-02	4.861919151336856260e+00	4.323412815471319726e-01	3.399916841947261847e+00	7.965803198775492366e-02	9.874498095692074706e-01	4.303903220140663066e+00	7.702178547725308988e+01	1.262879936104247808e+09	3.959156035080731328e+00	8.553902457958948435e-01	2.403084704794167525e-01
1.195812722863287547e-01	6.824883442120955124e+01	1.194162550408291281e+03	3.660719601112995036e+01	4.413117975952006944e+00	4.235255038891853729e+01	2.244944607538961634e+00	4.175128045275850752e+01	7.405344507349880256e-01	9.033631544886495668e-01	2.970611961649560584e+01	3.388045702529118586e+01	4.286553300203708727e-01	8.152048350146858802e-01	3.436837739591836538e+01	9.858032177368626359e-01	2.056181595884734592e-01	5.537538403922793506e+00	6.430197461854145757e-01	2.365862613122150293e+00	8.982032806928142987e-01	-7.742463992002419637e-01	4.036903966343764694e+00	8.410383084167705192e+01	1.262879936070518255e+09	6.174347080948692224e-01	1.463863687395094315e+00	2.323116072959668654e-01
1.173624224849421083e-01	6.253852537721120086e+01	1.833916871092878864e+03	3.633292197191565265e+01	1.617192488929698246e+00	4.442676499182138627e+01	4.837306204987166236e-01	3.923762754919525264e+01	9.568142088617659358e-01	4.537629761579115573e-01	2.715859511745007993e+01	2.932984142595545762e+01	5.774370480914197135e-01	2.729845476230804979e-01	3.320868395125574324e+01	8.831979451220134392e-01	2.232165025130950220e-01	6.013390186775021462e+00	3.583716173170532482e-01	4.070935202588682245e+00	4.357615812406125388e-01	8.248843914596611926e-01	2.329612527075846540e+00	8.366439254101663892e+01	1.262879936107535124e+09	4.645211390378598537e+00	1.288178299073197808e+00	3.378056491799472649e-01
4.440447447213715648e+00	6.551876853264460010e+01	1.537998294213380859e+03	3.678400989148467204e+01	6.247717734812266777e+00	4.308058129783196932e+01	2.099211163435040106e+00	4.144585267121506433e+01	3.543430328182503031e-01	1.162077773294352273e-01	2.851229984060647737e+01	3.212582266037414058e+01	3.316743611814811921e-01	2.462783435702796897e+00	3.339294587227045952e+01	9.620541650699784286e-01	1.899620563385604755e-01	5.738039055886745565e+00	2.462284952484101730e+00	2.755325079462357607e+00	1.101054821541165019e-01	-5.165661231497189476e-01	1.685122367751358929e+00	8.452643396904703366e+01	1.262879936064983606e+09	1.358878854457351792e+00	8.865837018882635201e-01	2.901102365337024924e-01
2.686744929232013135e+00	6.519291759414122112e+01	1.253583602956054619e+03	3.506698912403633273e+01	2.843729938691909265e+00	4.435051093387358634e+01	1.580677163817409081e+00	3.665206489045552019e+01	8.170464732556453891e-01	2.589029100363954283e-01	2.822279796627543291e+01	2.949850695168771608e+01	4.031104522149965390e-03	6.913732069657581025e-01	3.569441064245350503e+01	8.264180979809586658e-01	1.347131613351225388e-01	4.369286781577570444e+00	6.985331766361563277e-01	1.625695687896470787e+00	8.723814791451030282e-02	9.615711703782051645e-01	1.061049241335541904e+00	8.100257582432911363e+01	1.262879936105428934e+09	4.329983222559157241e+00	3.436789106944236338e-01	2.425057631046823869e-01
5.554487964391594090e+00	6.074682249220784769e+01	1.443841215429678186e+03	3.297927445882294961e+01	5.464074334906329433e+00	4.600175485402102993e+01	2.913773251575923595e+00	3.142353523227692236e+01	1.345971440860365576e+00	1.532759584773250340e-02	2.587508718713168321e+01	2.465447549121397941e+01	3.692718473924619937e-01	2.812338800022133878e-01	3.609234700099387538e+01	6.830942717727687130e-01	4.164795740639763710e-02	2.886580067226419466e+00	2.312658676941869718e-01	5.882067564922254022e+00	2.330172106616890393e-01	8.020214346312719567e-01	5.955605706648928077e+00	7.742529008629794873e+01	1.262879936106953859e+09	4.725947299097960297e+00	4.407940131339647127e-01	2.745570370570327712e-01
2.125629100856732734e+00	6.667176781289111887e+01	1.020753359795520851e+03	3.430397774637583552e+01	2.403903755806257703e+00	4.671684406971282044e+01	2.192430267730498983e+00	3.342342089656799686e+01	5.448455864503167767e-01	2.101967590104482086e-01	2.853879807269489532e+01	2.780622897199201304e+01	1.889229756182180531e-01	3.691326164178841407e-01	3.886553884089909161e+01	7.154468920608629823e-01	7.973013330699782464e-02	5.232818917201960573e+00	4.119116547554088625e-01	2.025241158172628175e-01	2.091270340833409069e-01	-6.563982501118021951e-01	1.923104985039470138e+00	8.014026496628082441e+01	1.262879936071636915e+09	4.123259852047240770e-01	1.469865831829760827e+00	2.020119999095861540e-01
2.071863629518668759e-01	5.978481996933923881e+01	1.601301092692237034e+03	3.322609229333541947e+01	4.794879064454236062e-01	4.562190368377654437e+01	9.184819719726209364e-01	3.212585268511830350e+01	9.852767694003029542e-01	6.953402108615538424e-01	2.554949543002412682e+01	2.470345652199059927e+01	6.440471879151244972e-01	3.032498634091526646e-01	3.508136344734864309e+01	7.041760665621341619e-01	3.496731787244940909e-02	1.901000221195630946e+00	2.571175332590885931e-01	6.514543076499261787e-01	6.685816329944018754e-01	8.160225051774396832e-01	5.838917362481526929e+00	7.774775636889484076e+01	1.262879936107908487e+09	4.646321856342900958e+00	1.849120230368328066e+00	3.004598225564271141e-01
3.478668320712007933e+00	6.137178619143950442e+01	1.361662367375338363e+03	3.345500853501822291e+01	4.446169286581665325e+00	4.277657183998420720e+01	1.368989315864612255e+00	3.460215290007285915e+01	1.450054774189957651e+00	1.242238264355007872e-02	2.653434309936403324e+01	2.744418361352802549e+01	4.256275412241877776e-01	2.638037469801591151e+00	3.392760257791147893e+01	8.089042999871594031e-01	1.988439901753582054e-02	4.104794227432280174e+00	2.553853716570129606e+00	2.303318497989584657e+00	3.316225127133157757e-01	-5.860135475519849813e-01	1.175349822722423720e+00	7.737872474005706636e+01	1.262879936065302372e+09	1.251403045279211312e+00	2.029498053871989338e+00	2.608191734665579742e-01
5.721817517358296357e-01	6.344215960546044641e+01	1.309491277049243990e+03	3.387337147404151949e+01	1.551347701551015312e+00	4.699004638939955214e+01	3.901560639411209563e-01	3.244048371823936350e+01	1.581047369666636948e+00	1.118954343942109159e-01	2.705508620575756851e+01	2.591062080212597607e+01	6.371280133839838378e-01	8.160983266414709170e-02	3.753153880333447034e+01	6.903692635118909848e-01	2.827022959392617649e-02	3.775529363182249742e+00	1.782250623797512756e-01	2.700507748974944278e+00	4.173988248637008347e-01	-5.185035507056934279e-01	4.154859309940471590e+00	7.943053010763891564e+01	1.262879936069709063e+09	5.968015060778171232e-01	1.084488491439731250e+00	2.520149156587405126e-01
6.003976473069476683e-01	6.357001838509664537e+01	1.545050643250726580e+03	3.499620554308121001e+01	4.614389686089033660e+00	4.861000704623659630e+01	4.458517629815077488e-01	3.347588682326808396e+01	5.189447379934147841e-01	6.940677630065882342e-01	2.710221360711507543e+01	2.592482874336040766e+01	2.659430321499741123e-01	5.910191856878476147e-01	3.764518964173624482e+01	6.886624556837993572e-01	1.348725242455128537e-01	2.876544336429796900e+00	3.614557353917344784e-01	4.831693606521701767e+00	6.906572342672943066e-01	5.000825296296564915e-01	2.051889347964831689e+00	8.208589386950467315e+01	1.262879936106868982e+09	4.949234079248334695e+00	1.471621165463766534e+00	2.912674237758109408e-01
