phi_2	total_mass_source	luminosity_distance	chirp_mass	phi_jl	mass_1	psi	mass_2	tilt_2	a_1	chirp_mass_source	mass_2_source	a_2	iota	mass_1_source	mass_ratio	chi_eff	phase	theta_jn	phi_1	chi_p	dec	phi_12	total_mass	geocent_time	ra	tilt_1	redshift
2.552590403659879215e+00	6.882268215697979485e+01	1.115485799999999927e+03	3.638309716277811390e+01	3.093843561490801974e+00	4.509391800000000217e+01	3.101100192043172221e+00	3.877816800000000086e+01	4.903185051570104203e-01	5.802438878714289983e-01	2.985477590148875038e+01	3.182009245476457338e+01	3.124683043986900555e-01	2.159998517648176630e+00	3.700258970221523924e+01	8.599423097367585589e-01	1.551598571685691430e-01	5.800064434357822485e+00	2.173551060857112915e+00	1.882691159546112658e-01	5.779501927589135724e-01	-3.933201399999999848e-01	2.364321287705267949e+00	8.387208599999998171e+01	1.262879936103514910e+09	6.653266599999999587e-01	1.481851494153270998e+00	2.186692435016341085e-01
3.175781319308077943e+00	6.584469389114434534e+01	1.142351999999999862e+03	3.397596541582460361e+01	4.063277332662689756e-01	4.937816200000000322e+01	7.007705425485791784e-01	3.117273300000000091e+01	1.438782114563974313e+00	1.958394382618334761e-01	2.777296319874631081e+01	2.548151776756017739e+01	9.818467457438815327e-01	2.345482675158992336e+00	4.036317612358418216e+01	6.313060619793825490e-01	5.699572904953550262e-02	1.014456580381361217e+00	2.402003308648754221e+00	9.849708840151336631e-01	5.760153258433835521e-01	-2.957267199999999985e-01	2.190810435292944724e+00	8.055089499999998282e+01	1.262879936103514910e+09	1.372236999999999929e+00	1.512621517014671513e+00	2.233467913628423562e-01
1.267640947668443374e+00	6.306815021002638133e+01	1.044110599999999977e+03	3.264890817373191112e+01	1.106498933259899564e+00	4.382212400000000230e+01	3.061897649875078287e-02	3.224710100000000068e+01	8.411091426563122031e-01	3.225690585958999046e-01	2.706884742015292389e+01	2.673571355177987030e+01	4.371074112622743146e-01	4.191762674136601530e-01	3.633243665824651458e+01	7.358634875844901613e-01	2.573434246305398090e-02	4.824747715213824506e+00	4.682978080400777010e-01	4.996681205946990723e+00	2.742893226868962087e-01	-5.441074099999999580e-01	2.554145048901038884e+00	7.606922500000000298e+01	1.262879936103514910e+09	6.379956199999999855e-01	2.124985458006077632e+00	2.061432711547444285e-01
1.491877141700823195e+00	6.534322886885588844e+01	1.283253099999999904e+03	3.541764747543876979e+01	2.884336882687864367e+00	4.302638999999999925e+01	4.260201800989066867e-01	3.849333200000000232e+01	1.507865924312692396e+00	6.037250037938423075e-01	2.838949137957133217e+01	3.085484765025148590e+01	5.791099215137867073e-01	2.837782461337710060e+00	3.448838121860440253e+01	8.946447052611200546e-01	1.294733686406199236e-01	4.275945180066161200e+00	3.000628302937980774e+00	4.395641103453549192e-01	5.650067357701444859e-01	-3.427539600000000242e-01	1.052313031355469164e+00	8.151972200000000157e+01	1.262879936103514910e+09	5.623040599999999944e-01	1.210713686238201081e+00	2.475618883727095931e-01
1.256193504515188408e-01	6.539688585095002793e+01	1.549898899999999912e+03	3.673143952925893529e+01	5.575389292964271881e+00	4.421740700000000146e+01	9.709472706191651925e-01	4.027944600000000008e+01	1.286221698955134718e+00	2.437775106219187138e-01	2.842853517912696759e+01	3.117453773339352097e+01	8.952407662176264935e-01	8.153290404678259495e-01	3.422234811755650696e+01	9.109409332844867757e-01	1.442360231555492589e-01	2.108789916484484550e+00	6.341920787169222917e-01	1.381689136961021802e-01	7.723591301457130021e-01	7.970955600000000363e-01	6.270635743935002893e+00	8.449685300000000154e+01	1.262879936103514910e+09	4.102423299999999884e+00	1.378152399775797621e+00	2.920623344754038064e-01
2.941716574799443151e+00	7.010954500658392874e+01	1.019546600000000012e+03	3.666667031725351933e+01	2.737139151090438816e+00	4.295890800000000098e+01	2.395276236809975590e+00	4.129861100000000107e+01	1.071487739035900777e+00	6.304042254072181883e-01	3.050984177268572495e+01	3.436401713435097349e+01	7.268599958354403368e-02	1.880618767263811941e+00	3.574552787223296946e+01	9.613515082832180259e-01	1.941973096017804712e-01	4.674421294946707661e+00	1.932199899978770397e+00	1.054530404282603584e+00	5.260240259076125469e-01	-5.091776199999999974e-01	1.887186170516838457e+00	8.425751899999998784e+01	1.262879936103514910e+09	8.435967199999997446e-01	9.870856971390530310e-01	2.017981145375772889e-01
2.954894031257703446e+00	6.531076247112275723e+01	1.099481600000000071e+03	3.363228423056608563e+01	1.911579619850044764e+00	4.808713500000000352e+01	6.732562106676214242e-01	3.132247399999999971e+01	1.130300621838667530e+00	1.674300938644872686e-02	2.766101173906786315e+01	2.576129872924973085e+01	2.679876665416597858e-01	3.200086214338440094e-01	3.954946374187301927e+01	6.513691031915291862e-01	4.852117768152929694e-02	2.250914453329408094e+00	3.532959472038209037e-01	5.634409031345564145e-01	1.486503061598769826e-01	-2.792138200000000015e-01	2.391453128123147032e+00	7.940960900000000322e+01	1.262879936103514910e+09	4.800421400000000283e+00	1.223628350679601517e+00	2.158732496058527739e-01
6.102941931223955230e+00	6.709067648117709837e+01	7.635216500000000224e+02	3.374002991902035831e+01	1.392072987167449538e+00	3.884021800000000013e+01	2.252385504865222376e+00	3.867422899999999686e+01	1.612692061224872297e+00	3.089306943376501913e-01	2.920283275403140522e+01	3.347350444231328481e+01	2.249452845953409941e-01	1.686042217240249164e+00	3.361717203886382777e+01	9.957263628128966149e-01	2.842295218821358146e-02	4.488417859023971168e+00	1.813483489558840089e+00	2.182306576193822067e-01	3.017751072247126243e-01	-2.097264399999999862e-01	5.884711273604572135e+00	7.751444699999997567e+01	1.262879936103514910e+09	9.125012799999999702e-01	1.355146574683952831e+00	1.553683919366555810e-01
5.377926753005822569e+00	6.175055635988736213e+01	1.440294300000000021e+03	3.352376759471597012e+01	1.775569403329564366e+00	4.666424599999999856e+01	2.711142636672385642e+00	3.200394399999999706e+01	7.179370887997279516e-01	2.684847185041904227e-01	2.631446459176542163e+01	2.512147982190360906e+01	3.604704169997364760e-01	1.725092529972944433e-01	3.662907653798376373e+01	6.858343752088054135e-01	9.029959599510499479e-02	6.089068551421220832e+00	3.029547931609268274e-01	5.221657070960222136e+00	2.663270998840427395e-01	-8.947905400000000231e-01	1.562696820456003222e-01	7.866818999999998141e+01	1.262879936103514910e+09	1.031968299999999950e+00	1.697658990173009252e+00	2.739673071367203505e-01
5.064790344452302584e+00	6.497014617915482404e+01	1.455900300000000016e+03	3.606302640347379906e+01	6.040038959352587611e+00	4.320483800000000230e+01	2.181477984693391381e+00	3.973344800000000276e+01	8.172285334062984186e-01	3.931899434955011818e-01	2.825016298379270197e+01	3.112540720653241877e+01	3.030411690123126500e-01	3.400689325321634149e-01	3.384473897262240172e+01	9.196527481482511535e-01	1.907782059733079960e-01	3.507310826735861031e+00	2.814348091455505241e-01	5.405410532342938446e+00	3.518326152466232926e-01	-5.058826400000000501e-01	5.942565119288951259e+00	8.293828600000000506e+01	1.262879936103514910e+09	5.935522199999999637e-01	1.108018666329196655e+00	2.765599414121394095e-01
1.275526427411877606e+00	6.238576478119168200e+01	1.298538000000000011e+03	3.394670649680173113e+01	3.262710546775941189e+00	3.930900199999999955e+01	3.058510083423544579e+00	3.868306400000000167e+01	2.013499447790599195e+00	1.300870968488541668e-01	2.715393187052673341e+01	3.094253884388425035e+01	5.844418721540615112e-03	2.436956706026038422e+00	3.144322593730743876e+01	9.840764718473391515e-01	3.447133031917275214e-02	5.879652138064546563e+00	2.433957962595231894e+00	4.579511089672685387e-01	1.090956534470914341e-01	-5.713244400000000445e-01	8.175753184446089561e-01	7.799206599999999412e+01	1.262879936103514910e+09	8.763688499999999770e-01	9.947732319987000471e-01	2.501580492528219235e-01
1.019347784764706333e+00	6.395242601198238930e+01	1.332549400000000105e+03	3.365128104062642223e+01	5.461989775878580700e-01	5.013023799999999852e+01	2.524206319283115008e+00	3.018852599999999953e+01	1.090279361488174725e+00	1.588662896353433274e-01	2.679425023222577451e+01	2.403709145008514625e+01	4.842933048485959513e-01	3.381325388476106308e-01	3.991533456189723950e+01	6.022019285047081061e-01	8.163053778326145871e-02	1.070380800998043558e+00	3.448166434037828743e-01	3.958909150384754660e+00	2.408984369111008550e-01	-4.953810799999999737e-01	3.343623941559538348e+00	8.031876400000000160e+01	1.262879936103514910e+09	7.043038200000000248e-01	1.596100038323807535e+00	2.559142632830089803e-01
2.111142924925353270e-01	6.063929029716046415e+01	1.445696300000000065e+03	3.316282855475462554e+01	1.983748383206144439e+00	4.464199099999999731e+01	2.228873076461972413e+00	3.266494000000000142e+01	3.879383065818038379e-01	6.873703895232768923e-01	2.601280844801262049e+01	2.562226638125537903e+01	8.885186359366565867e-01	2.641448355387208569e+00	3.501702391590509933e+01	7.317088523224692942e-01	5.672291760457819770e-02	3.327772990392306340e+00	2.791746034906134266e+00	2.068013042055435236e+00	4.678320285552362012e-01	-5.750603899999999769e-01	4.426286557616684547e+00	7.730693099999997742e+01	1.262879936103514910e+09	8.745619000000002252e-01	2.392996018838336347e+00	2.748653656921180022e-01
5.186670518167833421e+00	6.017553547562535954e+01	1.172634199999999964e+03	3.217693809523348136e+01	5.113201632681327879e+00	3.746797600000000017e+01	1.779968177449592348e+00	3.646340599999999910e+01	1.556425978153123557e+00	4.475657134636886608e-02	2.619002144240619856e+01	2.967893906426814254e+01	5.709304390126812567e-01	2.955252028535248598e+00	3.049659641135722055e+01	9.731885704207774435e-01	1.097354056259155011e-02	3.425902482860613052e+00	2.837708487994747397e+00	3.308305876451116845e+00	5.534129435607270109e-01	-4.828936699999999971e-01	1.878364641716716354e+00	7.393138199999999927e+01	1.262879936103514910e+09	6.665464800000000523e-01	1.260438165698098301e+00	2.285953322334218496e-01
1.085223285899804324e+00	6.362347557338453896e+01	1.613044900000000098e+03	3.606449823668627630e+01	5.031993461534792544e+00	4.191844900000000251e+01	2.952617240294785006e+00	4.094290199999999658e+01	1.696987812724675804e+00	7.654210975372793824e-01	2.769142302094711283e+01	3.143721039861486943e+01	7.046699122987234443e-01	2.718295235934159226e+00	3.218626517476966598e+01	9.767275024894167545e-01	1.397142850966140437e-01	2.119994741969130736e+00	2.612728621250292704e+00	4.921129077625796100e+00	6.805047145695453104e-01	-3.361641599999999896e-01	2.447279515453595788e+00	8.286135099999999909e+01	1.262879936103514910e+09	1.035274800000000051e+00	1.076981662253793104e+00	3.023707091327654806e-01
5.568648564921323540e+00	6.576719045353399906e+01	1.233580400000000054e+03	3.528752035108564655e+01	9.289614222187746462e-01	4.452609600000000256e+01	1.220433863826866361e+00	3.696499599999999930e+01	1.415993620494824468e+00	3.817693415888012143e-01	2.847870871042943719e+01	2.983251141175188081e+01	7.620002927302937934e-01	3.345772059510371266e-01	3.593467904178211825e+01	8.301872232409506225e-01	1.320850520921715010e-01	4.245197896676192073e+00	3.782073648129044008e-01	2.189351445329082324e+00	6.086853270315387698e-01	-4.506192700000000162e-01	3.379297119592240772e+00	8.149109200000000897e+01	1.262879936103514910e+09	5.553171700000000266e-01	1.183462347135161297e+00	2.390842825736231025e-01
7.804320700518516674e-01	6.433177145142946074e+01	1.197555200000000013e+03	3.430037684331912828e+01	5.332837883111552379e+00	4.376948500000000308e+01	1.811585420859944451e+00	3.554490700000000203e+01	1.251504382234616353e+00	2.468440577898645821e-02	2.782097861611685730e+01	2.883041495654805786e+01	4.762880379676567300e-01	8.034288381718717176e-01	3.550135649488141354e+01	8.120933339745715074e-01	7.751817542913592984e-02	1.333150203828314728e+00	7.245210728649122967e-01	1.237829080469251330e+00	3.565195735643450492e-01	2.749545700000000092e-01	5.825788296762187457e+00	7.931439199999999801e+01	1.262879936103514910e+09	4.150455899999999865e+00	6.886554645528388807e-01	2.328961290904670023e-01
9.593492626082760211e-01	6.398271059935561311e+01	1.376122800000000097e+03	3.461729510727818848e+01	3.094192278553238307e+00	4.700274699999999939e+01	2.422401290550964870e+00	3.382327999999999690e+01	2.821870100341825616e+00	4.172091080145950981e-01	2.740340527416335803e+01	2.677485478484514658e+01	2.612886790067104892e-01	2.753581372153190099e+00	3.720785581451048074e+01	7.196021968673447233e-01	1.190872958485868494e-01	2.078237635298245678e+00	2.757468197962194889e+00	4.069829587156941209e+00	1.648068995831440675e-01	-5.865721299999999694e-01	3.172704982630920600e+00	8.082602699999998208e+01	1.262879936103514910e+09	8.007551099999999922e-01	4.060921202971436994e-01	2.632479343695389162e-01
5.220930941725041130e+00	6.323319224356746560e+01	1.316084100000000035e+03	3.443167716636552456e+01	6.242922838335767111e+00	4.174018499999999676e+01	2.715354640226586902e+00	3.749929800000000313e+01	5.404327325509419300e-01	8.121466023181437288e-01	2.747651523078770808e+01	2.992447993928513483e+01	3.536763578289577326e-01	5.829564640775817264e-01	3.330871230428233787e+01	8.983979826634692634e-01	7.500854082243448018e-02	1.730134192177271046e+00	5.449447870103149016e-01	1.222003220386317146e+00	8.016642786657245390e-01	-8.553125799999999890e-01	3.998927721338723984e+00	7.923948299999999278e+01	1.262879936103514910e+09	7.276128600000000279e-01	1.731636595963748748e+00	2.531311513544661218e-01
5.064599642649906031e+00	6.689359997950128900e+01	8.739973700000000463e+02	3.419272607521501328e+01	5.475802514443333102e+00	4.104420499999999805e+01	1.435448706443415601e+00	3.760055899999999696e+01	1.406445231134927143e+00	4.325667194950751915e-01	2.908362138748482550e+01	3.198225317011107194e+01	7.173382833988142249e-01	7.558685117761966277e-01	3.491134680939022417e+01	9.160990936479339597e-01	5.039097299925013318e-02	3.015891612956368206e+00	7.166032046919899035e-01	1.706007127879512808e+00	6.402374191154268646e-01	-5.559015999999999957e-01	3.358592514770392778e+00	7.864476399999998080e+01	1.262879936103514910e+09	4.513402300000000089e-01	1.596145757823483669e+00	1.756694814466511212e-01
1.400107201257016598e+00	6.047336727940210466e+01	1.435123499999999922e+03	3.326311463263312618e+01	4.457153833118135289e+00	4.276720799999999656e+01	2.663350028144656712e+00	3.422186299999999903e+01	8.599004978487005957e-01	6.376545412993814832e-01	2.612750773465077714e+01	2.688058530001462287e+01	8.263040546711769574e-01	2.694875416890507580e+00	3.359278197938749599e+01	8.001893179465914274e-01	1.240277948793870079e-02	4.469699064668347432e+00	2.620819446764474758e+00	4.040208564989271167e+00	4.891105092791079856e-01	-7.423319800000000024e-01	3.643083943447332107e+00	7.698907099999998138e+01	1.262879936103514910e+09	7.764734199999997477e-01	2.267368079717888563e+00	2.731070628875549855e-01
2.699538054909286444e+00	5.884994900221347791e+01	1.454862599999999929e+03	3.269563905890757383e+01	2.760632919834160148e+00	3.768257100000000293e+01	1.485277989889783656e+00	3.743278099999999853e+01	8.216234042905075086e-01	1.717857617551664107e-01	2.561575816367724201e+01	2.932712413916432581e+01	7.862120408798398130e-02	2.837841586023215790e+00	2.952282486304914855e+01	9.933712060145788447e-01	-5.416537368396196622e-02	2.960174200458524751e+00	2.850319691485224460e+00	2.998313738253814975e+00	5.947826435808727802e-02	-5.502693100000000115e-01	5.984409623835057701e+00	7.511535200000000145e+01	1.262879936103514910e+09	9.368111799999999656e-01	2.788037632911572139e+00	2.763877161078719946e-01
4.995083200883312813e+00	6.180635803791629002e+01	9.780596000000000458e+02	3.206669505959646926e+01	5.778270425966077539e+00	3.907795699999999783e+01	1.908433863829680721e+00	3.474468199999999740e+01	1.342793307076251219e+00	2.210582238930837440e-01	2.684712525579180920e+01	2.908921009455576367e+01	9.323752717214110752e-02	2.234548256296690738e+00	3.271714794336054410e+01	8.891120382777429887e-01	-8.890634632443399424e-03	4.020930432478535543e+00	2.196588572984668808e+00	4.940637674474807284e+00	2.181837072386935139e-01	-5.479665400000000020e-01	5.444552640850486291e-02	7.382263899999998102e+01	1.262879936103514910e+09	1.037626900000000019e+00	1.732238059584789269e+00	1.944182013557903543e-01
5.756516641667035472e-01	6.505450021039067110e+01	1.263155400000000100e+03	3.392466290190368028e+01	2.645261249723925623e+00	5.046168500000000279e+01	1.598237697206619679e+00	3.047518000000000171e+01	2.087367321611241222e-01	3.226567087302967263e-01	2.726757442222805849e+01	2.449498882519965903e+01	6.883633732341170042e-01	2.432076579416205142e+00	4.055951138519100851e+01	6.039271181689632728e-01	9.377366428153022238e-02	1.993020517777444045e+00	2.463280837503442733e+00	3.726324788450768644e+00	1.960155884259282832e-01	-7.322999900000000117e-01	3.132512182895520692e+00	8.093686500000001161e+01	1.262879936103514910e+09	1.059379599999999977e+00	2.488676821823381680e+00	2.441393714231097634e-01
4.326984506205208802e+00	7.021249383194161453e+01	1.505200000000000045e+03	3.922388185007647365e+01	2.411916398388112448e+00	4.694235599999999664e+01	1.457629765863740712e+00	4.326065400000000238e+01	3.589802315070247385e-01	6.563070847828026411e-01	3.053120469553400440e+01	3.367335970430210779e+01	3.761976515583698166e-01	2.365819211645021625e+00	3.653913412763949964e+01	9.215697226615555682e-01	2.918385117830225584e-01	1.778973662181930759e-01	2.485554178675236425e+00	5.386843345211540068e+00	6.123322040715641901e-01	-6.916244000000000280e-01	5.223326468173255854e+00	9.020301000000000613e+01	1.262879936103514910e+09	6.365048800000000506e-01	1.202651183934772217e+00	2.847145155662332283e-01
1.985881049774675944e-01	7.035741007537174596e+01	1.609465200000000095e+03	3.781588117491263290e+01	2.964296861022615470e+00	5.908941699999999742e+01	1.155519486532574858e+00	3.250105300000000597e+01	8.543614132609587131e-01	8.989349061927301987e-01	2.904917355686523806e+01	2.496646118097648781e+01	5.224052858310073155e-01	2.298963382390173393e+00	4.539094889439526526e+01	5.500317087237466263e-01	2.679179851903861209e-01	4.796413892430594572e+00	2.437237292235879593e+00	1.032138676637295305e+00	8.699097589497714056e-01	-5.469976699999999914e-01	5.449634735519759410e+00	9.159046999999999628e+01	1.262879936103514910e+09	9.421056700000000061e-01	1.315987994136682326e+00	3.017885380073246915e-01
4.133700133639624852e+00	6.580206065872805254e+01	9.788771600000000035e+02	3.419038780165595171e+01	2.002277329853720644e+00	4.065528499999999923e+01	9.413247698613396164e-01	3.794949699999999382e+01	1.422023549607080772e+00	4.871676314924549556e-01	2.862164253658257707e+01	3.176848837978099027e+01	2.820388699262545984e-01	7.197132231900364996e-01	3.403357227894705517e+01	9.334456024598032364e-01	1.006902353706652792e-01	6.574802329665173639e-01	8.745935709018938242e-01	4.784436496289588447e+00	4.616312525867614092e-01	9.971671300000000127e-01	5.632448944529621748e+00	7.860478200000000015e+01	1.262879936103514910e+09	3.827248099999999820e+00	1.245580993507114265e+00	1.945641399844790786e-01
3.785618905879140073e-03	6.313727321703353823e+01	1.101991800000000012e+03	3.342385061177912320e+01	1.722470000953447045e+00	3.886362100000000197e+01	1.124063625363838304e+00	3.793101899999999915e+01	1.342265687306291921e+00	5.954600375654773847e-01	2.747966248739771444e+01	3.118526384137604168e+01	3.933090418335199456e-01	4.909107843579186836e-01	3.195200937565749655e+01	9.760032139053640421e-01	6.197180395831592553e-02	5.032645819090197925e-02	6.200705620169371102e-01	4.195245208561590999e+00	5.944013677608772639e-01	-2.140113800000000011e-01	2.091725717523873485e+00	7.679464000000000112e+01	1.262879936103514910e+09	4.798359900000000344e+00	1.511156919852205904e+00	2.163122682859529022e-01
1.111287503329519311e+00	6.062982931539659148e+01	1.415911700000000110e+03	3.278643707387541895e+01	2.051979251378690972e+00	4.579153400000000573e+01	1.170124919822338017e+00	3.120262299999999911e+01	6.884160934929270947e-01	4.478892684537856828e-01	2.581801218563971645e+01	2.457082174018306020e+01	5.192841861952061100e-01	2.501964082497128761e+00	3.605900757521352773e+01	6.814059341187390650e-01	-1.536476465258725978e-02	3.121593308415019585e+00	2.647895484257772658e+00	2.321352928885804801e+00	3.333906552718395866e-01	-5.244019199999999659e-01	5.073119881623301630e+00	7.699415700000000129e+01	1.262879936103514910e+09	1.041351799999999939e+00	2.302017397358275819e+00	2.699055542359541926e-01
3.570785889791702861e+00	6.628996183791433339e+01	1.515686400000000049e+03	3.697086178223071329e+01	4.670000558970491156e+00	4.612004900000000163e+01	2.961248342963876956e-01	3.915815400000000324e+01	6.762703254357448346e-01	6.045262705393867897e-01	2.873884451644553550e+01	3.043910920945616638e+01	7.843677101118997630e-01	2.681169835056638195e+00	3.585085262845816345e+01	8.490484040899437534e-01	2.354195759519358000e-01	2.692641487067284345e+00	2.544623559228223808e+00	5.739786283968240532e+00	5.986487755541300970e-01	-5.323746000000000311e-01	4.114184913003049004e+00	8.527820300000000486e+01	1.262879936103514910e+09	1.080152199999999896e+00	1.710354745325806780e+00	2.864421797151405769e-01
5.148293705204975090e+00	6.660708067330520521e+01	1.052323799999999892e+03	3.376424993623307813e+01	2.958633026416311207e+00	4.995624899999999968e+01	2.281917390809564128e-01	3.047793800000000175e+01	2.767418019627831960e+00	6.930525836576106880e-01	2.795997825372831258e+01	2.523860252509289737e+01	2.319175902413676549e-01	2.145919842817091805e+00	4.136847814821230429e+01	6.100926032296780654e-01	2.826668673636665088e-02	4.692741782149911778e-02	2.221718369403420823e+00	5.896929281686704272e+00	6.700129172803035438e-01	-6.938121800000000006e-01	5.534549730697857051e+00	8.043418700000000854e+01	1.262879936103514910e+09	7.953957299999997455e-01	1.312224901435983471e+00	2.075921386573608973e-01
3.791058479793088853e+00	7.027204107830601743e+01	1.231597999999999956e+03	3.780888903193121564e+01	3.693990444494463343e+00	4.612863500000000272e+01	2.313239769960647951e+00	4.092047900000000027e+01	5.231961778449044642e-01	6.668039750437894098e-01	3.052193963946587729e+01	3.303382939925107564e+01	7.266963344079988563e-01	2.131590034958796842e+00	3.723821167905493468e+01	8.870949465554314184e-01	2.982475826039969746e-01	4.854580059759770805e+00	2.064998788672328445e+00	1.492241277175272884e+00	6.667893939274980308e-01	-5.483918999999999322e-01	2.298817202617815969e+00	8.704911400000000299e+01	1.262879936103514910e+09	8.771381299999998493e-01	1.564183120263338278e+00	2.387446367609964981e-01
4.988074622736087704e+00	6.508826135172694194e+01	1.274635900000000220e+03	3.529537205797310406e+01	3.622523682358382402e+00	4.134864799999999718e+01	7.902149961227158403e-01	3.975755300000000148e+01	1.668089404651986518e+00	3.743131085173771466e-01	2.832476891644566308e+01	3.190569855896882601e+01	3.527547062131562439e-01	2.352501333737328615e+00	3.318256279275811949e+01	9.615200235809403528e-01	1.026829950693498722e-01	2.339123026833961116e+00	2.302912788009285006e+00	3.566369814516670900e+00	3.356898244282572885e-01	-5.929173800000000494e-01	1.421704808219417249e+00	8.110620099999999866e+01	1.262879936103514910e+09	1.028818699999999975e+00	8.942370148016125508e-01	2.460956755583710021e-01
5.738030675097935962e+00	6.485850705106662417e+01	1.035179799999999886e+03	3.375114376237419833e+01	2.471328814303093147e+00	4.342735299999999654e+01	1.689375628749381297e+00	3.469897100000000023e+01	5.572365145012908583e-01	2.273398588118457492e-02	2.801934973535309936e+01	2.880621204279695391e+01	2.959022886930850471e-01	2.078148847128680199e+00	3.605229500826968092e+01	7.990118808300381570e-01	1.109403949095709302e-01	6.051863733388784361e+00	2.101180318498225397e+00	6.233943582835568264e+00	1.211055714141864997e-01	-3.982758499999999868e-01	5.787272399441953930e+00	7.812632399999998256e+01	1.262879936103514910e+09	1.186394899999999808e+00	1.618287680349887570e+00	2.045655620547493503e-01
1.334768506716903502e+00	6.811215467321736128e+01	1.576382599999999684e+03	3.656524080464539139e+01	3.197694429141980099e-01	5.661853800000000092e+01	6.250934807881221023e-01	3.168177400000000077e+01	2.373761670363076171e+00	6.718563286910350651e-01	2.820530619811904671e+01	2.443834956109686729e+01	9.006579279678399441e-01	5.616135686039627206e-01	4.367380511212049754e+01	5.595653847508390566e-01	1.927343819479852838e-01	2.614017916554476351e+00	5.770645779596013103e-01	5.295153380884222827e+00	3.229009425640256836e-01	-4.005149499999999807e-01	2.322800433012266463e+00	8.830031200000000524e+01	1.262879936103514910e+09	1.033110699999999937e+00	1.611398975068385198e-01	2.963958110507536881e-01
1.497144782401006680e+00	6.343150669408147024e+01	1.426956400000000031e+03	3.494870783424483562e+01	3.713595807357985557e+00	4.389509199999999822e+01	1.301837803200632360e+00	3.677374300000000318e+01	1.283914804637808826e+00	5.085398233673024126e-01	2.748086289999600140e+01	2.891592428812107940e+01	2.633825829747458713e-01	2.980313469830464967e+00	3.451558240596039440e+01	8.377643450434050232e-01	1.624478620196274092e-01	3.486469332637479379e+00	2.956806997185330133e+00	2.863136059132894928e+00	4.504080675756735874e-01	-8.030047799999997515e-01	4.917194030447697983e+00	8.066883500000000140e+01	1.262879936103514910e+09	6.153158000000000794e-01	1.087975684008598343e+00	2.717471049371569247e-01
6.174529567415310893e+00	5.956492510855640887e+01	1.032977900000000318e+03	3.121979615520442763e+01	1.574840715578930128e-01	3.613165300000000002e+01	8.710968012597838372e-01	3.559501300000000157e+01	1.115729585961847903e+00	4.335227266740984131e-01	2.592626875880650772e+01	2.955963802336904678e+01	7.531721139858839342e-02	3.724736752553536867e-01	3.000528708518735854e+01	9.851476487942579796e-01	-4.703142236497713513e-02	5.779179107606392529e-01	3.761254628616977347e-01	2.566917185916924637e+00	4.148155503876381767e-01	-5.012567500000000287e-01	3.607612381498386256e+00	7.172666600000000869e+01	1.262879936103514910e+09	5.033630500000000341e-01	1.865636999166313093e+00	2.041762139258794517e-01
3.301622431681540792e+00	6.324282112744726447e+01	1.305663500000000113e+03	3.443543973907467404e+01	3.128276826440134606e+00	4.053203200000000095e+01	1.485938270000008998e+00	3.860790599999999984e+01	2.085680346262162033e+00	5.261632422309061585e-01	2.751827220111404060e+01	3.085260053227863253e+01	4.827406428238156244e-01	2.396210034112082887e+00	3.239022059516862839e+01	9.525282620915723752e-01	1.257335922280578000e-01	3.411900982857128728e+00	2.398085519909192609e+00	5.577037072968469289e-01	3.974373920967643747e-01	-5.226548899999999831e-01	2.743918724384694308e+00	7.913993800000000078e+01	1.262879936103514910e+09	9.624853100000000383e-01	4.580204103172038077e-01	2.513663462374138291e-01
3.096759850114763069e-01	6.348842693664411030e+01	1.013244100000000003e+03	3.201995514093049877e+01	2.037800463639020343e+00	4.726401500000000055e+01	2.858590547662699932e-01	2.896529200000000159e+01	1.477385241052947773e+00	1.038921755079775383e-01	2.666817609242581710e+01	2.412406589030859649e+01	2.160855388835047075e-01	2.432669700569780602e+00	3.936436104633551736e+01	6.128402760535685001e-01	-4.567053326543383390e-02	4.792053384343680555e+00	2.486283473247895781e+00	4.187369996670664563e-01	1.231055440381534777e-01	5.916029599999998723e-02	6.174124292523996083e+00	7.622930699999999149e+01	1.262879936103514910e+09	5.162021400000000426e+00	2.546132479460824882e+00	2.006803551152743226e-01
3.867706749027513879e+00	6.982886469584566669e+01	1.099557199999999966e+03	3.695496335997782467e+01	3.947559586580035251e+00	4.281673399999999674e+01	1.856946184912035225e+00	4.208723799999999926e+01	1.690773540719158197e-01	1.891294500718716520e-01	3.039343243333570044e+01	3.461444710412199299e+01	1.896765175088274968e-01	2.164560843645804145e+00	3.521441759172368791e+01	9.829623623324470483e-01	1.815315025395508874e-01	5.260124590830145053e+00	2.155991044707396220e+00	1.412936659432029174e+00	6.876909942856931912e-02	-7.021019600000000249e-01	2.454770089595483817e+00	8.490397199999998179e+01	1.262879936103514910e+09	9.739793700000000110e-01	3.721387577823079273e-01	2.158864728764691987e-01
5.564181002027471123e+00	6.352945930638196614e+01	1.157823799999999892e+03	3.384480324612675162e+01	4.990432539432224424e+00	4.103072699999999884e+01	1.113031533524618588e+00	3.685839099999999746e+01	1.347269242006637002e+00	2.005339886145387010e-02	2.760516623846367423e+01	3.006316814542969595e+01	4.932948974989866398e-01	8.261220563261582051e-01	3.346629116095225953e+01	8.983119163352869530e-01	4.264878021608371067e-02	2.537854265188834724e+00	7.191241353569214345e-01	5.579118778579180926e+00	4.255450728073200128e-01	-6.507205700000000537e-01	6.268247530627876429e+00	7.788911800000001051e+01	1.262879936103514910e+09	8.751643000000000061e-01	2.608294179039979177e+00	2.260314954730855974e-01
