mass_ratio	phi_2	phi_jl	geocent_time	theta_jn	chi_p	phi_1	chirp_mass_source	phase	mass_1	a_1	mass_2	phi_12	mass_2_source	iota	mass_1_source	ra	dec	chirp_mass	tilt_1	total_mass_source	psi	luminosity_distance	total_mass	a_2	chi_eff	tilt_2	redshift
8.410556637356426668e-01	6.238533067468922333e+00	3.110874443836854741e+00	1.266238148163537979e+09	9.888654636549955024e-01	3.301895925501178164e-01	5.639494443075856012e+00	3.278408076279664840e+01	5.295869065483057581e-01	6.706785352623404606e+01	3.343366455789127945e-01	5.640779806283163822e+01	5.990386243930664323e-01	3.456259088962634962e+01	9.919329606775217911e-01	4.109429658450041245e+01	3.999343344824524138e+00	5.344805422066685185e-01	5.350518464454702894e+01	1.413128625643648384e+00	7.565688747412676207e+01	1.856041160390058176e+00	3.866388237310834938e+03	1.234756515890656772e+02	2.129057594156539002e-01	2.416753735287143975e-02	1.615499731760361435e+00	6.320477316925315892e-01
5.448023111329969304e-01	3.304020410582403589e+00	4.520107892847471387e-01	1.266238148165741920e+09	1.842672509173135076e+00	1.757731984601549335e-01	4.886025058435436108e+00	2.975503102522967680e+01	5.568755437252660201e+00	7.970140575231016555e+01	2.895171578901953868e-01	4.342151005440731382e+01	4.701180659326553268e+00	2.545836835912975005e+01	1.802092428221262033e+00	4.672955279170037102e+01	4.065045223614220049e+00	8.342602553654755448e-01	5.074985013200496553e+01	6.208147824002042681e-01	7.218792115083012106e+01	2.985150362137511504e+00	4.421176830508731655e+03	1.231229158067174865e+02	3.610991085267178380e-01	1.823607602775757508e-01	1.333652572401161196e+00	7.055888830690013602e-01
4.533007371114933237e-01	4.732626254564952006e+00	3.652440109434576421e+00	1.266238148169847488e+09	1.777692361797975629e+00	3.274500732837005157e-01	1.136963834100235715e+00	2.249435055626367941e+01	5.697102472621949687e+00	5.803097074000962863e+01	6.474374068269788118e-01	2.630548181174186695e+01	3.595662420464716735e+00	1.766440965402328089e+01	1.889775006810210600e+00	3.896841149340236399e+01	4.284514381142003003e+00	9.293232150979137129e-01	3.349813217731662718e+01	2.611326119756066433e+00	5.663282114742564488e+01	4.876343087164710099e-01	2.838686943030174916e+03	8.433645255175149202e+01	4.174132269030046416e-01	-4.759067501315622506e-01	2.351087769138611616e+00	4.891797873217052506e-01
9.316960159773657324e-01	2.519421777438399346e+00	2.414587048977731243e+00	1.266238148166241407e+09	2.431439130014273253e+00	6.100943420031026410e-01	1.312806703760971416e+00	2.611018840415482956e+01	3.774871982594311781e+00	5.945055737156338438e+01	7.468539549590595961e-01	5.538984745071941518e+01	1.206615073677426819e+00	2.895392584455300522e+01	2.260904870361490904e+00	3.107658007336204165e+01	4.057999007395778790e+00	6.689761639830317241e-01	4.994968075763566162e+01	2.185601679068235992e+00	6.003050591791505042e+01	2.720742482624549652e+00	6.065940925890975450e+03	1.148404048222828067e+02	3.363228622084906694e-01	-1.280810204161874910e-01	9.456751599021084864e-01	9.130340993513217374e-01
6.734934275286001970e-01	1.578630379816805984e+00	5.532749632724986100e+00	1.266238148128558874e+09	1.218542102408898709e+00	7.817280550000311745e-01	5.878147330887430577e+00	3.332985655395361135e+01	2.294690319375851661e+00	7.093162132513988638e+01	8.196022323482484717e-01	4.777198076642920910e+01	1.983668356108962527e+00	3.154217170077809840e+01	1.454892060543794496e+00	4.683367411100481092e+01	1.828428035492038362e+00	-1.001185972291769311e+00	5.047950665375518753e+01	1.875987380721936271e+00	7.837584581178290932e+01	1.826864479119668649e+00	3.015917630279263904e+03	1.187036020915690955e+02	7.543956644180974669e-01	-2.042361514343358220e-01	1.759918570345062827e+00	5.145431715867155864e-01
8.948414981386878519e-01	1.589786733308052646e+00	1.912325270085997175e+00	1.266238148138805151e+09	2.030038152643594440e+00	4.236897473575085837e-01	6.398092843302336519e-01	3.654108564454793395e+01	4.035111431059778653e+00	6.401045033773904436e+01	4.267607692116223150e-01	5.727920727675448376e+01	9.499774489778186615e-01	3.971864921167289708e+01	1.849719279290933827e+00	4.438623967964107919e+01	2.813515489134374548e+00	-7.892979310341083909e-01	5.269676739501440466e+01	1.450756603056917227e+00	8.410488889131397627e+01	2.834771832496170596e+00	2.516327956395430647e+03	1.212896576144935352e+02	3.282684220541767228e-01	2.893905527226916727e-02	1.558099334171447081e+00	4.421237482547802355e-01
4.462534493195582375e-01	2.331926695169201480e+00	2.014568689848839522e+00	1.266238148132209301e+09	2.429574502393825775e+00	2.643208982061017731e-01	3.027201589287624728e+00	2.498076309623294833e+01	2.283265447475252508e+00	6.884961975151688307e+01	4.120911810959015376e-01	3.072438029845439544e+01	5.587910413061162984e+00	1.947543724062976622e+01	2.193646404659529203e+00	4.364209905901158493e+01	2.116088626607165679e+00	-8.766983817672113766e-01	3.940956272411973771e+01	2.533268649443826348e+00	6.311753629964135115e+01	3.038936197660073280e+00	3.466489401752739468e+03	9.957400004997127496e+01	6.759921611547445863e-01	-1.899299321646000793e-01	1.358785053559558031e+00	5.775964317944565218e-01
7.317692914438213014e-01	2.883384091116226955e+00	3.424654195887127717e+00	1.266238148151031733e+09	5.752760932204480371e-01	7.792955439363776771e-01	1.317355547894721646e+00	3.722622704087999779e+01	5.457787581960034551e+00	7.073362132628655274e+01	8.079193701958825580e-01	5.176069195919227894e+01	1.566028543221505975e+00	3.666880025697712853e+01	7.285218612645520952e-01	5.010978280412335550e+01	3.500430226915796084e-02	1.027844202023508124e+00	5.254754061115791330e+01	1.837780466288642112e+00	8.677858306110047693e+01	2.774868120881073708e+00	2.311727224122751068e+03	1.224943132854788246e+02	2.600258441234027385e-01	-1.237062529268437433e-01	1.576485213341179303e+00	4.115730974684275179e-01
7.332755974243940766e-01	7.155250121325416046e-01	2.050038251060213756e+00	1.266238148167158604e+09	2.342900736755588298e+00	8.424917152250549490e-01	4.738397696715136220e+00	2.397067263809719861e+01	3.105158883825020477e-01	6.444302800441981560e+01	8.459470271934129704e-01	4.725449985977790135e+01	2.260312622596992060e+00	2.363527383749558908e+01	2.057891425024064080e+00	3.223245655591662029e+01	3.889994215750562034e+00	6.330702835608182921e-01	4.792506973279773774e+01	1.661210180665494640e+00	5.586773039341221647e+01	2.964829666415397469e+00	6.780260707080913562e+03	1.116975278641977241e+02	1.094223790829467330e-01	-6.962924208110307656e-02	2.155778539836292307e+00	9.993210226662228024e-01
8.760766357045317587e-01	1.263687735264918288e+00	4.315434320728623874e+00	1.266238148130692482e+09	1.872622077830981446e+00	4.971385291590703082e-01	4.089573230444774055e-01	3.005282994034950761e+01	3.642274025084563660e-01	5.310839110940427332e+01	5.858082816971215134e-01	4.652702061080736229e+01	8.547304122204408827e-01	3.232602675748034216e+01	2.115813979439900017e+00	3.689862900119929634e+01	6.762553720028563475e-01	-9.811137101010447559e-02	4.325519645634044252e+01	2.128189561571670829e+00	6.922465575867964560e+01	2.012967555161593758e+00	2.497294496298565264e+03	9.963541172021163561e+01	4.677721475405935969e-01	-1.995579316691018235e-01	1.728864427471021425e+00	4.393052681626226086e-01
6.616288728688614063e-01	4.533190742345794000e+00	3.645396785711933485e-01	1.266238148121165514e+09	1.233164135739751588e+00	1.393714278400241639e-02	1.658822305613256276e+00	3.238893246931476710e+01	5.868975197068843741e+00	7.519754497691192796e+01	1.184109177179738619e-02	4.975286692557975243e+01	2.874368436732538168e+00	3.039129594706141901e+01	1.232645054316354294e+00	4.593405335423616265e+01	1.132781484054362409e+00	-8.091499738015750509e-01	5.302315010897781633e+01	2.477757470562482744e+00	7.632534930129757811e+01	7.998311066793657442e-01	3.903797735614833073e+03	1.249504119024916804e+02	2.571810322417566325e-02	-5.305181730278870538e-04	1.051466532324188075e+00	6.370761882693071199e-01
8.111724893410393600e-01	3.264919792737169146e+00	5.108394129635945191e+00	1.266238148164546967e+09	2.244040798355621202e+00	9.494993316435794695e-01	5.998747664892656317e+00	3.099221281868192079e+01	2.536989889697263578e+00	5.884355485608777059e+01	9.621878090951013762e-01	4.773227287428872501e+01	3.549357435024098617e+00	3.209887662361804672e+01	2.541382939678854314e+00	3.957096307555222126e+01	4.139991761613714516e+00	8.663924459080056817e-01	4.608662093024396711e+01	1.733376748017000146e+00	7.166983969917026798e+01	1.638175192767584720e+00	2.823835353530231259e+03	1.065758277303764885e+02	9.871224859517931938e-01	-5.010968381639616664e-01	2.790310793510245357e+00	4.870387345321541273e-01
8.825293632661445065e-01	4.537040764070657595e+00	1.463062754782211261e+00	1.266238148126987934e+09	2.318297878478633223e+00	7.508789810417315636e-01	3.140778103848285596e+00	2.415768782518945557e+01	9.936159240467907772e-01	5.661693814592299390e+01	7.769308131850860555e-01	4.996611037200010941e+01	1.396262660222371110e+00	2.607926709406807220e+01	2.011072870493038511e+00	2.955059421201755754e+01	1.333661258569122765e+00	-8.027725493642057231e-01	4.628449457002938061e+01	1.830491599522749091e+00	5.562986130608562974e+01	1.820231047149198922e+00	6.089667874492879491e+03	1.065830485179231033e+02	5.798336254639664400e-01	-1.305417721428510647e-01	1.661288935084443530e+00	9.159323071377754033e-01
1.173671301544750994e-01	4.381797330050630102e+00	6.391468145867005290e-01	1.266238148173123121e+09	1.264958668795273189e+00	9.038359825860460273e-01	1.210714229611393300e+00	1.911136527827132170e+01	2.077863230721571419e+00	1.064645640143350676e+02	9.506343664456230469e-01	1.249544034150991045e+01	3.171083100439236802e+00	8.293722224348480054e+00	8.846421149990401078e-01	7.066477823418304638e+01	4.591872276948492981e+00	1.109615739714273408e+00	2.879345584764899968e+01	1.255715763191520118e+00	7.895850045853151755e+01	1.011304187516839592e+00	2.960258452315648356e+03	1.189600043558449727e+02	3.493484516480873103e-01	2.420008212599198683e-01	2.201856498750988766e+00	5.066142804766406993e-01
8.536533616587504980e-01	4.031636655299859484e+00	4.417961027706635235e+00	1.266238148162843943e+09	7.585292479824645717e-01	1.805101977360022703e-01	5.737978237781028668e+00	2.921539039453226749e+01	3.406442700699132242e+00	6.339711428364626755e+01	2.704593014426139030e-02	5.411915972769862293e+01	4.576843724698417937e+00	3.102630236655086549e+01	8.104752499607299487e-01	3.634531738534134604e+01	3.909458095920058440e+00	4.759382866195820405e-01	5.096038711249538977e+01	2.222843971635855009e+00	6.737161975189221153e+01	2.163132708374064794e+00	4.719547888940106532e+03	1.175162740113448905e+02	2.679503433265976176e-01	-8.169856693179905482e-02	2.202257436147846192e+00	7.442993718144101933e-01
9.187916736293110231e-01	5.929742702436779922e-01	3.103399715824764815e+00	1.266238148134208202e+09	2.761261736284921220e-01	2.929650261483243145e-01	2.444411026315920665e+00	2.753579488676422926e+01	5.671391603294321015e+00	5.541228798619358997e+01	6.998187098587219102e-02	5.091234881846417437e+01	4.431748551107344447e+00	3.032424545611119271e+01	2.839548801911151443e-01	3.300448439669425227e+01	6.701381835802067144e-01	1.242727389474376221e-01	4.623072967463063065e+01	1.366514607424395900e+00	6.332872985280543787e+01	3.727239232970257499e-01	4.218208219103619740e+03	1.063246368046577572e+02	3.233905923175649511e-01	-2.432379957263278766e-03	1.634326798022774030e+00	6.789320905659631533e-01
5.433091203380902012e-01	4.880767717950945439e+00	3.408074172515074274e+00	1.266238148163242579e+09	1.380696906074420305e+00	6.991270459214318223e-01	1.970905245071996603e-02	3.299392639031543695e+01	4.967060253116206692e-01	8.235979058169597522e+01	8.822757761557198375e-01	4.474682537217056932e+01	4.861058665500225473e+00	2.819313584046253496e+01	1.468102737192220175e+00	5.189151955137163696e+01	5.101733898976021919e+00	1.164954008783995798e+00	5.236641538862863854e+01	9.147551974557033283e-01	8.008465539183417548e+01	1.071112006083729140e+00	3.535973332684959132e+03	1.271066159538665374e+02	5.834537764185458997e-01	2.540458746398258083e-01	2.049805245850323754e+00	5.871531859875738224e-01
5.688188582279795069e-01	6.246859898593104532e-01	4.454687872536930549e+00	1.266238148128413677e+09	2.192558768397185442e+00	9.707830733349680219e-02	1.627792223292900076e+00	3.056834201584790733e+01	1.399437294989230030e-01	7.430600017996583517e+01	8.602960184261494725e-02	4.226665418185620382e+01	5.280079073745996610e+00	2.669168792967734305e+01	2.249443546968583174e+00	4.692475916292399774e+01	5.987550059863906426e-01	-5.746221599050427287e-02	4.840538913464536819e+01	2.231197125832110828e+00	7.361644709260133368e+01	6.490558250173520394e-01	3.509476179294273152e+03	1.165726543618220319e+02	2.589343834668024202e-01	-9.946845605360048193e-02	2.347847735000187619e+00	5.835137250672605136e-01
9.551594628392607866e-01	2.439043731503954149e+00	3.769872676388928312e+00	1.266238148164968967e+09	2.365727269915746778e+00	1.918606862620090003e-01	5.030174409506779298e+00	2.919512522234774110e+01	1.928255899899300463e+00	5.538746518232636618e+01	4.426423735057927744e-01	5.290386149157911433e+01	3.692054629176761082e+00	3.277759858188340303e+01	2.396746537571908142e+00	3.431636271963458285e+01	4.010085144756089903e+00	5.426147248421009373e-01	4.712166015255543527e+01	2.693281706011967369e+00	6.709396130151797877e+01	1.481725853723517838e+00	3.732962937770400004e+03	1.082913266739054734e+02	4.008366973401062544e-02	-1.928406748419373151e-01	9.629160677948989111e-01	6.140249371660726485e-01
9.534919924440972139e-01	1.729433743710330873e+00	7.022102930840441459e-01	1.266238148129519701e+09	2.153525958914035421e+00	5.553728839502822812e-01	3.075046007092176126e+00	3.001291074721059715e+01	1.545776083223828534e+00	5.221977890699300673e+01	5.440910443839264143e-01	4.979114103501900246e+01	4.937573043797739203e+00	3.366644532990899563e+01	1.950209110448432703e+00	3.530857689073130246e+01	1.841406956598007127e+00	-9.477448031442663456e-01	4.438772959966188836e+01	1.575484453612930658e+00	6.897502222064029809e+01	1.548678966486103148e+00	2.767914589565325059e+03	1.020109199420120092e+02	9.650446110216569506e-01	-3.753932082115933877e-01	2.488457555255509934e+00	4.789545063964610883e-01
3.584126579184503392e-01	2.511420437961028540e+00	4.390462741257567636e+00	1.266238148140372276e+09	1.120044671411269510e+00	6.430589245504797491e-01	2.671160652150044612e+00	2.548608427673874743e+01	4.894412566735145909e+00	6.585209891467154364e+01	6.566064594848465275e-01	2.360222580151612704e+01	6.123445092990571048e+00	1.797474733905882616e+01	1.584997213314525588e+00	5.015098362722619640e+01	2.946187844717428561e+00	-9.714807774748401847e-01	3.346518894254200660e+01	1.774285882545102888e+00	6.812573096628501901e+01	1.123352623328959021e+00	1.679161977140371391e+03	8.945432471618767067e+01	1.351215372040229755e-02	-9.670760370451055021e-02	1.293984163132336995e+00	3.130769159813936997e-01
5.859668843423484486e-01	2.028505949585392543e+00	3.538492683798090788e+00	1.266238148169365644e+09	4.729657015823931498e-01	7.169387945283107744e-01	9.779844273002931132e-01	2.360310920121661127e+01	6.035581468451225895e+00	6.045242659463783497e+01	9.453442299333870702e-01	3.542312006259445667e+01	1.050521522285099429e+00	2.090149101432758272e+01	7.466001045951590198e-01	3.567008916858172540e+01	3.875392724671769429e+00	3.314957575211037177e-01	4.000172860931767360e+01	2.280754504040667374e+00	5.657158018290930812e+01	1.662743338612583388e+00	4.338513701584544833e+03	9.587554665723229164e+01	7.320114573520410950e-01	-1.807776653470964667e-01	6.949082164221448421e-01	6.947652221706368536e-01
7.675386079058900135e-01	5.345491820665033700e-01	3.133592120804444825e+00	1.266238148159449100e+09	2.131407812875110164e+00	1.597148833775939303e-01	4.934353647885072469e+00	2.915772914919901027e+01	7.235851076636141965e-02	5.852956387229011170e+01	1.083681139381654918e-01	4.492369997587642416e+01	1.883380841361017133e+00	2.939460111659392183e+01	2.130160673136971994e+00	3.829722806621093412e+01	5.408383674409492414e+00	1.084051220551789374e+00	4.456168910341258993e+01	2.293779574022515089e+00	6.769182918280485239e+01	1.144953911151833426e+00	3.113011897003041213e+03	1.034532638481665288e+02	4.573654905481393529e-01	-2.156142881086608454e-01	2.649589540193848070e+00	5.282976556710602400e-01
7.310198107789849242e-01	5.673104849552429663e+00	3.274526818592736532e+00	1.266238148163746357e+09	2.359582644830987341e+00	2.051649883965623866e-01	2.312762137973692234e+00	2.837312256238630681e+01	4.134238062127247204e+00	6.547446932435713052e+01	2.052005549366156534e-01	4.786313417634600142e+01	3.360342711578738317e+00	2.793439052632183106e+01	2.365814847135175647e+00	3.821290492326679100e+01	4.333706771401125479e+00	8.418475402903821125e-01	4.861486313530892289e+01	1.552177478439149771e+00	6.614729544958861140e+01	6.523940213670917920e-01	4.481138073027795144e+03	1.133376035007031248e+02	4.417898371906129329e-01	-1.778450044175872713e-01	2.876475702154798864e+00	7.134125096177003078e-01
8.179205296345581910e-01	3.503588051116360180e+00	6.894576188364286429e-01	1.266238148164775610e+09	2.509127801537841762e+00	2.926402989249202169e-01	2.893106906095216146e+00	2.574310667328454372e+01	8.758317998988057740e-01	5.729660491202918138e+01	2.934076188296907972e-01	4.686406943590893803e+01	6.104811450211437007e-01	2.677074015849081690e+01	2.405982341596951457e+00	3.273024601846320536e+01	4.631631511553791825e+00	1.106263496576395555e+00	4.506512451618480242e+01	1.498459037690361706e+00	5.950098617695402226e+01	1.433794825991880906e+00	4.768277290003897178e+03	1.041606743479381123e+02	4.061207888479406725e-01	-1.442795112874138419e-01	2.593366636241597689e+00	7.505705542117840912e-01
6.092436645507565141e-01	5.230241905792337498e+00	7.732001519027766889e-01	1.266238148124577999e+09	1.850726077196786834e+00	5.705041043152176972e-01	4.030962514978464029e+00	2.757973552224576252e+01	6.161594224154072208e+00	6.784860733504190478e+01	6.532359686320564629e-01	4.133633416746626921e+01	1.199279390813873247e+00	2.487888241206716344e+01	1.633096807122919492e+00	4.083568506274468746e+01	1.292554934042641435e+00	-7.542744588389633797e-01	4.582380932211518143e+01	2.079553155156059319e+00	6.571456747481184379e+01	5.886358628301068263e-01	4.086636767317265367e+03	1.091849415025081669e+02	9.362775058932804040e-02	-2.205388900432614374e-01	2.270047612814864557e+00	6.615028554263612248e-01
7.355148405625766550e-01	3.581461197826130594e+00	1.102816036685192902e+00	1.266238148126180410e+09	2.243876673799765520e+00	7.530844820695147268e-01	2.715570186984887613e+00	2.973426672610527177e+01	1.459109552400860377e+00	7.176580278741927543e+01	7.532557767469092447e-01	5.278481299503400948e+01	8.658910108412437578e-01	2.936158359345776958e+01	1.947406330658638440e+00	3.991977044406043262e+01	8.850686891302075310e-01	-4.056192314810631583e-01	5.345480442790703535e+01	1.592123039914346894e+00	6.928135403751819865e+01	1.667554070084728890e+00	5.138273347704854132e+03	1.245506157824532920e+02	3.242091016512670953e-01	2.537856859247025754e-02	1.315980324393427603e+00	7.977508885724853283e-01
7.070045576112804486e-01	5.592926785511516563e+00	2.607301759384141882e-01	1.266238148165903807e+09	2.162461810538305773e+00	5.243650517337830053e-01	2.530928697012576833e+00	2.528374837809975872e+01	7.320283506608723512e-01	7.031364151969472687e+01	6.052977631750051657e-01	4.971206501666993205e+01	3.061998088498940618e+00	2.449386281467786830e+01	2.145919683393143096e+00	3.464456141192923866e+01	4.295112363505836583e+00	8.369950077051980797e-01	5.131519486113968753e+01	1.047732451472031423e+00	5.913842422660709985e+01	1.363874898492156484e+00	7.034415703146570195e+03	1.200257065363646518e+02	7.347658991892311864e-01	1.368309412299501260e-01	1.703620945993701064e+00	1.029572280729854628e+00
6.914622536703133315e-01	5.765117814553990527e+00	1.361048574690467694e+00	1.266238148139556885e+09	2.568643969720623588e+00	6.159285660583931898e-01	4.346485136199107480e+00	2.945165446144325117e+01	5.453315929885008906e+00	6.012795013243709974e+01	4.627716420219614712e-01	4.157620790715117209e+01	1.418632678354883048e+00	2.822731368869781576e+01	2.347412669720781775e+00	4.082263860227502050e+01	2.828927280555149082e+00	-8.441357342676187869e-01	4.337954800101380926e+01	2.708553769359053565e+00	6.904995229097282561e+01	2.373831093907187828e+00	2.726244559058613959e+03	1.017041580395882647e+02	9.865006385622405727e-01	-1.239840696405999504e-01	1.257327739739531935e+00	4.729069994286505541e-01
9.952249793711365200e-01	1.858950121787398047e+00	4.442904951692487892e+00	1.266238148165904284e+09	5.105825825005084334e-02	8.528020051224406428e-01	4.136165209239590190e+00	2.384024301693084169e+01	3.688987710829632061e+00	6.171216441816645926e+01	9.106484978624338478e-01	6.141748756001789644e+01	4.005970219727393200e+00	2.731980278420856578e+01	2.672840118169074186e-01	2.745088130873827836e+01	4.068877041812015705e+00	7.268035047603175203e-01	5.359510976288954254e+01	1.212448869703719012e+00	5.477068409294684415e+01	1.411346905703197541e+00	8.921564778535528603e+03	1.231296519781843557e+02	2.731204881182383234e-02	1.547574777806468294e-01	1.971920348589968564e+00	1.248094103941281841e+00
5.102967458058019767e-01	4.709659347871956392e+00	2.764829884414066630e+00	1.266238148164908886e+09	1.714979269635299453e+00	4.764756446844703452e-01	5.308003658024467164e+00	3.014906834595201701e+01	6.934407006004641438e-01	7.168020306997082969e+01	5.475878799918821871e-01	3.657817436530517341e+01	5.684840997027074572e+00	2.501586203991253043e+01	1.569502286687966208e+00	4.902218610156008793e+01	3.972458107316128917e+00	6.231699341679221016e-01	4.408394470477307436e+01	2.086115480929745303e+00	7.403804814147261482e+01	2.944297500041372473e+00	2.652807543866003016e+03	1.082583774352760031e+02	6.166525281071103537e-01	-3.103251781015471944e-01	2.254721819881128742e+00	4.621992361064792276e-01
7.423100359634056122e-01	1.627974691738389268e+00	5.268265505556803951e+00	1.266238148166046143e+09	7.495060235298333096e-01	5.052598171452722386e-01	5.278701711805355856e-01	2.785546399339105861e+01	8.059240463486533335e-01	6.405620705051512687e+01	2.432045785169531515e-01	4.754956535934724116e+01	1.100104520557853904e+00	2.762928317192638161e+01	9.279247256579218339e-01	3.722067846768064925e+01	3.857789093816904824e+00	4.215751667882632336e-01	4.793881902497231806e+01	1.843912159289984531e+00	6.484996163960703086e+01	1.481904104079377671e+00	4.539336216990687717e+03	1.116057724098623680e+02	7.109142856740179317e-01	-2.265638485798432064e-02	1.521268892279559637e+00	7.209844013492721082e-01
8.740496523336140910e-01	2.666315638811221689e+00	1.137218385832137052e-01	1.266238148168875933e+09	9.091886009226994858e-01	6.775422427571166084e-01	5.670494946795722413e+00	2.409733866388178924e+01	3.838514431587344511e+00	5.478027495127587088e+01	7.246533444325291562e-01	4.788068027590246345e+01	3.279005999195085508e+00	2.589045850878986954e+01	9.009808466459547915e-01	2.962126744134645406e+01	4.060116227751791484e+00	7.301294606206188975e-01	4.456456295178202254e+01	1.933367184481518564e+00	5.551172595013632360e+01	2.857267943752964889e+00	5.549547327244295957e+03	1.026609552271783343e+02	5.597518698861506659e-01	-3.372074061500686670e-01	2.443893692201271506e+00	8.493562120441731089e-01
8.882529766457302189e-01	5.138205644879575651e+00	3.917129928559358376e+00	1.266238148129095554e+09	8.620346256189421741e-01	1.666501168205899441e-01	4.794331660955428731e-01	3.412982147068962036e+01	7.029949184548045515e-01	6.364732722001683385e+01	1.667113374500218681e-01	5.653492785872476389e+01	4.658772478784032778e+00	3.696244750615111485e+01	9.019865642780228177e-01	4.161252309643897007e+01	2.105921648034495774e+00	-1.047095509401946067e+00	5.220236009413311962e+01	1.597897907157337594e+00	7.857497060259009913e+01	1.863204596917715783e+00	3.121697476373972222e+03	1.201822550787416048e+02	8.193003984440448695e-02	1.979743689599586156e-03	1.457107541653189342e+00	5.295233858449575060e-01
6.828564744285934296e-01	1.796728530241233912e+00	4.425481356367916064e+00	1.266238148126569033e+09	2.440269520175899931e+00	2.997253380507384768e-01	1.489951581768380606e-01	2.805542606623700053e+01	6.274097639253882086e+00	6.379664873007409653e+01	3.806828192338517214e-01	4.356395463217779707e+01	1.647733372064396073e+00	2.672748267596110239e+01	2.543306087775034197e+00	3.914070332030806298e+01	7.824532306832452377e-01	-2.988790770325591151e-01	4.572841083291498165e+01	2.804214265597683386e+00	6.586818599626916182e+01	1.055808666626491421e+00	3.850664892164786579e+03	1.073606033622518936e+02	5.327360854302145565e-01	-1.066882449649349113e-01	1.054198511918376102e+00	6.299310773236249661e-01
7.242719374307957647e-01	2.642589985706937483e+00	9.421778804881042468e-01	1.266238148165162802e+09	2.731875304611792288e+00	6.087089760178039377e-01	5.704174181807943000e+00	2.507847144288164287e+01	1.466069606664586411e+00	5.968465837090674597e+01	2.731259120229616033e-01	4.322792315319178869e+01	3.221601111078579827e+00	2.458005654806228790e+01	2.649613927882097819e+00	3.393760724080368618e+01	4.502538388768812183e+00	1.068734745877351067e+00	4.410446469936474756e+01	2.080945602068831946e+00	5.851766378886597408e+01	1.560109112030090506e+00	4.831281377264515868e+03	1.029125815240985276e+02	9.699938855870545718e-01	-2.489754505750282343e-01	2.005599440743677242e+00	7.586584094575471449e-01
6.338344058588893937e-01	4.440435560131884785e+00	2.105683125917182374e-01	1.266238148124871492e+09	8.436385344890284799e-01	2.706507599619632082e-02	2.661788486082556915e+00	2.799586703867057835e+01	1.081957134395434006e-01	6.763778380310489524e+01	3.003433025269510934e-02	4.287115451045300318e+01	1.778647074049327426e+00	2.573509961653073574e+01	8.411005834130307335e-01	4.060224465356672852e+01	1.063067621994491674e+00	-6.844863304305031093e-01	4.663728368465285001e+01	1.122387320934709942e+00	6.633734427009747492e+01	2.585256926352279550e+00	4.119466649169678021e+03	1.105089383135579055e+02	4.438480777943126093e-02	-2.698575628896958205e-04	2.069754102682066499e+00	6.658631654534207245e-01
9.957498263123784055e-01	3.645451186082791839e+00	4.532001963128415412e+00	1.266238148161319017e+09	8.185281124192311797e-01	3.514797549559259826e-01	4.695401390132913910e+00	2.916468328833371970e+01	3.733917833318143753e+00	5.667721969476348676e+01	4.306049945939375290e-01	5.643633166692925585e+01	5.233235103129464605e+00	3.343016963667516706e+01	9.447392532764357087e-01	3.357286012338979475e+01	3.757793611052989036e+00	8.666977806455244959e-02	4.923539894980473974e+01	2.761019865865566469e+00	6.700302976006496181e+01	1.523174244788061626e+00	4.288430149076169073e+03	1.131135513616927426e+02	5.069759991298696811e-01	-1.886074592709301861e-02	7.707447471363028102e-01	6.881856203629542756e-01
7.938299190179143316e-01	4.781803712495539926e+00	3.632519022541873976e+00	1.266238148131371498e+09	5.665853878452410397e-01	2.793102741504593922e-01	6.474665493483300338e-04	2.989580214800615821e+01	1.137259810757676570e+00	6.369997422660819808e+01	3.374207998165644207e-01	5.056694538175161568e+01	4.781156245946191596e+00	3.063779095497682547e+01	6.288845104191248536e-01	3.859490581166344469e+01	2.143355009254378274e+00	-1.037470505819395150e+00	4.934231050089177728e+01	9.751396556146767480e-01	6.923269676664027372e+01	1.435752828335662867e+00	4.003872615290334579e+03	1.142669196083598138e+02	3.746828985628884445e-01	-1.651123684726355650e-02	2.398025040950693576e+00	6.504762192568419588e-01
7.360214877543596046e-01	3.971398809411964770e+00	1.782646244588207862e+00	1.266238148167067289e+09	1.918249747830554242e+00	2.886811966972457344e-01	2.919288125672530043e+00	2.790366779237340111e+01	1.472423489291578402e+00	6.083878375086085555e+01	3.387430065889320829e-01	4.477865212947436646e+01	1.052110683739435393e+00	2.756312847923507903e+01	1.762301456157760571e+00	3.744880949512987200e+01	4.232663072208310950e+00	8.628718934067475255e-01	4.533188727659923245e+01	2.419428339392450056e+00	6.501193797436495458e+01	1.334959584236362851e+00	3.811017236934858374e+03	1.056174358803352220e+02	4.101679420878320270e-01	-1.552636861261936785e-01	1.621684698540781344e+00	6.245852557415154660e-01
8.809686110711110185e-01	5.587102624521648409e+00	5.506601513052395092e+00	1.266238148125760794e+09	1.914420841143391061e-01	4.034938864353022070e-01	1.775688216307123923e+00	2.574149976879963120e+01	2.400132614435082967e+00	5.919671258029241301e+01	1.774185203329689542e-01	5.215044566183597397e+01	3.811414408214524041e+00	2.776478597277410998e+01	2.732894417066429882e-01	3.151620344227333703e+01	1.621870830050397672e+00	-1.003266989228481787e+00	4.835011824918525747e+01	2.032513636960821213e+00	5.928098941504745056e+01	1.991294996658829142e+00	5.783038300073030769e+03	1.113471582421283870e+02	8.758600354573009561e-01	-3.892475150449364318e-01	2.580077884117296438e+00	8.782945315326474711e-01
