mass_ratio	phi_2	phi_jl	geocent_time	theta_jn	chi_p	phi_1	chirp_mass_source	phase	mass_1	a_1	mass_2	phi_12	mass_2_source	iota	mass_1_source	ra	dec	chirp_mass	tilt_1	total_mass_source	psi	luminosity_distance	total_mass	a_2	chi_eff	tilt_2	redshift
8.138262512707271634e-01	4.962788116167476282e+00	8.690036400634130187e-01	1.266238148154785395e+09	2.494605241171936605e+00	9.290031615524474429e-02	2.426661144591570007e+00	3.266561211857548841e+01	6.245030492499764385e+00	5.797270600000000229e+01	6.568375933264120059e-02	4.717971000000000004e+01	2.536126971575907163e+00	3.388618014339756712e+01	2.482910446511112035e+00	4.163810161012488464e+01	2.850427300000000219e+00	-8.097862200000000010e-01	4.548031380949728231e+01	1.943557377038668488e+00	7.552428175352245887e+01	1.288340817266754756e+00	2.184626999999999953e+03	1.051524160000000023e+02	1.186476380054804630e-01	-2.041275141210568966e-02	1.706926052622027568e+00	3.922994507007767084e-01
4.720214417285841790e-01	3.519829205693746577e+00	3.725115113111813425e+00	1.266238148154785395e+09	2.100068100444142105e-01	5.439555299765626017e-01	3.937079726419067338e+00	2.291250671263658134e+01	3.646408823557779399e+00	7.489135000000000275e+01	5.697810779804437509e-01	3.535032299999999594e+01	5.865934786454265470e+00	1.833327796809361843e+01	5.479862072866888978e-01	3.883992621385067423e+01	4.002002000000000059e+00	6.538530099999999567e-01	4.418001594919335417e+01	1.873027977924184739e+00	5.717320418194429266e+01	2.211819042918079958e+00	6.190353399999999056e+03	1.102416730000000058e+02	5.039394646603094774e-01	-1.306507290002044686e-01	1.666475475051585109e+00	9.282052593934400075e-01
9.452027112263248210e-01	4.781589240601493707e+00	1.070827219108640760e+00	1.266238148154785395e+09	1.046454512429633610e+00	7.375746019508774287e-01	1.148358860097449252e-01	2.706497242381569990e+01	5.338182207555229652e+00	5.806597500000000167e+01	2.330202086657909288e-01	5.488411700000000337e+01	4.666753354591748781e+00	3.022807879752946647e+01	8.580753488040218091e-01	3.198052485303491466e+01	4.223318599999999812e+00	9.152932200000000185e-01	4.914096999217426287e+01	1.132749724997108354e+00	6.220860365056437757e+01	2.154638895517020813e+00	5.280296099999999569e+03	1.129500919999999979e+02	8.225740233004532609e-01	-6.603376630888160848e-02	1.867463005404548015e+00	8.156667305130111956e-01
8.672017432570443551e-01	3.651616030508349819e+00	3.100811227878568666e+00	1.266238148154785395e+09	2.449797305068618147e+00	7.684466202443544780e-02	6.127299327363481041e+00	2.946068779264492576e+01	5.780610888217649901e-01	6.280932599999999866e+01	1.238581055707394935e-01	5.446835699999999747e+01	3.807502010324455899e+00	3.153037873642116296e+01	2.448956374203807851e+00	3.635875847988851461e+01	4.632221900000000225e+00	1.133617600000000225e+00	5.089299033067889866e+01	6.692844630821888074e-01	6.788913721630967757e+01	1.907539969351288889e+00	4.589454200000000128e+03	1.172776829999999961e+02	5.788969016164731418e-02	4.021907601111043840e-02	2.025322778825251024e+00	7.274881933810350976e-01
9.763163508340032548e-01	4.218556410525600597e+00	4.603353118279580158e+00	1.266238148154785395e+09	2.055559918271351094e+00	7.662723958569641614e-01	3.054557505152157404e+00	4.009724153228137311e+01	4.552232397812506548e+00	6.196414200000000250e+01	8.309583260435539076e-01	6.049660500000000241e+01	1.163998905373443415e+00	4.551159063700767859e+01	2.304651683828825792e+00	4.661561859343039060e+01	6.149415900000001933e+00	9.805694299999999641e-01	5.329954300906215536e+01	1.967977528998272829e+00	9.212720923043806920e+01	3.443985635413466806e-01	1.780100699999999961e+03	1.224607469999999978e+02	1.379383677438146549e-01	-1.205892188998290010e-01	9.057112786645932223e-01	3.292571002958373794e-01
5.691188447000777861e-01	4.977473879648106170e+00	5.556876961598530507e+00	1.266238148154785395e+09	2.818735624061448064e+00	3.448085226223893129e-01	1.197045471848564802e+00	2.685775320485578987e+01	1.975107980232479576e+00	6.443916299999999353e+01	4.243986383008673258e-01	3.667354199999999764e+01	3.780428407799540924e+00	2.345751663186295133e+01	2.889645434166293381e+00	4.121725514857079986e+01	6.729629400000000095e-01	-5.197195699999999918e-02	4.198948062754454469e+01	2.193226940809247516e+00	6.467477178043375829e+01	2.806464421817488897e-01	3.363858400000000074e+03	1.011127050000000054e+02	4.897452460098779548e-01	-2.422090802679235932e-01	2.066706208306336112e+00	5.634025790345333906e-01
8.201432604239193846e-01	4.575637523620531333e+00	2.645938513247690249e+00	1.266238148154785395e+09	5.752502560527004150e-01	3.486709934277654743e-01	3.854632541210718522e+00	2.727134503841944735e+01	1.683684840973849184e+00	4.967680399999999707e+01	3.741043265131799855e-01	4.074209599999999654e+01	7.210049824098125892e-01	2.839772574874126221e+01	5.178371053088014486e-01	3.462532354903814991e+01	3.455460299999999041e+00	-3.671083099999999932e-01	3.912608239952659517e+01	2.740145871242222420e+00	6.302304929777941567e+01	1.325454459271804053e+00	2.466234399999999823e+03	9.041889999999999361e+01	4.515692960241120546e-01	-2.399257333633079137e-01	1.822778237870402496e+00	4.346957344570417936e-01
6.269612860700701784e-01	7.823527780863699377e-01	2.989433144458229386e+00	1.266238148154785395e+09	2.363944039893668136e-01	6.234601828451332706e-01	2.043899971613374333e+00	2.666121871124824949e+01	5.261655205667302937e+00	6.394401200000000074e+01	9.789813832853495601e-01	4.009042000000000172e+01	5.021638113652583613e+00	2.438101216707434915e+01	4.278208306307665354e-01	3.888758797197804995e+01	1.597788699999999951e+00	-9.382457600000000397e-01	4.383983111616900175e+01	2.451192431877490918e+00	6.326860013905239555e+01	1.439224760834000083e+00	3.957898999999999887e+03	1.040344319999999954e+02	8.781779271732020886e-02	-4.824413592593433942e-01	2.149799749427994122e+00	6.443296006447437607e-01
6.750211485683654811e-01	5.310044437102528825e+00	1.139152068214927871e+00	1.266238148154785395e+09	2.173859836150776048e-01	7.075306490774445622e-01	1.172289519367772925e+00	2.795346933594141703e+01	1.083950475817673009e+00	6.913115700000000174e+01	8.008063284040514151e-01	4.666499300000000261e+01	4.137754917734755900e+00	2.648297235152501727e+01	1.559219166256867461e-01	3.923280390205855639e+01	3.883215299999999814e+00	3.332302200000000214e-01	4.925611950096320868e+01	2.058261880801168342e+00	6.571577625358357011e+01	2.996035623026195971e+00	4.857952499999999418e+03	1.157961499999999972e+02	1.163511827639376328e-01	-2.221434285665396524e-01	1.532675612913624308e+00	7.620753584826668314e-01
5.401410013137558641e-01	2.046364707492600132e+00	2.405143124635945817e+00	1.266238148154785395e+09	5.093558437974237130e-01	1.885685651182339162e-01	3.757706639002742932e+00	2.589928415271313611e+01	2.440721682570205608e+00	7.013707700000001921e+01	1.891789593866662622e-01	3.788391099999999767e+01	4.571843375669442544e+00	2.207001941021303537e+01	4.405608664539297226e-01	4.085973728440040986e+01	3.992131800000000119e+00	6.490022199999999630e-01	4.445696931970319099e+01	1.651149058696100402e+00	6.292975669461343102e+01	1.944400255548295542e+00	4.505100699999999961e+03	1.080209880000000027e+02	7.330353070514686875e-01	-2.422801758319015064e-01	2.700002498616424162e+00	7.165327449811388361e-01
4.642575076159247138e-01	5.630915543287507319e+00	3.772340701759016035e+00	1.266238148154785395e+09	2.927354945947540532e+00	4.451102608620214895e-01	3.828275907197193462e+00	2.577352231174113939e+01	1.668226191417763182e+00	8.073445100000000707e+01	5.055123294954010360e-01	3.748157499999999942e+01	1.802639636090313635e+00	2.046448600177890498e+01	2.935382217014429695e+00	4.408003245196620412e+01	4.763601500000000044e+00	1.172881199999999957e+00	4.720530041447047154e+01	1.076943690020222499e+00	6.454451845374512686e+01	8.028381463708701427e-01	5.406825900000000729e+03	1.182160260000000278e+02	6.776772517130172924e-01	-1.999234646410510095e-03	2.451114873413815509e+00	8.315424583222787991e-01
6.172123488174455774e-01	8.397021768127785890e-01	5.227044024202920185e-03	1.266238148154785395e+09	2.690541063992732074e+00	4.909162466726241791e-01	2.826293008206382851e+00	2.258391978106915232e+01	1.364800894117097929e+00	6.231307600000000235e+01	6.451055456889349671e-01	3.846039999999999992e+01	4.296594475785981970e+00	2.049871205326696355e+01	2.633983841029987172e+00	3.321176592228214730e+01	4.057436000000000043e+00	7.246112599999999793e-01	4.237273961850700488e+01	2.276761187897728078e+00	5.371047797554911085e+01	2.286577781188900982e+00	5.766354400000000169e+03	1.007734760000000023e+02	7.341396275703474528e-01	-2.267360650234482577e-01	1.456130250054636477e+00	8.762349507646461921e-01
8.916080540427292478e-01	4.153788189346807158e+00	4.423095011890712414e+00	1.266238148154785395e+09	2.169189038097200761e+00	5.288376624512025614e-01	3.247008284692454616e+00	2.590417447489769387e+01	3.654795127878696093e+00	6.205474900000000105e+01	2.841874988069389985e-01	5.532851399999999842e+01	9.067799046543524311e-01	2.810642316388925721e+01	2.345113881123073618e+00	3.152329438529532624e+01	4.055947699999999934e+00	6.906674499999999606e-01	5.099330753456476373e+01	2.151356958387800500e+00	5.962971754918456924e+01	1.011353867582669208e+00	6.523568400000000111e+03	1.173832629999999710e+02	8.737160436803793617e-01	2.156552108962425385e-01	7.615754492005701870e-01	9.685362907040161451e-01
5.840255336236408468e-01	6.311865418929185623e-01	6.151061128719451432e+00	1.266238148154785395e+09	8.230870651764461421e-01	8.808102047350697683e-01	4.725092615615567482e+00	2.616993933266028804e+01	4.193957046655577336e+00	7.665688299999999344e+01	8.808164736682463358e-01	4.476957700000000528e+01	2.189279233456937312e+00	2.313811021269282620e+01	9.296204732355559663e-01	3.961831954354848051e+01	7.271944399999999975e-01	-1.044608800000000060e-01	5.063581698198290582e+01	1.567023478337538522e+00	6.275642975624131026e+01	1.143769846173606330e+00	6.245292800000000170e+03	1.214264600000000058e+02	3.690152826634183758e-01	1.127774393701851258e-01	6.206650719800429483e-01	9.348847675313107786e-01
8.065739824925598489e-01	4.059766312352129702e+00	3.871197938415380957e+00	1.266238148154785395e+09	9.316163576227384224e-01	6.370110102921630046e-01	1.584028825167926868e+00	3.666566206629319424e+01	5.051667192417145458e+00	5.935008199999998624e+01	7.195726487419631390e-01	4.787023200000000145e+01	2.475737487184202834e+00	3.786939485591290833e+01	1.033909765798918023e+00	4.695092536816635231e+01	3.585470500000000005e+00	-3.664221599999999968e-01	4.634860832145036369e+01	1.087059094119764646e+00	8.482032022407923932e+01	2.345056824555292962e+00	1.381128799999999956e+03	1.072203139999999735e+02	6.521307843317328823e-01	-1.530768201189225061e-02	2.330676037062807460e+00	2.640875879358175471e-01
4.085052142102422734e-01	1.470764522473988478e+00	1.833492888158243295e+00	1.266238148154785395e+09	7.502121364229126232e-01	7.790028489604341466e-01	2.300025709463257684e+00	2.682088555156243714e+01	2.964134271163707979e+00	9.431687200000000360e+01	8.257542513807881734e-01	3.852893399999999957e+01	5.453924120190317026e+00	2.007723241733579655e+01	3.455214166187616787e-01	4.914804442863929523e+01	3.923119100000000081e+00	4.210887799999999959e-01	5.147024787865806417e+01	1.232686697233682072e+00	6.922527684597508824e+01	7.755701036488017452e-01	6.115098999999999251e+03	1.328458060000000103e+02	3.060373323682005417e-02	2.027827158811126573e-01	3.568392315528428060e-01	9.190361101130642973e-01
9.497649593215330421e-01	1.550245182375311614e-01	4.356379599735456409e+00	1.266238148154785395e+09	2.416115369477683572e+00	9.113560427447542356e-01	3.579025993682163342e+00	3.188996570634030547e+01	9.661952695648792222e-01	5.219862400000000235e+01	1.125266249721880579e-01	4.957642400000000293e+01	2.859183831734953607e+00	3.570236301452583660e+01	2.627523020303898171e+00	3.759073512254011717e+01	2.879699000000000009e+00	-7.413233099999998466e-01	4.428251599368215352e+01	1.776990634133829960e+00	7.329309813706595378e+01	2.113617514937367936e+00	2.160432400000000143e+03	1.017750479999999982e+02	9.889833890361384716e-01	-1.136192075620648806e-01	1.783720731588572361e+00	3.886034372523011204e-01
9.332940708076795655e-01	2.596916930042890925e+00	1.834605826439619225e+00	1.266238148154785395e+09	2.811663849567116458e+00	4.888076108419026067e-01	5.787850925009561109e+00	2.608766289799547522e+01	2.317246898933518207e+00	5.505673999999999779e+01	7.080697863295444539e-02	5.138412900000000150e+01	3.092251312212916048e+00	2.895357267959841607e+01	2.693437437650613386e+00	3.102299005772294294e+01	2.016027900000000095e+00	-9.464879499999999668e-01	4.629797678141687101e+01	2.423010185261639915e+00	5.997656273732136611e+01	4.742165907459480745e-01	4.956826799999999821e+03	1.064408690000000064e+02	5.362651609171145139e-01	1.509323281702033143e-02	1.405245918067860478e+00	7.747077215174502651e-01
9.730240156550720165e-01	3.573749276888806836e+00	4.396477165618613903e+00	1.266238148154785395e+09	2.035103734243878026e+00	7.316385117670255456e-01	1.841796550161607371e+00	2.857292997136633872e+01	4.296369816114411933e+00	5.339304700000000281e+01	3.478096173678132952e-01	5.195271699999999981e+01	1.731952726727199021e+00	3.237655788693039938e+01	2.243533140560080685e+00	3.327416113684864030e+01	1.522093199999999591e+00	-9.254887699999999606e-01	4.584926383611782796e+01	8.933683226516901943e-01	6.565071902377904678e+01	8.002038243550450014e-01	3.663896200000000135e+03	1.053457640000000026e+02	9.368566475579952479e-01	-1.631485531670457956e-01	2.204664233601831835e+00	6.046399120448809894e-01
4.896464570923959037e-01	6.782514105964558837e-01	3.406334498387377785e+00	1.266238148154785395e+09	2.776962852749482291e+00	1.346049940609068685e-01	3.072885893432658833e+00	2.114274223519012708e+01	5.289184019878685028e+00	6.181029100000001364e+01	1.908464152813727222e-01	3.026519000000000759e+01	3.888550824343383283e+00	1.720802400637833074e+01	2.784322186300367985e+00	3.514377313901649558e+01	3.886508500000000144e+00	5.135750700000000224e-01	3.718550779751774371e+01	2.949532359224549705e+00	5.235179714539481211e+01	2.361306573431100730e+00	4.832257800000000316e+03	9.207548099999999636e+01	4.708118884411857663e-01	-2.441535220676674944e-01	2.441895567631219066e+00	7.587835761259922318e-01
9.156794491584854256e-01	2.945664875896376600e+00	2.320157274466752462e+00	1.266238148154785395e+09	1.433504431534619705e+00	7.835747226622890027e-01	3.599210216326046208e+00	3.318570537610887072e+01	1.906071380278347549e+00	6.078118500000000068e+01	7.930446316990985567e-01	5.565608199999999783e+01	5.629639966749916624e+00	3.648488722358107594e+01	1.260498651469276421e+00	3.984460638175389136e+01	4.727482400000000418e+00	1.045850100000000005e+00	5.062332599035152469e+01	1.416102778014201702e+00	7.632949360533497440e+01	3.655141859635844259e-01	3.092894999999999982e+03	1.164372670000000056e+02	1.628191133669105450e-01	-1.394021624609662058e-02	3.090449007299762130e+00	5.254557773177961355e-01
8.421307272406469702e-01	7.337125359730176655e-01	1.641917536964737634e-01	1.266238148154785395e+09	2.348766127529848813e+00	3.036904898943249553e-01	3.052339578714109436e+00	3.230602172978655062e+01	2.638375351049289996e+00	5.909045400000000114e+01	4.175116553519167550e-03	4.976188700000000154e+01	3.964558264438495350e+00	3.407998349700903162e+01	2.332229065207108487e+00	4.046875668422243422e+01	5.928211700000000306e+00	9.720996400000000426e-01	4.717163677260207066e+01	1.337371156769046721e+00	7.454874018123146584e+01	2.100408248600881045e+00	2.638803600000000188e+03	1.088523409999999956e+02	4.140117219012703353e-01	8.584176189001725688e-02	1.103155270996804660e+00	4.601499734988799273e-01
5.527732165548358001e-01	5.489851621540772442e+00	6.443320732217115987e-01	1.266238148154785395e+09	7.329827215735521539e-01	3.874691493745736071e-01	4.590180267984464990e+00	2.606166938520848220e+01	4.801428196757561828e+00	6.751905100000000459e+01	4.073382121011974166e-01	3.732272300000000342e+01	8.996713535563068964e-01	2.245135899152992920e+01	6.091412506744188216e-01	4.061585894385085282e+01	9.360664600000000446e-01	-3.934115000000000251e-01	4.332443607305364708e+01	2.345335585313424343e+00	6.306721793538077492e+01	4.944991973064549740e-02	4.093247400000000198e+03	1.048417740000000009e+02	8.374199863757806339e-01	-5.913762471331282522e-02	1.140585324529499234e+00	6.623814627025692570e-01
6.561033023538318520e-01	2.217407146197487577e+00	3.905465028231341673e+00	1.266238148154785395e+09	2.321675584079604171e+00	2.890729066455665075e-01	4.985059830231538314e+00	3.090617694904875634e+01	3.707399580726039812e+00	7.283837900000000332e+01	5.473415376043562208e-01	4.778950100000000134e+01	3.515532623145535052e+00	2.888362254057627965e+01	2.341281243069232687e+00	4.402297997427171339e+01	1.681266600000000055e+00	-1.003170799999999918e+00	5.113592563182948680e+01	3.358415207474971798e-01	7.290660251484798948e+01	2.433353839983286804e+00	4.034433299999999690e+03	1.206278800000000047e+02	7.271817666088529197e-01	9.138154781007187810e-02	2.443269957799977465e+00	6.545535773036907923e-01
6.636300177601580641e-01	3.320082032580061071e+00	4.444065203782153972e+00	1.266238148154785395e+09	1.949551642807130003e+00	2.656945561360978814e-01	4.443608796212634715e-01	3.750261935239233679e+01	5.745016527453897792e-01	6.750840800000000286e+01	2.798154155257625564e-01	4.480060600000000193e+01	2.875721152958796711e+00	3.524060537887703504e+01	2.002291113612604700e+00	5.310278986146360580e+01	6.205284400000000034e+00	7.845231599999999972e-01	4.767625457937133149e+01	1.251750354687738431e+00	8.834339524034064084e+01	2.030526782955561327e+00	1.424141300000000001e+03	1.123090140000000048e+02	3.203643933019251766e-01	6.184407784471957631e-02	1.499624837701750923e+00	2.712779907819959369e-01
7.675424326152594512e-01	4.308072861235634043e+00	5.382740329738332719e+00	1.266238148154785395e+09	2.054955535156925528e+00	1.719157068067129202e-01	4.493620567817427691e+00	3.191655407741181349e+01	4.140983976445795633e+00	5.809805699999999717e+01	1.773469045894590090e-01	4.459272399999999692e+01	6.097637600597793472e+00	3.217591628399494397e+01	2.134398510137386573e+00	4.192070029843358014e+01	2.822427699999999984e+00	-7.430431100000000066e-01	4.423327293753109757e+01	1.818918525995081525e+00	7.409661658242852411e+01	2.427010191566180808e+00	2.142796800000000076e+03	1.026907810000000012e+02	1.952748026048784780e-01	-4.892111315926048198e-02	1.861197112657243968e+00	3.859037799082499776e-01
8.575728569409163393e-01	4.103566201713245043e+00	5.851267812447945305e-02	1.266238148154785395e+09	2.630348398614574812e+00	1.817548950549013331e-01	2.931686509141204766e+00	2.583305040292363586e+01	3.046908752079280358e-01	6.458042900000000941e+01	1.974635107555040847e-01	5.538242300000000284e+01	1.171879692572039389e+00	2.749623768346096142e+01	2.623583908858892588e+00	3.206285910394124983e+01	3.901086900000000135e+00	5.248825400000000085e-01	5.203246135945370554e+01	1.169225137985518748e+00	5.955909678740220414e+01	5.858404526225368530e-02	6.904880600000000413e+03	1.199628519999999980e+02	2.264953245519842062e-02	4.691447455632198615e-02	1.032050924572717632e+00	1.014181854171002817e+00
6.418255806172613598e-01	3.135883987101459880e-01	4.589541774816173536e+00	1.266238148154785395e+09	2.577659777598354296e+00	7.438121397074706209e-01	5.011165650260880788e+00	3.039653512362475141e+01	2.182621199693723923e+00	6.236220900000000000e+01	9.607035822979642647e-01	4.002566099999999949e+01	1.585608055628851210e+00	2.810970540133731532e+01	2.978504646668717726e+00	4.379648653813928405e+01	4.816431800000000041e-01	2.071328299999999900e-01	4.328189830032568608e+01	2.256084215857896424e+00	7.190619193947661358e+01	1.396362845654206764e+00	2.393885099999999966e+03	1.023878700000000066e+02	4.522255037682285095e-01	-3.519185004106078485e-01	1.466432633741680425e+00	4.239089463419201675e-01
9.876469696683588539e-01	6.133379146162018181e+00	5.525116605516097179e-01	1.266238148154785395e+09	1.260404185413916300e+00	3.382944219980570377e-01	3.115656897553510163e+00	3.285797506326174755e+01	3.840075260855238426e+00	5.417520900000000239e+01	1.366948966683828592e-01	5.350598100000001267e+01	3.017722248608507574e+00	3.751019657294184384e+01	1.216725520979180297e+00	3.797935671846120442e+01	3.883423399999999859e+00	3.408667200000000119e-01	4.686987406249878063e+01	3.689879482748965045e-01	7.548955329140301274e+01	1.931881650945174833e+00	2.410807699999999841e+03	1.076811899999999724e+02	4.808347287882062115e-01	-1.032296531272591245e-01	2.346937099350103750e+00	4.264382991422873137e-01
6.975006951250318776e-01	8.635423000962205720e-04	1.293527712661877827e+00	1.266238148154785395e+09	1.142126752490621566e+00	1.496617689868028067e-01	3.861329027223757038e+00	2.857829616321537358e+01	4.429916088734116464e+00	6.651321400000000494e+01	5.814534716715595618e-04	4.639301300000000339e+01	2.422719822255912980e+00	2.750528711265498316e+01	1.099176750722875573e+00	3.943406408752677805e+01	4.074708099999999611e+00	5.482334899999999900e-01	4.820285132773236114e+01	2.654696643745660722e+00	6.693935120018176121e+01	2.668209007912056396e+00	4.277096499999999651e+03	1.129062270000000012e+02	2.355905894624945873e-01	-2.794879682776848021e-02	1.860416796541320750e+00	6.866943729758382409e-01
7.468757013879393503e-01	4.549426653489644146e+00	3.677666583525550426e+00	1.266238148154785395e+09	2.047563740836184198e+00	5.772421413886373864e-01	3.855247646956255103e+00	2.926343844960363327e+01	2.764114482645540161e+00	6.247434200000001425e+01	5.773869378508409422e-01	4.666056799999999782e+01	6.941790065333892645e-01	2.911233816412751452e+01	2.158654095078292201e+00	3.897882620900274731e+01	5.046045799999999915e+00	1.040077399999999930e+00	4.690274796869675811e+01	1.593192281081520001e+00	6.809116437313025472e+01	2.160209177399244673e+00	3.650215999999999894e+03	1.091349100000000050e+02	2.393470033612430103e-01	-9.407041007220003082e-02	2.580980609983402729e+00	6.027763808231511033e-01
6.926844398426738048e-01	6.070449050573928140e+00	5.223205423248668211e+00	1.266238148154785395e+09	2.512594451884327285e+00	8.180490374404008058e-01	2.638161509153285067e-01	2.717076422525230939e+01	2.299935975509882269e+00	7.393096199999999385e+01	8.569128917919600630e-01	5.121082700000000187e+01	5.806632899658599634e+00	2.606340946816363768e+01	2.774206087731322601e+00	3.762667091826589427e+01	3.899936700000000034e+00	4.511070999999999831e-01	5.338661881120430053e+01	1.268470807694821234e+00	6.369008038642953551e+01	2.949480257137892192e+00	6.493009200000000419e+03	1.251417890000000028e+02	2.739359455933724763e-01	1.445082369172807635e-01	1.626325480915207677e+00	9.648552528230752712e-01
8.910563629626607751e-01	2.669504697945159322e+00	4.480486195813681433e-02	1.266238148154785395e+09	3.492793876417870647e-01	2.384793879210103940e-01	2.794461273319566175e+00	2.781374455365886433e+01	3.119685943914032311e-01	6.060669699999999693e+01	1.192952052207290302e-02	5.400398299999999807e+01	6.158228731805179379e+00	3.016910500849749965e+01	3.535144614063762125e-01	3.385768427508745759e+01	7.611555700000000035e-01	-1.012830400000000047e-01	4.978778746068417149e+01	2.969826794546730486e-01	6.402678928358496080e+01	9.865892024989556530e-01	5.077422199999999975e+03	1.146106800000000021e+02	3.959234299208220231e-01	-1.294956327810661834e-01	2.383965014329811449e+00	7.900425943954624275e-01
1.520724130791113460e-01	4.027206582545499458e+00	4.585888513539736699e+00	1.266238148154785395e+09	8.968345609802446106e-01	2.021694813697041404e-01	5.628239735327586146e+00	1.637494457125293579e+01	2.132522752687232348e+00	7.451062799999998276e+01	2.556301532480100280e-01	1.133101100000000017e+01	4.682152154397500432e+00	7.930415993213931536e+00	1.340535234612864501e+00	5.214894557560782573e+01	1.037606500000000098e+00	-5.845261800000000063e-01	2.339658817646238731e+01	2.229368070748328989e+00	6.007936156882177414e+01	1.894337399892937146e+00	2.426659700000000157e+03	8.584163900000000069e+01	7.185987164320255249e-02	-1.352650406517447168e-01	1.515181254811897915e+00	4.288041143990381499e-01
5.021088433692278974e-01	2.467306216433337696e+00	4.873788916409243832e+00	1.266238148154785395e+09	7.355181322463253402e-01	2.855921766015036001e-01	4.854264189512761618e+00	2.382843512709678180e+01	3.542750882991553052e+00	7.199633799999999439e+01	4.067595001789882647e-01	3.614999799999999652e+01	3.896227334100161421e+00	1.962252770078750075e+01	8.803009998390850521e-01	3.908022724538628978e+01	4.676595800000000303e+00	1.234240000000000004e+00	4.389841590862467058e+01	2.363228454501377307e+00	5.870275494617379763e+01	1.658852577790243865e+00	5.492681599999999889e+03	1.081463360000000051e+02	5.559968839600734070e-01	-2.838109849802114559e-01	2.082404672559295289e+00	8.422701983776131884e-01
6.957506752316723331e-01	2.889357349651849205e+00	2.095933152344099382e-01	1.266238148154785395e+09	2.711081974973668096e+00	2.333890566956509094e-01	1.251345279711417291e+00	2.564137086691100009e+01	1.891513913718027906e+00	6.860645300000000191e+01	2.540363049331315071e-01	4.773298599999999681e+01	1.638012069940431914e+00	2.464876103986978961e+01	2.676810619020324467e+00	3.542757760409244128e+01	4.047551900000000202e+00	7.367401300000000486e-01	4.965520151829652207e+01	1.976757535864921200e+00	6.007633864396221668e+01	7.717686060399725489e-01	6.258813599999999497e+03	1.163394389999999703e+02	2.800529821061206182e-01	-1.342435097070290573e-01	2.282938068378934204e+00	9.365267861857672349e-01
5.283112719974292215e-01	4.282532892136169167e+00	6.028528949561780870e+00	1.266238148154785395e+09	7.589778138569274191e-01	5.551992460802931406e-01	1.560741623760893759e+00	2.546026539679466794e+01	1.013943098759511496e+00	6.986106099999999230e+01	6.183109160084107048e-01	3.690838600000000014e+01	2.721791268375276296e+00	2.147144339476839647e+01	8.793044864110044490e-01	4.064165300427826821e+01	4.203716400000000242e+00	7.608835299999997526e-01	4.376498056745927556e+01	2.026551484463892994e+00	6.211309639904668245e+01	9.045906167078365812e-02	4.523701000000000022e+03	1.067694470000000280e+02	2.543562516016866781e-01	-2.398290083049192944e-01	2.349577701282589359e+00	7.189522530652445731e-01
6.535389081461856486e-01	5.211794235517942298e+00	5.887905405058664776e+00	1.266238148154785395e+09	1.665854398389946756e+00	3.828981624566135111e-01	4.436493307527952012e+00	3.409523548656351011e+01	3.968882115886690265e+00	7.620661199999999269e+01	2.031753566699154023e-01	4.980398600000000187e+01	7.753009279899906181e-01	3.180424990529852280e+01	1.716009472206535547e+00	4.866466174984711301e+01	4.292897800000000430e+00	9.201321199999999978e-01	5.339156357706193745e+01	3.026707406326048511e-01	8.046891165514563227e+01	2.349099923215869801e+00	3.382255000000000109e+03	1.260105980000000017e+02	6.841797948974851495e-01	4.685010755639429370e-03	2.000289806174379237e+00	5.659538001461483780e-01
7.756941193219305530e-01	4.077591224115481694e+00	2.428223134141574757e+00	1.266238148154785395e+09	9.313266739351504508e-01	6.858129864254702834e-01	1.997671497594005530e+00	3.755669609672771259e+01	3.556415290978908850e+00	7.236374700000000360e+01	7.271809594457790960e-01	5.613213300000000316e+01	2.079919726521476164e+00	3.805723314340475127e+01	8.010087212891288111e-01	4.906216535027015624e+01	2.487646699999999989e+00	-1.063973300000000011e+00	5.539387092063042672e+01	1.231869039582336622e+00	8.711939849367492172e+01	2.820512126348730497e+00	2.740236800000000130e+03	1.284958800000000281e+02	2.108707311495712222e-01	1.053193739737268292e-01	1.912132831628712060e+00	4.749399355567075487e-01
9.285159580140399660e-01	3.112459724888656964e+00	5.249399418642125781e+00	1.266238148154785395e+09	1.749307524638014755e+00	3.440531113325098755e-01	3.132597163292041742e+00	3.124241564061377119e+01	5.293105422163215223e+00	5.997776400000000052e+01	6.958462097794496648e-01	5.569031100000000123e+01	6.263047868776202343e+00	3.458637150510357827e+01	1.896853751792396015e+00	3.724908678907228676e+01	4.876388600000000295e+00	1.139108299999999963e+00	5.030593750374493567e+01	2.779612625967215145e+00	7.183545829417586503e+01	1.283368869137100354e+00	3.704638499999999567e+03	1.156680750000000018e+02	8.139782745492569749e-01	1.052690292919376998e-02	4.780726545360968749e-01	6.101807901931060041e-01
5.427427156574281542e-01	3.937420674404903398e+00	3.983388944437647350e+00	1.266238148154785395e+09	3.531849693907850307e-01	6.962101533880646898e-01	3.361247378990880108e+00	2.659008975981238265e+01	4.047804566375278412e+00	8.980631999999999948e+01	7.393374276410460411e-01	4.874172599999999989e+01	5.761732954140232899e-01	2.270994621242402189e+01	6.324175803430721610e-01	4.184293138769315590e+01	4.192402700000000593e+00	8.726507599999997478e-01	5.706957019031367651e+01	1.227551720654625145e+00	6.455287760011719911e+01	1.411135167967936255e+00	8.031571999999998297e+03	1.385480460000000278e+02	4.767757332107064872e-01	3.122953386565447964e-01	4.503016193360970254e-01	1.146272190346917963e+00
