phi_12	total_mass_source	mass_2_source	theta_jn	phi_2	chi_p	mass_ratio	chirp_mass	chirp_mass_source	mass_1_source	dec	psi	luminosity_distance	mass_1	tilt_1	a_1	tilt_2	iota	total_mass	ra	a_2	chi_eff	mass_2	phi_1	phase	phi_jl	geocent_time	redshift
2.767356939309018937e+00	6.219421051217121743e+01	1.654612221961958696e+01	2.865228527218835364e+00	3.928262157145743672e+00	2.546760776589634401e-01	3.624713068722180687e-01	3.745806806968446523e+01	2.334109904620919806e+01	4.564808829255162692e+01	3.775812785260292959e-01	3.715045483629744738e-01	3.665157607739206924e+03	7.325658466759587384e+01	2.554508843847665300e+00	3.653844856636269123e-01	1.646619324480463220e+00	2.881958741355051590e+00	9.980999464905464436e+01	1.727600915105455215e+00	8.055868869620634865e-01	-2.395086246841959532e-01	2.655340998145877052e+01	1.160905217836725178e+00	1.588959218992449074e+00	5.935695714517100541e+00	1.248617394645450830e+09	6.048116669882340757e-01
4.686131802493762599e+00	6.501499061444522454e+01	1.802325174313869383e+01	3.033724888006317233e+00	4.818341230885106796e+00	2.881815653567814661e-01	3.835408558193153516e-01	3.938131323069773515e+01	2.478050188400307974e+01	4.699173887130653071e+01	-1.059360094052300028e+00	2.663954421021864860e+00	3.550935696476206431e+03	7.467953620990701324e+01	1.330410335353722884e+00	2.967132121619984741e-01	1.999669373831562291e+00	2.877218633012456728e+00	1.033221894400442977e+02	3.216606836385999202e+00	8.551229251716448987e-01	-4.752026181816511319e-02	2.864265323013728448e+01	1.322094283913433088e-01	5.273048252573394379e+00	2.409638869532764627e+00	1.248617394613669634e+09	5.892056349399497073e-01
4.012332325309528436e+00	6.304190177668672845e+01	2.875129241727008278e+01	2.312942329027950716e+00	6.093364003138396434e+00	3.227609109472019955e-01	8.384596527846361891e-01	4.900841070481189377e+01	2.731326909650279333e+01	3.429060935941664923e+01	3.383723417819632928e-01	1.134399732411401684e+00	5.111073407891226452e+03	6.152790648629218140e+01	8.421835777002631973e-01	1.334854573820761503e-01	1.325265611085996387e+00	2.258971644456642558e+00	1.131165735953542821e+02	1.589110414383782199e+00	4.069365915147570290e-01	9.345605193017121615e-02	5.158866710906210784e+01	2.081031677828867998e+00	5.024870891475688772e+00	2.060660149519848883e+00	1.248617394645868301e+09	7.943077605121594553e-01
3.572745061580024029e+00	6.480112732068727155e+01	2.120557083511780405e+01	9.080416373542078423e-01	2.403522464314434615e+00	4.953778282487846241e-01	4.864158768597676707e-01	3.601966731740711936e+01	2.613477730629944773e+01	4.359555648556946750e+01	-1.445348642787571691e+00	1.055682475020136790e+00	2.092821552602851625e+03	6.008459236991250663e+01	1.646524866033529433e+00	4.968016796249915545e-01	2.376984131961799918e+00	8.147261993706140792e-01	8.931069205328520866e+01	2.478639326679427768e+00	7.213142014629901899e-01	-1.956279434867563005e-01	2.922609968337269848e+01	5.113962709913995042e+00	4.880293537117776914e+00	5.847303661307471367e-01	1.248617394619069338e+09	3.782274436570402520e-01
1.517335748228151003e-02	6.219475270653516930e+01	2.154469877607800399e+01	2.301601792786277523e-01	5.102104425808162702e+00	2.327213460597252481e-01	5.300041867825316944e-01	4.598697425377622494e+01	2.550880902823020691e+01	4.065005393045716175e+01	4.267341201615346691e-01	2.427725786599967517e+00	5.178120434289413424e+03	7.328342853818625713e+01	1.170676700568499484e+00	2.526793776089260035e-01	3.123458874230954918e-01	2.109367699227092108e-01	1.121239524852034322e+02	1.641664485369716431e+00	1.691036136895472941e-01	1.200747959433542261e-01	3.884052394701718214e+01	5.086931068325881711e+00	1.239082227339646014e+00	2.731042360350496967e+00	1.248617394645631075e+09	8.027879781797399028e-01
4.269918773935386547e+00	9.051618581007568309e+01	4.340180578484572749e+01	1.172994168191341391e+00	4.003802517463574517e+00	1.888203519429039468e-01	9.212008257691995938e-01	4.824283678408779252e+01	3.935967637273978426e+01	4.711438002522996271e+01	-9.801720586070188368e-01	1.839961139766607578e+00	1.155864704068815172e+03	5.774771429052882610e+01	8.077138179111283955e-01	2.243709813267792119e-01	9.163232572973596390e-01	1.135274369083123736e+00	1.109449563812477919e+02	1.143129079670785586e+00	2.614019403688264132e-01	1.570172667186488236e-01	5.319724209071896581e+01	6.017069050707775091e+00	2.647627458078604112e-01	2.060041690469593512e+00	1.248617394628382683e+09	2.256919067937361023e-01
1.144082753891493720e+00	5.749490366362901739e+01	2.611203583035335996e+01	3.608548915025403536e-01	4.144026662256369953e+00	7.050317323844014494e-02	8.320474715400748567e-01	4.571822924222432505e+01	2.489970182138550214e+01	3.138286783327565743e+01	1.514283462427121751e-01	2.146491753069220465e+00	5.443229415346530004e+03	5.762194086388014824e+01	2.439355916156487503e+00	4.224462495297269526e-02	1.430227337357314443e+00	3.621253001638156110e-01	1.055661310649033453e+02	1.489694201470143753e+00	8.784995659015441827e-02	-1.201299977000136639e-02	4.794419020102319706e+01	2.999943908364876677e+00	5.527048661736412960e+00	6.250979846786253624e+00	1.248617394646017313e+09	8.360954508683512421e-01
3.464669025194233143e+00	7.723856873754316155e+01	3.540573259235792136e+01	2.091765595065752770e+00	1.944777790788654315e+00	3.104750763630212962e-01	8.463622325170260252e-01	4.819350175894747679e+01	3.348017297918462987e+01	4.183283614518524018e+01	-5.754608744226521466e-01	2.191740718856992842e+00	2.498365184291547394e+03	6.021685920195761099e+01	1.574393348139271120e+00	2.738087535799396677e-01	1.844658285332827496e+00	2.095005562021115875e+00	1.111821345912898664e+02	3.278386818614471565e+00	3.902024525823593604e-01	-4.890817321231818310e-02	5.096527538933226253e+01	4.763294072774007404e+00	3.000420699507678535e+00	3.280161091739298929e+00	1.248617394611589432e+09	4.394639415068272159e-01
1.818956529613112938e+00	6.581111657934962977e+01	2.185742686166909365e+01	4.682973392990537609e-01	5.847252331094018984e+00	7.013112566496276790e-02	4.972830950498534075e-01	4.385628052372437224e+01	2.666224846413168237e+01	4.395368971768053257e+01	-1.313684457205167355e+00	8.764733355560996308e-01	3.962033713206476023e+03	7.229867911945119374e+01	8.510264579180389921e-01	1.768402671560290532e-02	1.034836307655809806e+00	4.729676056634196657e-01	1.082515900399880877e+02	2.678345736155193890e+00	1.805568529768292463e-01	3.840902910258112146e-02	3.595291092053690107e+01	4.028295801480905602e+00	3.638237941937298991e+00	6.024718463002960434e+00	1.248617394615950584e+09	6.448830481316517593e-01
4.396459336418594432e+00	6.490549155511811819e+01	2.336082907934390818e+01	2.342905196188750150e+00	2.289635777591872312e+00	5.988858611419212163e-01	5.623063875646173715e-01	4.983397947183319587e+01	2.689959884732380857e+01	4.154466247577421001e+01	3.010925133441511026e-01	1.092165845260063106e+00	5.575554701917767488e+03	7.696530601563021889e+01	1.031087366539146455e+00	6.981174813742805352e-01	2.047289139749022713e+00	2.364354813281330792e+00	1.202433892090845688e+02	1.480801801898365966e+00	6.684879930691618455e-01	1.192742645344232327e-01	4.327808319345434285e+01	4.176361748352864112e+00	2.418256275238384490e+00	3.347594478571247478e+00	1.248617394646396875e+09	8.525919198527782683e-01
1.715560010327460860e+00	8.015181530309426705e+01	3.666751082466061007e+01	1.333491384106210376e+00	5.232473808199457288e+00	4.716448850332416454e-01	8.432355366945361030e-01	4.809569074385319709e+01	3.473647153703666390e+01	4.348430447843364277e+01	-1.073482267779282129e+00	5.733112555586963310e-01	2.134210678170631127e+03	6.020783251333970298e+01	1.229982966130153121e+00	1.505878429229992044e-01	1.376939814614306146e+00	1.405566522899903248e+00	1.109772164759404518e+02	3.296964057835957362e+00	5.840257816223634046e-01	7.877804254805370610e-02	5.076938396260074171e+01	3.516913797871996206e+00	3.816520321806439409e+00	5.576224648681972873e+00	1.248617394613588572e+09	3.845876859591996211e-01
1.544941185479775436e+00	7.419255832137886841e+01	2.852399417116870950e+01	4.712259392753066489e-01	1.754042980182223488e+00	4.027783512673988042e-01	6.245870589964113151e-01	4.585600405937870505e+01	3.124816710785457019e+01	4.566856415021016602e+01	-1.242039720235191158e+00	2.840947873595121020e+00	2.688956983799969294e+03	6.701762237221393548e+01	1.788909431648957105e+00	2.236303765882858563e-01	1.112940942245945974e+00	5.865462458316995642e-01	1.088759620306071270e+02	1.286433265794499903e+00	7.680040501127088914e-01	1.007285119503489590e-01	4.185833965839319859e+01	2.091017947024473855e-01	8.629620239504125490e-01	5.174364522203179995e+00	1.248617394622604370e+09	4.674782012367148520e-01
3.543767178321715505e+00	5.669806485266822449e+01	2.015446542309976152e+01	8.381258528751568404e-01	4.443418456913867054e+00	7.817168071910358673e-01	5.515183435048330862e-01	3.487000720394367193e+01	2.342048669762860058e+01	3.654359942956845941e+01	9.816459785136344429e-02	2.504977039865301069e+00	2.836521363127608765e+03	5.440858645760373946e+01	2.162219070660404086e+00	9.416592515266880570e-01	9.240010734921828561e-01	5.050317535126981339e-01	8.441591993314085585e+01	1.392944790571078784e+00	5.546207713914465265e-02	-3.265070621517512928e-01	3.000733347553710928e+01	8.996512785921515487e-01	3.303427368895623495e+00	1.243776178330158411e+00	1.248617394648637533e+09	4.888677444723799059e-01
4.008974352368533944e-01	6.442144977456513288e+01	2.581918296380536049e+01	3.272434598094297598e-01	3.793813294128644209e+00	2.309668268638633559e-01	6.688514716086225720e-01	4.620857643474236198e+01	2.737329533520275859e+01	3.860226681075977240e+01	-1.383605074694769232e+00	2.843600815298431783e+00	4.287700513355409385e+03	6.516408691887949090e+01	1.635838037551105462e+00	2.314562333124504379e-01	1.013558917261544678e+00	4.251268257560320007e-01	1.087491823506042294e+02	2.610026486184239047e+00	1.531676056702817590e-01	2.344990574361860078e-02	4.358509543172473855e+01	3.392915858891790926e+00	4.303760379063334973e+00	4.612618171407999235e+00	1.248617394616580725e+09	6.880896460908361156e-01
6.718303226995691046e-01	8.886414638571041280e+01	3.882753998180267274e+01	6.188387719883999827e-01	2.662305168193057625e-02	6.322341053722188020e-01	7.759826809271845871e-01	5.356291515679030368e+01	3.830992651749868827e+01	5.003660640390774716e+01	-7.939546690705974186e-01	2.025221013045914731e+00	2.223025164065922581e+03	6.995853939636346297e+01	1.285907605048712599e+00	6.587879136665965030e-01	1.630464577233586176e+00	4.543592569880988141e-01	1.242451543509036469e+02	1.016317865464685610e+00	1.793385769417853159e-02	1.037864319148028985e-01	5.428661495454018393e+01	5.637978036161947593e+00	5.915635314924376331e+00	1.990323109763330711e+00	1.248617394629441738e+09	3.981471651302845305e-01
5.288251748194331192e+00	6.005495156591706518e+01	2.582781696163371166e+01	2.919416611424197505e+00	4.845960093180330830e+00	4.219813421179612334e-01	7.546006190772829303e-01	4.740881499595874260e+01	2.583242525438932446e+01	3.422713460428334997e+01	5.042304941537634200e-02	1.232927803446380643e+00	5.436421376127252188e+03	6.281515871300279485e+01	2.147836206608037646e+00	5.397034990429131623e-02	1.399525037478582368e+00	2.957916964850123343e+00	1.102155163652724923e+02	1.335593408842129293e+00	5.906551957824122123e-01	2.651382368320492899e-02	4.740035765226969033e+01	5.840893652165585870e+00	4.378426195552932221e+00	5.682938294705635940e+00	1.248617394644233942e+09	8.352444468179874848e-01
5.588338509612570171e+00	6.120773077995968947e+01	2.660569852607388341e+01	8.436491429476481452e-01	3.315115498799614091e+00	7.554655181683714860e-01	7.689056622703442923e-01	5.316389349206014003e+01	2.636844429047466676e+01	3.460203225388580961e+01	3.932857332837711439e-01	1.622568379801217375e+00	6.921786922855475495e+03	6.976440237010660894e+01	9.575079096463821049e-01	9.238232949876750144e-01	2.233460905522755002e+00	1.039757533566681102e+00	1.234066463773881992e+02	1.737729706862324974e+00	5.011643365550146889e-01	1.665672391443264455e-01	5.364224400728159736e+01	4.009962296366631485e+00	4.665497875682873996e+00	5.502259436620026811e+00	1.248617394645889997e+09	1.016193784752976725e+00
3.379007088711262874e+00	6.095825894324353555e+01	2.229340106129729193e+01	3.058134240288401084e+00	1.779034192436025563e+00	2.906406716693730186e-01	5.765804475310571942e-01	4.462331915491125045e+01	2.536816989107671105e+01	3.866485788194624007e+01	4.112563613639894644e-01	1.258123460122183568e-01	4.834164129179846896e+03	6.801256459387985842e+01	1.556421549683387529e+00	4.079127174695311268e-03	1.150842121491346459e+00	2.998485847693895145e+00	1.072272795251540458e+02	1.944972689200682225e+00	5.960956435461858272e-01	8.892051487594342107e-02	3.921471493127418739e+01	4.683212410904348033e+00	2.541675294962793874e+00	8.704002006198570118e-01	1.248617394644008875e+09	7.590279214665605068e-01
5.353877336312894641e+00	7.306553297637708511e+01	2.884172723577301056e+01	6.524280556999094705e-01	1.572324730997564757e+00	3.054337615801191452e-01	6.521765088455964143e-01	5.267809894512502211e+01	3.095023251678068377e+01	4.422380574060407099e+01	-1.386504104771844492e+00	1.251615652584701310e+00	4.393928315247952014e+03	7.527006503975199792e+01	1.203400450872344374e+00	3.272741132531170050e-01	1.799454839660600936e+00	6.643472093484840135e-01	1.243594332779584306e+02	1.349598694537149868e+00	1.751951622739529590e-01	5.547430912495968092e-02	4.908936823820643980e+01	2.501632701864256347e+00	6.294884604040770215e-01	6.269447084546037274e+00	1.248617394615601778e+09	7.020259513903122084e-01
6.197756497600937386e+00	5.846436552296860611e+01	2.824797749658281631e+01	6.510382192875365792e-01	3.494851678370836989e+00	8.220388482219870285e-01	9.348561936627203250e-01	4.819593372244191443e+01	2.543078090501174415e+01	3.021638802638578980e+01	1.361184273104190101e-01	2.944887400432936619e+00	5.920205250660302227e+03	5.726552558849173380e+01	1.330585746299957295e+00	8.463390206977967622e-01	1.070278345118499397e+00	8.828428250482873718e-01	1.108005568682442288e+02	1.363273295074492353e+00	3.121246416189017436e-01	1.764343580286460433e-01	5.353503127975249498e+01	3.580280487949485391e+00	4.529035692780784217e+00	5.015163576795338862e+00	1.248617394648642063e+09	8.951810368097565807e-01
2.907975429471726603e+00	5.783845067439894905e+01	2.137802263969449967e+01	2.831112824559011809e+00	6.164989991809870951e+00	4.865762295530411952e-01	5.863349332966160121e-01	4.378582038588189818e+01	2.413405216492476413e+01	3.646042803470444937e+01	4.980093966801280025e-02	1.716947414370982194e+00	5.269238508870363148e+03	6.614926255277357825e+01	1.619012835760590407e+00	4.871423818911030934e-01	2.351516752648892261e+00	2.644364962890156878e+00	1.049348859992744138e+02	1.389788285227865572e+00	5.227080700398126917e-02	-2.839825542002393302e-02	3.878562344650083560e+01	3.257014562338144348e+00	1.420255401277117135e+00	1.525688129460454734e+00	1.248617394645009995e+09	8.142755342808962737e-01
1.789103254058296955e+00	5.952564730422344041e+01	2.385663984505951518e+01	2.581520374243879257e+00	3.696853170244283504e+00	2.406773654518100936e-01	6.688338573023671074e-01	4.515564504320260397e+01	2.529294233991642571e+01	3.566900745916392879e+01	-1.278956273054980386e+00	8.333849900517846798e-01	5.040108047481269750e+03	6.368009772146874781e+01	9.007905545614766085e-01	3.070576848960547833e-01	4.016556120955383502e-01	2.617695363669529929e+00	1.062715031139103701e+02	3.280644734926845274e+00	1.242822861472522335e-02	1.188439364990968861e-01	4.259140539244162227e+01	1.907749916185986550e+00	4.793109970014881149e+00	3.682369221639122170e+00	1.248617394615403414e+09	7.853061315029199463e-01
1.575672259467895131e+00	6.401876552462320547e+01	2.671553686098391012e+01	5.403295508540792991e-01	2.062759376574078374e+00	5.757992402877855076e-01	7.161722407965301906e-01	4.763116301229914740e+01	2.740594223172542598e+01	3.730322866363930245e+01	-1.297103988254950657e+00	5.716490669954949616e-02	4.670605213117960375e+03	6.483251516548970983e+01	1.344397331690698749e+00	5.366997179811306973e-01	1.276048539738013909e+00	6.593242799977679924e-01	1.112637628280334923e+02	2.888978582295912645e+00	8.808938352270906380e-01	1.769870250647825050e-01	4.643124766254378954e+01	4.870871171061832428e-01	5.847790898002231508e+00	3.645266568722906886e+00	1.248617394617950201e+09	7.379866968106201242e-01
4.696446974088481774e+00	6.850503432472541476e+01	1.581423657039082542e+01	5.574867856367488050e-01	2.560292015224764128e+00	1.076641428548768126e-01	3.001327982188288779e-01	3.661923571228488328e+01	2.428428412675416936e+01	5.269079775433459645e+01	-1.073523052126086341e+00	1.610373193116579893e+00	2.969546558289391669e+03	7.945454487202977134e+01	2.001340454164322047e+00	1.184764474825104469e-01	3.917332323243913894e-01	5.071223040498327173e-01	1.033014597556755660e+02	3.258030383074746794e+00	3.554368973803193610e-01	3.780328644031694107e-02	2.384691488364579470e+01	4.147030348315869475e+00	1.663412614433656289e+00	2.441579163329263391e+00	1.248617394612785339e+09	5.079396831772861054e-01
5.071355466054410677e+00	7.614589906024080790e+01	3.394261270619149684e+01	2.759684151818470266e+00	6.231622442824429342e+00	3.183929900354680043e-01	8.042646826468000665e-01	4.835127019108086444e+01	3.290982855805427931e+01	4.220328635404931106e+01	4.402690606305381671e-02	1.617997229762875744e+00	2.700802134579037556e+03	6.200526076447111734e+01	1.224162176760270171e+00	2.174358992661252765e-01	1.808382060001947123e+00	2.737992674329152276e+00	1.118739021356405630e+02	2.506616723748180675e+00	4.201469435684667686e-01	-3.136402110200937725e-03	4.986864137116944562e+01	1.160266976770019554e+00	5.490586107808052674e+00	3.081704348145249295e+00	1.248617394630222321e+09	4.692045601449199022e-01
1.257926797614700387e+00	6.576484786910945957e+01	1.951856822910703571e+01	2.634716213858070422e+00	5.438542581056353242e+00	1.289130299138668556e-01	4.220570472056682232e-01	4.167387505785950452e+01	2.568716000095032825e+01	4.624627964000242031e+01	3.099041001262006212e-01	1.312842393469000113e+00	3.794555790317114770e+03	7.502821174224753520e+01	2.067200098797269625e+00	1.466085321206178349e-01	4.217060222669042346e-01	2.554705164010788732e+00	1.066943972473021773e+02	1.695635689097713339e+00	7.505891713436287915e-01	1.541522167066761151e-01	3.166618550505463858e+01	4.180615783441652411e+00	6.247009671754654825e+00	1.313645408520591529e+00	1.248617394645679951e+09	6.223621083964802070e-01
3.096135074996436698e-02	6.997463345189765960e+01	2.695290383705862070e+01	2.649377547353318096e+00	5.135830943283202998e+00	5.494671314763579506e-01	6.264951241700434936e-01	4.296700091206117378e+01	2.948410373589619127e+01	4.302172961483903890e+01	-2.476457078537097622e-02	1.767056669715354689e+00	2.619312684323969734e+03	6.269529886874992997e+01	1.399984744398457215e+00	5.575815392717659025e-01	8.760581462949024178e-01	2.465934018758153545e+00	1.019735979184054031e+02	2.806190802092629610e+00	2.216925108118913967e-01	1.129383415659136053e-01	3.927829904965547314e+01	5.104869592533238354e+00	4.152948543520885299e-02	2.165827725254338532e+00	1.248617394628430128e+09	4.572937775873403554e-01
5.024315311990807054e+00	6.427961596426760593e+01	2.468322783928978481e+01	2.856951083682305104e+00	1.190196773652493434e+00	3.514665115173803422e-01	6.233706913211950473e-01	4.545084280249090369e+01	2.706573716399903518e+01	3.959638812497782112e+01	-1.168275932629112557e+00	1.576980248526561601e+00	4.220813534204655298e+03	6.649326420743516053e+01	7.146407847697844318e-01	3.715549108669936595e-01	2.377691884669145939e+00	2.984204490148782973e+00	1.079432162846268852e+02	3.385068591798862769e+00	8.709456196537876949e-01	-6.863577900091175077e-02	4.144995207719173180e+01	2.449066768841273500e+00	5.411676322330342792e+00	4.387708795110972559e+00	1.248617394612846613e+09	6.792759985472135442e-01
4.936665456903554627e+00	7.041726695880720399e+01	2.994481662836331282e+01	2.699028713049758998e+00	6.005662570654415333e+00	4.213170373559565474e-01	7.398814844140642055e-01	4.450438738076088185e+01	3.023798595590242400e+01	4.047245033044389828e+01	-1.123440619781237437e-01	1.914589434462712125e+00	2.718659135485899242e+03	5.956751254469995871e+01	2.530163733371495027e+00	1.595581621175219678e-01	9.935176999265676878e-01	2.760309264448390199e+00	1.036404121491259502e+02	2.994327472412059876e+00	7.092218720951515287e-01	8.950254608722899019e-02	4.407289960442599863e+01	1.068997113750860706e+00	2.666922699477244585e+00	5.579984133492329690e+00	1.248617394623048782e+09	4.718039569719976178e-01
2.678908205662211994e+00	6.106325134220831785e+01	2.809593980577284711e+01	8.049252566746274429e-01	3.337377122313706757e+00	7.621533314317792129e-01	8.522363060973660032e-01	4.139319190818267913e+01	2.647770093973326411e+01	3.296731153643547430e+01	2.821234806728849520e-01	2.304483388606607175e+00	3.363283032669130534e+03	5.153854770965872234e+01	7.309322291157240858e-01	1.483144762257432581e-01	1.696892518912270997e+00	9.538949328271343342e-01	9.546156923136112482e+01	1.618960622067703525e+00	9.222391378767847980e-01	6.253549006755623578e-03	4.392302152170240959e+01	6.584689166514943182e-01	4.703390704492079522e+00	4.837169410157591720e+00	1.248617394650003433e+09	5.633227372119293808e-01
3.887158193905253079e+00	5.668255306217951528e+01	2.417372634533962028e+01	6.213183081226072435e-01	2.467831334077084549e+00	3.795823675541274977e-01	7.436050078306082334e-01	4.127881543538188680e+01	2.435101440247242266e+01	3.250882671683989855e+01	-1.831951723098468321e-01	2.288855389271517549e+00	4.341507052217506498e+03	5.510759576114400460e+01	1.148187545830060774e+00	4.161986614749177971e-01	2.215933850417344697e+00	7.169246315600815711e-01	9.608587993863548604e+01	1.272991893626482351e+00	1.130080350368413145e-01	6.892056033027464668e-02	4.097828417749148144e+01	4.863858447351416814e+00	3.364111627066324051e+00	5.024524054602595768e+00	1.248617394646228075e+09	6.951579409846162516e-01
1.480529369508405857e+00	8.738592715230417696e+01	3.204365871239260599e+01	6.338889548650584738e-01	2.063877385913501783e+00	2.738069507102871003e-01	5.790087688072332872e-01	4.743825405520922089e+01	3.639076059753490000e+01	5.534226843991157097e+01	-8.098442051729488611e-01	1.741529823202297766e+00	1.620483513887397294e+03	7.214305354260586967e+01	2.048374884565089538e+00	1.669259719401164355e-01	1.844490783378462062e+00	5.398269755777426182e-01	1.139145141523044060e+02	1.062319211897289506e+00	5.300682239454586053e-01	-1.011267846625490407e-01	4.177146060969853636e+01	5.833480164050959260e-01	3.724693895656534970e+00	1.916521016112149312e+00	1.248617394628137112e+09	3.035796250552308950e-01
2.590303544475609510e+00	7.243219183685705787e+01	2.871129173756057185e+01	2.365499360074357238e+00	4.059089655742784686e-01	1.185218989558825403e-01	6.566948912843303399e-01	4.167023344002780760e+01	3.070851181985594636e+01	4.372090009929648602e+01	7.311385500140188398e-02	1.812911365136384845e+00	1.955702134066694953e+03	5.932752860292680452e+01	1.023336592063550210e+00	1.388088816691504801e-01	1.173094907532409303e+00	2.374818221660244255e+00	9.828761354899381786e+01	2.647566597089195284e+00	8.164697696695223661e-02	5.614716360062941419e-02	3.896008494606701333e+01	4.098790728278254747e+00	2.290125874680505103e+00	3.462645511234361262e+00	1.248617394632038116e+09	3.569603660534299006e-01
8.279435195703332973e-02	6.008816592528341971e+01	2.394528237019179073e+01	2.981142780059115260e+00	4.958757129223890558e+00	3.424246072059881074e-01	6.625172098870485415e-01	4.529085674081578361e+01	2.550280012147947062e+01	3.614288355509162187e+01	-6.476479697266590563e-01	2.742016234004498010e+00	4.966314385336722808e+03	6.418676198285159273e+01	1.774839832299673681e+00	2.412811249701493077e-01	2.344628896004308238e+00	3.117624355998673380e+00	1.067115964434145070e+02	3.344952185978563364e+00	7.657960253348238266e-01	-2.426865875102825199e-01	4.252483446056291427e+01	4.875962777266856563e+00	1.498422954675679986e-01	4.660198837962203022e+00	1.248617394611308813e+09	7.759170179383567678e-01
5.091878177365752656e+00	6.555795002631597868e+01	2.629124845777156594e+01	2.655360903876522904e+00	4.207122475931731387e+00	8.654173636457457297e-02	6.695558172075456449e-01	4.587174175358597950e+01	2.785969167139447933e+01	3.926670156854440563e+01	4.769151479738620303e-01	8.127661912353078000e-01	3.974323005331911645e+03	6.465369448854494294e+01	2.715051757874609173e-01	2.292859098501434933e-01	1.549408411855630829e+00	2.627031148605974753e+00	1.079429517373096417e+02	2.157001548682188741e+00	1.368055954439086896e-01	1.334760676937908619e-01	4.328925724876469872e+01	5.398429605745564963e+00	4.182755024252425846e-01	2.110398927915452028e+00	1.248617394642947912e+09	6.465272586159217516e-01
3.016531255377308707e+00	6.751768286244748651e+01	2.028328914260456983e+01	3.324994050557286140e-01	9.238436731212118502e-01	1.436286424083293989e-01	4.294177937989212546e-01	4.235129918432861018e+01	2.648222860947875290e+01	4.723439371984292023e+01	1.036197757422612220e-01	1.804242966910798884e+00	3.624247680277816926e+03	7.553888193169005660e+01	2.093119111824290612e-01	3.801015364500063276e-01	2.697746051238043563e+00	3.298701468756696231e-01	1.079766219568335970e+02	1.343735986100824675e+00	8.731057625493309216e-01	2.323066087040475888e-02	3.243774002514354038e+01	4.190497724923488931e+00	9.922743450388945563e-01	2.716934133887570990e+00	1.248617394645511866e+09	5.992347097694740166e-01
4.594793417447982975e+00	7.208129371758204229e+01	3.041115646865113220e+01	1.074352209549376491e+00	1.448579036595565306e+00	4.799221864095586376e-01	7.298069667248663350e-01	4.537548314688255147e+01	3.091364429219592225e+01	4.167013724893090654e+01	-7.627099960153871372e-02	1.727692204573197277e+00	2.691260878511366172e+03	6.116401523532040585e+01	1.697692875693923353e+00	4.838123125823393100e-01	5.785559174169412344e-01	9.284240902901748083e-01	1.058019396669231043e+02	1.276084365202137860e+00	2.105258711201337118e-01	3.896898358759517955e-02	4.463792443160269841e+01	3.136970926327169451e+00	1.518892417958943142e+00	1.402838765323021653e+00	1.248617394644252539e+09	4.678141055772412904e-01
5.934078189065304265e+00	7.051819631422495149e+01	2.839539741826592945e+01	1.677048284703778480e-01	1.018260507849561236e+00	7.944836267335579905e-01	6.741099395698036956e-01	5.027002346877722516e+01	2.999154674750390015e+01	4.212279889595902205e+01	4.893983154426126969e-01	2.083766249701036077e+00	4.197067945681127640e+03	7.060369733170489326e+01	1.634885978090095726e+00	7.961180880752589673e-01	6.441532861239704921e-01	2.683567337114737272e-01	1.181983514733851877e+02	2.656680421258812430e+00	3.999896828579010410e-01	9.833049059793594338e-02	4.759465414168029440e+01	1.367367625963843203e+00	8.453908858895226031e-01	4.569645663554761650e-01	1.248617394634955645e+09	6.761397433748908004e-01
5.171245627928835908e+00	6.214595142623912238e+01	2.306669743662826733e+01	1.812209364118323729e-01	5.461794537565131336e+00	2.708251109979162297e-01	5.902542930517686859e-01	4.301179206069977567e+01	2.595831163589082635e+01	3.907925398961085506e+01	-2.317893063062228531e-01	2.975459571903030564e+00	4.052467227177015502e+03	6.475262220692309256e+01	1.372186945908484779e+00	1.017956800054880678e-01	1.431380390242710687e+00	1.912905443041802434e-01	1.029731354509187327e+02	1.226397490902769505e+00	4.987354038178961613e-01	3.835453420936735941e-02	3.822051324399564720e+01	2.905489096362963153e-01	7.765641712083861670e-01	3.014028263721433287e+00	1.248617394643889189e+09	6.569564563371000920e-01
5.780937396054629751e+00	7.418268132513870228e+01	3.074434237551551519e+01	7.997937595233489683e-01	1.792044806071091401e+00	3.253643862686698696e-01	7.077697517663072979e-01	5.054614890503851399e+01	3.171922336705492285e+01	4.343833894962317999e+01	-2.406031445122220891e-01	5.424891603976202958e-01	3.582647645941647625e+03	6.922113834021810419e+01	2.408331330883136889e+00	1.033913812182679914e-01	8.163964717904571566e-01	7.836896001128060840e-01	1.182137662402554952e+02	1.252210768226092341e+00	6.624861975416111992e-01	1.430515383758473313e-01	4.899262790003738388e+01	2.294292717196046993e+00	4.262489583617099065e+00	2.927963437108745293e+00	1.248617394640596390e+09	5.935493854978215467e-01
4.226226266636611051e+00	8.225003304151228178e+01	3.387617846411113476e+01	1.354733885412731320e+00	1.849777961261791503e-01	1.914058256707093508e-01	7.002993406263947618e-01	4.170064486636140799e+01	3.512981379817392025e+01	4.837385457740115413e+01	-4.414405307794608824e-01	2.212791130913843940e+00	9.369016113547776285e+02	5.742190784552560245e+01	9.752046110858987316e-01	1.316591549051308041e-01	1.584704281529262682e+00	1.330066253409994292e+00	9.763443204725678015e+01	1.224259292556695300e+00	2.874680372559447195e-01	4.179313595249720820e-02	4.021252420173118480e+01	2.241936836669156108e+00	4.647457904831606257e+00	2.502350975371494979e+00	1.248617394640573502e+09	1.870442896719551884e-01
