phi_12	total_mass_source	mass_2_source	theta_jn	phi_2	chi_p	mass_ratio	chirp_mass	chirp_mass_source	mass_1_source	dec	psi	luminosity_distance	mass_1	tilt_1	a_1	tilt_2	iota	total_mass	ra	a_2	chi_eff	mass_2	phi_1	phase	phi_jl	geocent_time	redshift
2.950974198295881923e+00	8.915512494219933615e+01	4.058937546137483565e+01	8.289078766928344999e-01	2.177691080271134894e+00	9.504231498945697743e-01	8.357613317056081792e-01	5.939541136646511177e+01	3.862035094971021465e+01	4.856574948082450049e+01	-1.398582599999999898e+00	3.968186400000000003e+00	3.181413500000000113e+03	7.469074200000000019e+01	1.472630427195732450e+00	9.550210067291272642e-01	1.161786602000372204e+00	9.867483000000000226e-01	1.371143759999999929e+02	1.754001300000000096e+00	5.515934539754584476e-01	1.508585631568610530e-01	6.242363399999999984e+01	5.509902189154837870e+00	1.936995400000000034e+00	4.375386034230545285e+00	1.248617394629394531e+09	5.379303891828248751e-01
6.592504158816526738e-01	8.208810284913901967e+01	3.444213591434415633e+01	2.736660469238543669e+00	5.354651102753816616e+00	5.317768041100817689e-01	7.228762082104325248e-01	5.055656255479909333e+01	3.517334638603242070e+01	4.764596693479486333e+01	-1.209625200000000067e+00	4.431671900000000441e+00	2.484138399999999820e+03	6.848413800000000151e+01	8.147564150474517763e-01	7.309058954753150372e-01	2.000573593101447223e+00	2.770480800000000077e+00	1.179896919999999909e+02	1.020448100000000080e+00	4.189375947833074432e-01	2.178049423241462390e-01	4.950555399999999651e+01	4.695400686872163831e+00	1.331956399999999929e+00	3.550542578943438166e+00	1.248617394629394531e+09	4.373543534906719765e-01
1.968243380711681034e+00	8.146713570551033001e+01	2.731155662757470282e+01	1.944867492988741953e+00	1.000162190877513346e+00	5.572419064546025869e-01	5.043165836759029297e-01	4.185602996796632169e+01	3.309766112788751968e+01	5.415557907793562720e+01	-1.568473900000000032e-01	1.195441299999999929e+00	1.384316700000000083e+03	6.848633599999999433e+01	1.849078061838372644e+00	5.795373627632035562e-01	2.714243612794122740e+00	2.078051299999999824e+00	1.030251309999999876e+02	2.983335700000000035e+00	2.417830664667546675e-02	-1.132062898208753138e-01	3.453879500000000036e+01	5.315104117345418544e+00	3.641537000000000024e+00	5.709250176267630650e+00	1.248617394629394531e+09	2.646219866182371594e-01
1.404853945916414659e+00	8.665431320665088322e+01	3.829782907994714947e+01	2.866235132963383947e+00	4.058696404116903800e+00	5.976781239877878571e-01	7.919895288416567425e-01	5.213015567527364880e+01	3.741272030529111703e+01	4.835648412670374086e+01	-9.741108699999999621e-01	2.353437500000000071e+00	2.191714800000000196e+03	6.737898300000000518e+01	2.122354307721563416e+00	5.538223231867762247e-02	1.152834630879659539e+00	2.994486300000000156e+00	1.207424320000000080e+02	8.481898900000000019e-01	8.535822106894724870e-01	1.369303093196447274e-01	5.336344900000000280e+01	2.653842458200490029e+00	4.502092300000000158e+00	5.027976477092782837e+00	1.248617394629394531e+09	3.933805200447054728e-01
6.587775139877777297e-01	6.522475603839369285e+01	2.938800079644468966e+01	6.663422525626880866e-01	5.822630305361943925e+00	5.160343535617062383e-01	8.200519438223115021e-01	4.612013004095260271e+01	2.822388159007409314e+01	3.583675524194899964e+01	-7.291039400000000059e-01	6.024859199999999859e+00	3.881510900000000220e+03	5.856018799999999658e+01	1.850963205526940492e+00	1.534943520461570787e-01	1.261959082051173020e+00	6.266834300000000413e-01	1.065825839999999971e+02	3.367871099999999895e+00	6.794471882664112616e-01	6.973011413353701060e-02	4.802239600000000053e+01	5.163852791374165641e+00	3.927760899999999999e+00	3.592943180460620445e-01	1.248617394629394531e+09	6.340817578108161046e-01
3.578224767825332719e+00	7.669168075491796799e+01	3.221805527114029388e+01	1.803112413360193678e+00	4.393262340608984573e+00	4.279704041072446841e-01	7.244306017482707860e-01	4.305823296375640297e+01	3.286786260777373059e+01	4.447362548377768121e+01	-9.531094100000000457e-01	2.916975799999999897e+00	1.660355800000000045e+03	5.826225300000000118e+01	4.026119852707979452e-01	1.369559523203977766e-02	2.162147012507927180e+00	1.709366200000000058e+00	1.004692119999999989e+02	3.227966100000000171e+00	7.448567188075688739e-01	-1.671366602205796581e-01	4.220695899999999767e+01	8.150375727836518536e-01	6.096434999999999604e+00	1.062320870685238061e+00	1.248617394629394531e+09	3.100405547384910143e-01
4.163689960822624769e+00	7.548146928169148850e+01	2.792360460521739540e+01	2.326012362700655700e+00	5.586780367706133177e+00	6.770965558159459941e-02	5.871500916867411490e-01	4.218569966029699714e+01	3.150273260321826641e+01	4.755786467647410376e+01	-1.211672199999999977e+00	1.505208700000000066e+00	1.842172600000000102e+03	6.368532600000000343e+01	1.548674302598156638e+00	3.642744666921100220e-03	1.726331538938109533e+00	2.324162499999999909e+00	1.010781709999999975e+02	1.068343400000000054e+00	1.257382784626672467e-01	-7.154910271941308450e-03	3.739284500000000122e+01	1.423090406883508408e+00	3.885647200000000190e+00	1.085086564305027673e-01	1.248617394629394531e+09	3.391123935701811920e-01
9.724648917405570581e-01	7.821612528552770982e+01	2.864374858224574893e+01	2.125427680445025835e+00	3.931755970254977584e-01	1.815029942182972422e-01	5.778167295406148041e-01	4.118664165824846890e+01	3.256135708700141862e+01	4.957237670328196089e+01	-1.166124199999999944e-01	2.264943500000000220e+00	1.385935600000000022e+03	6.270376600000000167e+01	2.577562526817560151e+00	2.716934864548654627e-01	4.353494931270122659e-01	2.210428299999999791e+00	9.893505100000000141e+01	2.880014399999999863e+00	8.040440858814678071e-01	1.214616446475612760e-01	3.623128499999999974e+01	5.703896012464526599e+00	1.413244699999999909e+00	4.414686168309795988e+00	1.248617394629394531e+09	2.648932766592299037e-01
2.435522618840226805e+00	8.324814535803839988e+01	2.831967978118805007e+01	1.955217013508322443e+00	2.056549524464642786e+00	2.379097193333684912e-01	5.155738374225296017e-01	4.336357484884884883e+01	3.396695140902726706e+01	5.492846557685034270e+01	-3.441524000000000250e-01	6.280913199999999641e+00	1.456383800000000065e+03	7.012388599999999883e+01	7.989791175180732674e-01	3.167499818472651052e-01	2.072411109236557358e+00	2.000944300000000009e+00	1.062779270000000054e+02	9.971842499999999943e-01	5.766417237061842727e-01	5.143839882577845579e-02	3.615404099999999943e+01	5.904212212804003101e+00	5.554728700000000075e-01	3.947539917844005597e+00	1.248617394629394531e+09	2.766401767020010838e-01
5.803013091020820191e+00	8.307078632905731297e+01	3.818303036846202758e+01	5.937578536040184485e-01	5.238773505230098770e+00	3.327601816365142740e-01	8.506335313794924913e-01	5.015895691849909355e+01	3.601714698442780360e+01	4.488775596059527828e+01	-7.510795799999999689e-01	3.489417500000000061e+00	2.186865999999999985e+03	6.251253100000000273e+01	1.290289431171941725e+00	2.800820827161841220e-01	1.093335979896402188e+00	7.247074399999999805e-01	1.156877860000000027e+02	1.106477900000000014e+00	4.507240014541121775e-01	1.370995537789267416e-01	5.317525499999999994e+01	5.718945721388865699e+00	2.035103900000000188e+00	4.295201481365207741e+00	1.248617394629394531e+09	3.926410367868832241e-01
2.215269260302547671e+00	7.617191548376462151e+01	3.397505239979079761e+01	9.200210818076864916e-01	2.521767939402046466e+00	7.828614770526651223e-02	8.051558792931780006e-01	5.200764711717800282e+01	3.292343997572727687e+01	4.219686308397383101e+01	-4.808432499999999998e-01	4.151666699999999821e+00	3.481424300000000130e+03	6.665644799999999748e+01	1.280091575042285656e+00	2.286339692111321459e-02	2.136073051871840434e-01	9.325272599999999690e-01	1.203252789999999948e+02	3.397989599999999832e+00	4.730324804603777689e-01	2.098223686024698609e-01	5.366883099999999729e+01	3.064986790994987942e-01	6.229435299999999565e+00	5.289992501464957364e+00	1.248617394629394531e+09	5.796541052672657957e-01
2.518196429107488754e-01	6.965013384967940624e+01	3.421595363757096919e+01	8.630721202515692081e-01	4.757969582327663538e+00	8.998040045072669413e-01	9.656200152721134966e-01	5.587243574067056073e+01	3.031141648927976462e+01	3.543418021210842994e+01	-1.093378500000000031e+00	6.219454400000000049e+00	5.500779900000000453e+03	6.531512499999999477e+01	1.202824033501461054e+00	8.880788585918287792e-01	1.508002438979167525e+00	8.877414000000000138e-01	1.283847169999999949e+02	3.202754800000000124e+00	9.383584529199178181e-01	1.914528089053840754e-01	6.306959200000000010e+01	4.506149939416914663e+00	1.869627200000000045e+00	3.049794667724111896e+00	1.248617394629394531e+09	8.432802624196386043e-01
1.091891142510363677e+00	8.577782863851406603e+01	4.154973253894449670e+01	8.204374626005130899e-01	2.289303557035472281e+00	7.607390039465931064e-01	9.394420335301040259e-01	4.938248068753738096e+01	3.731512291978837226e+01	4.422809609956956933e+01	-1.186286399999999963e+00	4.484824399999999933e+00	1.743362499999999955e+03	5.853104400000000140e+01	1.612476757856434073e+00	7.614002826970550641e-01	7.971449521182962794e-01	7.581329799999999564e-01	1.135175669999999997e+02	1.179635100000000048e+00	8.817567197273508406e-02	1.348607755357682236e-02	5.498652299999999826e+01	1.197412414525109270e+00	2.114656899999999951e+00	4.163679615383227839e-01	1.248617394629394531e+09	3.233905404435807318e-01
2.380440757900447402e+00	7.671332923242384538e+01	3.423926266326851220e+01	9.394075701651833921e-01	8.894336920026741922e-01	5.985324658860066149e-01	8.061216038149043861e-01	5.013644197151312198e+01	3.316001986517203193e+01	4.247406656915533318e+01	-8.328080100000000430e-01	2.949440599999999968e+00	2.997720600000000104e+03	6.421885699999999986e+01	1.401368987514125974e+00	6.072270528894387898e-01	2.059814069054828889e-01	1.066826599999999958e+00	1.159870650000000012e+02	3.260173299999999941e+00	6.580370115039491097e-01	3.441815426367780262e-01	5.176820800000000133e+01	4.792178241281813023e+00	3.299085999999999963e+00	5.093006960398128058e+00	1.248617394629394531e+09	5.119545216006166077e-01
5.298075547894496751e+00	7.277269074273323213e+01	3.491771067660350525e+01	1.187527800501142927e+00	3.333709802921537513e+00	7.280604248733650863e-01	9.224073190794174204e-01	5.526771615051804787e+01	3.164518098022843162e+01	3.785498006612971977e+01	-1.224528199999999956e+00	2.694981900000000152e+00	4.736489899999999579e+03	6.611301400000000683e+01	1.356875253893679467e+00	7.450429244702203579e-01	1.088011367092777570e+00	9.829743600000000470e-01	1.270961420000000146e+02	3.093982000000000010e+00	5.153856395738565244e-01	1.970803910257599989e-01	6.098312800000000067e+01	4.318819562206627438e+00	1.757925200000000077e-01	1.083976336970263077e+00	1.248617394629394531e+09	7.464812789362372802e-01
6.007434909069803375e+00	7.559885667965167499e+01	3.338805241306250338e+01	2.506389789150377023e+00	5.104896932282098732e+00	6.676228433965319953e-01	7.909835643546342387e-01	4.895524717508249779e+01	3.263666567961369935e+01	4.221080426658917162e+01	-2.700733699999999793e-01	5.179324099999999653e+00	2.914057299999999941e+03	6.331652799999999814e+01	2.447511077292231718e+00	7.526070902090702119e-02	1.070574308356100790e+00	2.458614299999999808e+00	1.133988609999999966e+02	3.055931300000000128e+00	9.945142106511132285e-01	1.783613056542052988e-01	5.008233299999999844e+01	5.380647330391881589e+00	4.694029200000000124e+00	1.941007279035725508e-01	1.248617394629394531e+09	5.000076189052026221e-01
3.688414566472951961e+00	7.645674060409375272e+01	2.906263141129039340e+01	3.913101994027329278e-01	1.226273161279413770e+00	4.525641482938417837e-01	6.132118929181911149e-01	5.188753937683762274e+01	3.211829060690080695e+01	4.739410919280336287e+01	-1.496124100000000068e+00	3.116984899999999836e+00	3.743945400000000063e+03	7.656583399999999529e+01	5.973934418763283682e-01	8.045738300457823122e-01	2.547584464088085365e+00	2.792063499999999920e-01	1.235169139999999857e+02	1.500148199999999932e+00	5.427339129885679903e-01	2.413964417929322370e-01	4.695107999999999748e+01	3.821043901986047597e+00	6.883252100000000206e-01	1.307275054141835646e+00	1.248617394629394531e+09	6.155137274238772216e-01
3.290902693186732897e+00	5.661071764336658418e+01	2.518959390257156272e+01	2.435740469070636571e+00	2.773591791159450537e+00	6.574003611515896184e-01	8.016770536397821445e-01	4.368272487995651687e+01	2.446166393506880610e+01	3.142112374079502501e+01	-1.497769899999999987e+00	5.158473200000000425e+00	5.043701699999999619e+03	5.611066799999999688e+01	1.493711898848034014e+00	6.593583479616194065e-01	1.338697073019057493e+00	2.538542200000000193e+00	1.010933029999999917e+02	1.318347199999999886e-01	4.312080862594409592e-01	7.231696274788557144e-02	4.498263500000000192e+01	5.765874405152303872e+00	2.518601199999999984e+00	4.998059607017506067e+00	1.248617394629394531e+09	7.857626118937869331e-01
3.014407933881166457e+00	6.591267934971398290e+01	2.707194615231174950e+01	5.677884501242614901e-01	1.108000946093619099e+00	2.483069414284282406e-01	6.969988443504044895e-01	4.582474657596959844e+01	2.813781338556555767e+01	3.884073319740223695e+01	-9.830508500000000316e-01	1.433255100000000004e+00	3.840653600000000097e+03	6.325533300000000025e+01	1.278938332750525708e+00	2.592712844038190800e-01	2.276127378439589233e+00	4.913887399999999905e-01	1.073442270000000036e+02	3.399747399999999864e+00	2.528304459960108164e-02	3.722832439053436887e-02	4.408889400000000336e+01	4.376778319392037986e+00	1.388797099999999896e-01	1.402774320315105072e+00	1.248617394629394531e+09	6.285823616797910907e-01
9.217380301072936044e-01	6.455716060364466102e+01	1.926211376678607579e+01	2.797936674340059771e+00	5.461807709177863401e+00	2.823812825834768891e-01	4.252587227950858639e-01	3.821015808693493199e+01	2.526177774425136846e+01	4.529504683685858168e+01	-4.172790599999999794e-01	2.280673300000000125e+00	3.002031300000000101e+03	6.851184100000000399e+01	2.090904562880893547e+00	3.254120116566969756e-01	2.327681701752275512e+00	2.647927900000000001e+00	9.764709899999999720e+01	3.189652999999999849e+00	4.650629286501254955e-01	-2.087505900644199552e-01	2.913525800000000032e+01	4.540069679070569464e+00	5.754759499999999584e+00	7.460761785100895604e-01	1.248617394629394531e+09	5.125680573145777741e-01
5.172150796189633581e+00	7.837466054113593827e+01	3.694642721173097044e+01	1.717297836873159511e+00	1.870156690851272785e+00	4.941752261809146951e-01	8.918175901434615138e-01	4.791973476383277841e+01	3.404757476310242481e+01	4.142823332940496073e+01	4.980007399999999973e-01	1.825570799999999938e+00	2.284304999999999836e+03	5.830752900000000238e+01	2.365226652923546613e+00	7.052680842247481818e-01	3.838795856987055055e-01	1.585087099999999971e+00	1.103072090000000003e+02	1.758481699999999925e+00	8.191422855605232645e-01	9.206652656440234006e-02	5.199967999999999790e+01	2.981191201841227212e+00	1.464938800000000096e+00	9.487803995166518289e-01	1.248617394629394531e+09	4.074345998870880781e-01
7.815950080005655831e-01	6.008738183791912491e+01	2.791095265759609845e+01	5.029941750962203528e-01	1.103050755425321938e+00	2.305725105926992868e-01	8.674347455144150176e-01	4.422154087458532246e+01	2.607539208613604842e+01	3.217642918032302646e+01	-6.482858700000000418e-01	1.597170100000000037e+00	4.347247199999999793e+03	5.456835600000000142e+01	5.280689051569856796e-01	8.039850749808763117e-03	9.682184206866241150e-01	5.519570799999999888e-01	1.019028440000000018e+02	3.348566400000000165e+00	3.292433119518982654e-01	9.039782160530299149e-02	4.733448800000000034e+01	3.214557474247570212e-01	1.298587099999999883e-01	4.328317525052304049e+00	1.248617394629394531e+09	6.959108698540854565e-01
6.053825108992043624e+00	7.799486270433108359e+01	3.667792712179097947e+01	2.222897452006502572e+00	2.768524232392252316e+00	2.241467902612506724e-01	8.877213811880689809e-01	4.788479275634831112e+01	3.387712387650314128e+01	4.131693558254010412e+01	-9.881120700000000090e-01	1.892180600000000101e+00	2.324416999999999916e+03	5.840085200000000043e+01	2.692039450327869399e-01	1.051263746401497612e-01	9.778595530559146543e-01	2.170504900000000070e+00	1.102445370000000082e+02	3.371933400000000081e+00	3.096870241913489696e-01	1.350637210255870579e-01	5.184368500000000068e+01	2.997884430579794923e+00	2.305726400000000176e+00	1.976238798147849751e+00	1.248617394629394531e+09	4.134845960037581425e-01
3.194864753078936026e+00	7.370315752232924922e+01	3.443411668154183758e+01	2.072312045471771391e+00	2.007974144676456518e+00	3.927394695437805283e-01	8.768769479537755762e-01	4.609819339453401454e+01	3.199825723919948928e+01	3.926904084078741874e+01	-1.474031300000000044e+00	1.601690899999999917e+00	2.506351400000000012e+03	5.657282599999999917e+01	2.163276137105010655e+00	4.734319405695460170e-01	1.493014319844917503e+00	2.109614300000000053e+00	1.061802330000000012e+02	3.313018200000000135e+00	2.618874545286408173e-01	-1.313510280375319306e-01	4.960740700000000203e+01	5.096294698777106724e+00	3.637830600000000025e+00	5.514395334335651100e+00	1.248617394629394531e+09	4.406470030518222503e-01
3.335411221577984087e+00	7.058318597614798762e+01	3.285778120716114614e+01	9.486425135726550550e-01	2.191008994545979860e+00	6.564725412265534077e-01	8.709722641378457864e-01	4.618481443630823691e+01	3.063536319418470200e+01	3.772540476898683437e+01	-1.310984399999999939e+00	4.539812099999999795e+00	2.966923200000000179e+03	5.687351600000000218e+01	1.862048816486449709e+00	6.853354636176250958e-01	1.217146307291848695e+00	9.856039199999999667e-01	1.064087710000000015e+02	2.591899199999999848e+00	6.960440508787529845e-01	7.032878231512234950e-03	4.953525499999999937e+01	5.138783080147582005e+00	2.457530900000000074e+00	3.919090411523485695e+00	1.248617394629394531e+09	5.075654283437770475e-01
1.613777412186727878e+00	7.550825311119814387e+01	3.539460403400074284e+01	2.398527777379927173e+00	2.063185186372637148e+00	3.085351710412493342e-01	8.823581211942349567e-01	5.074758566403557580e+01	3.278979132627345194e+01	4.011364907719738682e+01	-9.706437399999999494e-02	5.027909199999999856e+00	3.250865400000000136e+03	6.208245800000000258e+01	1.032563113138593724e+00	3.593402347659657714e-01	2.609595302853982002e-01	2.474421200000000098e+00	1.168614190000000121e+02	2.897003499999999843e+00	8.459557966143192997e-01	4.809757971267788479e-01	5.477896100000000246e+01	4.494077741859090480e-01	5.455120399999999758e-01	4.655089117095617013e+00	1.248617394629394531e+09	5.476641848395383816e-01
4.181830384189149541e+00	6.358670616913695994e+01	3.058520336968774700e+01	2.978519903416207981e+00	1.255113542298179397e+00	5.556333456549609195e-01	9.267821394545161517e-01	5.038089753304294760e+01	2.765373443763875372e+01	3.300150279944921294e+01	-1.371333600000000041e+00	2.845767700000000122e+00	5.329484800000000178e+03	6.012371799999999666e+01	8.206463531784627952e-01	7.594908391320583929e-01	1.978615898530028616e+00	2.870837499999999931e+00	1.158453059999999937e+02	3.158259000000000150e+00	1.857149839144043024e-01	2.333001205092505581e-01	5.572158799999999701e+01	3.356468465288615644e+00	1.365519900000000009e+00	1.156390073225307402e+00	1.248617394629394531e+09	8.218478826668295101e-01
5.226541599447320330e+00	6.894217816674687072e+01	2.328906446855397405e+01	2.100751670100692081e+00	1.413395171733912825e+00	1.721028338966284765e-01	5.101309107307577806e-01	4.584239359016960691e+01	2.807220118766673167e+01	4.565311369819288956e+01	-1.469553099999999946e+00	3.905289799999999811e+00	3.873596100000000206e+03	7.455232999999999777e+01	4.887551476999666966e-01	3.665450102346101691e-01	7.517443244217583143e-01	2.170385200000000125e+00	1.125837779999999952e+02	1.093838599999999994e+00	4.193334170408905687e-02	2.246531457770034323e-01	3.803144799999999748e+01	2.470038879466178727e+00	5.295134899999999867e+00	4.592136901724030551e+00	1.248617394629394531e+09	6.330174211742984891e-01
3.243566745023384712e+00	7.486648371575918759e+01	3.661992625657208578e+01	8.915050739388868939e-01	1.386480461851702373e+00	6.463565939583594266e-01	9.574698662918669223e-01	5.495138182848181430e+01	3.257829882200707772e+01	3.824655745918710892e+01	-7.946091800000000260e-01	6.009145600000000087e+00	4.277504299999999603e+03	6.451230599999999527e+01	9.402853406866380492e-01	8.002172858650062892e-01	1.511481379200962261e+00	9.459717800000000398e-01	1.262808949999999868e+02	3.394692200000000160e+00	3.938008764971016040e-01	2.524309079951083112e-01	6.176858899999999863e+01	4.426099024007903004e+00	4.122806699999999935e+00	5.307905465953353108e+00	1.248617394629394531e+09	6.867480444178815091e-01
1.944430178993667990e-01	8.169610795104313183e+01	2.845546451352407047e+01	2.355298448542574974e+00	2.105330789785270440e+00	1.123158303591650781e-01	5.344688320102326529e-01	4.378143188627969806e+01	3.355869867579527721e+01	5.324064343751906137e+01	2.016649800000000145e-02	3.039367400000000163e+00	1.626905799999999999e+03	6.945893900000000087e+01	9.005305856497026751e-01	1.184299194025223573e-01	2.742710335097582330e+00	2.418120699999999790e+00	1.065825770000000006e+02	2.696494599999999853e+00	5.900932267735813364e-01	-1.414556258039289527e-01	3.712363799999999969e+01	1.910887771885905195e+00	5.370633899999999628e+00	4.254648141019221619e+00	1.248617394629394531e+09	3.046224559910519214e-01
1.444885967050880016e+00	6.840535096438220819e+01	2.769996385359160840e+01	5.805449801123416798e-01	2.885189783493753879e+00	5.046369542237360006e-01	6.804987206778981834e-01	4.319119301953187318e+01	2.912464496104271205e+01	4.070538711079059624e+01	-1.251616099999999898e+00	2.632285299999999939e+00	2.795711800000000039e+03	6.036517299999999864e+01	1.537176676772141759e+00	2.921756596943710371e-01	1.897460942286637975e+00	4.646536299999999842e-01	1.014435959999999994e+02	1.770540199999999897e+00	8.266939082349868961e-01	-1.015757171387806912e-01	4.107842300000000080e+01	1.440303816442874307e+00	3.393952000000000080e+00	2.290713894884814916e+00	1.248617394629394531e+09	4.829774947404389951e-01
1.205686262462384306e-01	7.775818406509388581e+01	3.426085921587826988e+01	1.482231732779507150e+00	3.148006292124672534e+00	4.405591831188032659e-02	7.876543979346833924e-01	4.070049048852196449e+01	3.355886445763467663e+01	4.349732484921561593e+01	-1.343842699999999946e+00	3.530699799999999833e+00	1.081989000000000033e+03	5.275394399999999706e+01	1.643790018037285527e+00	2.362908883005298416e-02	2.971442797276300674e+00	1.488278599999999896e+00	9.430581999999999709e+01	3.104392999999999958e+00	3.417237956872013482e-01	-1.493558594434869491e-01	4.155187600000000003e+01	3.027437665878434103e+00	5.979962099999999836e+00	5.940056619364688650e+00	1.248617394629394531e+09	2.128089298105721172e-01
3.095941627178150579e+00	7.528854717650803252e+01	3.078978725868766375e+01	1.007654306299560876e+00	6.036706904768529114e+00	2.420146339949181546e-01	6.919246135296752698e-01	4.689386209299219388e+01	3.211492961619943998e+01	4.449875991782037232e+01	-1.279118699999999942e+00	1.770580999999999960e+00	2.639069100000000162e+03	6.497659299999999405e+01	6.508295722761335833e-01	3.893124189639344812e-01	2.258660944150248095e+00	1.026759299999999930e+00	1.099354969999999980e+02	1.562135300000000004e+00	4.768976979763808743e-01	5.924074669126815768e-02	4.495890399999999687e+01	2.940765277590379867e+00	4.893193799999999705e+00	4.827879164179345928e+00	1.248617394629394531e+09	4.601888484083101472e-01
8.460697347663952428e-01	6.714713813336578596e+01	3.016881132811053945e+01	2.421429371531494290e+00	2.681408404734250794e+00	1.850927475689825852e-01	8.158511737697941024e-01	4.890136229367418252e+01	2.904676503988197567e+01	3.697832680525525006e+01	-9.119547499999999807e-02	4.049382999999999733e+00	4.253136999999999716e+03	6.225445599999999757e+01	1.806475229318758036e+00	1.903549112089248929e-01	7.523293124928968068e-01	2.348944799999999944e+00	1.130448269999999980e+02	1.175393600000000038e+00	3.266798279127699489e-01	8.268248873257866283e-02	5.079037100000000038e+01	1.835338669967855552e+00	1.980116999999999905e+00	1.000946594185281091e+00	1.248617394629394531e+09	6.835390180810608785e-01
5.701010314160187775e+00	7.070674857519159673e+01	2.922705980590580310e+01	2.455537828804243095e+00	6.161883871115366951e+00	2.351393152411542231e-01	7.046113573433411270e-01	4.458272701687540263e+01	3.021900754183614524e+01	4.147968876928578652e+01	-1.459647499999999987e+00	2.976886899999999780e+00	2.742859199999999873e+03	6.119584300000000354e+01	5.412034630344582098e-01	4.564324421767539386e-01	2.474537876366100786e+00	2.400902799999999893e+00	1.043151290000000131e+02	1.049049399999999910e+00	5.108386525976447157e-01	6.360123096246517171e-02	4.311928600000000245e+01	4.608735569551791755e-01	5.501798100000000247e+00	2.707046828489885648e+00	1.248617394629394531e+09	4.753206886478212323e-01
6.787583110344793669e-01	8.212871248020083215e+01	3.881240215647009961e+01	5.355262117145270784e-01	7.791878923841295546e-01	3.197676695233077626e-01	8.960228114167615443e-01	4.629846841461768037e+01	3.568405372427618261e+01	4.331631032373072543e+01	-6.564724299999999957e-01	2.467125199999999907e+00	1.582871900000000096e+03	5.620098099999999874e+01	1.774454690125052414e+00	3.265156987944248801e-01	2.498758351852647497e+00	5.940862500000000379e-01	1.065583419999999961e+02	1.006840799999999980e+00	6.398297100439385987e-02	-5.903199491456526116e-02	5.035736099999999738e+01	1.004295813496502987e-01	2.233994399999999825e+00	5.642806334366951226e+00	1.248617394629394531e+09	2.974554060577602188e-01
4.973619146788321288e+00	6.708442248029773225e+01	2.739902342555945580e+01	2.885542016637974605e+00	5.885945330886297455e-01	4.610117662974982933e-01	6.904056423312725510e-01	4.745258677328456542e+01	2.860850505024479062e+01	3.968539905473827645e+01	-8.178796000000000399e-01	8.763586899999999957e-01	4.065474400000000060e+03	6.582569900000000018e+01	2.722382255620050540e-01	2.831631504088940043e-01	1.613831159478931632e+00	2.932856300000000083e+00	1.112721329999999966e+02	3.284233899999999817e+00	7.042727803827047994e-01	1.489678733581632220e-01	4.544643400000000355e+01	1.898160693479894690e+00	5.693591099999999905e+00	3.782803459442652727e+00	1.248617394629394531e+09	6.586880960729730727e-01
5.639409453586439191e+00	7.668478681403452413e+01	3.372016194317637883e+01	2.127480658080226128e+00	3.529478632973333418e+00	2.090736573424673839e-01	7.848354790605408526e-01	4.732773746040143692e+01	3.308708923010242842e+01	4.296462487085814530e+01	-3.729684199999999672e-02	1.149105199999999938e+00	2.437358499999999822e+03	6.145655399999999702e+01	2.235885625320111272e-02	3.578354205387490050e-01	2.391695815808368319e+00	2.172557799999999872e+00	1.096898379999999946e+02	2.989482399999999984e+00	4.045521482100499222e-01	7.026272540883797546e-02	4.823328399999999760e+01	4.173254486566480459e+00	4.741611899999999657e+00	5.142946881806970794e+00	1.248617394629394531e+09	4.303989429612004591e-01
1.532680971204870124e+00	7.850800885720389033e+01	3.528552466891761696e+01	1.089514850954918179e+00	2.756365988457359251e+00	8.362134719452255505e-01	8.163696587916234870e-01	4.841557229978779020e+01	3.396260464493653330e+01	4.322248418828628047e+01	-9.198689000000000171e-02	6.034392500000000048e+00	2.404897300000000087e+03	6.161604299999999768e+01	1.391973506496118729e+00	8.497640119413113480e-01	1.620611044515671395e+00	1.209779900000000019e+00	1.119175109999999904e+02	1.176319600000000021e+00	4.190759866503636077e-01	7.383574702704717718e-02	5.030146799999999985e+01	1.223685017252489793e+00	1.034347200000000022e+00	5.812118655140726453e+00	1.248617394629394531e+09	4.255553366990078024e-01
3.071118742385811728e+00	6.999642840271066291e+01	2.177593026439086543e+01	5.216968691589732865e-01	5.784967599032271757e+00	1.859386001935062205e-01	4.515907364110367528e-01	3.599857793584179433e+01	2.777856900922149208e+01	4.822049813831980458e+01	-9.073540700000000125e-01	5.489390000000000214e+00	1.573420699999999897e+03	6.248951699999999931e+01	2.386293748335010179e+00	1.574366525088085611e-01	1.384916871523669268e+00	5.134912900000000446e-01	9.070920399999999972e+01	1.130431900000000045e+00	4.667617601745858158e-01	-5.212830120655582294e-02	2.821968700000000041e+01	2.713848856646460916e+00	1.470972299999999899e+00	1.468378556453287187e+00	1.248617394629394531e+09	2.959118925057497296e-01
3.793217960811241518e-01	6.987539872797059104e+01	3.023099113045415010e+01	8.803633490509449322e-01	3.921131909108993785e+00	3.116790510933893366e-01	7.625537361377547896e-01	4.326905114901691718e+01	3.008262508998106455e+01	3.964440759751644094e+01	-1.005381599999999986e+00	2.088283800000000134e+00	2.490785100000000057e+03	5.702214800000000139e+01	1.690657216860333323e+00	1.722370278170506919e-01	2.122147670138018860e+00	8.076691299999999574e-01	1.005046000000000106e+02	3.188600800000000124e+00	4.986651001622509627e-01	-1.246994452308216178e-01	4.348245200000000210e+01	3.541810113027869633e+00	6.210336400000000090e+00	6.465237478337095833e-01	1.248617394629394531e+09	4.383402718211434346e-01
