mass_1	mass_2	chirp_mass	ra	dec	geocent_time	phase	iota	psi	luminosity_distance	total_mass	mass_ratio	chi_eff	chi_p	mass_1_source	mass_2_source	total_mass_source	chirp_mass_source	theta_jn	phi_jl	tilt_1	tilt_2	phi_12	a_1	a_2	phi_1	phi_2	redshift
9.992378999999999678e+01	4.793678700000000248e+01	5.946100051170890310e+01	3.245922199999999869e+00	-6.090962599999999449e-01	1.248617394629394531e+09	3.338360499999999842e+00	2.616082399999999808e+00	5.428805299999999612e+00	5.577461299999999937e+03	1.478605770000000064e+02	4.797334748812069893e-01	2.943019995385114385e-01	2.540055106569515386e-01	5.393038953389557122e+01	2.587221317279280086e+01	7.980260270668837563e+01	3.209200651488124123e+01	2.519410755177849293e+00	5.318245194219357153e+00	2.261459835701371546e-01	2.415809491320549895e+00	1.530659211808615972e-02	7.716641643765596026e-01	8.821071585829814987e-01	5.231858877266488683e+00	5.247165469384574621e+00	8.528290053828981865e-01
9.909952499999999986e+01	4.147350300000000090e+01	5.479298684872061642e+01	3.366684400000000021e+00	-5.190349399999999447e-01	1.248617394629394531e+09	1.356360400000000022e+00	6.085173700000000296e-02	2.316979100000000180e+00	5.113950100000000020e+03	1.405730279999999937e+02	4.185035498404255927e-01	3.761972641422685060e-01	7.294934671801793780e-01	5.521873615933588297e+01	2.310923710038393608e+01	7.832797325971981195e+01	3.053091812681710238e+01	3.715343970794723338e-01	1.558346647101874316e+00	9.159306609688675493e-01	2.239952209006457196e+00	3.003850864059288028e+00	9.197656064205665949e-01	1.022641472897130449e-01	3.278944781023156452e+00	6.282795645082444480e+00	7.946720966963882749e-01
9.877554299999999898e+01	4.111656599999999884e+01	5.445542018391117978e+01	8.987872399999999873e-01	-7.797167200000000298e-01	1.248617394629394531e+09	5.941169699999999665e+00	1.342612900000000054e-01	1.845619700000000085e+00	2.138920799999999872e+03	1.398921090000000049e+02	4.162626167491683682e-01	3.013544280734750669e-01	8.035647751303789388e-01	7.130213263056803896e+01	2.968041230859651591e+01	1.009825449391645549e+02	3.930920017728018934e+01	4.125528713210130927e-01	1.908005423502126874e+00	1.081160709660559993e+00	1.598434167251666205e+00	5.817793707727991759e+00	9.105505616463198670e-01	1.250858223392040947e-01	2.196987872919242690e-01	6.037492495019915140e+00	3.853097986813061038e-01
9.635848199999999508e+01	4.379290400000000005e+01	5.570019780594240189e+01	1.484652400000000094e+00	-1.142776699999999979e+00	1.248617394629394531e+09	2.549498100000000100e+00	4.344069999999999876e-01	3.961383399999999888e+00	3.734063299999999799e+03	1.401513860000000022e+02	4.544789736309877148e-01	3.198533849234933557e-01	8.095403862243862880e-01	5.969522092567082439e+01	2.713022273697393416e+01	8.682544366264475855e+01	3.450693228676326640e+01	4.570768078513525179e-01	2.697715703075177274e+00	1.122694013982026506e+00	7.170455064371956677e-01	5.793098050976555058e+00	8.982209212756606664e-01	2.220329000023479327e-01	4.077734495598341447e+00	3.587647239395309828e+00	6.141741416784475271e-01
9.624407200000000273e+01	3.307918899999999951e+01	4.779934838558290977e+01	3.358878499999999878e+00	-8.581414600000000226e-01	1.248617394629394531e+09	6.128090699999999558e+00	2.906848899999999958e+00	4.539275199999999622e+00	4.073098899999999958e+03	1.293232610000000022e+02	3.437010541282999321e-01	1.838618492976968888e-01	6.120014863810461225e-01	5.798874629569105821e+01	1.993079322940756626e+01	7.791953952509861381e+01	2.879994818414288460e+01	2.886549294353875528e+00	5.570436096900358791e+00	9.946768841612997347e-01	2.266422275408272569e+00	2.911892230410134896e+00	7.298043215946303786e-01	6.833679863362362994e-01	3.879408332523759828e+00	5.081152557543084924e-01	6.597025827949580812e-01
9.590803499999999815e+01	4.107770899999999870e+01	5.369596474641413408e+01	3.422524099999999958e+00	-1.029865899999999890e+00	1.248617394629394531e+09	3.625590400000000102e+00	2.220988100000000021e+00	3.282348100000000102e+00	3.388301199999999881e+03	1.369857440000000111e+02	4.283031030716039633e-01	4.729590842053025823e-01	6.519083619368082338e-01	6.121301287281302450e+01	2.621772336178785778e+01	8.743073623460088584e+01	3.427128687643702420e+01	1.934810391012462327e+00	5.002546374704345489e+00	1.042633924960563840e+00	5.173399143576841164e-01	9.944752053136980408e-01	7.547554268896815577e-01	7.929313040872453255e-01	4.483881523553060688e+00	5.478356728866758729e+00	5.667916101315823019e-01
9.546920799999999474e+01	2.792716400000000121e+01	4.337840856044176974e+01	3.061148999999999898e+00	-1.254643699999999917e+00	1.248617394629394531e+09	1.045040100000000027e+00	4.070251799999999864e-01	4.663798500000000402e+00	4.508846899999999550e+03	1.233963719999999995e+02	2.925253554004554335e-01	1.892028214878063719e-01	1.725271976287175435e-01	5.560167946692202889e+01	1.626490104692357264e+01	7.186658051384560508e+01	2.526377267697528239e+01	5.319468433413091502e-01	1.259654580797449519e+00	6.088063131977388132e-01	1.606996960552584675e+00	6.062064479006127549e+00	3.016797026439840823e-01	2.765434572227107313e-01	3.290790871423525221e+00	3.069670043250066982e+00	7.170202216067149692e-01
9.546920799999999474e+01	2.792716400000000121e+01	4.337840856044176974e+01	1.250461899999999904e+00	-5.709686199999999823e-02	1.248617394629394531e+09	1.059330899999999964e+00	9.415448100000000098e-01	3.224122299999999886e+00	2.792213999999999942e+03	1.233963719999999995e+02	2.925253554004554335e-01	1.892028214878063719e-01	1.725271976287175435e-01	6.439866892901204665e+01	1.883824351577551326e+01	8.323691244478756346e+01	2.926086672418306378e+01	1.065582079637732882e+00	1.213003965522156724e+00	6.088063131977388132e-01	1.606996960552584675e+00	6.062064479006127549e+00	3.016797026439840823e-01	2.765434572227107313e-01	3.290790871423525221e+00	3.069670043250066982e+00	4.824717589308816224e-01
9.537495400000000245e+01	5.679305599999999998e+01	6.364628742549795959e+01	1.298228399999999949e+00	-1.245641999999999930e-02	1.248617394629394531e+09	1.740749399999999891e+00	1.163782899999999954e+00	3.870893899999999999e+00	5.898926099999999678e+03	1.521680100000000095e+02	5.954713854960286268e-01	5.013519382736543184e-01	9.125643948636207314e-01	5.039449958015582354e+01	3.000848248637442239e+01	8.040298206653025659e+01	3.362961312613303022e+01	9.639611187304928386e-01	3.684297278863579717e+00	1.216340820080409557e+00	5.245751950602317581e-01	5.662261153649324363e+00	9.730536830850439189e-01	8.967079583090856731e-01	5.329306291492120984e+00	4.708382137961859115e+00	8.925667442792988293e-01
9.507227299999999559e+01	4.097241199999999850e+01	5.340610793252098176e+01	3.484708700000000103e+00	-1.324087000000000014e+00	1.248617394629394531e+09	3.658045099999999827e+00	2.767049000000000092e+00	3.549610599999999838e+00	4.976501400000000103e+03	1.360446849999999870e+02	4.309606860877303602e-01	3.054369023985973319e-01	9.098963101063378689e-01	5.349509033944071490e+01	2.305428083501048420e+01	7.654937117445119554e+01	3.005044981440731178e+01	2.577068126494091782e+00	5.461447411030759369e+00	1.156870462614131290e+00	8.447175819756906623e-02	2.637616833211468226e+00	9.938260388925165278e-01	8.696455137066801122e-02	5.674514865695821086e+00	2.028946391727703968e+00	7.772149256453422250e-01
