luminosity_distance	ra	dec	mass_1	mass_2	a_1	a_2	theta_jn	tilt_1	tilt_2	mass_ratio	total_mass	chirp_mass	mass_1_source	mass_2_source	total_mass_source	chirp_mass_source	chi_eff	chi_p	redshift
4.718217364571155770e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.987615352961856319e+00	9.765829783806270203e-01	2.069995450803336912e-01	2.588465917024294627e-01	3.056044775543607983e+00	1.368107748421794723e+00	7.949571450619051793e-01	4.913339882011709681e-01	2.964198331342483339e+00	1.197963108701564305e+00	1.966815263757448751e+00	9.663631875968853313e-01	2.933178451354334193e+00	1.185426608876560151e+00	8.766376327149495717e-02	2.027620363282598426e-01	1.057551748132681303e-02
2.920547642180720160e+01	3.446159999999999890e+00	-4.080840000000000023e-01	2.081433322206531766e+00	9.384357845216462213e-01	1.940959537217224196e-01	4.187469387190372733e-02	2.116231990346895575e+00	6.463590837460928551e-01	2.915048335095725918e+00	4.508603636300049788e-01	3.019869106728178210e+00	1.198015988037815616e+00	2.067855537422983669e+00	9.323140995368458528e-01	3.000169636959829855e+00	1.190200987153913648e+00	9.411385493746594888e-02	1.169008731146319036e-01	6.566118637314932727e-03
4.757722908314867283e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.612530420645362117e+00	1.179206270269634205e+00	5.289070926498180558e-01	8.795556161174454823e-01	2.886356679423615290e+00	1.588012469393836446e+00	1.546434574687763241e+00	7.312769143280384299e-01	2.791736690914996544e+00	1.197522623627514049e+00	1.595516854688227681e+00	1.166764642254784379e+00	2.762281496943012282e+00	1.184887742523011545e+00	3.790616980091635144e-03	6.151105746710665567e-01	1.066335708528694075e-02
4.509572795398780443e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.474332376157584612e+00	1.285004179513948852e+00	2.072943757152745647e-01	3.210963705206640872e-01	2.780334155960705100e+00	1.000998682760921410e+00	1.902552075238101992e+00	8.715837760159182990e-01	2.759336555671533464e+00	1.197675128415386148e+00	1.459574032313810443e+00	1.272141046458850733e+00	2.731715078772661176e+00	1.185686175555002553e+00	1.104690096457120775e-02	2.594651545870720333e-01	1.011140477772021380e-02
4.326622308650869542e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.721039342416371687e+00	1.110163969331735334e+00	3.306613224172731680e-02	2.338704278986399876e-01	2.738711257037451663e+00	1.469774177955585737e+00	1.252473312877230516e+00	6.450543819486683761e-01	2.831203311748106799e+00	1.197602087353431877e+00	1.704498576085873074e+00	1.099494275529458331e+00	2.803992851615331183e+00	1.186092033053326222e+00	3.072832312965386586e-02	1.347115140548821866e-01	9.704183131957739780e-03
4.419766130132480697e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.885281842169179267e+00	1.022960883817806144e+00	2.749256785257448987e-01	7.676380498831182342e-01	2.881783691028254601e+00	1.757027473449420674e+00	1.145320046623623966e+00	5.426036897702263273e-01	2.908242725986985633e+00	1.197884808215281538e+00	1.866779183545536513e+00	1.012921272978058562e+00	2.879700456523595076e+00	1.186128447345994541e+00	7.845023104361853461e-02	3.485525598162310112e-01	9.911541111413619057e-03
4.575322911575823781e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.726343916590659555e+00	1.106922462379631877e+00	6.048602599441955663e-01	2.065166275670649865e-01	2.932832906027734055e+00	1.615669270637575039e+00	1.049796017888899424e+00	6.411946378365225296e-01	2.833266378970291655e+00	1.197537797856518260e+00	1.708815409012298669e+00	1.095683277311110038e+00	2.804498686323408929e+00	1.185378546062381799e+00	2.362773831489856785e-02	6.042513945306510204e-01	1.025769517638686762e-02
4.443067684110310012e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.898123410298397928e+00	1.016973200331232396e+00	3.778042010016626207e-01	4.522681483438392158e-01	2.680159705938541137e+00	1.448144205670962137e+00	1.299045317119877474e+00	5.357782295996008637e-01	2.915096610629630547e+00	1.197980590808833679e+00	1.879398209340350734e+00	1.006940645313033178e+00	2.886338854653383912e+00	1.186162377522475664e+00	7.244819402229560334e-02	3.749660048863177053e-01	9.963402574816565549e-03
2.597143645819074820e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.437238059877249396e+00	1.317083400294586149e+00	5.404480335208578651e-02	2.995457359768272879e-03	2.091534394122370966e+00	1.652529063626776207e+00	1.679723985083310556e+00	9.163989161315938548e-01	2.754321460171835767e+00	1.197518595866466695e+00	1.428890135469636835e+00	1.309433371415501535e+00	2.738323506885138592e+00	1.190563036454230339e+00	-2.458116848775912175e-03	5.386438768477248146e-02	5.842243710968575247e-03
3.382471657967502665e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.642998640191949633e+00	1.158797380368459251e+00	1.584452568977266218e-01	5.181899001125395143e-01	2.417368959969897091e+00	1.948164002525512029e+00	1.311192066220361108e+00	7.052941810305322079e-01	2.801796020560408884e+00	1.197566179050985058e+00	1.630608184163159224e+00	1.150058463831038713e+00	2.780666647994197938e+00	1.188534892767410200e+00	2.077882868467765751e-02	3.362087363556354735e-01	7.598671556496267021e-03
3.890576666082056079e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.765916870528883020e+00	1.084543079056780712e+00	4.867648468505341719e-01	4.556240444059562189e-01	2.589818971707306794e+00	1.607252969021987221e+00	1.281659543745010232e+00	6.141529633453048920e-01	2.850459949585663733e+00	1.197697792340770784e+00	1.750629318416073721e+00	1.075154183624403181e+00	2.825783502040476680e+00	1.187329315929804396e+00	3.843662733532240278e-02	4.864414063190989346e-01	8.732603728264346638e-03
3.253931605575486685e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.714057279753338436e+00	1.114590286249747875e+00	2.625769942177112043e-02	2.611557886138773377e-01	2.247252067930881392e+00	2.432969094935709897e+00	1.026306389852315260e+00	6.502643169603661288e-01	2.828647566003086311e+00	1.197756628123164857e+00	1.701615909730016529e+00	1.106500107269481337e+00	2.808116016999497866e+00	1.189062791817699694e+00	4.122215468570582936e-02	1.367255681170540527e-01	7.311503114293156982e-03
4.471192689368891848e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.569795626929184840e+00	1.209853209283073605e+00	2.115162018334527938e-01	2.201412480217357706e-02	2.760897763868781052e+00	1.408794274568212490e+00	1.876092443549461697e+00	7.707074656907878518e-01	2.779648836212258445e+00	1.197698459044987951e+00	1.554213089255252589e+00	1.197843631163366007e+00	2.752056720418618596e+00	1.185809534754513450e+00	1.638704933727910124e-02	2.087466809639292320e-01	1.002599822486317620e-02
4.097962550422554528e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.517042661831491612e+00	1.249975136697520917e+00	4.422586881672385117e-01	9.307771957939149632e-02	2.603744111003124306e+00	1.366560863896876477e+00	2.802856685909432155e+00	8.239551649710720183e-01	2.767017798529012751e+00	1.197669832895602804e+00	1.503220741727034238e+00	1.238586494237635671e+00	2.741807235964670131e+00	1.186757749037778753e+00	9.520183920771824876e-03	4.330669308698049669e-01	9.194870534168982437e-03
4.746707616542279595e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.626832863441870947e+00	1.169703747216864764e+00	6.253003080654544188e-02	1.645254474823469315e-01	2.870606535062618203e+00	1.494307984851883653e+00	1.318202384254758996e+00	7.190067114467656451e-01	2.796536610658735711e+00	1.197642472125907798e+00	1.609707403915191293e+00	1.157390426880572143e+00	2.767097830795763436e+00	1.185035044439432639e+00	1.997781329154744295e-02	1.093136856900999571e-01	1.063886485520686848e-02
3.810181554180724106e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.660899840322024978e+00	1.147204595143494155e+00	3.854167596928226303e-02	1.810554645276178654e-01	2.604427702057606542e+00	1.837963520241362669e+00	1.190298488436121849e+00	6.907126891655714918e-01	2.808104435465518911e+00	1.197589395274680779e+00	1.646814119849943525e+00	1.137475409277388216e+00	2.784289529127331519e+00	1.187432907175496100e+00	2.145196910582548508e-02	1.101989090081205852e-01	8.553315339174373186e-03
3.116828647272449615e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.699626960692250499e+00	1.123092104666902014e+00	2.552285641910386205e-01	3.447687554743049665e-01	2.235427288412438429e+00	2.032134783972333825e+00	6.398935825773955921e-01	6.607874143214764739e-01	2.822719065359152513e+00	1.197644322737025702e+00	1.687803780834423284e+00	1.115279496219590660e+00	2.803083277054013944e+00	1.189313103851407316e+00	4.162650462093464565e-02	2.285463293515420380e-01	7.005067764442502593e-03
3.902750796040870540e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.585233886199584941e+00	1.198528278220004184e+00	1.903626973175918669e-01	4.552059414853599217e-01	2.539857198055587517e+00	3.087611519410073502e+00	7.870116013279832012e-01	7.560576951161050996e-01	2.783762164419589347e+00	1.197618659716647604e+00	1.571468218726597810e+00	1.188120639398642764e+00	2.759588858125241018e+00	1.187218919733403100e+00	3.011340738965018193e-02	2.342653517524909135e-01	8.759749200745447009e-03
3.499331155987682962e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.543855355195720147e+00	1.228901217666524825e+00	2.883165349933827781e-01	1.129865686197695090e-01	2.389504247101642775e+00	1.331101486697848557e+00	2.367406382769600803e+00	7.959950480663602335e-01	2.772756572862244973e+00	1.197544887932056934e+00	1.531815839768149612e+00	1.219317823005060086e+00	2.751133662773209920e+00	1.188206020722156753e+00	2.307490425250121290e-03	2.800736998828802782e-01	7.859636331605523996e-03
4.065085662188764815e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.529973212271919625e+00	1.239736389480406986e+00	7.296150772547047025e-02	4.891174577226010123e-01	2.637619411264267466e+00	2.424925858272183099e+00	1.381643636272987585e+00	8.102994088631603198e-01	2.769709601752326833e+00	1.197625565692229221e+00	1.516143546659320718e+00	1.228530219609742957e+00	2.744673766269063897e+00	1.186800042101506802e+00	1.077612486638659071e-02	3.777799929318284011e-01	9.121607016084366804e-03
2.695736572426989852e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.428549436128768502e+00	1.324865478987527601e+00	8.147512539255560848e-02	9.111920502167820957e-02	2.149813207859716968e+00	1.479189158603520626e+00	1.763548257161069222e+00	9.274201126548238250e-01	2.753414915116295880e+00	1.197473476669427495e+00	1.419940326667489705e+00	1.316881217721090680e+00	2.736821544388579941e+00	1.190256939406592496e+00	-4.531812405246578995e-03	8.205321787108910137e-02	6.063007930399468004e-03
3.534653007590979001e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.563788544195786834e+00	1.213922542761690426e+00	5.106620356660721005e-02	2.356628823672378414e-02	2.348632926184119452e+00	1.485049059141104300e+00	1.061378379152776441e+00	7.762702619016672578e-01	2.777711086957477260e+00	1.197523343082529612e+00	1.551472188840619104e+00	1.204361722364460263e+00	2.755833911205079367e+00	1.188091682328742626e+00	7.484643809856003464e-03	5.087858403772081706e-02	7.938495735699593533e-03
4.726490079702934111e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.713542848093088988e+00	1.115005972241235987e+00	4.100219998939884647e-01	5.018682199432913382e-01	3.060525585539372706e+00	1.854050205526103667e+00	8.982447083484799144e-01	6.507021248298908711e-01	2.828548820334324976e+00	1.197817245585355295e+00	1.695580023116137092e+00	1.103317523860785965e+00	2.798897546976923056e+00	1.185260698452163641e+00	5.382699506123318073e-02	3.936830842428317712e-01	1.059391165976325197e-02
3.926241668465960544e+01	3.446159999999999890e+00	-4.080840000000000023e-01	2.084367705637765411e+00	9.370943058549711102e-01	3.160794130686581660e-01	2.421952031314165976e-01	2.424784883899833154e+00	1.114183514444426759e+00	1.675556419991091950e+00	4.495820499043105545e-01	3.021462011492736632e+00	1.197874040177262733e+00	2.066160445158076175e+00	9.289086483653705706e-01	2.995069093523446746e+00	1.187410433102381369e+00	8.828517374729195899e-02	2.836974217190119107e-01	8.812123241617966785e-03
4.400651152851445147e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.690822982737534952e+00	1.128458346812377888e+00	8.450536407068476308e-02	1.809210666739698992e-01	2.773465740998042328e+00	1.111683292458573558e+00	1.553545960905893475e+00	6.674018264084287111e-01	2.819281329549912840e+00	1.197629602884857203e+00	1.674299338527260872e+00	1.117430436487517831e+00	2.791729775014778703e+00	1.185925713325867825e+00	2.370853047309602613e-02	1.140391653317337634e-01	9.868990466667957109e-03
3.197645975262641826e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.404712176659763001e+00	1.347601559571399488e+00	1.134949426309552478e-01	1.391730597630623512e-01	2.297660740120556433e+00	2.522130310698393885e+00	5.571407615019382531e-01	9.593435452206545699e-01	2.752313736231162267e+00	1.197704616927747434e+00	1.394690325759395222e+00	1.337987161598967800e+00	2.732677487358362800e+00	1.189159651423088659e+00	1.067544479405463029e-02	7.018017097418487171e-02	7.185717657366531320e-03
4.672528454283645516e+01	3.446159999999999890e+00	-4.080840000000000023e-01	2.283037850532424695e+00	8.681327481879720365e-01	3.014517534504281837e-01	2.284520120097772722e-01	2.821071389037172583e+00	7.677009872374981336e-01	1.969966123982091810e+00	3.802533313170939344e-01	3.151170598720396843e+00	1.198298918701595550e+00	2.259373371218314386e+00	8.591342510948971611e-01	3.118507622313211769e+00	1.185878134715416143e+00	1.326822486826155223e-01	2.093530923454104409e-01	1.047391264125136119e-02
4.576144779345064251e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.472231468233778262e+00	1.286639852155277763e+00	3.554302159487521956e-02	7.304346473132834749e-03	2.872734707114829256e+00	1.328831480421619471e+00	2.812069264990029738e-01	8.739385619157068463e-01	2.758871320389055803e+00	1.197604911183982379e+00	1.457280464839043166e+00	1.273573593749286248e+00	2.730854058588329192e+00	1.185442832408323488e+00	7.817385425333301177e-03	3.450761964640148421e-02	1.025952365071083720e-02
4.101803568793993549e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.511920608652318254e+00	1.253774397156281362e+00	1.132628024290799895e-01	6.817207202127074650e-01	2.641873671365506215e+00	2.447287041523457773e+00	1.399158901841548008e+00	8.292594134779729398e-01	2.765695005808599838e+00	1.197534884098110153e+00	1.498132651035129159e+00	1.242340603509591856e+00	2.740473254544721016e+00	1.186613966602469761e+00	5.200285483094110525e-03	5.423575456528055838e-01	9.203429087312489654e-03
4.474846375996841630e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.397408682501575683e+00	1.354419035069266863e+00	3.227854442610146590e-02	2.788808451593489113e-01	2.824492915800671522e+00	1.987650070707010497e-01	1.663026510032178829e+00	9.692361669348219522e-01	2.751827717570842324e+00	1.197627179403546238e+00	1.383526200809619411e+00	1.340963631726612260e+00	2.724489832536231226e+00	1.185729416351082754e+00	3.426912173063380307e-03	2.679538845521536317e-01	1.003412995274875069e-02
2.986129470463665925e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.686375216795009679e+00	1.131897913948555878e+00	6.393500086106272962e-01	8.789996386390335203e-01	2.115332518426589647e+00	7.770060885769454195e-01	2.179182272763994455e+00	6.712017009475215179e-01	2.818273130743565780e+00	1.198009512208448868e+00	1.675130378672772258e+00	1.124350359474030503e+00	2.799480738146802761e+00	1.190021122139904408e+00	7.100512111563010709e-02	4.576558573957466569e-01	6.712813680298065043e-03
2.573557165815410741e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.837045676589727838e+00	1.046528352059395983e+00	1.457266917944637780e-02	4.240776160665185590e-01	2.104122050435196734e+00	2.835440221204190259e+00	1.158784285560187310e+00	5.696800930949958985e-01	2.883574028649123822e+00	1.197667737922189612e+00	1.826471466903639485e+00	1.040504435301019104e+00	2.866975902204658588e+00	1.190773848479787622e+00	5.278146866433987977e-02	2.046857755854368521e-01	5.789419587273554081e-03
4.457986669477567432e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.652318830155224516e+00	1.152795744699954827e+00	2.609525937656462236e-01	5.010919325290107418e-01	2.791801549724346909e+00	5.842701782456692916e-01	2.146555664701647270e+00	6.976835969312636943e-01	2.805114574855179121e+00	1.197616054337820257e+00	1.635964734283243072e+00	1.141385760267431992e+00	2.777350494550674842e+00	1.185762453559921381e+00	1.608963138150092467e-02	2.786906340185696385e-01	9.996606607260769342e-03
4.368422630899567594e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.411800187066082124e+00	1.340652582710920138e+00	1.655515928533892178e-01	4.306754927541112665e-01	2.733069954099708099e+00	8.636229152046911439e-01	1.815344384995920546e+00	9.496050467998473632e-01	2.752452769777002040e+00	1.197594286672025277e+00	1.398102628067906972e+00	1.327645311557414498e+00	2.725747939625321248e+00	1.185974994828993712e+00	4.379084057445523266e-03	3.938836672563457708e-01	9.797248587612066364e-03
3.994807243158822274e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.386241131146620287e+00	1.365162217932111899e+00	1.773943869346446545e-01	1.678129310701739763e-01	2.482997527548947314e+00	1.475153558760877948e+00	1.657267999635945843e+00	9.847941943570285295e-01	2.751403349078731964e+00	1.197575691975883094e+00	1.373923936214832775e+00	1.353032315872523705e+00	2.726956252087356258e+00	1.186934849692234950e+00	1.344232600148525820e-03	1.765836441992077732e-01	8.964975867384214828e-03
4.714273905142020027e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.458429864974963186e+00	1.298303695842230265e+00	6.076998040643478288e-02	4.085671158229414734e-01	2.979279587164011200e+00	1.656934827802629240e+00	1.577460837644075964e+00	8.902064658861865709e-01	2.756733560817193229e+00	1.197507237112640732e+00	1.443180142222602047e+00	1.284728294045106578e+00	2.727908436267708403e+00	1.184985789356750585e+00	-4.048282247797220512e-03	3.577147574885201076e-01	1.056674929636686536e-02
4.328585955581646516e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.398325271287841565e+00	1.353263964766276972e+00	4.854764888613252727e-02	7.519124616619461687e-02	2.702471650828773608e+00	1.074563871775184198e+00	1.941943136081011323e+00	9.677748035833868556e-01	2.751589236054118537e+00	1.197506043850405932e+00	1.384880086678672573e+00	1.340252053871995974e+00	2.725132140550668769e+00	1.185991777348352594e+00	-1.665630129299906477e-03	6.749699644798816400e-02	9.708555086104565107e-03
4.388671261424565984e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.506601674307267436e+00	1.258497246742482645e+00	2.692764138140458785e-01	8.703454813673555668e-01	2.667536351338573031e+00	2.113263833254931168e+00	1.308645027954409068e+00	8.353218161138293851e-01	2.765098921049750302e+00	1.197755833623923571e+00	1.491917738355749812e+00	1.246231434695761919e+00	2.738149173051511731e+00	1.186082031419650074e+00	2.691582290876828529e-02	6.844062638716594815e-01	9.842322786309138163e-03
3.908918783665848196e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.404467968146113188e+00	1.347612440303848302e+00	9.611397322171846835e-02	4.634481672824399684e-02	2.588512641710305928e+00	1.416368111415997166e+00	1.805517193853092284e+00	9.595181028462231865e-01	2.752080408449961269e+00	1.197605788151227646e+00	1.392253034713847759e+00	1.335891990550527986e+00	2.728145025264375523e+00	1.187189975678357268e+00	2.266697038934003400e-03	9.497018247649732792e-02	8.773501028694874124e-03
4.415897382337103494e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.494580640115395376e+00	1.267712130892646449e+00	8.235561637932736767e-02	1.972776176598378672e-01	2.843108187533037068e+00	1.650934467503537562e+00	1.534901245750767362e+00	8.482059093143127226e-01	2.762292771008041825e+00	1.197484933028561294e+00	1.479925047245826075e+00	1.255281170416173042e+00	2.735206217661998895e+00	1.185742608007841703e+00	-3.179606032794723828e-04	1.633456985773601988e-01	9.902929136069292537e-03
4.035580331728029790e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.535604034833559561e+00	1.235135842459216260e+00	1.489186125201433404e-02	1.934840912171874316e-01	2.551306537137571606e+00	1.646824517525679488e+00	1.536851162504271340e+00	8.043322461008574065e-01	2.770739877292776043e+00	1.197504710739990985e+00	1.521822634370222804e+00	1.224051017670125141e+00	2.745873652040347945e+00	1.186757609533507729e+00	2.300356627885232885e-03	1.507902669740698864e-01	9.055851944954179319e-03
3.640656751560426585e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.681038615261428726e+00	1.134695970178594138e+00	5.231455480929035895e-01	8.805472026423426524e-01	2.494882298283066735e+00	1.817486804749290474e+00	1.213817955925760916e+00	6.749969690625640117e-01	2.815734585440022641e+00	1.197721866131665980e+00	1.667407391020024221e+00	1.125494935131033936e+00	2.792902326151057935e+00	1.188009766012219748e+00	4.773038622221301153e-02	5.268556683028366994e-01	8.175101246891896406e-03
4.549592730786895345e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.666216613146220826e+00	1.143763110477402201e+00	1.804913321267934689e-01	2.203119679752173488e-01	2.807695205214271628e+00	1.480485606175704794e+00	1.460361514428495378e+00	6.864432280012502385e-01	2.809979723623623027e+00	1.197567192960208748e+00	1.649392069819823670e+00	1.132214016646783339e+00	2.781606086466606786e+00	1.185474814955295164e+00	1.953547325699020801e-02	1.797557862362116343e-01	1.020045120517343133e-02
4.033959991931688904e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.384497898877303346e+00	1.366664028941225739e+00	2.136979991612746321e-01	8.629392637598370941e-02	2.572948518622746761e+00	1.308427764722718933e+00	2.437807389282200976e+00	9.871188898513033605e-01	2.751161927818529307e+00	1.197482590847441353e+00	1.372077523111837172e+00	1.354403641404082759e+00	2.726481164515920153e+00	1.186739935504309340e+00	-4.788988654995002779e-03	2.063849024589492764e-01	9.052240530328867218e-03
4.242698359513968853e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.701961397708346535e+00	1.121629676025761357e+00	4.204744778053442489e-01	1.847455167609120263e-01	2.694661068142694127e+00	1.262766092850651445e+00	2.459788247074234935e+00	6.590218071549748258e-01	2.823591073734108114e+00	1.197620325600389890e+00	1.685916034164052668e+00	1.111055431546342120e+00	2.796971465710394789e+00	1.186329673804075169e+00	1.985998599859732996e-02	4.006838441501082149e-01	9.517296958534399165e-03
4.172590157720924964e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.685457100875995096e+00	1.131811200123215011e+00	4.917388006125228417e-01	1.056699349287806983e-01	2.585637617807969857e+00	1.402240856188945450e+00	2.307924218909470859e+00	6.715158751504090029e-01	2.817268300999209885e+00	1.197648493383095536e+00	1.669825636153699167e+00	1.121314423410339600e+00	2.791140059564038545e+00	1.186541120692150786e+00	2.081776441845996709e-02	4.847699409818100880e-01	9.361135907759561559e-03
4.238417534501781603e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.408565940958008911e+00	1.343703635101236582e+00	1.345970414756497424e-01	6.395958904806063605e-02	2.838356057168694768e+00	1.348098205326235144e+00	2.054048771098832660e+00	9.539515304390666639e-01	2.752269576059245715e+00	1.197595653509516467e+00	1.395299762215200134e+00	1.331048343586455962e+00	2.726348105801656097e+00	1.186316438572470267e+00	7.043849664379419999e-04	1.312731793564377858e-01	9.507762490941248923e-03
3.788401015381640491e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.423568501603068137e+00	1.329514977607506809e+00	9.748336975610742694e-02	8.568414262373906798e-01	2.541717672102420611e+00	4.400886787760523999e-01	1.700241534272408650e+00	9.339311568852159962e-01	2.753083479210574946e+00	1.197509828421567279e+00	1.411563528895454001e+00	1.318303159558309234e+00	2.729866688453763235e+00	1.187411211606772765e+00	-7.809200873390450756e-03	7.858279346721721570e-01	8.504734262302891118e-03
3.640340616878498992e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.416377529972264293e+00	1.336230409444148615e+00	6.909519267406472043e-02	5.818722549697710744e-02	2.458528095688588877e+00	2.229575530240876624e+00	6.577750804937335660e-01	9.434140129788100015e-01	2.752607939416412908e+00	1.197532630558126199e+00	1.404893375557198398e+00	1.325396097241762883e+00	2.730289472798961281e+00	1.187822896143828411e+00	5.888399885772004246e-04	5.463634188423433652e-02	8.174395733420795548e-03
3.732110738422388607e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.703670846051361432e+00	1.120781383369165773e+00	6.857008566919736703e-02	1.013230281663096283e-01	2.505300746623271735e+00	6.885292172307361236e-01	1.578556325818379014e+00	6.578626299597880589e-01	2.824452229420526983e+00	1.197724996407989906e+00	1.689514130620259236e+00	1.111468209324068646e+00	2.800982339944327659e+00	1.187772456586013936e+00	3.162583725900103976e-02	6.283698171210685968e-02	8.379163674650611654e-03
3.949157621195575274e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.731809621862604454e+00	1.103981516004278074e+00	4.957605348411020518e-01	9.549182895415887079e-03	2.779989638418168596e+00	1.483854593463818317e+00	1.284492018010773506e+00	6.374727926600375350e-01	2.835791137866882750e+00	1.197684204556250576e+00	1.716595071052504862e+00	1.094282653810295880e+00	2.810877724862800964e+00	1.187162131601674719e+00	2.733915364127692191e-02	4.938880213171725764e-01	8.863214782954691867e-03
4.491891656497121232e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.750600361411759565e+00	1.093177878189431906e+00	4.980655317467286847e-01	6.838332503036835819e-01	2.922895855155625000e+00	1.767762408352023362e+00	1.154823810388465599e+00	6.244588441121113886e-01	2.843778239601191693e+00	1.197698660127367809e+00	1.733144029637327721e+00	1.082277117427132618e+00	2.815421147064460783e+00	1.185755657236567950e+00	4.622062541160663202e-02	4.884353414905871493e-01	1.007206064581061059e-02
4.389178019885322612e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.632103602224932226e+00	1.166162814805376424e+00	1.675609452199874061e-01	7.704850169437056362e-01	2.857511274120303035e+00	2.045301593915139549e+00	1.361922524521720357e+00	7.145151896090594645e-01	2.798266417030308872e+00	1.197640117907153634e+00	1.616194669433396847e+00	1.154795640675354784e+00	2.770990310108751853e+00	1.185966118708660755e+00	2.192878713500563334e-02	5.135313888762169654e-01	9.843450849341517372e-03
4.732561732191224024e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.604730260992893731e+00	1.184929141625291171e+00	6.204775763120192744e-01	5.637222397780297101e-01	2.912079197058742075e+00	1.460811845713755552e+00	1.676861275065919754e+00	7.383977048529892784e-01	2.789659402618184902e+00	1.197695498356772470e+00	1.587886890803323015e+00	1.172492035735322791e+00	2.760378926538646027e+00	1.185124395820995602e+00	1.382794775253583415e-02	6.167285276172129738e-01	1.060741182959801764e-02
4.514608009646808284e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.413510110255000729e+00	1.338972117458355315e+00	1.954530109508825775e-01	6.805051728488717977e-01	2.909436350685696837e+00	2.352134924049453346e+00	1.355907430969777838e+00	9.472674498357860351e-01	2.752482227713356266e+00	1.197560235099572656e+00	1.399345086869034915e+00	1.325554051878667261e+00	2.724899138747702398e+00	1.185559281860385727e+00	-9.542735005216865457e-05	6.249401101034324224e-01	1.012260915401460085e-02
4.394043814657618441e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.464564548614142758e+00	1.293259309854418282e+00	4.429410777496108897e-01	1.392881994379427217e-02	2.812509615952322406e+00	1.544554335893985719e+00	2.115083554889238826e+00	8.830333296529514486e-01	2.757823858468561262e+00	1.197631398921288115e+00	1.450273147622695324e+00	1.280639526451534893e+00	2.730912674074230218e+00	1.185944764434519794e+00	2.789902054132583319e-03	4.427885725677263018e-01	9.854282288046216018e-03
4.523319132591407765e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.580311434393413927e+00	1.201974579221319672e+00	1.460865379704675560e-01	1.704001660637846083e-01	2.804844960945674259e+00	2.121889683141207072e+00	6.197333245603386942e-01	7.605934837032202189e-01	2.782286013614733378e+00	1.197574181931747361e+00	1.564444845447978016e+00	1.189906555060823656e+00	2.754351400508801451e+00	1.185550338489982147e+00	1.647700790409364555e-02	1.244587955072747609e-01	1.014199317515256799e-02
