luminosity_distance	ra	dec	mass_1	mass_2	a_1	a_2	theta_jn	tilt_1	tilt_2	mass_ratio	total_mass	chirp_mass	mass_1_source	mass_2_source	total_mass_source	chirp_mass_source	chi_eff	chi_p	redshift
4.430309716752201865e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.591726666096460852e+00	1.193616247725648005e+00	6.249091311387590213e-04	2.301408246211982672e-02	2.733072852774758754e+00	2.113108041497456568e+00	6.189263821387508413e-01	7.498876994081301595e-01	2.785342913822108635e+00	1.197468765697237814e+00	1.576068415721870286e+00	1.181874318375489619e+00	2.757942734097359683e+00	1.185688938074557885e+00	7.848576283756146521e-03	9.611708199185074741e-03	9.935006766453560040e-03
4.350708097004420694e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.482239238629886158e+00	1.278073973826314713e+00	1.474240577035291003e-02	1.753790816593373339e-02	2.796545478493849934e+00	2.483363084813290822e+00	5.233946252192647197e-01	8.622588989127744075e-01	2.760313212456201093e+00	1.197547932813345151e+00	1.467915595919772942e+00	1.265723285434672496e+00	2.733638881354445882e+00	1.185975409113521506e+00	7.707829300999639735e-04	9.018184135981337571e-03	9.757810837303775367e-03
4.920373367841170875e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.483327063008807345e+00	1.277276210675895696e+00	1.331179998464056963e-02	3.730952103005723275e-02	2.982330340728081897e+00	1.283206845177461641e+00	1.419482448817195985e+00	8.610887258303273617e-01	2.760603273684703041e+00	1.197601266500245565e+00	1.467151877067422339e+00	1.263347940423559912e+00	2.730499817490982029e+00	1.184541824889312922e+00	4.630881897433067849e-03	3.108957201414473334e-02	1.102488855735668516e-02
3.690557771213789096e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.575173503675225462e+00	1.205544511927391316e+00	1.669260514811570992e-02	2.110278744096630993e-02	2.503628296076872317e+00	9.694145683865121876e-01	1.284572269399922417e+00	7.653407761840783641e-01	2.780718015602616777e+00	1.197500211465193143e+00	1.562228170633116919e+00	1.195636920688982530e+00	2.757865091322099449e+00	1.187658731133507395e+00	7.932901467350737118e-03	1.491628800020668340e-02	8.286454748068047133e-03
3.638936090217052310e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.482788050846639560e+00	1.277460524767590089e+00	2.654741463836941817e-02	4.796986338326265226e-02	2.421736645727260662e+00	1.176495249432897516e+00	1.757697903040742249e+00	8.615260448303370122e-01	2.760248575614229871e+00	1.197474574272624492e+00	1.470770004288650012e+00	1.267106664649898518e+00	2.737876668938548974e+00	1.187769002948793062e+00	1.353347112929836893e-03	3.975358029669205651e-02	8.171261667660969022e-03
4.514606645247525307e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.528724304479182949e+00	1.240480084101319269e+00	7.503685077136178910e-03	3.076567019035354126e-03	2.823663362393861398e+00	8.275129358674329083e-01	8.781198543926932443e-01	8.114478722335320970e-01	2.769204388580502219e+00	1.197513388317174021e+00	1.513404700799666047e+00	1.228049024292114266e+00	2.741453725091780314e+00	1.185512905001652628e+00	3.683272879355239688e-03	5.524592875206852348e-03	1.012260875853107124e-02
4.221265801629697734e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.505918724140758336e+00	1.258659549121653232e+00	2.688001122470366072e-02	1.933932747771918356e-02	2.656040737861541601e+00	8.895415161100549417e-01	2.237357011662326478e+00	8.358084197670193616e-01	2.764578273262411567e+00	1.197567790561140821e+00	1.491792107583350013e+00	1.246852404060151187e+00	2.738644511643501200e+00	1.186333730775867457e+00	3.777197483649255127e-03	2.087993819420489588e-02	9.469561130935878063e-03
3.717950978864354283e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.450353778014615846e+00	1.305454149264370090e+00	2.345805129117037313e-02	7.950439920345452743e-03	2.472635786758175414e+00	1.608209671493951110e+00	1.507688335782111366e+00	9.000935971990238205e-01	2.755807927278985936e+00	1.197544209369977963e+00	1.438347070901613733e+00	1.294646989068512832e+00	2.732994059970126344e+00	1.187630378141531162e+00	-2.242676401122455164e-04	2.344163540444014343e-02	8.347572957809091740e-03
1.903832131855565635e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.616224308160490564e+00	1.176821092728536744e+00	2.622885604228599593e-02	1.467277833252052764e-02	1.951539596002442645e+00	4.385320183410777450e-01	1.552932592943849333e+00	7.281298064796082326e-01	2.793045400889027086e+00	1.197599615381266469e+00	1.609323966676558637e+00	1.171796748419198231e+00	2.781120715095756424e+00	1.192486558817625442e+00	1.385186229086211342e-02	1.113705679968554282e-02	4.287726788896255130e-03
4.287906217617587856e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.492941452850890194e+00	1.269271013622370603e+00	2.259142066702063759e-02	2.823509105506893935e-02	2.684312152883876035e+00	1.616505499642037602e+00	1.098650137852900777e+00	8.501813726175242447e-01	2.762212466473260797e+00	1.197586432344297958e+00	1.478719168004297257e+00	1.257179491969736773e+00	2.735898659974034253e+00	1.186177803200341385e+00	5.342797337039653822e-03	2.256782432649698591e-02	9.617975579357253973e-03
2.320824087441406292e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.507238200522174054e+00	1.257499458244882851e+00	2.188508392287184107e-02	1.053976055470672892e-02	2.084575787878424347e+00	1.841912926503717962e+00	1.158421455825296015e-01	8.343070510084135138e-01	2.764737658767057127e+00	1.197520712964432743e+00	1.499406605962773753e+00	1.250965503683336033e+00	2.750372109646110008e+00	1.191298407361262468e+00	1.566517255610577536e-03	2.108567571824992298e-02	5.223129288783870915e-03
4.366341336537098528e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.532814751879839177e+00	1.237571796055905615e+00	4.337507177740297301e-03	4.643252851983711849e-02	2.839762794140905822e+00	2.446443901699114409e+00	8.269577215726262587e-01	8.073851028235157212e-01	2.770386547935745014e+00	1.197644628266799627e+00	1.517950054313020658e+00	1.225570260682479429e+00	2.743520314995500531e+00	1.186030292503213346e+00	1.220182199096752317e-02	2.675975913048220245e-02	9.792613086697297270e-03
4.385832830698004159e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.536687506093939337e+00	1.234339979420989053e+00	4.895445070218639588e-02	2.363435568141878523e-02	2.611132630813981947e+00	1.615926307571754261e+00	7.901113784715081412e-01	8.032472279016059646e-01	2.771027485514928390e+00	1.197523506094334556e+00	1.521719862726742090e+00	1.222317261378067954e+00	2.744037124104810044e+00	1.185859387858209768e+00	6.184341253376097330e-03	4.890460602693076642e-02	9.836004466930567749e-03
1.834608029240549243e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.654104478994469662e+00	1.151661501245583530e+00	2.952599171156274765e-02	2.304128451149538639e-02	1.932498082944111184e+00	4.076843499617330280e-01	8.596958852978826560e-01	6.962447148112909101e-01	2.805765980240053192e+00	1.197629218753255786e+00	1.647297329822133172e+00	1.146922059611412248e+00	2.794219389433545420e+00	1.192700605809678072e+00	2.215271433354630906e-02	1.170659895528181060e-02	4.132313607933474700e-03
4.252563017516950339e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.420761606411767852e+00	1.332526046541408160e+00	1.714705662343600718e-03	1.776430089931380074e-02	2.732130218302037061e+00	3.222219280338119995e-01	2.187908408619860801e-01	9.378955910181127065e-01	2.753287652953176234e+00	1.197699406049234305e+00	1.407336646020338033e+00	1.319934835380693228e+00	2.727271481401031483e+00	1.186382189273044174e+00	9.231832162629322047e-03	3.583312683855703791e-03	9.539267260177527671e-03
3.644993007144305608e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.734453235002128446e+00	1.102408424680520582e+00	2.805734201951205417e-02	3.949136376328717807e-02	2.462116357947718104e+00	5.399522805144294640e-02	2.582617229261870428e-01	6.355942048095448715e-01	2.836861659682648806e+00	1.197665224024072828e+00	1.720372367116786094e+00	1.093458706653908097e+00	2.813831073770693969e+00	1.187942179637504925e+00	3.196666129564978975e-02	6.015178830748701966e-03	8.184779152748651934e-03
3.289977921822234208e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.389609125833309422e+00	1.361950481881003983e+00	1.412462218820240492e-02	1.478303411647202345e-02	2.283098712037408884e+00	1.486732803125673685e+00	1.261048279959924745e+00	9.800960979327770772e-01	2.751559607714313405e+00	1.197613271474199381e+00	1.379412445856036173e+00	1.351956755623409112e+00	2.731369201479445508e+00	1.188825419524512039e+00	2.829369081097181902e-03	1.407474450663916479e-02	7.392045800301122113e-03
4.120701499884344088e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.427275272239189263e+00	1.326169655547984050e+00	1.594999718051629337e-02	4.973713854566385456e-02	2.587726833284124339e+00	1.945144681987537982e+00	1.496348615703330776e+00	9.291617961456131169e-01	2.753444927787173313e+00	1.197536661914380351e+00	1.414200234996780159e+00	1.314020830459156519e+00	2.728221065455936678e+00	1.186566222813928650e+00	-1.241490018782960471e-03	4.560485986623859234e-02	9.245534627165936936e-03
3.929244449806786577e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.563726170423820561e+00	1.213900118342013057e+00	2.654961292609691464e-02	1.824042393290695868e-02	2.598908168193319934e+00	1.407037308058600278e+00	1.256915585225288012e+00	7.762868853266085001e-01	2.777626288765833618e+00	1.197488722848865761e+00	1.550056502387980650e+00	1.203288534319022052e+00	2.753345036707002702e+00	1.187020602772849154e+00	4.897970521999181481e-03	2.619441706578914258e-02	8.818819194513780393e-03
3.425039145100975446e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.722183882853583148e+00	1.109428877210025366e+00	4.632436628644041876e-02	1.243715476059969668e-02	2.418517951090501494e+00	6.138576901699258626e-01	1.052019585458622952e+00	6.441988502248380266e-01	2.831612760063608292e+00	1.197569204856487657e+00	1.709035005596945211e+00	1.100958385599551725e+00	2.809993391196496937e+00	1.188425761674975822e+00	2.544674825753456479e-02	2.668399947005766978e-02	7.693743670302960122e-03
3.786536521241559683e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.382826012933513704e+00	1.368410440275546591e+00	1.923059696402782195e-02	4.019936905134558619e-02	2.466753766254525804e+00	1.315221118182738680e+00	1.846485736626817920e+00	9.895752809658345805e-01	2.751236453209060073e+00	1.197525495392689932e+00	1.371170275361684565e+00	1.356876210493039636e+00	2.728046485854723979e+00	1.187431642095656992e+00	-2.999171821155827925e-03	3.822084735418963819e-02	8.500576318834376574e-03
4.311011213195690317e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.507152558366084527e+00	1.257677362142382460e+00	2.092387468261850195e-02	1.222839694781195988e-02	2.675112951138372441e+00	1.423658680705545576e+00	7.537872147764914654e-01	8.344724992576995071e-01	2.764829920508466987e+00	1.197573538218319911e+00	1.492718827943303461e+00	1.245632811042872490e+00	2.738351638986175729e+00	1.186104590687992566e+00	5.727827083428589129e-03	2.069778743854533420e-02	9.669423439019796118e-03
3.184779350904672057e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.556560018507150422e+00	1.219284164215342692e+00	4.143584836818292594e-02	8.421020231855478374e-04	2.262061403065040111e+00	1.370817920596004935e+00	1.201993727662658218e+00	7.833197240828022601e-01	2.775844182722493336e+00	1.197521903783242081e+00	1.545498942196319225e+00	1.210619804971483582e+00	2.756118747167803029e+00	1.189012189410427967e+00	4.748981857327483520e-03	4.061006786155305776e-02	7.156961424452532895e-03
3.762120941588862877e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.381685096481266362e+00	1.369558417462570565e+00	2.538838199422003769e-02	3.760235416565559097e-02	2.474827942896960398e+00	6.125443427043788525e-01	2.263836017096525044e+00	9.912232685656241493e-01	2.751243513943836927e+00	1.197534335856029974e+00	1.370112968476322690e+00	1.358087854917250370e+00	2.728200823393573060e+00	1.187504539153341865e+00	-1.526713885567013238e-03	2.863779713074531691e-02	8.446112306938407394e-03
3.906729918549353897e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.382889850528545184e+00	1.368328665188249804e+00	2.944577565827546928e-02	1.123398018480633795e-02	2.456498587498289865e+00	1.464554334201321861e+00	2.334285312000849544e+00	9.894704662596734979e-01	2.751218515716795210e+00	1.197517286978837303e+00	1.370869219209736922e+00	1.356434605512492952e+00	2.727303824722230097e+00	1.187107988075406739e+00	-2.293779509885324631e-03	2.927974936326436725e-02	8.768620048043405599e-03
3.596520568937106077e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.440598570694430203e+00	1.314003932619720150e+00	2.591926086486101913e-02	5.869685024455116237e-03	2.397045568213309163e+00	1.684812884490511919e+00	2.778986299597197895e+00	9.121235848417605929e-01	2.754602503314150574e+00	1.197490286136038584e+00	1.429056654894017342e+00	1.303476279003905836e+00	2.732532933897923400e+00	1.187896126919476103e+00	-4.160071616931421308e-03	2.575097100902197164e-02	8.076597775802536391e-03
4.437282137318084807e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.464700778991084196e+00	1.293008956241613605e+00	2.104586973497900304e-02	1.757290356176186355e-02	2.738892043112596486e+00	1.439146519837008142e+00	1.426556418445881214e+00	8.827802748437565405e-01	2.757709735232698023e+00	1.197569031711273935e+00	1.450269831738385307e+00	1.280269600659620366e+00	2.730539432398006117e+00	1.185769996866767872e+00	2.651681092982874355e-03	2.086375294329566310e-02	9.950525713825821364e-03
2.147537906415674414e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.388927570083038798e+00	1.362274781482948338e+00	2.183419556228431702e-02	2.806053993994368778e-02	1.816050362335885016e+00	1.981149346572136150e+00	1.620828092041836754e+00	9.808105266435909186e-01	2.751202351565987136e+00	1.197462943321196294e+00	1.382245006605847593e+00	1.355720452879555227e+00	2.737965459485403041e+00	1.191701575844093419e+00	-5.092251841036364579e-03	2.741165565819120645e-02	4.834572340832917967e-03
3.062268764488426953e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.437016780719022391e+00	1.317200911437641508e+00	4.337559639537379857e-02	3.095188581237857950e-02	2.250384086136107520e+00	2.445612849623785223e+00	5.900862417735500687e-01	9.166218022719052616e-01	2.754217692156664121e+00	1.197481091578480372e+00	1.427193290228852218e+00	1.308196485879940862e+00	2.735389776108793303e+00	1.189295074356472748e+00	-5.068373213728634766e-03	2.780972898492814135e-02	6.883083431954075716e-03
3.651329450638039731e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.649020990847371859e+00	1.154872935019100044e+00	4.336671517259297476e-02	2.205047037249102670e-02	2.475778694782131417e+00	9.592099748765356981e-01	1.390773670292008157e+00	7.003385289993506735e-01	2.803893925866471903e+00	1.197578295892762767e+00	1.635610748402261949e+00	1.145481225551567173e+00	2.781091973953829122e+00	1.187839295974592702e+00	1.627017023086846023e-02	3.550598707947098115e-02	8.198920469439012135e-03
3.777637552613867911e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.541328517878187698e+00	1.230915524920593196e+00	1.206786551325265446e-03	2.647991689254720893e-02	2.434690416351184439e+00	1.792603791860844842e+00	6.457435718196643526e-01	7.986068580727274657e-01	2.772244042798781116e+00	1.197588966320138448e+00	1.528366858357380176e+00	1.220564254735272636e+00	2.748931113092652812e+00	1.187517952744988170e+00	9.242516965994767783e-03	1.232540768495852569e-02	8.480725324506379822e-03
3.664749997640925017e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.519808495896401546e+00	1.247517467615658182e+00	2.362979262494476276e-02	1.351759959016572178e-02	2.504609544000103938e+00	1.022460782235645516e+00	2.525733101144329584e+00	8.208385931412083281e-01	2.767325963512059950e+00	1.197537821177218298e+00	1.507404266335479859e+00	1.237335597273870658e+00	2.744739863609350738e+00	1.187763869997265909e+00	1.790505290669206764e-03	2.016550742339864519e-02	8.228867224236121811e-03
3.038654119069876458e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.478107018389766214e+00	1.281528983807610933e+00	9.679470504964161545e-03	1.094246483886899581e-02	2.210706734092036108e+00	1.544464046835635429e+00	1.145990829167916836e+00	8.670068999494331408e-01	2.759636002197376925e+00	1.197540546629789260e+00	1.468079625877736660e+00	1.272835165311180017e+00	2.740914791188916677e+00	1.189416500832882750e+00	2.230810454679623550e-03	9.676114879835604962e-03	6.830278368609792386e-03
3.666169907676430739e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.400628175742006043e+00	1.351143723021752230e+00	6.190843146720069815e-03	1.344845958407253281e-02	2.433341573163570359e+00	1.591189283641790908e+00	1.780905052211901207e+00	9.646698148892809410e-01	2.751771898763758273e+00	1.197545870961693959e+00	1.389192295291535650e+00	1.340111874344500853e+00	2.729304169636036281e+00	1.187768121483666173e+00	-1.441482924024319306e-03	1.262299374664537996e-02	8.232035614673911122e-03
4.152606453296751710e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.443687328331147990e+00	1.311410088478850433e+00	4.455129995502701140e-02	3.948698851712171415e-02	2.759475473193071515e+00	7.133361382894253255e-01	2.724162818485351689e+00	9.083754236416237138e-01	2.755097416809998201e+00	1.197566412286546367e+00	1.430361200289191226e+00	1.299304961273235470e+00	2.729666161562426474e+00	1.186512132709731659e+00	4.715313274992076259e-04	2.915259483243712313e-02	9.316617396544605439e-03
4.700480519432307602e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.470780647671213970e+00	1.287856825567381236e+00	3.609124360268545911e-02	3.992630689637890681e-03	2.813868379848226020e+00	1.380055763217894471e+00	2.245145159549460256e+00	8.756280738440036515e-01	2.758637473238595206e+00	1.197596086815635452e+00	1.455445959444989112e+00	1.274429342052853631e+00	2.729875301497842521e+00	1.185109681965705652e+00	2.484232879106299322e-03	3.543669655601756202e-02	1.053607530167088337e-02
3.534775895045097371e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.488396891913437825e+00	1.272787250338128784e+00	3.249017755428585535e-02	3.497200032811924320e-02	2.399505544826601611e+00	5.823133821861607995e-01	2.791553246088817719e+00	8.551396856935600255e-01	2.761184142251566609e+00	1.197472830106244057e+00	1.476673917731350372e+00	1.262762469880664762e+00	2.739436387612015356e+00	1.188041244252124207e+00	-5.157931020211692493e-04	1.786821768070867220e-02	7.938769718434386669e-03
3.784584450414324408e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.397959164266910470e+00	1.353570683514887962e+00	1.144183858612958689e-02	3.681451322981568741e-02	2.425528359533467793e+00	1.091691240246326577e+00	1.897289579682860161e+00	9.682476556636046006e-01	2.751529847781798210e+00	1.197485902504063837e+00	1.386181855737457225e+00	1.342167332141217750e+00	2.728349187878674531e+00	1.187397509871467305e+00	-3.128596542013635344e-03	3.360725162580580072e-02	8.496221820179474665e-03
3.703117035674078039e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.642700606042810207e+00	1.159077823663521523e+00	4.370286653152131995e-02	1.518797998448452764e-02	2.475553930619550425e+00	3.937887168573149799e-01	2.842627153727467881e+00	7.055928629963109655e-01	2.801778429706331508e+00	1.197611205734566697e+00	1.629155033034615396e+00	1.149520164023743796e+00	2.778675197058359192e+00	1.187735803020868008e+00	1.765765675261878401e-02	1.676834834086071702e-02	8.314477587172020012e-03
3.736337704981688290e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.444405131394618458e+00	1.310625854245091260e+00	1.456587212926288566e-02	4.274435794214209716e-02	2.541943728676975045e+00	1.714487993975920332e+00	1.624589888294505347e+00	9.073810565735396239e-01	2.755030985639709940e+00	1.197499538087700710e+00	1.432389397161556888e+00	1.299723004621188949e+00	2.732112401782746058e+00	1.187537764980468147e+00	-2.186872531090439283e-03	3.819569684713461366e-02	8.388594789148879141e-03
3.461954744003769946e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.456746891065967997e+00	1.300008771216731418e+00	5.699473607226154814e-03	2.735800185140888074e-02	2.338539604635539781e+00	1.566113998695308540e+00	1.110214828823723465e+00	8.924053857190358263e-01	2.756755662282699415e+00	1.197618716000939276e+00	1.445506372467343592e+00	1.289977671881043841e+00	2.735484044348387656e+00	1.188377676576843678e+00	5.748316581861602145e-03	2.151789159878157026e-02	7.776180591606797129e-03
3.066976131845850517e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.583583413486214786e+00	1.199623695107309151e+00	1.195017920591795631e-02	3.249519995789980353e-02	2.294663259941858158e+00	1.412788777026597442e+00	5.561650563458637730e-01	7.575374210736212088e-01	2.783207108593523937e+00	1.197574342373938894e+00	1.572741547347219271e+00	1.191410575792749116e+00	2.764152123139968165e+00	1.189375253774665131e+00	1.296511478439532974e-02	1.249343514282078710e-02	6.893609542701346730e-03
3.824552791862033985e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.545015916473921003e+00	1.228224827879533354e+00	1.687471277055034927e-02	1.621549194583049233e-02	2.499848664319481273e+00	7.098384316897300428e-01	8.912045719719142722e-01	7.949593365242623166e-01	2.773240744353454357e+00	1.197647420765503012e+00	1.531864298337827002e+00	1.217769826251843490e+00	2.749634124589670492e+00	1.187452702787753500e+00	1.164392849648650252e-02	1.099743990447717146e-02	8.585367614066469547e-03
3.816165328489189790e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.464029664720968293e+00	1.293717378552687203e+00	1.602985562632685754e-02	1.900216716085770252e-02	2.440026224466600002e+00	1.646406441090794814e+00	3.038287011975928653e-01	8.836688283903446628e-01	2.757747043273655496e+00	1.197630058996580482e+00	1.451594348599815953e+00	1.282728677325244870e+00	2.734323025925061046e+00	1.187457513495150829e+00	7.863202103008212762e-03	1.598405699564654434e-02	8.566660605387020275e-03
4.426427148376959053e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.382117107001330059e+00	1.369125996533870016e+00	2.813372063743006454e-02	1.269599122269187905e-02	2.710340213512875351e+00	1.440593137031261683e+00	2.128963286918828413e+00	9.906005718316838182e-01	2.751243103535200074e+00	1.197532096099808818e+00	1.368532553234808269e+00	1.355669129804675244e+00	2.724201683039483513e+00	1.185761791641383622e+00	-1.511224235020093044e-03	2.789558368512494446e-02	9.926365094065145792e-03
4.183571433961093078e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.426752658988286848e+00	1.326667945381102554e+00	1.382775221280742664e-02	2.931320393279656517e-02	2.669560030104427995e+00	7.367453993335767448e-01	2.124368660400621334e+00	9.298513915662476315e-01	2.753420604369389402e+00	1.197545558406214017e+00	1.413486242800050530e+00	1.314332149827374119e+00	2.727818392627424426e+00	1.186410385338825924e+00	-2.118356941333986512e-03	2.294659730852985358e-02	9.385599793285579265e-03
3.650409287405396697e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.511309754850000298e+00	1.254021983346283342e+00	2.150423281989958559e-03	7.873559642397049210e-03	2.346923184955654662e+00	1.336125470827704831e+00	2.611993358991890446e+00	8.297584127422951150e-01	2.765331738196283418e+00	1.197417865696411621e+00	1.499022467204551567e+00	1.243826503052687826e+00	2.742848970257238950e+00	1.187682589588787030e+00	-2.808103172661612600e-03	3.213881907875274554e-03	8.196866901109633660e-03
2.822350598714519876e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.395249274365404801e+00	1.356452798321494457e+00	8.401938833126202863e-03	1.160515558551538165e-02	2.189722256564167857e+00	3.355698285416984505e-02	2.029740398946728419e+00	9.721938747744155451e-01	2.751702072686899037e+00	1.197605033047216327e+00	1.386450295846138214e+00	1.347898485300791815e+00	2.734348781146930030e+00	1.190052475125162657e+00	1.723491452671248097e-03	1.007429655011262207e-02	6.346407473552099533e-03
4.293115345438148722e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.419026364677934415e+00	1.333945506195068464e+00	1.629324730391605407e-04	2.795450455349933819e-02	2.748477878299015575e+00	1.180609900563272863e+00	1.281948302746452661e+00	9.400427922971141825e-01	2.752971870873002658e+00	1.197613759158361768e+00	1.405492071728869030e+00	1.321222691659461823e+00	2.726714763388330631e+00	1.186191240268122948e+00	3.890293444693675943e-03	2.496833598439256521e-02	9.629576161477186591e-03
4.149111965036502880e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.440394189551737147e+00	1.314220585886396675e+00	7.202899164783660262e-03	2.236002378010004329e-02	2.593526639839333292e+00	1.185461227786647642e+00	1.936386127383117106e+00	9.124034208270398461e-01	2.754614775438133822e+00	1.197505733251821081e+00	1.427109466522835879e+00	1.302099559150087460e+00	2.729209025672923339e+00	1.186461164961301495e+00	-2.398102380701896269e-03	1.880537217532531752e-02	9.308832532146069788e-03
4.551952452464484367e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.442925547302225997e+00	1.312081990309880375e+00	2.824602290573291485e-02	8.441187571464324815e-03	2.998258280771970430e+00	1.588836477158822813e+00	1.259982456472855006e+00	9.093206456584138619e-01	2.755007537612106372e+00	1.197563028844599309e+00	1.428348252309346478e+00	1.298826555015001993e+00	2.727174807324348471e+00	1.185464532441459884e+00	9.626284103540502053e-04	2.824142673832215344e-02	1.020570086413516604e-02
4.210464866286493191e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.617065326911450551e+00	1.176190024436014392e+00	2.307544805466392110e-02	4.752166628738505039e-02	2.601301499400114903e+00	1.102197367330763234e+00	1.207673792020339532e+00	7.273608585019285533e-01	2.793255351347465165e+00	1.197569994783981961e+00	1.601934251341390558e+00	1.165184272319317982e+00	2.767118523660708540e+00	1.186364187702506401e+00	1.314095585040878610e-02	3.088648448359805621e-02	9.445503495158972043e-03
4.170682883508236216e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.766306553979932081e+00	1.084170290027672845e+00	4.511272850434881049e-02	3.502087093105767795e-02	2.559130332153217946e+00	4.522758935211489417e-01	9.802700797453398618e-01	6.138064129268868685e-01	2.850476844007604704e+00	1.197607882878651608e+00	1.749932631636658575e+00	1.074119871488604883e+00	2.824052503125263236e+00	1.186505881118106842e+00	3.256017304119064593e-02	1.971488164478047214e-02	9.356887257973749497e-03
3.053826302494500311e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.473906109212815618e+00	1.285151949760074741e+00	1.774067620814322524e-03	2.537220966747008241e-02	2.174130614333505296e+00	9.615987194114410386e-01	1.376394794010370903e+00	8.719361034784293141e-01	2.759058058972890137e+00	1.197574144771314852e+00	1.463857888406307151e+00	1.276390543263156818e+00	2.740248431669463525e+00	1.189409791992253052e+00	2.825328988234042989e-03	2.128605283789572478e-02	6.864205115872277010e-03
4.428439182137295660e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.393593846613740972e+00	1.358032544191814184e+00	2.927158727878394900e-02	2.101725652538852240e-02	2.757469080155506180e+00	1.465398992998699468e+00	1.410666934933783034e+00	9.744823052223312576e-01	2.751626390805554934e+00	1.197594920642715888e+00	1.379890371423269757e+00	1.344678750098646791e+00	2.724569121521916326e+00	1.185818740428416840e+00	3.213521853265171192e-03	2.910915458143498516e-02	9.930843401955904287e-03
4.512663518235049054e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.436650149988722092e+00	1.317738022069580905e+00	1.815779931507471509e-02	4.738023241713414102e-02	2.933047307113953561e+00	9.212098591885743426e-01	1.738588529266542171e+00	9.172295858389221124e-01	2.754388172058303219e+00	1.197575853800231238e+00	1.422259325326799662e+00	1.304538331925045203e+00	2.726797657251844864e+00	1.185579819740354868e+00	1.942927130291875054e-03	4.232292853385725973e-02	1.011828462338663741e-02
2.519540574582303094e+01	3.446159999999999890e+00	-4.080840000000000023e-01	1.539411062428043708e+00	1.232189905086394033e+00	1.274491131332060670e-02	4.748060299312976962e-02	2.127210368135899365e+00	1.671274752720114609e+00	1.386032422679478682e+00	8.004294208090959595e-01	2.771600967514437741e+00	1.197493621750595594e+00	1.530734207424824689e+00	1.225244695061723066e+00	2.755978902486547533e+00	1.190743976527947279e+00	3.167916223300903163e-03	3.619331849542897772e-02	5.668426929464329134e-03
