mass_1	mass_2	chirp_mass	ra	dec	geocent_time	phase	iota	psi	luminosity_distance	total_mass	mass_ratio	chi_eff	chi_p	tilt_1	tilt_2	phi_12	theta_jn	phi_jl	mass_1_source	mass_2_source	total_mass_source	chirp_mass_source	a_1	a_2	phi_1	phi_2	redshift
9.745849599999999668e+01	4.585149799999999942e+01	5.739164127350085920e+01	2.428482499999999877e+00	7.515928299999999895e-01	1.265273710183105230e+09	3.697858562663794313e+00	2.583189842547185311e+00	2.625777456702345525e+00	7.567121900000000096e+03	1.433099939999999890e+02	4.704720458645287873e-01	2.321916294551072957e-01	9.362628120570567480e-01	1.213143203278046478e+00	2.789859148724702198e+00	1.233117104859782209e+00	2.830670874721347818e+00	3.078128005526594269e+00	4.657981649208456787e+01	2.191450156102535018e+01	6.849431805310992161e+01	2.743005718761776279e+01	9.995108707908247903e-01	1.918701896287163325e-02	1.627200021275148956e+00	2.860317126134930277e+00	1.092290252293316222e+00
9.587125399999999331e+01	2.508641099999999824e+01	4.094015530590284158e+01	2.864358100000000018e+00	1.238213199999999903e+00	1.265273710183105230e+09	1.457599400473577278e+00	8.681178985922221036e-01	2.168080007332800374e+00	2.588351000000000113e+03	1.209576650000000058e+02	2.616677048993225618e-01	2.051843402067131741e-02	8.405763233381822186e-01	1.560328794337708436e+00	9.017126898307962213e-01	6.221682899296121505e+00	1.136380696593324302e+00	5.807105313118409162e-01	6.599308270841287083e+01	1.726825849154156955e+01	8.326134119995445815e+01	2.818120075072465980e+01	8.406223760933310141e-01	1.052861798575971258e-01	1.795430606424947229e+00	1.733928198541484278e+00	4.527470162835448564e-01
9.466683999999999344e+01	3.475480699999999956e+01	4.874457324531049807e+01	2.346277399999999957e+00	5.501122099999999904e-01	1.265273710183105230e+09	2.702007746358336959e-01	1.027725634805676691e+00	2.193152627087029405e+00	3.852413699999999608e+03	1.294216470000000072e+02	3.671275707523353193e-01	-4.149543417343786594e-02	7.386932427130482592e-01	1.448406827657106710e+00	2.375243784653445100e+00	5.494876452321517668e+00	8.397316645864586482e-01	6.133861518475918650e+00	5.807188086447823849e+01	2.131978855079492163e+01	7.939166941527317078e+01	2.990159014805506388e+01	7.442604976064949307e-01	5.580118149218433743e-01	2.383325246078246806e+00	1.595016391220179131e+00	6.301665899357218326e-01
9.301390800000000070e+01	4.971797899999999970e+01	5.863171713889828141e+01	2.305650400000000211e+00	6.651751999999999665e-01	1.265273710183105230e+09	5.746234062614761662e+00	1.992444042985237918e+00	1.064068921931816014e+00	5.194039600000000064e+03	1.427318870000000004e+02	5.345219878300349059e-01	-3.045584728361729922e-03	7.894968665543623532e-01	1.577825601687106838e+00	1.550835983407876872e+00	5.076118203581941657e+00	2.355523269594241409e+00	2.173362510567751205e+00	5.153701759012061956e+01	2.754766908910275447e+01	7.908468667922338113e+01	3.248658079742630633e+01	7.895163717545186088e-01	8.212610814806899084e-02	5.731881286021525135e+00	4.524814182423879672e+00	8.047980335173738897e-01
9.235954300000000217e+01	4.313221699999999714e+01	5.417358260316039065e+01	2.103083600000000164e+00	1.351116900000000065e+00	1.265273710183105230e+09	1.913214607536862344e+00	9.201712978452362968e-02	1.208671377446228323e+00	4.600854599999999664e+03	1.354917600000000277e+02	4.670033609845816724e-01	5.992139813759209815e-03	8.535367870990822059e-01	1.295529654790327445e+00	2.289957116821423888e+00	6.190535674808641531e+00	4.352253044764966550e-01	1.671215281473521275e+00	5.341896349364488117e+01	2.494683549184482985e+01	7.836579898548973233e+01	3.133294662792106067e+01	8.869271559663061133e-01	7.550364250051501136e-01	5.474518753837880780e+00	5.381869121466936967e+00	7.289654639403062575e-01
9.225902600000000575e+01	1.910252799999999951e+01	3.453923940290501093e+01	2.457893900000000187e+00	9.475162299999999593e-01	1.265273710183105230e+09	4.786149780128059916e+00	2.711098754049740656e+00	7.388559500909398503e-01	1.720874200000000201e+03	1.113615539999999982e+02	2.070532155845651312e-01	-1.899712351720727888e-01	9.367553534159236417e-01	1.761940386151725324e+00	3.074041348448474764e+00	4.546618305186009401e+00	1.686378443100316371e+00	4.839712794160008436e+00	6.990448698611308487e+01	1.447394881426409974e+01	8.437843580037718993e+01	2.617031542638026309e+01	9.541324654487521872e-01	2.325343018768950276e-01	3.375587489912895034e+00	1.639020487919319535e+00	3.197868974895383687e-01
9.225902600000000575e+01	1.910252799999999951e+01	3.453923940290501093e+01	2.388999000000000095e+00	8.970823799999998460e-01	1.265273710183105230e+09	4.816687854186440632e+00	2.565386013409698851e+00	8.166490394689855936e-01	1.636296999999999798e+03	1.113615539999999982e+02	2.070532155845651312e-01	-1.899712351720727888e-01	9.367553534159236417e-01	1.761940386151725324e+00	3.074041348448474764e+00	4.546618305186009401e+00	1.550282673236326403e+00	4.893880175533817933e+00	7.063454995297726668e+01	1.462511069913253614e+01	8.525966065210980105e+01	2.644363090222017476e+01	9.541324654487521872e-01	2.325343018768950276e-01	3.375587489912895034e+00	1.639020487919319535e+00	3.061458742416926504e-01
9.024335499999999399e+01	3.622113399999999928e+01	4.877897236894093425e+01	2.476047400000000120e+00	6.927510799999999636e-01	1.265273710183105230e+09	3.735819921958128731e+00	9.330760100290308445e-01	3.478582278878948886e-01	2.527188299999999799e+03	1.264644890000000004e+02	4.013717575105669177e-01	-1.590057055067448655e-01	2.536736156347931814e-01	2.395501203608727536e+00	1.348635738053777011e+00	1.876631807644905114e+00	9.996997769611299933e-01	2.751474065065014241e+00	6.250709170161610473e+01	2.508858125315182619e+01	8.759567295476793447e+01	3.378677243300617050e+01	3.737233909488359429e-01	5.836533916760996421e-01	1.926302057961709835e+00	3.802933865606616060e+00	4.437298639774465148e-01
9.019539600000000235e+01	5.643706499999999693e+01	6.177364802527984722e+01	2.902837100000000170e+00	1.182319700000000084e+00	1.265273710183105230e+09	4.093171575614504842e-01	3.099568203279309486e+00	2.056658051600410708e-01	9.516427200000000084e+03	1.466324610000000064e+02	6.257200201216478463e-01	1.614186502452860661e-01	7.800044324935285767e-01	1.165556650006785988e+00	1.947017708834304806e+00	3.816774079498329808e+00	2.870273365824041356e+00	4.564804184194398040e+00	3.895975543183053702e+01	2.437789895273948204e+01	6.333765438457001551e+01	2.668302735980985219e+01	8.487461358725735261e-01	3.140012707808254588e-01	5.623145606197347490e+00	3.156734378516091954e+00	1.315091432178483455e+00
9.005253600000000347e+01	3.100397900000000107e+01	4.476621699991264336e+01	2.792276600000000109e+00	1.318346100000000076e+00	1.265273710183105230e+09	3.734383345976215018e+00	8.726317208834450945e-01	2.805764061572048718e+00	3.195820699999999761e+03	1.210565150000000045e+02	3.442876833585230556e-01	2.408174578348460937e-01	8.550636314728722320e-01	1.307593495205104706e+00	1.090271069568831130e+00	3.249123735137735558e+00	8.106560707743426519e-01	3.034836048667875819e+00	5.847744137447617163e+01	2.013306281955225074e+01	7.861050419402842238e+01	2.906985129402097101e+01	8.855608990336726327e-01	5.864306193152590829e-01	2.903185547570460656e+00	6.152309282708196214e+00	5.399534227792924801e-01
8.969142899999999941e+01	3.452783200000000363e+01	4.739301780061684610e+01	2.783384700000000045e+00	1.379673499999999997e+00	1.265273710183105230e+09	2.280219077319612098e-01	6.606640394576137609e-01	1.114574537199760407e+00	4.320478099999999358e+03	1.242192610000000030e+02	3.849624471921391233e-01	-5.317110065105681155e-02	9.138992827396099639e-01	1.425624319106478355e+00	2.506037588486324630e+00	2.233972704767911210e+00	6.302688362445514336e-01	3.447467340910774225e-01	5.299666027591359807e+01	2.040172403282613089e+01	7.339838430873973607e+01	2.800347471138649169e+01	9.236147517463856316e-01	6.689976714314914696e-01	2.418835056540658002e+00	4.652807761308568324e+00	6.923977573878133951e-01
