#Frequency	Median Mag	Phase (Rad)	-1 Sigma Mag	-1 Sigma Phase	+1 Sigma Mag	+1 Sigma Phase
5.000000000000000000e+00	1.081757599999999986e+00	-7.280461400000000360e-02	7.853900499999999507e-01	-3.523219799999999791e-01	1.389249900000000038e+00	1.784848699999999899e-01
5.279491000000000156e+00	1.092336999999999891e+00	-7.195157400000000425e-02	8.214830499999999924e-01	-3.296206500000000150e-01	1.366630599999999918e+00	1.598116699999999890e-01
5.574605000000000032e+00	1.100229899999999983e+00	-7.189613799999999832e-02	8.561903899999999679e-01	-3.050106699999999837e-01	1.342894100000000090e+00	1.415918999999999928e-01
5.886215299999999928e+00	1.105981600000000009e+00	-7.185491700000000426e-02	8.892961000000000338e-01	-2.812000499999999792e-01	1.323670399999999914e+00	1.244687899999999958e-01
6.215244099999999605e+00	1.108666799999999952e+00	-7.123512999999999373e-02	9.162284800000000118e-01	-2.603587299999999827e-01	1.304181899999999894e+00	1.051818199999999953e-01
6.562665100000000251e+00	1.108278799999999897e+00	-6.817759700000000644e-02	9.362704600000000266e-01	-2.405364200000000008e-01	1.282108800000000048e+00	8.973793300000000583e-02
6.929506199999999616e+00	1.105473799999999951e+00	-6.615632700000000088e-02	9.521958700000000553e-01	-2.181780899999999912e-01	1.262001300000000104e+00	7.495926999999999452e-02
7.316853100000000332e+00	1.099673799999999924e+00	-6.242746200000000301e-02	9.613710300000000153e-01	-1.971172399999999991e-01	1.240818299999999930e+00	6.133605699999999938e-02
7.725851999999999720e+00	1.090735100000000068e+00	-5.779950100000000313e-02	9.651474100000000389e-01	-1.746739200000000103e-01	1.219190400000000007e+00	5.083782099999999832e-02
8.157713100000000495e+00	1.081034899999999910e+00	-5.339834599999999931e-02	9.660882299999999923e-01	-1.556355399999999889e-01	1.197308400000000050e+00	4.144622099999999837e-02
8.613714599999999777e+00	1.069842399999999971e+00	-4.707059100000000190e-02	9.649926100000000284e-01	-1.362165100000000129e-01	1.175950199999999946e+00	3.552215699999999865e-02
9.095205699999999283e+00	1.058481999999999923e+00	-4.018855600000000028e-02	9.625000099999999614e-01	-1.170938700000000027e-01	1.155801700000000043e+00	3.153379800000000177e-02
9.603611199999999570e+00	1.047578399999999910e+00	-3.383198899999999981e-02	9.601984900000000156e-01	-9.900815100000000257e-02	1.136239400000000010e+00	2.756120800000000023e-02
1.014043599999999934e+01	1.037170900000000007e+00	-2.715442100000000150e-02	9.578710799999999859e-01	-8.154456200000000099e-02	1.118228400000000011e+00	2.479742999999999878e-02
1.070726799999999912e+01	1.027848400000000106e+00	-2.131048799999999896e-02	9.567418199999999651e-01	-6.629281400000000546e-02	1.099491699999999961e+00	2.195078500000000044e-02
