#Frequency	Median Mag	Phase (Rad)	-1 Sigma Mag	-1 Sigma Phase	+1 Sigma Mag	+1 Sigma Phase
5.000000000000000000e+00	1.154610399999999926e+00	4.196403499999999676e-02	9.699510099999999468e-01	-2.370000700000000071e-01	1.361961800000000000e+00	3.157111400000000012e-01
5.279491000000000156e+00	1.152886000000000077e+00	2.746214099999999894e-02	9.828566699999999878e-01	-2.028405799999999926e-01	1.339955500000000077e+00	2.517473100000000019e-01
5.574605000000000032e+00	1.147868300000000064e+00	1.373746500000000079e-02	9.958219900000000457e-01	-1.704108099999999959e-01	1.312404899999999985e+00	1.907533200000000040e-01
5.886215299999999928e+00	1.140841900000000075e+00	4.348229599999999776e-04	1.007569799999999960e+00	-1.407416300000000065e-01	1.280385300000000059e+00	1.368494299999999941e-01
6.215244099999999605e+00	1.131905200000000056e+00	-9.811838099999999410e-03	1.019110600000000089e+00	-1.128935499999999953e-01	1.246170500000000070e+00	9.144997300000000384e-02
6.562665100000000251e+00	1.121432800000000007e+00	-1.701102000000000170e-02	1.028611100000000000e+00	-9.040323299999999951e-02	1.213002099999999972e+00	5.417124400000000034e-02
6.929506199999999616e+00	1.109442100000000098e+00	-2.327986199999999839e-02	1.033794700000000066e+00	-7.463402099999999484e-02	1.184414000000000078e+00	2.734256200000000081e-02
7.316853100000000332e+00	1.097648399999999969e+00	-2.839514200000000169e-02	1.032918900000000084e+00	-6.523184199999999822e-02	1.159186999999999967e+00	9.363643600000000691e-03
7.725851999999999720e+00	1.084188200000000046e+00	-3.172734599999999655e-02	1.027904900000000010e+00	-6.165243100000000059e-02	1.140254399999999890e+00	-2.222050399999999856e-03
8.157713100000000495e+00	1.071701100000000073e+00	-3.462564199999999814e-02	1.018223799999999901e+00	-6.130712099999999914e-02	1.125492299999999890e+00	-7.982473699999999284e-03
8.613714599999999777e+00	1.060447200000000034e+00	-3.683716699999999705e-02	1.008817499999999923e+00	-6.327100900000000305e-02	1.113756399999999980e+00	-1.046744200000000041e-02
9.095205699999999283e+00	1.050086300000000028e+00	-3.818805299999999958e-02	1.000480199999999931e+00	-6.621921399999999847e-02	1.102673100000000073e+00	-1.078652199999999978e-02
9.603611199999999570e+00	1.041609100000000065e+00	-3.864447900000000241e-02	9.941991599999999707e-01	-6.864435100000000622e-02	1.092040899999999981e+00	-9.144037799999999230e-03
1.014043599999999934e+01	1.034152799999999983e+00	-3.804761400000000043e-02	9.903821999999999903e-01	-7.018784000000000134e-02	1.081468499999999944e+00	-6.778960500000000278e-03
1.070726799999999912e+01	1.027979799999999999e+00	-3.630733299999999719e-02	9.879937500000000039e-01	-7.128080500000000264e-02	1.071196800000000060e+00	-4.282199799999999827e-03
1.130578500000000020e+01	1.023195000000000077e+00	-3.419051900000000255e-02	9.875481099999999790e-01	-7.114454700000000242e-02	1.061000100000000002e+00	-1.295337300000000023e-03
1.193775800000000054e+01	1.018804000000000043e+00	-3.218170800000000331e-02	9.874416499999999486e-01	-7.096200699999999362e-02	1.051469399999999998e+00	2.257314199999999917e-03
1.260505700000000040e+01	1.015022400000000102e+00	-3.078720299999999910e-02	9.873138900000000273e-01	-7.041200999999999710e-02	1.043062300000000109e+00	5.071340300000000238e-03
