#Frequency	Median Mag	Phase (Rad)	-1 Sigma Mag	-1 Sigma Phase	+1 Sigma Mag	+1 Sigma Phase
5.000000000000000000e+00	1.042343000000000020e+00	-1.316050699999999907e-01	7.473391700000000526e-01	-4.194618399999999747e-01	1.356515600000000044e+00	1.303838800000000075e-01
5.279491000000000156e+00	1.052493899999999982e+00	-1.324950000000000017e-01	7.807002299999999950e-01	-3.991399800000000053e-01	1.335981400000000097e+00	1.119904600000000000e-01
5.574605000000000032e+00	1.060592200000000096e+00	-1.316602400000000117e-01	8.149029700000000043e-01	-3.773094799999999749e-01	1.314944200000000007e+00	9.373286299999999960e-02
5.886215299999999928e+00	1.066774099999999947e+00	-1.326081799999999922e-01	8.411400700000000175e-01	-3.569343999999999850e-01	1.293571900000000108e+00	7.540902100000000663e-02
6.215244099999999605e+00	1.069405200000000056e+00	-1.320133699999999910e-01	8.656632699999999847e-01	-3.371268499999999779e-01	1.273087300000000033e+00	5.949697200000000213e-02
6.562665100000000251e+00	1.067988900000000019e+00	-1.289991199999999949e-01	8.869682700000000031e-01	-3.161440400000000150e-01	1.253550600000000070e+00	4.291760900000000239e-02
6.929506199999999616e+00	1.066169799999999945e+00	-1.244625899999999979e-01	9.021216499999999971e-01	-2.930182900000000146e-01	1.234094400000000036e+00	2.979704500000000117e-02
7.316853100000000332e+00	1.060869099999999898e+00	-1.182225199999999976e-01	9.110243300000000488e-01	-2.683651799999999810e-01	1.214668499999999929e+00	2.053114699999999959e-02
7.725851999999999720e+00	1.054563600000000045e+00	-1.093566700000000030e-01	9.171745599999999721e-01	-2.421156999999999893e-01	1.193724599999999914e+00	1.366791099999999960e-02
8.157713100000000495e+00	1.045819199999999949e+00	-9.938269199999999470e-02	9.208950999999999665e-01	-2.161485700000000121e-01	1.174288199999999893e+00	1.004456199999999993e-02
8.613714599999999777e+00	1.036990999999999996e+00	-8.796755800000000125e-02	9.232264799999999605e-01	-1.891793400000000014e-01	1.155838499999999991e+00	7.289859400000000232e-03
9.095205699999999283e+00	1.029825999999999908e+00	-7.587750299999999892e-02	9.262673000000000156e-01	-1.621518200000000021e-01	1.137433399999999928e+00	6.364177399999999644e-03
9.603611199999999570e+00	1.023204500000000072e+00	-6.326402600000000098e-02	9.283906899999999629e-01	-1.359548600000000107e-01	1.121216699999999955e+00	6.651449499999999987e-03
1.014043599999999934e+01	1.017009899999999911e+00	-5.058349200000000073e-02	9.314432200000000162e-01	-1.110011600000000015e-01	1.105172400000000055e+00	8.094006299999999612e-03
1.070726799999999912e+01	1.011843199999999943e+00	-3.912577899999999942e-02	9.349836999999999732e-01	-8.942085700000000636e-02	1.091138100000000000e+00	8.947578700000000107e-03
1.130578500000000020e+01	1.006880299999999950e+00	-2.922565200000000127e-02	9.388779099999999822e-01	-6.989030300000000084e-02	1.077523199999999903e+00	1.025801699999999948e-02
1.193775800000000054e+01	1.002984499999999946e+00	-2.075795700000000049e-02	9.435425499999999799e-01	-5.302567600000000075e-02	1.063719899999999940e+00	1.100462399999999931e-02
1.260505700000000040e+01	1.000122699999999920e+00	-1.387783799999999998e-02	9.495683499999999500e-01	-3.873661099999999718e-02	1.052592100000000030e+00	1.144684500000000063e-02
1.330965699999999963e+01	9.981874800000000159e-01	-8.346908499999999842e-03	9.553857500000000336e-01	-2.736622000000000013e-02	1.042226000000000097e+00	1.095405399999999953e-02
1.405364299999999922e+01	9.971227299999999572e-01	-4.360473200000000195e-03	9.608820099999999531e-01	-1.904170800000000094e-02	1.033689599999999986e+00	1.039923400000000026e-02
1.483921600000000041e+01	9.962974399999999786e-01	-1.878557199999999951e-03	9.653679899999999536e-01	-1.337515300000000074e-02	1.028007399999999905e+00	9.627961299999999653e-03
1.566870100000000043e+01	9.960188100000000322e-01	-6.743897400000000352e-04	9.679643599999999681e-01	-1.040057500000000044e-02	1.024731899999999918e+00	9.080559599999999537e-03
1.654455300000000051e+01	9.959008200000000199e-01	-1.710385399999999950e-04	9.673122199999999449e-01	-9.331500700000000190e-03	1.024787399999999904e+00	9.097647800000000645e-03
1.746936399999999878e+01	9.953912400000000105e-01	-2.505302000000000158e-04	9.641911499999999968e-01	-9.669866500000000656e-03	1.027258800000000027e+00	9.177507899999999552e-03
1.844586999999999932e+01	9.954755499999999868e-01	-4.773074899999999962e-04	9.600482799999999761e-01	-1.044410299999999972e-02	1.031394399999999933e+00	9.574136800000000724e-03
1.947696099999999930e+01	9.952772300000000127e-01	-5.895798299999999506e-04	9.558291799999999450e-01	-1.172893799999999952e-02	1.036509700000000089e+00	1.062003100000000026e-02
2.056568800000000152e+01	9.951022699999999555e-01	-4.440462399999999866e-04	9.510802800000000001e-01	-1.319270999999999985e-02	1.040848699999999960e+00	1.236581100000000086e-02
2.171527199999999880e+01	9.953847799999999690e-01	-2.257605199999999891e-04	9.477259399999999889e-01	-1.503426599999999926e-02	1.044810500000000086e+00	1.461906200000000038e-02
2.292911700000000152e+01	9.954034200000000387e-01	1.961603000000000131e-04	9.444760599999999506e-01	-1.741265700000000152e-02	1.048079599999999889e+00	1.814090200000000042e-02
2.421081300000000169e+01	9.959209199999999873e-01	9.657780699999999729e-04	9.427841700000000325e-01	-2.009028499999999939e-02	1.051242699999999974e+00	2.251789300000000063e-02
2.556415399999999849e+01	9.974483299999999941e-01	1.721957799999999927e-03	9.425486699999999773e-01	-2.350618900000000025e-02	1.053361900000000073e+00	2.745688099999999895e-02
2.699314400000000091e+01	9.986612499999999448e-01	2.046270800000000046e-03	9.440854100000000138e-01	-2.746082099999999984e-02	1.054587900000000023e+00	3.329489699999999691e-02
2.850201200000000057e+01	1.000789499999999999e+00	2.308021999999999851e-03	9.475721599999999967e-01	-3.256769300000000172e-02	1.054873600000000078e+00	3.992786100000000199e-02
3.009522300000000072e+01	1.003061399999999992e+00	1.856518599999999915e-03	9.525638499999999897e-01	-3.916915800000000253e-02	1.053751000000000104e+00	4.662087100000000123e-02
3.177749100000000126e+01	1.004922199999999988e+00	5.536531599999999905e-04	9.575025099999999734e-01	-4.705428600000000072e-02	1.052450200000000002e+00	5.267114500000000255e-02
3.355379599999999840e+01	1.006892300000000073e+00	-8.342700200000000487e-04	9.627436999999999800e-01	-5.692524200000000090e-02	1.051191999999999904e+00	5.851006499999999999e-02
3.542939200000000000e+01	1.007113399999999936e+00	-3.135394799999999954e-03	9.654028700000000240e-01	-6.951580899999999785e-02	1.051184499999999966e+00	6.564459000000000266e-02
3.740983200000000153e+01	1.007665500000000103e+00	-5.289674999999999759e-03	9.648460399999999604e-01	-8.284853400000000145e-02	1.052691499999999891e+00	7.175425200000000447e-02
3.950097399999999936e+01	1.006443699999999941e+00	-6.882986100000000260e-03	9.582223800000000402e-01	-9.567098000000000269e-02	1.056375899999999923e+00	7.850853900000000218e-02
4.170900699999999972e+01	1.002795499999999951e+00	-8.133039800000000166e-03	9.420441600000000193e-01	-1.003027300000000066e-01	1.065790999999999933e+00	7.928414999999999768e-02
4.404046499999999753e+01	9.986941599999999974e-01	-5.593794600000000228e-03	9.250084299999999926e-01	-8.866665799999999542e-02	1.077249099999999959e+00	7.052362199999999415e-02
4.650224699999999700e+01	9.972435299999999891e-01	-3.050766999999999802e-03	9.161883299999999952e-01	-7.022069499999999964e-02	1.082429300000000039e+00	5.752803900000000303e-02
4.910163899999999870e+01	9.979001699999999753e-01	-2.506779900000000085e-03	9.180029699999999737e-01	-5.347464300000000226e-02	1.079874900000000082e+00	4.683094299999999988e-02
5.184633199999999675e+01	9.999894000000000283e-01	-2.022744199999999999e-03	9.284704499999999472e-01	-4.633204999999999962e-02	1.072264200000000001e+00	4.239451600000000014e-02
5.474444799999999844e+01	1.001617999999999897e+00	-2.525599900000000207e-03	9.405667800000000467e-01	-4.420098900000000303e-02	1.062965900000000019e+00	4.070768300000000145e-02
5.780456399999999917e+01	1.002584600000000048e+00	-3.977815099999999597e-03	9.513956599999999764e-01	-4.492674099999999920e-02	1.053795700000000002e+00	3.894232200000000144e-02
6.103573500000000251e+01	1.002830200000000005e+00	-5.280816300000000345e-03	9.606327199999999955e-01	-4.502836799999999917e-02	1.044807199999999936e+00	3.760217500000000157e-02
6.444752200000000641e+01	1.002753800000000028e+00	-6.061124299999999868e-03	9.677343699999999549e-01	-4.541976999999999820e-02	1.037776400000000043e+00	3.577602399999999655e-02
6.805002199999999846e+01	1.002462900000000046e+00	-7.182015800000000200e-03	9.729673899999999875e-01	-4.525437499999999946e-02	1.031090400000000074e+00	3.362774500000000055e-02
7.185389600000000598e+01	1.001810199999999984e+00	-7.360663199999999996e-03	9.771686499999999720e-01	-4.472802699999999659e-02	1.025808899999999912e+00	3.213801899999999684e-02
7.587039900000000614e+01	1.001431699999999925e+00	-7.648119499999999835e-03	9.804365999999999914e-01	-4.412460599999999677e-02	1.021326699999999921e+00	3.051507100000000125e-02
8.011141700000000299e+01	1.000933300000000026e+00	-7.511904500000000408e-03	9.830397899999999689e-01	-4.340044500000000277e-02	1.017694000000000099e+00	2.947409000000000140e-02
8.458950099999999850e+01	1.000325399999999920e+00	-6.954423599999999712e-03	9.849315100000000101e-01	-4.227306900000000339e-02	1.014701099999999911e+00	2.908552400000000149e-02
8.931790100000000621e+01	9.997991099999999909e-01	-6.300405599999999579e-03	9.863137899999999680e-01	-4.112105199999999822e-02	1.012393899999999958e+00	2.813366499999999867e-02
9.431060999999999694e+01	9.994242399999999638e-01	-5.709617400000000301e-03	9.870621499999999715e-01	-3.992827100000000129e-02	1.011168899999999926e+00	2.747150099999999887e-02
9.958240299999999934e+01	9.989278099999999716e-01	-5.264989500000000038e-03	9.869907900000000067e-01	-3.810035199999999705e-02	1.010492600000000074e+00	2.734732399999999924e-02
1.051488800000000055e+02	9.985388200000000491e-01	-4.422509800000000088e-03	9.863289299999999926e-01	-3.706705400000000206e-02	1.010507199999999939e+00	2.732497799999999977e-02
1.110265100000000018e+02	9.982077799999999890e-01	-4.061009899999999846e-03	9.853650600000000148e-01	-3.549371899999999996e-02	1.011074100000000087e+00	2.664636399999999877e-02
1.172326900000000052e+02	9.978314600000000034e-01	-3.534401400000000085e-03	9.839276900000000214e-01	-3.463667100000000082e-02	1.011816100000000107e+00	2.656652300000000161e-02
1.237857900000000058e+02	9.975910900000000137e-01	-3.107417199999999973e-03	9.819347699999999568e-01	-3.342834499999999820e-02	1.012865200000000021e+00	2.624164400000000147e-02
1.307051899999999875e+02	9.970611099999999727e-01	-2.557648000000000039e-03	9.800031599999999843e-01	-3.206056300000000026e-02	1.014196700000000062e+00	2.611553999999999959e-02
