mass_1	mass_2	chirp_mass	ra	dec	geocent_time	phase	iota	psi	luminosity_distance	total_mass	mass_ratio	chi_eff	chi_p	tilt_1	tilt_2	phi_12	theta_jn	phi_jl	mass_1_source	mass_2_source	total_mass_source	chirp_mass_source	a_1	a_2	phi_1	phi_2	redshift
6.506372100000000103e+01	1.285889800000000349e+01	2.372427124975652646e+01	5.613298200000000016e+00	2.307844000000000007e-01	1.260484270356933832e+09	6.138761939077864938e+00	7.944574301306521757e-01	3.232120285209822974e-01	1.650793899999999894e+03	7.792261899999998320e+01	1.976354534042096822e-01	1.960737946878632620e-01	6.252095353690054758e-01	1.229154786335937111e+00	8.273650349868516551e-01	2.009909150033354130e+00	4.096921829643537238e-01	3.511932769175117652e+00	4.972412474280388039e+01	9.827249938671528184e+00	5.955137468147538726e+01	1.813097383494265813e+01	6.635593064646669870e-01	9.352242302300464716e-02	1.163958618819726176e+00	3.173867768853080307e+00	3.084940426108975231e-01
6.065776799999999724e+01	1.378814500000000010e+01	2.393686048251891663e+01	5.614459700000000275e+00	2.734597599999999962e-01	1.260484270356933832e+09	9.749052030537256330e-01	1.772203171939811694e+00	2.448327563836292686e+00	2.014261899999999969e+03	7.444591299999997602e+01	2.273104575822836870e-01	1.360975494097681482e-01	8.395385903837168096e-01	1.373382827409934448e+00	1.832807871605464101e+00	2.829936641663338470e+00	2.438845276843443877e+00	1.615610111844970609e+00	4.440277649885443623e+01	1.009321544387847247e+01	5.449599194273289271e+01	1.752229106236728740e+01	8.561678029443863247e-01	1.510620132556942871e-02	3.766764038263236802e+00	3.135153727469885965e-01	3.660805197973358016e-01
6.053086500000001280e+01	1.481132099999999951e+01	2.489629729051790719e+01	5.852648400000001416e+00	5.053201999999999972e-01	1.260484270356933832e+09	2.534426581758238761e+00	2.263514393971213678e+00	2.590875965174854301e+00	1.756688400000000001e+03	7.534218599999999810e+01	2.446903905965988890e-01	8.050127212627744555e-02	9.171339888728260448e-01	1.497074414142276710e+00	1.413634547778371386e+00	2.413372215771230955e+00	2.874439336616324780e+00	6.060699927401816955e-01	4.566570097192722244e+01	1.117395820768835790e+01	5.683965917961557324e+01	1.878226698688334295e+01	9.196319203717162605e-01	8.476590668073245016e-01	1.854225432129053885e+00	4.267597647900284841e+00	3.255214244321154582e-01
5.836299499999999796e+01	1.359755999999999965e+01	2.335286838556717015e+01	1.935061399999999932e+00	-6.407889300000000343e-01	1.260484270356933832e+09	1.710784899777051393e-01	1.889629536749718008e+00	1.421027328278906099e+00	1.566323900000000094e+03	7.196055499999999938e+01	2.329825602678546603e-01	1.859573609761968060e-01	8.566394381596956764e-01	1.319184143106637119e+00	1.371154950924637461e+00	4.641707015871094910e-01	1.688549239155395121e+00	5.906667956204172398e+00	4.507659401227301288e+01	1.050206028113401402e+01	5.557865429340702690e+01	1.803656181863622621e+01	8.844899918281410311e-01	1.963984471021462119e-01	2.730156045506497264e+00	3.194326747093606311e+00	2.947516616741162054e-01
5.827033600000000035e+01	1.728735700000000008e+01	2.668393880337076851e+01	1.858880300000000041e+00	-3.990231799999999773e-01	1.260484270356933832e+09	3.457741848921696004e+00	3.271947996591176300e-01	1.588614954798607926e+00	2.711571399999999812e+03	7.555769300000000044e+01	2.966750869601987306e-01	3.370270798937584078e-01	4.724480871625953982e-01	8.607339349002656181e-01	6.522054894273052739e-01	2.246350929471692126e+00	1.663511905137354807e-01	2.675809453155541043e-02	3.961885989862376789e+01	1.175392870568813741e+01	5.137278860431189997e+01	1.814280310644161531e+01	6.230184304707060416e-01	1.309715335266380398e-01	4.925623247549989259e+00	8.887888698420951528e-01	4.707726610281414703e-01
5.508512900000000201e+01	1.506141799999999975e+01	2.410676198697084871e+01	2.087537300000000151e+00	-8.276767600000000114e-01	1.260484270356933832e+09	2.474256696849481407e-01	1.660577486645057554e+00	9.128254689931960542e-01	1.658695899999999938e+03	7.014654699999999821e+01	2.734207629794240813e-01	1.372535871546887443e-01	9.549594739793360043e-01	1.457349037133500724e+00	1.026760951361377794e+00	3.186426138935330332e+00	2.175999137942663531e+00	8.244024373126758176e-01	4.205702965995214271e+01	1.149926513827238317e+01	5.355629479822452765e+01	1.840530869758768873e+01	9.611379037884871801e-01	4.661991914035333862e-01	3.871231054816404615e+00	7.744718865721491596e-01	3.097722175195260497e-01
5.471849100000000021e+01	1.879091999999999985e+01	2.716318583521716690e+01	2.031503499999999907e+00	-6.914782699999999505e-01	1.260484270356933832e+09	4.541112089186230882e+00	4.420953403452329566e-01	2.825842804226086802e+00	2.796330899999999929e+03	7.350941100000000006e+01	3.434107859443711330e-01	3.065429149326113212e-01	5.321345106350040544e-01	9.759128679729102140e-01	7.635337514966723527e-01	3.036177599089501467e+00	2.150991029829748824e-01	5.710792063679342334e+00	3.689549502371833256e+01	1.267031094390174850e+01	4.956580596762008639e+01	1.831554872029624192e+01	6.425086138792421853e-01	2.085762355135239998e-01	3.742152068058643977e+00	4.951443599685596553e-01	4.830669967925385055e-01
5.471849100000000021e+01	1.879091999999999985e+01	2.716318583521716690e+01	1.968040000000000012e+00	-6.920905699999999605e-01	1.260484270356933832e+09	4.033227734168375100e+00	7.131247597787453429e-01	1.766145832365642043e-01	2.413926199999999881e+03	7.350941100000000006e+01	3.434107859443711330e-01	3.065429149326113212e-01	5.321345106350040544e-01	9.759128679729102140e-01	7.635337514966723527e-01	3.036177599089501467e+00	4.263339498896875912e-01	4.593369422046544415e+00	3.834770351931594945e+01	1.316901500473001718e+01	5.151671852404597018e+01	1.903644961716854667e+01	6.425086138792421853e-01	2.085762355135239998e-01	3.742152068058643977e+00	4.951443599685596553e-01	4.269039858524513176e-01
5.374462900000000332e+01	1.589007900000000006e+01	2.456470333836544739e+01	2.056895400000000151e+00	-8.565923800000000421e-01	1.260484270356933832e+09	6.213150981561542663e-01	4.675652191873977959e-01	4.503785251372621756e-01	1.551727599999999939e+03	6.963470799999998917e+01	2.956589206337250642e-01	3.660250625692858945e-02	7.014869020980558645e-01	1.516128587242181913e+00	1.515821500778022912e+00	3.112679810819968029e+00	9.067563604703160474e-01	1.231750271778099926e+00	4.158635701316465116e+01	1.229537742760100372e+01	5.388173444076564067e+01	1.900760209828116842e+01	7.025364274247766216e-01	5.562986709456434475e-01	3.468829045402797462e+00	2.983235490431788151e-01	2.923620355345507016e-01
5.316304800000000341e+01	1.531992100000000079e+01	2.395539425589753080e+01	2.210249700000000317e+00	-8.847115700000000027e-01	1.260484270356933832e+09	9.272373822698896095e-01	2.207808760023761696e+00	4.833698157792247763e-01	1.726049400000000105e+03	6.848296899999999710e+01	2.881685978576698504e-01	1.008669103941186723e-01	5.695436182788677915e-01	1.352839656221106468e+00	8.028741468625472111e-01	5.821166204535927591e+00	2.466436823022125413e+00	4.908883901077221168e-01	4.025621796116316631e+01	1.160057788492113318e+01	5.185679584608428883e+01	1.813954633509739622e+01	5.833447818648778149e-01	1.895338697319131488e-02	3.030479344276820086e+00	2.568460241633163221e+00	3.206170547687463568e-01
