#Frequency	Median Mag	Phase (Rad)	-1 Sigma Mag	-1 Sigma Phase	+1 Sigma Mag	+1 Sigma Phase
5.000000000000000000e+00	1.043908199999999953e+00	-8.116810599999999681e-03	9.936321299999999468e-01	-9.686454599999999582e-02	1.097985599999999895e+00	7.982155100000000447e-02
5.279491000000000156e+00	1.043331900000000090e+00	-1.257745199999999938e-02	9.920627800000000329e-01	-8.686249599999999738e-02	1.097021100000000082e+00	6.106254900000000069e-02
5.574605000000000032e+00	1.041514700000000015e+00	-1.687557500000000030e-02	9.917494700000000218e-01	-7.706281399999999338e-02	1.093390000000000084e+00	4.419695500000000304e-02
5.886215299999999928e+00	1.039004400000000050e+00	-1.987925800000000034e-02	9.924653399999999737e-01	-6.883712699999999796e-02	1.086928600000000023e+00	2.960004600000000138e-02
6.215244099999999605e+00	1.035680200000000051e+00	-2.182056799999999852e-02	9.934242800000000484e-01	-6.100898500000000169e-02	1.078832599999999919e+00	1.796975300000000150e-02
6.562665100000000251e+00	1.032172000000000089e+00	-2.264014699999999936e-02	9.947530500000000275e-01	-5.409096299999999885e-02	1.070156399999999897e+00	9.284138000000000807e-03
6.929506199999999616e+00	1.028733899999999979e+00	-2.266543799999999956e-02	9.963132700000000286e-01	-4.794672299999999665e-02	1.061646599999999996e+00	3.336887000000000186e-03
7.316853100000000332e+00	1.025840199999999980e+00	-2.194023100000000101e-02	9.973471699999999496e-01	-4.280095200000000322e-02	1.054816500000000046e+00	-8.554160000000000106e-04
7.725851999999999720e+00	1.023139000000000021e+00	-2.109903999999999946e-02	9.985067699999999880e-01	-3.839369799999999694e-02	1.048842599999999958e+00	-3.103083400000000106e-03
8.157713100000000495e+00	1.021178099999999977e+00	-1.973894199999999891e-02	9.987274099999999821e-01	-3.460835300000000142e-02	1.044281299999999968e+00	-4.530601999999999893e-03
8.613714599999999777e+00	1.019650699999999910e+00	-1.856818099999999958e-02	9.990249500000000227e-01	-3.175286100000000028e-02	1.041278600000000054e+00	-5.027817399999999666e-03
9.095205699999999283e+00	1.018705100000000030e+00	-1.746539500000000161e-02	9.990331300000000470e-01	-2.973423199999999933e-02	1.039179899999999934e+00	-4.889697099999999741e-03
9.603611199999999570e+00	1.018233900000000025e+00	-1.651217500000000046e-02	9.994378900000000510e-01	-2.888262200000000016e-02	1.037789300000000026e+00	-4.409227600000000143e-03
1.014043599999999934e+01	1.017855799999999977e+00	-1.603756400000000068e-02	9.998985900000000315e-01	-2.858480500000000132e-02	1.036405000000000021e+00	-3.987163699999999970e-03
1.070726799999999912e+01	1.017497600000000002e+00	-1.598621000000000070e-02	1.000517099999999937e+00	-2.874935799999999916e-02	1.035595400000000055e+00	-3.714971999999999979e-03
1.130578500000000020e+01	1.017274100000000070e+00	-1.610042100000000018e-02	1.000642800000000054e+00	-2.915806199999999848e-02	1.034465299999999921e+00	-3.614563099999999925e-03
1.193775800000000054e+01	1.016843100000000000e+00	-1.665623199999999998e-02	1.000523300000000004e+00	-2.968368500000000132e-02	1.033426200000000073e+00	-4.104792099999999937e-03
1.260505700000000040e+01	1.016011199999999892e+00	-1.743719800000000097e-02	9.999787799999999560e-01	-3.022945900000000019e-02	1.032327199999999889e+00	-5.204237999999999920e-03
1.330965699999999963e+01	1.014960499999999932e+00	-1.848169499999999937e-02	9.993308699999999822e-01	-3.072291300000000100e-02	1.030863700000000049e+00	-6.664960000000000155e-03
1.405364299999999922e+01	1.013452000000000019e+00	-1.960293700000000083e-02	9.978734599999999899e-01	-3.103877500000000109e-02	1.029307200000000089e+00	-8.363817699999999758e-03
1.483921600000000041e+01	1.011443700000000057e+00	-2.060686299999999957e-02	9.959748999999999963e-01	-3.123926600000000164e-02	1.027165200000000000e+00	-1.014424100000000002e-02
1.566870100000000043e+01	1.009272600000000075e+00	-2.154040100000000069e-02	9.936700699999999609e-01	-3.109933800000000068e-02	1.024656999999999929e+00	-1.182555300000000080e-02
1.654455300000000051e+01	1.006587099999999957e+00	-2.189158999999999897e-02	9.909625800000000373e-01	-3.059920199999999896e-02	1.021811800000000048e+00	-1.298032900000000052e-02
1.746936399999999878e+01	1.003531500000000021e+00	-2.174078600000000153e-02	9.882191799999999748e-01	-2.982807300000000009e-02	1.018743100000000013e+00	-1.345478699999999930e-02
1.844586999999999932e+01	1.000553199999999920e+00	-2.089885500000000090e-02	9.852911800000000442e-01	-2.882764300000000002e-02	1.015498500000000082e+00	-1.294250400000000051e-02
1.947696099999999930e+01	9.976520899999999914e-01	-1.950392700000000076e-02	9.825483000000000411e-01	-2.760931399999999938e-02	1.012424200000000107e+00	-1.143753399999999920e-02
2.056568800000000152e+01	9.950724499999999972e-01	-1.744732200000000122e-02	9.802874099999999702e-01	-2.621028900000000120e-02	1.009544100000000055e+00	-9.028438700000000414e-03
2.171527199999999880e+01	9.929004200000000058e-01	-1.501670800000000014e-02	9.786258899999999983e-01	-2.455497200000000130e-02	1.006994299999999898e+00	-5.792073400000000150e-03
2.292911700000000152e+01	9.912448000000000370e-01	-1.237776500000000064e-02	9.775257400000000318e-01	-2.278768600000000144e-02	1.005166999999999922e+00	-2.278244799999999855e-03
2.421081300000000169e+01	9.901357499999999812e-01	-9.630718499999999654e-03	9.767169500000000282e-01	-2.090469899999999881e-02	1.003594499999999945e+00	1.501295300000000032e-03
2.556415399999999849e+01	9.894505799999999685e-01	-6.856534899999999939e-03	9.763878900000000360e-01	-1.914082799999999862e-02	1.002688699999999988e+00	5.221907199999999659e-03
