dec	chirp_mass	theta_jn	ra	a_1	mass_1_source	geocent_time	mass_2	chi_eff	mass_2_source	phi_12	phase	a_2	chirp_mass_source	mass_ratio	total_mass	mass_1	total_mass_source	chi_p	tilt_1	phi_1	tilt_2	iota	luminosity_distance	phi_2	phi_jl	psi	redshift
-1.207270135730435623e+00	2.993794678729264902e+01	3.088270464281922312e+00	1.235434263940248911e+00	1.562886724096466673e-01	3.227899570265736884e+01	1.126259462413083792e+09	3.350753042529893122e+01	-9.303894716503023632e-02	3.064007888470826302e+01	9.580602357600747077e-01	4.485938935817426199e+00	6.703546392377992547e-01	2.737596712040175717e+01	9.492265238656671933e-01	6.880735568601915020e+01	3.529982526072022608e+01	6.291907458736562120e+01	6.308191035990974305e-01	2.850543909428770117e+00	5.895801406376047105e+00	1.620537655082299411e+00	3.000708349983172596e+00	4.419787731814667495e+02	5.706763349565351362e-01	3.874550936152914016e+00	2.160169829985041368e+00	9.358499210724104123e-02
-1.023845229246374888e+00	2.946632213967925651e+01	2.707194954141639798e+00	9.216467248945150459e-01	1.981449942019339050e-01	3.660331161453456872e+01	1.126259462416926861e+09	2.938367397711930096e+01	-1.207225904345607670e-01	2.747175715963770060e+01	2.279351224441649837e+00	1.842209386010262850e+00	2.728611349465017155e-01	2.754902762803812521e+01	7.505265493171694446e-01	6.853441954881509446e+01	3.915074557169580061e+01	6.407506877417226576e+01	1.949148858666454875e-01	2.767451196199182561e+00	1.087125751233115167e+00	1.702484262963752881e+00	2.665219076181032154e+00	3.233375279393041524e+02	3.366476975674765004e+00	1.586969610180313239e+00	2.843071974365098953e+00	6.959572357790935748e-02
-1.262260993767618800e+00	3.011533854768712359e+01	2.224946365886361743e+00	1.455474579054850892e+00	3.867271053991527263e-01	3.404417819384536870e+01	1.126259462411194801e+09	3.280126091521643872e+01	-7.628583769858304775e-02	3.059060731711397452e+01	2.806650065694863194e+00	4.529310111790991300e+00	1.674881438086568003e-02	2.808570372082488831e+01	8.985561978595287824e-01	6.930566764386966838e+01	3.650440672865322256e+01	6.463478551095934677e+01	3.622798219259961705e-01	1.928268994032141581e+00	5.446201901219493102e+00	2.255157502779117529e+00	2.173905740616152382e+00	3.363651527795959737e+02	1.969666659734770064e+00	4.970020414816382348e-01	1.933097471318880656e+00	7.226576364391787410e-02
-1.263104392289666755e+00	3.068461571321844161e+01	2.677185166519644444e+00	1.988202859432192326e+00	4.060317315299465379e-01	3.546269309866590191e+01	1.126259462408973932e+09	3.173630348473055207e+01	-3.676194561098004854e-02	2.868507149460009131e+01	3.891559574662320831e+00	4.184934170646259943e+00	2.584969571760729057e-01	2.773449642430760065e+01	8.088802340756013898e-01	7.097116440452938946e+01	3.923486091979884094e+01	6.414776459326598967e+01	3.948029821559201347e-01	1.335070764382459307e+00	2.573836737058332602e-02	2.452072692050190739e+00	2.606337868875438168e+00	5.066539050489757869e+02	3.917297942032903713e+00	7.087341798894641887e-01	7.658339098092595831e-01	1.063700326040619426e-01
-1.261506748795777622e+00	2.943971078659126661e+01	2.877379171927600066e+00	1.609483052870189113e+00	9.644968419419692740e-01	3.490304246724421944e+01	1.126259462410629034e+09	2.985738436583336863e+01	-2.705531252704713174e-01	2.712124316360534593e+01	4.003311205104232329e+00	5.106645134576107026e+00	9.415911591973322725e-01	2.674184533803422426e+01	7.770452443811473042e-01	6.828163904306560994e+01	3.842425467723224131e+01	6.202428563084956892e+01	9.371328802122851354e-01	1.332022757243016553e+00	5.411202867891995005e+00	2.891515282954471466e+00	2.690261441020269206e+00	4.787881097364219727e+02	3.131328765816640214e+00	3.249432284303237495e-01	2.009157946534537054e+00	1.008855377949530452e-01
-9.692723524701665205e-01	3.121540337266080556e+01	2.237362288304417302e+00	9.065784953156139636e-01	3.394579880904641245e-01	3.890880038493557436e+01	1.126259462418392658e+09	3.143184974787589425e+01	4.056387041046397024e-02	2.979164342802114263e+01	2.603968745271879826e+00	4.309383181216153602e+00	7.015965946856460300e-02	2.958649186095082229e+01	7.656787958838139341e-01	7.248280991139262142e+01	4.105096016351672006e+01	6.870044381295672054e+01	3.356919378956785827e-01	1.421699854179580225e+00	5.363571137122000287e+00	1.165158461076387653e+00	2.210816153599246991e+00	2.531861022594480630e+02	1.684354575214293881e+00	2.402230250203786222e-01	1.992466361989086332e+00	5.505591941638300624e-02
-1.274734804606623140e+00	3.169519933177940274e+01	2.743791910695419389e+00	1.604598105022148502e+00	5.081378008335433183e-01	3.597753726343490399e+01	1.126259462410750151e+09	3.308377411550559088e+01	-1.158493699892485483e-02	2.965185429472614942e+01	4.907212886228359494e+00	4.439213154123302196e+00	8.509435751488856337e-01	2.840732224645893922e+01	8.241768767442081423e-01	7.322536877683396028e+01	4.014159466132836229e+01	6.562939155816106052e+01	6.820979292879878475e-01	1.580784714386855416e+00	5.172184083834985735e+00	1.593694292032428850e+00	2.938828017257447023e+00	5.546827185361058810e+02	3.796211662883759441e+00	5.170268324712839814e+00	9.698426218302417245e-01	1.157404790495629721e-01
-1.156608611734450065e+00	2.969799937736978990e+01	2.864005687428841540e+00	1.109369054221303941e+00	7.143132825402352948e-01	3.681956064317936494e+01	1.126259462414550066e+09	2.949425216993648391e+01	-1.219323962552496393e-01	2.740307652322792009e+01	6.089248623385663528e-01	2.347595849897941900e+00	2.787721854823786427e-01	2.759237782452959920e+01	7.442532187929352672e-01	6.912357647137739036e+01	3.962932430144090290e+01	6.422263716640728148e+01	7.139932503559603960e-01	1.600731631200053018e+00	2.072733036615366231e+00	2.744099264055119836e+00	2.615772789579684066e+00	3.561912855455131535e+02	2.681657898953933028e+00	1.105915985420487635e+00	1.206674659891200790e-01	7.631171065540766352e-02
-1.250007768660288843e+00	2.768248030433126061e+01	2.897268362847844170e+00	1.487329131773719837e+00	6.515489812086864285e-01	3.507964796294471199e+01	1.126259462411274672e+09	2.671414989749320767e+01	-3.524420697193086371e-01	2.460354619711621638e+01	2.372070085931997419e+00	5.882874743016241581e+00	8.362281842646940300e-01	2.549537176484457390e+01	7.013624031548264526e-01	6.480308904981905016e+01	3.808893915232583538e+01	5.968319416006092837e+01	6.034653713303612665e-01	1.957383781755887675e+00	4.330975908784212791e+00	2.218735417292704515e+00	2.725175107160141330e+00	4.030095166866450427e+02	4.198606875366248659e-01	1.185835837332319453e+00	2.762532073592049442e-01	8.578453217546234966e-02
-1.211766423630503464e+00	2.878175769040140253e+01	2.873165738939120306e+00	2.351712553430104435e+00	3.442191150355515261e-01	3.387729992538329782e+01	1.126259462407524109e+09	2.941481200561988629e+01	-2.148419129275717099e-01	2.674128122861498369e+01	4.946003116166735936e+00	8.730159922659904703e-01	7.435008852697859716e-01	2.616576561855392313e+01	7.893569229990051728e-01	6.667908517353502873e+01	3.726427316791514244e+01	6.061858115399827795e+01	4.507806427594680532e-01	1.652019304890166351e+00	5.056934503835600836e+00	2.223634754296848204e+00	2.724594379866541960e+00	4.741929294776705319e+02	3.719752312822750984e+00	2.434910977842843938e+00	7.577277264485283714e-01	9.997766203303840027e-02
-1.281720946334281130e+00	3.049014878542514140e+01	2.864789051035802281e+00	1.540075425236125284e+00	3.404050422231715278e-01	3.411892505046210289e+01	1.126259462410938025e+09	3.261942633466880892e+01	-4.434068721626979737e-02	2.956456648038646762e+01	2.582692637795177326e+00	1.937389545556535309e+00	8.562216272135469985e-01	2.763469907518006252e+01	8.665151799671382271e-01	7.026380590099778090e+01	3.764437956632897198e+01	6.368349153084857051e+01	6.878046385365113036e-01	2.819186210305613116e+00	1.936769544410113397e+00	1.241243071946787513e+00	2.919894458102429535e+00	4.911774868361928839e+02	4.519462182205289835e+00	3.780087742264827355e+00	2.205114789488074045e+00	1.033284170193726065e-01
-1.232709370595769016e+00	3.072735588782170524e+01	2.586935714232798667e+00	2.154338744384574511e+00	6.438215487878053978e-01	3.922299311368196584e+01	1.126259462408570051e+09	2.881961609008138225e+01	-1.115762874902233651e-02	2.592745532760743643e+01	5.098566165670919137e-01	2.492853296547887343e+00	3.209401347237869073e-01	2.764374600365271206e+01	6.610269454057366989e-01	7.241786316666912171e+01	4.359824707658773946e+01	6.515044844128939872e+01	6.323654035493980752e-01	1.759724878647330071e+00	1.557646270898939811e+00	1.067190527630966335e+00	2.370084456285683316e+00	5.331297914088843299e+02	2.067502887466032391e+00	7.573909363289705876e-01	2.048952083993441864e+00	1.115481919042932146e-01
-1.289290384802712630e+00	3.042213256171960722e+01	2.713342541310000300e+00	1.606102713124698766e+00	4.552610859214760719e-01	3.726469481208411594e+01	1.126259462410466433e+09	3.004788253376001705e+01	-3.644841582793063167e-02	2.742201521734606828e+01	4.484644839980965969e+00	2.461025959887426229e+00	2.351377788123917012e-01	2.776355974882077504e+01	7.358711873430857642e-01	7.088095637953728101e+01	4.083307384577726395e+01	6.468671002943018777e+01	4.544169281156136830e-01	1.631702832312775353e+00	1.786641929457683631e+00	1.777774683973298631e+00	2.612595272717934236e+00	4.528992504567673905e+02	6.271286769438649600e+00	6.070144847054925741e-01	2.860170155411599247e+00	9.575763471799578208e-02
-1.166750486358138605e+00	2.988236406049351146e+01	2.503935904039914728e+00	2.523639567616974944e+00	1.251528273147713421e-01	3.490380879223165067e+01	1.126259462406401396e+09	3.064342366866954492e+01	-8.271977747631445443e-02	2.774363627948663336e+01	5.062104226636850335e+00	7.624342589219611499e-01	2.538987400063224542e-01	2.705459574718369709e+01	7.948598516750235987e-01	6.919540689451000048e+01	3.855198322584045911e+01	6.264744507171828047e+01	1.215554490789800268e-01	1.330452197568599226e+00	5.137582786687922010e-02	2.653642813335408412e+00	2.524528793939560867e+00	4.972379934634362257e+02	5.113480054503728667e+00	3.575343142031493837e+00	3.784951947329542321e-01	1.045208119069447050e-01
-1.250542720728831547e+00	3.100205683792739109e+01	2.977304286665447552e+00	2.090317012133880326e+00	1.174393493679642408e-01	3.830908772948271235e+01	1.126259462408284903e+09	2.989582878799804178e+01	4.711951080736700125e-03	2.682802420461429094e+01	4.723123761233432916e+00	9.821853673509887139e-01	1.459865550780433535e-02	2.782073503092335542e+01	7.003044393554539448e-01	7.258558928061117399e+01	4.268976049261312511e+01	6.513711193409700684e+01	1.174378666020761547e-01	1.565771224238121873e+00	4.173390960670902317e+00	7.584019746967629594e-01	2.939370330802430598e+00	5.475263342801304134e+02	2.613329414724749000e+00	2.071105686564812753e+00	5.075220082097154917e-01	1.143507460700777939e-01
-1.127127036920734682e+00	2.975615371998709691e+01	2.472633527764771966e+00	2.538288822854575244e+00	5.582899265062514216e-01	3.408949719954821234e+01	1.126259462406707764e+09	3.118923866448411886e+01	-1.076447572791539992e-01	2.833500532926268178e+01	1.262206240797751011e+00	4.651148852323795602e+00	6.788119539560251159e-01	2.703306686335685427e+01	8.311945806475024012e-01	6.871262896400656928e+01	3.752339029952244687e+01	6.242450252881089767e+01	5.173876383805446899e-01	2.337516821402410905e+00	5.592215077760667619e+00	1.226942436395502378e+00	2.258976326513280064e+00	4.780091288458997383e+02	5.712360113788328420e-01	1.462436070504123498e+00	9.246879878135474407e-01	1.007317027843914192e-01
-1.278609930768993763e+00	2.903000222721980350e+01	2.693584914411136122e+00	1.751593363263225456e+00	8.961345838734073865e-01	3.701426382203199239e+01	1.126259462410222292e+09	2.771761827449231319e+01	-1.510037475424207409e-01	2.539271777914335360e+01	2.759231278268940546e+00	1.303264581772629382e+00	4.189964266796842307e-01	2.659502149079211719e+01	6.860252010207170681e-01	6.812082537716445074e+01	4.040320710267213400e+01	6.240698160117534599e+01	8.385334278539818831e-01	1.931290428032767403e+00	3.065943112256913849e+00	1.355161279930835239e+00	2.444747224470029234e+00	4.318152597805337223e+02	5.825174390525854839e+00	1.219055381690347550e+00	1.810615190800384022e+00	9.155776532351134200e-02
-1.264806988927609233e+00	2.929989963561173028e+01	2.971824748730114596e+00	1.950421765696944476e+00	8.140382496449822813e-01	3.615880923340007058e+01	1.126259462409365177e+09	2.849727698162039857e+01	-1.720753969691780627e-01	2.577508288694288296e+01	3.895627604253208531e+00	5.588133930328277543e+00	2.518131244390460766e-01	2.650103524537022892e+01	7.128299696090188986e-01	6.847494093597252629e+01	3.997766395435213127e+01	6.193389212034295355e+01	7.907353951099472811e-01	1.810645735789365274e+00	5.013705859854111324e+00	2.170814223356633210e+00	2.790489357967588457e+00	5.027987575054692684e+02	2.626148156927733623e+00	2.598461103761163793e-01	2.519139512239493950e+00	1.056133982815054689e-01
-1.146702538327121434e+00	3.058470654068240790e+01	2.206108650778741076e+00	2.399399680001067736e+00	8.002817942982769495e-01	3.439952285599526505e+01	1.126259462408010721e+09	3.276903500315135176e+01	-8.279060894303802431e-02	2.989731330212888594e+01	4.957640303266616644e-01	9.140905444774274358e-01	8.877093345722496531e-01	2.790440895230866047e+01	8.691199999280885269e-01	7.047272955150219786e+01	3.770369454835083900e+01	6.429683615812416519e+01	6.687768118019087327e-01	9.893636555470703975e-01	1.669027914837143634e+00	2.450049509796503600e+00	2.348187565546149269e+00	4.543852598134308209e+02	2.164791945163806020e+00	5.685798827670564215e+00	5.612156965676454723e-01	9.605283498226507843e-02
-1.143871112802932188e+00	3.113557033272109109e+01	2.380627154604802787e+00	2.417700579989457310e+00	5.603500179722704644e-01	3.649933187103098220e+01	1.126259462407347679e+09	3.176037352784047130e+01	4.586206677477322295e-03	2.869977482620162235e+01	6.230806647501882622e+00	5.322737378036159761e+00	1.073421134808324878e-01	2.813518099373617787e+01	7.863095940389045468e-01	7.215206373309700894e+01	4.039169020525654474e+01	6.519910669723260810e+01	5.548700577809565493e-01	1.430828385832670024e+00	4.706312364338930188e+00	2.548363264089660962e+00	2.287418381046969262e+00	5.080399750159532459e+02	4.653933704661225690e+00	4.468634977954266674e-01	1.507750826683519119e+00	1.066419064321249832e-01
-1.248600961139867849e+00	3.032060919019439638e+01	2.791201410059080512e+00	1.815752359284658723e+00	4.618684043244113968e-01	3.280869729440498617e+01	1.126259462409944057e+09	3.376615712145692783e+01	-8.534512259260623734e-02	3.083049148454984945e+01	3.961984150824273687e+00	5.669973770357433551e+00	5.144249162262811703e-01	2.768450315747147528e+01	9.397048352117142178e-01	6.969888392694309687e+01	3.593272680548616904e+01	6.363918877895483206e+01	4.499583843315310694e-01	1.343208091547849925e+00	3.802983358391411883e-01	2.162804075628842693e+00	2.706829434495848119e+00	4.501919767980029974e+02	4.342282486663414431e+00	2.040211672639978158e+00	2.447189032178867851e+00	9.521955361555732578e-02
-1.260179871294759391e+00	2.768380586371971219e+01	2.944060717447811726e+00	1.449882151241752126e+00	9.749373067372283375e-01	3.648890768483709479e+01	1.126259462412447691e+09	2.568536456349093910e+01	-3.041606335994574417e-01	2.358102004044673805e+01	8.706334359857602623e-01	2.578455361489475184e+00	5.949106564767729921e-01	2.541573351059677321e+01	6.462517388605139024e-01	6.543050259403608493e+01	3.974513803054514227e+01	6.006992772528383284e+01	8.745251994791063410e-01	2.028642511235410506e+00	1.535208909941968791e+00	1.753324042753899636e+00	2.640183295324851187e+00	4.202205969543260835e+02	2.405842345927728942e+00	6.617694015211443570e-02	4.879898593481087898e-01	8.923890991292042496e-02
-1.242426165733724108e+00	2.919830652434625051e+01	2.833538497008580848e+00	1.367739730029995826e+00	7.285695986976175043e-01	3.398353187551851562e+01	1.126259462411846638e+09	3.051391365571008762e+01	-1.833283336625964877e-01	2.807673343919811160e+01	4.313601941266117734e+00	4.153063462365346403e+00	4.391000001003290132e-01	2.686620531243000443e+01	8.261864464836388144e-01	6.744736104592259096e+01	3.693344739021249978e+01	6.206026531471663077e+01	6.468318900343771327e-01	2.049026708632096572e+00	1.476090120666494698e+00	1.569411374943108006e+00	2.666645666889145172e+00	4.080825774201242098e+02	5.789692061932610656e+00	2.262547281436133595e+00	1.685485266000386728e+00	8.680426523939618888e-02
-1.276441379362471817e+00	3.009091495211865208e+01	2.434384469281584806e+00	2.056796587235282914e+00	2.156486152427139827e-02	3.363176011580844005e+01	1.126259462408563375e+09	3.256843214841071443e+01	-7.508822718625250692e-02	2.983660397381809659e+01	6.114706655164012794e+00	4.846279968893951740e+00	3.875672671831095206e-01	2.756690001363843479e+01	8.871555895700370398e-01	6.927950349971123956e+01	3.671107135130052512e+01	6.346836408962654019e+01	2.998508075357918523e-01	6.631437016019221531e-01	5.108786046040956208e+00	2.050543596867883345e+00	2.408119035838672595e+00	4.318245566446194061e+02	4.940307394025382770e+00	2.809877250885399191e-01	1.733478558233727984e+00	9.155962176492404847e-02
-1.148072586390703975e+00	3.077761896044411927e+01	2.826367070044261798e+00	2.493723011603343309e+00	3.218244676923595060e-01	3.686309544841218866e+01	1.126259462406196833e+09	3.038432036774865708e+01	-3.732657015672054962e-02	2.709948218414405119e+01	7.490690768702930047e-01	5.333265032712973586e+00	1.696538213807043949e-01	2.745026140437346740e+01	7.351385404426559189e-01	7.171574117647548974e+01	4.133142080872682556e+01	6.396257763255624695e+01	3.197454822732560542e-01	1.684523766521961008e+00	5.106741149523090328e+00	1.799250106788968795e+00	2.706331315456997011e+00	5.829806164488846889e+02	5.855810226393383111e+00	1.014173876913190497e+00	1.271577323013837857e+00	1.212140572016747880e-01
-1.226397142674120033e+00	3.087135404714213394e+01	2.607284219410414661e+00	1.305688401541544863e+00	8.867307708572857994e-01	3.260717552840153388e+01	1.126259462413150549e+09	3.539993682638844064e+01	-1.547297604703983497e-02	3.249335344563763073e+01	6.018406325953797875e+00	5.962833571134910082e-01	1.911697092184384272e-01	2.833659911086186867e+01	9.965092934018536797e-01	7.092387730620191633e+01	3.552394047981348280e+01	6.510052897403915040e+01	8.866110852702172584e-01	1.554366048470480655e+00	2.929859195202382693e+00	1.811756217787364065e+00	2.573782757858038561e+00	4.212828489599539239e+02	2.665080213976594337e+00	6.192067343558307790e+00	1.276614879343136444e+00	8.945162848807274025e-02
-1.057800774715574210e+00	2.866052869963841232e+01	2.966189279887283980e+00	2.561873674827857883e+00	3.521026429166702054e-01	3.558818708905282335e+01	1.126259462406336069e+09	2.757464751882102050e+01	-2.177704044393401761e-01	2.480452719695238883e+01	5.676209402672589555e+00	5.597516482544628857e+00	6.570893064188468857e-01	2.578132188721486528e+01	6.969876587105623411e-01	6.713725264418943084e+01	3.956260512536840679e+01	6.039271428600521574e+01	3.515367535946911093e-01	1.627499098402156008e+00	6.120859758189963529e+00	2.439271985640061313e+00	2.815326232059500278e+00	5.337956362230444256e+02	5.513883853682965963e+00	2.650312190565662362e+00	2.081694649556626864e+00	1.116780134478427139e-01
-1.237237943115883976e+00	3.075838966016214471e+01	2.680899868384656326e+00	1.614904873650800710e+00	6.611101968323970235e-01	3.582686912972734206e+01	1.126259462411180973e+09	3.206450236193488479e+01	-5.317710551816546422e-02	2.945003335493728969e+01	4.714095839454150116e+00	1.408600006221249590e+00	4.301884465480023678e-01	2.825041821049089208e+01	8.220096835227258536e-01	7.107195325292966004e+01	3.900745089099477525e+01	6.527690248466463174e+01	6.611082052277211796e-01	1.573250921243281475e+00	3.285258727435825143e+00	1.843570580846627172e+00	2.487224325509902911e+00	4.179121081839649037e+02	1.716169259710389916e+00	9.802999082795987862e-01	1.471814133060699525e+00	8.877643619236437467e-02
-1.258388844592622569e+00	3.007352526176906693e+01	2.751816110008837413e+00	1.427326877393340965e+00	7.296019534942865814e-01	3.868564877248740430e+01	1.126259462410889864e+09	2.839097906189451237e+01	-2.030842038317421661e-01	2.592222006789817712e+01	4.234640399715258852e+00	4.583787119174174585e+00	7.828668816050353696e-01	2.745845919415265612e+01	6.700732930795161302e-01	7.076093971413231998e+01	4.236996065223780761e+01	6.460786884038557787e+01	7.166569892991432322e-01	1.382142051323236087e+00	5.562564545487203915e+00	2.707810104016051156e+00	2.688414351042651251e+00	4.502806027682570971e+02	3.514019638022875647e+00	6.233427328247482357e+00	1.335335194271963122e+00	9.523717442140008926e-02
-1.212744413041203728e+00	3.091530568256513689e+01	2.503446499603706688e+00	2.331302090987435349e+00	5.852711400467400793e-01	3.363427025635243695e+01	1.126259462407574415e+09	3.411811778480232960e+01	-1.179791346703169645e-02	3.103506236624055248e+01	6.104232805978913046e-01	1.218002502387224073e+00	4.866498264490373704e-02	2.812166972344482474e+01	9.227214424364988954e-01	7.109365147860214051e+01	3.697553369379981092e+01	6.466933262259298942e+01	5.851681275955247230e-01	1.552033957750639015e+00	2.651248560509044339e+00	2.418399381898332479e+00	2.400383268495353217e+00	4.709736872304505368e+02	3.261671841106935421e+00	5.977946757884157192e-01	7.350317535725749973e-01	9.934104150264159994e-02
-1.258638083922488882e+00	3.050596457801512074e+01	2.296470916930646311e+00	1.408392945591174339e+00	6.198990640018446907e-01	3.373593812186729224e+01	1.126259462411592960e+09	3.390241681055365319e+01	-4.276342989473503470e-02	3.157017634932326189e+01	1.785899076574739341e+00	1.104553600455940199e+00	1.701819631035067781e-01	2.840737540381913107e+01	9.358025330518314755e-01	7.013059061127138705e+01	3.622817380071773385e+01	6.530611447119055413e+01	6.161395384217354110e-01	1.680985966812165167e+00	1.884934861399029771e+00	1.662684627798600490e+00	2.293365334172682957e+00	3.442375515706853548e+02	3.670833937973768002e+00	6.230200296905502810e+00	1.767413241844673522e+00	7.387479991952553005e-02
-1.272032938978773675e+00	3.180760420453787773e+01	2.388833274882652180e+00	1.868038224925101076e+00	2.594541914782330094e-01	3.780792693864120935e+01	1.126259462409606934e+09	3.258240864117300362e+01	5.158324272986340026e-02	2.998548742115154297e+01	6.111405808576557241e+00	5.236936787267581828e+00	3.636813721679459932e-01	2.927243735341601649e+01	7.931005439630487430e-01	7.366472650009386314e+01	4.108231785892085952e+01	6.779341435979274877e+01	2.772368871593086093e-01	1.339846007240236947e+00	4.552183851399324688e+00	1.455771519031557881e+00	2.358294994446805237e+00	4.070954098946212980e+02	4.380404352796295697e+00	1.337142606725920391e-01	1.709829468881183256e+00	8.660593651679689142e-02
-1.269125988976207431e+00	2.909366643723505419e+01	2.824283769376699116e+00	1.684161247259169158e+00	8.180632053798700953e-01	3.574316353088370590e+01	1.126259462411326170e+09	2.854726660400304183e+01	-1.674243260643719089e-01	2.594747186070500788e+01	3.952556020333586884e-01	5.423374961516194581e+00	5.102668828146186275e-01	2.644411115350138175e+01	7.259422305550884413e-01	6.787169959941439856e+01	3.932443299541136383e+01	6.169063539158871379e+01	7.888479184822436707e-01	1.838853652174365916e+00	4.701338031032249454e+00	1.767221324636547353e+00	2.680157591566860287e+00	4.752901452090209204e+02	5.096593633065607420e+00	6.196389090578461989e+00	2.942438201863355918e+00	1.001945298275927210e-01
-1.269517424130338412e+00	2.735149956711992303e+01	2.640085765497813597e+00	1.997239596751740009e+00	8.984768863187498900e-01	3.259238765160991846e+01	1.126259462409276009e+09	2.793546180195089335e+01	-3.534381836770454366e-01	2.569379439993064551e+01	1.576735550789136964e+00	3.256371636554812987e+00	2.224487888276563963e-01	2.515669192761629347e+01	7.883372852145580367e-01	6.337138792885966865e+01	3.543592612690877530e+01	5.828618205154056398e+01	6.864136908572279205e-01	2.272141687277469568e+00	1.545637917472348022e+00	1.873807166287424719e+00	2.394864350682238019e+00	4.102795566574421287e+02	3.122373468261486096e+00	1.971544716837425826e+00	5.889624816440258703e-01	8.724547908837856913e-02
-1.005498802118433677e+00	3.102258463740864514e+01	2.593645080034511441e+00	9.721926940212028967e-01	1.053422136269142606e-01	3.522563549931033577e+01	1.126259462417355776e+09	3.374385836080681145e+01	-1.730052932693772194e-02	3.156597457508184235e+01	4.856298224944957553e+00	1.697263765687779591e+00	6.383834003635600052e-01	2.902033630674450038e+01	8.961080226842139673e-01	7.139987471889051562e+01	3.765601635808371128e+01	6.679161007439218167e+01	5.465139039149190525e-01	2.375575478883307917e-02	3.325284759125183065e+00	1.814641984656867102e+00	2.544702278613509616e+00	3.204110233494841964e+02	1.898397676890553498e+00	2.565580354289340725e-01	2.318766077186516839e+00	6.899466324236948334e-02
-1.278184658530369333e+00	3.121066374564513879e+01	2.184255606216902290e+00	1.705778606748197035e+00	2.985229328329982446e-01	3.630165860328839500e+01	1.126259462410126686e+09	3.297014604706161123e+01	1.151873496449093426e-02	3.065707705531677618e+01	6.260897283243092026e+00	1.544597174386395544e+00	2.555555409292654678e-01	2.902103381744345612e+01	8.445089903561513456e-01	7.201075594413001113e+01	3.904060989706840701e+01	6.695873565860516408e+01	2.701395780349907794e-01	1.131193324507248077e+00	1.077146908719908147e+00	2.083139996022647544e+00	2.251799115759826275e+00	3.519589148513680357e+02	1.054858884783413941e+00	5.675110803470382770e+00	1.638053351538794056e+00	7.544975626904013022e-02
-1.266645997962851933e+00	2.940704648986261915e+01	2.945538941965455404e+00	2.141600753132649970e+00	8.558275887779556168e-01	3.350391465620577236e+01	1.126259462409120083e+09	3.090734514845791736e+01	-1.701173403317093880e-01	2.800313308298045101e+01	5.076711084529258677e+00	5.666853644240718246e+00	7.725208297012935432e-01	2.664381015184356372e+01	8.358167506791198686e-01	6.788595932835441715e+01	3.697861417989649624e+01	6.150704773918622692e+01	6.762797761009935460e-01	2.230448198971568985e+00	2.121716335573662349e-01	1.235958585192540760e+00	2.841404687650782801e+00	4.931172924088869536e+02	5.288882718086624912e+00	3.516561274172710139e+00	2.248303317946029889e+00	1.037102547372661804e-01
-1.113895941668880951e+00	3.053940248718279094e+01	2.673825294625971072e+00	1.078563968260993988e+00	2.473149365497234048e-02	3.678054956220696425e+01	1.126259462414801121e+09	3.104078756160659225e+01	-3.074959611891606506e-02	2.870920298881963006e+01	3.146539592975163835e+00	1.160022849124270783e+00	2.998389911183589884e-01	2.824547874056629837e+01	7.805539430634047537e-01	7.080842673306759139e+01	3.976763917146099914e+01	6.548975255102659787e+01	2.220179457266639178e-01	2.046369429954427055e+00	5.356985865714236184e+00	1.757435849460706523e+00	2.664144745889828414e+00	3.803498552181819150e+02	2.220340151509814675e+00	1.412791087950492352e-01	1.879682888583075195e+00	8.121383842299491340e-02
-1.262470558773403084e+00	3.168008026144839562e+01	2.305047602857411615e+00	1.872052509173215640e+00	4.184860168728650742e-01	3.458382243555966085e+01	1.126259462409738779e+09	3.525056570859590721e+01	5.966705805017945285e-02	3.244382471001850377e+01	4.839199039752692499e+00	1.478360580732208884e+00	1.211107578739322871e-01	2.915763052707867686e+01	9.381214228262756416e-01	7.282626204265534398e+01	3.757569633405943677e+01	6.702764714557815751e+01	4.183997432193914401e-01	1.550490481250672348e+00	1.103409628421570865e+00	3.391465332922948273e-01	2.374733148585315146e+00	4.066219236458471755e+02	5.942608668174263364e+00	5.557685970462522995e+00	1.337852605521949512e+00	8.651079284467651231e-02
-1.263950401824345260e+00	3.131324127649330435e+01	2.269077009762614949e+00	1.551965751447994535e+00	6.531847863434973034e-01	3.573538795099655374e+01	1.126259462410992861e+09	3.338096739612297625e+01	1.870272754126543063e-02	3.074233897039706065e+01	3.265344947890508998e+00	4.439510245096578878e+00	9.922545009834929375e-02	2.883805811138929798e+01	8.602771855325485051e-01	7.218353935490242179e+01	3.880257195877945264e+01	6.647772692139361084e+01	6.500385418048832964e-01	1.472606230974677466e+00	4.863227182166516727e+00	1.920431896882803802e+00	2.303497117787212556e+00	4.032377586706935517e+02	1.845386822877438604e+00	6.004693471749212641e+00	1.588993363492356314e+00	8.583043821964066178e-02
-1.278079507142555915e+00	3.203787218993065977e+01	1.945695507808802072e+00	1.747548578528210328e+00	1.976203091566075543e-01	3.520782180011894269e+01	1.126259462409767389e+09	3.622918852590156291e+01	8.257852073107932456e-02	3.411894654838186369e+01	4.913771255670879690e+00	4.124984842339817881e+00	2.097286349164338148e-01	3.017176186517779968e+01	9.690729162991446044e-01	7.361459876340934727e+01	3.738541023750778436e+01	6.932676834850080638e+01	2.005265106160586119e-01	2.841389067245745914e-01	5.881961921286791295e+00	1.704499614814543929e+00	1.973022886676901066e+00	2.857969640932113293e+02	4.512547869778083864e+00	5.734548891751617639e+00	9.611050580539397536e-01	6.184956427442168947e-02
