dec	chirp_mass	theta_jn	ra	a_1	mass_1_source	geocent_time	mass_2	chi_eff	mass_2_source	phi_12	phase	a_2	chirp_mass_source	mass_ratio	total_mass	mass_1	total_mass_source	chi_p	tilt_1	phi_1	tilt_2	iota	luminosity_distance	phi_2	phi_jl	psi	redshift
-1.304942919784122246e+00	3.044543614283708521e+01	2.386621717697290812e+00	1.691966366709664271e+00	1.606321292544030943e-01	3.857881438301101440e+01	1.126259462409725666e+09	2.925025648117861721e+01	-1.262193511090552688e-02	2.680966527604723737e+01	5.819758278664711071e+00	3.882047145507514951e+00	4.639794856968877668e-02	2.790512119775585020e+01	6.949323276210747080e-01	7.134105484899880878e+01	4.209079836782019157e+01	6.538847965905824822e+01	1.587653906942104454e-01	1.723398958513481460e+00	5.744307971885955766e+00	1.476855255963054558e+00	2.379376330187890964e+00	4.291934866639282973e+02	5.280880943371080605e+00	7.777523048347302626e-02	1.119934525295709360e+00	9.103400508740763786e-02
-1.206573455265345984e+00	3.010801294356742730e+01	2.993503308903310511e+00	2.316373409313371212e+00	1.226900016578773844e-01	3.567494408792009608e+01	1.126259462407323837e+09	3.010571605194477129e+01	-7.777043153341677006e-02	2.692599166166494484e+01	1.087262083501245868e+00	4.346903414185723236e+00	3.151351237591378252e-01	2.692804595874835272e+01	7.547591832325355465e-01	6.999355938099961350e+01	3.988784332905483865e+01	6.260093574958504803e+01	9.415563788176632698e-02	8.577240681530760025e-01	1.531748401519585912e+00	2.716957333432664434e+00	3.005004913777171272e+00	5.668142333589494228e+02	2.619010485020831780e+00	3.542987701166707915e+00	8.151363510993622219e-01	1.180912640185825535e-01
-1.235254331734590760e+00	3.106264814810911901e+01	2.166485137296339847e+00	2.298437536536937387e+00	4.439876259200296604e-01	3.608224299975110227e+01	1.126259462407741547e+09	3.244475655455054408e+01	2.598416334843609704e-02	2.977789970933514496e+01	3.514611084436600752e+00	4.112653519396521240e+00	3.264709611603366368e-01	2.850939626270751504e+01	8.252785091420329344e-01	7.175846240674874821e+01	3.931370585219819702e+01	6.586014270908624724e+01	3.889798203372738516e-01	2.073869436295193935e+00	5.268274984936070382e+00	2.434628818596747402e-01	2.180474721339927147e+00	4.218154354443440752e+02	2.499700762193084458e+00	6.111702650764593514e+00	6.013724810089836614e-01	8.955825868334708895e-02
-1.205591229914243279e+00	3.047040528956739891e+01	2.469133188471437812e+00	2.364646224831801646e+00	3.204511240288566987e-02	3.275993363590963980e+01	1.126259462407730579e+09	3.404845786832651555e+01	-5.693333220602473516e-02	3.099580490365031338e+01	5.798967512520704304e+00	5.294889698273290257e+00	8.287061430395400441e-01	2.773854667201130653e+01	9.461498075098179195e-01	7.003478645823452098e+01	3.598632858990800543e+01	6.375573853955995673e+01	7.656952060400438187e-01	5.343461499581906304e-01	5.427943383850960757e+00	1.748211205701406978e+00	2.333895662225371037e+00	4.666538387437664142e+02	4.943725589192079717e+00	6.631211997039516692e-01	1.710276686862395756e+00	9.848600396619154596e-02
-1.257320234431995143e+00	3.103011802897642468e+01	2.812898263132589616e+00	1.635558277393272419e+00	1.579186370853253585e-01	3.379468903858753492e+01	1.126259462411127567e+09	3.401315495813125978e+01	9.313175802366928033e-03	3.075892348606753757e+01	1.570475328682355842e+00	4.192514544241306318e+00	8.673619088418221823e-01	2.806129062099124738e+01	9.101703362604197656e-01	7.138325328267097802e+01	3.737009832453971114e+01	6.455361252465507960e+01	7.765617104593508513e-01	1.046512815102435434e+00	4.737806889119604570e+00	1.648477088181364847e+00	2.682983927881219977e+00	5.037388213868813978e+02	2.509691062237351389e-02	5.238845262238421840e-01	1.426998142878065146e+00	1.057979637531121786e-01
-1.171083965878742639e+00	3.173111714784570836e+01	2.511907659978219520e+00	1.156228321294463512e+00	6.176872446815098172e-01	3.443761188681490637e+01	1.126259462413956404e+09	3.567742929300091248e+01	3.909864098625101536e-02	3.299114834852738198e+01	4.317627845024533784e+00	1.413218858127844868e+00	8.091238028853593445e-01	2.934196812477310345e+01	9.579975654803948304e-01	7.291909939589956480e+01	3.724167010289865232e+01	6.742876023534229546e+01	7.598152362859396103e-01	1.233151594543455909e+00	3.259689302912066378e+00	1.736771077545116171e+00	2.463001125223945209e+00	3.813903599281543393e+02	1.294131840757014373e+00	1.413560504441353505e-01	1.916056683121273085e+00	8.142429345274473929e-02
-1.247631794826269847e+00	3.174387885046819946e+01	2.590225834285300177e+00	1.448367393665819236e+00	6.911574199775057936e-01	3.552166928491042341e+01	1.126259462411923409e+09	3.415703588665525814e+01	2.820844235059098357e-02	3.114196511368998799e+01	5.384229741976700012e+00	1.372355641346022725e+00	3.518682714753296747e-01	2.894181951311247403e+01	8.767033121081129199e-01	7.311780564184365971e+01	3.896076975518839447e+01	6.666363439860042206e+01	6.406712038022001066e-01	1.186211032351241368e+00	2.408648724730003465e+00	2.303615659285937589e+00	2.530068924487840931e+00	4.582343224010071481e+02	1.509693159527116357e+00	1.178629510884807580e-01	1.477102868803283009e+00	9.681697227384813975e-02
-1.231846480081708606e+00	3.023054752381369426e+01	2.901298056795377889e+00	2.170659632017475360e+00	1.929192887884110252e-01	3.118174167767079297e+01	1.126259462407988787e+09	3.470318279651439752e+01	-1.006017426882785809e-01	3.114116990016414732e+01	1.279372572852607526e+00	2.754542193584344378e+00	5.160349231223121391e-01	2.712761599228947063e+01	9.986988610858866799e-01	6.945157808233817320e+01	3.474839528582377568e+01	6.232291157783494384e+01	3.475882878181290048e-01	3.770094349077131590e-01	5.785840942602987091e+00	2.401199569067973272e+00	2.900109226794446826e+00	5.476910437934812990e+02	7.820282082760083853e-01	6.095056217789533548e+00	2.341517915700571439e+00	1.143827578658652838e-01
-1.294572608010661874e+00	3.027046368703120294e+01	1.996267365437400132e+00	1.543114694602252257e+00	8.763287727601267729e-01	3.349230892377925528e+01	1.126259462410847425e+09	3.398355554609446472e+01	-3.645457652690620165e-02	3.198797273174976041e+01	4.144232930381333446e+00	3.538206552636937730e+00	5.399185409326076046e-01	2.849292110370292264e+01	9.550841300474979256e-01	6.956529591529566403e+01	3.558174036920119931e+01	6.548028165552901214e+01	6.891255301668166577e-01	2.236669245225916924e+00	3.834294737028187683e-02	4.236647586073997718e-01	1.978084488943478547e+00	2.883816357803677306e+02	4.182575877751614435e+00	7.846199409170542816e-02	1.195548163402523123e+00	6.238541063791715885e-02
-1.219601623806612523e+00	3.016720041997922053e+01	2.564201715742738585e+00	1.296042616794863989e+00	1.204564891879992411e-01	3.477282091967934718e+01	1.126259462412655830e+09	3.213294027860133184e+01	-5.707385510264106204e-02	2.986458992081500341e+01	4.604196673292386244e+00	4.416156005967462939e+00	1.634076071656576645e-01	2.803761690621524849e+01	8.588486389930309883e-01	6.954691384707091117e+01	3.741397356846957933e+01	6.463741084049435415e+01	1.291675684780538846e-01	2.077223546890526684e+00	6.194553230223442952e-01	1.917312417507679667e+00	2.527659552253061825e+00	3.544368058648179272e+02	5.223651996314730539e+00	9.787091192410274365e-01	1.970751746137214155e+00	7.595451214300223686e-02
-1.236298132436239872e+00	3.019794980432779141e+01	2.158018413455199624e+00	1.396777728007862152e+00	4.565137505883880564e-01	3.537725548060465286e+01	1.126259462411780357e+09	3.211269792171709980e+01	-7.109652027173297972e-02	3.028211403300218763e+01	4.819183034626667528e+00	4.341225022440116987e+00	7.320861273402629044e-02	2.847651610483661244e+01	8.559769157221411851e-01	6.962854365527331879e+01	3.751584573355621899e+01	6.565936951360684759e+01	4.395400839556165562e-01	1.844342595689678843e+00	6.178041706275820388e+00	1.708910722263561333e+00	2.048241117783726750e+00	2.790595163038619830e+02	4.714039433722902572e+00	9.304362871573400584e-01	1.781021291505373805e+00	6.045099383483912986e-02
-1.139438283403150454e+00	3.087123374582535718e+01	2.784427275743723840e+00	1.159467015192774397e+00	7.617650388443474307e-01	3.712003807958119239e+01	1.126259462414540768e+09	3.124685937890307841e+01	-4.007599306763442309e-02	2.872619581642806708e+01	1.750512319173844311e+00	4.331483246356045314e+00	3.882994536716458892e-03	2.838087165573031356e+01	7.738730158315659802e-01	7.162410311226511794e+01	4.037724373336203598e+01	6.584623389600925236e+01	7.583634649550371476e-01	1.665334275372509332e+00	6.152785778593040433e+00	1.294837249824653647e+00	2.588051604633121450e+00	4.127828091399092045e+02	1.620112790587299401e+00	7.496259370279364509e-01	1.592462050267223539e+00	8.774790712223304312e-02
-1.243081218285526202e+00	2.979225624426445052e+01	2.858834065165150484e+00	1.550197260449920122e+00	6.286118182072212290e-01	3.717230801160081910e+01	1.126259462411454439e+09	2.859365986873795507e+01	-1.117958723326809706e-01	2.577785326833321733e+01	1.895712325212612459e+00	3.178036105261815347e+00	8.124958974802796163e-01	2.685841593985253084e+01	6.934692691206693071e-01	6.982643130069368453e+01	4.123277143195573302e+01	6.295016127993403643e+01	6.167421926837991508e-01	1.376158168583046404e+00	1.999404884576518882e-01	2.155310858850798983e+00	2.749387405193919331e+00	5.212751529476914811e+02	2.095652813670264791e+00	2.223823340780447522e-01	4.772734931595548624e-01	1.092335568479556457e-01
-1.254234411626331536e+00	3.135049296519254369e+01	2.812551518546557272e+00	2.191915089725796406e+00	3.439805858185551041e-02	3.684689619460174015e+01	1.126259462407899380e+09	3.152269969903100133e+01	2.513063295963371968e-02	2.812998558378104619e+01	1.638913687633676286e+00	1.766753894069432507e+00	2.372526801225103080e-02	2.797631305615630382e+01	7.634289041664853448e-01	7.281364313461864413e+01	4.129094343558763569e+01	6.497688177838278989e+01	1.742043726181769295e-02	5.310472534312293824e-01	5.130298725386595038e-02	6.281251389433180066e-01	2.817245519896643735e+00	5.798409566214560300e+02	1.690216674887542680e+00	5.396244134995658470e+00	1.115092543472533615e+00	1.206084555267635666e-01
-1.256955156653037253e+00	3.120322876215672991e+01	2.627080752995568425e+00	1.403968235276977339e+00	5.401454244178593989e-01	3.543688614974353612e+01	1.126259462411546946e+09	3.311471569454257491e+01	-4.224619303108142522e-03	3.020882823137238660e+01	2.410632922858611860e+00	1.562469012678152414e+00	5.329975587060215014e-01	2.846507838494162357e+01	8.524684732095462181e-01	7.196039355271084048e+01	3.884567785816826557e+01	6.564571438111592272e+01	5.007515249533311952e-01	1.186514673637390826e+00	1.549828501704768158e+00	2.052055260480925014e+00	2.567112583890119204e+00	4.550926327117746268e+02	3.960461424563379129e+00	5.947265763107617564e-01	1.771206762395306056e+00	9.619331941357373017e-02
-1.177709278583113583e+00	2.975358807352473889e+01	2.816210979528499969e+00	1.206740037868428317e+00	3.546671441569120287e-01	3.541197545885157183e+01	1.126259462413687706e+09	3.033049348686301627e+01	-1.113335752057098282e-01	2.780687898668512403e+01	5.157212394059726535e+00	5.332649426342880083e+00	8.049397790143518749e-01	2.727797433756000345e+01	7.852394176370219858e-01	6.895628430380253349e+01	3.862579081693951366e+01	6.321885444553670652e+01	5.095327538636527098e-01	1.135093648849800685e+00	5.315908034799896598e+00	2.154685792536208400e+00	2.749822892597717949e+00	4.277977781796013801e+02	4.189935121680036012e+00	6.188581637158771520e-02	3.839695606769595593e-02	9.075504307356040135e-02
-1.268825734219407586e+00	2.912857490941564720e+01	2.682862459381412990e+00	1.958029035969218512e+00	6.150130861062115262e-01	3.443206410269860385e+01	1.126259462409218311e+09	2.974445272668157614e+01	-1.385492759562488296e-01	2.713281912868155743e+01	1.771598013947097705e+00	4.734367970099999212e+00	3.237290150501048180e-01	2.657101684659573237e+01	7.880102409124821738e-01	6.749072959262531413e+01	3.774627686594373444e+01	6.156488323138016483e+01	3.900297252158712036e-01	2.454643615756242792e+00	6.069706579455823814e+00	4.669580654121826546e-01	2.551894559211293600e+00	4.553965802660199529e+02	1.558119286223334399e+00	1.624208746891979693e+00	1.828773929475993709e+00	9.625367661259030816e-02
-1.263690510970465919e+00	2.960276509192457084e+01	2.836535551884987960e+00	1.965653047783405327e+00	3.936545547117685229e-01	3.232095481543640147e+01	1.126259462409342051e+09	3.222355074851755319e+01	-1.193458682176090635e-01	2.900683823259753069e+01	9.530017815717839458e-02	3.759424507192099529e+00	4.197577787611376371e-02	2.664767222459321516e+01	8.974622933708611416e-01	6.812873694579627681e+01	3.590518619727872363e+01	6.132779304803392506e+01	3.109685725279791590e-01	2.230860410280944173e+00	8.091068559669256643e-02	1.163526942542198572e+00	2.780683329558724104e+00	5.297810022588289485e+02	1.762108637538704059e-01	4.654385854530975197e-01	6.473758558805443597e-01	1.108949720795534416e-01
-9.828676045766022717e-01	3.057561466967337438e+01	2.849776864608665417e+00	8.975411600214897589e-01	7.829206108637295491e-01	3.555529152167624574e+01	1.126259462418407440e+09	3.243182099738587709e+01	-5.509475121441361617e-02	3.027781526370092990e+01	1.895749220401034663e+00	4.650883716442598015e+00	6.819940192751709762e-02	2.854489153159467563e+01	8.515698780093560183e-01	7.051656522671329697e+01	3.808474422932741987e+01	6.583310678537716853e+01	7.816612516623719920e-01	1.627523243215563742e+00	5.996965734068186116e+00	3.016523854367508584e+00	2.641831201873801938e+00	3.308736413906738676e+02	1.609529647289634546e+00	9.814056804978831261e-01	2.323683228738044892e+00	7.114138569526566591e-02
-1.138317074365505999e+00	3.017575931422768321e+01	2.719994733791737396e+00	1.034076291052031138e+00	3.556770586836785486e-01	3.225346112624571759e+01	1.126259462414509058e+09	3.440451422279119953e+01	-7.758218892938192890e-02	3.177414739536006394e+01	3.075426112844569015e+00	3.744499765867867591e+00	3.092597470771544232e-01	2.786869821815471937e+01	9.851391536241789204e-01	6.932802131945075530e+01	3.492350709665955577e+01	6.402760852160578509e+01	2.913253445398662489e-01	2.315677350681601965e+00	5.718665994351240123e+00	1.280874580706191868e+00	2.715319326330781990e+00	3.881157175249198303e+02	2.510906800016222462e+00	2.554500474975926139e+00	1.428899186102777330e+00	8.278323867205457376e-02
-1.066044954774204356e+00	3.163705437538673948e+01	2.831009443141864867e+00	2.511963653500480120e+00	1.743902933716419135e-01	3.302532620146941866e+01	1.126259462406851530e+09	3.550044130325751013e+01	5.641002195310885342e-02	3.151103766064190026e+01	3.608387097591718273e+00	7.092552835634129416e-01	1.546922418698145063e-01	2.808180336065598226e+01	9.541476583277429535e-01	7.270688518373219722e+01	3.720644388047469420e+01	6.453636386211131537e+01	1.574804260603190342e-01	1.126781620903815506e+00	1.313250822291186282e+00	1.329148233351754360e+00	2.846204345574843586e+00	6.110163993383175693e+02	4.921637919882905443e+00	4.146914933670715619e+00	2.893822259252411211e+00	1.266033726207143606e-01
-1.165070429948008357e+00	3.100289033962613061e+01	2.344998303926523420e+00	2.407994251031766453e+00	5.674457954675844462e-01	3.325286400010492116e+01	1.126259462407240152e+09	3.493927436472683468e+01	-5.058872272516242927e-03	3.200432342884640491e+01	3.297717285902092232e+00	1.068071340431580252e+00	1.786006530031505057e-01	2.839860150788251758e+01	9.624531417427812929e-01	7.124158649751268513e+01	3.630231213278585756e+01	6.525718742895131186e+01	5.639757739027317918e-01	1.460149119469352996e+00	2.856186207806690192e+00	2.006744777256278311e+00	2.276282050764225851e+00	4.325517062376347326e+02	6.153903493708781092e+00	6.504283287651884127e-01	4.600772394194487247e-01	9.170482676834454394e-02
-1.266338482045127112e+00	3.235323126911175962e+01	2.830598735967903679e+00	1.838063901918928877e+00	3.027363297027263478e-01	3.530682365125635158e+01	1.126259462409647942e+09	3.504096186396017742e+01	4.122486656949843342e-02	3.136601766406845826e+01	5.184436084474486783e+00	1.050788317493781321e+00	4.864903869263140779e-01	2.896016460439605211e+01	8.883840125038361402e-01	7.448444730580210660e+01	3.944348544184192917e+01	6.667284131532481695e+01	4.104327683135400306e-01	8.929148130870845357e-01	3.374218122461487113e+00	1.832959643638103930e+00	2.771994243304409355e+00	5.620211091411340476e+02	2.275468899756386776e+00	2.229481580436107613e-01	1.496336702134224150e-01	1.171632382296837749e-01
-1.261747000556590503e+00	3.175291757871871567e+01	2.973180602154847474e+00	1.514650452688499627e+00	3.973350569696871837e-01	3.269065068337380353e+01	1.126259462411139011e+09	3.641658648420314393e+01	3.091375322851502502e-02	3.258686221668899208e+01	5.498083786731394085e+00	4.201231526773293368e+00	2.038900234383509980e-01	2.841364471555934657e+01	9.968251330421636913e-01	7.294915902585353251e+01	3.653257254165038859e+01	6.527751290006278850e+01	3.894424429410919264e-01	1.371146692918246091e+00	2.238741674028217332e-01	1.654895924920326111e+00	2.872409457220281404e+00	5.638815456130201937e+02	5.721957954134215818e+00	5.947412068333001178e-01	9.866637196249908870e-01	1.175235664620941783e-01
-1.176851943860880212e+00	3.109028704313248070e+01	2.669233827231690004e+00	2.289502137583610875e+00	2.054271290327175370e-01	3.218942375670876288e+01	1.126259462407782316e+09	3.521876727030872445e+01	-1.687152672625787109e-02	3.130279394128324100e+01	5.451368279069911393e-01	5.056946694254516927e+00	2.873197320763603568e-01	2.763335926601252623e+01	9.724558655623422032e-01	7.143508157053946661e+01	3.621631430023074927e+01	6.349221769799199677e+01	2.697840071387717087e-01	1.398171732791672506e+00	2.953756311534942114e+00	1.818721538348756939e+00	2.775566465831107887e+00	6.031774149021675839e+02	3.498893139441933808e+00	5.073564873385024043e+00	1.254918786354804361e+00	1.250998021573071772e-01
-1.222139013504104810e+00	3.092851990201371493e+01	2.370960031200407769e+00	1.288579957700846990e+00	6.281313963367549658e-01	3.372101915322355126e+01	1.126259462412246227e+09	3.441033657387463762e+01	-1.920372520486886975e-02	3.162707528252725808e+01	4.010522287023550625e+00	2.113010795921428375e+00	3.020500924759999539e-01	2.842688345166588704e+01	9.379038972344903025e-01	7.109888928736393154e+01	3.668855271348928682e+01	6.534809443575080934e+01	5.837073474435038323e-01	1.192447616258845766e+00	9.320437581565279572e-01	2.825266218229952386e+00	2.411547103251916901e+00	4.140517971232499121e+02	4.942566045180077694e+00	5.921616353304332669e+00	2.785284856968524014e+00	8.800248731456446205e-02
-1.237381189594442432e+00	2.966643249158391527e+01	2.983311010839549748e+00	2.202933791372913674e+00	5.370759531517128593e-01	3.639331479853663609e+01	1.126259462408025503e+09	2.906984633860894007e+01	-1.079576321527519756e-01	2.634556776279988100e+01	3.455893555391907235e+00	2.232017371466912814e-01	3.607700675279273406e-01	2.688624488700866522e+01	7.239122874253606232e-01	6.922643276981550287e+01	4.015658643120656279e+01	6.273888256133651709e+01	3.693009770237883349e-01	2.383394808040180113e+00	4.403922481594717553e-01	6.752778201562712468e-01	3.055544040186948251e+00	4.915693865449498503e+02	3.896285803551378102e+00	4.220213454862315139e+00	2.918747266745195468e+00	1.034055747189384783e-01
-1.269308073472110276e+00	2.853964371698636882e+01	2.852200040657240976e+00	1.935962084727350430e+00	8.777967250066397442e-01	3.591067653124548542e+01	1.126259462410638571e+09	2.742875042645986738e+01	-2.039150982524035594e-01	2.497337780270486718e+01	8.827210454680124441e-01	4.429419556843978256e+00	9.318664013387465417e-01	2.598482591504926020e+01	6.954304461787514935e-01	6.687015046463083934e+01	3.944140003817097551e+01	6.088405433395034549e+01	7.332339506884255620e-01	2.152892997151580889e+00	6.138425772992521345e+00	1.357993257863576719e+00	2.444246572884620772e+00	4.658136610811687319e+02	7.379615112809476685e-01	1.335798660808030114e+00	1.487893427719155781e+00	9.831960430635304504e-02
-1.247427537271621478e+00	3.154872507680252625e+01	2.953738814390116207e+00	1.385457325751474400e+00	5.350846039641765639e-02	3.609412000014831534e+01	1.126259462411089659e+09	3.292521554090141933e+01	-1.099780228901887924e-02	2.973749963165112220e+01	3.362663671820552924e+00	8.487717514691486276e-01	9.424167315530071476e-02	2.849427664900238000e+01	8.238876479473368208e-01	7.288845036173225367e+01	3.996323482083082723e+01	6.583161963179944109e+01	7.469637579522470094e-02	2.201942771427047862e+00	6.083252977868198741e+00	1.421942939036803466e+00	2.946909623812091983e+00	5.108619456274993809e+02	3.162731342509164989e+00	1.281327156972730918e+00	6.390240150960802001e-01	1.071951559053557351e-01
-9.594254530594330532e-01	3.088050568109109051e+01	2.762313607495473278e+00	9.437895028342495607e-01	3.057660804671897825e-01	3.892267481874483792e+01	1.126259462417979717e+09	3.016358079229342337e+01	-1.083944546588094977e-02	2.799230031313521749e+01	3.320896734981878318e+00	3.111918970934812734e+00	1.436534729532266963e-01	2.865761843061524416e+01	7.191772005261661826e-01	7.210537312139544497e+01	4.194179232910202160e+01	6.691497513188005541e+01	3.036020927446910211e-01	1.451753232024429074e+00	9.165764248524981284e-01	2.131599539225960793e+00	2.703430087986189889e+00	3.623636217425679433e+02	4.237473159834376446e+00	7.006506990410336089e-01	6.242129448879384368e-01	7.756706147294886722e-02
-1.278053873341233881e+00	3.059234398046680070e+01	2.840466931522299010e+00	2.016316086747963254e+00	2.278930545844998490e-01	3.582444942483202510e+01	1.126259462408519983e+09	3.121145900110284899e+01	-3.399736776139584971e-02	2.817875066204348045e+01	4.241683241386697695e-02	6.122408257186665814e+00	3.443667183627957540e-01	2.761979288320293691e+01	7.865787503913775902e-01	7.089147703562638014e+01	3.968001803452353471e+01	6.400320008687550910e+01	2.302443862900066252e-01	2.553698008907370198e+00	3.656754844290033279e+00	1.074870606153164987e+00	2.817387703287866696e+00	5.130503474903184724e+02	3.699171676703900236e+00	7.022610244540551661e-02	2.791366908247062462e+00	1.076239459808414067e-01
-1.262133488407910953e+00	3.102844986904259272e+01	2.878372729808490238e+00	1.447032401595777173e+00	3.803174133247674837e-01	3.775506527870827966e+01	1.126259462411499739e+09	3.073135385416320986e+01	-3.792705941540163578e-02	2.794127842338690826e+01	6.190465383035507196e-01	4.416090608234197745e+00	8.376923769706261513e-01	2.821140132489060903e+01	7.400670139787629553e-01	7.225644992478078166e+01	4.152509607061757180e+01	6.569634370209519147e+01	5.456709980897889167e-01	1.080641387513356255e+00	5.950929060128500758e+00	1.977136661380797245e+00	2.655705753573775585e+00	4.735722960837352389e+02	2.867902912524655790e-01	1.046325343753810033e+00	1.386328920839250634e+00	9.985496685223267666e-02
-1.228040739822501504e+00	3.082175114731448673e+01	2.984919510281991872e+00	1.410521962246264138e+00	4.825353131279681157e-02	3.535617487538258530e+01	1.126259462411840916e+09	3.203216771659236883e+01	-5.920542525024392183e-02	2.888181537842214297e+01	5.652021306517107213e+00	3.005640988258786450e+00	8.991585202988513492e-01	2.779044284958893485e+01	8.168817888309423125e-01	7.124490100868143827e+01	3.921273329208907654e+01	6.423799025380472472e+01	6.998690822131768963e-01	7.253644477648958366e-01	1.389633720323375954e+00	1.767673773895858114e+00	2.983002725236802988e+00	5.204763603695448637e+02	7.584697196608960468e-01	5.645944846419244989e+00	1.364888323279184017e-02	1.090773657020148030e-01
-1.151301907886600251e+00	3.133274660763798636e+01	2.827589891236091280e+00	1.116790730341733706e+00	6.501664704789398286e-01	3.727465680505262213e+01	1.126259462414582729e+09	3.173798904204334903e+01	4.836720775954658769e-02	2.889066912842375601e+01	5.936009769263267621e+00	4.695933715809497144e+00	4.370036716475571570e-01	2.852178233242376137e+01	7.750753891450341548e-01	7.268624967131286496e+01	4.094826062926951238e+01	6.616532593347638169e+01	6.178309140195327176e-01	1.887504642579261427e+00	4.734831859763716011e+00	5.523440783194749626e-01	2.946552174239142730e+00	4.670022564985926579e+02	4.387656321847396512e+00	5.389400183913541476e+00	2.276021529918539343e+00	9.855500061153971147e-02
-1.210914374601982146e+00	2.833421074515815974e+01	2.571823145370958574e+00	1.272997119867056881e+00	1.909110061800934621e-01	3.028107970731615950e+01	1.126259462413140535e+09	3.242383328436751100e+01	-2.339700688114712546e-01	3.005139071410554763e+01	1.394583265768517322e+00	4.086846433187964145e+00	9.144955704770952876e-01	2.626100468167286195e+01	9.924147687126519957e-01	6.509548863108035732e+01	3.267165534671284632e+01	6.033247042142171068e+01	7.377586141856846691e-01	1.244069875328044805e+00	4.664299161250962555e+00	2.190950128765050575e+00	2.498066054378643486e+00	3.691558373126055699e+02	6.058882427019479877e+00	1.990380046424281291e-01	2.326517529369874104e+00	7.894618231922229112e-02
-1.218267358246568399e+00	2.969128331437740798e+01	2.724461530755708516e+00	2.317646319136827060e+00	3.054426326433296590e-01	3.556759108264740377e+01	1.126259462407895327e+09	2.975588556765456616e+01	-1.054070939751770158e-01	2.696948582744517253e+01	5.255588470215635688e+00	3.419513932871422135e+00	5.905609528465476377e-01	2.691093305642385758e+01	7.582601184538176886e-01	6.899820471841030667e+01	3.924231915075574051e+01	6.253707691009257985e+01	4.092426189294303684e-01	1.722685428886807646e+00	8.612406224083848372e-01	1.886694633576727398e+00	2.645203808087541741e+00	4.911182509786160608e+02	6.116829092624019637e+00	2.621517724643739333e-01	7.856710354670956575e-02	1.033167542769334868e-01
-1.162511372952820921e+00	3.060444542035946469e+01	2.776103927364340418e+00	2.395081003985239931e+00	1.188683040312927403e-01	3.341887010468278163e+01	1.126259462407163620e+09	3.310864825755885477e+01	-1.370848083354282362e-02	2.961948741890667591e+01	1.618946585016362461e+00	4.539380006818522162e+00	5.242442604562899122e-01	2.737919044713635941e+01	8.863102590280657056e-01	7.046424458549265069e+01	3.735559632793378881e+01	6.303835752358946820e+01	4.561412850845976141e-01	1.996064699058483827e+00	3.125100234297423896e+00	1.520882498662191828e+00	2.838649152107273199e+00	5.653067666959592543e+02	4.744046819313787466e+00	5.588549477237693353e+00	1.124842064196970526e+00	1.177995010279948018e-01
-1.017068007342988967e+00	3.097146388424448205e+01	2.799350823054415294e+00	9.319357620144614884e-01	4.088914758364389779e-02	3.892653836746467277e+01	1.126259462416885853e+09	3.028740996509086614e+01	-5.385287001630605259e-03	2.806204347078426409e+01	5.217443007715175440e+00	5.210229505979180331e+00	1.138150754960136207e-01	2.869583654974922737e+01	7.208974814528820163e-01	7.230088725460814203e+01	4.201347728951728300e+01	6.698858183824893331e+01	7.363767506204718649e-02	2.716339458888440639e+00	4.069811035271353461e+00	1.222801731093330124e+00	2.818658437754894663e+00	3.709084715642449055e+02	3.004068735806942669e+00	5.264395434797223494e+00	2.631015362018363390e+00	7.930165515649136021e-02
-9.238180060288834206e-01	3.154818722726411906e+01	2.523007306179046783e+00	9.154598148917898470e-01	7.188744730586678067e-01	3.598940054447865577e+01	1.126259462419604063e+09	3.401197544769188852e+01	2.827032324977593949e-02	3.167551979119325622e+01	4.446308581099716051e+00	4.338635193835553849e+00	2.319809337281137362e-01	2.938098172011027742e+01	8.801346872128654741e-01	7.265603293325477807e+01	3.864405748556288955e+01	6.766492033567190845e+01	6.932727983072483058e-01	1.303113782763494433e+00	5.459390529446928930e+00	2.306268580865039386e+00	2.513495453531992663e+00	3.436860575498600383e+02	3.622513803367058749e+00	6.204179901713697376e+00	1.798250428178377325e+00	7.376218833662950836e-02
-1.259239967166145391e+00	3.013683997281011528e+01	2.718901388909909400e+00	1.807071283753600710e+00	3.997581460067524128e-01	3.627764066600919080e+01	1.126259462409736156e+09	2.999966582332318410e+01	-7.641233467353397701e-02	2.712921390163027979e+01	5.955722135718802157e+00	6.954876813553804160e-01	6.176162589394650071e-02	2.725326284487923800e+01	7.478218925920767646e-01	7.011572302959095282e+01	4.011605720626776872e+01	6.340685456763947059e+01	3.843005217275445307e-01	1.849791801507480793e+00	2.613326358132757932e+00	2.103729801580000114e+00	2.721191416880594183e+00	5.037831982233012127e+02	2.285863186671972969e+00	6.107488559767925373e+00	7.882268265791796402e-01	1.058066751252386140e-01
-1.259663370788607573e+00	3.220543787478996478e+01	2.561600041598464550e+00	1.528118204924965085e+00	4.595754467370363194e-01	3.731452652504887624e+01	1.126259462410725832e+09	3.357113132117832066e+01	3.520689674521623735e-02	3.066942434167375353e+01	5.915315737923625417e-01	3.312730157487149718e+00	1.261612609639831128e-01	2.942177404871194923e+01	8.219164812686466925e-01	7.441607370432717516e+01	4.084494238314885450e+01	6.798395086672262266e+01	4.582674821225558581e-01	1.646259947952013691e+00	1.436291641832339039e-01	3.086996738061116852e-01	2.526801208695842238e+00	4.471391512335786729e+02	7.351607379755966676e-01	1.377109014059539338e-01	2.802408679049041229e+00	9.461237182602447171e-02
