mass_1	mass_2	chirp_mass	ra	dec	geocent_time	phase	iota	psi	luminosity_distance	total_mass	mass_ratio	chi_eff	chi_p	tilt_1	tilt_2	phi_12	theta_jn	phi_jl	mass_1_source	mass_2_source	total_mass_source	chirp_mass_source	a_1	a_2	phi_1	phi_2	redshift
4.918221299999999729e+01	3.069191000000000003e+01	3.363705527370020576e+01	2.021420299999999948e+00	-1.257906399999999536e+00	1.126259462426434040e+09	3.409864635364000751e+00	2.602538119298532848e+00	1.453937746025113276e+00	5.407446899999999914e+02	7.987412299999998311e+01	6.240449164009761462e-01	1.362008058504410035e-01	9.007650821550602371e-01	1.321300873556014110e+00	1.613350075199112332e+00	4.712664881891670987e+00	2.655120144978040830e+00	6.136804034301094113e+00	4.418761155095771898e+01	2.757505435627621893e+01	7.176266590723392369e+01	3.022111128168142002e+01	9.295465144613613839e-01	3.135072099081893104e-01	3.150262633865921202e-01	5.027691145278263107e+00	1.130317134992108452e-01
4.696897899999999737e+01	2.831743000000000166e+01	3.154827781988053914e+01	2.275535899999999945e+00	-1.116661600000000254e+00	1.126259462426434040e+09	4.466966999678540162e+00	6.927348889378858177e-01	2.546702501082554360e+00	4.890860700000000065e+02	7.528640899999997771e+01	6.028964351130562394e-01	3.083622992119310156e-03	8.306612280819597460e-01	1.637232215276759106e+00	7.451460627498395217e-01	4.707787872827903897e+00	5.331288788836702208e-01	3.396944542310612380e+00	4.258615884540080998e+01	2.567504335305049779e+01	6.826120219845128645e+01	2.860441080774329592e+01	8.324977614759050404e-01	1.358762537123623382e-01	2.548487949485384263e+00	9.730905151337028158e-01	1.029165408063686532e-01
4.686838900000000052e+01	3.062425400000000053e+01	3.283335268409527430e+01	1.488432500000000047e+00	-1.264951899999999796e+00	1.126259462426434040e+09	5.731043237838608029e+00	2.644541691562956931e+00	1.228825393574848324e+00	5.059168000000000234e+02	7.749264300000000105e+01	6.534095720678601005e-01	7.054905272105702063e-02	7.815180302104834942e-01	1.431604248748338470e+00	1.538351569492957482e+00	1.385576775653114767e+00	2.825313249684614281e+00	3.287664004669650919e-01	4.236784682792892909e+01	2.768355666527368442e+01	7.005140349320261350e+01	2.968052640698014599e+01	7.891503666610740764e-01	3.376745689821101792e-01	4.425654180255148340e+00	5.811230955908262885e+00	1.062254164189507383e-01
4.561621499999999685e+01	3.085902400000000156e+01	3.253843727970681954e+01	2.392862099999999881e+00	-1.173893499999999923e+00	1.126259462426434040e+09	2.816467690430097370e+00	2.837253077764466891e+00	1.539161544958552508e+00	6.919503399999999829e+02	7.647523900000000197e+01	6.764924270897969549e-01	9.047532344331817022e-02	5.622479391219841194e-01	9.027320891481219745e-01	1.517250695843628261e+00	9.901588521537814103e-01	2.879926191777625100e+00	3.212912947488834270e+00	3.994480297395602975e+01	2.702235671347525425e+01	6.696715968743127689e+01	2.849297045400006922e+01	1.934531409307729266e-01	8.795044119076905753e-01	2.199090725766128074e+00	3.189249577919909928e+00	1.419812241843257938e-01
4.502893399999999957e+01	3.561633700000000147e+01	3.481518998806428300e+01	2.279266300000000189e+00	-1.188022700000000098e+00	1.126259462426434040e+09	1.227025158292214535e-01	2.824310854775811563e+00	2.378957546326778250e+00	6.474508299999999963e+02	8.064527100000000814e+01	7.909655822631731503e-01	2.005720653370620110e-01	4.978962931618061138e-01	9.594132696625849999e-01	1.448875545553481636e+00	3.569144809120983197e+00	2.749707007768526612e+00	3.899455401124483078e+00	3.972351717594147402e+01	3.141993489260971373e+01	7.114345206855118420e+01	3.071318093993824405e+01	6.080396875078324381e-01	1.060596974385339814e-01	4.148972601884119982e-01	3.984042069309394751e+00	1.335585869841292017e-01
4.484700800000000243e+01	2.929711500000000157e+01	3.141374046995308333e+01	9.285605099999999501e-01	-1.026967400000000197e+00	1.126259462426434040e+09	3.832518082364761547e+00	2.758335944300867482e+00	2.730912524909318240e+00	3.583012600000000134e+02	7.414412300000000755e+01	6.532679950466259156e-01	2.432998100206956033e-02	8.407830503697548696e-01	1.634637744799392500e+00	4.932642118028942035e-01	1.987447096615131636e+00	2.876012641025690098e+00	6.179618705533630241e+00	4.165068955418104935e+01	2.720906245736930629e+01	6.885975201155035563e+01	2.917483262316249437e+01	8.424993658751132042e-01	1.633210243536904749e-01	7.062418356581723344e-02	2.058071280180948648e+00	7.674106911629964556e-02
4.478913099999999758e+01	3.117306299999999908e+01	3.242289338066624538e+01	1.140517400000000015e+00	-1.199211400000000038e+00	1.126259462426434040e+09	1.300229726996476209e+00	2.746415507693618974e+00	1.073100153473913965e+00	4.576004599999999982e+02	7.596219399999998245e+01	6.959961558530796122e-01	6.092969352856072301e-02	5.551100519026953561e-01	1.336679073580990362e+00	2.556107526337650260e+00	5.873818203654001202e+00	2.871192899666485054e+00	4.388521594025415196e-01	4.084023990020106254e+01	2.842464997465750187e+01	6.926488987485855375e+01	2.956428745905006750e+01	5.706784430035296563e-01	5.008323413926365347e-02	2.742441168408495500e+00	2.333074064882911358e+00	9.669118275134068463e-02
4.460103199999999646e+01	3.541109500000000310e+01	3.455090245019982831e+01	2.705976600000000065e+00	-4.697527599999999914e-01	1.126259462426434040e+09	4.678752006054422097e+00	6.101479789180858093e-01	1.630977370866945497e+00	6.144535499999999502e+02	8.001212699999997824e+01	7.939523686357752297e-01	1.736350460110172578e-01	8.769561441768122245e-01	1.229501263828778779e+00	1.570359387209900204e+00	1.020524948389267689e-01	3.598232674636950290e-01	4.481406716336081786e+00	3.956581384660716338e+01	3.141337162051591037e+01	7.097918546712305954e+01	3.065029021249754848e+01	9.306332178232815666e-01	8.250246879614472548e-03	3.033478058696557511e+00	3.135530553535485154e+00	1.272618370220788553e-01
4.450286499999999990e+01	2.919713600000000042e+01	3.124233144423117281e+01	2.346086600000000022e+00	-1.254912199999999922e+00	1.126259462426434040e+09	5.269925755837537196e+00	2.662658263946338977e+00	2.839415221771610209e+00	5.356035500000000411e+02	7.370000100000000032e+01	6.560731764123500787e-01	2.848460434714920018e-03	5.302981703133711200e-01	1.850311733832892491e+00	1.338894271418263449e+00	1.503802941320851461e-01	2.910915072270016779e+00	2.521024914983802212e+00	4.001946773122891443e+01	2.625569931275889957e+01	6.627516704398780689e+01	2.809485355787246164e+01	4.645723789758409161e-01	8.813101744920140979e-01	6.073085332924909707e+00	6.223465627056994798e+00	1.120304072728209033e-01
4.439987599999999901e+01	2.874721299999999857e+01	3.095616073259407486e+01	2.252422800000000169e+00	-1.225629000000000079e+00	1.126259462426434040e+09	3.284685610382765741e+00	2.438958649248824884e+00	8.927360959366166249e-01	5.273764499999999771e+02	7.314708899999999403e+01	6.474615604782320011e-01	-2.900444397348551223e-02	5.815693089894365952e-01	1.448844421284027240e+00	1.687398596351454838e+00	1.617753456202488671e+00	2.604010448265580813e+00	1.862907989398743247e+00	3.998455625314920781e+01	2.588846318669363100e+01	6.587301943984283525e+01	2.787774340166932774e+01	2.024980223473993035e-01	9.614073944236626312e-01	5.146900636129903006e-01	2.132443519815478084e+00	1.104256283075053802e-01
