#Frequency	Median Mag	Phase (Rad)	-1 Sigma Mag	-1 Sigma Phase	+1 Sigma Mag	+1 Sigma Phase
5.000000000000000000e+00	1.198851000000000111e+00	5.113233899999999887e-02	9.951079999999999925e-01	-2.365945700000000040e-01	1.415753700000000004e+00	3.342498099999999805e-01
5.279491000000000156e+00	1.191875999999999935e+00	3.223167700000000024e-02	1.003857299999999952e+00	-2.094589000000000034e-01	1.392684599999999939e+00	2.672213299999999792e-01
5.574605000000000032e+00	1.181577700000000064e+00	1.382937700000000034e-02	1.012123200000000001e+00	-1.819280299999999906e-01	1.358964000000000061e+00	2.069778700000000082e-01
5.886215299999999928e+00	1.168144499999999919e+00	-2.063819799999999996e-03	1.020524299999999940e+00	-1.543778399999999884e-01	1.321206300000000056e+00	1.501106600000000069e-01
6.215244099999999605e+00	1.151838899999999999e+00	-1.367443999999999951e-02	1.028981900000000005e+00	-1.299929700000000132e-01	1.279730599999999940e+00	1.012917099999999931e-01
6.562665100000000251e+00	1.135624699999999931e+00	-2.225333000000000172e-02	1.035187099999999916e+00	-1.083041500000000018e-01	1.238178699999999965e+00	6.119165700000000346e-02
6.929506199999999616e+00	1.118049800000000094e+00	-2.908360000000000112e-02	1.038847400000000087e+00	-9.214302400000000393e-02	1.200723999999999902e+00	3.169317299999999810e-02
7.316853100000000332e+00	1.100884799999999997e+00	-3.456473499999999921e-02	1.035791499999999976e+00	-8.086712100000000014e-02	1.168265899999999968e+00	1.119734200000000075e-02
7.725851999999999720e+00	1.085735499999999965e+00	-3.798751100000000158e-02	1.027976199999999896e+00	-7.528973799999999494e-02	1.144736500000000046e+00	-1.836488899999999926e-03
8.157713100000000495e+00	1.071051200000000092e+00	-4.026354299999999886e-02	1.016259599999999930e+00	-7.231319599999999626e-02	1.126954400000000023e+00	-8.560382700000000733e-03
8.613714599999999777e+00	1.058288600000000024e+00	-4.177257300000000034e-02	1.005394499999999969e+00	-7.331499199999999550e-02	1.114300199999999963e+00	-1.100051900000000027e-02
9.095205699999999283e+00	1.048122999999999916e+00	-4.251355300000000254e-02	9.957654799999999806e-01	-7.437986600000000281e-02	1.103777599999999914e+00	-1.016926299999999957e-02
9.603611199999999570e+00	1.038952899999999957e+00	-4.242653700000000028e-02	9.884367600000000254e-01	-7.537573100000000137e-02	1.093400200000000044e+00	-8.239556099999999911e-03
1.014043599999999934e+01	1.031744599999999901e+00	-4.151292599999999861e-02	9.832091699999999657e-01	-7.653010899999999894e-02	1.084093500000000043e+00	-5.374611799999999898e-03
1.070726799999999912e+01	1.025818200000000013e+00	-3.952029299999999801e-02	9.807712899999999623e-01	-7.635668900000000536e-02	1.073503799999999897e+00	-2.017770299999999996e-03
1.130578500000000020e+01	1.020446699999999929e+00	-3.690079899999999802e-02	9.795017599999999991e-01	-7.608535099999999551e-02	1.063413500000000012e+00	1.000022300000000036e-03
1.193775800000000054e+01	1.016616500000000034e+00	-3.455434599999999967e-02	9.797907500000000436e-01	-7.499110000000000498e-02	1.054080099999999964e+00	3.732790599999999924e-03
1.260505700000000040e+01	1.013125700000000018e+00	-3.224952799999999953e-02	9.799781899999999712e-01	-7.393670200000000692e-02	1.046309799999999957e+00	5.991204499999999711e-03
1.330965699999999963e+01	1.009536900000000070e+00	-2.987463500000000008e-02	9.791536499999999865e-01	-7.185839400000000599e-02	1.039104299999999981e+00	7.367460099999999755e-03
1.405364299999999922e+01	1.006570399999999976e+00	-2.810104399999999863e-02	9.775289200000000234e-01	-6.901960699999999671e-02	1.034216999999999942e+00	8.069280200000000791e-03
1.483921600000000041e+01	1.002887400000000095e+00	-2.665341699999999869e-02	9.748642699999999772e-01	-6.513014100000000250e-02	1.030864400000000014e+00	7.243890299999999893e-03
1.566870100000000043e+01	1.000048499999999896e+00	-2.527911600000000078e-02	9.716376500000000194e-01	-5.982717900000000116e-02	1.028301700000000096e+00	5.533142900000000315e-03
1.654455300000000051e+01	9.974363699999999611e-01	-2.350749300000000083e-02	9.683201200000000064e-01	-5.371037599999999718e-02	1.026370900000000086e+00	3.393366899999999964e-03
1.746936399999999878e+01	9.953538699999999739e-01	-2.150221600000000108e-02	9.651759300000000152e-01	-4.669713899999999862e-02	1.024880699999999978e+00	1.498634499999999944e-03
1.844586999999999932e+01	9.932662199999999775e-01	-1.920455000000000079e-02	9.628751800000000527e-01	-3.986496600000000168e-02	1.022900499999999990e+00	-9.006716300000000271e-05
1.947696099999999930e+01	9.915076999999999918e-01	-1.648432000000000022e-02	9.617896099999999615e-01	-3.338507799999999859e-02	1.020568399999999931e+00	-3.185003900000000034e-04
2.056568800000000152e+01	9.894405299999999848e-01	-1.353234300000000050e-02	9.613830199999999770e-01	-2.823774899999999949e-02	1.017978400000000061e+00	1.291552500000000018e-03
2.171527199999999880e+01	9.884193599999999691e-01	-1.015358599999999917e-02	9.618436099999999600e-01	-2.455413799999999966e-02	1.015562300000000029e+00	4.604069700000000369e-03
2.292911700000000152e+01	9.880942900000000417e-01	-6.734849700000000022e-03	9.631026000000000309e-01	-2.200191900000000172e-02	1.013636500000000051e+00	9.046041799999999730e-03
2.421081300000000169e+01	9.883849000000000107e-01	-3.713971200000000007e-03	9.651585299999999590e-01	-2.039178000000000171e-02	1.011862500000000109e+00	1.361469499999999958e-02
2.556415399999999849e+01	9.890354500000000382e-01	-6.156828000000000474e-04	9.674292399999999681e-01	-1.896753600000000012e-02	1.010563000000000100e+00	1.782291199999999978e-02
