#Frequency	Median Mag	Phase (Rad)	-1 Sigma Mag	-1 Sigma Phase	+1 Sigma Mag	+1 Sigma Phase
5.000000000000000000e+00	1.033947299999999903e+00	-2.195798300000000036e-02	9.933277900000000438e-01	-8.460020499999999777e-02	1.074880999999999975e+00	3.903394999999999782e-02
5.279491000000000156e+00	1.030964599999999898e+00	-2.395092100000000002e-02	9.886394800000000149e-01	-8.061534600000000439e-02	1.073963900000000082e+00	3.122587500000000016e-02
5.574605000000000032e+00	1.028133200000000080e+00	-2.521368699999999852e-02	9.840529099999999474e-01	-7.643542300000000234e-02	1.072267300000000034e+00	2.408220800000000078e-02
5.886215299999999928e+00	1.025171599999999961e+00	-2.588775800000000030e-02	9.805280199999999446e-01	-7.115097200000000677e-02	1.069536700000000007e+00	1.756624199999999927e-02
6.215244099999999605e+00	1.022545599999999943e+00	-2.615879399999999910e-02	9.784416599999999908e-01	-6.565888000000000280e-02	1.066133699999999962e+00	1.244717799999999971e-02
6.562665100000000251e+00	1.020321800000000056e+00	-2.572911799999999874e-02	9.773985499999999771e-01	-6.059736400000000078e-02	1.062677700000000058e+00	8.200114399999999804e-03
6.929506199999999616e+00	1.018541700000000105e+00	-2.496880900000000153e-02	9.771524700000000507e-01	-5.583952799999999939e-02	1.059167600000000098e+00	5.100435700000000190e-03
7.316853100000000332e+00	1.017239199999999899e+00	-2.428851900000000147e-02	9.774751000000000412e-01	-5.189535700000000307e-02	1.056829400000000030e+00	2.585849600000000078e-03
7.725851999999999720e+00	1.015807499999999974e+00	-2.378070300000000026e-02	9.776138300000000170e-01	-4.838391999999999693e-02	1.054964199999999908e+00	3.600811899999999967e-04
8.157713100000000495e+00	1.014537599999999928e+00	-2.351375199999999888e-02	9.775869700000000551e-01	-4.529162400000000255e-02	1.053470600000000035e+00	-1.960946800000000143e-03
8.613714599999999777e+00	1.013653200000000032e+00	-2.359609299999999854e-02	9.769852799999999560e-01	-4.345293599999999756e-02	1.053024900000000041e+00	-3.677471700000000104e-03
9.095205699999999283e+00	1.012571200000000005e+00	-2.387993199999999955e-02	9.768085899999999766e-01	-4.347943499999999684e-02	1.052005099999999915e+00	-3.819530700000000039e-03
9.603611199999999570e+00	1.011567399999999894e+00	-2.443803500000000031e-02	9.766000599999999920e-01	-4.584402800000000194e-02	1.050459400000000043e+00	-2.229246900000000139e-03
1.014043599999999934e+01	1.010544600000000015e+00	-2.438298300000000043e-02	9.769925299999999702e-01	-4.947968099999999758e-02	1.047792800000000080e+00	7.569735000000000396e-04
1.070726799999999912e+01	1.009453699999999898e+00	-2.442072099999999940e-02	9.777460900000000121e-01	-5.442041599999999923e-02	1.044670200000000104e+00	4.161147399999999726e-03
1.130578500000000020e+01	1.008357799999999971e+00	-2.448341199999999954e-02	9.790835900000000036e-01	-5.921413100000000318e-02	1.040488099999999916e+00	8.033659500000000023e-03
1.193775800000000054e+01	1.007006700000000032e+00	-2.425180799999999970e-02	9.802345300000000483e-01	-6.355611899999999426e-02	1.035671999999999926e+00	1.123645700000000004e-02
1.260505700000000040e+01	1.005558600000000080e+00	-2.438422499999999896e-02	9.815234800000000037e-01	-6.718554499999999929e-02	1.031142900000000084e+00	1.398647199999999979e-02
1.330965699999999963e+01	1.003794599999999981e+00	-2.458588399999999882e-02	9.821846499999999924e-01	-7.015122299999999866e-02	1.026649499999999993e+00	1.601739199999999835e-02
1.405364299999999922e+01	1.001828799999999964e+00	-2.437200399999999920e-02	9.812112699999999688e-01	-7.151307699999999434e-02	1.022601499999999941e+00	1.728998400000000130e-02
1.483921600000000041e+01	9.995885799999999488e-01	-2.424364500000000117e-02	9.789525199999999927e-01	-7.150908000000000264e-02	1.019808700000000012e+00	1.792211000000000151e-02
1.566870100000000043e+01	9.967303600000000374e-01	-2.340741799999999928e-02	9.750088999999999562e-01	-7.021320300000000181e-02	1.018853000000000009e+00	1.787717000000000125e-02
1.654455300000000051e+01	9.941341299999999492e-01	-2.241295999999999913e-02	9.696329599999999882e-01	-6.709680799999999390e-02	1.018471099999999963e+00	1.684909399999999849e-02
1.746936399999999878e+01	9.917900499999999786e-01	-2.102534600000000031e-02	9.641143399999999586e-01	-6.290880599999999767e-02	1.018827300000000102e+00	1.578869600000000137e-02
1.844586999999999932e+01	9.894332099999999519e-01	-1.917446100000000028e-02	9.592639400000000371e-01	-5.691545299999999780e-02	1.018754500000000007e+00	1.386921900000000034e-02
