mass_1	mass_2	chirp_mass	ra	dec	geocent_time	phase	iota	psi	luminosity_distance	total_mass	mass_ratio	chi_eff	chi_p	tilt_1	tilt_2	phi_12	theta_jn	phi_jl	mass_1_source	mass_2_source	total_mass_source	chirp_mass_source	a_1	a_2	phi_1	phi_2	redshift
9.999601700000002324e+01	4.276073499999999683e+01	5.593677017062693579e+01	5.520330400000000637e+00	6.196671799999999841e-01	1.265926102906738520e+09	1.102185057632518062e+00	1.897882665680208802e+00	7.430659389049797392e-01	4.858433100000000195e+03	1.427567520000000059e+02	4.276243822791461757e-01	-3.294639863540020364e-01	5.689344442727424234e-01	2.027649747527540125e+00	2.084578035867940216e+00	4.692797761990562755e+00	2.328582397473629495e+00	9.614097303549343776e-01	5.674701954251172964e+01	2.426640917804920861e+01	8.101342872056092403e+01	3.174371425231420218e+01	6.339491096386725699e-01	9.073722615652759504e-01	3.405573349640712344e+00	1.815185804451688867e+00	7.621368982222676003e-01
9.999601700000002324e+01	4.276073499999999683e+01	5.593677017062693579e+01	5.377432400000000001e+00	1.073858900000000061e+00	1.265926102906738520e+09	1.496468154968927378e+00	1.845161163349930078e+00	5.460644006050298094e-01	4.049519200000000183e+03	1.427567520000000059e+02	4.276243822791461757e-01	-3.294639863540020364e-01	5.689344442727424234e-01	2.027649747527540125e+00	2.084578035867940216e+00	4.692797761990562755e+00	2.339704867792113063e+00	1.490094706942702407e+00	6.036351646298840024e+01	2.581291143968247681e+01	8.617642790267086639e+01	3.376674640031949082e+01	6.339491096386725699e-01	9.073722615652759504e-01	3.405573349640712344e+00	1.815185804451688867e+00	6.565638130328623756e-01
9.997240399999999738e+01	6.434581000000000017e+01	6.948692663321614305e+01	3.820866099999999932e+00	6.874324299999999832e-01	1.265926102906738520e+09	3.079485383796367159e+00	8.611837699385277434e-01	6.079283200351016658e-01	4.364558399999999892e+03	1.643182139999999833e+02	6.436357177126600382e-01	4.411682472836832014e-01	3.732994248520207226e-01	4.170153712079964214e-01	1.976383289421874023e+00	5.698296749102467196e+00	9.282343270373454303e-01	2.698457785041887824e+00	5.887031405002515783e+01	3.789103683555763524e+01	9.676135088558278596e+01	4.091846379195294503e+01	9.216509457967420049e-01	4.628726399451982276e-01	3.081972770058499123e+00	2.497084211981380975e+00	6.981802392806715218e-01
9.989516399999999408e+01	4.577957500000000124e+01	5.800332404018418231e+01	5.501656699999999844e+00	4.125411400000000145e-02	1.265926102906738520e+09	5.197264377427417870e+00	8.534260988065616171e-01	2.584275425992979436e+00	4.265641800000000330e+03	1.456747389999999882e+02	4.582761884248972017e-01	6.318053747473403869e-02	4.579041354679648235e-01	1.233452258987293160e+00	1.909910141863418342e+00	2.743022864427442364e+00	6.534313640679163537e-01	5.224760499822361126e+00	5.927840889310495243e+01	2.716588328342466241e+01	8.644429217652961484e+01	3.441953165634026846e+01	4.852545068458234412e-01	4.491802203517563097e-01	2.971744305790693375e+00	5.714767170218135739e+00	6.851863244193695524e-01
9.989375300000000379e+01	6.156278199999998435e+01	6.787390162596469168e+01	5.473202599999999585e+00	5.634211099999999472e-01	1.265926102906738520e+09	1.678505280639118302e+00	2.692219199243222061e+00	1.607275812173054041e-01	5.356518499999999221e+03	1.614565350000000024e+02	6.162826017759087671e-01	4.300649647414008236e-01	1.433088161118503123e-01	2.036773864750794638e-01	6.041745575893235909e-01	1.686303327972856980e+00	2.653957911781248846e+00	5.435039069806016698e+00	5.472910993670509328e+01	3.372859826467234967e+01	8.845770820137745716e+01	3.718629155839732903e+01	7.084953504437383476e-01	2.476849729986526673e-03	6.828481291077252990e-01	2.369151457080581835e+00	8.252398607528678154e-01
9.983952300000002822e+01	3.065096700000000141e+01	4.659424021958575679e+01	4.402415400000000645e+00	7.080523600000000473e-01	1.265926102906738520e+09	1.830170118658112299e+00	3.565525477569473356e-01	5.298589527813901690e-01	2.204972499999999854e+03	1.304904899999999941e+02	3.070023381421804198e-01	2.600773311733519111e-01	7.236808800378353723e-01	1.134505313889036193e+00	1.073442350336495377e+00	1.389976970276877166e+00	7.152188470578202395e-01	2.057620403543060750e+00	7.154900196323848149e+01	2.196571089445366454e+01	9.351471285769211761e+01	3.339129920469217438e+01	7.984781265595369826e-01	1.706907024846136822e-02	3.953926015227744895e+00	5.343902985504622727e+00	3.954006381709850304e-01
9.983733399999999847e+01	9.002250699999999028e+01	8.250871522330626817e+01	5.312332200000000171e+00	6.141706700000000296e-01	1.265926102906738520e+09	4.076761783063920230e-01	2.374445377121200629e+00	1.381079617050627872e+00	4.772126800000000003e+03	1.898598409999999603e+02	9.016918160094300472e-01	4.423528579245076808e-01	7.943346220546813052e-01	9.879881712160137885e-01	1.122594822707944306e+00	1.131581454033059542e+00	2.095526354722193396e+00	5.145290069631924368e+00	5.701519533480611557e+01	5.141013502157369430e+01	1.084253303563797886e+02	4.711915199258724130e+01	8.241509743478079297e-01	9.920313181588744644e-01	1.130383977874501511e+00	2.261965431907560387e+00	7.510653679906315050e-01
9.979027600000000575e+01	3.248973500000000314e+01	4.810628182907434081e+01	5.377807500000000296e+00	3.614927900000000083e-01	1.265926102906738520e+09	5.692575507195511975e+00	1.661578040549372748e+00	2.019013601145851489e+00	3.002159400000000005e+03	1.322800110000000018e+02	3.255801697552174745e-01	-7.024906108944045657e-02	8.506191309095525455e-01	1.558432932669341131e+00	2.305340895548841029e+00	5.969045756135272107e+00	1.035084229165589953e+00	5.164127285898603148e+00	6.597327823031781691e+01	2.147959112553506600e+01	8.745286935585288290e+01	3.180399176103695069e+01	8.506841451119802056e-01	4.749239513276442004e-01	2.560909229705918833e+00	2.246769678661603820e+00	5.125862876121516365e-01
9.977750399999999331e+01	8.187236799999999448e+01	7.860586897757150382e+01	5.662798999999999694e+00	8.320773999999997450e-01	1.265926102906738520e+09	2.940077627265826443e+00	8.364646247511346999e-01	2.554292774947846567e+00	5.610665200000000368e+03	1.816498719999999878e+02	8.205493695252189523e-01	5.654520545655820213e-02	3.567712026909084511e-01	2.367193148038433392e+00	8.113864907597158060e-01	1.877285828354229968e+00	8.312818379586709439e-01	3.129593913859482601e+00	5.373177837812660584e+01	4.408957687164057404e+01	9.782135524976717988e+01	4.233051501391465621e+01	3.433274853553290318e-01	6.166426686226643694e-01	2.349353878827573183e+00	4.226639707181803374e+00	8.569551764662585169e-01
9.974808500000000322e+01	4.632849900000000076e+01	5.833585358654174513e+01	5.357635400000000381e+00	7.887187100000000450e-01	1.265926102906738520e+09	3.015810251778215267e+00	2.274055963819246351e+00	1.804778382178161555e+00	4.138337900000000445e+03	1.460765839999999969e+02	4.644550218683397014e-01	1.949737814818709447e-01	5.289608630643416465e-01	9.438807624065580493e-01	2.031184946875975950e+00	2.239688122412865745e+00	2.297847292522403162e+00	3.153550111853250293e+00	5.978788716526344871e+01	2.776878444080425723e+01	8.755667160606769528e+01	3.496585856181085461e+01	6.531664450597927107e-01	4.732098926546530748e-01	2.913659906223971419e+00	5.153348028636838052e+00	6.683661144318425729e-01
