total_mass_source	phi_1	phi_jl	theta_jn	iota	a_1	mass_1_source	mass_ratio	dec	luminosity_distance	tilt_1	ra	psi	chirp_mass	geocent_time	chirp_mass_source	a_2	tilt_2	phase	total_mass	mass_1	chi_p	phi_12	mass_2_source	phi_2	chi_eff	mass_2	redshift
8.945704476651309278e+01	1.999453396966886842e+00	3.491280496710400527e+00	2.459747886736868505e+00	2.506686921559046155e+00	9.242744012139163523e-01	8.484590444076974336e+01	5.434723521584186590e-02	-6.297143718973363669e-02	2.759783853736576020e+03	3.752141308891423499e-01	3.370907972716707945e-02	2.458738048478849247e+00	2.161470243227769572e+01	1.268903511271240950e+09	1.462650702211918485e+01	4.409449455976112708e-01	2.113953239508090665e+00	4.225578597924918967e+00	1.321974822953303033e+02	1.253832493507391348e+02	3.387204768061512494e-01	6.158471705315443856e+00	4.611140325743354751e+00	1.874739795102744466e+00	8.038966512036622714e-01	6.814232944591172014e+00	4.777760951121476363e-01
8.003814552994296605e+01	2.319502552650721583e+00	1.245640151533050188e+00	1.251485705189578912e+00	1.037810332480043840e+00	1.786732889936054058e-01	5.751184026744479638e+01	3.916811765672090218e-01	1.239371858142315208e-01	2.163911530342904734e+04	1.562471793074876381e+00	1.437448381782495233e+00	1.195039722717890607e+00	1.095979092967239694e+02	1.268903511214410543e+09	3.067672083630236912e+01	7.597856696146818578e-01	2.194412382800968064e+00	2.333402800147242218e+00	2.859501659541137428e+02	2.054710308430360897e+02	2.131811183153518308e-01	5.389966039463388370e+00	2.252630526249816612e+01	1.426283284934524609e+00	-1.238069269141319345e-01	8.047913511107766737e+01	2.572673555350396324e+00
1.434310205500881636e+02	4.081599135458841232e+00	5.507348989811773343e+00	9.604781752766959890e-01	2.504452623105465570e+00	5.068359135611198996e-01	1.365957071956011930e+02	5.004046975428730337e-02	-4.175758123000647970e-01	4.611464336948049095e+03	2.672611883377908004e+00	1.189693757217945347e+00	3.087053070709777192e+00	3.880788832462356197e+01	1.268903511338043213e+09	2.242790305667574202e+01	8.889459774243918533e-01	1.088909790851429138e+00	5.533608922845552947e+00	2.481843716609874377e+02	2.363569584313863174e+02	2.290783466812475744e-01	5.238405062272041057e+00	6.835313354486966197e+00	3.036818890551296946e+00	-4.109333967835053780e-01	1.182741322960112917e+01	7.303395786291426717e-01
4.912881214741484541e+02	1.673234120168062056e+00	4.881277750090918799e-01	1.657512977884142424e+00	1.392398657999134759e+00	7.743629473269857399e-01	4.776042083123285238e+02	2.865115701173074139e-02	8.613636356651519499e-01	1.749529916593326107e+03	6.175367242989966421e-01	5.906754432767158391e+00	2.535805478801428148e+00	7.462966688773735768e+01	1.268903511395977020e+09	5.635076546434675038e+01	2.817104008862891251e-01	1.824126828359498909e+00	1.933097919848569157e+00	6.506507684392638566e+02	6.325281063499000993e+02	4.483782876749513036e-01	3.846829611903154866e+00	1.368391316181988060e+01	5.520063732071216478e+00	6.117922449320420952e-01	1.812266208936370759e+01	3.243771628081202341e-01
9.289885503030188829e+01	1.645141883943709082e+00	1.666215894505129080e+00	4.673473161703421974e-01	1.109328092435677704e-01	7.940660162744589412e-01	8.196311925733226644e+01	1.334226402320738414e-01	1.031969480872366951e+00	2.863600211852523898e+03	8.883974649217574182e-01	1.712061696927456467e+00	2.541394956967464869e-01	3.563440440676375687e+01	1.268903511285261154e+09	2.387139611984141752e+01	4.176937861575416577e-01	8.856004196887798940e-01	5.807756944138471766e+00	1.386762362978662964e+02	1.223517436262537075e+02	6.162445363974933255e-01	2.826497066489745968e+00	1.093573577296960764e+01	4.471638950433455939e+00	4.729481106507898436e-01	1.632449267161258177e+01	4.927658285199821298e-01
7.093873392306811354e+01	5.233503935316202949e+00	2.767319995599274218e+00	3.564441587374784226e-01	3.804217238503390663e-01	7.411900693091015846e-01	5.272269263664863814e+01	3.455066571041771062e-01	2.945763752847123662e-01	5.799509390882512889e+03	9.433327161370720360e-01	9.898504321405638962e-01	2.475927749758892293e+00	4.937732505099403113e+01	1.268903511260647774e+09	2.625997231614205774e+01	8.030215884197403620e-01	2.277350966358102191e+00	1.550685603792683720e+00	1.333879899588528701e+02	9.913588257224445499e+01	6.000075979338259646e-01	3.105666210607059607e+00	1.821604128641948250e+01	2.055984838743675880e+00	1.895367551227530867e-01	3.425210738660842935e+01	8.803266224557932951e-01
6.606317336311549582e+01	4.378515423043638499e+00	1.733472110799572530e+00	2.170421930146877454e+00	1.997085162614878229e+00	5.921810963091288516e-01	6.109086824862341558e+01	8.139195361009018970e-02	8.533165268508524637e-01	1.635595707203819757e+03	2.659971873908451578e-01	4.254782391990055146e+00	1.037810872435528831e+00	1.743742807922438942e+01	1.268903511300917625e+09	1.335145371217452315e+01	6.669497814174017714e-02	2.094938254086676999e+00	4.802422887030906584e-01	8.628062973803619684e+01	7.978663929392043030e+01	1.556675424408810737e-01	4.250383458306719042e-01	4.972305114492089118e+00	4.803553768874309959e+00	5.258387741594205966e-01	6.493990444115770977e+00	3.060321711128782263e-01
2.718728482857807549e+01	1.800099491351483394e-01	4.933535091746218626e+00	2.194801326366172312e+00	2.269905417125904989e+00	8.685572640650286447e-01	1.571185157970177038e+01	7.303679767253837829e-01	7.143904204992841400e-01	1.895797295676241674e+03	2.757266231191079608e+00	3.704392026645699332e+00	2.381329495864336732e+00	1.571362099961834424e+01	1.268903511303070784e+09	1.166070230318235446e+01	2.410997603401806855e-01	1.755282058427690250e+00	1.460814902474400157e+00	3.663678899412074230e+01	2.117283114742659578e+01	3.256523275297182884e-01	2.870317835685436858e+00	1.147543324887630689e+01	3.050327784820584753e+00	-4.840007841394509125e-01	1.546395784669414830e+01	3.475707201040452166e-01
2.058827008011270365e+01	1.070522656427403518e+00	2.759032627888037492e+00	1.151043571951892996e+00	1.110891218175948492e+00	2.385267784358852949e-01	1.261139428755040548e+01	6.325133931017313804e-01	8.486977577097321035e-01	1.351639194243801967e+03	2.431201200997041290e-01	2.533010857254019754e+00	1.376962099713471499e+00	1.093717392622882656e+01	1.268903511325955391e+09	8.686275283332754782e+00	9.850045153995069525e-01	1.275812089177770670e+00	5.387517761963672491e+00	2.592336569604659502e+01	1.587941992120070722e+01	5.589726985903344936e-01	5.702399302578680107e+00	7.976875792562299061e+00	4.897366518264965052e-01	2.527647961452789693e-01	1.004394577484588780e+01	2.591327777989148040e-01
3.189186948104108410e+01	7.830437646162184961e-01	2.738860486624872692e+00	2.227463462841830388e+00	2.157288434761049700e+00	5.944617452929247259e-01	1.669566484830251341e+01	9.101886490182872214e-01	9.911747182071944939e-01	2.269914805661429909e+03	1.133430873228183922e+00	4.195420088866420372e+00	9.192879955070647480e-01	1.948155200608864135e+01	1.268903511310191154e+09	1.386332214353287284e+01	4.545739615647532705e-01	8.172955194033170168e-01	4.708490586320823290e+00	4.481632233844655389e+01	2.346172581513309296e+01	5.385054650597643766e-01	8.721833045711514520e-01	1.519620463273857247e+01	1.655227069187370503e+00	2.800098704586430620e-01	2.135459652331346447e+01	4.052585523432151726e-01
3.383345319490992864e+01	1.742452531927376924e+00	1.980442813986880601e+00	2.135120692830147604e+00	1.884245510693443260e+00	9.562535664912850120e-01	2.220657484598604370e+01	5.235781938260283264e-01	-6.716955263581967372e-01	2.241908482565985651e+03	9.817189990917973841e-01	5.191150212864599212e-01	1.569317979636386307e+00	1.939725696222463469e+01	1.268903511271931171e+09	1.384514659892441735e+01	4.843257332619176070e-02	4.569709405102465594e-01	3.325312723024278050e+00	4.740117273962644617e+01	3.111174269342359011e+01	7.950805317924988236e-01	1.011353421852177359e+00	1.162687834892388494e+01	2.753805953779552951e+00	3.636473348327954325e-01	1.628943004620285606e+01	4.010149205449036747e-01
8.118534547290008163e+01	7.859404441007304953e-01	4.704217552276668712e+00	1.806092748140835091e+00	1.983264203685862093e+00	1.167383345507242015e-01	6.965608760966941304e+01	1.655168738134843165e-01	3.597894672696144713e-01	1.823875212414621274e+03	1.434492423156997321e+00	5.553533461724917686e+00	1.270210137727296296e+00	3.067869865576509270e+01	1.268903511262509584e+09	2.295941031954530942e+01	2.880981034560673448e-01	1.085710064676072006e+00	8.112862592783874893e-01	1.084810417324607386e+02	9.307547936008755585e+01	1.156555860437143562e-01	3.726889293280441162e+00	1.152925786323066148e+01	4.512829737381172102e+00	3.268721096297070444e-02	1.540556237237317561e+01	3.362145729696013330e-01
2.936358223575123816e+01	3.624661545365019055e+00	2.058975993202179833e+00	2.201879336963605827e+00	2.023937976518584314e+00	7.363484756590040758e-01	1.583409721878794763e+01	8.544525671416166590e-01	9.340395333425248747e-01	2.487435683402401992e+03	1.459363698345985894e+00	4.254142912448195091e+00	5.092691119000084532e-01	1.830941888627815928e+01	1.268903511308781385e+09	1.273394402714887796e+01	3.396228553044954857e-01	1.347250596303495529e+00	1.814286489935674762e+00	4.222023640199874706e+01	2.276695405969613617e+01	7.317814999177598700e-01	4.934788003427203584e+00	1.352948501696329409e+01	2.276264241612635075e+00	7.884574169973537772e-02	1.945328234230261444e+01	4.378435186492354303e-01
2.765774153104014133e+01	3.889327473230198784e+00	4.612598582240627465e+00	2.602270875524104188e+00	2.990570402758210289e+00	5.757584381827330899e-01	2.137100790675206596e+01	2.941711337022063777e-01	5.294235402622660125e-02	4.113537266884472047e+03	1.546200324843954421e+00	3.085025555492073579e+00	1.190505779177955636e+00	1.621887824827297919e+01	1.268903511301353216e+09	9.740622125172579970e+00	2.489103052851921460e-01	1.593151757781136268e+00	3.598479009842248111e+00	4.605224766443708972e+01	3.558435701829977660e+01	5.755842905965781187e-01	2.622343832202539637e+00	6.286733624288071809e+00	2.284859982531521894e-01	9.676579427800931221e-03	1.046789064613730957e+01	6.650762179100156990e-01
1.387188556714184244e+02	1.431128667472578719e+00	2.416716349466029978e+00	6.363503922020368186e-01	4.623208186799731556e-01	2.098316717334780535e-01	1.265067396127218302e+02	9.653332380616119757e-02	-1.595755637695852602e-01	9.815680846347640909e+03	9.453257225751160453e-01	1.820334625053554589e+00	3.428748308561037073e-01	7.173103234483765789e+01	1.268903511295399904e+09	3.054327849633406089e+01	9.004208454574034182e-01	2.202742773917792274e+00	4.755013226134273907e+00	3.257818810839078196e+02	2.971016694258693178e+02	1.701079512464265253e-01	6.892925700724453764e-01	1.221211605869659600e+01	2.120421237545023985e+00	6.521148827077208332e-02	2.868021165803850536e+01	1.348504675208560988e+00
6.460201517636475899e+01	1.896504597063788822e+00	2.811819097197052919e+00	5.313995742963926183e-01	5.336995191881931389e-01	9.516024852340978502e-01	5.007256378892199677e+01	2.901679140834655390e-01	7.705480005670138910e-01	1.070962610630977724e+04	7.694078862298904253e-01	3.968694746182926281e+00	2.215310501865213944e+00	5.542944027701728515e+01	1.268903511292141438e+09	2.264958316075660960e+01	4.217031996489662982e-01	1.362356659918053436e+00	4.675302493729302178e+00	1.580979886728147790e+02	1.225406297482816456e+02	6.620393952888223854e-01	1.548460986436695164e+00	1.452945138744276576e+01	3.444965583500484652e+00	5.494471431947058893e-01	3.555735892453314761e+01	1.447260944433454544e+00
6.690507939890491684e+01	3.121949863355954591e+00	5.976296123744415212e+00	1.497419326894792402e+00	1.686363884737417829e+00	6.087329953261144677e-01	5.721008679558312338e+01	1.694629941388288430e-01	-2.987381711493641845e-01	9.045457144731768494e+03	1.162922256250653597e+00	2.174568742973541191e+00	2.517660816719165862e+00	4.323492078223393520e+01	1.268903511333573103e+09	1.911262043877549743e+01	8.606603368326755099e-01	1.290757906548930967e+00	5.986488927689208595e+00	1.513468975647198249e+02	1.294157218511808480e+02	5.587962932236720803e-01	5.760868035060284775e-01	9.694992603321791691e+00	3.698036666861981292e+00	2.409405981823723730e-01	2.193117571353896267e+01	1.262113712807237720e+00
6.978543780964255916e+01	1.271876875243891369e+00	5.572413750550244543e-02	1.701491069963169789e+00	1.664133477889825574e+00	9.009201088173494076e-01	4.417153351114786375e+01	5.798735579789264794e-01	-6.488056388321106205e-01	2.449515844608023326e+04	2.823479201747081557e+00	3.133308564656225315e+00	1.670021606252589219e+00	1.119405920741704250e+02	1.268903511296863079e+09	2.906819026738380174e+01	6.812611103945223068e-01	1.124149589355711631e+00	1.716443832826423543e+00	2.687412994998834392e+02	1.701030428306390547e+02	3.302119045564049227e-01	6.193611928858034910e-01	2.561390429849469541e+01	1.891238068129695193e+00	-4.336303263413207043e-01	9.863825666924438451e+01	2.850965300711350903e+00
1.008947630362276726e+02	1.099240322872281794e+00	5.212125489732086225e-02	1.472451349186713720e+00	1.464876619381400236e+00	1.976894400441052690e-01	6.448429408260965090e+01	5.646408861508701582e-01	-2.658376523704144567e-01	9.359591011055348645e+03	1.106949125737578310e+00	2.845546557067471838e+00	1.568886263947610216e+00	9.613702408767308327e+01	1.268903511216689587e+09	4.184411707533438118e+01	7.762585932438195169e-01	1.008744590772669314e+00	2.596552245811710513e+00	2.318061161828535433e+02	1.481529200947275342e+02	3.425220863779483982e-01	5.330168113189260204e+00	3.641046895361802171e+01	1.462231288819548780e-01	2.058165203992222969e-01	8.365319608812600904e+01	1.297503945765949407e+00
1.290501019046952251e+02	4.955238452589063591e+00	8.992445120558038019e-01	1.292836543135567284e+00	7.321772419462735382e-01	7.918296799231765437e-01	1.261664658873204559e+02	2.285580401332757555e-02	9.282409314577579895e-01	1.754040652047981348e+04	1.682319269155964969e+00	1.313721071835651344e+00	1.484179539866359976e+00	4.117400740127418146e+01	1.268903511214885473e+09	1.301304576773591393e+01	6.707875027711469595e-01	1.731858017294337637e-01	4.007181174208077401e+00	4.083217676935585132e+02	3.991977814384462135e+02	7.869106433811564605e-01	2.178636893375098804e+00	2.883636017374775484e+00	8.506900387845757194e-01	-7.139050845875312412e-02	9.123986255112303212e+00	2.164056143056036774e+00
4.619127753119781232e+01	3.091267512867936773e+00	5.641378180833268807e+00	6.677597229855869454e-01	9.142058840743705339e-01	6.533433230533677305e-01	3.978119741770683504e+01	1.611334130087751781e-01	2.657895346467935571e-01	2.125436629848616576e+03	7.220763193803442226e-01	3.474101455825483242e+00	2.282987813465534810e+00	1.786120829630180395e+01	1.268903511307792664e+09	1.291257301942296110e+01	4.065442365134284142e-01	1.232679199610799303e+00	5.434442044916034220e+00	6.389369711334872193e+01	5.502700757511131258e+01	4.318235050161237654e-01	2.929706940439579910e+00	6.410080113490975506e+00	6.020974453307516683e+00	4.409669092822252612e-01	8.866689538237411128e+00	3.832416102844223849e-01
2.861864435772899355e+02	3.949767021967739655e+00	1.372825537540640850e+00	9.601473996478425699e-01	6.389075941855175689e-01	8.559944078759746944e-01	2.791869354066314486e+02	2.507104481971481058e-02	1.185239499445625455e+00	1.899939406477774901e+04	3.532837419216965369e-01	3.717810650793111904e-01	1.785624058465946629e-01	1.007389791982103588e+02	1.268903511329679728e+09	3.042620298481021734e+01	6.644714737824778394e-01	2.148888843964310791e+00	4.889950914483466859e-01	9.475428202702580620e+02	9.243679499667341588e+02	2.961574680303122320e-01	7.378758929297862638e-03	6.999508170658481632e+00	3.957145780897036946e+00	7.746064912796788438e-01	2.317487030352388899e+01	2.310928387893246061e+00
9.338988427648024526e+01	2.564090066133012158e+00	4.883065856821844797e+00	6.188760586516944828e-01	1.203800253581619462e+00	4.389270546953512042e-01	8.713814093845749653e+01	7.174519987106585395e-02	5.998253967773519157e-01	1.616475398561510883e+04	8.666180745016512921e-01	2.929276484219052179e+00	2.988648203699241890e+00	5.348532293713125085e+01	1.268903511215599060e+09	1.768746895713097800e+01	7.457636243912160179e-01	1.007306137574824678e+00	5.389385403497758631e+00	2.824026508086141689e+02	2.634979385422841460e+02	3.345255399147365472e-01	2.445683354184279956e+00	6.251743338022738961e+00	5.009773420317293002e+00	2.918080921109276193e-01	1.890471226633000157e+01	2.023910490911013937e+00
1.702901114684454456e+02	3.896988691504997160e+00	3.951759395542473019e+00	1.689618409672093202e+00	2.377359014302911522e+00	8.582684640178621649e-01	1.597293657725317644e+02	6.611649426413600261e-02	-1.425684300362368706e-01	2.206371695855795042e+04	1.748541018491607923e+00	4.600382095619032441e+00	3.095419200819846228e+00	1.116964976579481288e+02	1.268903511225851536e+09	3.090364635433884999e+01	1.181382343711089161e-01	2.724791963932066352e+00	2.239403638196860946e+00	6.154875324004099184e+02	5.773173341861078143e+02	8.447464076431977498e-01	4.779533340481528114e+00	1.056074569591367762e+01	2.393336724806939486e+00	-1.490389169755933774e-01	3.817019821430208282e+01	2.614346876004359110e+00
4.860614923107011975e+01	3.271762468383734301e-01	3.720575290119986445e+00	2.262676278573961586e+00	2.326251594745732731e+00	1.738456627381006203e-01	2.553411645366076499e+01	9.035767037124785572e-01	8.439604470054000718e-01	2.052651913298473301e+04	1.216889348649908831e+00	4.390953260206195807e+00	2.638743361812423860e+00	7.315261240116912234e+01	1.268903511276618242e+09	2.112446766989372904e+01	6.383191720185265039e-01	1.582052018543177008e+00	3.876837202370555957e+00	1.683198294308423897e+02	8.842292989958016847e+01	5.684469838192679481e-01	2.734662444297062844e+00	2.307203277740935476e+01	3.061838691135436719e+00	2.824002855303284903e-02	7.989689953126220701e+01	2.462932820097763376e+00
3.091742162498746183e+01	5.846355923078985661e+00	4.447630568674593832e+00	9.667968864886890001e-01	1.248152608782248763e+00	7.757186171062538937e-01	2.129933488260837748e+01	4.515674689087393334e-01	4.036686734586718561e-01	2.900755039264974130e+03	1.091899886661018115e+00	3.611137369641845396e+00	1.173949019706205243e+00	1.838117711736320459e+01	1.268903511310824156e+09	1.226965030412449131e+01	4.142426956748818667e-01	1.850228730992776960e+00	1.892807134997035234e+00	4.631742460582222520e+01	3.190855788511352031e+01	6.884533627803005595e-01	4.856265256176548917e+00	9.618086742379086118e+00	4.419435872075948346e+00	2.107091438960158603e-01	1.440886672070870844e+01	4.981011407622839560e-01
7.644378576669653569e+01	1.917604737438637130e+00	2.740185089062267210e+00	1.466752360058679372e+00	1.183009402956386014e+00	3.447787699802957739e-01	7.182274500622172297e+01	6.433951751738953284e-02	-5.620357379085856309e-01	1.378706639685127629e+04	1.454023715580703646e+00	4.496508900332308656e+00	2.254115550710860560e+00	3.797901132015523018e+01	1.268903511218346357e+09	1.367516710432774829e+01	1.862181718700807800e-02	6.358156670318707571e-01	4.216770475210153357e+00	2.123015669819567393e+02	1.994678986242640235e+02	3.424307653435136878e-01	1.202950387157406320e+00	4.621040760474803832e+00	3.120555124596041452e+00	3.864675912200692121e-02	1.283366835769271397e+01	1.777224660613916818e+00
9.094962108842966586e+01	4.438291138102552935e+00	4.779796028965131449e-01	1.875076565329640621e+00	1.527354991612887014e+00	8.156218512747713811e-01	7.605420269422509705e+01	1.958526664738225176e-01	6.927343495821697283e-01	5.422711953643168272e+03	1.182806248196972998e+00	5.456232464146204109e+00	2.265406459467017020e-01	5.058635915079845091e+01	1.268903511278977871e+09	2.758959820630643733e+01	3.081134330327058857e-01	2.077865900806460608e+00	5.555914725421908784e+00	1.667588691435412613e+02	1.394476709536957344e+02	7.549977719696761014e-01	5.373179163867469299e+00	1.489541839420456348e+01	3.528284994790435114e+00	2.335309418227526357e-01	2.731119818984551983e+01	8.335301142310732603e-01
5.553187805629000451e+01	7.311095424713993651e-01	1.332273710846279879e+00	2.321205387121577424e+00	2.245191455591962537e+00	2.772277792853699019e-01	3.388403320924042106e+01	6.388804046250923241e-01	-7.417882854587296571e-01	6.625395250025196219e+03	2.289304527675530387e+00	5.187962079959547168e-01	3.076430164707526949e+00	4.647002954513548190e+01	1.268903511253073454e+09	2.346050665492220944e+01	1.378833147841900808e-01	1.565639529663527041e+00	3.949138913671815132e+00	1.099962610326334413e+02	6.711671011637729123e+01	2.086939012289250051e-01	3.731344814156260625e+00	2.164784484704958345e+01	4.462454356627659990e+00	-1.110723860361068072e-01	4.287955091625615012e+01	9.807768957703085766e-01
8.414382902121128893e+01	5.514257275134812453e+00	8.049739197566535553e-01	1.975706866909561654e+00	1.552634005715181509e+00	9.242441593778806253e-01	6.423347090895516942e+01	3.099685853887165776e-01	1.149403683286554623e+00	5.292442023656662968e+03	1.283441031694686707e+00	2.060190308527715786e+00	2.000388773966483402e+00	5.476475509872228997e+01	1.268903511281250477e+09	3.013698644135174476e+01	8.006513085310228428e-01	1.215729719743559034e+00	4.744600712696857236e+00	1.529056728476501235e+02	1.167246868002390272e+02	8.863471752566993711e-01	2.588831058262092366e+00	1.991035811225611241e+01	1.819903026217318143e+00	2.658276066295370832e-01	3.618098604741108915e+01	8.171941380170029134e-01
5.040737981836511494e+01	9.831813777421221090e-01	5.610004328293955567e+00	2.030701248773236323e+00	2.120938999025993699e+00	3.025278801385047345e-01	2.555261159142318661e+01	9.726899396570686251e-01	5.685722237114789746e-01	3.956596480483377945e+03	2.001902427361863968e+00	5.404507152977792828e+00	8.365504186499633787e-01	3.607040356930885139e+01	1.268903511278023243e+09	2.193856323589431767e+01	7.662979212389142702e-01	2.425740338746666502e+00	2.445708267778995415e-01	8.287755735731273887e+01	4.201246008874569071e+01	4.872262448264774171e-01	1.899446636084909601e+00	2.485476822694192833e+01	2.882628013827032376e+00	-3.491813188343951824e-01	4.086509726856704816e+01	6.441552339349652101e-01
8.631790621549455977e+01	3.062994120120274388e+00	3.218536764342192935e+00	1.814899609151748860e+00	1.724852962687238422e+00	9.954198396018427708e-01	7.038345564769333862e+01	2.263948313018563918e-01	7.542131800000000108e-02	1.529619599999999991e+04	1.915531571590267212e+00	1.392821800000000054e-01	1.358126319372860102e+00	8.132020343977818300e+01	1.268903511314452887e+09	2.771178034565292236e+01	5.445799853886176267e-01	1.182905071060249558e+00	3.035853546987667073e+00	2.532998460000000023e+02	2.065402100000000019e+02	9.368542724803331501e-01	5.420684289240496945e+00	1.593445056780122826e+01	2.200493102181184213e+00	-2.362752620878637022e-01	4.675963600000000042e+01	1.934499423186092137e+00
9.480431014926608668e+01	2.755248342932489436e+00	1.406068749713840438e+00	1.469553561384174367e+00	1.398130425467812410e+00	8.903702691026066374e-02	6.888045144895458805e+01	3.763601741130130351e-01	1.333006900000000217e+00	1.902246500000000015e+04	1.195850095501794774e+00	4.354830599999999663e+00	4.565346355933284084e-01	1.191144146633278496e+02	1.268903511314452887e+09	3.595106512783496555e+01	5.239476010254787708e-01	2.739751737038935153e-01	1.555844262865604399e+00	3.141091890000000149e+02	2.282172899999999913e+02	8.285138554787756238e-02	1.523456453935954746e+00	2.592385870031148798e+01	4.278704796868445293e+00	1.616187864681242481e-01	8.589189899999998090e+01	2.313237430929522276e+00
9.549347264658237577e+01	4.501536214702210437e+00	5.278553736940995833e+00	1.586399458817331576e+00	2.277377032659672729e+00	5.173042055671887018e-01	8.609602696168019520e+01	1.091507473287333385e-01	-3.686960100000000184e-01	1.391682099999999991e+04	1.351265906285123997e+00	4.503295299999999557e+00	1.420734459325371013e+00	6.230710840688735885e+01	1.268903511314452887e+09	2.232549123623978460e+01	2.944235771581294944e-02	1.203067756249309506e+00	4.135704407453705045e+00	2.665080060000000231e+02	2.402811399999999935e+02	5.048888104257120979e-01	5.046832962327220784e+00	9.397445684902168139e+00	3.265183869849844100e+00	1.026094314394255663e-01	2.622686600000000112e+01	1.790850501230966563e+00
7.511981071970969026e+01	1.721890192452450563e+00	7.821134616298216491e-01	2.015518542162410220e+00	1.812247734718129166e+00	5.990695379254773467e-01	4.899359042109483653e+01	5.332579236194509020e-01	-4.173683499999999991e-01	7.833128099999999904e+03	1.230342104558532323e+00	3.952254399999999834e-01	4.573189231287270173e-01	6.549174289709046093e+01	1.268903511314452887e+09	3.084456246389718004e+01	3.893895198305507427e-02	1.969865278283674748e+00	2.281172852106782223e+00	1.595006359999999859e+02	1.040272700000000015e+02	5.646847981887990198e-01	3.778070599613163161e+00	2.612622029861486084e+01	5.499960792065613724e+00	1.252041156393480514e-01	5.547336600000001283e+01	1.123283252072289295e+00
1.313212137401979760e+02	1.616134951316535506e+00	3.382851557882772475e+00	2.768417070007896719e+00	1.911021685523996760e+00	7.285444649182341026e-01	1.044511201393329429e+02	2.572504111494598456e-01	4.481458700000000017e-01	7.047666700000000674e+03	2.748101326856124960e+00	5.673572100000000340e+00	2.543535429554820149e-01	8.973936470261091358e+01	1.268903511314452887e+09	4.418169680480544059e+01	2.282622401504149356e-01	2.582737135503124115e+00	3.460832025233642195e+00	2.667322250000000281e+02	2.121552100000000110e+02	2.793350590014945234e-01	2.370319500753228503e+00	2.687009360086502952e+01	3.986454452069764454e+00	-5.747885851956657799e-01	5.457701500000000294e+01	1.031143464205982685e+00
2.379790704219644937e+01	5.190146318710008089e+00	2.275995338587386119e+00	2.133259434254219933e+00	1.092455251459097942e+00	5.865434320799299828e-01	2.186580264288541287e+01	8.836192436501753844e-02	-8.261641699999999755e-02	4.790433600000000297e+03	2.004192514632191280e+00	3.879397099999999821e+00	5.246240167890723338e-01	8.791341648315915691e+00	1.268903511314452887e+09	5.013832893475944630e+00	2.266788019954373290e-01	1.344775991012441274e+00	1.883518315085421502e-01	4.172766339999999730e+01	3.833987800000000590e+01	5.323144058649932342e-01	3.250270374595600753e+00	1.932104399311040943e+00	2.157231386126023054e+00	-2.221994289406671874e-01	3.387785399999999836e+00	7.534173625441940025e-01
8.335570385998411780e+01	4.677765868423323425e+00	3.059567733289036084e+00	1.000067645346268908e+00	1.063068747799753133e+00	8.385242489416495637e-01	6.902749331758523965e+01	2.075725171777120515e-01	2.684288799999999878e-02	6.671977499999999964e+03	1.056028673984777511e+00	3.784293400000000140e+00	5.479537690854316967e-01	5.140438655883014718e+01	1.268903511314452887e+09	2.587863526483138799e+01	5.672141399876439172e-01	2.004980851860198143e+00	1.859727467850788019e+00	1.655747599999999977e+02	1.371137200000000007e+02	7.298574915757294335e-01	1.611704618545502399e+00	1.432821054239886749e+01	6.285179789239592196e-03	3.008547158101259056e-01	2.846104000000000056e+01	9.863638879244845947e-01
3.007195732631486962e+01	4.519368427416647904e+00	3.598534319740490428e+00	1.239726827573342405e+00	1.452114309583819152e+00	8.014300789596316976e-01	1.808357655924542939e+01	6.629430150497659380e-01	5.428456900000000473e-01	2.464325500000000466e+04	2.302385728136760346e+00	2.792804400000000076e+00	1.292549892050261828e+00	4.933723102568353625e+01	1.268903511314452887e+09	1.276422864726256101e+01	7.497482293728733316e-01	1.225913329154049825e+00	2.196614881892093418e+00	1.162363310000000070e+02	6.989796400000000176e+01	5.963549715704332677e-01	3.317428538792648318e-01	1.198838076706943845e+01	4.851111281295912292e+00	-2.209066925641383905e-01	4.633836699999999809e+01	2.865273209146444344e+00
