a_1	a_2	chi_eff	chi_p	chirp_mass	dec	geocent_time	luminosity_distance	mass_1	mass_2	mass_ratio	phase	phi_1	phi_12	phi_2	phi_jl	psi	ra	theta_jn	tilt_1	tilt_2	total_mass	mass_1_source	mass_2_source	total_mass_source	chirp_mass_source	iota	redshift
9.268350373851572677e-01	9.521246691816244168e-01	3.886281114018787508e-01	8.704670715116804569e-01	4.509681392743961936e+01	9.702845091076957029e-01	1.268903511287033796e+09	9.702832549012486197e+03	1.465586723336210468e+02	2.151448895649028259e+01	1.467977883118062876e-01	2.754240250586991401e+00	1.459844205582189858e+00	4.742490833143434337e+00	6.202335038725624194e+00	6.088668435140343504e+00	2.411179916364636633e-01	3.996515396358198302e+00	2.773420004781600223e+00	1.220241473033928159e+00	4.241415068722261816e-01	1.680731612901113294e+02	6.274113224991276638e+01	9.210259450465736464e+00	7.195139170037850818e+01	1.930575053402771246e+01	2.329175425469525607e+00	1.335926482006145388e+00
9.625937644331609144e-01	6.837685846512520094e-01	5.703970799418190962e-01	6.911643272895149348e-01	4.782430551691648901e+01	6.212422486904296548e-01	1.268903511291039467e+09	8.745789220594220751e+03	1.423680234113574841e+02	2.435966084603162329e+01	1.711034561156119793e-01	3.798344636421091103e+00	2.876756399651505092e+00	4.121793538228661902e+00	7.153646307005807614e-01	3.193604820387228926e+00	6.682568088860268984e-01	3.933697539288594669e+00	9.609136220785481353e-01	8.009575012662918381e-01	1.587806899924133708e+00	1.667276842573891145e+02	6.389542274631323693e+01	1.093272766186228218e+01	7.482815040817553154e+01	2.146376795386796843e+01	1.069932214877738597e+00	1.228141192157181649e+00
6.810392558977469424e-01	6.111798441594541442e-01	6.673930642718870487e-01	5.666526670566390811e-02	1.347387374709667895e+01	1.122364192894115709e+00	1.268903511286061764e+09	6.146481096985951808e+03	8.644316034897502732e+01	3.961136829759050126e+00	4.582360031456228500e-02	3.303350301562477220e+00	3.658986332989832224e+00	4.996229032104003487e+00	2.372030057914249923e+00	3.850773829019427552e+00	1.688531539116758129e+00	5.944435635360534320e+00	2.273922923529126727e+00	8.330041521179136488e-02	8.106290388571213423e-01	9.040429717873408322e+01	4.495545443711022671e+01	2.060020776085654592e+00	4.701547521319588441e+01	7.007195420477967396e+00	2.316252032515289550e+00	9.228625632047255944e-01
1.781718074425492349e-01	9.532235808278640699e-01	7.868277884266849931e-02	1.646748135747833353e-01	1.474176040294229928e+01	-1.702887099315326669e-01	1.268903511282101154e+09	1.499768165267457107e+03	1.002118581663457633e+02	4.164185580744748094e+00	4.155382064498241296e-02	3.667815673187599934e+00	3.149151851366581045e+00	6.037565670732209178e+00	2.903532214919204435e+00	3.643908186369529290e+00	2.669939091830328071e+00	3.273302682378606221e+00	1.356127437309327721e+00	1.179059409107223289e+00	1.211504290946741280e+00	1.043760437470905060e+02	7.805764217712589925e+01	3.243593262998504034e+00	8.130123544012440107e+01	1.148274345620542825e+01	1.685669900137928279e+00	2.838186674784285990e-01
1.797279612053986897e-01	8.718148155226312923e-01	2.908709789511597643e-01	3.931993362541625348e-01	1.790795500409251062e+01	1.526153118578239543e-01	1.268903511288073778e+09	1.426588726467433617e+03	2.520551753626387281e+01	1.692130886638134513e+01	6.713335221955348819e-01	5.974530771173059307e+00	5.819652398059534271e+00	3.083508208488905389e+00	2.619975299368853427e+00	5.355417426086594546e+00	2.407220343838647025e+00	6.095292047936638369e+00	2.212994498961342593e+00	1.144155895244703958e+00	7.904261156739841310e-01	4.212682640264522149e+01	1.982055367014082847e+01	1.330620210724127617e+01	3.312675577738210819e+01	1.408205892897904654e+01	2.239825274026914670e+00	2.716858446913801295e-01
7.849125407657395748e-01	7.762795442912761024e-01	3.537419942818431640e-01	3.397038664379543604e-01	2.056806404244742836e+01	-3.067007673033028681e-01	1.268903511269994259e+09	2.914351047756375010e+03	3.749293617135874968e+01	1.546500000992808843e+01	4.124776981788362828e-01	5.691214214876339383e+00	3.360417221077318217e+00	3.482412193821645907e+00	5.596441077193770042e-01	5.725428144440860123e+00	4.100383828659303620e-01	1.639423561734005830e-01	2.046787715804394558e+00	4.475875618660515864e-01	2.277610120868265309e+00	5.295793618128683988e+01	2.499446261848792616e+01	1.030965840809086842e+01	3.530412102657879814e+01	1.371158837744841463e+01	2.098925256509103221e+00	5.000497007535557037e-01
2.624910888832608369e-01	8.878098711322370828e-01	2.407987802336677974e-01	2.172738463761851035e-01	1.685208846165764029e+01	-3.038247927433970208e-01	1.268903511271349430e+09	2.986705097073154775e+03	3.495445932602100214e+01	1.138226629173247062e+01	3.256313074555044484e-01	3.396558796695114957e+00	3.588169885253051916e+00	2.358012843155547156e+00	5.946182728408598628e+00	4.264604608912215156e+00	3.050148371470142727e+00	3.476786559418982847e-01	2.658992842814091428e+00	9.750643369062391708e-01	9.339220600903195280e-01	4.633672561775347276e+01	2.314273572614467867e+01	7.535999292601704980e+00	3.067873501874638364e+01	1.115747281524752843e+01	2.749535145074595732e+00	5.103857962018055749e-01
9.393046255207130324e-01	3.410344148031431433e-02	8.796406659848629017e-01	1.452004224720018222e-01	2.468726333603091305e+01	-3.281733106857140925e-01	1.268903511257966757e+09	3.248789506026021172e+03	1.426842142292205722e+02	7.802705931431821007e+00	5.468513790107756845e-02	3.395583778921675400e+00	4.825765656323707908e+00	5.557179415833527258e+00	4.099759764977648935e+00	5.023369893161223843e+00	1.864402074333553871e+00	1.580132204559490106e-01	2.420779394479862567e+00	1.552052534322103106e-01	1.716126413344126522e+00	1.504869201606524030e+02	9.221055953315455156e+01	5.042547164006079718e+00	9.725310669716063217e+01	1.595429724202488941e+01	2.543618267087505824e+00	5.473739119641508610e-01
8.033342123067520602e-01	1.906132516624031159e-01	2.457364232358797973e-01	7.025477099641991297e-01	1.826672099426323115e+01	-7.219817928352671998e-01	1.268903511276525259e+09	2.494026759181240777e+03	2.130229806780156565e+01	2.066933424991714574e+01	9.702865946260913477e-01	6.111781364746030398e+00	4.100525551542148150e+00	2.913729283605817511e+00	7.310695279683780967e-01	8.184952706266517275e-01	6.519673892647319668e-01	3.043814354256468846e-01	2.016983773601113139e+00	1.064485965927370659e+00	1.033932706288224423e+00	4.197163231771871494e+01	1.480538542713292927e+01	1.436546700821956790e+01	2.917085243535250072e+01	1.269561828255267066e+01	1.934611614284675651e+00	4.388209055849460749e-01
8.826284649819021721e-01	2.141576472641077422e-01	5.722861490621971026e-01	3.600282905518831233e-01	2.162446510988324988e+01	-5.990347486692204626e-02	1.268903511276168823e+09	3.756970343385149590e+03	3.533704589516690930e+01	1.786431168209549725e+01	5.055406084337915606e-01	3.493603345620894252e-01	6.269636076674345304e+00	1.105108241841294747e+00	1.091559011336053153e+00	3.809663559813155853e+00	1.980802619062501380e-01	1.820490337646774037e-01	2.657832533181822221e+00	4.201579716956526100e-01	1.029983301657563688e+00	5.320135757726240655e+01	2.184970228777940093e+01	1.104591178866120593e+01	3.289561407644060864e+01	1.337090050439232236e+01	2.725062251999920360e+00	6.172781408985612561e-01
9.831692132436546938e-01	1.935933036953353947e-01	9.262112935858725082e-01	2.018270114926481729e-01	2.588037629620405866e+01	-6.129013090038224476e-01	1.268903511257661104e+09	4.141674021300164895e+03	1.595104688243029329e+02	7.822683945923381010e+00	4.904182154050268361e-02	1.550284310247931785e+00	5.845581096082654859e+00	5.160544373529171835e+00	4.722940162432240463e+00	3.228978650317331223e+00	6.667210720871080687e-01	4.754285337563928238e-01	9.136548321731527422e-02	2.067519068100040214e-01	1.380292196368278212e-01	1.673331527702263202e+02	9.558345656345642283e+01	4.687586819009419870e+00	1.002710433824658480e+02	1.550829761699773002e+01	2.068666734435712085e-01	6.688083331492236105e-01
5.582153743681509406e-01	6.217431081066592258e-01	3.850482341327347569e-01	3.831903292219170365e-01	7.612712925033495992e+01	-7.105133379448327346e-01	1.268903511365713835e+09	1.106890485769369843e+04	3.354254506080270062e+02	2.912199314790280980e+01	8.682105992587402232e-02	4.901472213162902936e-01	4.551252274801275810e+00	4.048334354118697576e+00	2.316401321740386265e+00	1.868806077502735086e+00	2.605400330826670441e+00	5.401008455571762568e+00	1.693381879791380440e+00	7.566041797221064735e-01	1.335960430230159313e+00	3.645474437559298053e+02	1.348965974968833450e+02	1.171186557507341774e+01	1.466084630719567770e+02	3.061571712719016247e+01	1.187916832788599164e+00	1.486537517121413243e+00
9.285316276679105307e-01	8.898064114199073504e-01	7.245724888188515012e-01	4.752271778866961061e-01	7.404883876387961550e+01	8.857089803067741407e-01	1.268903511283944607e+09	4.260710700391013233e+03	1.109212359777377088e+02	6.609815451074845782e+01	5.959017128515823325e-01	3.174123050413944824e+00	5.270515346281007041e+00	6.178815901499695507e+00	5.166145940601115427e+00	5.195380140486321352e+00	2.877702987950949254e+00	2.299036872458280811e+00	2.023221349681626702e+00	5.372845708981093260e-01	8.279554418976592389e-01	1.770193904884861809e+02	6.584672559855926011e+01	3.923817656984959257e+01	1.050849021684088598e+02	4.395798085008487277e+01	2.229223111138361801e+00	6.845368538745484344e-01
2.521797638501574457e-01	7.419219339123247492e-01	-1.569534519569112108e-01	2.006879298584788862e-01	4.259039913545635159e+01	-5.729486154190457370e-01	1.268903511323243618e+09	2.886150627363504100e+03	3.859428720653490927e+02	9.881678839670215098e+00	2.560399363457350683e-02	4.637667177309879207e+00	3.122230614356841016e+00	4.268734441432488480e-01	3.549104058500090364e+00	3.438273626636586755e+00	2.322551142440533400e+00	9.167741167417702286e-01	8.924501930583991771e-02	2.221243688035772657e+00	2.021021427808546989e+00	3.958245509050192936e+02	2.579822007880428600e+02	6.605374626810313288e+00	2.645875754148531769e+02	2.846940751258579283e+01	1.983561454205716057e+00	4.960058131391716363e-01
9.094719587875840228e-01	7.902993709928129995e-01	6.675652723262766042e-01	6.813842643294640844e-01	7.285212515708504100e+01	1.074496557461556590e+00	1.268903511277816534e+09	6.362164825364434364e+03	9.118095090598980335e+01	7.691659472836110467e+01	8.435599098726699330e-01	3.997867857354680421e+00	3.127753577844526234e+00	4.518887037316957844e+00	1.363455307981897846e+00	3.857346353847985743e+00	2.835528437097728505e-01	1.832112788609855158e+00	2.352503674697013381e+00	8.468664901294193914e-01	3.408045857416815982e-01	1.680975456343509222e+02	4.678214944594357405e+01	3.946354577026993837e+01	8.624569521621351953e+01	3.737819108804062296e+01	2.455286398823968597e+00	9.490543291805930703e-01
1.560955800057743093e-01	4.659141568476687922e-01	1.083572258814408150e-03	1.557829233089639276e-01	2.811897910589663852e+01	2.256287207455962562e-01	1.268903511275952578e+09	4.956492491140586026e+03	1.216695785731540127e+02	1.089669841371446068e+01	8.955976129368119210e-02	2.744399756718340466e+00	5.739397743725241696e+00	3.371627745481115657e+00	2.827840182026770677e+00	5.440085415102767108e+00	2.695988903145198901e+00	3.510409258220214213e+00	1.054978470488394882e+00	1.634099587323065483e+00	1.302650063644580802e+00	1.325662769868684734e+02	6.855917672968402599e+01	6.140143502401802955e+00	7.469932023208582450e+01	1.584466783387730082e+01	1.427181439524819906e+00	7.746651050504054226e-01
1.906770335596369714e-01	3.550859817696805365e-01	-8.609666715418128058e-02	1.516169228376880729e-01	8.433467264191132529e+01	-2.235175902778367973e-01	1.268903511227923870e+09	1.387765129955693556e+04	2.393678940964767605e+02	4.453134180687611376e+01	1.860372376795354221e-01	1.839819429138345397e+00	5.055409056135958146e+00	4.699411410586129101e+00	3.471635159542501015e+00	3.798282257665929862e+00	2.874254604549505210e+00	4.731870544566525894e+00	1.887130047708145630e+00	2.222337069495331718e+00	1.364751802431309891e+00	2.838992359033528601e+02	8.589532930320667958e+01	1.597972979314262609e+01	1.018750590963493039e+02	3.026284918283755943e+01	2.078545721702007576e+00	1.786739349371590846e+00
9.571064777615929664e-01	3.596854365764518557e-01	2.400244664995237476e-01	7.551234687185692795e-01	6.639332350574774466e+01	4.043243884441869440e-01	1.268903511285968304e+09	1.646784270853487760e+04	9.167268959352847446e+01	6.386210480746248663e+01	6.966317350415205389e-01	5.041723989338954937e+00	5.704706391648168839e+00	5.554141119824270056e+00	4.975662204292850888e+00	1.117008037291861378e+00	1.161187141846897974e+00	3.634262590459591991e+00	2.463489282188362939e+00	9.091226312402297394e-01	2.377135140287929271e+00	1.555347944009909611e+02	3.000804744319355066e+01	2.090455815556018848e+01	5.091260559875373559e+01	2.173312477800828546e+01	2.188472518139215506e+00	2.054936838761955098e+00
8.816428508371748629e-01	9.586418419060571683e-01	8.349337903708839992e-01	1.580689292349042596e-01	2.157859707407633465e+01	-1.003849433110152400e+00	1.268903511258557081e+09	3.032693692713695327e+03	1.425938728424069666e+02	6.215575031505800041e+00	4.358935561260180586e-02	5.446106326677138121e+00	3.328737926418307236e+00	1.334146241068915772e+00	4.662884167487222342e+00	5.288058872289672863e+00	1.243249102758987590e+00	1.134759905538565761e+00	2.792188661257677840e+00	1.802637670700221462e-01	1.475624089161371222e+00	1.488094478739127737e+02	9.400182672000987338e+01	4.097479053132684790e+00	9.809930577314256084e+01	1.422520829671292653e+01	2.907309436614327947e+00	5.169266153426085308e-01
5.044673704695296773e-02	4.540690473167909302e-01	-1.574801029618305148e-01	2.316141307294523055e-01	7.523710383801567048e+01	5.489882678989528308e-01	1.268903511249401331e+09	1.069473242944011690e+04	9.339945550067029956e+01	8.006570359445815654e+01	8.572395113575748127e-01	3.970329952340506008e+00	8.040096631884523504e-01	1.655543497010373510e+00	2.459553160198826305e+00	2.989725515646061815e+00	2.208621332417746164e+00	1.239426753012274673e+00	9.021352293703767122e-01	1.237899377402541079e+00	2.487743573991112012e+00	1.734651590951284561e+02	3.819037938239923591e+01	3.273830216032831686e+01	7.092868154272754566e+01	3.076392173599088053e+01	8.924566462596217331e-01	1.445627852121187162e+00
9.572706746580492698e-01	3.066917917677506877e-01	8.422665621355537313e-01	3.574008909098944642e-01	2.250301583794579940e+01	-5.009452302927499545e-01	1.268903511263797522e+09	2.986503288367275218e+03	1.432103359403237448e+02	6.652602803171145496e+00	4.645337055799735743e-02	2.047767925855919380e+00	3.097967582601445002e+00	5.145395055432609333e+00	1.960177330854467215e+00	3.104119953418110089e+00	2.868106740422096568e+00	3.356620325227126500e-01	2.990564093993390404e+00	3.826219004384376898e-01	2.056964153719191390e+00	1.498629387434948796e+02	9.481886177906717705e+01	4.404655722110539351e+00	9.922351750117769598e+01	1.489913653466651233e+01	2.774177147188029213e+00	5.103570455634788283e-01
9.465887624923133847e-01	9.588125371616563752e-01	7.038122614559422230e-01	2.969721338685369916e-01	6.327087496104015685e+01	1.242219008827619042e+00	1.268903511277466536e+09	5.995981974553958025e+03	1.248707224410766088e+02	4.451481261576488180e+01	3.564871872729840074e-01	2.086991079453023534e+00	1.554743699886545372e+00	4.838571819404582364e+00	1.101302121115423915e-01	6.235204179956022941e+00	9.686412274331279715e-01	1.985055869686810581e+00	2.092782325785770503e+00	2.324564414967907888e-01	1.472383895947503740e+00	1.693855350568414906e+02	6.556700227234617273e+01	2.337379621799003715e+01	8.894079849033620633e+01	3.322221191041331423e+01	2.094276117664577441e+00	9.044750882829765137e-01
8.805485726935362578e-01	1.156624565126578991e-01	8.414706432286745974e-01	1.078902212142002492e-01	2.156644028984073103e+01	-2.170686238722265848e-01	1.268903511257786751e+09	1.675515544161158687e+03	1.437496163835614880e+02	6.175164896141497550e+00	4.295778348141497671e-02	4.701244892555429544e+00	2.106718939437838500e+00	2.501085170548583037e+00	4.607804109986421537e+00	3.747400352285694680e+00	1.264907424565246297e+00	2.542858375906220658e-01	2.274742789571981394e+00	1.228348076228528152e-01	7.293991355192742665e-01	1.499247812797029837e+02	1.095244581084285329e+02	4.704927957341177525e+00	1.142293860657697024e+02	1.643171470990234440e+01	2.331423489063607857e+00	3.124887250412165529e-01
4.091523821502049407e-01	1.454843853286542921e-01	-7.717254825293719256e-02	3.212738996168846839e-01	6.817029879742811715e+01	-1.058246783372385647e+00	1.268903511255593061e+09	7.787078321654626052e+03	8.209649861133517845e+01	7.472567579506019797e+01	9.102175739410002242e-01	2.912734773890636841e+00	2.553112763035992216e+00	3.834954486579523092e+00	1.048819424359290764e-01	2.177748413815185025e+00	1.570220883193733874e+00	4.635874157962142306e+00	2.063507156315240287e+00	2.238544215786313352e+00	6.434925351063122134e-01	1.568221744063953906e+02	3.876256356410260651e+01	3.528236656705128382e+01	7.404493013115390454e+01	3.218718928354305575e+01	1.985320264399139445e+00	1.117932640744211170e+00
1.647848407777132707e-01	9.234153709034780277e-01	-1.849704623296661576e-01	5.583974787928382977e-01	5.444715193902239747e+01	9.826198525451652621e-01	1.268903511283900499e+09	6.847863258978642079e+03	6.972271732014976919e+01	5.623285029705828464e+01	8.065212094194594838e-01	3.158650157121350777e+00	7.212770144708979814e-01	5.790000082774651169e+00	2.280917900659629183e-01	2.278902337605490658e-01	5.636385857368042540e-01	2.330877122376158184e+00	2.038361352611707034e+00	5.753331044517816517e-01	2.257919648564086224e+00	1.259555676172080609e+02	3.473303240188616314e+01	2.801292729957449978e+01	6.274595970146066293e+01	2.712336473928497327e+01	1.980984476576410414e+00	1.007389291939954745e+00
7.889237992641391362e-01	5.065701658005824504e-01	5.077444953106315939e-01	4.736972844965577356e-01	1.109678323455102884e+02	3.203489534233734393e-01	1.268903511234582901e+09	5.000112476779908320e+03	2.814595595589381105e+02	6.387420611261115511e+01	2.269391958571433388e-01	7.527239471327802633e-02	2.325608270730157301e+00	2.906079447517426750e+00	5.231687718247583163e+00	5.610622623796179376e+00	2.863528398602559921e+00	5.432404245207770543e+00	1.255389894722164001e+00	6.440446893149358587e-01	1.639657051134239207e+00	3.453337656715492585e+02	1.581037200191155705e+02	3.587993108316101853e+01	1.939836511022765819e+02	6.233374032054818770e+01	1.475085346108117479e+00	7.802209810427497283e-01
7.755732780570127050e-01	8.454052722495851713e-01	-3.941713882523725787e-01	6.913789738502796878e-01	3.473716141867178919e+01	-5.582570151561627725e-01	1.268903511291588068e+09	3.392335145788659702e+03	5.531186465988783141e+01	2.935968674031744285e+01	5.308026934338572200e-01	5.500868033987111438e+00	1.997581665642545801e+00	2.726074420555674394e+00	4.723656086198221082e+00	4.508089362362264652e+00	9.427457361005335545e-02	2.863703021344598199e+00	1.363516111145337772e+00	2.041074021737385724e+00	2.166968706842601122e+00	8.467155140020527426e+01	3.529004403817646818e+01	1.873205042686350552e+01	5.402209446503997725e+01	2.216298372445175247e+01	1.680173800796799011e+00	5.673504005847067599e-01
9.120616188428199989e-01	2.677223090399756811e-01	3.798338376001344358e-02	9.108365535054081530e-01	1.219655503349819270e+01	-1.211317976935483376e+00	1.268903511278412580e+09	8.147326605763138332e+02	7.030153287742824375e+01	3.862136098593979661e+00	5.493672670448979806e-02	6.065579632007520594e+00	1.527379836350504227e+00	4.427962113871863004e+00	5.955341950222367231e+00	2.352273625358462628e+00	2.902156686261851082e+00	9.983726566439585781e-01	3.275961819391515206e-01	1.518960365484665731e+00	2.081290917258344475e+00	7.416366897602222252e+01	6.035336912450079438e+01	3.315616545287892958e+00	6.366898566978868246e+01	1.047065629802711761e+01	1.066976018778995838e+00	1.648319538285550612e-01
4.555237456748427727e-01	1.735623546274246976e-01	1.372856707521363795e-01	4.299368620924514106e-01	1.872725974890706624e+01	1.084308113269355722e+00	1.268903511302012920e+09	1.614537044394349323e+03	2.157427632017360608e+01	2.144988440049028355e+01	9.942342483317966328e-01	3.995200371352776614e+00	2.563279366931071834e+00	5.837929199667207136e+00	2.118023259418693627e+00	3.263282048177551520e+00	2.057528271644516238e+00	5.193853941383757444e+00	1.079659537809783298e+00	1.234034918088414701e+00	7.751786111974577897e-01	4.302416072066388608e+01	1.656230312770012603e+01	1.646680900081229737e+01	3.302911212851242340e+01	1.437668397815719956e+01	1.096408393578278240e+00	3.026132992392255860e-01
6.337169550097329074e-01	3.620663639154441116e-01	1.858145572212592800e-01	6.076435133245913223e-01	1.788721415369526113e+01	-2.588625303272507061e-01	1.268903511270523310e+09	2.443475022304976846e+03	3.918781081073195338e+01	1.155812144376040429e+01	2.949417485856368204e-01	1.414000601516618216e+00	3.337677775383173451e+00	2.615806650104700815e+00	5.953484425487873821e+00	1.897836969451548228e+00	9.678683667835034088e-01	1.870618303670639193e-01	3.057368693097484158e+00	1.282945875082644571e+00	9.660837115279699017e-01	5.074593225449235945e+01	2.737898176651629001e+01	8.075204756710581577e+00	3.545418652322687336e+01	1.249709284688279709e+01	2.686386815193943622e+00	4.313100152854306146e-01
4.845320565787023526e-01	9.716892631858107254e-01	-2.364776838503110379e-01	4.307116042423584368e-01	6.688707035940497292e+01	1.857486895715612096e-01	1.268903511358573437e+09	9.715371911334248580e+03	6.309325928730740998e+02	1.510099955328581522e+01	2.393441030605263434e-02	2.892196214344913585e+00	3.698315508349738767e+00	3.208377586902171341e-01	4.019153267039956567e+00	2.848978786413292941e+00	1.115068750135269626e+00	4.975438864364740255e+00	1.357008978954335809e+00	2.046604496015274499e+00	2.622600281093711683e+00	6.460335924263598599e+02	2.699378462973949127e+02	6.460803170414020968e+00	2.763986494678089230e+02	2.861692662878858329e+01	1.379479189418022278e+00	1.337325430751067579e+00
6.194889911647171177e-01	1.340755537278692233e-01	3.681633017278077534e-03	6.193111336763398311e-01	5.279699220894404732e+01	5.819507558605653275e-01	1.268903511290099621e+09	4.826137818784417505e+03	8.860158413635429042e+01	4.261583257080626908e+01	4.809827384713822873e-01	4.624204294283339678e+00	1.457472789874037389e+00	2.424100961648976982e-01	1.699882886038935226e+00	2.598042520570359226e+00	2.343245842688286729e+00	3.741959328611891067e+00	8.580718984077437828e-01	1.594759518938202669e+00	1.250630166380869213e+00	1.312174167071605666e+02	5.039911005344472983e+01	2.424110197002641698e+01	7.464021202347115036e+01	3.003243617782706210e+01	7.201345331303229402e-01	7.579989813788083897e-01
3.865460775050048037e-01	7.593352142958090800e-01	4.525751176535981468e-01	1.121022347956264070e-01	3.573817674902015540e+01	-1.172187956634791917e+00	1.268903511266554832e+09	7.219258089722278783e+03	7.145553993874955268e+01	2.487560525517757881e+01	3.481270350276621794e-01	1.845983134363616829e+00	9.215773463199887772e-01	6.133946927121919579e+00	7.723389662623221241e-01	5.561234281955798942e+00	1.880515619375591863e+00	2.004972652773766129e+00	2.928867799082112811e+00	1.945907628438313941e-01	5.086635881164812689e-01	9.633114519392712793e+01	3.483194349953322444e+01	1.212594121474355369e+01	4.695788471427677990e+01	1.742104467148731928e+01	2.966380596831653005e+00	1.051437064937450483e+00
5.888584922037004565e-01	5.113151636754154072e-02	9.210184836544127451e-02	5.798232665395927077e-01	7.302782798933129982e+01	9.872611236313633132e-01	1.268903511298163176e+09	2.207009083481190464e+04	1.834593223716412638e+02	4.235014520981994224e+01	2.308421543388755881e-01	4.672992090120123621e+00	4.620741501841779453e+00	3.520952169134227816e+00	1.858508363796421037e+00	5.728751900166996869e+00	2.844628149020334895e+00	4.237812044282371460e+00	2.068621523916257310e+00	1.395393777276690006e+00	4.546309945808920117e-01	2.258094675814612060e+02	5.074986526143652554e+01	1.171520822935767114e+01	6.246507349079419669e+01	2.020149416711688062e+01	2.288160875265636385e+00	2.614971614733470506e+00
5.847354297821951707e-01	1.816747751031289326e-01	1.062829695384102102e-01	5.623878040723541138e-01	6.686372791236490798e+01	-1.295783498680644907e-01	1.268903511257592440e+09	6.168162581475760817e+03	9.719744090934626968e+01	6.133399898419703788e+01	6.310248336826254079e-01	3.337086742133238193e+00	3.984583385337830741e+00	1.267610793269731806e+00	5.252194178607561881e+00	4.204770180189828288e+00	6.428519152742570020e-01	2.183640479890208042e+00	7.782147840519173521e-01	1.293436248674307398e+00	1.455053301713251201e+00	1.585314398935433076e+02	5.047896420197277934e+01	3.185347999002107500e+01	8.233244419199385788e+01	3.472531474204856750e+01	1.007737509393219932e+00	9.255038696999980941e-01
8.953982232186152856e-01	6.322688151542845691e-01	6.383256288313107207e-01	4.669473999397958930e-01	2.254284111440857430e+01	2.520201156296457690e-01	1.268903511309833050e+09	2.948589174198863020e+03	3.180953774321915972e+01	2.125108865168319028e+01	6.680728535960346326e-01	3.679851653151072099e+00	2.580089501623977100e+00	2.469648846458586178e+00	5.049738348082564166e+00	3.565187014031267587e+00	2.858375762523761576e-01	3.507975836293233840e+00	2.272483192751761916e+00	5.486043595141070206e-01	7.783787028319243406e-01	5.306062639490235000e+01	2.113663911596797007e+01	1.412081480963428781e+01	3.525745392560226321e+01	1.497915188614869209e+01	2.305393540874600244e+00	5.049477624466890413e-01
7.203861601444881968e-01	3.728904108651326377e-01	5.741662473270086053e-01	1.982525461597502148e-01	6.478612342363878440e+01	1.212435422602494484e+00	1.268903511274037123e+09	8.150498299401607255e+03	1.195194868249762123e+02	4.822194445276046082e+01	4.034651230002054279e-01	2.002510707450507521e+00	3.222511963398542179e-01	2.678367039539439887e+00	3.000618235879294105e+00	5.427182970297566911e+00	2.216103195279400584e+00	1.571781482592676582e+00	2.749920332852481941e+00	2.788010136759399571e-01	7.185352084111423787e-01	1.677414312777366661e+02	5.533316916718777634e+01	2.232500390403059143e+01	7.765817307121837132e+01	2.999361545398958739e+01	2.806133327601450844e+00	1.159997134157472187e+00
9.464934850351924833e-01	9.149723368864869366e-01	8.002782284909953914e-01	3.283720609244948907e-01	2.137355070264611712e+01	2.232849420913303184e-01	1.268903511284149170e+09	3.151789792022148504e+03	7.701656376455073882e+01	9.451383182039357678e+00	1.227188376117820251e-01	5.879724356432743271e+00	2.872429554131674223e+00	4.646012281121279841e+00	1.235256528073366944e+00	3.904942863678328990e-01	1.695330919644916889e+00	1.040389623609812020e-01	1.979932212818066584e-01	3.543015306024749345e-01	1.474627870618868908e+00	8.646794694659010361e+01	5.021408055848775831e+01	6.162213597882000293e+00	5.637629415636976660e+01	1.393535551760870561e+01	2.431522189410930679e-01	5.337642929624948351e-01
6.550980978387328513e-01	2.450227306143702710e-01	1.619445265964732372e-01	5.773101817604605612e-01	6.673227756572367753e+01	-1.274752085999935058e-01	1.268903511249858618e+09	1.716394448764009212e+04	9.197555551237967109e+01	6.429545942353102816e+01	6.990494274848606526e-01	1.352007978006649402e+00	3.294171452551680979e+00	3.236727889866025887e+00	2.477140352381201893e-01	1.253691658013525334e+00	2.378550470518829008e-01	1.794604722687367371e-01	3.071953428721525547e+00	1.078516469397922339e+00	1.773434086179468627e+00	1.562710149359106993e+02	2.942396160879420464e+01	2.056880351696410614e+01	4.999276512575831077e+01	2.134836764206296778e+01	2.898864522127847732e+00	2.125872604622013551e+00
7.075183573348510224e-01	6.695643190056324023e-01	-2.922445427945161156e-01	6.617117017814054813e-01	5.888134698434037517e+01	9.986047190263918072e-01	1.268903511282335758e+09	9.265729602216428248e+03	7.486411380885022027e+01	6.123078407935732770e+01	8.178923246950771109e-01	1.889864064492519091e+00	5.901102555591646315e+00	5.502630928991424142e+00	5.120548177403483336e+00	4.072912941435115286e+00	2.512787532305972515e+00	4.326175867224854699e+00	3.984641434775271218e-01	1.932607412286875270e+00	2.109248688695385177e+00	1.360948978882075551e+02	3.273531354672331162e+01	2.677396169635177969e+01	5.950927524307509486e+01	2.574663957830660621e+01	7.548420154640337332e-01	1.286952703293836375e+00
9.784729625432424527e-01	5.245340524018997364e-02	6.158993008774454880e-01	5.620304410187600963e-01	2.155057719055414722e+01	-9.819991522166398035e-01	1.268903511272603512e+09	4.119397807899997133e+03	4.757213583320037742e+01	1.384094772402925955e+01	2.909465274495774412e-01	3.285510912254863136e+00	2.404614425387139320e+00	5.799052971695741743e-01	2.984519722556713717e+00	2.834865855401873969e+00	1.903201324992565002e-01	8.040782657859821825e-01	2.477662584537529078e+00	6.118654488435384398e-01	1.965136583065989262e+00	6.141308355722964052e+01	2.855720545494089535e+01	8.308619760779183849e+00	3.686582521572007920e+01	1.293665398293334334e+01	2.356987414134427805e+00	6.658540314199254961e-01
