a_1	a_2	chi_eff	chi_p	chirp_mass	dec	geocent_time	luminosity_distance	mass_1	mass_2	mass_ratio	phase	phi_1	phi_12	phi_2	phi_jl	psi	ra	theta_jn	tilt_1	tilt_2	total_mass	mass_1_source	mass_2_source	total_mass_source	chirp_mass_source	iota	redshift
3.125954653442205577e-01	2.973246111490304155e-01	-1.615253452141971260e-02	3.122518240002259970e-01	5.964692406574706496e+01	9.001671616163182676e-01	1.268903511210888147e+09	2.251019065467000109e+04	6.232476720998353130e+02	1.256305824846366725e+01	2.015740902190044093e-02	1.300045549669696765e+00	4.439488371095015040e+00	5.400539813460668803e+00	3.556842877376097167e+00	3.613000132185244517e+00	1.832824746717010900e+00	2.340494638135758976e+00	2.109283665424008358e+00	1.617690205857412078e+00	1.880162104738274609e+00	6.358107303482989892e+02	1.703770767290914705e+02	3.434360423584011723e+00	1.738114371526754951e+02	1.630566629148387392e+01	2.035727074408594017e+00	2.658048864700454761e+00
8.361289882690250419e-01	3.169192684137531191e-01	-2.284822916478949084e-01	7.761811299464768110e-01	7.317849633126908060e+00	-2.393009265868766278e-01	1.268903511258234501e+09	3.415289959043164799e+03	1.220843422191781080e+01	5.937019040176550355e+00	4.863047080614003592e-01	3.430394468167922373e+00	2.533791073700516705e+00	3.242510090536959932e+00	5.776301164237477082e+00	2.958447760650777969e+00	2.576418865726831875e+00	9.939308261761183871e-01	2.113847979022424717e+00	1.951769844912521368e+00	1.758116851569022643e+00	1.814545326209436027e+01	7.773461667540728648e+00	3.780271006859880600e+00	1.155373267440060836e+01	4.659485612808010657e+00	2.044916482195680008e+00	5.705273588594363954e-01
9.689993341922059633e-01	1.818542609235561935e-01	3.231894589015233965e-01	8.300077383709633105e-01	7.222762948590940368e+01	-1.221658924783360245e+00	1.268903511253126383e+09	1.190929248306725458e+04	1.326138169761777306e+02	5.397766567022668482e+01	4.070289725536143655e-01	6.246387599440340388e+00	9.680472370312624975e-01	2.272585096558904783e-01	1.195305746687152393e+00	3.992772878256617641e+00	1.211662798472788793e+00	2.592271335329904502e+00	1.100875214108922862e+00	1.028569612657963761e+00	2.229549372707740229e+00	1.865914826464044154e+02	5.144919799542672223e+01	2.094131419878601363e+01	7.239051219421273231e+01	2.802161716549047554e+01	1.452731044041526420e+00	1.577568205979919869e+00
5.545238556104840899e-02	1.914658526467315214e-01	-3.408072949222076820e-02	4.931342391293282168e-02	5.233719357697478358e+01	4.479434090142244695e-01	1.268903511283756018e+09	7.670122267989638203e+03	9.875659783570289108e+01	3.822414413395872401e+01	3.870540801491622052e-01	6.142745690019523863e+00	4.107518301027845098e+00	1.412001969435538351e+00	5.519520270463383227e+00	9.706189166584499040e-01	6.246345062366174261e-01	3.664928861342239941e+00	6.001726804515238323e-01	1.095797156307769082e+00	2.941719113794871721e+00	1.369807419696616080e+02	4.693050464917767783e+01	1.816464330792344484e+01	6.509514795710111912e+01	2.487136009459762320e+01	5.688248700921501033e-01	1.104315701992633958e+00
9.234144422785314221e-01	5.810831218149829086e-02	7.679136581445598075e-01	1.443233074914159475e-01	2.128725050688392528e+01	-3.544653807941058332e-01	1.268903511278026342e+09	2.127247001855207600e+03	5.748948476497368887e+01	1.167447857419566759e+01	2.030715464214512267e-01	5.841610357307184032e+00	5.766976329698711545e+00	1.773123120434875188e+00	1.256914142954000724e+00	2.201790062142313431e+00	1.934215880820358224e+00	3.119057042364588028e-01	1.946633155269828164e+00	1.569365090170519450e-01	4.399131490571564496e-02	6.916396333916935646e+01	4.155307321348200844e+01	8.438246836025573572e+00	4.999132004950757846e+01	1.538630381612334830e+01	1.879069176654903695e+00	3.835194443890390104e-01
3.000377941071188936e-01	5.191159372983227271e-01	-1.541960058128879762e-01	2.856852379309609558e-01	1.601417907339550695e+01	1.431609359982422003e-01	1.268903511278921127e+09	1.579886625875379195e+03	2.661535394010215683e+01	1.303545649219435099e+01	4.897720511825858214e-01	4.042788227399541690e+00	3.972067007646570502e+00	5.383930675040065061e+00	3.072812375507048444e+00	4.656230697645349359e+00	1.187203928008814469e+00	6.104898931368481385e+00	2.354503314852895102e+00	1.881351141007573391e+00	2.144672342710170820e+00	3.965081043229650959e+01	2.052120987360700965e+01	1.005071505254483810e+01	3.057192492615185131e+01	1.234739656133287156e+01	2.521103616696596550e+00	2.969680688433979920e-01
6.814891797382872651e-01	7.224634780992352789e-01	-9.904639371149537297e-02	6.628956075420289196e-01	2.767700718164541485e+01	7.181302175174931746e-01	1.268903511294287443e+09	2.624919922629600933e+03	1.270700105123699615e+02	1.028255570283963216e+01	8.092039704237413700e-02	4.444624294870153314e+00	3.049268703061844832e+00	2.616060244666369883e+00	5.665328947728214715e+00	1.989170536074927886e+00	2.463339367838475180e+00	4.063089908123991734e+00	6.672232580125800894e-01	1.804927553563850262e+00	5.092831778833712963e-01	1.373525662152096061e+02	8.714671246570436836e+01	7.051946573662412732e+00	9.419865903936678819e+01	1.898134876234459156e+01	7.992486549265755968e-01	4.581159393979086780e-01
6.727385346044254533e-01	3.724837847552158743e-01	3.102956807049317978e-01	5.324889663834418974e-01	7.506242714244959302e+01	7.462458685306679884e-01	1.268903511273403883e+09	4.457194787675504813e+03	1.140799190821335856e+02	6.613396303437723134e+01	5.797160759446460254e-01	5.908831126758034458e+00	1.259438162858955046e+00	4.325255504375742355e+00	5.584693667234697401e+00	3.773029685532439004e+00	1.514200601733443063e+00	2.250435648676692324e+00	1.295958873979645043e+00	9.132993519838283891e-01	1.196033776126455450e+00	1.802138821165108311e+02	6.670204504065185347e+01	3.866824780844973475e+01	1.053702928491015882e+02	4.388868291983609993e+01	1.425017222984330090e+00	7.102911764190601440e-01
8.156780127015592075e-02	4.236080816976836583e-01	-2.613641280932774320e-03	8.153643192364889991e-02	6.186672739392243159e+01	6.043294323403956003e-01	1.268903511231921911e+09	5.472831252513830805e+03	4.376031634529962275e+02	1.700436138557251908e+01	3.885794894944580996e-02	6.225912676289527603e+00	6.441679494917984528e-02	4.370487190433725466e+00	4.434903985382904423e+00	3.304967936860986555e+00	3.197071261208926374e-01	3.229660197220844964e+00	1.774105452376550929e+00	1.598530950323969968e+00	1.598334732680599224e+00	4.546075248385687360e+02	2.378545616916294989e+02	9.242540415606148585e+00	2.470971021072356564e+02	3.362700399938389495e+01	1.830905125779641818e+00	8.397930245304023877e-01
4.483173569983304185e-01	1.484285759792835502e-01	-1.402628179564239796e-01	4.163047359924531010e-01	6.571421240450986545e+01	8.858914687404428889e-02	1.268903511236350775e+09	7.407563186735849740e+03	1.883328739406611589e+02	3.444532396452738254e+01	1.828959716049372020e-01	4.726384977799463094e+00	3.777301412539702863e+00	6.128460068375016334e+00	3.622576173735132077e+00	5.759136835280362909e+00	6.835620403267622658e-01	2.853974012324805187e+00	7.386273817164907829e-01	1.950987146274457462e+00	1.554101093322045157e+00	2.227781979051885344e+02	9.082418299650593951e+01	1.661137719437057214e+01	1.074355601908765010e+02	3.169090731753483681e+01	1.308871891181011105e+00	1.073598327307898170e+00
9.777116236401491856e-01	3.938139239918989620e-01	1.651385609823251832e-01	9.605660157768955987e-01	8.297479711652624701e+01	-6.102399387378696360e-01	1.268903511334969282e+09	9.275476177488739268e+03	6.166331811985704690e+02	2.204503585512601305e+01	3.575064807942437278e-02	3.673134904200951456e-01	5.138283451267648516e+00	4.457101567581791102e+00	3.312199711669853386e+00	4.208932501792880032e+00	2.686478199651571863e+00	1.863353246111408623e+00	2.210932973999028661e+00	1.383243865305846532e+00	2.497311708560241872e+00	6.386782170536964713e+02	2.695017076063195418e+02	9.634860705437455763e+00	2.791365683117570029e+02	3.626442785275724390e+01	2.567408716249727885e+00	1.288049254587027459e+00
7.511604806076337404e-01	2.817780157623280338e-02	2.027687779430797921e-01	7.025096853241007411e-01	1.725123453878296331e+01	-6.048133271035589509e-01	1.268903511268391609e+09	2.213031330956112470e+03	3.906665893506431075e+01	1.085573310097437094e+01	2.778771821521394125e-01	4.891122701048408850e+00	6.024425149401197999e-01	2.757530412179909352e+00	3.359972927120029595e+00	2.465102425890103977e+00	2.101490817714747106e+00	4.167836703142242527e-01	2.045381914559114556e+00	1.208915178930548340e+00	2.628805672106453439e+00	4.992239203603867992e+01	2.797214313570313848e+01	7.772820313305498274e+00	3.574496344900863676e+01	1.235206733671576096e+01	1.747124961564771928e+00	3.966273068723264461e-01
4.166143791857701006e-01	7.137381985312107879e-01	1.534149626313061343e-01	3.683059453865801802e-01	1.032599633459124817e+02	-1.940289154113743475e-01	1.268903511276304483e+09	6.154581091817653942e+03	5.562914183315435821e+02	3.427739052997750946e+01	6.161768706190710876e-02	4.319627439714019523e+00	1.970515601383777238e+00	2.627872550478107527e+00	4.598388151861884765e+00	3.966362013866410408e+00	2.945895807585093618e+00	4.335426287958838998e-01	2.181717150091489366e+00	1.084447280718977336e+00	2.380953188153775546e+00	5.905688088615211200e+02	2.891553650024910667e+02	1.781708479299502201e+01	3.069724497954861135e+02	5.367361675465579651e+01	2.552047117314680147e+00	9.238495482411371862e-01
9.503796838413584025e-01	9.436647977408109123e-01	5.565553895127444139e-01	7.769287134713505072e-01	3.821077049204121323e+01	6.118584351653825193e-01	1.268903511281666040e+09	3.644203448088157074e+03	1.316165209102019276e+02	1.746382548011094471e+01	1.326871836403121230e-01	5.347189341667623275e+00	5.301861064085181319e+00	4.687503240390307191e+00	3.706178997295901834e+00	9.453638613512096445e-01	2.361138676414325843e+00	1.316259544256944025e+00	2.545110249618736997e+00	9.570445323310786678e-01	8.456877553765969058e-01	1.490803463903128829e+02	8.215984100584947214e+01	1.090155791140199604e+01	9.306139891725148061e+01	2.385255898443801215e+01	1.954384624196231712e+00	6.019568599315001656e-01
8.151121687248909231e-02	5.164355259899117145e-01	-6.684210413907797077e-02	1.911742162419496349e-01	5.744731674132803789e+01	4.407156695356206910e-02	1.268903511364154339e+09	6.683801355840066208e+03	9.733310320520224934e+01	4.598577113641800196e+01	4.724576698173141298e-01	5.095477926362330656e+00	1.820092455257691810e+00	4.996817221148479149e+00	5.337243692265856154e-01	3.118530815302600789e+00	1.188408891067060491e+00	2.055959634651706835e+00	2.285066747998508063e+00	1.288387242234320995e+00	2.090329658948814284e+00	1.433188743416202442e+02	4.896571332552537115e+01	2.313422681872032172e+01	7.209994014424569286e+01	2.890022767430039963e+01	2.279318983955048061e+00	9.877807672917821025e-01
8.605432459081731045e-01	4.854128021709095547e-02	6.179472688576994610e-01	4.369380276121356266e-01	6.103854408744073368e+01	-1.134121732199002697e+00	1.268903511242341995e+09	7.299127348304544284e+03	1.639219931295192509e+02	3.361932859220537040e+01	2.050934590921049683e-01	2.473192621642895439e+00	4.479271062851013951e+00	2.964044037704924417e+00	1.160129793376351692e+00	3.820101343982445385e+00	1.632658055719262924e+00	2.022039257835466231e+00	1.510653033116809318e+00	5.325672796642433315e-01	1.230723658938453813e+00	1.975413217217246142e+02	7.954094630806811494e+01	1.631332781778108654e+01	9.585427412584920148e+01	2.961813399953997461e+01	1.701472389367985061e+00	1.060850426579499572e+00
1.127185112418981894e-01	7.661865069470414902e-01	9.170129886416308884e-02	8.085230147236595333e-02	6.105387028099382007e+01	-6.206645522620051203e-01	1.268903511305512905e+09	9.287542247153129210e+03	5.355663681759046995e+02	1.448246379209917478e+01	2.704139888661280869e-02	1.834633737101503348e+00	2.762264827988142102e+00	5.650639342861278003e+00	2.129718863669834761e+00	1.415182389963549392e+00	1.397276906654325801e+00	9.789350022271250396e-01	2.313513888441389277e+00	7.999107519858530413e-01	7.151855600386134437e-01	5.500488319680039240e+02	2.339324076482647854e+02	6.325859547722441079e+00	2.402582671959872584e+02	2.666799059792100479e+01	1.822808057577825824e+00	1.289406472407916837e+00
8.455181274847155537e-01	3.842283384574309291e-01	-6.545600515740656045e-01	3.630441082538345965e-01	1.035885072791377155e+02	1.100109804852015039e+00	1.268903511226367474e+09	1.264919533104303628e+04	4.032109827812699905e+02	4.331131008233714397e+01	1.074159979065655718e-01	5.661438357532714960e+00	5.307219640430816732e+00	6.283014967453990351e+00	5.307049300705220851e+00	4.724554528959516553e+00	1.391195058724891132e+00	5.656321463252353965e+00	1.069810893779984395e+00	2.697792342452248082e+00	3.521522146310072654e-01	4.465222928636071629e+02	1.517646523686467503e+02	1.630195158112120879e+01	1.680666039497679662e+02	3.898969638218804334e+01	2.733933787730860931e+00	1.656817490029515394e+00
6.119059262650118347e-01	9.080774341754093149e-01	2.613546294154147076e-01	5.497697796744880350e-01	9.239411277075690521e+01	9.319763084900456462e-01	1.268903511400207758e+09	7.888605876777124877e+02	6.384263731942386357e+02	2.580694312951312597e+01	4.042273974427661870e-02	3.992558637890831763e-01	3.010304032376762251e+00	1.664537245631983187e-01	3.176757756939961652e+00	2.360459675795201495e-01	2.191575594553820228e+00	5.702606137657241447e+00	1.733945172242911337e+00	1.116237317565230924e+00	1.482083158591836591e+00	6.642333163237517510e+02	5.503378547355775936e+02	2.224616387339976598e+01	5.725840186089774306e+02	7.964579777312097519e+01	1.470617581665354612e+00	1.600626191723357183e-01
5.635896541232247037e-01	9.421743767646806322e-01	1.426360626813464594e-01	5.635795641795879884e-01	4.737757226871182326e+01	-1.034590996670543550e-01	1.268903511255449772e+09	3.748363723546725851e+03	9.098093089765026775e+01	3.409829727335317529e+01	3.747850998767239261e-01	3.065351326779682140e+00	4.016959388466617042e+00	3.600578281140463854e+00	1.334352362427495109e+00	3.916868380127934479e+00	2.182469576177017631e-02	1.361298634452836609e-01	1.773359949569520921e+00	1.576780146641082681e+00	9.705088221217318400e-01	1.250792281710034501e+02	5.629616529275430281e+01	2.109896393192148167e+01	7.739512922467578449e+01	2.931576554881894836e+01	1.995008567834918978e+00	6.161124016978138940e-01
8.129745237210543873e-01	8.988534084951027570e-01	6.929772309028081612e-01	6.376430911917667643e-01	7.599794337150626689e+01	1.104537120393989547e+00	1.268903511276316166e+09	9.710589241774039692e+03	8.799327352642926314e+01	8.661072004460940832e+01	9.842879639952865078e-01	2.948072516177135949e+00	7.468300330963622002e-01	1.133620613068786129e-02	7.581662392270498430e-01	3.345560696215036933e-01	3.100944664038972398e+00	1.866051008868133465e+00	2.516224330517726759e+00	3.515503836174351249e-01	8.071981089661909303e-01	1.746039935710386715e+02	3.765558811995654764e+01	3.706394216363712957e+01	7.471953028359368432e+01	3.252234107078287906e+01	2.429924852258249945e+00	1.336791905788744073e+00
9.807630594593501616e-01	1.623305332123269884e-01	9.090070145184599992e-01	1.988612551660925154e-01	2.601597656271584569e+01	4.016411483736275212e-01	1.268903511297258139e+09	3.129513329462343791e+03	1.578239231545979635e+02	7.950601446490530577e+00	5.037640230690781235e-02	3.178680173548273036e+00	2.096907477924876417e+00	3.889534986280424711e+00	5.986442464205301128e+00	2.050253402330783903e+00	2.026434469886535084e+00	3.562803290756754393e+00	8.883187761527617798e-01	2.041774569313963561e-01	2.323647529378603860e+00	1.657745246010885012e+02	1.031107203111157133e+02	5.194347128547816439e+00	1.083050674396635458e+02	1.699695476680706108e+01	7.363520703877771689e-01	5.306257455907226195e-01
4.542139961490809230e-01	1.433260137596720496e-01	-1.458023259344914113e-01	3.887921299988635337e-01	4.647095946544365574e+01	1.001286009919059028e+00	1.268903511291749239e+09	7.860759148122325314e+03	6.384560140596025946e+01	4.490751058452890732e+01	7.033767338016898574e-01	3.076494715910882971e-01	3.696191070825683322e+00	5.861191182785683296e-01	4.282310189104251208e+00	8.029602121911031398e-01	1.890246162228934157e+00	4.587514567081278472e+00	2.509067121198989003e+00	2.114174666035607775e+00	1.705249511677030316e+00	1.087531119904891739e+02	3.002392500372654993e+01	2.111813030502807109e+01	5.114205530875462813e+01	2.185335514298163062e+01	2.359368213326441310e+00	1.126490836825490893e+00
6.932316992347064000e-01	5.750660021767455277e-01	6.642585367033539134e-02	6.925246365761723588e-01	6.687829039284697785e+01	-4.483411109066754996e-01	1.268903511282068014e+09	6.638385682323472793e+03	1.164217318191323045e+02	5.229953467267296219e+01	4.492248470751424860e-01	4.444080460644301844e+00	5.140047681417216019e+00	5.794512353557795592e+00	4.651374727795424491e+00	2.080910624991277602e-01	2.076317588838344719e+00	5.007278889797497357e+00	1.374435257791850606e+00	1.525627203396730636e+00	1.316594600788570268e+00	1.687212664918052667e+02	5.872957318959416995e+01	2.638278353488383132e+01	8.511235672447800482e+01	3.373711582064071735e+01	1.300814314344308942e+00	9.823357381347384010e-01
6.643846041429826155e-01	4.873442168035026500e-01	2.417655709727125624e-01	6.357122620902082577e-01	7.903629662688048541e+01	9.960666936349806821e-01	1.268903511266891479e+09	7.586299317366644573e+03	9.538027550289100986e+01	8.646012474860627606e+01	9.064780353458471440e-01	1.541789868345891046e+00	4.851037787131629031e-01	3.156608756168217678e+00	3.641712534881381025e+00	5.155219963915687487e+00	1.430618869719441966e+00	2.327992800231776016e+00	1.483547911839831368e+00	1.275939501342531424e+00	9.193812037511092106e-01	1.818404002514972717e+02	4.553775839925981472e+01	4.127897776781488659e+01	8.681673616707469421e+01	3.773459199599424352e+01	1.569265662943113204e+00	1.094531633872460441e+00
7.054825072808401654e-01	5.690598648568594431e-01	4.391006331974894004e-03	7.016264299353072165e-01	2.676472714409269571e+01	-6.581405490273204428e-01	1.268903511310525894e+09	3.029185271850958998e+03	7.114713219661868493e+01	1.485782102460097853e+01	2.088323248720783398e-01	5.494640468823587476e+00	2.708630257770014538e+00	2.383631573472290377e+00	5.092261831242304027e+00	7.315838183519380866e-01	2.660861360828219446e+00	3.168622168641057613e+00	2.513623479532487992e-01	1.466193660137008914e+00	2.183616023410738460e+00	8.600495322121966524e+01	4.691756762876512710e+01	9.797904725257986058e+00	5.671547235402311316e+01	1.764984556760665058e+01	5.379032207372641539e-01	5.164284039524341674e-01
7.063535305836182721e-01	7.352626937517878769e-01	5.272028641697291684e-01	2.590312694191562182e-01	6.223262202384955799e+01	9.236373419504567694e-01	1.268903511272058487e+09	7.326770461370160774e+03	1.285906964757027424e+02	4.216432071489864342e+01	3.278955777556240569e-01	5.405447675020592868e+00	5.614695550817021541e+00	1.302935848554415577e+00	6.344460921918511076e-01	4.328425072000764651e+00	2.778402186146136987e+00	1.799521754344503677e+00	3.066348812845597127e+00	3.754768299689883460e-01	1.391789864819835243e+00	1.707550171906013929e+02	6.229856385258234042e+01	2.042742358778812672e+01	8.272598744037047425e+01	3.014994928189828372e+01	3.041839457149388082e+00	1.064103705183125470e+00
8.680601884859805439e-01	6.782132149059777459e-01	3.157979394553910302e-01	8.098494132405118506e-01	1.733888156781399204e+01	-8.881449934338183638e-01	1.268903511282048464e+09	2.113301604696321192e+03	2.461450930583803043e+01	1.625457362846557174e+01	6.603655358918870677e-01	5.219520822456858333e+00	3.718124807606661975e-01	4.495758562144994919e+00	4.867571042905661116e+00	2.157268231479118281e+00	1.148002932452426350e+00	5.419972541873434579e-01	1.932995950521416484e+00	1.202498550187758530e+00	1.078173908850823981e+00	4.086908293430360573e+01	1.781880873508453078e+01	1.176692717929913456e+01	2.958573591438366890e+01	1.255187379517989932e+01	1.745768946390842125e+00	3.813779401185798390e-01
8.520408159937267190e-01	1.662534516421174668e-01	5.297646455055983195e-01	4.952526057018579730e-01	2.229603944396077253e+01	4.794982428570548905e-02	1.268903511304222822e+09	2.742580655604027925e+03	4.259939704655369042e+01	1.611475412189382439e+01	3.782859673878298246e-01	1.373255415129329138e-01	5.322273334774615172e+00	4.771889604125266970e+00	3.810977631720295467e+00	2.338244521144677179e+00	2.485191247044631790e+00	3.459428003765104620e+00	2.039101503427816375e+00	6.202695930830088855e-01	9.449049479247176864e-01	5.871415116844751481e+01	2.887546083167925559e+01	1.092318163448117652e+01	3.979864246616043033e+01	1.511308746839996431e+01	1.881292620398354209e+00	4.752802490278494885e-01
1.834509624368013958e-01	4.438214730092964189e-01	8.558657517205424392e-02	1.587080104835076610e-01	3.106461619043676947e+01	-7.245219256244426198e-01	1.268903511301412821e+09	1.269622861187412127e+03	1.851157183841764891e+02	9.611899185086615560e+00	5.192373326795911292e-02	5.702843044775153913e+00	5.998320827911840958e+00	9.238669716451490821e-01	6.390024923774033638e-01	2.325336445602844027e+00	1.029566911251311723e+00	3.186036435721369742e+00	1.892363450046171902e+00	1.045399505482300873e+00	1.656841093269254772e+00	1.947276175692631170e+02	1.486584459500553805e+02	7.718901495539992830e+00	1.563773474455953760e+02	2.494665286780965019e+01	1.472232766939127524e+00	2.452418508825905119e-01
8.315267649389619375e-01	9.994000164188428237e-02	-4.774936797311250813e-02	8.289228737420124560e-01	2.860820347721551116e+01	3.966110180528392704e-01	1.268903511270842075e+09	1.930888297999659699e+04	6.672897122956518956e+01	1.758473991506577505e+01	2.635248167481805126e-01	3.884525945981166739e+00	7.298968908575513836e-01	8.190422569996871349e-01	1.548939147857239185e+00	1.481214924559071777e+00	7.818462022442123072e-01	1.031934332744320670e+00	1.895797054573667317e+00	1.649955581118810022e+00	1.363448503005733503e+00	8.431371114463095751e+01	1.996755455002312019e+01	5.261946153704140094e+00	2.522950070372725762e+01	8.560537544393730158e+00	1.174928391072470157e+00	2.341869985250042863e+00
7.759871026219975487e-01	3.582170874697733209e-01	5.160201306271892108e-01	3.961084664316893988e-01	6.896498371134825334e+01	-5.071852377965488934e-01	1.268903511255236149e+09	3.487703102340999521e+03	1.479534720617964183e+02	4.532265091267977652e+01	3.063304313247184330e-01	2.524255842685525053e+00	1.623390815382085961e+00	2.215665398508558148e+00	3.839056213890644553e+00	1.021449889772235942e+00	5.804360769148320109e-01	4.588005354840468897e+00	2.126780744377353649e+00	5.357167880258507653e-01	1.508612639460199745e+00	1.932761229744762090e+02	9.361071280647354342e+01	2.867581003062138478e+01	1.222865228370949353e+02	4.363440204505438658e+01	1.930154594925756140e+00	5.805185926494179638e-01
5.276079650561729117e-01	3.713925515037836411e-01	8.326285163260330191e-02	5.192704424246138428e-01	1.078891498849860682e+02	-1.027694379098393895e+00	1.268903511343709469e+09	1.821973944198814206e+04	7.219449933015446277e+02	3.080892304829641404e+01	4.267488982422796423e-02	4.570253727398466026e+00	5.751091649792290816e+00	5.507117186367167072e+00	4.975023528979872545e+00	3.658299009054500894e-01	3.117820683308273555e+00	5.503322156460534131e+00	2.409403388389034895e+00	1.392783451668835326e+00	2.000979035845569687e+00	7.527539163498410062e+02	2.233287618679218554e+02	9.530530307294808878e+00	2.328592921752166376e+02	3.337477299012530096e+01	1.617424126996052314e+00	2.232655692277145221e+00
6.121734098629735277e-01	4.983736002821505529e-01	-1.907608587149638244e-03	5.812294359946086342e-01	4.560127924965861723e+01	1.231200028955335313e+00	1.268903511296749830e+09	5.129029757682475065e+03	5.550801530334673828e+01	4.946507496313866881e+01	8.911339144953409619e-01	6.044549204312039237e+00	3.392262222344050393e+00	4.401095322190270998e-01	3.832371754563077104e+00	1.791313256831401357e-01	1.729936647252307447e+00	4.486875651303897428e+00	1.591780821177628313e+00	1.251486425036880457e+00	2.027307945035782932e+00	1.049730902664854000e+02	3.089646862404468308e+01	2.753289102902741803e+01	5.842935965307209756e+01	2.538225310081352504e+01	1.542687563638240889e+00	7.965812202935229625e-01
7.098125278198036403e-01	9.531409433868280878e-01	5.463814390229105866e-01	3.672980501063070058e-01	2.106644536639527132e+01	-1.013163795910058340e+00	1.268903511270819902e+09	4.916905912772195734e+03	3.639310211357836522e+01	1.658285472708818276e+01	4.556592805783674649e-01	4.008267476585293920e+00	6.128190502138589402e+00	4.972855271954368384e+00	4.817860466913369777e+00	1.076382132282455578e-01	2.025671617621525034e+00	6.397928554521499223e-01	2.262363656433344250e+00	4.184354053134179963e-01	1.226065860254440310e+00	5.297595684066654798e+01	2.056556063055681349e+01	9.370888561610314582e+00	2.993644919216712807e+01	1.190454328682440988e+01	2.239258305729518561e+00	7.696139078019883506e-01
7.653705824572649696e-01	6.777342897412088618e-01	6.927946362863148799e-01	2.469203090844194759e-01	2.119876467148784371e+01	1.745455302477258996e-01	1.268903511310025215e+09	1.552344978450286817e+03	4.592816532169538846e+01	1.382133240938716945e+01	3.009336931396712211e-01	1.501565656097873236e-01	8.120843440456280149e-01	5.167342368425559940e+00	5.979426712471187955e+00	4.022222322251826299e+00	6.027200669942529565e-01	3.562153208209245747e+00	1.799160914456260807e+00	3.284912978616741364e-01	5.215849874603712966e-01	5.974949773108255613e+01	3.553537564506209634e+01	1.069379182997406375e+01	4.622916747503615653e+01	1.640183230782675494e+01	1.896810036073803829e+00	2.924632000640591811e-01
9.767749434900901973e-01	5.722554253736866769e-01	6.189066256127094823e-01	3.804926003091383402e-01	4.680742641249608482e+01	8.501924925625281571e-01	1.268903511255298138e+09	9.026849785765154593e+03	1.109178157214458338e+02	2.841453956105965162e+01	2.561765157043723873e-01	5.008212810260617154e+00	2.905645287284535527e+00	3.442055123052799814e+00	6.451510315774822146e-02	4.756563105449705731e+00	3.038529280868522253e+00	4.926858119292631955e-02	1.320590453619248317e+00	4.001317420832051774e-01	2.555880932447322174e+00	1.393323552825054890e+02	4.907845389180486251e+01	1.257274731416026547e+01	6.165120120596512976e+01	2.071115540851360493e+01	1.525262587624254040e+00	1.260010390016929938e+00
9.476166103841662247e-01	2.971668750431351591e-01	8.450134538396585349e-01	3.692957286394656924e-01	2.202027113780872014e+01	3.524027756890040219e-01	1.268903511299765348e+09	3.323309278287002599e+03	1.482707436194620527e+02	6.261163226209249366e+00	4.222790736302348830e-02	2.020264098286660648e+00	3.221747774451146906e+00	4.223955333990868866e+00	1.162517801262429984e+00	2.687097831796911862e+00	2.824599392377014517e+00	3.532185696860004498e+00	2.846248007288354476e+00	4.003167433244732010e-01	8.794421946571072679e-01	1.545319068456713012e+02	9.518151198071643648e+01	4.019316070594204149e+00	9.920082805131063708e+01	1.413578059944965304e+01	2.596478554867242661e+00	5.577683158626581816e-01
7.920760428241714335e-01	8.863084564161602952e-01	7.190638876058118578e-01	5.581429080299731282e-01	8.697939246941547253e+01	1.039460085889313490e+00	1.268903511268129349e+09	6.940807528471469595e+03	1.017005186222258999e+02	9.816321693024136152e+01	9.652184498180966798e-01	2.739860317665481659e+00	1.795587278714103618e+00	2.600131661576903674e+00	4.395718940291006405e+00	1.473952104626484738e+00	2.545582953012413885e+00	1.773188020096903017e+00	2.291813608741193775e+00	7.819413670514455683e-01	1.012207633663206319e-01	1.998637355524672614e+02	5.038530009618120431e+01	4.863282125245562071e+01	9.901812134863682502e+01	4.309203975678903475e+01	2.182022578022837500e+00	1.018456145504509358e+00
1.576697295903440876e-01	9.500748620699838165e-01	8.295444986678647548e-02	1.360613536556656289e-01	9.810038323344902267e+01	1.327933978673577542e+00	1.268903511267828941e+09	9.362905639169161077e+03	7.602363159785835478e+02	2.532577440295155924e+01	3.331302894988905777e-02	2.498313553987003388e+00	4.890187171999151872e+00	2.142366700291787218e+00	7.493685651113528579e-01	3.568001324512103167e+00	6.224109987365391561e-01	6.243089291933685558e+00	3.954826130967439290e-01	1.041082394998770422e+00	1.378473805807636676e+00	7.855620903815350857e+02	3.308430264233181788e+02	1.102138331710890995e+01	3.418644097404271065e+02	4.269176175892644665e+01	9.134094727371632194e-01	1.297876198864928776e+00
2.149980655358329495e-01	2.535229720686869026e-01	-2.325338050179380847e-02	2.147716524125783677e-01	1.743751454477301976e+01	7.672187318386458621e-01	1.268903511285812140e+09	2.517417115949683193e+03	3.602109518715037950e+01	1.181704296839937030e+01	3.280589584243069901e-01	2.834482769958530213e+00	2.837725800118271025e+00	9.166059686551626395e-01	3.754331768773434330e+00	2.790983747922838987e+00	1.500288440431567727e+00	1.205086779469318969e+00	2.469065410931516880e+00	1.616693574114638432e+00	1.826270167165185532e+00	4.783813815554974980e+01	2.497502079803549080e+01	8.193279309628927365e+00	3.316830010766442172e+01	1.209020120457378589e+01	2.401492101329998352e+00	4.422848925108306961e-01
