mass_1	mass_2	chirp_mass	ra	dec	geocent_time	phase	iota	psi	luminosity_distance	total_mass	mass_ratio	chi_eff	chi_p	tilt_1	tilt_2	phi_12	theta_jn	phi_jl	mass_1_source	mass_2_source	total_mass_source	chirp_mass_source	a_1	a_2	phi_1	phi_2	redshift
8.577804600000000335e+01	7.255674000000000490e+01	6.863048663788315196e+01	1.617812999999999946e+00	7.310204500000000438e-01	1.268903511314452887e+09	2.014031807157315779e+00	2.450622596442520784e+00	3.138443209236410514e+00	7.672394800000000032e+03	1.583347860000000082e+02	8.458660855949085011e-01	-1.135442551264980726e-01	4.425622486107591014e-01	1.702097836544742337e+00	2.045514661349153052e+00	3.111016669787125544e+00	2.524964824697894183e+00	1.518852391504173394e+00	4.075778492730235314e+01	3.447562799397640276e+01	7.523341292127875590e+01	3.261005285481717664e+01	4.464047516832705953e-01	3.909166763529518529e-01	2.612025912957436802e+00	5.723042582744562345e+00	1.104580662393652268e+00
8.085193599999998071e+01	9.711593600000000492e+00	2.216143539619088187e+01	6.856473899999999677e-01	1.188923100000000010e-01	1.268903511314452887e+09	2.872960224424826237e+00	1.938843188032785214e+00	1.016834230855097942e+00	1.407020600000000013e+04	9.056352959999999541e+01	1.201157830036376772e-01	4.698083939439742784e-01	4.449477401472598515e-01	7.609757482609394996e-01	7.819472428654038465e-01	3.808922523320636078e+00	2.342544738688412842e+00	1.072540715832738689e+00	2.880438380095022310e+01	3.459861114188433895e+00	3.226424491513866144e+01	7.895253005838298144e+00	6.451992936880870388e-01	6.923845102736295720e-01	1.473468337545551066e+00	5.282390860866186699e+00	1.806931630918373388e+00
7.734874700000000303e+01	3.694557199999999852e+01	4.592027473171169305e+01	7.054691899999999682e-01	-1.310871600000000026e+00	1.268903511314452887e+09	3.704569674018347136e+00	1.144563982218862908e+00	1.284756337004549609e+00	1.618280999999999767e+04	1.142943189999999731e+02	4.776492630190892763e-01	2.480327984138658015e-01	4.805817271672171986e-01	8.777286453758077478e-01	1.930910035398897273e+00	5.368188938455007886e+00	1.163425703914294784e+00	1.315290099983971173e-01	2.556340022359419351e+01	1.221033927706178979e+01	3.777373950065597086e+01	1.517643668286113900e+01	6.247083898140086688e-01	1.938086810223707546e-01	5.810405181068031055e+00	4.895408812343453597e+00	2.025761296363447261e+00
7.662958499999999162e+01	4.283519400000000132e+01	4.946184933651969118e+01	7.206714400000000520e-01	-9.713318800000000364e-01	1.268903511314452887e+09	4.330588954837081284e-01	1.072968770228552415e+00	2.754478007875848622e+00	5.970202899999999318e+03	1.194647789999999929e+02	5.589902907604158422e-01	2.065418069688837177e-01	2.751412982032093169e-01	7.114320881705654687e-01	1.541155541938292295e+00	5.541034027871607925e+00	1.209010168603013247e+00	1.427385602021403521e+00	4.030344502301405640e+01	2.252923445206106479e+01	6.283267947507511764e+01	2.601453375313236904e+01	4.214017938113107098e-01	1.699404541145098368e-01	4.240265393293681129e+00	3.498114113985702378e+00	9.013160030424942626e-01
7.648253599999998187e+01	6.672161899999998980e+01	6.215931067220751061e+01	3.701792300000000147e+00	-4.163607999999999754e-01	1.268903511314452887e+09	2.083773596869082034e+00	7.383546675109858848e-01	2.548712622537832040e+00	1.143390700000000106e+04	1.432041549999999859e+02	8.723771790203191934e-01	-1.531622616615293808e-01	4.934971654261384733e-01	2.235637973429172032e+00	1.215825440938035129e+00	4.470655312170351614e+00	8.420703345969782205e-01	6.693145766610925085e-01	3.027554962983974107e+01	2.641169857936926135e+01	5.668724820920900953e+01	2.460571254087398430e+01	6.270496573338042445e-01	3.300430182871789686e-01	2.056915932130207736e+00	2.443859371209722298e-01	1.526214616583488892e+00
7.557708000000000936e+01	3.695878600000000347e+01	4.543666969538447375e+01	3.910502800000000168e+00	-1.063138500000000208e+00	1.268903511314452887e+09	2.716439505267361110e+00	5.046624424548994403e-01	1.684522190901266647e+00	1.260451299999999901e+04	1.125358659999999986e+02	4.890210894625726112e-01	1.374857985448318665e-01	1.796363384383224682e-01	1.043277129254638780e+00	9.092555150194552294e-01	2.031250683880458041e+00	5.449824286445159593e-01	9.169644398429958043e-01	2.849756450840346389e+01	1.393591004292940028e+01	4.243347455133285706e+01	1.713263367268541515e+01	1.001978909565840736e-01	5.135460160250339134e-01	1.794518801357343207e-01	2.210702564016191474e+00	1.652054001938080718e+00
6.966113299999999242e+01	5.604412099999999697e+01	5.433024600312433705e+01	1.540930899999999992e+00	8.210684900000000397e-01	1.268903511314452887e+09	3.802306720526646533e+00	1.476277487024746815e+00	2.766886183961512202e+00	1.236407699999999932e+04	1.257052539999999965e+02	8.045249709045070308e-01	-6.861172588605475575e-02	7.392621256831019005e-01	1.528082337522578271e+00	2.038914129784234586e+00	1.297490350164971273e+00	1.372586667861802834e+00	5.955887950453834456e+00	2.652369852549261608e+01	2.133897778450186777e+01	4.786267630999448386e+01	2.068641441422895255e+01	7.399370250187561338e-01	4.281112136997134443e-01	4.965803252726695760e+00	6.263293602891667256e+00	1.626373276451127836e+00
3.969109500000000708e+02	2.342306900000000169e+01	7.182625430650928422e+01	9.487787800000000438e-01	-2.941113799999999778e-01	1.268903511314452887e+09	6.220813766575559178e-01	1.433059455585645070e+00	2.644283197042906153e+00	8.046405299999999443e+03	4.203340190000000121e+02	5.901341094268122700e-02	7.053511787684652035e-02	3.868476545047113691e-01	1.367957036467535525e+00	2.194749483137227397e+00	4.430311527195485155e-01	1.163595492737587556e+00	6.190861105778095563e+00	1.847828245823480984e+02	1.090466476222748504e+01	1.956874893445755390e+02	3.343888131563723931e+01	3.949445919995089316e-01	1.410861449476633056e-01	2.124246341581454089e+00	2.567277494301002605e+00	1.147986161035857267e+00
3.959294399999999996e+02	1.328677700000000073e+01	5.131353068119234706e+01	4.331087899999999991e+00	-1.147024299999999941e-01	1.268903511314452887e+09	1.055290552832166773e+00	2.890750924366103369e+00	1.498210805671368329e+00	1.046996900000000278e+04	4.092162169999999719e+02	3.355844667676140258e-02	-1.070241437875355250e-01	5.387638033625206102e-01	1.770452165719154536e+00	1.667933598475768386e+00	3.437883462955054092e+00	1.528737335165500699e+00	4.963173177149392323e+00	1.635441081317615897e+02	5.488286232038221080e+00	1.690323943637997957e+02	2.119576056366858552e+01	5.496833207698823553e-01	4.903459367762901255e-01	2.039507063462794534e+00	5.477390526417848626e+00	1.420933682802036246e+00
3.907145699999999238e+02	4.516608800000000201e+01	1.047441387686433103e+02	1.903457900000000036e+00	-1.049448399999999948e+00	1.268903511314452887e+09	4.323521467326039591e+00	5.353812155034846088e-01	1.744650846697521906e+00	9.346326599999998507e+03	4.358806579999999258e+02	1.155986785954769974e-01	6.631957616838211889e-02	7.759710235855140636e-01	1.493664002280032488e+00	1.380831570592231605e+00	4.160055772669748464e+00	1.300313183679176809e+00	1.031096055736899109e+00	1.701708107579332818e+02	1.967152085913807369e+01	1.898423316170713520e+02	4.561999061463591687e+01	7.782850387426794025e-01	6.420518776986666731e-01	5.353432000612520447e+00	3.230302466102683123e+00	1.296014035895900474e+00
3.877232099999999377e+02	1.338081900000000068e+01	5.109181048525108793e+01	2.396484200000000175e+00	-3.246403099999999875e-01	1.268903511314452887e+09	4.681253661362912766e+00	4.203949417187595183e-01	5.832450357035088295e-01	7.067529500000000553e+03	4.011040290000000255e+02	3.451126642637669661e-02	9.206606693501837024e-02	9.283290618071023959e-01	1.469850299674918315e+00	8.228084742146685171e-01	3.950099482187598543e+00	1.599734500037591101e+00	1.216756641221543145e+00	1.906681486041621554e+02	6.580199275502224943e+00	1.972483478796644079e+02	2.512509094840503820e+01	9.330791110351518425e-01	5.166032702392807374e-02	5.300034657228403390e+00	2.966948832236415257e+00	1.033497534005720198e+00
3.877164300000000594e+02	3.101775900000000163e+01	8.388553701784728389e+01	1.394906600000000108e+00	5.055215899999999651e-01	1.268903511314452887e+09	5.372331442615369212e+00	1.545688950836261455e+00	3.528117656580236350e-01	1.850264199999999983e+04	4.187341890000000149e+02	8.000114671436545088e-02	3.855106920588324826e-01	8.537298056708831906e-01	1.109852345874529966e+00	1.720615191331768656e+00	3.775435186990572678e+00	6.531597813169216504e-01	5.072874641427761233e+00	1.188908486431244995e+02	9.511404225294018744e+00	1.284022528684185147e+02	2.572298183220168610e+01	9.532138574490486294e-01	6.391139429092265178e-01	2.700565154313066429e+00	1.928150341240524313e-01	2.261112477746804572e+00
3.871628599999999665e+01	1.083790400000000176e+01	1.716671974624107122e+01	9.133707100000000301e-01	5.827041099999999973e-01	1.268903511314452887e+09	1.919162819665924502e+00	1.473097606109060820e+00	5.921134798416205491e-01	6.988854700000000776e+03	4.955419000000001262e+01	2.799313963121359827e-01	-5.185834082853839518e-03	2.176085898531721630e-01	1.355660253509790358e+00	1.701217105416527486e+00	2.501962442521467267e+00	1.462338728018067746e+00	3.311194067704307908e+00	1.912703553351497732e+01	5.354257764208687931e+00	2.448129329772367058e+01	8.480887308773526811e+00	1.259789795827845893e-01	9.210583230642783725e-01	3.963226053527018067e+00	1.820031888688991017e-01	1.024165529057554869e+00
3.833987800000000590e+01	3.387785399999999836e+00	8.791341648315915691e+00	3.879397099999999821e+00	-8.261641699999999755e-02	1.268903511314452887e+09	1.883518315085421502e-01	1.092455251459097942e+00	5.246240167890723338e-01	4.790433600000000297e+03	4.172766339999999730e+01	8.836192436501753844e-02	-2.221994289406671874e-01	5.323144058649932342e-01	2.004192514632191280e+00	1.344775991012441274e+00	3.250270374595600753e+00	2.133259434254219933e+00	2.275995338587386119e+00	2.186580264288541287e+01	1.932104399311040943e+00	2.379790704219644937e+01	5.013832893475944630e+00	5.865434320799299828e-01	2.266788019954373290e-01	5.190146318710008089e+00	2.157231386126023054e+00	7.534173625441940025e-01
3.679114099999999894e+02	9.815732999999999819e+00	4.160676569803564462e+01	4.132171199999999933e-01	1.447294800000000103e+00	1.268903511314452887e+09	9.166533479797187578e-01	8.167523109275781623e-01	6.394027387674824370e-01	1.776859200000000055e+04	3.777271430000000123e+02	2.667961018115747041e-02	-2.845098293957192825e-01	4.272743091247839242e-01	2.166817146191706289e+00	1.831883926719461542e+00	3.020651988412139666e+00	2.387907526113336676e+00	6.218759419245428743e-01	1.154361784721344719e+02	3.079792242439069572e+00	1.185159707145735553e+02	1.305457210681975155e+01	5.162962269475078747e-01	3.304218899155523248e-01	2.927636124699414921e+00	5.948288113111554587e+00	2.187141283343950526e+00
