mass_1	mass_2	chirp_mass	ra	dec	geocent_time	phase	iota	psi	luminosity_distance	total_mass	mass_ratio	chi_eff	chi_p	mass_1_source	mass_2_source	total_mass_source	chirp_mass_source	theta_jn	phi_jl	tilt_1	tilt_2	phi_12	a_1	a_2	phi_1	phi_2	redshift
9.998277299999999457e+01	2.112545000000000073e+01	3.786203577253440500e+01	3.214311299999999871e+00	2.922137599999999891e-01	1.252699636905761719e+09	2.832655299999999876e+00	1.703219599999999945e-01	5.549656999999999840e+00	3.473525500000000193e+03	1.211082229999999953e+02	2.112908990831850742e-01	1.469174928265947755e-01	2.506086619071162813e-01	6.333771797100616396e+01	1.338268337597110147e+01	7.672040134697726899e+01	2.398508134565272343e+01	3.041144889268269647e-01	2.125911124192013890e+00	9.102602259157175357e-01	2.315720447300348539e+00	5.397048636593099857e+00	3.173613641108755101e-01	1.169676898664994968e-01	3.088908868742546332e+00	2.202772198156058181e+00	5.785660772585569100e-01
9.995638300000000243e+01	5.474378999999999706e+01	6.382474321752095392e+01	3.143125299999999900e+00	3.879891200000000206e-01	1.252699636905761719e+09	3.989625900000000058e+00	2.471613899999999919e+00	2.534519799999999989e+00	7.397564099999999598e+03	1.547001730000000066e+02	5.476767801812115755e-01	4.815123993943814518e-01	5.600927460825160242e-01	4.823161953925740875e+01	2.641533809218570994e+01	7.464695763144312934e+01	3.079714010918412725e+01	2.685388914419123196e+00	1.533385994118990459e+00	8.295902538035546669e-01	1.022746390521062754e+00	9.601482267340752941e-01	7.592884370963802754e-01	8.150290128865673722e-01	4.498376725343753435e-01	1.409985899268450638e+00	1.072424354704531346e+00
9.992964899999999773e+01	6.350737800000000277e+01	6.899872028866408868e+01	9.065575099999999553e-01	-1.064633399999999952e+00	1.252699636905761719e+09	6.725474599999999858e-01	2.989816999999999947e+00	2.452110400000000023e+00	7.276735899999999674e+03	1.634370270000000005e+02	6.355208752909760062e-01	6.623640704470127316e-01	4.350307026519001918e-01	4.855164567035728851e+01	3.085558435324279003e+01	7.940723002360007854e+01	3.352359837832825207e+01	2.967325644474635649e+00	3.653515469425257844e+00	4.802519561286580085e-01	9.814713068556587539e-01	4.088619216288019942e+00	9.416195072758346551e-01	7.026962044732146806e-01	6.161580947195082203e+00	3.967014856303515913e+00	1.058213426553551662e+00
9.977572600000000591e+01	3.804127100000000183e+01	5.244539885960248426e+01	3.790088700000000088e+00	8.785155500000000339e-01	1.252699636905761719e+09	5.343907299999999694e+00	4.242535100000000003e-01	5.404358900000000077e+00	6.325221999999999753e+03	1.378169970000000149e+02	3.812677945335120611e-01	3.348945574431431149e-01	2.237011776346707614e-01	5.130962299868323129e+01	1.956270679905392385e+01	7.087232979773715158e+01	2.697002318481525762e+01	4.855142555363868850e-01	7.356388367456155875e-01	4.455677307807769383e-01	1.685936640258311359e+00	5.256262416263964177e+00	5.190640821279787209e-01	1.325678167900540549e-01	4.723463443938630490e+00	3.696540553023007991e+00	9.445811559083286957e-01
9.977572600000000591e+01	3.804127100000000183e+01	5.244539885960248426e+01	3.064676000000000067e-01	-8.196132799999999996e-01	1.252699636905761719e+09	3.663280499999999940e+00	9.698112199999999739e-01	1.572161099999999978e+00	4.309680999999999585e+03	1.378169970000000149e+02	3.812677945335120611e-01	3.348945574431431149e-01	2.237011776346707614e-01	5.900469516794832714e+01	2.249658999380583779e+01	8.150128516175416848e+01	3.101480587244546072e+01	8.808303881225389986e-01	5.210068244375077207e+00	4.455677307807769383e-01	1.685936640258311359e+00	5.256262416263964177e+00	5.190640821279787209e-01	1.325678167900540549e-01	4.723463443938630490e+00	3.696540553023007991e+00	6.909794333485298479e-01
9.976858500000000163e+01	3.176894199999999913e+01	4.751032532012001752e+01	5.999863200000000063e+00	-1.729890000000000039e-01	1.252699636905761719e+09	1.836390299999999920e+00	1.822606299999999901e+00	5.551059600000000316e+00	2.415314499999999953e+03	1.315375270000000114e+02	3.184263062365773611e-01	1.774189242059054095e-01	1.193870760971321721e-01	6.990946540745032678e+01	2.226101284066819019e+01	9.217047824811852763e+01	3.329125540332803013e+01	1.844318685627681642e+00	1.949631816128873929e+00	1.528431319407934197e+00	5.348098617371723762e-01	2.931890672558453481e+00	5.686244584980834627e-03	8.529360881278157391e-01	3.513178486381391963e-01	3.283208521196592677e+00	4.271112562300834470e-01
9.974893199999999638e+01	6.429130600000000584e+01	6.938190553657751991e+01	3.568154700000000012e+00	7.610328800000000227e-01	1.252699636905761719e+09	5.059416999999999831e+00	2.008748000000000200e+00	6.964842500000000269e-01	4.983789600000000064e+03	1.640402379999999880e+02	6.445312717734161811e-01	3.401625185233185245e-01	5.315770862137977337e-01	5.609724492593420564e+01	3.615642861509719097e+01	9.225367354103138950e+01	3.901930246544814906e+01	2.017944441131898525e+00	3.041129981322110432e+00	7.995933300867322790e-01	1.463857901610189360e+00	3.139267734782868580e+00	7.413154688243148716e-01	6.208725043716406544e-01	1.084607710834401217e+00	4.223875445617269797e+00	7.781431535844511860e-01
9.974893199999999638e+01	6.429130600000000584e+01	6.938190553657751991e+01	3.514579700000000084e+00	7.670979599999999676e-01	1.252699636905761719e+09	3.403922000000000114e+00	2.227147299999999941e+00	2.207825600000000055e+00	5.415981399999999667e+03	1.640402379999999880e+02	6.445312717734161811e-01	3.401625185233185245e-01	5.315770862137977337e-01	5.442766281709455711e+01	3.508033073515662892e+01	8.950799355225117893e+01	3.785799892225760743e+01	2.302714201666491434e+00	1.334435507705865831e+00	7.995933300867322790e-01	1.463857901610189360e+00	3.139267734782868580e+00	7.413154688243148716e-01	6.208725043716406544e-01	1.084607710834401217e+00	4.223875445617269797e+00	8.326881375599137769e-01
9.974893199999999638e+01	6.429130600000000584e+01	6.938190553657751991e+01	3.491461600000000054e+00	7.350884600000000546e-01	1.252699636905761719e+09	4.401520099999999935e+00	2.217647299999999877e+00	1.465196700000000012e-03	7.142506000000000313e+03	1.640402379999999880e+02	6.445312717734161811e-01	3.401625185233185245e-01	5.315770862137977337e-01	4.883975311632929106e+01	3.147874818916738349e+01	8.031850130549666744e+01	3.397124229006207941e+01	2.271836671842080158e+00	2.391100833277250093e+00	7.995933300867322790e-01	1.463857901610189360e+00	3.139267734782868580e+00	7.413154688243148716e-01	6.208725043716406544e-01	1.084607710834401217e+00	4.223875445617269797e+00	1.042371749144848092e+00
9.974893199999999638e+01	6.429130600000000584e+01	6.938190553657751991e+01	3.142655599999999882e+00	4.315859400000000012e-01	1.252699636905761719e+09	3.792205500000000118e+00	1.348822100000000024e+00	2.610247100000000042e+00	5.673538099999999758e+03	1.640402379999999880e+02	6.445312717734161811e-01	3.401625185233185245e-01	5.315770862137977337e-01	5.349172924328492940e+01	3.447709227853366798e+01	8.796882152181858316e+01	3.720699591395901962e+01	1.425353185901392594e+00	1.735012787676557755e+00	7.995933300867322790e-01	1.463857901610189360e+00	3.139267734782868580e+00	7.413154688243148716e-01	6.208725043716406544e-01	1.084607710834401217e+00	4.223875445617269797e+00	8.647542977407475240e-01
