luminosity_distance	geocent_time	chirp_mass	mass_ratio	a_1	a_2	tilt_1	tilt_2	phi_12	phi_jl	theta_jn	psi	phase	ra	dec	total_mass	mass_1	mass_2	phi_1	phi_2	chi_eff	chi_p	mass_1_source	mass_2_source	total_mass_source	chirp_mass_source	iota	redshift
5.676869889749832510e+03	1.267724187711864471e+09	3.281495958006306068e+01	3.577806390906747014e-01	7.821031739352798384e-01	5.514015976165909105e-01	2.947350621250851566e-01	1.234327547641874245e+00	4.472144619651839959e-01	5.196837498698306135e+00	1.440662829821202362e-01	2.071692703633404964e+00	4.054689703444975812e+00	5.426498761312792851e+00	1.027738189364519883e-01	8.776013979513108154e+01	6.463499130014500338e+01	2.312514849498607816e+01	3.951952237957890635e+00	4.399166699923075186e+00	5.991480661253757445e-01	2.271902938143997852e-01	3.465372711312549825e+01	1.239843263340788226e+01	4.705215974653338407e+01	1.759357635301789813e+01	2.708050504390238644e-01	8.651670883523449040e-01
9.442005600069160209e+03	1.267724187712368965e+09	3.492715601360843891e+01	2.528934902699980225e-01	9.236721670983095711e-01	7.453106662870256915e-01	5.655529045815652633e-01	1.260784495484201129e+00	4.158770766502447813e+00	3.354911022501455009e-01	2.507425641635895097e+00	2.842126074804361302e+00	4.434631396500915201e+00	5.764729808215157902e+00	6.331334434296927993e-01	1.044473960648308974e+02	8.336494432764793316e+01	2.108245173718296073e+01	5.695587077629766348e+00	3.571172536952627485e+00	6.683331771258447240e-01	4.949799450305658044e-01	3.613952721888769304e+01	9.139451175092103696e+00	4.527897839397979851e+01	1.514126729901161106e+01	2.381176915959580143e+00	1.306752488009270241e+00
6.223447968468578438e+03	1.267724187642343521e+09	1.960145023640771171e+02	2.736414230337015918e-01	8.590766157879157205e-01	1.327424822496090229e-01	9.690864624777917324e-01	2.208210669438742002e+00	4.653785975915073259e+00	6.138559050710236775e+00	1.558039493872117376e+00	2.344957464598350416e+00	2.253422898848767009e+00	5.695553636505316319e+00	1.436788515039750802e+00	5.702111568894119955e+02	4.477014853452388934e+02	1.225096715441730737e+02	7.681351460517689134e-01	5.421921121966842172e+00	3.648324713890628845e-01	7.081960850401196605e-01	2.317019247756155949e+02	6.340324441524712995e+01	2.951051691908627390e+02	1.014446879636069809e+02	1.632929228158320312e+00	9.322303247105143686e-01
6.575462360081688530e+03	1.267724187674098253e+09	3.628403599158245640e+01	4.213437602505457624e-01	9.480121866545888620e-01	2.089317269900458351e-01	5.483498013594820808e-01	9.770840149932368268e-01	1.855037669829229241e+00	2.389164441744611622e+00	6.525328082049408618e-01	7.495650873994711416e-01	5.921840031214444799e+00	2.288180498296675580e+00	-5.084156644097714839e-01	9.293356594410262517e+01	6.538429938139726971e+01	2.754926656270535901e+01	6.071890508574723455e+00	1.643742871224366908e+00	6.038434114480885073e-01	4.941794922178412430e-01	3.310967529442442725e+01	1.395055508922738241e+01	4.706023038365180611e+01	1.837371756550939850e+01	5.333979997613192969e-01	9.747792389980881600e-01
4.985554824945431392e+03	1.267724187655472279e+09	1.001093026675581967e+02	2.969015898455332758e-01	2.512518744920826941e-01	3.113385127587408041e-01	2.213838114661935919e+00	1.713677708451314174e+00	5.284652321270685960e+00	3.870670321556468618e+00	9.345787789178897631e-01	3.037248342837707060e+00	5.232331381227855793e+00	5.277071779535141616e+00	3.532261438814332521e-01	2.833970658677725396e+02	2.185185584524778051e+02	6.487850741529474874e+01	2.008011197615152454e+00	1.009478211706253958e+00	-1.263175285481903665e-01	2.010707215342419640e-01	1.228758992010853746e+02	3.648204982650173633e+01	1.593579490275870967e+02	5.629279577343077534e+01	1.144986229160933622e+00	7.783679295390060204e-01
5.217512051988012900e+03	1.267724187716921329e+09	3.052815457556446432e+01	1.711968632851127714e-01	9.651241097077979392e-01	4.361685391009104684e-01	7.484240671551661839e-01	2.262402602414995467e+00	3.137327107532817294e+00	6.014625309675499132e+00	2.635672421602845539e+00	7.190032331974062219e-01	6.492047364663403597e-01	5.654779893171031802e+00	5.703240157625633078e-01	1.064042441031367758e+02	9.085086157478380642e+01	1.555338252835296764e+01	3.016836060315988277e+00	6.154163167848804683e+00	5.631703371333092178e-01	6.567523075519887676e-01	5.025605736013100966e+01	8.603679381131133397e+00	5.885973674126213950e+01	1.688728825301912906e+01	2.571382691552940969e+00	8.077594293510447221e-01
5.509201885237531314e+03	1.267724187627580404e+09	9.873326771070976804e+01	5.525695710720873732e-01	8.746553105036205533e-01	7.012873570204796181e-01	2.300301734072375925e+00	1.282290207517887914e+00	5.849457632104184235e+00	5.557672079695784362e+00	1.607596264172774791e+00	2.720368876915517209e+00	3.979359501531761101e+00	2.293985065559787984e+00	-2.680532574012239877e-01	2.389420666664013311e+02	1.539010367834312092e+02	8.504102988297012189e+01	4.946327875748562697e+00	4.512600200673160700e+00	-3.044656592181844701e-01	6.520591551030765487e-01	8.344548222088674549e+01	4.610943431869888087e+01	1.295549165395856335e+02	5.353339592479644438e+01	2.005742607776470621e+00	8.443303662149506117e-01
3.126061082550173978e+03	1.267724187634845734e+09	1.213593157072311612e+02	4.263218458877272576e-01	9.758999940593721112e-01	6.507573382351558022e-01	3.043826932932658380e+00	6.553581035908641050e-01	7.398294457830097981e-01	2.644570023504580480e-01	1.501699062705450061e+00	1.318125568905004430e+00	4.718027457296590121e+00	3.151949665435928694e+00	7.496757709566282957e-01	3.099499761143141541e+02	2.173071786062455431e+02	9.264279750806863944e+01	4.605777680623834414e+00	5.345607126406845211e+00	-5.267278371120551750e-01	1.507048478038860162e-01	1.420179411749226972e+02	6.054535083086771152e+01	2.025632920057904016e+02	7.931261300100960909e+01	1.401398225383531981e+00	5.301389163119152315e-01
3.778634862246923603e+03	1.267724187680702686e+09	3.841948399046349039e+01	7.131181823354857396e-01	9.637556207353717985e-01	9.123997771004171975e-01	3.858701930708022254e-01	2.536110227112989279e-01	5.880913589404504371e+00	1.383112464500704686e+00	1.257735371466366825e+00	2.737068017543256904e+00	2.587491043887819586e+00	3.384808038644656847e+00	-1.211091481726924268e+00	8.978409535705162625e+01	5.240974982511095703e+01	3.737434553194066922e+01	2.025267251491902343e+00	1.622995533716818706e+00	8.888635348132285507e-01	3.627243545362763832e-01	3.234750548799167547e+01	2.306759431668377403e+01	5.541509980467544949e+01	2.371265791907822873e+01	1.143246725591057444e+00	6.202099368857658668e-01
4.090552606103346079e+03	1.267724187675836563e+09	2.446512489776225152e+01	1.707370724285487973e-01	7.776359775010647235e-01	9.549446001668415035e-03	1.061271561190661794e+00	1.729727115511195734e+00	5.024546598222350724e+00	9.987479989004044434e-01	3.966636508153998375e-01	2.554015093714196549e+00	5.576677187620713738e+00	2.562775328107342432e+00	-9.926038248471558134e-01	8.536935182977582315e+01	7.291932052060818137e+01	1.245003130916764356e+01	3.001843917879785550e+00	1.743205208922550042e+00	3.237649062488390239e-01	6.788578621389348422e-01	4.387382460980582266e+01	7.490888370121862927e+00	5.136471297992768115e+01	1.472008503587276884e+01	3.211896168158542841e-01	6.620233400921849976e-01
8.179288106837732812e+03	1.267724187781980276e+09	2.378653636048493354e+02	1.837214810842404955e-01	6.365347979306090753e-01	2.260436000522268174e-01	2.619620619452633026e+00	1.188328375051432184e+00	2.387766429539981416e-01	1.750666262543627283e-01	1.178778644431583311e+00	1.969528017287860644e+00	2.965301549698426520e+00	5.154281467751822277e+00	1.095582118037089714e+00	8.048865671183295945e+02	6.799627952861735594e+02	1.249237718321560209e+02	6.031304813173826496e+00	6.270081456127824637e+00	-4.530400177820858576e-01	3.173702283863744644e-01	3.143153618111986134e+02	5.774648379948233412e+01	3.720618456106809617e+02	1.099541597600859433e+02	1.507196919705628746e+00	1.163313913033019897e+00
8.589837671368892188e+03	1.267724187670502424e+09	3.808840453685017025e+01	3.417282210687622168e-01	9.693304844129109199e-01	3.332021230032451986e-01	3.216933760605422687e-01	2.456090550746216294e+00	1.363656757021178612e+00	2.039547892207907331e+00	7.062683381901976309e-01	4.456225702972059777e-01	4.677242138267615479e-01	2.363073766674894216e+00	-6.048667661266584616e-01	1.032242507203399384e+02	7.693380007921126662e+01	2.629045064112866470e+01	4.732371218649612743e+00	6.096027975670791577e+00	6.196951397578066567e-01	3.064766326256632700e-01	3.480575384326262878e+01	1.189410834381537185e+01	4.669986218707799708e+01	1.723164111518310904e+01	5.795803418596279233e-01	1.210375917316998118e+00
9.495228621883488813e+03	1.267724187626015186e+09	1.139939365030355987e+02	1.621259177665821394e-01	5.879480872715193290e-02	3.085236226336502408e-01	2.622689645035613637e+00	1.069826996020863730e+00	1.381719933301386760e+00	4.643342929990206258e-01	2.098564731610923495e+00	3.070325720079343859e-02	1.489533875792927509e+00	2.233981663564442499e+00	-6.779770802385458595e-01	4.066999387627979559e+02	3.499620243771943251e+02	5.673791438560362366e+01	1.929837656904918930e+00	3.311557590206306134e+00	-2.326084491290234674e-02	3.567940136485842767e-02	1.513207069740136035e+02	2.453300849525000160e+01	1.758537154692635909e+02	4.929004252129436026e+01	2.062233042051559995e+00	1.312717349630764918e+00
7.183265162928493737e+03	1.267724187685411215e+09	6.221399392460823918e+01	1.778257543844694588e-01	6.880482995276635538e-01	3.397955975860519340e-01	1.067252962938889160e+00	1.144859022551312222e+00	4.920079466164530402e+00	2.174526178869296444e+00	1.718634210743914759e+00	3.089659306245265746e+00	2.456212129949833400e+00	5.856927116750263451e+00	7.784789744919198284e-01	2.133971142760040323e+02	1.811788488081797368e+02	3.221826546782429546e+01	2.911167215603036595e+00	1.548061374587979877e+00	3.030764330676637419e-01	6.026465591613251460e-01	8.850131268237416293e+01	1.573781269175900022e+01	1.042391253741331667e+02	3.038997192972836103e+01	1.226564287680918630e+00	1.047188265539287455e+00
2.557462805891559583e+03	1.267724187801769733e+09	1.993643005884168531e+02	9.527838655883937025e-02	5.035258636610642768e-02	1.872153325006284397e-01	1.465758340190191245e+00	1.929839931379710771e+00	3.939854099649480634e+00	2.034853068898481443e-01	2.479115775418234691e+00	1.976184132886407374e+00	1.504353870402848070e+00	3.783714233395109261e+00	-2.086180729321924776e-01	9.113394663420396000e+02	8.320619465570742932e+02	7.927751978496526419e+01	2.091146020545121331e+00	6.031000120194602410e+00	-9.025419827441247701e-04	5.007507215294980385e-02	5.745494063613514300e+02	5.474214043644852268e+01	6.292915467978000379e+02	1.376635970755380356e+02	2.416899678308856547e+00	4.481991232513179435e-01
2.604162743900605165e+03	1.267724187683787346e+09	2.933588447259345600e+01	7.756205620041433102e-01	4.037399633547062439e-01	9.600052778256359387e-01	5.074862219324240975e-01	1.096831346359984138e+00	4.320767610668302394e-01	8.909715888236738879e-01	1.443771964421810772e+00	3.370937478675726240e-01	1.727259324382475647e+00	2.122866361117736744e+00	1.255482694806364652e-01	6.805026128385860318e+01	3.832477655420382234e+01	2.972548472965478439e+01	1.967884128064119054e+00	2.399960889130948516e+00	3.901198189259637572e-01	6.390233532414685280e-01	2.633877680052372128e+01	2.042889686452389952e+01	4.676767366504761725e+01	2.016114333443738360e+01	1.302264270846769767e+00	4.550704781947874089e-01
5.560904471121967617e+03	1.267724187675023079e+09	3.951510789273299196e+01	5.487092233215349335e-01	9.820207270721086346e-01	7.909809614998892791e-01	2.834135599829473717e-01	2.084877132006689726e-01	4.125411187804450819e+00	4.744143700616370474e+00	6.936083476762683331e-01	1.716374322193727986e+00	4.941644994470325791e+00	2.327874741662050440e+00	-3.602215689194989690e-01	9.574622888629387774e+01	6.182324444413510633e+01	3.392298444215877140e+01	3.105909790656738778e+00	9.481356712816015886e-01	8.829703762876013329e-01	2.746070247409752585e-01	3.340407379716489089e+01	1.832912338901758176e+01	5.173319718618247265e+01	2.135063586552039894e+01	7.715053896040245940e-01	8.507696043164123534e-01
1.579603164511660361e+04	1.267724187631255150e+09	1.099174634555644587e+02	1.746767721807082896e-01	8.880999603486107175e-01	8.213182267371357259e-01	8.000132587566785025e-01	1.153099645952003316e+00	2.086514273311770307e+00	2.801634655466878066e+00	2.406495913436097922e+00	4.511960441269589200e-02	2.067844304861115035e+00	2.320593179348612978e+00	-7.438983352935331084e-01	3.798635829499006604e+02	3.233771127054036469e+02	5.648647024449702059e+01	3.460393643224261240e+00	5.546907916536031991e+00	5.762728353103355738e-01	6.370921196197677494e-01	1.082960990651414619e+02	1.891681302446113122e+01	1.272129120896025967e+02	3.681037415352606246e+01	2.138162677811378476e+00	1.986045808638852606e+00
9.533578631142541781e+03	1.267724187664737225e+09	1.253317903703056686e+02	8.928257064961995226e-01	4.775759645494376954e-02	3.718576229569860447e-01	2.016434239958719843e+00	2.186093669127936234e+00	2.625194890430376571e+00	2.229374390082380586e+00	1.001116532199904707e+00	1.386403904921922559e+00	4.622093188802217867e+00	5.988752995369829080e+00	8.221600594436168086e-01	2.884921382032969177e+02	1.524134722035888387e+02	1.360786659997080790e+02	4.547049038704925827e+00	8.890586219557166103e-01	-1.121171974094768292e-01	2.667643414822059023e-01	6.578019470652105838e+01	5.873024881230723082e+01	1.245104435188282821e+02	5.409200022989477219e+01	9.350205809111133970e-01	1.317011569874229737e+00
5.298546980283723315e+03	1.267724187708682060e+09	3.949587029857500653e+01	3.306558637148176438e-01	9.562084623386145621e-01	4.087181752190812700e-01	1.169730509883513681e-01	1.242835547022238973e+00	3.440474088461791258e+00	4.951422596904351714e+00	8.214543791916740778e-01	1.522823216623014675e+00	1.078191767711813354e+00	5.683720179672924644e+00	3.603359112826372002e-01	1.080948126886557503e+02	8.123423616598012131e+01	2.686057652267563256e+01	8.978717942077851788e-01	4.338345882669575992e+00	7.464034801194205926e-01	1.115957260162268316e-01	4.468424244255827205e+01	1.477510677928641769e+01	5.945934922184468974e+01	2.172536023229644186e+01	8.540672854356844423e-01	8.179615838940756944e-01
2.680045466424383994e+04	1.267724187664240360e+09	1.382382548613823019e+02	5.929270127286399017e-01	8.687721906107784831e-01	9.675340945487984623e-01	1.720251783225283049e+00	1.226074801082886578e+00	1.158779156420763234e+00	5.476524071139821537e+00	2.798708285505814963e+00	3.111354178224774891e+00	2.705994415542859688e+00	6.178488041441120515e+00	9.536431405364539371e-01	3.307215945044355294e+02	2.076187997703162864e+02	1.231027947341192572e+02	1.033538397288834787e+00	2.192317553709596467e+00	4.049491147927205409e-02	8.590873848622129216e-01	5.098130442897987535e+01	3.022819254008441447e+01	8.120949696906428983e+01	3.394474181825341930e+01	2.764608849692689496e+00	3.072449736148712418e+00
1.889714418692242180e+04	1.267724187633246660e+09	1.204462243157910848e+02	9.343547751161732640e-01	9.451358275503928263e-01	5.208122041012221981e-01	4.611211557891476964e-01	1.567562346138451579e+00	2.710029045554127158e+00	4.348020781217507569e+00	8.273342648296185819e-01	2.628690533758321735e+00	8.684166966168055390e-01	2.523116510972137405e+00	-6.556890384210536382e-01	2.769041475203764548e+02	1.431506521360572037e+02	1.337534953843192795e+02	5.106200567285088532e+00	1.533044305659629458e+00	4.383860179981566296e-01	4.819252450308627589e-01	4.336991789410372888e+01	4.052288988075218867e+01	8.389280777485591045e+01	3.649122641974251025e+01	8.768110218071134554e-01	2.300689950245881299e+00
6.578847728734951488e+03	1.267724187710755110e+09	4.157544865001492695e+01	5.249671488007018327e-01	9.607852342637451803e-01	9.734438874186110979e-01	2.641311368596249709e-01	9.785812177254933353e-01	1.244666794867706594e+00	2.675781914989345811e+00	2.637574914792980785e+00	1.847051089673410917e+00	3.213285903956341283e+00	1.699602317714408173e-01	9.212750405975187462e-01	1.015477380234392371e+02	6.659011514005442223e+01	3.495762288338481483e+01	1.842179836576310237e+00	3.086846631444016609e+00	7.952432327750440511e-01	3.878726865170983307e-01	3.371333616588133708e+01	1.769839396356231020e+01	5.141173012944364729e+01	2.104887600265148251e+01	2.569651000021401899e+00	9.751861640867546255e-01
8.031255479047915287e+03	1.267724187800709486e+09	1.203172043004567939e+02	1.503095798523906845e-01	2.722931120248580084e-01	5.441430675300323871e-01	2.014304564437804590e+00	2.904404542939412082e+00	2.347319151586575892e+00	4.342715038898794511e+00	1.862636143122326393e+00	1.076053839835953596e+00	3.020913012191715374e+00	5.598706714015385444e+00	-9.901443067584523305e-01	4.437245110482222117e+02	3.857435587949824480e+02	5.798095225323977786e+01	4.204737965518992482e+00	2.688718099259821415e-01	-1.706879230737740893e-01	2.459492440285193093e-01	1.797302946280018716e+02	2.701518507228135135e+01	2.067454797002832265e+02	5.605964399066428427e+01	2.503524596082612685e+00	1.146235611494311968e+00
4.264876435900354409e+03	1.267724187672577143e+09	3.568525938589534263e+01	3.272576826644075232e-01	9.634565064141856761e-01	1.577338189743800745e-01	3.705557847053804754e-01	2.115020335135416651e+00	3.027242455578094571e+00	2.523686055395869765e+00	9.205051290514145723e-01	1.185208524413497999e+00	7.323819125069608305e-01	2.262851810300595901e+00	-4.406008897059798812e-01	9.797183555084123441e+01	7.381523334200437603e+01	2.415660220883686193e+01	5.039426625006253602e+00	1.783483773404762829e+00	6.564940695897309997e-01	3.488999243280040963e-01	4.380503656318001049e+01	1.433553475469593153e+01	5.814057131787593846e+01	2.117712051282206431e+01	8.358433141451152570e-01	6.850855320150379679e-01
1.025987484660962400e+04	1.267724187694554329e+09	3.584327605767931857e+01	4.291907661780152705e-01	6.168083235534346231e-01	7.853930053328747607e-02	1.243950441944629004e+00	2.874642754463558880e+00	4.548550499249418344e+00	2.557825231608661376e+00	2.558864074544485945e+00	5.160171214685277397e-01	5.944712960574273453e+00	5.763620563614928471e+00	3.136426271744168215e-01	9.139569026234501337e+01	6.394925885699507262e+01	2.744643140534994430e+01	5.755844084915504588e+00	4.021209276985335812e+00	1.158113717968135697e-01	5.841543089699789970e-01	2.667034314430462771e+01	1.144666500833467992e+01	3.811700815263930764e+01	1.494860908415014755e+01	2.346395324948599814e+00	1.397766632059672220e+00
3.864439636855290701e+03	1.267724187713840723e+09	3.896323345019207807e+01	6.364143209635988452e-01	8.581109970151439281e-01	7.113756364332468607e-01	1.405309074801688873e-01	4.471777126530135371e-01	2.721102946251772736e-01	4.975947282785661230e+00	1.123260549623196436e+00	2.877091747337081618e-01	6.152069857084414117e+00	6.088169263551641563e+00	8.231833459633193240e-01	9.227476549039799636e+01	5.638838789681467034e+01	3.588637759358332602e+01	1.819128237183328167e+00	2.091238531808505385e+00	7.686713368447758432e-01	1.837250521465854103e-01	3.455624965867817622e+01	2.199209216157626656e+01	5.654834182025444278e+01	2.387766830784421757e+01	1.190297035256643099e+00	6.317855222652538627e-01
5.448693473408495265e+03	1.267724187682277679e+09	5.659704970910906496e+01	3.112082055908566014e-01	9.248556743753804099e-01	7.952748918670919931e-01	2.331121447859190177e+00	1.759517937577947055e+00	5.592471475569309902e+00	3.490908167958498343e+00	4.315337052326964629e-01	6.264999018123549313e-01	2.028143552305134545e+00	5.572943050581194768e+00	4.216030691432042232e-01	1.578225874722920139e+02	1.203642463487894503e+02	3.745834112350257783e+01	5.469251338565758402e+00	4.778537506955482961e+00	-5.215052164497939735e-01	6.701615102672898727e-01	6.553009033394860694e+01	2.039350182503488185e+01	8.592359215898348168e+01	3.081321814889756894e+01	1.280361422819423778e+00	8.367782759858852781e-01
2.559070863173578800e+03	1.267724187675366879e+09	3.735715166407820931e+01	9.094981553356146220e-01	8.614009127176618374e-01	9.002973732064203372e-01	5.383394586932264136e-01	3.705643120667060364e-01	3.142369954639249841e+00	5.013458878120889750e+00	2.050458956772948760e+00	1.340355684004625791e+00	3.016561231590372927e+00	2.272139826585295452e+00	-4.987987977154211272e-01	8.594008004142688151e+01	4.500663161223216946e+01	4.093344842919471915e+01	5.145396897376439682e+00	2.004581544836103291e+00	7.870158864934938547e-01	4.416497429784494444e-01	3.107256787624256589e+01	2.826044316498328968e+01	5.933301104122585201e+01	2.579136871975270395e+01	2.083936661247806743e+00	4.484361830501719659e-01
8.237000059456304371e+03	1.267724187648610353e+09	7.716894771904439665e+01	6.785428490881724173e-01	5.722211029748985878e-01	7.591903760179684602e-01	2.664745195463045779e-01	1.452555355470223519e+00	4.076553884086321133e+00	2.667379938713282161e+00	2.113750029617357917e+00	2.544658858169390747e+00	1.689151144869516674e+00	2.313520316252358100e+00	-5.342348235668246126e-01	1.813072330224922553e+02	1.080146587386690840e+02	7.329257428382318551e+01	5.835200282083945034e+00	3.628568858990679047e+00	3.650749271151750297e-01	4.843013844031365811e-01	4.977734809907551039e+01	3.377606359920041967e+01	8.355341169827592296e+01	3.556244696697879704e+01	2.064526443990642779e+00	1.169956071658931673e+00
2.562002763748419238e+04	1.267724187619231939e+09	1.362995554359065977e+02	4.718814217592560700e-01	3.985215823974049831e-01	4.946161915892449135e-01	2.090921343247184705e+00	1.216797958427513038e+00	3.942000563458596840e+00	2.654418172308322887e+00	4.741996497318250459e-01	6.481161021812964496e-01	1.796242576520701961e+00	3.314681070732582668e+00	-1.915717477598566365e-01	3.401277765851293680e+02	2.310836807618605349e+02	1.090440958232688047e+02	4.750894305760025915e+00	2.409709562039036967e+00	-7.959355863464405434e-02	3.458199145772069549e-01	5.836386554447458508e+01	2.754082385249272846e+01	8.590468939696732775e+01	3.442462445208657584e+01	4.153413084018494073e-01	2.959362160235420536e+00
4.413232688851598141e+03	1.267724187612079382e+09	2.199490523112651204e+02	3.166664803253245175e-01	2.689647771011057231e-01	7.208184911914025106e-01	9.829731154756086164e-01	2.120548684176647658e+00	3.852012521184025928e+00	2.067356863554503210e+00	1.969651034158503178e+00	6.962821129503595774e-01	1.927989275776181843e+00	3.064060681368097505e+00	6.134921067713613452e-01	6.100027226360934947e+02	4.632932726330002993e+02	1.467094500030931954e+02	3.475316222108692177e+00	1.044143436113131429e+00	2.270488952284820811e-02	2.238189827425965672e-01	2.717978960213196729e+02	8.606928309289982337e+01	3.578671791142194820e+02	1.290363861973047790e+02	1.800687440998199218e+00	7.045506216746427741e-01
8.985866117360048520e+03	1.267724187627145767e+09	1.452895545716387460e+02	3.734640324714267323e-01	8.608073000388110074e-01	6.866415533828578166e-01	1.236139672907789144e+00	6.373653942642859560e-01	4.243133233119703029e-02	5.471785038004925106e+00	1.903908568892594966e+00	1.394585073195406588e+00	3.402778959591881147e+00	2.953802669973335071e+00	-3.087596551971210079e-01	3.839422202659748109e+02	2.795429739613238098e+02	1.043992463046510295e+02	5.457236275920541502e+00	5.499667608251738393e+00	3.559006060151949646e-01	8.130524101630721701e-01	1.239452370402886316e+02	4.628908803069303701e+01	1.702343250709816687e+02	6.441924840991069345e+01	2.264484327011637710e+00	1.255374878749538459e+00
5.949159842410354031e+03	1.267724187668656588e+09	6.096686853909612580e+01	2.375736195439280551e-01	9.581964828228979603e-02	1.685328496245852015e-01	2.465701082898190677e+00	2.636638324183557369e+00	5.922449226996428173e+00	5.171579046216947084e+00	2.067615772160673160e+00	2.448684655703052548e-01	1.978703958933711426e+00	6.262267967350886977e+00	7.407961639465696635e-01	1.865091797221458307e+02	1.507055231113268121e+02	3.580365661081901152e+01	1.025421391286451822e-01	6.024991366125073355e+00	-8.871844767733973181e-02	5.994411308141937150e-02	7.937153209072745597e+01	1.885658216754115912e+01	9.822811425826861864e+01	3.210919986752851685e+01	2.152584178203989396e+00	8.987352157831525190e-01
1.862620020583264341e+04	1.267724187659174919e+09	8.967026511333298799e+01	3.813151590809172875e-01	3.327347907950021777e-01	9.216938483201341237e-01	1.747742550483762036e+00	2.763353557666432092e+00	4.128598351621636908e+00	2.883802407704520732e-03	3.929659969742987924e-01	1.134441585704016209e+00	1.002717936214107541e-01	5.923335904851661837e+00	5.608825174555818194e-01	2.356293280612330818e+02	1.705833216353125863e+02	6.504600642592049553e+01	2.557846487789349865e+00	4.032595322313996533e-01	-2.788524132510507014e-01	3.275394101356765009e-01	5.211004101777434983e+01	1.987034858040575003e+01	7.198038959818009630e+01	2.739260291296367100e+01	4.899093516134065962e-01	2.273521154533880928e+00
5.664683239071677235e+03	1.267724187679190874e+09	3.417438316465955950e+01	3.772130452793393540e-01	8.188321956820274750e-01	8.354128158737889054e-01	2.323353968253052959e-01	1.165886030346287905e+00	4.667516108913574158e+00	1.112577716769611369e+00	2.557824136452799824e-01	1.895659777457170625e+00	1.382300047711278346e+00	3.575078367124184808e+00	-1.241899382176024247e+00	9.006374788442846580e+01	6.539565406611501430e+01	2.466809381831345505e+01	3.174111309235062350e+00	1.558442110969050276e+00	6.687214181049883077e-01	2.544944548434172615e-01	3.508996265375574097e+01	1.323639167136149020e+01	4.832635432511722939e+01	1.833727097141155582e+01	1.762533048160984661e-01	8.636569867969238201e-01
9.111385209218682576e+03	1.267724187680196524e+09	5.018957899181077664e+01	1.987722206301499039e-01	9.620912484786507679e-02	8.779963369955072761e-01	8.973849420063727544e-01	2.554654620278694388e+00	9.662966811559784430e-01	6.029455268541633828e+00	2.225205730231599066e+00	5.315057293006630185e-02	2.944818432882976733e+00	5.781276161745587672e+00	5.597985378548251401e-01	1.644690346813710562e+02	1.371979028634112012e+02	2.727113181795984787e+01	6.143766965023359283e+00	8.268783389997516053e-01	-7.116617513971287834e-02	7.980395536447978944e-02	6.045133200526228734e+01	1.201604550273643746e+01	7.246737750799873368e+01	2.211423673041742788e+01	2.251254530215293315e+00	1.269559632721874998e+00
1.396450760275291577e+04	1.267724187671655416e+09	1.684799192707021405e+02	3.356807772064797635e-01	9.271119603288420219e-01	1.011969464332543589e-01	1.002078036624140855e+00	2.306515229846163972e+00	1.845893973217475503e+00	6.174479579639148952e+00	2.399292135087621070e+00	1.401152262349159017e-01	4.168255473195449312e+00	5.852784639595007832e+00	9.911795250614373609e-01	4.590240848454541265e+02	3.436630164023799807e+02	1.153610684430741173e+02	5.657907717138953352e+00	1.220616383176842845e+00	3.567473861422511550e-01	7.811770607495077678e-01	1.229188404858724226e+02	4.126149190761696417e+01	1.641803323934893797e+02	6.026064875616530969e+01	2.318419586268042565e+00	1.795853060799728507e+00
5.300368829824707973e+03	1.267724187679841995e+09	3.483535057225003584e+01	5.131158803736832752e-01	8.860394733322742855e-01	5.582564893328338940e-01	1.242678854651256132e-01	1.153631277251949694e+00	4.830306280859478996e+00	2.256080999607412707e+00	2.381130570182299067e-01	1.285299820743662780e+00	2.595121605906050899e+00	3.589488253302512533e+00	-1.185811965604401497e+00	8.545501193198751366e+01	5.647618469966973720e+01	2.897882723231778002e+01	3.822959533596258286e+00	2.370080507276149717e+00	6.577606377378480973e-01	2.388661520633197644e-01	3.106175198068772403e+01	1.593827821351958285e+01	4.700003019420730510e+01	1.915935053668500387e+01	1.932840969835737943e-01	8.181905751737099664e-01
4.172592123090442328e+03	1.267724187716538668e+09	3.569075932824486586e+01	7.125121169982585601e-01	8.983073012824029924e-01	9.267099593458992812e-01	3.051153399936631927e-01	5.231424737584124962e-01	4.794949859601182141e+00	2.159578390894767885e+00	1.015300531087557134e+00	1.061990987878552728e+00	5.765872704182275932e+00	5.624778365024646121e+00	2.295704981577901815e-01	8.341435938586415944e+01	4.870877032512639460e+01	3.470558906073776484e+01	2.517580904261658148e-01	5.046707950027347067e+00	8.343280294885783155e-01	3.144329538997648887e-01	2.911631502527935567e+01	2.074572725784999960e+01	4.986204228312935527e+01	2.133462588269330951e+01	9.390365941423659546e-01	6.729029852450930660e-01
5.575768321514348827e+03	1.267724187665487051e+09	5.005771730717206935e+01	2.155844979456612576e-01	9.258574552730506335e-01	9.105667407740316577e-01	1.336013696216832303e+00	8.515646618332638473e-01	5.776615594463120118e+00	5.793097298918318261e-01	4.496813794586523305e-01	1.222673921173995870e+00	5.487288070090190040e+00	2.713990116957099019e+00	-9.789696925549837836e-01	1.588702970916402251e+02	1.306945731540103850e+02	2.817572393762982585e+01	3.054159902401149651e+00	2.547590189684683537e+00	2.835756413494028294e-01	9.004564923830935541e-01	7.054586491969216411e+01	1.520859487085427197e+01	8.575445979054644852e+01	2.701998161146706323e+01	6.250796702127028315e-01	8.526184816472257566e-01
