luminosity_distance	geocent_time	chirp_mass	mass_ratio	a_1	a_2	tilt_1	tilt_2	phi_12	phi_jl	theta_jn	psi	phase	ra	dec	total_mass	mass_1	mass_2	phi_1	phi_2	chi_eff	chi_p	mass_1_source	mass_2_source	total_mass_source	chirp_mass_source	iota	redshift
2.489075810214185822e+03	1.267724187796717167e+09	2.181208601501987800e+02	7.232782776817281434e-01	9.235644808909201364e-01	6.003416363511830944e-01	2.721375460952647707e+00	2.032141676418301124e+00	1.443407505128968982e+00	4.889982855848076682e+00	1.032661548570815935e+00	1.837838905690302838e+00	2.464423322831338137e+00	1.209080073309635850e+00	1.145178291105091395e+00	5.090265614573802395e+02	2.953826831393462271e+02	2.136438783180339840e+02	4.947574117900466639e+00	1.077963158498489449e-01	-6.014736549872508053e-01	3.767762200675137674e-01	2.053997614824568245e+02	1.485611857212691405e+02	3.539609472037259934e+02	1.516743370770448962e+02	1.505785599376726402e+00	4.380867874794238670e-01
5.338911810071615946e+03	1.267724187625648975e+09	1.263374279818212642e+02	2.525154776408962687e-01	8.473020288700129632e-02	4.131570291043631937e-01	1.799138735085761054e+00	2.216105898741995262e+00	1.412260313650875787e+00	1.379774122117641610e+00	1.769034959731303092e+00	1.606701331355613549e+00	2.512130667412002527e+00	2.692412275383937015e+00	-7.230611648696654292e-01	3.780062242097583294e+02	3.017976471809596433e+02	7.620857702879871454e+01	1.775057126221756931e+00	3.187317439872632274e+00	-6.541058452191962636e-02	8.253085684681922551e-02	1.655471729963415726e+02	4.180322346127127986e+01	2.073503964576128453e+02	6.930075247895743473e+01	1.640257848735117374e+00	8.230311138422704564e-01
6.101985266737880011e+03	1.267724187654975891e+09	5.544668610051566304e+01	2.700205781538426719e-01	5.180483959084257739e-01	7.837132068031837928e-01	1.345925349499206947e+00	4.102780713687301239e-01	7.905860951691530136e-01	2.187977595896555716e+00	1.980921056392336066e+00	2.813790231515692408e+00	1.920807329317365975e+00	2.113965146948864060e+00	-3.416375122979038448e-01	1.620355794094897419e+02	1.275850031068250274e+02	3.445057630266470738e+01	3.320180106184675850e+00	4.110766201353828642e+00	2.437528875270493778e-01	5.050054317351193589e-01	6.653938229334005428e+01	1.796700247684724516e+01	8.450638477018731010e+01	2.891709960810963409e+01	1.596096853815640371e+00	9.174359410846986140e-01
5.428208266753184034e+03	1.267724187638870716e+09	5.269802372783172473e+01	6.034746621654963478e-02	9.424889889215577743e-02	8.164483163854746595e-01	1.923099301330794209e+00	2.120106069854100994e+00	5.702806768318223085e+00	7.798425688898962260e-01	1.979194935648248999e+00	8.492119174146036675e-01	2.072214689262755982e+00	2.607245283855696982e+00	1.744886203437001626e-01	3.047451117317513081e+02	2.874011788033213293e+02	1.734393292842997525e+01	1.944453558689897221e+00	1.364075019828533186e+00	-5.493072505588883492e-02	8.846018218625117946e-02	1.566887106338319882e+02	9.455766671489897135e+00	1.661444773053218853e+02	2.873052026176871721e+01	1.553514419195624940e+00	8.342175236539735028e-01
3.861162629285284311e+03	1.267724187646380663e+09	6.443851103823547533e+01	5.567814015501490466e-02	4.026945535977569657e-01	7.252906822348015314e-01	3.164123914592699705e-01	1.044069225076697638e+00	5.592685550943318207e-01	5.942940237854288377e+00	2.162262572331627108e+00	1.696820103105335653e-02	4.183577694822574244e+00	4.385879529588670778e+00	-4.946353631916466931e-02	3.890205103941720495e+02	3.685029514176059138e+02	2.051755897656611083e+01	5.054087485623156795e+00	5.613356040717487616e+00	3.817495494032605574e-01	1.253020581394629906e-01	2.258891093440577151e+02	1.257708548954993333e+01	2.384661948336076591e+02	3.950024771820268654e+01	2.222189120596779865e+00	6.313444791015988544e-01
1.453644250881214975e+04	1.267724187691407204e+09	7.062873026584327363e+01	5.834418886960099915e-01	8.238624561622840403e-01	4.643462651136067154e-01	1.017092867917165355e+00	1.994272842938498158e+00	4.910027398189865444e+00	4.862260067520504769e+00	4.361704258089136865e-01	2.339856650773578739e+00	3.482597479055446144e+00	5.546558076806356041e+00	3.381518497168087833e-01	1.693968735201846130e+02	1.069801643681952044e+02	6.241670915198940151e+01	4.655385999533120156e+00	3.282228090543398480e+00	2.032857616755160690e-01	7.007633413744780437e-01	3.746272187576528978e+01	2.185732120688983215e+01	5.932004308265511838e+01	2.473303807312490932e+01	7.510723992109178404e-01	1.855643130335409285e+00
5.282529137111485397e+03	1.267724187635442019e+09	7.351863603183350904e+01	2.290749621524290902e-01	1.495808221470185939e-01	1.703766167961226763e-01	6.791508638465092451e-01	2.608841038988466643e+00	2.330876012596938995e+00	3.589276038225270415e+00	2.189349309892716811e+00	2.043068486028995157e+00	2.482004960151455442e-01	1.994059821393854293e+00	2.079139031762422540e-01	2.279842854983225493e+02	1.854925798008796107e+02	4.249170569744293147e+01	8.645717668238983578e-02	2.417333189279329275e+00	6.734308254440216079e-02	9.395658059877612378e-02	1.021464383704581849e+02	2.339919150371814283e+01	1.255456298741763419e+02	4.048499855124780566e+01	2.234028210976031215e+00	8.159476018943209175e-01
9.268773970487118277e+03	1.267724187788660765e+09	1.006194142531444271e+02	7.864538591557745928e-01	6.037448301707133425e-01	9.705961604871663484e-01	1.477366338488081299e+00	1.735128348997670322e+00	1.749650927214657203e+00	2.015998245527294230e+00	4.811707291854139812e-01	1.998669112937376591e+00	4.278714453444114163e+00	1.954694914834796293e+00	-8.056945980828222886e-02	2.331674915067366669e+02	1.305197390415248435e+02	1.026477524652118376e+02	5.857782027580755724e-01	2.335429129972732554e+00	-3.837196836879155221e-02	7.277582932649979686e-01	5.706291722455204507e+01	4.487735146593547597e+01	1.019402686904875139e+02	4.399056685888248097e+01	2.363790885034285916e-01	1.287295241634913712e+00
3.550355576573866983e+03	1.267724187792630911e+09	1.221713233567227661e+02	8.543448235781575528e-02	8.954996849710475937e-01	5.953471846322714311e-01	1.229679305320789284e+00	4.512355029031774878e-01	2.005368278061053999e+00	5.398422514266526306e+00	1.491628237378900712e+00	1.140079891994141725e+00	1.836864853422436994e+00	3.913733423396003275e+00	6.889962096516463186e-01	5.898121298072903755e+02	5.433880527971448373e+02	4.642407701014552401e+01	6.566720737630706850e-01	2.662040351824124684e+00	3.181699754529235258e-01	8.439023947660074798e-01	3.419414323481857991e+02	2.921358926935732825e+01	3.711550216175431842e+02	7.687956532247602581e+01	2.229386289773845231e+00	5.891260940962360637e-01
2.058443427312358108e+04	1.267724187646873713e+09	1.912968505000780226e+02	5.132496435221152176e-01	5.261091334521644791e-01	8.506470088323895284e-01	1.271488570660217698e+00	9.555871138254314889e-01	6.195935009238625391e+00	2.444802188982930780e+00	1.076858717039256730e+00	2.073065948063856911e+00	3.225057443014287095e+00	3.626376738538489519e+00	2.414383228793286484e-01	4.692489639052426469e+02	3.100935565483150640e+02	1.591554073569275829e+02	2.610730668531651588e+00	2.523480370590691635e+00	2.690232253080507285e-01	5.027187592384918524e-01	8.939852279684221514e+01	4.588375995688296172e+01	1.352822827537251840e+02	5.514998776742001496e+01	8.596597198742905732e-01	2.468665329660999053e+00
1.485930025749236120e+04	1.267724187619680405e+09	2.111539228963250423e+02	7.534823328627455741e-01	9.898613798121479457e-01	7.110994252301873209e-01	1.660400931474858011e+00	1.044260636159771938e+00	3.605044476484533078e+00	5.073495424816689692e+00	4.282109504288676427e-01	2.279605933364159842e+00	3.385121850870191462e+00	4.873698564274924649e+00	2.678550790592106878e-01	4.909496825089059371e+02	2.799855312527606657e+02	2.109641512561452714e+02	4.918856577847295242e+00	2.240715747152243864e+00	1.030432698750871762e-01	9.858902467188970231e-01	9.690662650048267324e+01	7.301743100544244669e+01	1.699240575059251057e+02	7.308311343329148713e+01	7.276877646832214941e-01	1.889229987294688495e+00
7.073089572810597019e+03	1.267724187673292637e+09	3.271625157179897769e+01	2.613321354363243310e-01	8.367316809245426423e-01	4.684114323033581884e-01	4.966596507114059422e-01	9.573783982057987307e-01	2.521183457008854933e+00	5.146899310046736176e+00	1.844505502277476727e-01	2.656405234762917900e+00	1.089355668295185486e+00	2.379540218789294670e+00	-4.603211964422810887e-01	9.670372456752920698e+01	7.666793055587783101e+01	2.003579401165137241e+01	6.450764310015451031e-01	3.166259888010399592e+00	6.390900325073654020e-01	3.986954810880251054e-01	3.769028542544005234e+01	9.849682775434819959e+00	4.753996820087487407e+01	1.608345041859316638e+01	3.911791179321079670e-01	1.034156273704650575e+00
2.551207148716462325e+04	1.267724187765757799e+09	1.350353774976039460e+02	1.122207868105131456e-01	9.195316264197692657e-01	2.374203256790559102e-01	2.252383761377834137e+00	1.563265238960929615e+00	5.837130793617581581e+00	1.187482550384529212e+00	7.200054496940347937e-01	1.434734303979376735e+00	4.539527785950591698e-01	5.416623809869157924e+00	-1.089106193077047369e-01	5.699447877583543232e+02	5.124385324543072784e+02	5.750625530404703767e+01	1.379415978567599232e+00	9.333614650055936934e-01	-5.206958162902161069e-01	7.140839593802729146e-01	1.297645701078512843e+02	1.456228215763106526e+01	1.443268522654823585e+02	3.419494554088875304e+01	1.274715227692668318e+00	2.948986476265470724e+00
3.851231224964839384e+03	1.267724187640295982e+09	1.443820653507503380e+02	1.843207191618780050e-01	8.457882636140180432e-01	6.009994937514444580e-01	1.545987134698313614e+00	1.994115963093886501e+00	7.859751460314927662e-01	1.408894863182815316e+00	2.142196909137382033e+00	1.381875297568560201e+00	8.400510360666415544e-01	5.846110430472869268e+00	1.187496109153572288e+00	4.879012702789389095e+02	4.119671828626097749e+02	7.593408741632913461e+01	3.705508348550826447e+00	4.491483494582318770e+00	-2.070781788706998680e-02	8.455279873125171042e-01	2.527394641757761349e+02	4.658511979746675991e+01	2.993245839732429090e+02	8.857755508528023825e+01	1.116231853957829312e+00	6.300073445439189346e-01
6.284690200536895645e+03	1.267724187670698881e+09	3.816602516785982857e+01	3.744492103804140659e-01	9.545879345802156246e-01	1.476079237477793682e-01	2.865794777487100098e-01	1.767938398728735372e+00	5.704730964297644036e+00	5.009510133077856864e+00	3.388819526048966746e-01	1.770960212387951913e-02	3.721511380027051175e+00	2.450952990409383858e+00	-7.143848159665675546e-01	1.007849341122572611e+02	7.332750701232710355e+01	2.745742709993015751e+01	4.392187136366914046e+00	3.813732793484971850e+00	6.583222158099724108e-01	2.698361055823405574e-01	3.780416727592437098e+01	1.415574058555896819e+01	5.195990786148333740e+01	1.967658329718419452e+01	4.599400814033103302e-01	9.396672985050994464e-01
5.509877714758574257e+03	1.267724187710005760e+09	4.118201242402815154e+01	5.710985514652686668e-01	9.828197579481192658e-01	6.452005652989274420e-01	3.040191183734719527e-01	2.121621160184869737e-01	4.036673504986865169e+00	3.320051148423733611e+00	2.474938028290020853e+00	1.478801017355572789e+00	2.405106225864373393e+00	2.142357626400581694e-01	9.254791793067131955e-01	9.911172706214858863e+01	6.308434755395393267e+01	3.602737950819465595e+01	4.080074769363299936e+00	1.833562967170578872e+00	8.261479479580308150e-01	2.942143870139138362e-01	3.420291032552946575e+01	1.953323254280635979e+01	5.373614286833582554e+01	2.232795824287782693e+01	2.485325111864074898e+00	8.444146113164822109e-01
1.387253240188913696e+04	1.267724187675036430e+09	1.189596143988713095e+02	3.269178794631804608e-01	7.792868906415274521e-01	6.318189171464997367e-01	4.250752351210709268e-01	2.083765785302494233e+00	6.129411629284528651e+00	1.533920704279083447e+00	2.469260402595556236e+00	3.877094261634744243e-01	7.501364090716878819e-01	1.584188515009401499e-01	9.311377453540411464e-01	3.267000485676197172e+02	2.462096966390941191e+02	8.049035192852559817e+01	3.956758373763114456e+00	3.802984695868056875e+00	4.586320642201420217e-01	3.213695930095823994e-01	8.836749890481203806e+01	2.888891535542607159e+01	1.172564142602381025e+02	4.269597720401058183e+01	2.238062519870141376e+00	1.786201937256445493e+00
1.540838482690413366e+04	1.267724187787154675e+09	1.890924902681202866e+02	4.889277421236108423e-01	1.150836997386660288e-01	7.903394187206798094e-01	2.163835301090863528e+00	1.058592551684541805e+00	4.985935465512590703e+00	1.034594593261058071e+00	6.283162549829318655e-01	6.031613922544429851e-01	3.414374853095031970e+00	3.608113005967858555e+00	4.398771610233567220e-01	4.683557102104051069e+02	3.145590594896190737e+02	1.537966507207860332e+02	1.469759008137939915e+00	1.725091664709443862e-01	8.399685872828173416e-02	3.053393823849955835e-01	1.067716571163858532e+02	5.220362523671089860e+01	1.589752823530967589e+02	6.418419029783994745e+01	5.005648767736513571e-01	1.946091387780333193e+00
2.988415802664253079e+03	1.267724187655462027e+09	7.969719785379955113e+01	5.985637596707825692e-01	2.622764196083346433e-01	1.851512396360582846e-01	1.063531124710904718e+00	2.612140456676954603e+00	3.063328790099193455e+00	4.757992153440635974e+00	2.266419583864679677e+00	8.514298708141486705e-01	6.207007657152234792e+00	7.899848646377023442e-01	-4.409336879582523849e-01	1.903937800319043276e+02	1.191030253751749797e+02	7.129075465672934797e+01	1.683581916024539993e+00	4.746910706123732560e+00	1.986770273266471806e-02	2.292496046370577079e-01	7.884330677069998217e+01	4.719274612554704618e+01	1.260360528962470283e+02	5.275760711668705483e+01	2.365563522383993256e+00	5.106295036757191319e-01
1.371568152750395529e+04	1.267724187663137674e+09	8.467816255258156843e+01	2.432719985954223674e-01	9.040781741319444675e-01	4.023161891984236571e-01	4.055912864449927047e-01	1.911115595907554310e+00	2.735897812793343764e+00	2.126145047504806040e+00	2.753578949652486507e+00	2.914785191074833914e+00	2.775856015644194486e+00	7.991784071966350211e-01	7.831800930050292209e-01	2.568003046843633683e+02	2.065519894073715648e+02	5.024831527699178935e+01	2.282628523740385162e+00	5.018526336533729371e+00	6.419038221489522522e-01	3.567150229549145291e-01	7.457505453602340140e+01	1.814202256234102961e+01	9.271707709836442746e+01	3.057282870277527920e+01	2.561398373654396821e+00	1.769719589110013480e+00
6.285804728268996769e+03	1.267724187669256449e+09	4.052277877842335130e+01	3.153200510948099278e-01	8.790603251740540802e-01	7.564547285433643742e-01	2.487977388738606133e-01	1.507271854025248770e+00	5.488578714549848137e+00	1.324995454451933563e+00	3.638029335779955353e-01	2.582963301937197809e+00	5.295727390603604867e+00	2.803894141914021532e+00	-1.008165701012574189e+00	1.125345800326225145e+02	8.555680417017445905e+01	2.697777586244805903e+01	5.511256702310780575e+00	4.716650109681042480e+00	6.592580501658884540e-01	2.164588431031679583e-01	4.410593557351140959e+01	1.390748585862401399e+01	5.801342143213542357e+01	2.089015698279034083e+01	2.325828800283847864e-01	9.398025018101439088e-01
8.219755493093322002e+03	1.267724187776506424e+09	1.554997955610028839e+02	7.170687495580624349e-02	2.832174748543948017e-01	2.360205666953799630e-01	6.650327332427794502e-01	8.733298961477015121e-01	6.102141529463701586e-01	1.904846883902850951e+00	7.503127483993103919e-01	9.088268894920983332e-01	3.228498113019580007e-01	5.889381653286797302e+00	-3.857382307091838936e-01	8.212673638166344290e+02	7.663171553793577004e+02	5.495020843727674986e+01	5.026074836678493973e+00	5.636288989624864243e+00	2.180941176442103835e-01	1.747692245249588550e-01	3.534718402379078270e+02	2.534636104833838033e+01	3.788182012862461647e+02	7.172591466565349094e+01	3.839375490431967131e-01	1.167972291268181584e+00
9.339574047054835319e+03	1.267724187669398308e+09	1.023943294038579666e+02	5.375236689027707015e-01	9.562325871344773409e-01	1.903597595641020601e-01	1.750764294493337037e+00	1.099832821491519841e+00	2.372695610321260418e+00	5.043733515691588565e+00	1.404543938642678125e+00	2.606941000155505783e+00	2.335537014072723849e+00	5.699812354301208472e+00	5.753491018932377354e-01	2.490138613560181966e+02	1.619577417846991523e+02	8.705611957131905854e+01	5.830229365087371107e+00	1.919739668229045293e+00	-8.112738345583464517e-02	9.407888829430878230e-01	7.056196908159034820e+01	3.792872850574031673e+01	1.084906975873306578e+02	4.461130061402099756e+01	1.927146073396280856e+00	1.295255417226643058e+00
9.230444656147479691e+03	1.267724187798975468e+09	1.055576089288371122e+02	3.069954575831838062e-01	7.684887244610709711e-01	3.546987261435947947e-02	1.001400454532638040e+00	4.304559156292800393e-01	4.355545638292619870e+00	1.948031208248772961e+00	8.320362440442219398e-01	2.270181624211444760e+00	1.951305720042524339e+00	2.432681231213315698e+00	-1.520138160040417130e+00	2.956237135737957828e+02	2.261857237977284854e+02	6.943798977606728329e+01	3.470836455257019004e+00	1.543196786370053530e+00	3.245657360964435134e-01	6.472418209078690809e-01	9.907472147203749557e+01	3.041548945323463826e+01	1.294902109252721516e+02	4.623674088834700768e+01	4.322191357130830136e-01	1.282981172564449990e+00
1.014171448080682421e+04	1.267724187623023510e+09	1.006312834373783716e+02	4.606163732037929504e-01	5.277672790484269072e-01	6.176567545192536424e-02	1.571149545208524234e+00	1.445978584956520319e+00	3.629791524746891707e+00	4.760856198198473166e+00	2.252157664261064340e+00	1.494135832801383845e+00	5.486398899544242092e+00	2.313822020921612932e+00	-1.161449457210885772e-01	2.524484952648315925e+02	1.728369610913629231e+02	7.961153417346866945e+01	2.453600712300440634e+00	6.083392237047331896e+00	2.297296742023192777e-03	5.277672461254473424e-01	7.247743670775427915e+01	3.338429403543322849e+01	1.058617307431875219e+02	4.219871392148161249e+01	2.609223154355004404e+00	1.384700245240202632e+00
5.730230593609944663e+03	1.267724187700860500e+09	2.521832141677245787e+01	1.158516338081218150e-01	4.767675077411207551e-01	9.424175082512912249e-01	1.063599008106878907e+00	1.859375116372420367e+00	1.044075409860496295e+00	5.744681851624423574e-01	2.727898128342366224e+00	2.836244847543726078e+00	3.869079493773286860e+00	5.788184394331871374e+00	4.791315298952256718e-01	1.048341123612742223e+02	9.394986679680853570e+01	1.088424556446568481e+01	3.600570100651250272e-01	1.404132419925621100e+00	1.796907658710275302e-01	4.167469045350687962e-01	5.019302614525525996e+01	5.814944084701595628e+00	5.600797022995685381e+01	1.347297137684189927e+01	2.274409734215479872e+00	8.717713198826448906e-01
7.487522309765640784e+03	1.267724187629659653e+09	9.434983750720631690e+01	7.352876770977371246e-01	3.737415550424970645e-01	3.666526984328363770e-01	2.553119261719686506e+00	4.673357628753242454e-01	4.818798229499395624e+00	5.800201052910849420e+00	1.104820484870137065e+00	1.486494898606913084e+00	1.069763572537889784e+00	2.679492240501964773e+00	-9.759613499364241385e-01	2.198429602184169482e+02	1.266896337246534046e+02	9.315332649376354368e+01	1.932222295023130698e+00	4.678352173429400906e-01	-4.044698536316465587e-02	2.074608928177922029e-01	6.082148368049603704e+01	4.472128745306986275e+01	1.055427711335658927e+02	4.529571152343862650e+01	1.157966804942275552e+00	1.082975061742528222e+00
1.510501071798962585e+04	1.267724187775236845e+09	1.384489533973282107e+02	8.812927160941832483e-01	9.119238071809712132e-01	2.105205941281568238e-02	1.264340913682963086e+00	1.803790028088533504e+00	3.473742594346866941e+00	5.454764193058936783e+00	2.656240435393168120e+00	6.795779535915689173e-01	1.357527525637671539e+00	1.705578769134696415e+00	-6.332499033763321350e-01	3.188344329446308620e+02	1.694762490797147336e+02	1.493581838649161284e+02	1.568012591025039981e+00	5.041755185371906478e+00	1.439576305896343167e-01	8.694362664699376575e-01	5.814505701677071414e+01	5.124281522576101366e+01	1.093878722425317278e+02	4.750000270193276464e+01	2.812346464326628936e+00	1.914714642567689085e+00
3.544337621608342033e+03	1.267724187642951488e+09	5.239432748439602960e+01	7.158440231088558647e-02	9.088173850522567321e-01	6.896244840195731030e-01	1.675469628621982121e+00	6.798287558562821076e-01	3.738417943231403306e+00	2.703117789826412487e+00	1.532407984177851512e+00	3.019227959831964347e-01	4.191969895061552265e+00	2.458955220542954123e+00	-4.576048240982952819e-01	2.769649985490183326e+02	2.584630738854912124e+02	1.850192466352714860e+01	2.073930492250477542e+00	5.812348435481880848e+00	-5.278543718026596637e-02	9.038432002872636151e-01	1.627292992567637384e+02	1.164887962576467118e+01	1.743781788825284025e+02	3.298766074546703209e+01	1.131123262099064997e+00	5.883007858202176088e-01
2.892459778463701150e+04	1.267724187669787645e+09	1.179607246056229428e+02	2.986795557665043455e-01	8.116634181123209002e-01	8.144420201342559285e-01	1.467132421383581686e+00	1.740696897982623836e+00	5.309915420341362768e+00	5.138067041373107102e+00	2.600269476936295732e+00	1.765993518552897656e+00	2.304370126104779537e+00	5.950087100419729325e+00	7.997754475078111547e-01	3.332855910281296019e+02	2.566342016768088570e+02	7.665138935132075915e+01	1.742496673323158163e+00	7.692267864849346992e-01	3.300167437966310124e-02	8.073061713420853769e-01	6.004023407150882718e+01	1.793279044059519478e+01	7.797302451210401841e+01	2.759721607755761141e+01	2.818810053700981921e+00	3.274370439181726766e+00
7.919157685349153326e+03	1.267724187752780199e+09	1.895920083110732151e+02	9.194216478671413117e-02	6.775918804087039948e-01	2.808108816989616785e-01	1.947451280973885535e+00	9.977042612842870195e-01	4.738317731157269286e+00	4.199473287779555974e+00	2.939223869257509669e+00	1.213920715045231358e+00	9.655286422926818712e-01	3.277212971699583477e-01	6.607494118624148705e-01	8.821668941866000750e+02	8.078879290817670835e+02	7.427896510483304837e+01	3.849952983234974369e+00	2.305085407212658311e+00	-2.154206112691613995e-01	6.300928140422308310e-01	3.787099518327418650e+02	3.481941279777451825e+01	4.135293646305163406e+02	8.887418384498766954e+01	1.721607890075316449e+00	1.133263002918319717e+00
1.099072217511458985e+04	1.267724187644661665e+09	9.052480004157258975e+01	9.005838569794941684e-01	2.045783159846722155e-01	1.670420998424945180e-01	1.880236050070172249e+00	2.670931463386614357e+00	3.368546511643652486e-01	1.395689010171706101e+00	2.627498634722220228e+00	3.398478443140221517e-01	1.500312912148432432e+00	3.973707707474638084e+00	-1.080216414773895295e+00	2.083135513251405655e+02	1.096050303490440001e+02	9.870852097609656539e+01	2.981691731348767860e+00	3.318546382513132276e+00	-1.033248740903601609e-01	1.948617333659505568e-01	4.423107507184557363e+01	3.983379218655225174e+01	8.406486725839782537e+01	3.653125421115793614e+01	2.532233854771188231e+00	1.478009638495333178e+00
3.588315247040922713e+03	1.267724187675880909e+09	3.198401544493873416e+01	2.806279437123237464e-01	8.472076977291735922e-01	7.016399019994277175e-01	7.615740152344583347e-01	2.046885644457109965e+00	2.935310737856700047e-01	5.751197102802763972e+00	5.929775840378296303e-01	2.864261711109295838e+00	3.094612762672868556e+00	2.712749678022625233e+00	-9.487691928632093763e-01	9.224907220443020606e+01	7.203424902397159713e+01	2.021482318045861248e+01	5.444485474077250586e+00	5.738016547862920369e+00	4.083361459970593632e-01	5.846254097531898841e-01	4.518166461597876804e+01	1.267923763468197862e+01	5.786090225066074311e+01	2.006116643798991461e+01	8.344170866585813862e-01	5.943248137541230491e-01
4.063423061171464269e+03	1.267724187660397053e+09	5.270793316278908236e+01	2.206711425676197158e-01	2.241474578954663621e-01	4.137477577164918457e-02	2.113620796207545727e+00	1.458742937792582683e+00	4.713183630375623601e+00	6.072369802473002842e+00	1.929481053172663163e+00	2.714198374296940663e+00	2.594034139234391745e+00	5.449503687973880517e+00	4.759018236838523652e-01	1.657857023821765097e+02	1.358152057510384907e+02	2.997049663113801898e+01	4.705191174869716164e-01	5.183702747862594329e+00	-9.401704692701952359e-02	1.919269558312699520e-01	8.189457946679179656e+01	1.807177042103167608e+01	9.996634988782348330e+01	3.178211156152061534e+01	1.975693509027261818e+00	6.584150823573307054e-01
4.516062987927705763e+03	1.267724187615528107e+09	2.102412950841518864e+02	1.996322703393132725e-01	6.901308132818798624e-01	9.746195623776462424e-01	5.985285848004591180e-01	2.110042407381256258e+00	6.046349814136457113e+00	1.882271821262535338e+00	2.493135735388829044e+00	3.001828056322518812e+00	5.611941611021999954e+00	5.248079185380881029e+00	-5.496516659889509882e-01	6.877606805050634193e+02	5.733095862038888981e+02	1.144510943011745780e+02	5.622225982384500220e+00	5.385390489341370213e+00	3.919992978540661199e-01	3.888386451369559293e-01	3.337155297294197567e+02	6.662038884737066269e+01	4.003359185767903341e+02	1.223785313351718003e+02	2.129335875855614901e+00	7.179589654360246653e-01
4.819659024260156002e+03	1.267724187683228970e+09	7.136482879800210810e+01	5.933499139140183676e-01	2.452898479666513198e-01	6.361738948148896178e-01	1.707160720609373072e+00	1.133445045488985725e+00	3.073082946194323650e+00	3.921215575583295365e+00	1.964429406759801822e+00	1.923704017674240374e+00	2.012934692229395139e+00	5.700882094635268516e+00	4.504159598774171158e-01	1.707147677408974857e+02	1.071420447260963300e+02	6.357272301480116283e+01	4.713683049374697731e+00	1.503580688389436482e+00	7.941166559442273953e-02	3.178874449559003779e-01	6.097426958105661754e+01	3.617907760689009677e+01	9.715334718794670721e+01	4.061354551203061902e+01	1.979569431705120230e+00	7.571681540795862642e-01
6.288492834517725896e+03	1.267724187707721472e+09	3.571314981164532298e+01	2.857731035943532061e-01	7.346048817616566140e-01	6.109964774693895651e-01	2.550536368682031485e-01	1.032612423614701846e+00	4.590440882148399737e+00	4.513408832225678680e+00	2.506974117454387141e+00	2.876393215488609378e+00	2.167019222460632832e+00	2.384994588102955504e-01	9.190225140604043608e-01	1.023793926455996086e+02	7.962477388848782311e+01	2.275461875711178195e+01	5.686181218691723771e+00	3.993436793660536832e+00	6.224578220647635218e-01	1.853388360956785830e-01	4.104097758788977757e+01	1.172840753983755313e+01	5.276938512772733247e+01	1.840762000863399095e+01	2.608319917531009668e+00	9.401285877747515007e-01
3.323835245106425191e+03	1.267724187714784861e+09	3.340510311358012530e+01	3.456467497255290011e-01	9.348326459005826816e-01	1.068751415161482976e-01	5.168163772586693572e-01	9.004577910264878193e-01	3.861790848278225052e+00	6.224544661217882968e+00	1.889601490122445826e+00	1.457292376765585873e+00	5.052295272992632924e+00	6.079331317355787689e+00	7.715266027757563538e-01	9.022992789661773827e+01	6.705320539363090404e+01	2.317672250298683068e+01	4.398879973105349173e+00	1.977485514203987549e+00	6.210322663609828542e-01	4.619146604313492110e-01	4.304237981368371635e+01	1.487745868305149521e+01	5.791983849673520979e+01	2.144319764415853058e+01	1.894558687518615558e+00	5.578414967732301388e-01
2.330122856664083884e+03	1.267724187680391073e+09	3.491883751661171686e+01	5.844515340888103427e-01	9.803546604438903023e-01	4.364991009508583653e-01	4.417181646812682883e-01	1.437085926617625020e+00	1.323632136569818707e+00	1.777229025172110788e+00	1.313454479335484093e+00	1.590921006582591835e+00	3.731019326277397741e-01	3.519428005346959765e+00	-1.149483829917335775e+00	8.372697999346510755e+01	5.284287855583730220e+01	3.088410143762780891e+01	4.251699437255069824e+00	5.575331573824888309e+00	5.808119565318582422e-01	4.190950959701557066e-01	3.736212898638676450e+01	2.183635360291775029e+01	5.919848258930451124e+01	2.468908104564660277e+01	1.166312090270566149e+00	4.143433468443700196e-01
3.364717030703626278e+03	1.267724187673997402e+09	3.778087634984939314e+01	4.303298008600893731e-01	9.895520539979156815e-01	7.506376406613193275e-01	3.507194772956384043e-01	9.809842836078229711e-01	1.749634529336279387e+00	4.443002995908461594e-01	9.608999742073284223e-01	1.321092328568668206e+00	1.809821258549049849e+00	2.518003661898070789e+00	-7.307480506528878372e-01	9.627523748522415303e+01	6.730981723748725187e+01	2.896542024773690116e+01	1.345971652274001507e+00	3.095606181610280672e+00	7.753317331908865517e-01	3.399839378164264403e-01	4.305013240017346021e+01	1.852575490276712600e+01	6.157588730294058621e+01	2.416395996615123920e+01	9.102595812554393762e-01	5.635217242030141627e-01
7.513509194704088259e+03	1.267724187622657537e+09	1.985273328477927635e+02	9.234816477050393768e-01	4.295296844715632001e-01	5.660291818045440904e-01	4.803020887081712043e-01	1.852671689452430659e+00	3.992681959044405371e+00	4.224311652540958306e+00	1.020954954078227894e+00	2.731496616756313500e+00	3.587489986425575483e-01	2.094060949755181866e+00	5.619834477043494925e-01	4.565296649338745283e+02	2.373454747949235752e+02	2.191841901389509246e+02	2.624973264910178017e+00	3.344699167749975999e-01	1.224513419166917139e-01	4.964142476028658435e-01	1.137791908012823541e+02	1.050729945957142917e+02	2.188521853969966457e+02	9.517046534329723784e+01	1.137985786853294323e+00	1.086018305486564861e+00
