iota	chirp_mass	phi_1	chi_p	tilt_1	dec	mass_1	mass_2	chi_eff	total_mass	mass_ratio	psi	phi_jl	phi_2	phi_12	total_mass_source	theta_jn	a_1	phase	ra	mass_2_source	luminosity_distance	a_2	chirp_mass_source	tilt_2	mass_1_source	redshift
6.786942332264168654e-01	3.478649968812085547e+01	5.712000811384290166e+00	3.909949632086277549e-01	4.194381886816911931e-01	9.165798140293788254e-01	6.448655700165653570e+01	2.578709141861523690e+01	7.922505124562311263e-01	9.027364842027176906e+01	3.998832100456660710e-01	3.883486540868076875e-01	1.810730503781767586e+00	4.637929640625192640e+00	5.209114136420489594e+00	4.811515714088032070e+01	8.482914706143235284e-01	9.600919695874752247e-01	5.745797917249799269e+00	6.232653636513965978e+00	1.374432049136386524e+01	5.766069760929903168e+03	7.939053879737038022e-01	1.854093556829438683e+01	7.504611815919719486e-01	3.437083664951645545e+01	8.761998044805744401e-01
2.695963416727371165e+00	3.399329544061758668e+01	3.201770139645957247e+00	4.311628627381161039e-01	4.926977934835096162e-01	9.379305486956565074e-01	5.978519378176274301e+01	2.635054493579991330e+01	6.766783068693663639e-01	8.613573871756265987e+01	4.407536928288430245e-01	6.672581048030414019e-02	1.580282702626626679e-01	3.403642765378061430e+00	2.018726257321044604e-01	4.668591651422666189e+01	2.770557938256467789e+00	9.115406733178240684e-01	4.970408673366439878e-01	3.248506000420121609e-01	1.428210124267850745e+01	5.514612152464143037e+03	5.867024308964314816e-01	1.842450272804743605e+01	8.441226227361683376e-01	3.240381527154815444e+01	8.450047712207685580e-01
9.309121524558374716e-01	1.169091167395633164e+02	6.126937388489634984e+00	1.829778539675614157e-01	5.681900464409460616e-01	4.001860618943808845e-01	1.551989554131309887e+02	1.166760128571978470e+02	2.636565067228497927e-01	2.718749682703288499e+02	7.517834933013098908e-01	1.014028745216502214e+00	1.173816338173870211e+00	1.567537591215661053e+00	1.723785509905611191e+00	7.040377719176989046e+01	9.945127546967802434e-01	3.400396764822077311e-01	4.139384829414243683e+00	5.554027525402013055e+00	3.021400633196402907e+01	2.460577388921046077e+04	2.540797097382900271e-01	3.027437008630671400e+01	4.090034045216324743e-01	4.018977085980584718e+01	2.861653154343978933e+00
1.940078781211220571e+00	2.070600155215339910e+01	2.847042344249580026e+00	5.431008465578476274e-01	2.222110927849414885e+00	-9.089436806089628007e-01	2.981161339711508873e+01	1.916139807488262292e+01	-3.109503641264443896e-01	4.897301147199770810e+01	6.427494486674411034e-01	1.599127365032128045e+00	6.272436607153689891e+00	4.091943105326723895e+00	1.244900761077144757e+00	3.509351936409735373e+01	1.948158513800091196e+00	6.828987310441687608e-01	3.064901168885880711e-01	2.483704811943859170e+00	1.373084632070393063e+01	2.205626021837684220e+03	1.792524183914373237e-01	1.483769212026126993e+01	2.568689335502775783e+00	2.136267304339342843e+01	3.955001481584047851e-01
2.581725851063080945e+00	3.366608954742872584e+01	1.101903124679730617e+00	5.133429100052556704e-01	5.562481385698384573e-01	5.603996787505602928e-01	6.759624973147820981e+01	2.335234626574181860e+01	6.415061783684070651e-01	9.094859599722002486e+01	3.454680749081128766e-01	2.219041786052585508e+00	1.315992466398734573e+00	1.663351210886612641e+00	5.614480862068820244e-01	4.441341873749554736e+01	2.848943658702679294e+00	9.722335781634079410e-01	3.388636361065605840e+00	5.734903329757322865e+00	1.140377728574374139e+01	7.188215839181400952e+03	7.981369832553646404e-01	1.644034320628410484e+01	1.434501602472420423e+00	3.300964145175180420e+01	1.047772915991212583e+00
1.491109069689166677e+00	9.459754604063793693e+01	1.704894527478455046e+00	8.084523016717380939e-01	1.075233258750691867e+00	1.531158311278166817e-01	1.901604917702308342e+02	6.555379245370187391e+01	2.616547311355761352e-01	2.557142842239327081e+02	3.447287701217659484e-01	2.048851078241646917e+00	5.493830240896191430e-01	3.131825880114007532e+00	1.426931352635552264e+00	1.304646871440351106e+02	1.773752380600827072e+00	9.190079517594897940e-01	1.914612653500063821e+00	3.606766967597174300e+00	3.344535503573087709e+01	6.452968471145883086e+03	7.372815587349667021e-01	4.826339399162204558e+01	1.912460760483748246e+00	9.701933210830422638e+01	9.600268074196969259e-01
1.879314188416732367e+00	1.775480799129304046e+02	1.888667788877430809e+00	8.330986665914735800e-01	1.164348883514983779e+00	2.457708700189384921e-01	4.444548760866077259e+02	1.032477423208448073e+02	2.930199439767807168e-01	5.477026184074525190e+02	2.323019678171460989e-01	4.204236663026976739e-01	6.177020852887697977e+00	5.778380372788005204e+00	3.889712583910574395e+00	2.373296459743013713e+02	1.889564825403227344e+00	9.069901424217151620e-01	1.386839210150871970e+00	1.820494030914666439e+00	4.473915097192927703e+01	9.451095087209489066e+03	1.146184552033140298e-02	7.693485759055735684e+01	3.383107230426928846e-01	1.925904950023721085e+02	1.307771606699143829e+00
1.055994197714162031e+00	1.850570483170836837e+02	2.563345695220196063e+00	3.363399439389598289e-01	2.733809659221511090e+00	8.539439429351572963e-01	5.327027720002890874e+02	9.667829581367887215e+01	-6.385970970082519571e-01	6.293810678139680022e+02	1.814863764471389140e-01	2.924701650131034558e+00	1.524736917753455601e-01	3.941233408996979382e+00	1.377887713776783096e+00	2.221726082424526396e+02	2.221287146808258672e+00	8.481116290523503798e-01	9.814523624924414991e-01	6.057090041758307564e+00	3.412760605584223583e+01	1.431795468571334277e+04	4.331275767796096132e-01	6.532545893231203138e+01	1.259527352288253521e+00	1.880450021866103896e+02	1.832847274886095557e+00
2.297124181030512080e+00	4.429212684401836952e+01	3.268852591538779162e+00	1.808213893193407473e-01	8.140686479485514937e-01	8.372045104264405069e-01	1.916378869245623378e+02	1.716491371404542221e+01	1.971361483391845248e-01	2.088028006386077493e+02	8.956952087873071289e-02	1.382763298155397003e+00	1.344747186493063795e+00	3.191575084376924387e+00	6.205907800017731901e+00	1.206544119666335035e+02	2.684558569204242406e+00	2.486930919263438400e-01	1.313643749285285933e+00	5.832613836464112467e+00	9.918557434536730000e+00	4.613365263995649912e+03	9.778459642975591004e-01	2.559372049978367514e+01	1.043743551270291503e+00	1.107358545320967806e+02	7.305857053644364552e-01
2.149953264908196715e+00	4.924032049163099600e+01	1.315442453633117736e+00	5.330968830559180693e-01	1.302479501029859099e+00	-2.475072559890529877e-01	1.454454911515670403e+02	2.522843121546534917e+01	1.110889552627179339e-01	1.706739223670323895e+02	1.734562619694762220e-01	1.080226238308383824e+00	4.818399983398177433e+00	3.157461458569792878e+00	1.842019004936674920e+00	1.176801459770841234e+02	1.509522352532832512e+00	5.528797576119830470e-01	3.588390116256545137e-01	2.400416662632302689e+00	1.739507375839311010e+01	2.571860206951251712e+03	4.314435392743150577e-01	3.395133845317213428e+01	1.789204661801864660e+00	1.002850722186910133e+02	4.503204508283644159e-01
1.068007301557095889e+00	4.232419817472198531e+01	2.243395629739630692e-01	4.094996397407261735e-01	9.267356443023161416e-01	8.449037035404272089e-02	1.713528571833554679e+02	1.720159883524809175e+01	2.779477997826650948e-01	1.885544560186035596e+02	1.003869974391006920e-01	4.511071649120293459e-01	2.279021036367874675e+00	4.286532604377872424e+00	4.062193041403909355e+00	1.070916075850704487e+02	1.489962149213204690e+00	5.120895437183885512e-01	5.323582277526033302e+00	1.857078687840363784e+00	9.769840030290451338e+00	4.847086638757249602e+03	1.313815147587240328e-01	2.403850069622793484e+01	1.694913010784358631e+00	9.732176755477999563e+01	7.606837759795641585e-01
2.500816538227179642e-01	3.152306189710766660e+01	3.951200360076713824e+00	5.336920390968523664e-01	6.759519770870756616e-01	4.273002064253441645e-01	7.195607989674572025e+01	1.971143856583145393e+01	5.692594256039380518e-01	9.166751846257717773e+01	2.739370820939193707e-01	1.656273312685409005e+00	1.181092587993758380e+00	4.431351541061069099e+00	4.801511809843560519e-01	4.915039372423669306e+01	6.502196004641445926e-02	8.530334170540411209e-01	3.991711480278127055e+00	5.650423121259770198e+00	1.056890142365136143e+01	5.675855300670199540e+03	2.781966711509081258e-01	1.690207098023329735e+01	6.698826823031347466e-01	3.858149230058533163e+01	8.650413865835367977e-01
1.575838054452488812e+00	6.850239782094132579e+01	2.352448512212021114e+00	8.068156724935732216e-01	1.294511306689402730e+00	-8.593237606281860508e-01	1.488470347562417544e+02	4.455796347333756557e+01	1.714257858899731479e-01	1.934049982295793200e+02	2.993540552978269376e-01	2.786734919206036221e+00	1.621457384058060391e+00	3.313077676247678571e+00	9.606291640356574568e-01	9.292438111492502628e+01	2.184702247431212552e+00	8.386199484096444889e-01	2.382486972919774626e+00	2.419764089259366813e+00	2.140855312635905605e+01	7.473362417659844141e+03	2.109297415128816300e-01	3.291302179710584142e+01	1.666262720506438422e+00	7.151582798856595957e+01	1.081315967984592064e+00
8.947616064123080637e-01	1.069746263766608081e+02	5.444046206323438497e-02	8.387793977833277737e-01	1.895877819758873928e+00	2.261259681150171730e-01	3.365440174146111190e+02	5.228103402274449252e+01	-2.435581919754926938e-01	3.888250514373556257e+02	1.553467936360193313e-01	1.051982979324447065e+00	1.531766002337038080e+00	4.099837196998519673e+00	4.045396734935285288e+00	1.708883282017611691e+02	2.289336917916014791e+00	8.851388066889117612e-01	4.620648475232090213e+00	3.313948564529233920e+00	2.297747654833297659e+01	9.162419208657989657e+03	1.816459741465994288e-02	4.701527073406901991e+01	1.089308266590893526e+00	1.479108516534281819e+02	1.275316608974517596e+00
1.249430204718659176e+00	4.208369822984253972e+01	9.215193720035488312e-01	4.556423756290198246e-01	1.833765554094747507e+00	2.697978107361107547e-01	1.315144324043264987e+02	2.066996747737787743e+01	-1.040580543869128183e-01	1.521843998817043655e+02	1.571688148554704623e-01	3.134883001419884963e+00	2.169794124523432843e-01	1.733166579281885333e+00	8.116472072783372793e-01	9.325375018272055172e+01	1.326542204132634017e+00	4.718639304304036997e-01	2.141397783254757492e+00	5.468441617070745053e+00	1.266589732534133361e+01	3.865577588413533704e+03	7.202440536581439234e-01	2.578754908217458564e+01	1.550938567840850713e+00	8.058785285737923232e+01	6.319386575179617438e-01
3.512181775005039919e-01	4.212185136676474428e+01	2.113139059250002560e+00	2.968648398030860336e-01	3.257645476929003081e-01	-8.085594906761843781e-01	7.080635865592300604e+01	3.394946051626371997e+01	8.640755711330113664e-01	1.047558191721867331e+02	4.794690923344611666e-01	3.043314856216987607e+00	5.700019567493853634e-01	1.175948918421505951e+00	5.345995166351088734e+00	4.930014712078935446e+01	4.022481973238542508e-01	9.276063369925575675e-01	1.480366857084277621e+00	2.426765490570211625e+00	1.597728327981622165e+01	7.846692333847468035e+03	8.842164981028769466e-01	1.982337101453240180e+01	3.409329206172817539e-01	3.332286384097312748e+01	1.124858145261239839e+00
5.860263085667071215e-01	3.181058629302242124e+01	3.439131516251504816e+00	5.959217197890068762e-01	6.720735206646835103e-01	-9.597430286072961003e-01	8.396065775797552533e+01	1.775581975309208360e+01	5.945434987587385756e-01	1.017164775110676089e+02	2.114778543573931913e-01	3.652720481967577926e-01	2.737728691320718610e+00	5.696350874142280141e+00	2.257219357890775324e+00	5.875675589915691432e+01	6.382895104875863090e-01	9.571349562066165939e-01	2.977516939223225467e+00	2.641053930193699273e+00	1.025668989479451021e+01	4.617687310562219864e+03	1.473319263259832979e-01	1.837545793526730264e+01	2.742821339764503374e+00	4.850006600436240234e+01	7.311452266977032100e-01
6.356743270233253806e-01	2.796739978474803934e+01	5.489616921794176818e+00	5.365168849540697948e-01	7.731304124619026164e-01	-6.869415191016736699e-02	6.760848174090673979e+01	1.671343806244592045e+01	4.508591917528129156e-01	8.432191980335265669e+01	2.472091908008843542e-01	3.043548896782098723e+00	2.350557083525759428e+00	8.460879635532325693e-02	8.781771817407331149e-01	5.721182380046059279e+01	8.484905190799554298e-01	7.682314992630442374e-01	2.852636863405853540e-01	5.382151735727781272e+00	1.133994904004247495e+01	2.732765938512572120e+03	3.739037934334523139e-01	1.897568215208526610e+01	1.435463895166148918e+00	4.587187476041812317e+01	4.738547768979496921e-01
1.903561359494972738e+00	1.901690710321012716e+02	3.196304882809542836e+00	8.098177644967579081e-01	2.070215926229098002e+00	-5.031535970652489809e-01	7.721615767299043682e+02	7.712766109172299878e+01	-4.390306676809044850e-01	8.492892378216273528e+02	9.988539110992518399e-02	1.725349754891610132e+00	5.307379471702835083e+00	5.937207133407231829e+00	2.740902250597689438e+00	4.848736076303177356e+02	1.187191188203014364e-01	9.224900824039042879e-01	4.726140036130975552e+00	2.797408501369751832e+00	4.403348778745102976e+01	4.776040091534403473e+03	5.599654727126095466e-01	1.085707429515398417e+02	2.395876922637392159e+00	4.408401198428667271e+02	7.515682942041076453e-01
1.419092032237626366e+00	2.150463123371706331e+02	4.166023126624256889e+00	4.715156085775404349e-01	6.926445047634330887e-01	-2.328968400096154134e-02	4.153594765242376070e+02	1.540275464434043045e+02	3.931159533137217887e-01	5.693870229676418830e+02	3.708294986605807919e-01	3.091099701500566788e+00	1.140430105591255794e+00	4.117763703270363784e+00	6.234925883825694015e+00	1.731656790970341149e+02	1.721572557778206169e+00	7.383877612019621450e-01	1.213112393609057510e-01	3.718921239996667794e+00	4.684385769894486629e+01	1.877157402552548956e+04	4.372462974781012868e-01	6.540128104622314709e+01	1.752741182414093934e+00	1.263218213980892699e+02	2.288105506453062432e+00
2.214343467689205536e+00	1.061689109505030473e+02	1.346628543291818580e+00	7.962767082896284876e-01	1.216752600557877040e+00	1.143456133220736248e+00	1.231442566390703490e+02	1.207815813199090940e+02	-6.564456206046967446e-03	2.439258379589794572e+02	9.808137595398692676e-01	3.114775648278736320e+00	2.199104551123466589e+00	3.785122164433357916e+00	2.438493621141539336e+00	8.509295359224194044e+01	2.356687858876238550e+00	5.851967556421449057e-01	2.245440201915981149e+00	2.888210886470439220e+00	4.213436993821456866e+01	1.464146092731228055e+04	8.433339080608075466e-01	3.703677432469984154e+01	1.834854099962041074e+00	4.295858365402737888e+01	1.866580928990324129e+00
2.731132839044655647e+00	1.629485308116496469e+02	3.200428488130175442e+00	6.769760453624883434e-01	1.933075317332684895e+00	2.329544409846506792e-01	9.922860379851128982e+02	4.966645628566964632e+01	-2.344894770230631087e-01	1.041952494270782609e+03	5.005255983095348304e-02	2.910606387880157353e+00	4.294765252953780532e+00	4.428041490542699243e+00	1.227613002412524024e+00	3.056893221730239816e+02	1.390271564628370093e+00	7.239676532310147516e-01	3.094374553741763290e+00	2.021545611212310689e+00	1.457120688340792114e+01	1.997808177922559480e+04	3.848414091959449501e-01	4.780604318027405952e+01	1.003395875506798429e+00	2.911181152896160711e+02	2.408534151156985548e+00
1.452824531260795915e+00	8.295200812775902932e+01	6.074483595848931827e-01	6.633883665797536411e-01	1.068652013564351577e+00	-2.951880906772086366e-01	2.522782844539899543e+02	4.157930993352488969e+01	2.497578766775326309e-01	2.938575943875148369e+02	1.648152555956834409e-01	2.596733820581037300e+00	3.468243634208789117e-01	5.121858323095536569e+00	4.514409963510643387e+00	1.641788329099961459e+02	1.689144494164732890e+00	7.568153209508379220e-01	2.898224857333686177e+00	2.296079518149305443e+00	2.323044463872859211e+01	5.076005098652273773e+03	6.155463867850631265e-01	4.634545488042225259e+01	2.378771098759654201e+00	1.409483882712675609e+02	7.898628536883887108e-01
1.348558874600636504e+00	9.478119935529730355e+01	1.135630703628622840e+00	7.820953290709418138e-01	1.024428427193761593e+00	9.214737801847102672e-01	1.264593728950476077e+02	9.414333754797857523e+01	5.825866274553650470e-01	2.206027104430261829e+02	7.444551984779406162e-01	7.763693524608246133e-01	6.206563683157384936e+00	3.855844087191329983e+00	2.720213383562707143e+00	1.101397493550571056e+02	1.326312514771395890e+00	9.153551619188565747e-01	1.823093273166450201e+00	6.340765984732854577e-02	4.700270264204582560e+01	6.810521222114773991e+03	7.455916314131965095e-01	4.732116627034921663e+01	2.280440306936188100e-01	6.313704671301128002e+01	1.002934560272785935e+00
2.918739509282225697e+00	3.165525100355784360e+01	2.279938397475286038e+00	6.042561021716131853e-01	6.603132736031918082e-01	9.207017595902367013e-02	7.026226987309459560e+01	2.024151462657649603e+01	5.954861922536969221e-01	9.050378449967109873e+01	2.880851225435223650e-01	1.803437796614219657e+00	5.551042359350435440e+00	5.150639458457304087e+00	2.870701060982017161e+00	5.374974301804231658e+01	2.918656791575686249e+00	9.851504182069763527e-01	1.579687724785356906e+00	5.415566954695783863e+00	1.202133386453452957e+01	4.255112979235873354e+03	3.573965507252733209e-01	1.879989456815525273e+01	1.678179599791068011e+00	4.172840915350778346e+01	6.837993898741329124e-01
2.540181812318178078e+00	3.826508944024185155e+01	5.891116910823379627e+00	2.242668454421831714e-01	2.372503464791669847e-01	-7.778933134300998198e-01	7.254354644275389319e+01	2.783699015081626271e+01	7.042485293429420201e-01	1.003805365935701559e+02	3.837280022253005685e-01	2.396691108559719119e+00	1.197177332877638500e+00	2.487408300750610479e+00	2.879476697106816641e+00	5.614335185790685756e+01	2.613592213578713075e+00	9.542015819335946114e-01	4.714627605643790353e+00	2.480271117339249543e+00	1.556937216853325445e+01	5.060793370157338359e+03	3.091646809907619420e-01	2.140186188699239267e+01	1.163304628809396002e+00	4.057397968937360133e+01	7.879327341841496635e-01
2.940593266780242576e-01	3.779529449654108220e+01	3.259211959399218816e+00	3.835614950283052771e-01	2.469973712544276445e+00	-2.318052718186867089e-01	1.057092745557151261e+02	2.018122131510274642e+01	-4.178872024881559732e-01	1.258904958708178725e+02	1.909124946691979630e-01	1.112063109048003984e+00	1.320170978839129594e+00	3.716457975073273357e+00	4.572460156740548176e-01	5.392863051805483821e+01	9.448547449456162761e-01	6.164065037424089066e-01	5.355212718942895300e+00	2.108696889655654161e+00	8.645177065805437877e+00	9.689070318338697689e+03	1.613800792376533511e-01	1.619064614946451286e+01	2.084301788391942800e+00	4.528345345224940388e+01	1.334390743126154799e+00
9.790497281587565714e-01	5.350510905267060480e+01	2.661590551499308788e+00	6.767979287443631753e-02	9.798850138353967232e-01	7.263888878428417240e-01	1.336866949541702638e+02	3.115998992189582140e+01	2.726464848187917442e-02	1.648466848760660923e+02	2.330822071155092823e-01	8.187226914794188959e-01	1.232399731323104541e+00	2.728613483949517970e+00	6.702293245020922441e-02	9.601838406180226571e+01	1.073759419459478615e+00	8.149937104223908824e-02	1.680369022268373591e+00	5.731435242654221440e+00	1.814978494673311005e+01	4.507340407809759199e+03	2.541762725006681545e-01	3.116516485697216510e+01	1.771059110900033540e+00	7.786859911506915921e+01	7.168241945205249266e-01
4.510570157687490700e-01	1.298768688300085330e+02	2.079368040140703755e+00	4.870899974233841023e-01	1.913512091000093784e+00	3.677182480584928470e-02	1.650883410314647506e+02	1.350923893230681188e+02	2.529623176175673058e-04	3.001807303545328978e+02	8.183036335516897797e-01	4.944606178857723078e-02	3.451466052397889062e+00	3.348308155279295040e+00	1.268940115138591951e+00	9.299270375739806127e+01	3.255656107523330900e-01	5.171654886528712636e-01	4.734321654647223099e+00	5.332545809323598007e+00	4.185014316329334605e+01	1.817354571445761758e+04	3.115364208174586924e-01	4.023443201628232657e+01	8.182181799989595161e-01	5.114256059410470812e+01	2.228003039223944715e+00
1.566105352297254116e+00	1.817250696441718958e+02	5.379300158265860610e+00	7.661204956140824640e-01	1.313913001992757179e+00	6.121668348411812843e-02	4.729500026203935477e+02	1.025388593406344597e+02	1.637231104012182303e-01	5.754888619610279648e+02	2.168069748863830359e-01	2.770024093271208354e+00	1.762595677782791137e+00	2.497211300487988339e+00	3.401096449401714406e+00	3.418524022358569709e+02	2.337503952143612729e+00	7.921124621866882931e-01	5.754431419903370148e+00	2.019966961793649318e+00	6.091022382027322379e+01	4.252404598483180052e+03	2.898241504464075385e-02	1.079484864270849158e+02	1.899848613086499105e+00	2.809421784155837827e+02	6.834424979818521928e-01
1.210977476692340682e+00	8.748423886975798780e+01	1.202115663145803204e+00	5.461246688770174940e-01	1.899357919078224377e+00	3.590067433049473067e-01	1.354242202127815631e+02	7.581957383098460923e+01	-1.497232509585256222e-01	2.112437940437661723e+02	5.598671619585861015e-01	1.269456086084884694e-01	4.847832620754313759e-01	2.551758440766009883e+00	1.349642777620205569e+00	1.128889878958816269e+02	1.365237134465988378e+00	5.769892851341897888e-01	2.162016340245168422e+00	5.538276239195944584e+00	4.051808949570183671e+01	5.726034381080095045e+03	3.224716567926969590e-01	4.675170329880736375e+01	1.836249449600683592e+00	7.237089840017978304e+01	8.712524399509889994e-01
1.756888257782552198e+00	1.648237224215413335e+02	5.602681193235529378e+00	2.969754488826411576e-01	8.735809112421577538e-01	-1.314452890475085844e+00	3.993175796393749124e+02	9.833057193872025437e+01	2.016732459878354533e-01	4.976481515780951668e+02	2.462465389766284041e-01	2.258566946713490342e+00	5.153555928035160605e+00	5.244872586983818863e+00	5.925376700927876605e+00	2.577233645184676902e+02	1.470278304611783105e+00	3.873762423720126247e-01	2.700287869830439558e+00	2.703976502241381752e+00	5.092370132333409316e+01	6.212828424536003695e+03	2.927508900923670929e-02	8.535935310968693557e+01	1.200930220957641126e+00	2.067996631951335758e+02	9.309392165817205189e-01
2.243857797316407332e+00	3.714498998836998567e+01	3.319076228567806375e+00	5.596998766794611946e-01	6.027139184005462225e-01	9.152696938787643344e-01	7.778696587445020327e+01	2.489372191747072094e+01	8.212517045552663042e-01	1.026806877919209171e+02	3.200243336094341640e-01	2.047031284783547012e+00	1.331922905043773919e-01	2.889070898338516713e+00	5.853179976950296570e+00	5.654353611396646784e+01	2.311589598283334546e+00	9.873334665597173210e-01	1.991360458791825438e-01	3.177362326134272053e-01	1.370831355457958800e+01	5.282612026733306266e+03	8.705923383832433471e-01	2.045476250720611944e+01	2.387653881244737875e-01	4.283522255938688517e+01	8.159580183482439963e-01
2.582665162144036852e+00	2.625866966493299870e+01	5.962714449497990898e+00	3.115254387762929622e-01	5.162028964841423040e-01	5.126775359725184167e-01	4.512902064055842999e+01	2.076225901871695356e+01	5.357871185203622738e-02	6.589127965927538355e+01	4.600644712430888017e-01	2.340269487688494632e+00	2.441213704659336958e+00	2.381637507062460912e+00	2.702108364744055358e+00	3.832119826757782022e+01	2.609949461499995849e+00	1.969444573008668209e-01	3.675887936888114549e+00	5.868855321219122345e+00	1.207496118535403440e+01	4.527508539256233234e+03	7.793725182917323746e-01	1.527157602153320504e+01	1.833322157558396004e+00	2.624623708222378227e+01	7.194472677808620986e-01
4.264263136455866965e-01	3.958721567587371482e+01	5.412670756091028323e+00	2.837304113744833489e-01	2.920742193771140305e-01	-1.212347295729409691e+00	8.128070178865858963e+01	2.696097910884776283e+01	7.449346057769469232e-01	1.082416808975063560e+02	3.317020955226266388e-01	1.345472977167848860e+00	3.141174059342079605e+00	4.346129845479241638e+00	5.216644396567800435e+00	5.901280245405421709e+01	4.027146698532400593e-01	9.853830081507051197e-01	1.345526496702485142e+00	3.508482912089199601e+00	1.469898583360755850e+01	5.428122136773900820e+03	5.058252612292732930e-01	2.158274445680927656e+01	1.278293644048625000e+00	4.431381662044665859e+01	8.342067550813304644e-01
2.637310734984300797e+00	3.735166345821365042e+01	2.226376147784970172e+00	3.590573936794616006e-01	4.227295900670647866e-01	6.410572274866663811e-01	7.209793841068670872e+01	2.676755109115748610e+01	7.337906623071761558e-01	9.886548950184419482e+01	3.712665255237016515e-01	4.943782507729702069e-02	1.955660984259603108e+00	1.014296957763325402e+00	5.071106117157942350e+00	4.967257929745259304e+01	2.799881038383611020e+00	8.752133215301667324e-01	2.909875196158514754e+00	5.865259055266029975e+00	1.344871006934459068e+01	6.705197030427704703e+03	7.374200252232435693e-01	1.876644190372688925e+01	7.075970048477774332e-01	3.622386922810800058e+01	9.903433826097775006e-01
1.684260791828878334e+00	1.871608254296402265e+02	2.352046791667259384e-01	1.028248081889753945e-01	2.710420695470865393e+00	-1.071012159941236774e+00	4.677111385393416185e+02	1.089839714942091575e+02	-6.257340945913891783e-02	5.766951100335508045e+02	2.330155570691886668e-01	6.571758931143640847e-01	4.864807699345361502e-01	4.255266149893254024e+00	4.020061470726528086e+00	2.207882985742502910e+02	1.790109767624510129e+00	2.460301599170440778e-01	3.539473409221773892e+00	1.602621784462350263e+00	4.172462228207750456e+01	1.222967927406676972e+04	6.789402572578061568e-01	7.165470885293005665e+01	3.894232333587285266e-01	1.790636762921727723e+02	1.611982218974391978e+00
1.357469515518242797e+00	1.850783895540787114e+02	2.540924421124536536e+00	6.970857472053461068e-01	9.666958059442066764e-01	4.213662837858436205e-01	6.279240497863157771e+02	8.553463620632497566e+01	3.975772227090981770e-01	7.134586859926407669e+02	1.362181242069524789e-01	2.176246570837966132e+00	1.019826147502826741e+00	6.098399426494340858e-01	4.352100828704484670e+00	4.356498983703069143e+02	1.963331153160285503e+00	8.469920243995407994e-01	1.672957997962262189e+00	2.065320973051235853e+00	5.222889047679350938e+01	3.908356001314099558e+03	7.963374341168683035e-01	1.130119839911881598e+02	1.845024972791554863e+00	3.834210078935133765e+02	6.376881726853832477e-01
1.617880021253498724e+00	6.373504910393886291e+01	5.498625516821155301e+00	1.681365858217553078e-01	2.757643830046331068e+00	-6.057597169669737269e-01	3.126837312826750690e+02	2.259401955282589469e+01	-3.669489224374977709e-01	3.352777508355009672e+02	7.225837897015580102e-02	2.590247310753887255e+00	4.129281197197052222e+00	9.758131070502766846e-01	1.760372897408706949e+00	2.651421145537556185e+02	2.109647652714840227e+00	4.488613269257178962e-01	5.974339787296226945e+00	3.736995173290303285e+00	1.786765183665399093e+01	1.383713686436509761e+03	5.946945197757443902e-01	5.040252640831202768e+01	1.013789161735279443e+00	2.472744627171016134e+02	2.645209207891636716e-01
8.112082133462388267e-01	1.084990362981986181e+02	1.832504431622941965e+00	4.722454322336476773e-01	7.641899083581755736e-01	4.174941718367548571e-01	1.456612825815825261e+02	1.071420456258128127e+02	6.135791673922152967e-01	2.528033282073953387e+02	7.355561047308799560e-01	3.020819554389909456e+00	2.543985088274315132e+00	1.249160022504955947e+00	5.699840898061599326e+00	1.076403969517099597e+02	9.224658436544191931e-01	6.824825552759091751e-01	4.229942853039178274e+00	5.635281061585807549e+00	4.561970130361336828e+01	9.816461249708785544e+03	9.237415040101739638e-01	4.619749043190975613e+01	5.696008206762929182e-01	6.202069564809659852e+01	1.348591563823468009e+00
9.810133963825052872e-01	4.556863012825504455e+01	4.349157982356024021e+00	3.600835280788272086e-01	1.452539139433566051e+00	3.082679782322190754e-01	8.116164807546283555e+01	3.494438131019162341e+01	4.440331754087140786e-02	1.161060293856544661e+02	4.305528798244816491e-01	2.828344370218940806e+00	5.122801301071072899e+00	1.380755719764942491e+00	3.314783044588505589e+00	6.745909828957628918e+01	9.630056125304583547e-01	1.658111915289528504e-01	5.693830178863679592e+00	2.709674394361606176e+00	2.030313555588620034e+01	4.540474151509681178e+03	9.427252416515268241e-01	2.647596093853775301e+01	1.462282552051990869e+00	4.715596273369008173e+01	7.211322464948373145e-01
3.070620094040455328e+00	1.202299251828602991e+02	2.717855227361551940e-01	5.815514406529319613e-01	1.260833597517112326e+00	-1.239612144363386292e+00	1.531610693647631649e+02	1.247952613271922218e+02	4.546514821164450437e-03	2.779563306919553725e+02	8.147975320672650179e-01	1.704032634947902469e+00	4.569921918368967440e+00	1.883003665998888465e+00	1.611218143262733937e+00	9.695210420258372608e+01	2.935795679655047952e+00	6.106521039276167073e-01	4.295844750763572861e+00	2.664386280018767650e+00	4.352900741660561579e+01	1.464495665414000905e+04	5.856501339694147878e-01	4.193660279504791077e+01	1.953085242118363096e+00	5.342309678597812450e+01	1.866944796898466707e+00
