iota	chirp_mass	phi_1	chi_p	tilt_1	dec	mass_1	mass_2	chi_eff	total_mass	mass_ratio	psi	phi_jl	phi_2	phi_12	total_mass_source	theta_jn	a_1	phase	ra	mass_2_source	luminosity_distance	a_2	chirp_mass_source	tilt_2	mass_1_source	redshift
8.496048441792738437e-01	1.013318234989221196e+02	4.387290412268106898e+00	6.112181432595283903e-01	1.534771488039591958e+00	-3.093869000000000202e-01	2.202297499999999957e+02	6.590044399999999314e+01	3.684481511593916403e-02	2.861301940000000172e+02	2.992349762009900993e-01	2.825670517715388463e+00	2.240389761721251816e+00	4.533585039888313517e+00	1.462946276202068407e-01	1.305195289620082804e+02	1.293495515546550845e+00	6.116149739348196723e-01	1.236365152065334261e+00	2.768225800000000181e+00	3.006077334595175188e+01	8.431182499999998981e+03	3.806209359469769904e-01	4.622295077303402877e+01	1.341914482028762734e+00	1.004587556160565214e+02	1.192240473709393900e+00
2.187395789893278764e+00	7.657657646323296774e+01	2.570396653064817016e+00	3.085335392861562331e-01	7.679782600219325905e-01	-8.015229600000000065e-01	1.049292700000000025e+02	7.418312799999998219e+01	1.688112323810631032e-01	1.791123979999999847e+02	7.069822176405115011e-01	1.704480316681843632e+00	3.914709080967933019e+00	1.610454970460123647e+00	5.323243624574892863e+00	7.619357747422674265e+01	2.093808761757392833e+00	2.393883711160259831e-01	4.982711005384230063e+00	2.289341700000000035e+00	3.155715614141059078e+01	9.835890799999999217e+03	4.868155968912740161e-01	3.257531793785927476e+01	1.227140283923427555e+00	4.463642133281614832e+01	1.350754537816348355e+00
2.330053170781288596e+00	3.351214383206099257e+01	2.201504296285392570e+00	4.367542500242745374e-01	5.164013683063838345e-01	7.371567999999999454e-01	7.255837999999999965e+01	2.186098900000000000e+01	5.892552636805461486e-01	9.441936900000000321e+01	3.012882729741210297e-01	1.323839961697679257e-01	4.726603199554284096e+00	5.605065213592047790e+00	3.403560917306654776e+00	6.110814749183599304e+01	2.129344709969197780e+00	8.845584651695964640e-01	5.705898907087863847e+00	5.997148200000001594e+00	1.414841630777477555e+01	3.232674199999999928e+03	6.015052626972017258e-01	2.168903530860500695e+01	1.584164154370490074e+00	4.695973118406121216e+01	5.451191514619939671e-01
2.821065759242548321e+00	3.374898970156703371e+01	4.935525717066711948e+00	1.450594781992271542e-01	1.862187035053174400e-01	-5.355183300000000424e-01	8.284944200000001047e+01	1.992704799999999921e+01	5.444467813629673136e-01	1.027764899999999955e+02	2.405212095453823362e-01	3.076128996511195979e+00	2.716258001703304892e+00	6.150325987098486991e+00	1.214800270031774598e+00	5.719203139875666864e+01	2.868343788816131834e+00	7.834941431438096071e-01	6.583425221802855498e-01	2.307685900000000068e+00	1.108880401442519847e+01	5.132671800000000076e+03	3.947841280160939714e-01	1.878029964526262319e+01	3.049410432893904677e+00	4.610322738433148260e+01	7.970421313315040335e-01
1.330564145338092308e+00	1.194923434174001642e+02	2.126089134495497746e+00	5.655722336842032849e-01	1.413540626350763496e+00	7.376093000000000233e-01	1.848400300000000129e+02	1.036260699999999986e+02	7.080463713835211115e-02	2.884660999999999831e+02	5.606256934712680051e-01	1.006544416907263040e+00	1.340402192518064473e+00	2.732024820923232511e+00	6.059356864277334331e-01	1.286551634979224445e+02	1.639877487437312098e+00	5.726381404080568283e-01	2.340859807374621404e+00	5.897774799999999651e+00	4.621696961444397544e+01	8.869264100000000326e+03	4.637724306874169838e-02	5.329328811640437635e+01	6.422568134446475785e-01	8.243819388347849042e+01	1.242164963745572503e+00
3.932246212976368005e-01	3.504813465056214028e+01	1.551362264489391407e+00	5.466363690019259147e-01	7.250117843078496271e-01	-9.107900100000000665e-02	7.599359100000000922e+01	2.283639000000000152e+01	4.738955347969737164e-01	9.882998100000000363e+01	3.005041569887124120e-01	1.175376686725679992e-01	3.935597597805831960e+00	1.450841533010031270e+00	6.182664575700226095e+00	5.731942984558514098e+01	1.096731417899433209e-01	8.243098815226906906e-01	6.101081102196804551e+00	5.409487500000000004e+00	1.324465350784011619e+01	4.564076399999999921e+03	4.591669765563089096e-03	2.032722332832906531e+01	2.091056970681439253e+00	4.407477633774502834e+01	7.241968607545751224e-01
1.929940131727951647e+00	1.302504962802608759e+02	4.872786691172565021e+00	2.750485006794837206e-01	9.655580917498693960e-01	-1.305542399999999881e-01	1.969295299999999997e+02	1.152950000000000017e+02	1.696939622102082712e-01	3.122245299999999588e+02	5.854632365191752008e-01	3.354072782806400976e-01	3.440528465133562808e+00	4.531027205448521222e+00	5.941425821455541545e+00	1.053421228307550734e+02	1.874040351345474420e+00	3.344597275263304637e-01	1.757586490577106808e+00	2.048116400000000059e+00	3.889963434894723804e+01	1.558107800000000134e+04	4.546204861775717809e-01	4.394550222534420669e+01	1.270429454791545787e+00	6.644248848180784250e+01	1.963909608140578467e+00
1.399068198731526769e+00	6.962367213243378217e+01	2.205495447538636355e+00	7.532319089223028508e-01	9.996009205783256135e-01	8.727040799999999932e-01	1.085104000000000042e+02	5.997615100000000155e+01	3.098473414734458364e-01	1.684865510000000199e+02	5.527226053908196324e-01	2.009254753011756822e+00	4.570458278715023859e+00	1.040814874755354502e+00	5.118504734396304379e+00	7.865872042143821830e+01	1.076572935728099534e+00	8.953666194429360514e-01	5.567116111879778728e+00	6.144280500000000034e-01	2.800014164610065492e+01	7.994574800000000323e+03	1.243517958352510361e-01	3.250413121091776247e+01	1.613909162727361180e+00	5.065857877533755982e+01	1.141994556957977913e+00
1.022942976305887930e+00	7.865710386085616790e+01	4.063362170822268915e+00	2.422255519604674112e-01	1.965834385111611571e+00	4.089205499999999660e-02	1.481433899999999824e+02	5.753671600000001263e+01	-1.116750105151613770e-01	2.056801059999999950e+02	3.883853069650963774e-01	6.140177501271895100e-01	4.574179458655673436e+00	2.257214736552279888e-01	2.445544610012545306e+00	9.708757410416028222e+01	9.629341508553598272e-01	9.097000391988395440e-02	2.117255448421348163e+00	5.155030899999999860e+00	2.715916617798721688e+01	7.791965900000000147e+03	7.720105970656961913e-01	3.712866328408788519e+01	1.982690622222800458e+00	6.992840792617306533e+01	1.118500826679800886e+00
1.887320602012120707e+00	7.733962528584807217e+01	2.102140970997512071e+00	5.551510194209552385e-01	2.847749270619605033e-01	-8.447093399999999752e-01	9.414671300000000542e+01	8.388799999999999102e+01	-5.845381263747617684e-02	1.780347129999999822e+02	8.910348256130832256e-01	5.676627328251026006e-01	6.479053787135808928e-01	4.537425825918721678e+00	2.435284854921208719e+00	8.337815502886076047e+01	1.997848840662904690e+00	4.067878053862369198e-02	5.604166795024384307e+00	2.647969999999999935e+00	3.928687024682131579e+01	7.936463999999999942e+03	6.552518266129839786e-01	3.622010089098434094e+01	1.829877643940438725e+00	4.409128478203945889e+01	1.135268079971000876e+00
6.056902780036681477e-01	4.085424880429583538e+01	1.462137844970374800e-01	3.943466700030699990e-01	4.206699444034991964e-01	3.268556100000000186e-01	6.696590400000000898e+01	3.365977900000000034e+01	8.234522403292029447e-01	1.006256829999999951e+02	5.026405527206800894e-01	2.637540530376338399e+00	3.258280723327186212e+00	3.843064278023340830e+00	3.696850493526303350e+00	4.991168289479868747e+01	5.812511861446825190e-01	9.656553153238724985e-01	2.260974945859892948e-01	5.585780999999999885e+00	1.669570000093320061e+01	6.920786400000000867e+03	7.392225722281272615e-01	2.026425312536981593e+01	2.915083654813476755e-01	3.321598289386549396e+01	1.016074737694052654e+00
1.009809340920234666e+00	1.395770829975873539e+02	9.208517914338552046e-01	3.959057032534850640e-01	1.200653284424665790e+00	5.096326500000000204e-01	2.007329100000000039e+02	1.292973199999999849e+02	1.662257402202109435e-01	3.300302300000000173e+02	6.441261674530600612e-01	9.441628789929772392e-01	3.499068292630181709e+00	4.498069877124477145e+00	3.577218085690622829e+00	1.139967635369564221e+02	9.644988381865804428e-01	3.789181257611237003e-02	2.152424959108701685e+00	5.523932900000000146e+00	4.466098761317163479e+01	1.491568800000000010e+04	7.680852051978013240e-01	4.821175237690834336e+01	1.018441469344025130e+00	6.933577592378478016e+01	1.895084209061848046e+00
4.866637438809529037e-01	3.829127790129541609e+01	4.050647329169347444e+00	4.793680442424704258e-01	5.446306771512094969e-01	-5.986572300000000402e-01	8.193473099999999931e+01	2.521729699999999852e+01	7.124523767901870253e-01	1.071520280000000014e+02	3.077729882337686407e-01	2.226111694297858268e+00	4.523518314345030822e-01	3.283665310668339554e+00	5.516203288678578787e+00	4.919735281317880293e+01	5.468249358404591032e-01	9.252383215283328521e-01	5.443344144439801191e+00	2.231051900000000199e+00	1.157816870721024038e+01	8.307028899999999339e+03	7.180239900901703720e-01	1.758090391511309036e+01	8.826430434928064228e-01	3.761918410596856432e+01	1.178003934620167392e+00
1.674647586390006326e+00	8.615667034099155330e+01	1.759202874783495574e+00	6.400819922053679889e-01	2.193590772643152054e+00	9.094963200000000247e-01	1.592567399999999793e+02	6.402258299999999736e+01	-5.539230953424757464e-01	2.232793230000000335e+02	4.020086245643355038e-01	2.018450173440427875e+00	9.835999831583224218e-01	7.693932480701493049e-01	5.293375680466239963e+00	1.187088624415114850e+02	2.418218723468028131e+00	7.880341319615071782e-01	2.694009998811642603e+00	6.158282999999999952e+00	3.403829739530896603e+01	5.804146600000000035e+03	9.978109993785456711e-01	4.580612387438767286e+01	2.481797822263990483e+00	8.467056504620248347e+01	8.808985142959397940e-01
2.247146969508565739e+00	9.026443065575872993e+01	4.170698161446122043e+00	2.622726807062370491e-01	2.142053147414047842e+00	-2.149002399999999820e-03	1.983931399999999883e+02	5.817484699999999975e+01	-7.704817228680464758e-02	2.565679870000000165e+02	2.932301338645076361e-01	7.594126489248997913e-02	1.579932086878052422e+00	7.502415777478628200e-01	2.862728723481327009e+00	1.330398853652345110e+02	2.527972803649621625e+00	3.117757889509104596e-01	4.756508337583894019e-01	1.741983700000000024e+00	3.016578594437059024e+01	6.192810699999999997e+03	6.855502905504896605e-01	4.680540876286448082e+01	1.220784346524033115e+00	1.028740994208639137e+02	9.285042699461422133e-01
2.387696573198055949e-01	3.807554618759103704e+01	5.376218529896177323e+00	3.390743650705136947e-01	3.670061973569047065e-01	5.671535199999999666e-01	8.427614599999998291e+01	2.440164899999999903e+01	7.390591853097124853e-01	1.086777950000000033e+02	2.895439594496881375e-01	2.883956763708143800e+00	3.306385346662171987e+00	5.080387008311751273e+00	5.987353785595160183e+00	4.510299451109888480e+01	1.287864522526116773e-01	9.449637625753010139e-01	1.927277219962901134e+00	5.846733500000000028e+00	1.012706819188557894e+01	1.036661500000000160e+04	3.268976279601633061e-01	1.580195062575580067e+01	7.223148026276940969e-01	3.497592631921330053e+01	1.409547219159843490e+00
2.445190164578897374e+00	3.765461708338351343e+01	5.863499426668346004e-01	4.295752278817918657e-01	4.796054629595590257e-01	4.463200399999999735e-01	7.524626899999999807e+01	2.622131900000000115e+01	6.848440630042733623e-01	1.014675880000000063e+02	3.484733442398321168e-01	1.946423598642955666e+00	5.377232053274108026e+00	6.240912917118025760e+00	5.654562974451191160e+00	5.526130893953204293e+01	2.279815977736284083e+00	9.309667436380862915e-01	1.882391774001620721e+00	5.605532099999999573e+00	1.428066280693516887e+01	5.443598700000000463e+03	6.077495986576016973e-01	2.050746912052976967e+01	1.092052473853661443e+00	4.098064613259686695e+01	8.361415961215784565e-01
1.293021055091403415e-01	2.986476267050442246e+01	5.260169662906309718e+00	4.952456199015010108e-01	6.476343828981373507e-01	-1.191368400000000216e+00	6.971054800000000284e+01	1.834656499999999824e+01	5.165120624245460590e-01	8.805711300000000108e+01	2.631820510147186987e-01	1.990906034905332911e+00	1.861745231738294315e+00	6.792034007575491472e-01	1.702219045030825662e+00	5.593984470017132793e+01	3.779015729163563986e-01	8.208924268704729243e-01	2.869052216271346101e-01	3.411830800000000163e+00	1.165498120386479819e+01	3.441429900000000089e+03	9.143855372636029433e-01	1.897212080749786978e+01	1.580037216738321204e+00	4.428486349630652796e+01	5.741393897672067981e-01
1.859549849855053560e+00	1.192014907547488036e+02	1.087448367738268473e+00	8.734632482318962499e-01	1.096445280459287908e+00	-8.330264200000000452e-01	1.477018899999999917e+02	1.270807800000000043e+02	2.252780691837669436e-01	2.747826699999999960e+02	8.603869591648422022e-01	1.794722751780425174e+00	8.274595614291548884e-01	4.396467296757981202e+00	3.309018929019712729e+00	1.168446637581827616e+02	2.072928356890304080e+00	9.818724470886919242e-01	2.962422778915802191e+00	3.831931299999999929e+00	5.403801851560579195e+01	9.844314700000000812e+03	4.720945275918177197e-02	5.068754192799988090e+01	2.379280416046738456e+00	6.280664524257696257e+01	1.351692077001305448e+00
3.780276448134428091e-01	1.161222040824100077e+02	2.183423465129646246e+00	1.614835777394306449e-01	5.545937221886609869e-01	1.439360899999999888e-01	1.451862000000000137e+02	1.227241200000000276e+02	2.073280490682393173e-01	2.679103200000000129e+02	8.452877752844277781e-01	1.273919637096516011e+00	3.365143778723525436e+00	6.235264975862571113e+00	4.051841510732923979e+00	8.790197977813787134e+01	3.657569217880844992e-01	3.066543923236150770e-01	5.008112126774906692e+00	5.403532700000000411e+00	4.026606035381454518e+01	1.639834599999999773e+04	1.897519249322378865e-01	3.809995686259791370e+01	7.075945200729008011e-01	4.763591942432333326e+01	2.047830329603475885e+00
1.664561430879388126e+00	8.322769589014568226e+01	2.365698496563087616e+00	5.619458650587941806e-01	2.510104982294350862e+00	1.037512599999999896e+00	1.179422699999999935e+02	7.815030699999998376e+01	-1.283112758254803809e-01	1.960925769999999773e+02	6.626149132113533513e-01	1.515495094019064348e+00	3.972736217023331129e+00	5.632634556189954900e+00	3.266936059626868172e+00	9.707221728899068580e+01	1.624392488580191918e+00	5.190709504921080519e-01	1.078785514087126307e+00	2.108660300000000098e-01	3.868694928878072403e+01	6.954373800000000301e+03	9.507851004833682840e-01	4.120042228783734117e+01	1.238299612374177405e+00	5.838526800020996887e+01	1.020069000960582173e+00
1.140374566653173494e+00	5.446982498909540737e+01	5.420530051567467922e+00	1.720026082253421351e-01	5.500030899089174419e-01	-1.073434100000000058e+00	1.846377899999999954e+02	2.518993199999999888e+01	2.305606280311637557e-01	2.098277219999999943e+02	1.364289076466957129e-01	1.424839121292912347e+00	5.149534155983345407e+00	1.460163116818931073e+00	2.322818372431049383e+00	1.468313775360761326e+02	9.277908513347570274e-01	3.290720183252486275e-01	2.770119757780090453e+00	3.381940699999999911e+00	1.762718662884823928e+01	2.428232800000000225e+03	5.675902580514207152e-01	3.811640979116126005e+01	1.812378702160235999e+00	1.292041909072279111e+02	4.290387076729957894e-01
1.673346172093592488e+00	1.095288460220102706e+02	3.761276549306860062e+00	5.349066135573682379e-01	1.037177119902061184e+00	8.926102599999999332e-03	2.313260300000000029e+02	7.289895600000001252e+01	2.989395106627390497e-01	3.042249860000000012e+02	3.151351190352421616e-01	2.622051493865564353e+00	1.462919035534354872e+00	1.595935285583816032e+00	4.117844043456542202e+00	1.145057170955919048e+02	2.060387504131230063e+00	6.212823896360960552e-01	9.207372989266650043e-01	1.690057399999999932e+00	2.743807253326655626e+01	1.264953900000000067e+04	4.750348459205161467e-01	4.122501317627788353e+01	1.029529155189536249e+00	8.706764456232534144e+01	1.656854118000293807e+00
8.202569245238158224e-01	9.770687506942897471e+01	3.639651004504074194e-01	2.850471104969998781e-01	5.328930155193216667e-01	-6.719670500000000102e-01	1.735588799999999878e+02	7.509802999999999429e+01	-2.782366192136179889e-03	2.486569100000000105e+02	4.326948295587064730e-01	1.892812930348771960e+00	7.303472565900953617e-01	1.849433855041244357e+00	1.485468754590837159e+00	1.059809101826356539e+02	8.892255934876568402e-01	5.445689356534012121e-02	2.144182516007119510e+00	2.717717400000000172e+00	3.200778764733655635e+01	9.795367399999999179e+03	7.470867781022818566e-01	4.164398065977395902e+01	1.728888118905364868e+00	7.397312253529909754e+01	1.346242446601868981e+00
8.403673013547343640e-01	3.732113021741935199e+01	4.333331377521699501e+00	2.846790577785417997e-01	2.922427775649273363e-01	-8.712545500000000442e-02	8.819915000000000305e+01	2.270432699999999926e+01	7.350378957946261949e-01	1.109034769999999952e+02	2.574211542855004420e-01	1.724487331980020466e+00	5.067318234067612615e+00	3.571408952445070284e+00	5.521262882102957015e+00	5.916090820031227082e+01	6.937944698788003350e-01	9.881236837635650749e-01	3.841925212253583410e+00	5.351507800000000259e+00	1.211151031267370826e+01	5.753177399999999579e+03	1.442613660001951237e-01	1.990877128879058233e+01	2.204024075123667270e+00	4.704939788763856967e+01	8.746074117809876647e-01
5.210478466640747763e-01	8.539391669434131416e+01	3.599524001130284034e+00	1.923185545354456627e-01	6.725845600997470974e-02	-7.710927699999999829e-01	1.479551199999999938e+02	6.704983500000000163e+01	3.634821822691905457e-01	2.150049550000000238e+02	4.531768484929754037e-01	2.009811448171678130e-02	5.128475103753176612e+00	4.504265143588995990e+00	9.047411424587119555e-01	7.529655397965059649e+01	4.637843446747805243e-01	3.827167304362777966e-01	3.898610499932396944e+00	2.503994599999999959e+00	2.348141939521424248e+01	1.453451399999999921e+04	5.724011074649951736e-01	2.990567197816095302e+01	9.713341771226328136e-01	5.181513458443635045e+01	1.855442163503346453e+00
7.259802572807390053e-01	9.490969110664602226e+01	3.715409428158313876e+00	7.642218486796630295e-01	9.869249460613453984e-01	-3.082637200000000188e-01	1.280590100000000007e+02	9.328122700000000123e+01	2.853058225444470297e-01	2.213402369999999735e+02	7.284237711973564622e-01	4.214152350049799045e-01	1.646352420512035009e-01	5.035573027945271285e+00	1.320163599786957187e+00	8.067419932795115756e+01	7.275387310583177891e-01	9.159654723343215732e-01	5.461197402551481339e+00	2.097948199999999819e+00	3.399918786819524286e+01	1.346800499999999738e+04	1.452572767665567810e-01	3.459273127322003916e+01	1.682588780576330878e+00	4.667501145975592181e+01	1.743631035000707152e+00
2.387371182196140307e+00	1.019400912038042435e+02	1.140607326548661149e+00	5.253220140331211763e-01	1.935323355302159598e+00	5.179791500000000548e-01	1.507925699999999836e+02	9.203695700000000102e+01	-2.379186909143480091e-02	2.428295270000000130e+02	6.103547210582059845e-01	9.617723620097051729e-01	4.308883694966392675e+00	4.514400289627461760e+00	3.373792963078800611e+00	9.261516166596159394e+01	2.263518335281736071e+00	1.071031036401552949e-01	2.789318891885944840e+00	5.589725699999999881e-02	3.510288784525843653e+01	1.232245999999999913e+04	9.223143482228678414e-01	3.887994241772418036e+01	1.571027782368749959e+00	5.751227382070315031e+01	1.621919809154163339e+00
1.021092401070395894e+00	9.636865783403960961e+01	5.412836665513887979e+00	5.868501382710502451e-02	1.352371236323510084e+00	-1.684834100000000001e-01	1.456168199999999615e+02	8.534876300000000526e+01	-3.338121744099143973e-01	2.309655830000000094e+02	5.861188494570889196e-01	2.120356881571508367e+00	4.599454223664429797e+00	8.527700950354768494e-01	1.723118736701174880e+00	9.446213152070065178e+01	9.787405294081678031e-01	6.011331023679937491e-02	1.771348457540280030e+00	2.373339699999999830e+00	3.490661236585673777e+01	1.068955500000000029e+04	9.308270127083785317e-01	3.941361614380636524e+01	3.035225924130859898e+00	5.955551915484389980e+01	1.445060039211434333e+00
1.690400261041834273e+00	1.224389559086502857e+02	1.992684935845549177e+00	6.753354293258265750e-01	8.020926754249182444e-01	-7.366335899999998382e-01	2.095514699999999948e+02	9.715945399999999665e+01	5.635709130649493304e-01	3.067109240000000341e+02	4.636543661564387908e-01	3.079944194642856847e-01	9.155209684427542127e-01	3.462935967781959334e-01	4.636793968112232989e+00	7.975642024467043711e+01	1.944614669762554371e+00	9.395154219516391736e-01	2.163524114746533389e+00	2.997879900000000042e+00	2.526512633755009318e+01	2.443960700000000361e+04	4.047744354367018849e-01	3.183875127241632441e+01	4.153526684887413611e-01	5.449129390712033683e+01	2.845595414878156593e+00
4.504182457626833003e-01	1.146064063365914336e+02	1.216296998052967204e+00	4.522784761301906209e-01	3.000718092437298257e+00	4.946660399999999735e-01	1.620016200000000026e+02	1.078644199999999955e+02	7.341110437252229733e-03	2.698660399999999981e+02	6.658230948554711981e-01	4.866274520944303128e-01	3.811676124642671137e+00	4.662501816581388070e+00	3.446204818528421310e+00	1.044542760332837759e+02	3.457053769371048468e-01	3.339229157339009268e-01	2.484089423820994291e+00	5.354990100000000197e+00	4.174997306385810703e+01	1.196516299999999865e+04	8.846572078117140858e-01	4.435952446134017180e+01	9.495450779508703976e-01	6.270430296942566883e+01	1.583580589022594909e+00
9.678780571390448451e-01	9.514268508913895062e+01	5.171061798581495061e+00	7.083606959498104372e-01	1.552520597212049935e+00	1.063004300000000013e+00	2.516613900000000115e+02	5.301801300000000339e+01	-8.874110946147358014e-02	3.046794030000000362e+02	2.106720184609963409e-01	1.359457989699490721e+00	2.976814429686253760e+00	1.085970998381320385e+00	2.198094506979411555e+00	1.434700780209640811e+02	7.244667951830410235e-01	7.084790094630947221e-01	1.757576904042260857e+00	5.837951200000000007e+00	2.496558148246892728e+01	7.836236799999998766e+03	5.950558878162545140e-01	4.480161218138785983e+01	2.858839343273962275e+00	1.185044965384951610e+02	1.123644227442880394e+00
2.810428411921682024e+00	1.458432403412586211e+02	3.994192488202141345e+00	3.174465575866504130e-01	3.978821707568656052e-01	2.227955199999999969e-01	2.321581700000000126e+02	1.232977400000000046e+02	4.194903231664997567e-01	3.554559100000000171e+02	5.310936935796831682e-01	2.021297492917419891e+00	5.966495837419056869e+00	2.274926855684009652e+00	4.563919674661454984e+00	9.352887439600428365e+01	2.793776263780857416e+00	8.192870737585845609e-01	5.746955464997447471e+00	5.472918800000000417e+00	3.244255760938450805e+01	2.397369199999999910e+04	3.328853322634797163e-01	3.837481308830634674e+01	2.264269266891228316e+00	6.108631678661978270e+01	2.800493829263764667e+00
4.579540069079393039e-01	3.351507680503415543e+01	3.390499590206617064e+00	3.685765669347508822e-01	4.474704775342551732e-01	5.881253600000000414e-01	8.914858999999999867e+01	1.859591700000000003e+01	6.255639867828356460e-01	1.077445069999999987e+02	2.085946283614804886e-01	2.296524406898202031e+00	1.546250865114061346e-01	1.105624166101696559e+00	3.998309883074665727e+00	5.646047370373656094e+01	4.377954900359660173e-01	8.518329432565123760e-01	5.763841197187006493e+00	5.805335600000000262e+00	9.744666452233779808e+00	6.027367699999999786e+03	5.933564012501870710e-01	1.756263187161218298e+01	1.667187891966366298e+00	4.671580725150278113e+01	9.083174463849645885e-01
2.302477608545544729e+00	3.693917742991897768e+01	5.396421621745620456e+00	3.933894661944024040e-01	4.186451916220893521e-01	-1.144140500000000005e+00	6.141416900000000112e+01	3.005901300000000020e+01	7.319832236117252977e-01	9.147318199999999422e+01	4.894475247234885140e-01	6.347128274303504014e-02	5.450233617338795966e+00	3.111239027126741163e+00	3.998002712560707383e+00	5.136472959706132713e+01	2.212362394788117470e+00	9.676929672586872533e-01	3.395690853176205781e+00	3.266659799999999780e+00	1.687896978044943452e+01	5.005102600000000166e+03	4.906756318376411241e-01	2.074237299655388611e+01	5.388668621144107052e-01	3.448575981661189616e+01	7.808559047730946334e-01
5.153761928507607504e-01	3.171196179175185748e+01	2.597733488750057163e+00	5.785091935191299939e-01	7.094095123491405142e-01	4.613549299999999964e-01	5.949085600000001506e+01	2.327395599999999831e+01	4.431306694197372775e-01	8.276481200000000626e+01	3.912190471759223187e-01	1.117445897712344115e-02	1.504160263807638342e+00	1.068151068448214502e+00	4.753602886877743572e+00	4.162885793455828320e+01	7.771149899316901477e-01	8.881205968637572168e-01	2.045325217025373732e+00	5.653381700000000620e+00	1.170628174566699009e+01	6.686963100000000850e+03	1.756918374416731876e-01	1.595041081293072160e+01	2.558236998016117703e+00	2.992257618889129844e+01	9.881595630153625631e-01
1.982339774577287939e+00	4.113826175793617779e+01	5.719137530788793278e+00	4.101336057090588794e-01	1.780539656905823609e+00	6.258669100000000540e-01	1.448947399999999845e+02	1.849697099999999850e+01	-1.094236586217249008e-01	1.633917110000000150e+02	1.276579881367674030e-01	9.385147107192085558e-01	3.302169216536080754e+00	9.946494370006124797e-01	1.558697213391405434e+00	1.079440851656950286e+02	2.055199667068761116e+00	4.193233332301148364e-01	2.386972208501975945e-01	5.576564499999999924e+00	1.221995045349265574e+01	3.009776100000000497e+03	5.350873967793705610e-01	2.717782930106728401e+01	2.127366128114937638e+00	9.572413471220235692e+01	5.136698851928055420e-01
1.347293454891423936e+00	1.274195681543601921e+02	5.240337833713144988e+00	8.943666126083644752e-01	1.462879512421778827e+00	4.170350400000000235e-01	1.615373199999999940e+02	1.328735800000000040e+02	5.292252174040196905e-02	2.944109000000000265e+02	8.225565460662589423e-01	9.350820038099088016e-01	8.364630955981221250e-02	3.584094764087080165e-01	1.401256949875148594e+00	1.729353208343375456e+02	1.363187867149586063e+00	8.995999184978682450e-01	4.127766630555616878e+00	5.176485999999999699e+00	7.804919990294861520e+01	4.397044099999999162e+03	8.598123624545295218e-02	7.484554375991859843e+01	1.577008392485669264e+00	9.488612093138891623e+01	7.024335952863519639e-01
1.654862498983021180e+00	6.477776184895824940e+01	3.341220191742564349e+00	5.385150276936048197e-01	2.408002369763256212e+00	6.348750899999999753e-01	2.750279799999999568e+02	2.544494200000000106e+01	-5.397649232063502778e-01	3.004729220000000396e+02	9.251764856797480008e-02	2.403712428462494000e+00	3.663500210561955184e-01	5.053780664699695890e+00	1.712560472957131097e+00	7.657194055742934324e+01	9.014007742795453471e-01	8.043051192210681766e-01	5.335559710306878145e+00	5.885888999999999704e-01	6.484339997569687597e+00	2.525296600000000035e+04	1.796338288977082087e-01	1.650784003006348755e+01	1.088021947025233915e+00	7.008760055985962367e+01	2.924060430134245436e+00
2.631270595214092456e-01	9.233616334468365494e+01	3.553353431561598441e+00	4.514134621395454738e-01	1.893930420117343916e+00	-1.067766500000000063e+00	1.431941400000000044e+02	7.989520999999999162e+01	-8.531142696512242218e-02	2.230893499999999960e+02	5.579502764568438078e-01	9.914302118520144091e-01	1.109611136352926186e+00	5.903177750801186008e+00	2.349824319239587567e+00	5.871721069403753290e+01	4.715202027323324163e-01	4.760515697876200325e-01	1.861285351401293364e-01	3.030934799999999818e+00	2.102845285538899134e+01	2.396226300000000265e+04	1.596194717558735154e-01	2.430291700517687303e+01	1.364364609816917095e+00	3.768875783864854156e+01	2.799386029463653003e+00
6.176331012294763445e-01	3.872828979879568578e+01	2.450282263179278885e+00	1.655930065897396608e-01	1.679777520542588554e-01	-9.118367499999999737e-01	7.357743100000000425e+01	2.812408400000000697e+01	7.159266381861769668e-01	1.017015150000000006e+02	3.822379174940206403e-01	9.779940144708596517e-01	5.411124011920256827e+00	1.362984695877321073e+00	5.195887739877628420e+00	5.450290329775444320e+01	5.619419389645428087e-01	9.904545035142424680e-01	6.069361599469988988e+00	2.663791499999999868e+00	1.507199013298792245e+01	5.683460200000000441e+03	5.422693930067074702e-02	2.075489469150160815e+01	8.886947728292009518e-01	3.943091316476652253e+01	8.659834402654689178e-01
1.547482143243049224e+00	3.817530213019439600e+01	1.870265520964311534e+00	4.674429321565944928e-01	5.600099375044895744e-01	2.699346200000000140e-01	6.987699899999999786e+01	2.860355800000000670e+01	7.553312615749571135e-01	9.848055700000000456e+01	4.093415345441495101e-01	2.482182652663578182e+00	4.892366444031217121e+00	6.082005377599134732e+00	4.211739856634823198e+00	6.095456449456181502e+01	1.364732995473582511e+00	8.799843160308471468e-01	6.248338529116300499e+00	5.475544799999999768e+00	1.770417911918329068e+01	3.744868099999999686e+03	8.242926409020699952e-01	2.362861245590149650e+01	3.323499321684755259e-01	4.325038537537852790e+01	6.156387600601452847e-01
