mass_1	mass_2	chirp_mass	ra	dec	phase	iota	psi	luminosity_distance	total_mass	mass_ratio	chi_eff	chi_p	tilt_1	tilt_2	phi_12	theta_jn	phi_jl	mass_1_source	mass_2_source	total_mass_source	chirp_mass_source	a_1	a_2	phi_1	phi_2	redshift
6.318077900000000113e+01	2.703775999999999868e+01	3.535690593042718888e+01	2.517140599999999839e+00	-7.606128599999998352e-01	3.630794971305590479e+00	2.034418932489118870e+00	2.984112547203408017e+00	2.181540800000000218e+03	9.021853900000000692e+01	4.279428083658164961e-01	8.396959257646106067e-01	2.608719453115748155e-01	2.990320548807034462e-01	2.149438620980232695e-01	1.924194970069268429e+00	1.945360801728793110e+00	5.090414520951067168e+00	4.539408379616143208e+01	1.942607170292252405e+01	6.482015549908395258e+01	2.540320610131775680e+01	8.855263357610757557e-01	8.438491442233669870e-01	4.494013855562411841e+00	1.350235184520940379e-01	3.918284876881386602e-01
6.277105699999998478e+01	2.165138400000000019e+01	3.123600484748802586e+01	5.562106099999999387e+00	-5.452108800000000227e-02	4.801336423277179577e+00	9.310670301959820261e-01	8.379549751495758425e-01	3.491392600000000130e+03	8.442244099999997786e+01	3.449262292970469157e-01	3.561082226006517248e-01	8.444964283970666230e-01	1.044491506025099214e+00	1.637181249452890119e+00	7.149236701264287674e-01	1.333515818966785949e+00	1.114781972125989062e+00	3.970272496188786704e+01	1.369451121392172510e+01	5.339723617580958859e+01	1.975678869591145315e+01	9.766699411054073909e-01	5.105841709025711328e-01	5.586857159184699384e+00	1.859552213154191946e-02	5.810264172108154934e-01
6.266939200000000199e+01	2.905262400000000156e+01	3.661422015424138010e+01	1.597310499999999633e+00	8.728944400000000492e-01	3.020058022402163811e+00	1.035998926851571911e+00	2.497651498819915883e+00	7.898472300000000359e+03	9.172201599999999644e+01	4.635855410883832906e-01	-2.653970129162794844e-01	6.544079995299919572e-01	2.158824774710209393e+00	1.324196518582321014e+00	5.108183404060214094e+00	1.493553847997974415e+00	1.876444168477190422e+00	2.941030162190897101e+01	1.363419059096522723e+01	4.304449221287419647e+01	1.718279408849566181e+01	7.865140840285503865e-01	4.229683673950098144e-01	2.166125298586564440e+00	9.911233954671914148e-01	1.130865327586947799e+00
6.256890099999999677e+01	2.126817899999999995e+01	3.088631322812066671e+01	1.245198200000000033e-01	9.598960399999999504e-01	3.678343102877327908e+00	1.085780310520457093e+00	1.859815043113892674e-01	3.164293000000000120e+03	8.383708000000000027e+01	3.399161350141022830e-01	5.991190072144800816e-01	4.551414392034255907e-01	6.407483163013589778e-01	9.590226339759203578e-01	1.170839105107933653e+00	8.387242437309562204e-01	4.708758555077579011e+00	4.074759651716090758e+01	1.385076551922743171e+01	5.459836203638834462e+01	2.011451390719026122e+01	7.613664584015626957e-01	9.856576686044831170e-01	3.999597504002773807e+00	5.170436609110707238e+00	5.355237203659120038e-01
6.251654400000000322e+01	2.268151999999999902e+01	3.198264112992564634e+01	2.840123800000000198e+00	-9.380193100000000506e-01	1.098239103043361808e+00	6.439804090924324820e-01	2.724506619787079753e+00	4.598116799999999785e+03	8.519806400000000224e+01	3.628082831962047838e-01	6.627340561868575453e-01	6.334730310925033026e-01	6.870622152124659099e-01	5.982191995379095850e-01	6.144688054206142169e-01	9.348399246605495483e-01	1.541234737702271707e+00	3.616577244368709643e+01	1.312124181075872897e+01	4.928701425444582895e+01	1.850193320432105892e+01	9.987455588488243219e-01	4.370757532811702095e-01	3.546235936334581673e+00	4.160704741755195890e+00	7.286107768703983245e-01
6.241317399999999793e+01	2.808428400000000735e+01	3.588529320467263517e+01	2.493340400000000123e+00	-6.775257399999999874e-01	3.945462044934882506e+00	2.762114973831428344e+00	2.815632311424023815e+00	1.031090600000000086e+04	9.049745799999999463e+01	4.499736546005496107e-01	7.071836558189503741e-01	4.476889586445160218e-01	5.325387517239356105e-01	7.068942219316599607e-01	5.975932014787198376e+00	2.583577718812476220e+00	5.162090429929966362e+00	2.596868419918700255e+01	1.168522373427572525e+01	3.765390793346272602e+01	1.493104399124734449e+01	8.817597331454987142e-01	7.766815028960101230e-01	4.635609953616757650e+00	4.328356661224370683e+00	1.403401478537520841e+00
6.173171600000001291e+01	2.823724199999999840e+01	3.580798122241424153e+01	2.235502599999999784e+00	-4.069346699999999983e-01	5.147285288785047541e+00	1.145335720931370371e+00	2.742813103663759300e-01	4.285172499999999673e+03	8.996895800000000065e+01	4.574187116392487984e-01	6.559343303725189145e-01	9.120775982121880066e-02	9.834451230080519524e-02	4.882927563979436725e-01	7.979004737884975995e-01	1.155186500883790712e+00	2.823760784833733162e-01	3.657618555992524989e+01	1.673063167549910091e+01	5.330681723542434725e+01	2.121631230399203716e+01	9.289277584451706149e-01	7.805605267737594777e-02	4.487485375245994668e+00	5.285385849034492267e+00	6.877570762227444012e-01
6.171271899999998567e+01	2.307117099999999965e+01	3.209252764470275565e+01	5.935750299999999591e+00	6.958133899999999761e-01	3.155546920437816372e+00	2.563023900414973077e+00	2.747864198106110045e+00	5.641654300000000148e+03	8.478388999999999953e+01	3.738479096991335071e-01	5.203435199497065122e-01	2.681613722467753314e-01	4.373510815703102739e-01	6.910630431315371025e-01	1.646591516599993366e-01	2.695974797524832489e+00	1.016789779069444455e+00	3.316458996080140054e+01	1.239851263287447303e+01	4.556310259367587889e+01	1.724661524218776520e+01	6.331409337413642646e-01	4.905837442247668601e-01	1.106244641687987418e+00	1.270903793347986976e+00	8.608015076604536020e-01
6.147223300000000279e+01	2.309744299999999839e+01	3.205551825154924472e+01	5.877808500000000436e+00	6.531981599999999721e-01	5.652623127928229074e+00	2.640594103376131763e+00	5.177528237661386257e-01	5.844733599999999569e+03	8.456967600000000118e+01	3.757378229614660725e-01	6.618869577588492037e-01	4.377487163045633012e-01	4.988213822736484171e-01	1.258152445779767703e+00	2.628311618555520202e+00	2.501503098029863814e+00	4.986022126107910069e+00	3.259570229075556824e+01	1.224743821662857179e+01	4.484314050738414181e+01	1.699746501324232995e+01	9.150440411736097124e-01	9.262078705301189929e-01	2.360652441608760199e+00	4.988964060164279068e+00	8.858999401719925837e-01
6.147223300000000279e+01	2.309744299999999839e+01	3.205551825154924472e+01	5.348583900000000391e+00	-1.911753300000000044e-01	3.404201046710192635e+00	6.576241765581717358e-01	7.980333957327885308e-01	2.425202400000000125e+03	8.456967600000000118e+01	3.757378229614660725e-01	6.618869577588492037e-01	4.377487163045633012e-01	4.988213822736484171e-01	1.258152445779767703e+00	2.628311618555520202e+00	7.169052864992837559e-01	2.643680439404173299e+00	4.303010114258575669e+01	1.616803652512686895e+01	5.919813766771262209e+01	2.243862188221091003e+01	9.150440411736097124e-01	9.262078705301189929e-01	2.360652441608760199e+00	4.988964060164279068e+00	4.285867652577408093e-01
6.141416900000000112e+01	3.005901300000000020e+01	3.693917742991897768e+01	3.425428800000000162e+00	-1.188949699999999998e+00	4.798768012459166954e-01	9.400424609009472299e-01	2.549527490119475992e+00	4.628693199999999706e+03	9.147318199999999422e+01	4.894475247234885140e-01	7.319832236117252977e-01	3.933894661944024040e-01	4.186451916220893521e-01	5.388668621144107052e-01	3.998002712560707383e+00	1.008163873047252190e+00	2.534594463447248813e+00	3.544687173317930728e+01	1.734938362899560360e+01	5.279625536217491089e+01	2.132045919708675186e+01	9.676929672586872533e-01	4.906756318376411241e-01	5.396421621745620456e+00	3.111239027126741163e+00	7.325695046458653437e-01
6.077116000000000184e+01	2.098273100000000113e+01	3.025756933895769762e+01	3.043642100000000017e+00	-1.087235699999999916e+00	4.243444248345928038e+00	2.147515531706760683e+00	6.687007739279549057e-02	3.604695200000000114e+03	8.175389100000001008e+01	3.452744854631704108e-01	5.298205885276607852e-01	6.513343891987906087e-01	7.472246191802387472e-01	1.536662154818335457e+00	1.297064790565152670e+00	2.083733518643994476e+00	5.990358113949660002e+00	3.806370844974859580e+01	1.314242734980707716e+01	5.120613579955568184e+01	1.895167539530491396e+01	9.584008131526925434e-01	8.225580800014494764e-01	4.944810127974786695e+00	6.241874918539939365e+00	5.965643515851747347e-01
6.077116000000000184e+01	2.098273100000000113e+01	3.025756933895769762e+01	2.372622100000000067e+00	-5.621257400000000404e-01	3.409777826898887199e+00	2.519193751947902182e+00	3.063217090486151761e+00	5.430746799999999894e+03	8.175389100000001008e+01	3.452744854631704108e-01	5.298205885276607852e-01	6.513343891987906087e-01	7.472246191802387472e-01	1.536662154818335457e+00	1.297064790565152670e+00	2.241094418809577604e+00	5.172043117508390964e+00	3.312619339530257179e+01	1.143762937991656869e+01	4.456382277521914403e+01	1.649331843581873613e+01	9.584008131526925434e-01	8.225580800014494764e-01	4.944810127974786695e+00	6.241874918539939365e+00	8.345349637612631266e-01
6.061105300000001250e+01	2.953421399999999863e+01	3.636953613564513432e+01	2.503645199999999793e+00	-8.051355700000000226e-01	9.132500082455271562e-01	1.040165498224809637e+00	2.156720890373889699e+00	5.173861200000000281e+03	9.014526700000000403e+01	4.872743920155949149e-01	6.984257038970490550e-01	2.787823139499430725e-01	2.828435075186063186e-01	1.069537966353119485e+00	5.148762535916296956e-01	9.187851439378940110e-01	5.248461163447986522e+00	3.363076944432280868e+01	1.638741273399903875e+01	5.001818217832183677e+01	2.018007317204748574e+01	9.061761970525905596e-01	7.199697770170584432e-01	9.574207316424034886e-01	1.472296985234033073e+00	8.022499633957002052e-01
6.050888799999999890e+01	3.293104600000000204e+01	3.850776508949734733e+01	2.290874000000000077e+00	-4.942988300000000224e-01	9.900984544580595514e-01	4.697667498856702983e-01	2.038943202217602835e+00	5.502395000000000437e+03	9.343993399999999383e+01	5.442348568692917388e-01	7.952397583303032480e-01	3.150851870867212301e-01	3.303886283884744923e-01	7.130495985359713851e-01	1.179041276443200337e+00	5.884678600885717703e-01	1.266101138339178700e+00	3.282315699237307172e+01	1.786350614774244860e+01	5.068666314011551322e+01	2.088860762005731075e+01	9.712541022585472472e-01	7.514075956058795525e-01	2.997355090131479827e+00	4.176396366574680385e+00	8.434816618663496524e-01
6.048951300000000231e+01	3.463374699999999962e+01	3.954125012533594230e+01	5.280824400000000196e+00	-2.019141299999999972e-01	2.459521438387345799e-02	2.118544647206997755e+00	3.417776414636964910e-01	4.637176999999999680e+03	9.512326000000000192e+01	5.725578746186962276e-01	9.314228635189130134e-01	2.691128800960925771e-01	2.764878593049320821e-01	3.657048428058047862e-01	3.016739311868573470e+00	2.105351142465808678e+00	5.983228953387551563e+00	3.489108147006714233e+01	1.997716344964942081e+01	5.486824491971655959e+01	2.280787050726295107e+01	9.858387829454293705e-01	9.656325935402035876e-01	2.754286013692146540e+00	5.771025325560719565e+00	7.336668985710174118e-01
6.005839199999999778e+01	2.315627699999999933e+01	3.176182757440328785e+01	5.599368400000000356e+00	4.561297200000000163e-01	5.930010151994654422e+00	8.547124708894850986e-01	2.604955117253519248e+00	3.527164100000000417e+03	8.321466900000000066e+01	3.855627203605451192e-01	5.805441831086848303e-01	6.238591688077705921e-01	7.308231078570226469e-01	7.429000079576915105e-01	2.743045587929273665e+00	1.113474708551543069e+00	1.636637918556131277e+00	3.786917840322060158e+01	1.460094344296453883e+01	5.247012184618513686e+01	2.002708155801789403e+01	9.346446062379235586e-01	3.818012532398183945e-01	5.118584313419368925e+00	1.578444594169056359e+00	5.859438871505148194e-01
6.005839199999999778e+01	2.315627699999999933e+01	3.176182757440328785e+01	2.231006100000000103e+00	5.718525700000000322e-02	2.169183094277924440e+00	1.891737933937392091e+00	9.681635274993891649e-01	2.353387099999999919e+03	8.321466900000000066e+01	3.855627203605451192e-01	5.805441831086848303e-01	6.238591688077705921e-01	7.308231078570226469e-01	7.429000079576915105e-01	2.743045587929273665e+00	1.667174874565992448e+00	4.199272383601921454e+00	4.235907665831564373e+01	1.633208082834104857e+01	5.869115748665669230e+01	2.240156028540278754e+01	9.346446062379235586e-01	3.818012532398183945e-01	5.118584313419368925e+00	1.578444594169056359e+00	4.178399705086525140e-01
5.992681100000000072e+01	3.478179599999999994e+01	3.945536022089666517e+01	5.954264000000000223e+00	5.836111299999999780e-01	3.067551827204728632e-02	2.155724351615387224e+00	1.779371658401950107e+00	4.323969399999999951e+03	9.470860700000000065e+01	5.804045871888627861e-01	8.344636675387245850e-01	2.942628871311689376e-01	1.997944172575384369e-01	6.160937743116413623e-01	1.776444602875398848e+00	2.098059524628760109e+00	4.141052318667288290e+00	3.539982336291893716e+01	2.054621986551362767e+01	5.594604322843256483e+01	2.330697661419160482e+01	8.880777811372240205e-01	9.465604851279940668e-01	2.961188766763545033e-02	1.806056490543033632e+00	6.928562152875853419e-01
5.992681100000000072e+01	3.478179599999999994e+01	3.945536022089666517e+01	5.416863499999999831e+00	6.032728300000000238e-02	3.232783378745069935e+00	2.315274247441331035e+00	2.028166065891752634e+00	5.989749299999999494e+03	9.470860700000000065e+01	5.804045871888627861e-01	8.344636675387245850e-01	2.942628871311689376e-01	1.997944172575384369e-01	6.160937743116413623e-01	1.776444602875398848e+00	2.374094189765421525e+00	1.000904602194548465e+00	3.147893408070141064e+01	1.827051774025492392e+01	4.974945182095633811e+01	2.072549269347796042e+01	8.880777811372240205e-01	9.465604851279940668e-01	2.961188766763545033e-02	1.806056490543033632e+00	9.037115693424622176e-01
5.940605500000000205e+01	2.352515999999999963e+01	3.187677475449984144e+01	5.820139099999999566e+00	7.026575400000000249e-01	2.360236844781345766e+00	2.417840312367797395e+00	1.203457970517059827e+00	6.501313900000000103e+03	8.293121500000000879e+01	3.960060973582574806e-01	5.503499813602937829e-01	4.817533436796487822e-01	6.326237296476827643e-01	1.210805341905798249e+00	3.581768489884629147e-01	2.278615195263547388e+00	5.616206827114725186e+00	3.021892573740377586e+01	1.196687884762827281e+01	4.218580458503205222e+01	1.621521390461255407e+01	8.147872068715791283e-01	7.970154561482259981e-01	2.644788824256671944e-01	6.226557314141301092e-01	9.658559512084032850e-01
5.940605500000000205e+01	2.352515999999999963e+01	3.187677475449984144e+01	5.323714999999999975e+00	-2.533512499999999723e-01	9.131691950035836225e-01	7.591371974267752121e-01	1.832783476095529940e+00	3.641421100000000024e+03	8.293121500000000879e+01	3.960060973582574806e-01	5.503499813602937829e-01	4.817533436796487822e-01	6.326237296476827643e-01	1.210805341905798249e+00	3.581768489884629147e-01	5.175037677087113153e-01	4.253653341667535059e+00	3.709221323089079903e+01	1.468874260394538922e+01	5.178095583483619180e+01	1.990336046227922040e+01	8.147872068715791283e-01	7.970154561482259981e-01	2.644788824256671944e-01	6.226557314141301092e-01	6.015775232987711219e-01
5.940605500000000205e+01	2.352515999999999963e+01	3.187677475449984144e+01	2.174476299999999807e+00	-3.949177700000000013e-01	2.934985258541948028e+00	2.812344754945785397e+00	3.070266308243422948e+00	6.016918800000000374e+03	8.293121500000000879e+01	3.960060973582574806e-01	5.503499813602937829e-01	4.817533436796487822e-01	6.326237296476827643e-01	1.210805341905798249e+00	3.581768489884629147e-01	2.751563583581170924e+00	5.716210183265287625e+00	3.115094350998778339e+01	1.233596356841780128e+01	4.348690707840558645e+01	1.671532657164373603e+01	8.147872068715791283e-01	7.970154561482259981e-01	2.644788824256671944e-01	6.226557314141301092e-01	9.070387059368816285e-01
5.920240799999999837e+01	2.229942499999999939e+01	3.091336961379019499e+01	2.404811899999999891e+00	-6.718810400000000405e-01	5.873559897558791931e+00	9.694564233750070370e-01	1.624940731378685443e+00	4.254480300000000170e+03	8.150183299999999065e+01	3.766641552823324912e-01	5.046972823759664495e-01	6.898317707540254640e-01	7.670559997802277596e-01	1.865892318861128718e+00	4.150317553760634048e+00	1.257273200614561048e+00	1.270738663353970344e+00	3.516175366951301129e+01	1.324417224417257088e+01	4.840592591368557862e+01	1.836020398789690233e+01	9.939671293653153938e-01	1.900109220654255526e-01	4.806321996981413491e+00	2.673454243562462196e+00	6.837160215740727409e-01
5.917376300000000100e+01	2.694397199999999870e+01	3.424017408923343453e+01	5.766964800000000224e+00	6.641323300000000485e-01	4.751234592176283300e+00	4.248829778200052254e-01	1.824374589380302503e+00	6.235747500000000400e+03	8.611773499999998194e+01	4.553364638987045243e-01	5.796515891392685083e-01	2.334645582532526020e-01	2.844998716336828437e-01	1.212489214377216351e+00	3.762749010673930528e+00	4.667465661289718071e-01	2.484751609150531060e+00	3.060091761252292031e+01	1.393371361774177508e+01	4.453463123026468651e+01	1.770684663645734958e+01	8.317894727808767819e-01	2.832809581026666801e-01	1.173285139630369400e+00	4.936034150304299928e+00	9.337251173077278921e-01
5.889259000000001265e+01	2.961576500000000678e+01	3.593795097855225151e+01	5.671296500000000407e+00	5.559909400000000446e-01	3.539290505456985425e+00	2.059454589679822423e+00	1.268731666306007311e+00	5.720790200000000368e+03	8.850835499999999456e+01	5.028776115976559824e-01	8.603790231118230158e-01	2.479433430729701127e-01	2.136171581128704644e-01	6.069987710546609350e-01	1.467075389320218859e+00	2.141584792203966803e+00	1.409284946353431378e+00	3.148319705015235570e+01	1.583219493803898636e+01	4.731539198819132963e+01	1.921195166041221825e+01	9.215446994349165699e-01	9.501278882791384106e-01	4.425043620496120766e-01	1.909579751369831158e+00	8.706038623137548615e-01
5.889259000000001265e+01	2.961576500000000678e+01	3.593795097855225151e+01	2.576280300000000079e+00	-6.741929100000000341e-01	2.829575848980304120e-01	3.755492288925401656e-01	1.782571970940595607e+00	1.066276300000000083e+04	8.850835499999999456e+01	5.028776115976559824e-01	8.603790231118230158e-01	2.479433430729701127e-01	2.136171581128704644e-01	6.069987710546609350e-01	1.467075389320218859e+00	2.961555098637991823e-01	4.372347871824277199e+00	2.411534437208122483e+01	1.212706678068718169e+01	3.624241115276839054e+01	1.471587620572912058e+01	9.215446994349165699e-01	9.501278882791384106e-01	4.425043620496120766e-01	1.909579751369831158e+00	1.442121045062953799e+00
5.870248800000000244e+01	2.991254400000000047e+01	3.607484182939929696e+01	2.514753400000000028e+00	-8.781894700000000276e-01	5.945573729153061038e+00	2.221206155876373600e+00	1.774214596915841158e+00	4.430548600000000079e+03	8.861503199999999936e+01	5.095617753032886110e-01	7.730511919903962914e-01	2.890421714600670544e-01	5.435653649065001064e-02	7.390875218902518418e-01	2.966000064157394256e+00	2.204815586161072094e+00	3.573495402759602424e+00	3.439303595214995113e+01	1.752537645784736142e+01	5.191841240999731610e+01	2.113578783929316529e+01	8.201743400366867665e-01	9.240507105597914883e-01	4.125120567191832066e+00	8.079353241696400900e-01	7.068132072339033956e-01
5.870248800000000244e+01	2.991254400000000047e+01	3.607484182939929696e+01	2.332641999999999882e+00	-5.318257499999999860e-01	3.558473809624941975e+00	8.790772584113856203e-01	1.648679880013118826e+00	5.403048499999999876e+03	8.861503199999999936e+01	5.095617753032886110e-01	7.730511919903962914e-01	2.890421714600670544e-01	5.435653649065001064e-02	7.390875218902518418e-01	2.966000064157394256e+00	9.161629765740200160e-01	1.171504769871258622e+00	3.205912363954906397e+01	1.633610395643625068e+01	4.839522759598531110e+01	1.970151272780615770e+01	8.201743400366867665e-01	9.240507105597914883e-01	4.125120567191832066e+00	8.079353241696400900e-01	8.310696405806587972e-01
5.862326800000000304e+01	2.243802499999999966e+01	3.087948766038064718e+01	2.262256900000000126e+00	-5.881257800000000424e-01	4.915302302379304322e+00	2.138255940885508188e+00	5.419731597367726667e-02	6.102312200000001212e+03	8.106129300000000626e+01	3.827494741507757592e-01	3.722895130022944032e-01	4.316262144101288833e-01	7.091879598508521454e-01	1.491185334383951622e+00	4.529366731749373542e+00	2.125881609181496046e+00	3.266428546209982020e+00	3.057314542540505542e+01	1.170185533470898065e+01	4.227500076011403962e+01	1.610423811417027196e+01	6.627986165380725936e-01	3.873749353525303141e-01	1.491126852987653351e+00	6.020493584737026893e+00	9.174758496156047993e-01
5.842666200000000032e+01	1.960150300000000101e+01	2.863452546852212777e+01	3.511014999999999997e+00	-1.168760800000000044e+00	1.694772453994914052e+00	1.067229515051750344e+00	9.304040650182684447e-01	3.558523700000000190e+03	7.802816500000000133e+01	3.354890101371870714e-01	4.972616487391540163e-01	5.064785410293449752e-01	6.870840009985940133e-01	8.224573933746572862e-01	3.025234573763828205e+00	1.221820692968834443e+00	7.171187441772266524e-01	3.674064894266614800e+01	1.232608394557295384e+01	4.906673288823910184e+01	1.800635209793098213e+01	7.985024406690088838e-01	2.048681724596191633e-01	2.071752750635912577e+00	5.096987324399740338e+00	5.902457817545605501e-01
5.842666200000000032e+01	1.960150300000000101e+01	2.863452546852212777e+01	2.760694099999999818e+00	-9.796741000000002142e-01	1.720848317109346048e+00	1.180173044786221537e+00	9.850576600325100518e-01	2.763419499999999971e+03	7.802816500000000133e+01	3.354890101371870714e-01	4.972616487391540163e-01	5.064785410293449752e-01	6.870840009985940133e-01	8.224573933746572862e-01	3.025234573763828205e+00	1.337181348390504620e+00	7.170058351563123322e-01	3.952278884496976019e+01	1.325946130745996321e+01	5.278225015242972518e+01	1.936986069422054157e+01	7.985024406690088838e-01	2.048681724596191633e-01	2.071752750635912577e+00	5.096987324399740338e+00	4.783031184662014934e-01
5.838443800000000294e+01	2.836068699999999865e+01	3.497512659583590988e+01	5.760390000000000121e+00	4.240788899999999861e-01	2.845546947055037634e+00	5.099312766364412219e-01	2.776956543635814789e+00	5.462817699999999604e+03	8.674512500000000159e+01	4.857576431582675824e-01	6.471900844783570195e-01	4.024111771226661638e-01	4.212799025862652980e-01	9.190892170680066142e-01	1.764970877511496505e+00	3.697179867762651062e-01	4.896039159715153133e+00	3.175582371855387365e+01	1.542563408607414210e+01	4.718145780462801753e+01	1.902328758754979177e+01	9.840617565010436607e-01	2.156780866060585000e-01	5.043770884785865327e+00	5.255564551177753785e-01	8.385427037714633380e-01
5.766294899999999757e+01	1.998132299999999972e+01	2.876674802631464090e+01	5.921894200000001440e+00	6.942535699999999865e-01	2.796391277453540880e+00	2.803622967892942075e+00	2.336672750376344698e+00	6.860941999999999098e+03	7.764427200000000084e+01	3.465192701122518093e-01	4.234078218305725172e-01	3.613497258776219856e-01	5.972462835637422085e-01	1.235798230599217229e+00	1.456579831670339775e+00	2.724417590278855439e+00	5.645416668762917034e+00	2.870305159301456399e+01	9.946160488005713063e+00	3.864921208102028061e+01	1.431930671396218457e+01	6.425507603341935603e-01	3.406623552231913821e-01	4.947855576140280931e-02	1.506058387431743029e+00	1.008948380040308290e+00
5.755133800000000122e+01	1.955553600000000003e+01	2.840380157437704156e+01	3.180149199999999787e+00	-1.030941600000000014e+00	6.116041376673092778e+00	2.764333473133942842e+00	1.496221793657512400e+00	4.343915100000000166e+03	7.710687400000000480e+01	3.397928993414541243e-01	3.829200872051473636e-01	2.593200870812553127e-01	6.816092050264915825e-01	9.623318178726043559e-01	5.447796104523068728e+00	2.744085914632128809e+00	5.945142030097550823e+00	3.394410279087330196e+01	1.153396510285518062e+01	4.547806789372848613e+01	1.675272189661729882e+01	4.115907774143394149e-01	9.957798338575908348e-01	3.653395292791814519e+00	2.818006090135297015e+00	6.954738310383057343e-01
5.750645400000001217e+01	3.629063399999999717e+01	3.956114159758083559e+01	2.436555799999999827e+00	-3.829871100000000195e-01	1.803416959044552348e+00	1.032484222844169519e+00	2.804863367839656174e+00	1.139044000000000051e+04	9.379708800000000224e+01	6.310706273073279915e-01	2.562139289520791730e-01	5.012482450237105702e-01	6.852464351969890233e-01	2.164759651692548914e+00	3.308774775220042486e+00	9.194728564346468236e-01	4.742700661205267565e+00	2.280643582827326199e+01	1.439247176479272206e+01	3.719890759306598227e+01	1.568951959963413856e+01	7.920317391876939839e-01	5.530853950851590817e-01	6.172914834380746285e+00	3.198504302421202095e+00	1.521501142616460411e+00
5.703391299999999831e+01	4.740373999999999910e+01	4.522681921537597560e+01	3.676290600000000075e-01	6.778294200000000158e-01	3.100494774615848659e+00	1.689748499829301753e+00	1.629260840783587572e+00	5.605800700000000688e+03	1.044376529999999974e+02	8.311500562831801719e-01	-1.054674615347243015e-02	1.240486666796593446e-01	1.586835145135190750e+00	1.707625961400710102e+00	5.861977721933643082e+00	1.723907925133302710e+00	5.016866365688421592e-01	3.072366879301738507e+01	2.553597904654218453e+01	5.625964783955956960e+01	2.436329090965380573e+01	1.107620483333333350e-01	1.546797106649407949e-01	7.570006956883235105e-01	3.357931104423803603e-01	8.563509906395743165e-01
5.694206999999998686e+01	2.426916700000000660e+01	3.179579201486688689e+01	5.960059499999999844e+00	7.739131599999999889e-01	4.190868499491370081e+00	3.912987453924983150e-01	2.786539846371789420e+00	6.995631699999999910e+03	8.121123699999998280e+01	4.262080215910660774e-01	5.868510549323796566e-01	3.888914276030441264e-01	4.205501101493618332e-01	1.821806630744440714e+00	1.751313105069069342e+00	4.771993392982574189e-01	7.304270439085874811e-01	2.811995460574324923e+01	1.198495021974442487e+01	4.010490482548766522e+01	1.570185678377534799e+01	9.525519630835820317e-01	3.077493344942408005e-01	5.552090119127114143e+00	1.020217917016597475e+00	1.024970196373292897e+00
5.680669000000000324e+01	2.975991799999999898e+01	3.542816419617140156e+01	3.487711000000000006e+00	-1.144835300000000000e+00	5.139975712479136760e+00	6.544844210736908696e-01	1.458780969088105062e+00	5.788281100000000151e+03	8.656660800000000222e+01	5.238805147773967219e-01	7.300267202970892599e-01	3.894632212187905673e-01	4.820324296823063071e-01	4.484889449710084963e-01	4.723833192192159913e+00	6.521149433436104204e-01	7.190379267763968851e-02	3.023334718532121812e+01	1.583866148688984055e+01	4.607200867221106222e+01	1.885538460842229469e+01	8.401190771862395712e-01	7.797186542247525054e-01	4.411552306285368985e+00	2.852200191297942666e+00	8.789414765024949894e-01
5.614005999999999830e+01	1.614601099999999789e+01	2.526922636490000329e+01	3.285820600000000091e+00	-2.659920700000000249e-01	2.688975844792125258e-01	1.951271950102463570e+00	9.333525590688291906e-01	1.325800500000000102e+04	7.228607099999997843e+01	2.876023110769743152e-01	-8.761629030718790304e-03	5.169557086030884818e-01	1.681918022785445777e+00	9.908460990304356342e-01	8.991661053528865466e-01	1.849926646671643971e+00	5.983518216692360170e+00	2.062872907861873983e+01	5.932870157591530358e+00	2.656159923621026309e+01	9.285206049081743629e+00	5.201639054187744415e-01	2.944215202560587774e-01	2.695454025721993219e+00	3.594620131074880209e+00	1.721450254450626272e+00
5.613101600000000246e+01	2.912111700000000170e+01	3.482615340570817608e+01	2.352368699999999979e+00	-5.935302099999999470e-01	3.996223759955978228e+00	2.711313047903680662e+00	1.361781470550313511e+00	5.987319999999999709e+03	8.525213300000000061e+01	5.188061623541608824e-01	6.383353479718577583e-01	4.594265742402863228e-01	4.848441120537118065e-01	9.457227623828812213e-01	5.465198786079023208e+00	2.537992830898869734e+00	4.644201295195592216e+00	2.948965288991706046e+01	1.529941364497415890e+01	4.478906653489121936e+01	1.829667888828766209e+01	9.857449244546288014e-01	3.207432000622288393e-01	3.865281131660478930e+00	3.047294610559916350e+00	9.034139265569995914e-01
5.560450400000001281e+01	2.921353500000000025e+01	3.473112127841027075e+01	4.949599299999999924e-01	9.123942900000000522e-01	1.786968396899085265e+00	2.255501449237082845e+00	1.879374792818911954e+00	7.140138799999999719e+03	8.481803899999999885e+01	5.253807317479174399e-01	6.286529761823177465e-01	8.691989700089084447e-01	1.059439139778602490e+00	4.372155603856400230e-01	4.488618148569352151e-01	2.547630706260638700e+00	9.144854027042127464e-01	2.722918850114934131e+01	1.430569097963581626e+01	4.153487948078515046e+01	1.700761952927611631e+01	9.966950481387676364e-01	9.899798953444919336e-01	2.417325609816035836e+00	2.866187424672970607e+00	1.042091852926610329e+00
