mass_1	mass_2	chirp_mass	ra	dec	phase	iota	psi	luminosity_distance	total_mass	mass_ratio	chi_eff	chi_p	tilt_1	tilt_2	phi_12	theta_jn	phi_jl	mass_1_source	mass_2_source	total_mass_source	chirp_mass_source	a_1	a_2	phi_1	phi_2	redshift
2.613750299999999811e+02	3.596805200000000013e+01	7.749203039368494217e+01	5.249369699999999916e+00	4.342768000000000184e-01	5.774909693892286811e+00	2.630808055979146243e+00	6.541957390289594443e-01	7.308205200000000332e+03	2.973430819999999812e+02	1.376108957309349901e-01	4.321689615084993719e-01	5.165319508685400907e-01	7.835925609440416162e-01	1.854196609152918507e+00	2.859758770601771971e+00	3.109936493158999227e+00	2.965003086832590729e+00	1.267629930696665781e+02	1.744396902185112097e+01	1.442069620915177097e+02	3.758247951898494676e+01	7.318090387167442978e-01	6.954571550327108831e-01	5.277473002144486003e+00	1.854046465566671742e+00	1.061919048064391635e+00
2.602506700000000137e+02	7.572446399999998334e+01	1.179004360601619936e+02	1.307142399999999816e+00	9.791194100000000233e-01	4.617214382784347038e-01	2.393269506609373654e+00	7.243717446935553639e-01	2.781974999999999909e+03	3.359751340000000255e+02	2.909674123029154513e-01	-2.151890893444871888e-01	4.801353328009991261e-01	2.087683726777582738e+00	1.636981830404841132e+00	3.004205123853663117e+00	2.617889275787885772e+00	6.074447306743822494e+00	1.757274371712173036e+02	5.113095766433225009e+01	2.268583948355495750e+02	7.960917629999276812e+01	5.522849796068610706e-01	2.533708467613748905e-01	3.441875913775383822e+00	1.628957304494607072e-01	4.809905282259867576e-01
2.597304399999999873e+02	1.834393100000000132e+01	5.223684793212537159e+01	2.745040899999999784e+00	-5.489447499999999813e-01	4.243963087225425923e+00	1.819416315538999518e+00	3.088275082710344455e-01	1.466754199999999764e+04	2.780743709999999851e+02	7.062680446696968650e-02	8.030711074205726385e-01	2.151562863391917602e-01	2.531076530239488864e-01	1.132760130536809573e+00	5.285488616011219776e+00	1.895958529609578447e+00	2.790549900403142214e+00	9.052063527087344141e+01	6.393183207501858867e+00	9.691381847837530472e+01	1.820546201424831523e+01	8.592029809887050673e-01	9.333858575223386023e-01	1.647815545266697157e+00	6.501188540983307007e-01	1.869295373621540080e+00
2.593481100000000197e+02	2.353824799999999939e+01	6.040486695947890183e+01	2.148152599999999968e+00	-2.260046900000000081e-01	2.534135605857039231e+00	3.032481466396071301e+00	1.538002879466286998e-01	3.934800000000000182e+03	2.828863580000000297e+02	9.075928102965545585e-02	4.030180849567658319e-01	2.070554806913151302e-01	4.444361821058883111e-01	4.182282585343849446e-01	3.450650675581456994e+00	2.752361898781193084e+00	4.595125147032348423e+00	1.580200578606660713e+02	1.434178683969860835e+01	1.723618447003646850e+02	3.680451178920367283e+01	4.815815991864649814e-01	5.785395646860959362e-02	4.900191003163154591e+00	2.067656371565025353e+00	6.412353818315887910e-01
2.584346300000000269e+02	4.570942700000000514e+01	8.847040681543170138e+01	5.190311099999999733e+00	1.692699400000000076e-01	3.472249431984324008e+00	2.561369433815190000e+00	8.215358076993062308e-01	3.329165599999999813e+03	3.041440570000000321e+02	1.768703636970014037e-01	-1.625080789823963590e-01	6.964645606680761603e-01	1.807892391804927668e+00	2.129859549604733004e+00	2.780295295419715096e+00	1.453651760771749180e+00	4.803613896839057595e+00	1.658138403339681872e+02	2.932755424586547832e+01	1.951413945798336727e+02	5.676335988708324720e+01	7.165095226731252875e-01	2.447111914864660287e-01	4.544203132293255010e+00	1.041313120533383874e+00	5.585829836609713661e-01
2.573081399999999803e+02	1.425428300000000377e+02	1.652949976370767615e+02	4.155008200000000151e+00	-1.550525000000000098e-01	5.296780122787288825e+00	9.207927705125208417e-01	1.840036951488164041e+00	1.439083500000000095e+04	3.998509699999999611e+02	5.539771497318352056e-01	-1.749515151585896017e-02	3.140063635066595027e-01	1.775854363830609017e+00	2.015634597381657234e-01	4.575547737038807128e+00	1.047709715155630494e+00	2.429971566620125145e+00	9.058687198256133399e+01	5.018305714402197992e+01	1.407699291265832926e+02	5.819309404789002116e+01	3.207258364850493759e-01	7.023414190647109256e-02	3.978315380600756512e-01	4.973379275098882779e+00	1.840457280051945865e+00
2.564920000000000186e+02	6.964151800000000492e+01	1.118114152961242098e+02	2.479171899999999873e+00	-2.619426100000000202e-01	9.676892351141204163e-01	1.394328942956764239e+00	1.093237445076309822e+00	1.504068999999999869e+04	3.261335180000000378e+02	2.715153611028803815e-01	5.885878391088357198e-01	3.978394146520166652e-01	5.639125701432491367e-01	9.605359604412480046e-01	4.080814502549484080e-01	1.352825414916634772e+00	6.173932666721057672e+00	8.820069319107626882e+01	2.394784306129943730e+01	1.121485362523757061e+02	3.844893538899249563e+01	7.443247828666622601e-01	7.668191725154088756e-01	1.963616992477959400e+00	2.371698442732906642e+00	1.908049707096300729e+00
2.527694899999999905e+02	1.595417699999999961e+01	4.758808749641470826e+01	5.244159400000000026e+00	-5.491734299999999624e-01	4.161144407132105982e+00	2.240544087936734208e+00	2.789031038305722979e-02	1.769801599999999962e+04	2.687236669999999776e+02	6.311749491602013096e-02	1.632293319678210786e-01	1.322723690958023390e-01	6.542430671934581499e-01	1.132451176597500275e+00	2.126078312548533411e+00	2.105708497409481517e+00	5.783774612819440719e+00	7.948711319732952063e+01	5.017027463121562114e+00	8.450414066045107120e+01	1.496477956129886344e+01	2.173534790412307294e-01	3.956975342278841457e-02	4.991111653586224328e+00	8.340046589551715073e-01	2.180005913316929167e+00
2.525172300000000121e+02	4.897757299999999958e+01	9.109971121729167010e+01	5.315804099999999366e+00	9.872048199999999829e-02	2.775779979303393485e+00	6.546655638094397434e-01	1.439611572759564195e+00	1.220128599999999824e+04	3.014948029999999903e+02	1.939573509498737636e-01	7.260634072402663564e-02	7.141669658502663998e-01	1.493421103085817103e+00	1.034979620724035598e+00	2.222722560643131118e-01	8.321163218964306996e-01	2.457685543123684813e+00	9.678925926281912950e+01	1.877298832701693243e+01	1.155622475898360619e+02	3.491830465500669334e+01	7.163101439177951280e-01	3.162830490603738554e-01	3.848957576669315372e+00	4.071229832733628484e+00	1.608938552926839183e+00
2.518143799999999999e+02	1.075215299999999985e+02	1.407490439611440252e+02	5.542512400000000561e+00	4.851376000000000022e-01	1.585214256340341743e+00	1.481299654360672680e+00	2.729951812835966329e+00	6.931138600000000224e+03	3.593359100000000126e+02	4.269872514826199006e-01	4.473012912097108773e-02	2.769958667811996955e-01	9.958540345854544062e-01	1.525415692673449231e+00	5.273739066453694946e+00	1.339773757493927908e+00	4.457273650760268602e+00	1.248270461048868896e+02	5.329955732701991877e+01	1.781266034319068297e+02	6.977078671899705853e+01	9.143193931685493492e-02	7.284286174215826026e-01	3.876123899021024499e-01	5.661351456355796508e+00	1.017306247785523921e+00
2.488332100000000082e+02	8.783557100000000162e+01	1.254026439981722092e+02	3.175315299999999841e+00	-1.180838800000000077e+00	4.178962055087313554e-01	2.459168239470875150e+00	1.670002724895660151e+00	8.834642599999999220e+03	3.366687810000000241e+02	3.529897436117952481e-01	-6.447208692019947007e-02	9.006752058914371251e-01	1.670112471676179711e+00	1.469700597572178635e+00	5.531216077462076441e+00	1.685428482358472646e+00	4.601089839049625319e+00	1.111737801037452869e+02	3.924320413517514794e+01	1.504169842389204348e+02	5.602743286670236245e+01	9.051355289449084518e-01	7.064672922576310798e-02	9.836341687019114488e-01	2.316649389844016582e-01	1.238236477771948563e+00
2.443631000000000029e+02	6.745897700000000441e+01	1.075137114173952710e+02	2.475682400000000172e+00	-2.835379599999999778e-01	1.849193233264984082e+00	2.545703021778992881e+00	1.726539787695315242e+00	1.754499800000000323e+04	3.118220770000000357e+02	2.760604076474720836e-01	9.413976907029239505e-02	5.306208155577879504e-01	1.151633950475403401e+00	2.363509848467659769e+00	2.467722043525430564e+00	2.379839464508831881e+00	5.659616745325729781e+00	7.721961468397297779e+01	2.131727830803830770e+01	9.853689299201130325e+01	3.397471782317023070e+01	5.809101047030834630e-01	5.914741815949452475e-01	1.195255292241778733e+00	3.662977335767209297e+00	2.164521099983134800e+00
2.441300699999999892e+02	2.318564599999999842e+01	5.838474494647844182e+01	2.811577999999999911e+00	-5.837445500000000287e-01	2.456467557465848550e+00	1.275381005885202867e+00	2.022010833225180715e+00	4.766833100000000741e+03	2.673157160000000090e+02	9.497251198920313164e-02	-1.328086416978949968e-01	6.365611831801361031e-01	1.714609876642887443e+00	2.715820959190093031e+00	3.469876463706808245e+00	8.625232139634348982e-01	2.989527443625076497e+00	1.394722221991329434e+02	1.324602729496795561e+01	1.527182494941009168e+02	3.335537535468262860e+01	6.432011789257724432e-01	6.155301866755309437e-01	4.496443280658739994e+00	1.683134437185962007e+00	7.503848877623868763e-01
2.416660200000000600e+02	6.519415999999999656e+01	1.049703059822634259e+02	3.686469699999999960e+00	-8.067286000000000179e-01	2.029550535477755435e-01	2.225867497146794882e+00	1.328258734733773538e+00	1.067124399999999878e+04	3.068601799999999571e+02	2.697696597974345023e-01	-3.147588707512725126e-01	4.753568951838025858e-01	2.309334720450272105e+00	8.272079173545826558e-01	9.142461310786279549e-01	2.046056742972444109e+00	3.632800611960424142e+00	9.891973939760227097e+01	2.668554444454203534e+01	1.256052838421442601e+02	4.296688178276807690e+01	6.428490978104486331e-01	1.812533836565960732e-01	5.913755528310555398e+00	5.448163522095974542e-01	1.443051523100331135e+00
2.409491299999999967e+02	3.697796999999999912e+01	7.605624463437158056e+01	2.478917200000000154e+00	2.321115799999999910e-02	2.938094972791732040e+00	7.578296724739927992e-01	2.394670582337443232e+00	4.344962599999999838e+03	2.779270999999999958e+02	1.534679540034031286e-01	-3.609283357062180730e-01	7.695990960586504004e-01	2.066885289082678767e+00	1.515034454217556448e+00	4.985735748371189047e+00	7.926543204503233575e-01	1.784890975673681934e+00	1.421016363215254330e+02	2.180804738680018318e+01	1.639096837083256162e+02	4.485476587948020466e+01	8.750904672495328773e-01	2.510303473006713845e-02	4.694655802271170408e+00	3.397206243462773223e+00	6.956112275499619635e-01
2.407971000000000004e+02	9.427816799999999375e+01	1.284129897614979541e+02	5.423927499999999569e+00	9.013752800000000009e-01	3.352302085839955925e+00	1.228224867690347555e+00	2.177146024545218772e+00	8.418817299999998795e+03	3.350752679999999941e+02	3.915253464431257546e-01	-2.040276799260211382e-01	3.222019708520871828e-01	2.748257530298529705e+00	1.273648225907862752e+00	3.000452223410264185e+00	1.216999721256544431e+00	6.003231354421282084e+00	1.099116410131468200e+02	4.303319332580477408e+01	1.529448343389515799e+02	5.861400503615143265e+01	4.284374493572610243e-01	9.753488319359041592e-01	5.053028982565257010e+00	1.770295898795934519e+00	1.190824354730520840e+00
2.407871900000000096e+02	5.331793199999998478e+01	9.362751296958242619e+01	3.969495999999999913e+00	-8.856961300000000259e-01	5.253244334437273011e+00	2.528630418866542939e+00	2.711915559731215009e+00	4.984835299999999734e+03	2.941051219999999944e+02	2.214317630435406470e-01	4.618324817490792045e-01	8.886277928278466520e-01	1.100123530557254092e+00	9.668005273332376248e-01	1.760517861453888111e+00	1.945313314201825516e+00	5.111214541211102080e+00	1.354048235544800320e+02	2.998292880426804174e+01	1.653877523587480596e+02	5.265071149960717634e+01	9.970428568524716262e-01	8.902092874038862735e-01	3.240031551795934828e+00	5.000549413249823161e+00	7.782763100985059523e-01
2.397553100000000086e+02	1.768178699999999992e+01	4.945866704941649772e+01	2.698949999999999960e+00	-4.186772100000000219e-01	2.760736473040248384e+00	1.306926293520781490e+00	9.543075269334424515e-01	1.998512600000000020e+03	2.574370969999999943e+02	7.374930298728316069e-02	5.455004277690641418e-02	1.403681427368134449e-01	1.425325522798805089e+00	8.925787698107794377e-01	5.669507840701839996e+00	1.793117486808057492e+00	2.000258006062332505e+00	1.758209543701413793e+02	1.296667283535684234e+01	1.887876272054982110e+02	3.626977038591333979e+01	1.418665702805463336e-01	8.214331887032183532e-01	2.399852111877386562e+00	1.786174645399640326e+00	3.636333101415370472e-01
2.394411900000000060e+02	4.813042800000000199e+01	8.814992504499385007e+01	2.503747800000000190e+00	1.990974100000000024e-01	5.160384474140139233e+00	2.456827205547199799e+00	8.824383630746021057e-01	7.013780300000000352e+03	2.875716180000000008e+02	2.010114801049894540e-01	-2.347169483803037138e-01	7.802997474428976510e-01	1.912161083401701545e+00	1.650604110664579682e+00	3.344698638645553945e+00	2.292094247678563068e+00	4.002374901141320329e+00	1.181186509836082479e+02	2.374320486221976267e+01	1.418618558458280177e+02	4.348520916815046178e+01	8.280811396679562675e-01	2.919267574841065138e-01	4.401084366936940384e-01	3.784807075339248428e+00	1.027124319538902375e+00
2.392661899999999946e+02	7.829105400000000259e+01	1.156622614649035228e+02	6.043965599999999938e+00	1.096453600000000028e+00	2.711700230813282708e+00	2.277993108781346088e+00	1.823597264530699258e+00	9.412212099999998827e+03	3.175572440000000256e+02	3.272131929713931187e-01	-1.072781664443017285e-01	9.392871245472528274e-01	1.700860101065005292e+00	2.144836753702570320e+00	9.301680173544402130e-02	2.867701608869232643e+00	6.164712574960497626e+00	1.038747374544225437e+02	3.398918451152675857e+01	1.378639219659493165e+02	5.021347580722385828e+01	9.472882771607931129e-01	1.098575799789660162e-01	1.638612214431028669e+00	1.731629016166472468e+00	1.303410779786409623e+00
2.375093699999999899e+02	1.915922899999999984e+01	5.163696609781676727e+01	5.700061100000000103e+00	-3.401260700000000026e-01	2.896237350854818260e+00	1.285826528129032420e+00	8.524516159509342161e-01	2.343851800000000003e+04	2.566685989999999720e+02	8.066725535923068013e-02	2.414909284644369547e-01	4.237011968195463218e-01	1.047107971629440026e+00	9.636044234873983871e-01	4.110264437937103388e+00	1.582608571622884819e+00	2.683693942350766193e+00	6.336043933207763956e+01	5.111112739273749206e+00	6.847155207135138255e+01	1.377520751174266955e+01	4.892733066645520990e-01	3.540781699435678331e-01	3.027012667470572183e+00	8.540917982280875620e-01	2.748543610235915313e+00
2.375093699999999899e+02	1.915922899999999984e+01	5.163696609781676727e+01	2.542632499999999851e+00	-1.517049400000000103e-01	2.858248139250200381e+00	1.300940302077872035e+00	5.652558070097129725e-03	5.718735699999999269e+03	2.566685989999999720e+02	8.066725535923068013e-02	2.414909284644369547e-01	4.237011968195463218e-01	1.047107971629440026e+00	9.636044234873983871e-01	4.110264437937103388e+00	1.616845719466570852e+00	2.663907527666839581e+00	1.269866086469330355e+02	1.024366118692483596e+01	1.372302698338578466e+02	2.760818743941936404e+01	4.892733066645520990e-01	3.540781699435678331e-01	3.027012667470572183e+00	8.540917982280875620e-01	8.703497363281722521e-01
2.369552300000000002e+02	1.015614499999999936e+02	1.327153327515579235e+02	2.699352800000000219e+00	-4.070404499999999981e-01	5.484493222006047830e+00	1.575430188227500361e+00	1.823628777988915539e+00	7.768709600000000137e+03	3.385166800000000080e+02	4.286102906443549632e-01	8.469682588379641094e-03	6.537843021171578506e-02	2.792149734783152315e+00	4.848041659373367729e-01	5.364472972515454074e+00	1.535829016451933260e+00	5.572520883385672974e+00	1.119933862354288578e+02	4.800151782461266947e+01	1.599949040600415344e+02	6.272593991788527745e+01	1.352375704093440323e-01	3.669748566361056841e-01	3.593833383975597595e+00	2.675121049311465882e+00	1.115796637328926089e+00
2.365834000000000117e+02	4.892620500000000305e+01	8.850979504291014166e+01	2.593978599999999801e+00	-9.001020600000000371e-01	4.881070725409644151e-01	1.952263643745025590e+00	2.124341155091031830e+00	9.504825799999998708e+03	2.855096050000000218e+02	2.068032034369275407e-01	-1.493321594678385933e-01	7.546586926802909545e-01	1.822734810218431978e+00	1.250630023714724315e+00	3.415332704668829766e+00	1.173694681310716303e+00	5.516497092317144357e+00	1.022491961156468818e+02	2.114546130556642467e+01	1.233946574212133100e+02	3.825312930449993587e+01	7.792591134334634351e-01	2.157225078862221312e-01	1.883355483131968100e+00	5.298688187800797422e+00	1.313792274047975273e+00
2.352369999999999948e+02	4.785711700000000235e+01	8.719370458453025208e+01	6.221743299999999977e+00	7.100578100000000115e-01	5.307513211707199474e+00	1.227428781618669529e+00	7.223742989324776209e-01	8.369201399999999921e+03	2.830941169999999829e+02	2.034421328277439545e-01	7.835551410541149314e-03	5.071763854861541798e-01	1.648934556278871533e+00	9.924088642073130018e-01	2.206505725472444723e+00	1.850609136480405148e+00	2.113021762656635438e+00	1.076531470017399243e+02	2.190118583165261867e+01	1.295543328333925501e+02	3.990306243178037704e+01	5.087286378990756308e-01	4.418436371305009547e-01	6.218065315739821131e+00	2.141385734032679622e+00	1.185138164109573289e+00
2.337326400000000035e+02	1.295642699999999934e+02	1.502001717690847613e+02	2.431405200000000377e+00	-5.610051200000001209e-02	3.396293409492516346e+00	6.409797353998019087e-01	2.360817758033040725e+00	1.985602100000000064e+04	3.632969100000000253e+02	5.543268154588935070e-01	-3.797211420793982772e-01	5.069629443316404638e-01	2.396065358091393094e+00	1.918668196202071963e+00	2.799519240892102356e+00	6.116398289297525492e-01	2.903592823170380033e+00	6.881778713179588181e+01	3.814754478769642532e+01	1.069653319194923142e+02	4.422336327508238440e+01	7.473368845266153970e-01	2.176003677509122658e-01	3.207465923898737525e+00	6.006985164790839882e+00	2.396398660020390814e+00
2.321510000000000105e+02	4.810031099999999782e+01	8.694438408960087372e+01	2.646534599999999848e+00	-3.568107099999999754e-01	2.986407359409032902e-01	1.434594818499945301e+00	9.455280224003883571e-01	9.209499100000000908e+03	2.802513109999999870e+02	2.071940719617834659e-01	1.062159170907965057e-02	6.966234671002214940e-01	1.421931856910105818e+00	2.206152216970139524e+00	1.933116545142392839e+00	2.137717718647622167e+00	1.055509459620592727e+00	1.017928310994686285e+02	2.109087117201697481e+01	1.228837022714856033e+02	3.812309662538635990e+01	7.044141951692655113e-01	7.453756835457397978e-01	3.945752927450833170e+00	5.878869472593226675e+00	1.280622294247318882e+00
2.306021599999999978e+02	9.317565200000002790e+01	1.250979146073516830e+02	3.814705599999999919e+00	2.996517000000000208e-01	4.964388272217456155e+00	1.715404487379120546e+00	1.876158327387338343e+00	2.171222599999999875e+04	3.237778119999999831e+02	4.040536827582186241e-01	-9.569918531434472297e-02	5.388290758511327105e-01	1.786067887159629830e+00	2.400708980370608092e+00	4.314132810415616248e+00	2.078913367031927528e+00	7.961458713062338211e-01	6.441658267795297377e+01	2.602775746172618554e+01	9.044434013967914154e+01	3.494494656573889557e+01	5.515599501498008594e-01	5.549930863474447640e-02	5.376078322553471622e+00	3.407025825789502527e+00	2.579857086689654633e+00
2.299536600000000135e+02	8.111830899999998223e+01	1.158466163398700530e+02	2.710651200000000038e+00	-9.742639100000000107e-01	3.943997086686325648e+00	1.128487639611458704e+00	1.777409254251280046e+00	1.021621400000000176e+04	3.110719690000000242e+02	3.527593733450470892e-01	-3.097079621805927108e-01	8.603384213919917922e-01	2.041361171495031268e+00	1.364999862808265130e+00	7.859433350907762961e-01	5.651082583008136817e-01	6.195236165853392762e+00	9.609664276328895482e+01	3.389899148174065147e+01	1.299956342450296347e+02	4.841180134183680650e+01	9.652490906545433402e-01	2.590508655780716096e-01	4.516050264962477634e+00	5.301993600053254596e+00	1.392941661515019858e+00
2.287505800000000136e+02	5.123465699999999856e+01	8.952175666779893959e+01	5.776577200000000190e+00	8.011659999999998227e-01	5.307103321924497408e+00	1.820916256648250409e+00	1.066131223444295895e+00	9.207593600000000151e+03	2.799852369999999837e+02	2.239760747273296382e-01	4.257049991694614732e-01	3.956371257306183775e-01	6.742931100495785923e-01	1.443907513885116733e+00	5.300117792669469807e+00	2.126674530101625660e+00	1.020032225843378271e+00	1.003112665791289544e+02	2.246732373932007221e+01	1.227785903184490195e+02	3.925690941520451815e+01	6.336832104425609291e-01	9.191428149901079703e-01	5.301971281498153665e+00	4.318903766988037241e+00	1.280407653107975996e+00
2.282065900000000056e+02	2.629086500000000726e+01	6.105808023568664566e+01	5.267219700000000060e+00	4.814623800000000231e-01	5.697048763925556258e+00	1.818657537054485962e+00	2.947504510003871037e+00	4.420568499999999403e+03	2.544974550000000022e+02	1.152064232676190542e-01	5.954607746495211434e-02	1.892970956332231947e-01	1.209796007152487585e+00	1.993500556179748751e+00	1.151634342870600625e+00	1.635502407657277502e+00	5.817610576125339605e+00	1.338055310106237812e+02	1.541525664115845373e+01	1.492207876517822456e+02	3.580049484296367268e+01	2.023390690076888876e-01	1.071089125129315589e-01	3.318273787348518855e+00	4.469908130219119258e+00	7.055093931945236596e-01
2.263513900000000092e+02	5.174778400000000289e+01	8.961176136892659372e+01	3.267882399999999965e+00	-5.637995700000000276e-01	2.346632845543180856e+00	1.970671163768811240e+00	1.710080286946449313e-01	4.070773400000000038e+03	2.780991740000000050e+02	2.286170365465836074e-01	-2.242526680987226573e-01	6.986806654137274197e-01	1.788843136539113088e+00	2.725396916752722110e+00	2.422316807865134258e+00	2.460908089065235949e+00	1.180851217080597232e-01	1.364061208874169040e+02	3.118476312409629259e+01	1.675908840115131966e+02	5.400272891730047320e+01	7.156253633262121827e-01	5.773021795339604578e-01	1.608426744151849164e+00	4.030743552016984310e+00	6.593932041130297073e-01
2.258071099999999944e+02	9.343751500000000476e+01	1.240882376312129480e+02	5.793415400000001547e+00	7.736222400000000166e-01	4.084330415151491422e+00	4.729189434013493787e-01	6.480704629745965839e-01	2.728991900000000169e+04	3.192446249999999850e+02	4.137935027820868750e-01	2.533091839893130137e-01	4.894444012403306732e-01	8.456563163622259349e-01	2.172027406968832786e+00	2.011291844942229456e+00	5.084493746960591087e-01	2.750290254635188614e+00	5.481882696677211442e+01	2.268367442898575703e+01	7.750250139575786079e+01	3.012470080024124286e+01	6.539819687284633698e-01	3.230729350666960986e-01	2.266288983181532046e+00	4.277580828123761947e+00	3.119152533797753701e+00
2.258071099999999944e+02	9.343751500000000476e+01	1.240882376312129480e+02	4.928587799999999963e-01	8.033968900000000302e-01	3.481473531278779898e+00	1.893390785037260882e+00	2.897821160065902069e-01	5.552272500000000036e+03	3.192446249999999850e+02	4.137935027820868750e-01	2.533091839893130137e-01	4.894444012403306732e-01	8.456563163622259349e-01	2.172027406968832786e+00	2.011291844942229456e+00	2.005017521988803786e+00	2.800329921744779238e+00	1.220779960881020543e+02	5.051508161391365093e+01	1.725930777020157052e+02	6.708576797303987860e+01	6.539819687284633698e-01	3.230729350666960986e-01	2.266288983181532046e+00	4.277580828123761947e+00	8.496954179771926130e-01
2.252967399999999998e+02	4.831001299999999787e+01	8.602999046047349907e+01	2.304152199999999873e+00	-3.898320799999999836e-02	5.643760738587411119e-01	1.400028093347924329e+00	2.322853502011696936e-01	5.208706499999999323e+03	2.736067530000000261e+02	2.144283712227704475e-01	2.552287727601069978e-03	1.579646469141879339e-01	7.701964438952106917e-01	1.938877014346272354e+00	5.393011762455881097e+00	1.250250060332116719e+00	4.651016160021018031e+00	1.247042249529039708e+02	2.674012384124916863e+01	1.514443487941531430e+02	4.761854646933226576e+01	1.064754110283517990e-01	9.503470524793352636e-01	1.254764216898145435e+00	3.645906721744403001e-01	8.066488131022505614e-01
2.250487699999999904e+02	7.346072399999999902e+01	1.086444333386410364e+02	2.076939499999999938e+00	-9.010305600000000081e-02	3.271195041882232424e+00	2.674412074959944707e+00	1.243230971262440754e+00	7.523212400000000343e+03	2.985094940000000179e+02	3.264213530249465700e-01	-2.321277499949916945e-01	5.858726369318617566e-01	1.763922195758702349e+00	2.427883625936280154e+00	9.266602000060187860e-01	2.851054434131296667e+00	5.328855645372656546e+00	1.078256615369879938e+02	3.519659832971355939e+01	1.430222598667015745e+02	5.205386324506533668e+01	5.969708684316602509e-01	7.834666688016477254e-01	9.940941238820153458e-01	1.920754323888035131e+00	1.087154085512383794e+00
2.243233500000000049e+02	5.767972900000000180e+01	9.486103218860658615e+01	5.601480699999999757e+00	5.965302799999999683e-01	4.827739843917588480e+00	6.895651149469913532e-01	4.035811602816493648e-01	1.214253500000000167e+04	2.820030790000000138e+02	2.571276195723716795e-01	-1.065203864458009603e-01	6.915935785884842479e-01	1.863249468090387273e+00	1.169384693410126408e+00	2.515759263192860473e-01	5.199744009643804121e-01	6.642189337655363124e-01	8.619079846157536906e+01	2.216203483746691916e+01	1.083528332990423024e+02	3.644804746017391750e+01	7.222611392431715904e-01	7.397609524296278050e-01	3.673307711355935812e+00	3.924883637675221415e+00	1.602636870802460090e+00
2.242512800000000084e+02	1.782551600000000036e+01	4.833654359549011303e+01	2.847402999999999906e+00	-6.243886400000000503e-01	5.368914561057065882e+00	1.898812682773541871e-01	1.950925097565477939e+00	1.645551999999999907e+03	2.420767960000000016e+02	7.948902677389398097e-02	-1.359082088596211269e-01	2.460223826555517634e-01	2.108475443473234456e+00	1.571990351639204864e+00	5.934881512112945678e+00	1.388378847319599707e+00	1.497009085923274752e+00	1.714924166122521285e+02	1.363176529561109263e+01	1.851241819078632034e+02	3.696456346592125186e+01	2.864390400813308091e-01	1.411186259173285995e-01	5.233652662019006030e+00	4.885348866952366365e+00	3.076454599566159631e-01
2.239189499999999953e+02	8.631179799999998181e+01	1.184021639109018622e+02	2.092521899999999935e+00	1.744542599999999999e-01	2.785272140773720206e-01	2.224687493514004633e+00	1.248765063654326823e+00	6.216229000000001179e+03	3.102307480000000055e+02	3.854599979144239241e-01	3.620365939238601172e-01	1.602244351223239271e-01	3.068064493630838774e-01	1.840577702725237685e+00	5.540718142322044848e+00	2.217830288704956132e+00	3.247686245070543265e+00	1.159389214872785772e+02	4.468981643468695353e+01	1.606287379219655520e+02	6.130530348409521224e+01	5.305168009902153647e-01	4.045438246894505346e-02	6.057466795561536443e+00	5.314999630703995059e+00	9.313527081979068312e-01
2.226032600000000059e+02	7.763743599999999390e+01	1.114468277325076428e+02	2.394489500000000159e+00	1.439304100000000086e-01	4.621194408267009557e+00	6.885926425305266552e-01	1.590269098103094025e+00	5.083910499999999956e+03	3.002406960000000140e+02	3.487704357968521296e-01	2.203445671509814685e-01	7.035205389833421030e-01	1.022878528206639936e+00	2.230074962397023519e+00	2.700037761309865281e-01	9.237181973197957641e-01	2.452576093251406242e+00	1.242992667286393669e+02	4.335190942617671794e+01	1.676511761548161132e+02	6.223071021683909976e+01	8.241699416293476466e-01	6.184517193424450276e-01	1.392040687644728436e+00	1.662044463775715464e+00	7.908654319415285849e-01
2.222741100000000074e+02	9.585991699999999582e+01	1.249089427931120184e+02	5.360285799999999767e+00	2.836445300000000058e-01	1.555034011774252711e+00	1.813253022904619538e+00	1.009108813481388367e+00	1.236961599999999999e+04	3.181340270000000032e+02	4.312689273618056096e-01	1.597314272584887396e-01	6.344564915257810966e-01	9.951126785402574226e-01	2.719131163511157467e+00	3.991830034297796925e-01	1.446719807539812441e+00	4.292717346464143269e+00	8.461248665518544954e+01	3.649073636119692310e+01	1.211032230163823726e+02	4.754875075282277663e+01	7.563675801074581928e-01	4.656232335677151779e-01	5.848661497798333109e+00	6.247844501228112968e+00	1.626965815409917582e+00
2.209490999999999872e+02	1.044734299999999934e+02	1.304635917375622682e+02	2.142597799999999886e+00	-5.931953000000000226e-02	1.594710690377418194e+00	2.522631107817838725e+00	1.563722870670127607e+00	1.263213100000000122e+04	3.254225299999999947e+02	4.728393553085302736e-01	1.850158973687374420e-01	5.561940147401351897e-01	1.077556479939727030e+00	1.652236854472024508e+00	4.749164809885911609e+00	2.208544465458891271e+00	5.052142220728551791e+00	8.322004309621647167e+01	3.934971152636310876e+01	1.225697546225795946e+02	4.913885472666385112e+01	6.314621032944347512e-01	6.885938688414267039e-01	7.221925468492518263e-01	5.471357356735163435e+00	1.654998625085370101e+00
